targets,interception_touchdowns,draft_season,forced_fumbles,missed_tackles,catch_rate,team_name,tackles,jersey_number,snap_counts_offball,snap_counts_box,sacks,snap_counts_pass_rush,player_game_count,eligible_season,snap_counts_dl,grades_tackle,yards,receptions,grades_coverage_defense,hurries,interceptions,snap_counts_coverage,snap_counts_dl_over_t,snap_counts_dl_a_gap,fumble_recoveries,grades_run_defense,snap_counts_corner,hits,penalties,batted_passes,team,stops,declined_penalties,total_pressures,position,fumble_recovery_touchdowns,longest,snap_counts_slot,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,safeties,player,franchise_id,snap_counts_defense,yards_after_catch,snap_counts_dl_b_gap,pass_break_ups,qb_rating_against,snap_counts_run_defense,tackles_for_loss,assists,grades_pass_rush_defense,player_id,snap_counts_fs,touchdowns,snap_counts_dl_outside_t
0,0,2020,0,0,,CAR,1,97,0,0,0,33,3,2020,54,68.7,0,0,,2,0,0,15,0,0,44.7,0,0,0,0,CAR,0,0,2,DI,0,,0,0,47.1,,78.4,0,T.J. Smith,5,54,0,35,0,0,21,0,1,55.2,36851,0,0,4
0,0,2019,1,6,,CAR,32,99,1,0,0,238,15,2019,609,36.5,0,0,97.6,3,0,0,4,375,2,33.5,0,1,1,2,CAR,13,0,4,DI,0,,0,11.5,42.7,,77,0,Shy Tuttle,5,610,0,230,0,0,372,0,14,51.4,37279,0,0,0
8,0,2019,1,3,50,MIA,18,56,11,5,1,83,16,2019,247,58,35,4,49,4,0,44,2,0,0,69,0,0,1,0,MIA,13,0,5,ED,0,16,5,11.5,64.8,8.8,59.6,0,Quinton Bell,17,258,40,0,1,101.6,131,2,5,65.9,37468,0,1,245
19,0,2019,0,6,73.7,LA,31,51,364,345,0,19,6,2019,8,62,149,14,55.9,2,0,170,0,0,0,61.7,1,0,0,0,LA,14,0,2,LB,0,27,16,11.5,57.9,10.6,80.8,0,Troy Reeder,26,372,124,0,1,96.2,183,1,15,50.2,38268,2,0,8
45,0,2021,0,11,64.4,MIN,68,24,1023,128,0,8,18,2021,33,72.5,395,29,58.6,0,3,724,0,0,2,67.8,14,0,0,0,MIN,14,0,0,S,0,35,139,10.7,61.6,13.6,91,0,Camryn Bynum,18,1056,159,0,5,94.2,324,2,24,50.7,38408,742,4,33
0,0,2022,0,0,,MIA,0,53,0,0,0,9,2,2022,12,,0,0,62,1,0,2,0,0,0,60,0,0,0,0,MIA,0,0,1,ED,0,,0,,55.6,,73.5,0,Cameron Goode,17,12,0,0,0,0,1,0,0,52.2,38410,0,0,12
0,0,2020,0,2,,BUF,10,99,0,0,1,118,14,2020,249,53.3,0,0,71.5,5,0,1,3,0,1,47.2,0,0,0,1,BUF,9,0,6,ED,0,,0,11.8,51.1,,87.4,0,Casey Toohill,4,249,0,0,0,0,130,1,5,53,38472,0,0,246
0,0,2018,0,1,,NYG,0,49,2,1,0,1,2,2018,0,25.6,0,0,60.7,1,0,0,0,0,0,60,0,0,0,0,NYG,0,0,1,LB,0,,0,100,52.3,,63.6,0,Matthew Adams,21,2,0,0,0,0,1,0,0,39.4,38526,0,0,0
0,0,2018,0,3,,HST,21,91,0,0,1,180,13,2018,366,50.7,0,0,65.7,9,0,0,16,13,0,33.9,0,2,4,0,HST,18,0,12,DI,0,,0,10.3,35.6,,17.3,0,Folorunso Fatukasi,13,366,0,337,0,0,186,5,5,56.9,38558,0,0,0
0,0,2018,0,1,,CLV,11,90,0,0,1,71,8,2018,164,63,0,0,55.4,0,0,2,38,0,0,50.8,0,0,1,0,CLV,7,0,1,DI,0,,0,5.9,45.3,,45.6,0,Maurice Hurst,8,164,0,122,0,0,91,4,5,53.7,38563,0,0,4
35,0,2017,1,11,82.9,GB,46,45,448,355,2,32,18,2017,111,51.8,277,29,59.1,5,1,279,0,0,0,64.7,0,2,0,0,GB,23,0,9,LB,0,28,89,15.1,64.3,9.6,85.9,0,Eric Wilson,12,559,141,0,1,106.8,248,6,16,71,38587,4,2,111
1,0,2019,0,0,100,JAX,1,43,17,17,0,1,2,2019,0,75.9,6,1,50.6,0,0,8,0,0,0,77.2,0,1,0,0,JAX,0,0,1,LB,0,6,0,0,73.7,6,71.4,0,Joe Giles-Harris,15,17,4,0,0,91.7,8,0,1,60,39382,0,0,0
0,0,2020,0,0,,JAX,0,12,1,0,0,0,1,2020,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,JAX,0,0,0,WR,0,,0,,60,,60,0,Devin Duvernay,15,1,0,0,0,0,1,0,0,,40006,0,0,0
3,0,2020,1,8,66.7,KC,21,98,4,4,9,514,20,2020,776,28.9,30,2,47.3,28,0,15,54,120,0,48.3,0,5,1,1,KC,24,0,42,DI,0,18,0,21.1,60.8,15,78.9,0,Tershawn Wharton,16,780,29,591,0,99.3,251,1,9,71.9,40292,0,0,11
3,0,2021,0,2,66.7,NYJ,14,55,119,113,0,13,12,2021,18,71.2,11,2,76.7,1,0,49,0,0,0,62.1,0,1,0,0,NYJ,7,0,2,LB,0,6,6,10,72.7,5.5,75.9,0,Chazz Surratt,22,137,2,0,0,72.9,75,3,4,64.9,40313,0,0,18
21,0,2020,0,6,42.9,TEN,19,38,300,13,0,1,5,2020,1,45.9,107,9,36.8,1,0,168,0,0,0,57.7,278,0,4,0,TEN,7,1,1,CB,0,26,9,22.2,36.3,11.9,0,0,L'Jarius Sneed,31,301,30,0,0,74.9,132,2,2,42.4,40588,0,1,1
0,0,2020,0,0,,BUF,1,41,2,0,0,1,2,2020,0,70.6,0,0,,0,0,0,0,0,0,60,0,0,2,0,BUF,0,0,0,FB,0,,0,0,62.2,,60.1,0,Reggie Gilliam,4,2,0,0,0,0,1,0,0,60,40951,0,0,0
0,0,2022,0,0,,TB,0,41,1,0,0,1,1,2022,0,,0,0,,0,0,0,0,0,0,,0,0,1,0,TB,0,0,0,TE,0,,0,,60,,60.1,0,Ko Kieft,30,1,0,0,0,0,0,0,0,60,41372,0,0,0
24,0,2020,1,11,54.2,LAC,47,32,726,135,1,2,12,2020,5,60.3,163,13,64.5,0,1,478,0,0,0,66.5,5,0,3,0,LAC,10,0,1,S,0,36,35,15.5,64.3,12.5,33.2,0,Alohi Gilman,27,731,43,0,4,72,251,1,13,61.7,41662,551,1,5
51,0,2020,0,12,64.7,DAL,35,07,679,38,0,0,11,2020,4,34.5,368,33,60.3,1,2,389,0,0,0,43.9,613,0,5,1,DAL,13,3,1,CB,0,39,28,24,56.6,11.2,29.7,0,Trevon Diggs,9,683,174,0,4,89.3,294,0,3,60,41817,0,3,4
0,0,2022,0,0,,BUF,0,89,1,0,0,0,1,2022,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,BUF,0,0,0,WR,0,,0,,60,,60,0,Jalen Virgil,4,1,0,0,0,0,1,0,0,,41991,0,0,0
1,0,2019,2,7,100,BUF,23,91,13,13,3,470,17,2019,714,31.4,3,1,74.3,34,0,3,265,16,1,50.4,0,12,1,0,BUF,20,0,49,DI,0,3,0,17.1,72.6,3,77.1,0,Ed Oliver,4,727,5,398,0,79.2,254,4,11,78.6,42200,0,0,35
39,0,2021,0,10,82.1,LV,49,05,531,477,1,57,14,2021,158,55,301,32,53.2,5,0,323,0,0,0,58.7,3,4,1,0,LV,23,1,10,LB,0,26,50,13.3,56.8,9.4,64,0,Divine Deablo,23,689,166,0,0,115.9,309,2,16,66.6,42208,1,2,158
0,0,2020,0,0,,ATL,0,89,1,0,0,1,1,2020,0,,0,0,,0,0,0,0,0,0,,0,0,1,0,ATL,0,0,0,TE,0,,0,,60,,60,0,Charlie Woerner,2,1,0,0,0,0,0,0,0,60,42257,0,0,0
2,0,2020,0,0,0,TB,0,34,17,2,0,0,1,2020,0,,0,0,43.1,0,0,11,0,0,0,60,13,0,0,0,TB,0,0,0,CB,0,,2,,45.2,,72.1,0,Bryce Hall,30,17,0,0,0,39.6,6,0,0,,42313,0,0,0
1,0,2021,0,1,100,LV,4,97,0,0,1,70,10,2021,109,53.5,4,1,63.4,3,0,3,3,0,0,48.2,0,1,2,1,LV,5,0,5,ED,0,4,0,20,42.6,4,4.8,0,Janarius Robinson,23,109,1,2,0,83.3,36,0,0,52.3,42447,0,0,104
2,0,2021,0,0,100,CHI,1,45,13,9,1,1,5,2021,2,76,1,2,63.1,0,0,12,0,0,0,60,1,0,0,0,CHI,2,0,1,LB,0,1,3,0,70.9,0.5,72.3,0,Amen Ogbongbemiga,6,15,5,0,0,118.8,2,0,0,75.4,42449,0,1,2
17,0,2020,1,4,64.7,NYG,14,19,171,73,0,22,12,2020,10,49,126,11,43.6,3,0,122,0,0,0,61.5,7,1,0,0,NYG,5,0,4,LB,0,27,86,18.2,45.6,11.5,81.1,0,Isaiah Simmons,21,181,91,0,1,106.5,37,0,4,52.9,42451,5,1,10
5,0,2020,1,3,80,SEA,10,24,123,31,0,1,9,2020,4,33.9,85,4,41.8,0,0,54,0,0,0,48.1,2,0,0,0,SEA,2,0,0,S,0,70,16,23.1,38.1,21.3,79.4,0,K'Von Wallace,29,127,63,0,0,158.3,72,0,0,60,42467,74,2,4
19,0,2020,0,7,68.4,TB,45,31,572,153,2,36,10,2020,29,74.5,141,13,50.8,6,0,346,0,0,1,73.3,4,2,3,1,TB,13,0,10,S,1,30,53,9.9,57.8,10.8,0,0,Antoine Winfield Jr.,30,601,85,0,1,125.1,219,0,19,81,42475,362,2,29
3,0,2022,0,4,100,NYG,5,45,22,8,1,85,10,2022,185,29,32,3,49.2,0,0,12,2,0,0,63.9,0,2,0,0,NYG,5,0,3,ED,0,16,13,26.7,62.4,10.7,86.6,0,Tomon Fox,21,207,42,0,0,111.1,110,1,6,60.6,42486,0,0,183
0,0,2021,0,1,,HST,0,90,0,0,0,5,2,2021,14,24.2,0,0,,0,0,0,0,0,0,35.9,0,0,0,0,HST,0,0,0,ED,0,,0,100,37.6,,76.3,0,Rashad Weaver,13,14,0,0,0,0,9,0,0,66.9,42495,0,0,14
12,0,2021,0,1,66.7,NO,6,27,141,11,0,0,4,2021,2,64.4,155,8,62.8,0,1,82,0,0,0,45.6,121,0,0,0,NO,0,0,0,CB,0,46,9,9.1,59.5,19.4,80.5,0,Shemar Jean-Charles,20,143,55,0,1,102.8,61,0,4,,42496,0,1,2
0,0,2022,0,1,,LA,3,96,0,0,0,27,3,2022,62,57.1,0,0,63.8,4,0,4,1,0,0,48.3,0,0,1,0,LA,2,0,4,ED,0,,0,16.7,52.8,,6.7,0,Keir Thomas,26,62,0,0,0,0,31,1,2,67.9,42509,0,0,61
0,0,2020,0,1,,JAX,1,20,31,1,0,1,7,2020,4,44.7,0,0,60.7,0,0,28,0,0,0,60.5,0,0,1,0,JAX,0,0,0,S,0,,2,25,54.3,,0,0,Daniel Thomas,15,35,0,0,0,0,6,0,2,58.4,42544,27,0,4
9,0,2020,0,3,88.9,ARZ,20,51,200,178,2,18,17,2020,5,71.6,61,8,58,1,0,113,0,0,0,71.8,0,0,1,0,ARZ,12,0,3,LB,0,13,22,8.8,63.1,7.6,6.8,0,Krys Barnes,1,205,33,0,0,131.9,74,1,11,63.1,42548,0,1,5
51,0,2022,0,5,62.7,KC,43,13,534,43,1,9,18,2022,14,70.8,497,32,52.8,3,0,358,0,0,0,55.6,477,0,2,0,KC,16,1,4,CB,0,47,14,8.2,54,15.5,85.9,0,Nazeeh Johnson,16,548,171,0,2,108,181,2,13,64.1,42553,0,2,14
60,0,2020,0,14,81.7,DEN,59,40,725,677,3,73,15,2020,11,44.7,460,49,50.4,8,0,425,0,0,0,50.5,3,1,4,2,DEN,38,1,12,LB,0,35,45,16.3,49.9,9.4,30.4,0,Justin Strnad,10,736,348,0,1,104.2,238,7,13,67,42659,0,1,11
0,0,2021,0,8,,DAL,36,99,4,3,7,465,17,2021,786,40.1,0,0,68.9,28,1,4,211,4,1,56.8,0,2,0,3,DAL,30,0,37,ED,0,,0,13.8,65.3,,90.9,0,Chauncey Golston,9,790,0,84,0,0,321,1,14,60.7,42718,0,0,487
2,0,2019,1,11,100,SF,33,97,3,2,10,420,14,2019,690,43.7,13,2,73.6,44,1,6,9,0,1,79.9,0,15,4,0,SF,32,1,69,ED,0,7,0,20.4,91.1,6.5,64.5,0,Nick Bosa,28,693,8,3,0,54.2,267,7,10,89.3,42741,0,0,678
0,0,2021,1,8,,DAL,33,97,1,0,7,523,17,2021,858,47,0,0,61.6,39,0,0,222,48,0,50.8,0,14,2,0,DAL,30,0,60,DI,0,,0,17.4,68.1,,71,0,Osa Odighizuwa,9,859,0,571,1,0,336,2,5,78.5,42754,0,0,17
0,0,2021,0,0,,SF,0,36,1,0,0,0,1,2021,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,SF,0,0,0,LB,0,,0,,61.6,,60.1,0,Curtis Robinson,28,1,0,0,0,0,1,0,0,,42871,0,0,0
0,0,2021,0,0,,ATL,0,26,3,0,0,0,3,2021,0,,0,0,76.6,0,0,2,0,0,0,60,0,0,0,0,ATL,0,0,0,HB,0,,0,,75.1,,60,0,Avery Williams,2,3,0,0,0,0,1,0,0,,42873,0,0,0
5,0,2020,0,1,40,DAL,3,32,57,7,0,0,2,2020,1,36.7,23,2,62.4,0,0,42,0,0,0,69.9,44,0,0,0,DAL,0,0,0,CB,0,14,6,25,64.6,11.5,76.7,0,Troy Pride Jr.,9,58,15,0,1,54.6,16,0,0,,42883,0,0,1
66,0,2020,0,7,65.2,LAC,45,07,825,85,0,1,16,2020,2,64,491,43,66.6,0,1,501,0,0,0,73.1,721,0,9,0,LAC,20,4,0,CB,0,54,18,11.9,68.9,11.4,87.4,0,Kristian Fulton,27,827,131,0,5,111.4,325,3,7,60,42894,1,6,2
0,0,2019,1,4,,GB,31,52,3,3,9,432,18,2019,667,62.4,0,0,47,33,0,2,26,0,1,72.8,0,7,1,1,GB,33,0,49,ED,0,,0,8.7,73,,80.8,0,Rashan Gary,12,670,0,5,0,0,236,3,11,66.7,42905,0,0,636
0,0,2021,0,0,,LAC,0,35,4,0,0,0,1,2021,0,,0,0,64.3,0,0,4,0,0,0,,4,0,0,0,LAC,0,0,0,CB,0,,0,,64.7,,68.7,0,Dicaprio Bootle,27,4,0,0,0,0,0,0,0,,42913,0,0,0
0,0,2020,0,0,,ATL,3,92,0,0,0,11,2,2020,32,75,0,0,60.4,3,0,3,2,0,0,72.7,0,0,0,0,ATL,2,0,3,ED,0,,0,0,79.1,,76.5,0,Khalid Kareem,2,32,0,0,0,0,18,0,2,72.3,42993,0,0,30
11,0,2021,1,9,90.9,DEN,40,00,8,2,13,495,18,2021,874,45.2,104,10,54.6,42,0,78,0,0,0,69.6,0,9,3,1,DEN,41,0,64,ED,0,38,6,14.8,68,10.4,64,0,Jonathon Cooper,10,882,67,0,0,106.1,309,3,12,66.2,43021,0,0,874
51,0,2018,0,5,60.8,SF,43,07,684,75,0,0,12,2018,10,70.1,412,31,58.2,1,0,389,0,0,0,48.4,597,0,3,0,SF,12,0,1,CB,0,51,12,9.1,56.2,13.3,85.5,0,Charvarius Ward,28,694,102,0,4,119.1,305,1,7,43.6,43034,0,5,10
51,0,2020,1,14,64.7,DEN,94,22,1006,297,0,18,17,2020,36,75.5,299,33,89.6,5,3,671,0,0,1,72.4,16,0,3,0,DEN,28,0,5,S,0,44,122,10.9,84.2,9.1,42.4,0,Brandon Jones,10,1042,184,0,6,62.5,353,2,21,67.7,43049,571,1,36
13,0,2019,0,4,61.5,HST,16,45,172,142,0,14,7,2019,4,46.4,50,8,62.4,4,0,96,0,0,0,58.4,2,0,0,0,HST,7,0,4,LB,0,11,28,16.7,57,6.3,76.5,0,Devin White,13,176,37,0,0,69.4,66,0,4,37.7,43089,0,0,4
59,0,2020,0,12,81.4,WAS,99,11,1101,470,2,36,20,2020,106,77.1,494,48,64.5,4,2,651,0,0,2,64.7,40,1,3,0,WAS,38,0,7,S,0,39,222,8.3,65.2,10.3,71.5,0,Jeremy Chinn,32,1207,209,0,3,115.7,520,5,33,61,43179,369,5,106
35,0,2019,0,11,85.7,ARZ,47,02,409,303,3,159,16,2019,351,60.7,237,30,56.8,9,1,272,0,0,1,68.5,0,4,1,3,ARZ,22,0,16,LB,0,28,106,13.9,63.8,7.9,73.4,0,Mack Wilson Sr.,1,760,188,0,1,92.5,329,1,21,61.4,43190,0,1,351
15,0,2021,0,4,73.3,ATL,10,27,163,33,0,8,11,2021,2,38.5,107,11,42.5,1,0,120,0,0,0,49.2,0,0,1,0,ATL,3,0,1,S,0,29,44,25,37.7,9.7,0,0,Richie Grant,2,165,92,0,1,115.1,37,2,2,56.9,43196,83,1,2
2,0,2020,0,1,100,CIN,3,49,25,18,0,4,11,2020,11,48.1,8,2,59.9,1,0,19,0,0,0,69.2,1,0,0,0,CIN,2,0,1,LB,0,7,5,25,63.7,4,81.5,0,Joe Bachie,7,36,13,0,0,122.9,13,0,0,54.2,43250,0,1,11
36,0,2021,0,13,72.2,BUF,85,03,1013,318,1,15,17,2021,29,76.1,294,26,41.5,1,2,605,0,0,1,72.2,3,0,4,0,BUF,20,2,2,S,0,42,107,11.2,52.7,11.3,88.8,0,Damar Hamlin,4,1042,107,0,2,100.9,422,3,18,60.9,43291,585,3,29
19,0,2020,0,5,52.6,HST,11,27,151,24,0,11,7,2020,5,30,147,10,62.7,1,0,99,0,0,0,70,0,0,0,0,HST,7,0,1,CB,0,86,126,27.8,65,14.7,79.3,0,Myles Bryant,13,156,100,0,3,95.7,46,0,2,60,43336,0,1,5
77,0,2020,1,5,77.9,MIN,89,44,967,512,0,95,18,2020,63,87,622,60,52.2,13,2,615,0,0,0,83.1,33,6,1,1,MIN,33,0,19,S,0,98,330,4.2,65.2,10.4,86.2,0,Josh Metellus,18,1030,381,0,2,93.8,320,2,24,70.9,43395,90,1,63
1,0,2021,0,1,0,LAC,7,31,44,43,0,0,3,2021,0,59.9,0,0,64.3,0,0,13,0,0,0,69.4,0,0,0,0,LAC,1,0,0,LB,0,,1,10,71.9,,75.7,0,Nick Niemann,27,44,0,0,0,39.6,31,0,2,,43500,0,0,0
5,0,2020,1,3,80,PIT,32,56,8,2,7,323,12,2020,584,75.1,28,4,80,38,0,32,2,0,0,78.3,0,9,7,1,PIT,27,0,54,ED,0,9,6,7,89,7,10.3,0,Alex Highsmith,25,592,20,2,1,90,237,3,8,89.2,43507,0,0,580
39,0,2022,0,4,59,TEN,28,39,619,40,0,1,14,2022,7,47,304,23,62.8,0,0,365,0,0,0,72.7,571,0,1,0,TEN,8,0,0,CB,0,47,4,11.1,65.5,13.2,86.6,0,Darrell Baker Jr.,31,626,124,0,3,117.9,260,1,4,60,43542,4,4,7
0,0,2022,0,2,,ARZ,1,90,1,1,1,80,6,2022,119,26.8,0,0,,4,0,0,39,4,1,41.9,0,0,0,1,ARZ,2,0,5,DI,0,,0,50,47.7,,80.7,0,Ben Stille,1,120,0,72,0,0,40,0,1,56.8,43555,0,0,4
0,0,2020,0,0,,CAR,0,42,3,0,0,0,2,2020,0,,0,0,60.4,0,0,2,0,0,0,60,0,0,0,0,CAR,0,0,0,S,0,,0,,62.9,,70.7,0,Sam Franklin Jr.,5,3,0,0,0,0,1,0,0,,43580,2,0,0
9,0,2022,0,2,88.9,HST,13,35,132,107,1,10,7,2022,4,60.1,45,8,62.7,1,0,70,0,0,0,85.5,0,0,0,0,HST,8,0,2,LB,0,16,23,10.5,78,5.6,80.6,0,Jake Hansen,13,136,40,0,0,124.5,56,1,4,64.2,43645,0,1,4
2,0,2021,1,5,100,DET,24,91,2,1,3,447,17,2021,695,48.7,22,2,63.5,30,0,6,283,11,0,66.5,0,14,1,0,DET,20,0,47,DI,0,11,0,14.7,70.2,11,77.9,0,Levi Onwuzurike,11,697,0,275,0,112.5,244,1,5,66.2,43679,1,0,126
0,0,2019,1,10,,TEN,50,98,5,5,5,450,16,2019,801,34.9,0,0,57.7,34,0,14,316,15,2,73.7,0,6,5,3,TEN,41,0,45,DI,0,,0,12.8,80.4,,41.1,0,Jeffery Simmons,31,806,0,421,0,0,342,5,18,81.6,43742,0,0,49
0,0,2021,0,1,,CLV,1,52,0,0,0,4,2,2021,20,29.7,0,0,,0,0,0,1,0,0,48.3,0,0,0,0,CLV,1,0,0,ED,0,,0,33.3,46.3,,77.4,0,Elerson Smith,8,20,0,1,0,0,16,0,1,56,43766,0,0,18
0,0,2020,0,1,,CAR,1,95,0,0,0,24,1,2020,60,26.7,0,0,60.8,0,0,1,27,0,0,48.1,0,0,0,0,CAR,1,0,0,DI,0,,0,25,47.7,,78.7,0,Derrick Brown,5,60,0,29,0,0,35,0,2,51.4,43883,0,0,4
5,0,2021,0,8,100,MIN,19,91,9,7,7,315,15,2021,450,50.3,51,5,48.2,13,0,32,63,0,0,69.4,1,4,0,0,MIN,24,0,24,ED,0,19,0,20,55.8,10.2,87.3,0,Pat Jones II,18,459,26,24,0,109.2,112,3,13,50.7,43974,0,0,363
110,0,2019,1,16,70,MIN,72,07,1092,82,0,5,18,2019,17,43.2,779,77,73.5,0,6,732,0,0,0,67.1,672,0,4,0,MIN,23,1,0,CB,0,36,325,16.2,73.4,10.1,88.5,0,Byron Murphy Jr.,18,1109,305,0,5,79.3,372,7,11,50.6,44027,13,4,17
0,0,2020,0,4,,MIA,14,95,0,0,0,240,17,2020,481,41.1,0,0,53,13,0,8,1,67,0,47.6,0,3,1,0,MIA,13,0,16,DI,0,,0,13.3,51.3,,72.6,0,Benito Jones,17,481,0,413,0,0,233,3,12,63,44035,0,0,0
0,0,2021,0,0,,PIT,0,48,0,0,0,17,3,2021,25,,0,0,61.3,2,0,3,0,0,0,59.3,0,0,0,0,PIT,0,0,2,ED,0,,0,,60.9,,77.1,0,Adetokunbo Ogundeji,25,25,0,0,0,0,5,0,0,59.2,44047,0,0,25
10,0,2020,0,5,80,ARZ,11,58,8,5,1,108,13,2020,278,30,74,8,46.9,4,0,41,13,0,0,69.9,0,1,1,0,ARZ,8,0,6,ED,0,15,3,22.7,61.6,9.3,60.4,0,Julian Okwara,1,286,46,1,1,97.5,137,2,6,60.7,44152,0,0,264
0,0,2019,0,11,,NYJ,25,95,1,1,7,450,16,2019,721,27.2,0,0,64.6,38,0,5,228,84,0,57.5,0,9,5,0,NYJ,23,1,54,DI,0,,0,26.8,68.6,,33.3,0,Quinnen Williams,22,722,0,391,0,0,267,4,5,76.1,44216,0,0,18
0,0,2020,1,3,,BLT,34,92,2,2,11,611,19,2020,892,59.1,0,0,62.6,41,0,13,215,21,0,64.3,0,8,6,2,BLT,30,0,60,DI,0,,0,6.1,69.1,,46.3,0,Nnamdi Madubuike,3,894,0,598,0,0,270,7,12,69.4,44304,0,0,58
0,0,2021,0,0,,NYG,2,55,0,0,0,39,4,2021,86,76.4,0,0,60,3,0,0,2,0,0,75.8,0,1,1,1,NYG,2,0,4,ED,0,,0,0,73.7,,28,0,Boogie Basham,21,86,0,0,0,0,47,1,7,66.1,44320,0,0,84
0,0,2021,0,1,,ARZ,9,96,0,0,3,134,12,2021,260,65.8,0,0,60,5,0,0,54,34,0,60.3,0,1,0,2,ARZ,9,0,9,DI,0,,0,4.8,63.2,,83.7,0,Naquan Jones,1,260,0,170,0,0,126,1,11,61.6,44363,0,0,2
0,0,2021,0,2,,PIT,16,92,2,2,0,133,17,2021,253,44.9,0,0,54.7,6,0,0,82,15,0,63.9,0,0,0,1,PIT,11,0,6,DI,0,,0,8.3,59.3,,83.5,0,Isaiahh Loudermilk,25,255,0,137,0,0,122,0,6,55.2,44416,0,0,19
63,0,2018,0,13,87.3,ARZ,78,07,982,919,3,107,17,2018,33,70,660,55,32,14,1,512,0,0,1,73,0,4,0,0,ARZ,39,0,21,LB,0,25,52,9.4,48.8,12,87,0,Kyzir White,1,1015,414,0,1,109,396,6,47,49.4,44485,11,1,33
0,0,2022,0,0,,NYG,8,90,0,0,1,78,5,2024,143,75.7,0,0,60,2,0,1,45,1,1,68.5,0,1,1,0,NYG,6,1,4,DI,0,,0,0,66.5,,82.3,0,Elijah Garcia,21,143,0,63,0,0,64,3,6,57.3,44498,0,0,34
0,0,2019,0,0,,NE,0,97,0,0,0,9,2,2019,14,,0,0,,0,0,0,11,1,0,37.5,0,0,0,0,NE,0,0,0,DI,0,,0,,30.5,,72.3,0,Trysten Hill,19,14,0,2,0,0,5,0,0,51.9,44519,0,0,0
9,0,2019,2,8,77.8,NYG,48,00,28,21,9,463,17,2019,837,59.5,68,7,63.4,42,0,46,2,0,0,61.8,0,10,3,4,NYG,42,1,61,ED,0,16,7,11.6,78.5,9.7,74,0,Brian Burns,21,865,45,0,1,98.1,356,10,13,82.9,44522,0,0,835
5,0,2020,1,6,100,CAR,23,98,5,2,4,229,8,2020,448,55.6,38,5,56.6,20,0,36,0,0,0,53,0,2,0,1,CAR,15,0,26,ED,0,17,3,15.4,55,7.6,85,0,D.J. Wonnum,5,453,16,1,0,98.3,188,1,10,56.4,44550,0,0,447
0,0,2020,0,0,,IND,8,98,0,0,0,174,17,2020,349,74,0,0,62.8,4,0,0,27,19,0,38.7,0,0,4,0,IND,5,1,4,DI,0,,0,0,37.1,,15.1,0,Raekwon Davis,14,349,0,303,0,0,175,2,5,54.1,44582,0,0,0
0,0,2020,0,2,,DET,1,78,0,0,0,50,10,2020,108,27.7,0,0,57,1,0,0,39,0,0,33.8,0,2,0,0,DET,1,0,3,DI,0,,0,50,38.2,,81.5,0,Jonah Williams,11,108,0,34,0,0,58,1,1,61.9,44597,0,0,35
0,0,2020,0,0,,NYJ,1,92,0,0,0,14,2,2020,46,70.4,0,0,,0,0,0,12,11,0,38.1,0,0,0,0,NYJ,1,0,0,DI,0,,0,0,36.3,,77.1,0,Leki Fotu,22,46,0,23,0,0,32,0,2,53,44614,0,0,0
0,0,2019,0,0,,PHI,0,48,1,0,0,1,1,2019,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,PHI,0,0,0,FB,0,,0,,60,,60,0,Khari Blasingame,24,1,0,0,0,0,0,0,0,60,44889,0,0,0
0,0,2019,0,0,,WAS,0,14,1,0,0,0,1,2019,0,,0,0,60.7,0,0,1,0,0,0,,0,0,3,0,WAS,0,0,0,WR,0,,0,,70.2,,60,0,Olamide Zaccheaus,32,1,0,0,0,0,0,0,0,,44920,0,0,0
8,0,2022,0,5,62.5,LV,9,59,87,82,0,7,4,2022,15,28.5,48,5,29.8,0,0,54,0,0,0,77.1,0,0,0,0,LV,3,0,0,LB,0,17,5,27.8,46.7,9.6,79.1,0,Luke Masterson,23,102,35,0,0,79.2,41,0,4,61.5,45046,0,0,15
14,0,2020,1,6,92.9,CAR,34,20,565,139,0,5,9,2020,9,69.6,162,13,47,0,0,278,0,0,0,68.5,1,0,0,0,CAR,8,0,0,S,0,28,56,10.9,53.8,12.5,85.9,0,Jordan Fuller,5,574,95,0,1,154.5,291,0,15,51.3,45326,369,4,9
0,0,2022,0,0,,DEN,3,96,0,0,1,24,4,2022,63,74,0,0,,2,0,0,23,0,0,75.8,0,0,0,0,DEN,4,0,3,DI,0,,0,0,76.2,,78.2,0,Eyioma Uwazurike,10,63,0,38,0,0,39,0,6,60.9,45414,0,0,2
106,0,2021,0,11,67.9,BLT,68,21,1129,105,1,4,19,2021,6,57,926,72,49.4,0,0,784,0,0,0,66.6,927,0,7,1,BLT,16,0,1,CB,0,37,77,13.4,54,12.9,89.4,0,Brandon Stephens,3,1135,276,0,5,110.8,347,2,3,92.9,45644,20,5,6
0,0,2019,0,0,,CIN,0,32,1,0,0,0,1,2019,0,,0,0,60.7,0,0,1,0,0,0,,0,0,0,0,CIN,0,0,0,HB,0,,0,,70.2,,60,0,Trayveon Williams,7,1,0,0,0,0,0,0,0,,45775,0,0,0
