targets,yards_per_coverage_snap,draft_season,missed_tackles,catch_rate,team_name,tackles,coverage_percent,jersey_number,dropped_ints,player_game_count,eligible_season,grades_tackle,yards,receptions,forced_incompletion_rate,grades_coverage_defense,interceptions,snap_counts_coverage,grades_run_defense,snap_counts_pass_play,penalties,forced_incompletes,team,coverage_snaps_per_target,stops,declined_penalties,position,longest,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,player,franchise_id,yards_after_catch,avg_depth_of_target,pass_break_ups,qb_rating_against,coverage_snaps_per_reception,assists,grades_pass_rush_defense,player_id,touchdowns
5,0.5,2023,4,80,LAC,2,15.1,45,0,18,2023,28.1,36,4,20,56.9,0,74,65.3,490,1,1,LAC,14.2,9,0,ED,25,57.1,66.5,9,80.6,Tuli Tuipulotu,27,26,2.2,1,136.3,17.8,1,64.1,131840,1
41,1.2,2023,6,68.3,ATL,26,99.2,22,0,16,2023,43.6,292,28,7.3,76,1,255,72.5,257,0,3,ATL,6,9,0,CB,67,18.8,76.5,10.4,83.7,Clark Phillips III,2,95,10.1,2,94.8,8.7,0,55.8,131871,2
30,1,2024,2,70,CAR,18,93.4,26,0,10,2024,66.8,174,21,0,49.6,1,183,67.2,196,4,0,CAR,5.8,6,1,CB,23,9.1,51.6,8.3,29.4,Chau Smith-Wade,5,126,6.8,0,81.8,8.2,2,46.2,131956,1
35,1,2022,2,57.1,KC,25,98.4,35,2,9,2022,51.4,282,20,22.9,71.7,0,309,62,314,3,8,KC,8.1,4,1,CB,47,7.1,69.6,14.1,50.1,Jaylen Watson,16,86,13.6,5,92.8,14.3,1,51.3,131960,1
0,0,2022,0,,LV,0,100,27,0,1,2022,,0,0,,63.8,0,4,60.3,4,0,0,LV,,0,0,CB,,,66.6,,71.6,Sam Webb,23,0,,0,0,,0,,134606,0
8,1.7,2024,1,75,CLV,3,97.1,26,0,4,2024,31,58,6,0,31.5,0,34,51.8,35,0,0,CLV,4.3,0,0,CB,15,25,33.1,9.7,74.7,Myles Harden,8,26,5.9,0,94.8,5.7,0,60,141857,0
17,0.1,2024,5,41.2,SF,12,98.1,06,1,15,2024,63.2,49,7,17.6,60.1,1,409,66.3,417,0,3,SF,23,1,0,S,19,22.7,63.9,7,86.1,Malik Mustapha,28,38,9.8,3,64,55.9,5,72.1,142358,3
31,0.7,2024,6,80.6,LA,36,99.8,26,0,18,2024,62.1,291,25,6.5,73.7,4,429,65.1,430,2,2,LA,12.9,7,0,S,51,12.5,71.5,11.6,16.9,Kamren Kinchens,26,154,7.4,2,105.8,16,6,67.3,143946,4
6,0.9,2024,1,83.3,TEN,5,91.5,52,0,4,2024,71.7,37,5,0,51.5,0,43,60.7,47,0,0,TEN,6.8,2,0,LB,11,12.5,55,7.4,78.1,James Williams,31,24,3.7,0,131.9,8.2,2,54.7,143955,1
0,0,2024,0,,PHI,1,100,28,0,1,2024,,0,0,,60.2,0,1,,1,0,0,PHI,,0,0,HB,,0,63.4,,60.4,Will Shipley,24,0,,0,0,,0,,144138,0
9,1,2024,1,77.8,PHI,6,91.8,54,0,7,2024,68.9,52,7,11.1,74.8,0,56,68.4,61,0,1,PHI,5.9,4,0,LB,23,10,76,7.4,78.8,Jeremiah Trotter Jr.,24,32,2.9,1,90.7,7.6,3,56.2,144142,0
71,1,2024,6,53.5,BLT,28,99.6,02,2,17,2024,56.5,499,38,14.1,69,1,554,84.5,556,8,10,BLT,7.2,9,2,CB,44,17.1,72.6,13.1,86.5,Nate Wiggins,3,147,11.4,8,74.8,13.4,1,76.1,144143,1
97,1,2024,10,71.1,PHI,45,97.7,33,2,18,2024,55.1,564,69,7.2,84.2,1,606,90.4,620,3,7,PHI,5.8,21,1,CB,50,16.1,86.3,8.2,62.9,Cooper DeJean,24,388,5,7,81.3,8.2,7,58.7,144867,0
4,1,2024,4,100,MIA,7,12.9,44,0,17,2024,30.8,44,4,0,52.4,0,51,55.4,395,3,0,MIA,11.3,9,0,ED,16,36.4,70,11,57.1,Chop Robinson,17,35,2.3,0,112.5,11.3,0,78.7,144901,0
0,0,2024,2,,CHI,5,5.5,94,0,17,2024,29.9,0,0,,70.8,0,9,43.1,163,1,0,CHI,,4,0,ED,,25,52.5,,66.7,Austin Booker,6,0,,0,0,,1,59.4,144990,0
1,4,2024,0,100,CLV,2,3,51,0,8,2024,60.1,20,1,0,61,0,5,67.8,167,0,0,CLV,5,3,0,DI,20,0,67.7,20,83,Michael Hall Jr.,8,5,15,0,118.8,5,0,61.6,145076,0
7,1.5,2023,0,57.1,NYG,3,100,37,0,2,2023,59.9,60,4,14.3,79.6,1,41,70,41,0,1,NYG,5.6,1,0,CB,30,0,79,15,76.8,Tre Hawkins III,21,8,17,1,45.8,9.8,1,,145387,0
3,4.8,2023,1,100,CAR,2,16.7,48,0,5,2023,79.2,19,3,0,91.7,0,4,65.6,24,0,0,CAR,1.3,2,0,ED,12,33.3,77.9,6.3,79.8,Thomas Incoom,5,9,3.3,0,93.1,1.3,0,50,145694,0
0,0,2024,0,,MIN,1,16,98,0,3,2024,73.3,0,0,,64.9,0,4,86.3,25,0,0,MIN,,0,0,ED,,0,72.1,,76.2,Bo Richter,18,0,,0,0,,0,53.4,145962,0
3,3.8,2024,0,100,DET,2,100,40,0,1,2024,80.2,30,3,0,39.1,0,8,62.4,8,0,0,DET,2.7,0,0,S,20,0,38.4,10,73.5,Morice Norris Jr.,11,5,8.3,0,108.3,2.7,0,,146033,0
29,0.2,2024,8,44.8,HST,26,99.7,21,3,19,2024,55.9,159,13,17.2,36.2,5,683,77.9,685,2,5,HST,22.3,1,0,S,30,19.5,47.9,12.2,66.4,Calen Bullock,13,50,19.5,5,45.7,49.8,7,56.7,146424,2
15,0.4,2024,5,66.7,BUF,20,97.2,24,0,13,2024,44.2,107,10,6.7,48.7,0,275,56.7,283,1,1,BUF,17.1,2,0,S,20,17.2,52,10.7,81.9,Cole Bishop,4,62,6.9,1,109.6,25.7,4,82.7,146454,1
10,1.8,2024,2,90,DEN,8,17.3,52,0,18,2024,66.4,83,9,0,28.7,0,51,64.7,294,0,0,DEN,4.6,8,0,ED,24,18.2,54.6,9.2,86.5,Jonah Elliss,10,28,6.2,0,134.6,5.1,1,60.4,146458,1
19,0.6,2024,0,73.7,KC,18,95,21,0,18,2024,88.4,148,14,10.5,75.7,3,288,71.5,303,1,2,KC,14.1,8,0,S,38,0,75.1,10.6,43.9,Jaden Hicks,16,78,10.5,1,73.9,19.1,1,51.2,146512,1
57,1,2024,5,57.9,NO,23,98.6,14,2,14,2024,44.4,404,33,12.3,67.1,0,430,55.9,436,0,7,NO,7.2,6,0,CB,46,15.6,66.1,12.2,87.7,Kool-Aid McKinstry,20,138,12.5,5,91.6,12.4,4,57.6,146602,2
98,1.2,2024,5,61.2,DET,44,99.9,00,0,17,2024,76.3,792,60,10.2,50.2,0,699,54.8,700,10,10,DET,6.5,12,0,CB,45,9.1,50.8,13.2,68.7,Terrion Arnold,11,244,12.4,9,100.4,10.7,6,59.1,146603,4
10,1.1,2024,1,80,MIN,5,26.7,15,0,17,2024,58.4,58,8,0,77.5,1,55,62.7,206,1,0,MIN,5.2,4,1,ED,17,12.5,64.1,7.3,64,Dallas Turner,18,22,6.3,0,51.3,6.5,2,55.3,146604,0
57,1,2024,6,84.2,GB,52,96.6,20,0,16,2024,71.1,487,48,1.8,49,0,490,67.7,507,1,1,GB,8.2,18,0,S,31,9.1,54.2,10.1,86.5,Javon Bullard,12,241,6.1,1,119.8,9.7,8,58,146726,3
73,0.8,2024,6,45.2,HST,30,98.6,04,0,16,2024,52.8,430,33,9.6,77.5,4,552,60.8,560,3,7,HST,7.2,14,2,CB,49,15,74.7,13,87.6,Kamari Lassiter,13,168,13.7,6,59.7,15.8,4,38.9,146727,4
28,1.3,2024,3,82.1,CAR,17,87.9,56,0,11,2024,63.1,321,23,0,64.2,0,261,46.9,297,0,0,CAR,8.5,5,0,LB,42,11.1,56,14,84.1,Trevin Wallace,5,205,4.8,0,138.2,10.4,7,61.5,146747,2
0,0,2024,2,,JAX,1,0.4,94,0,11,2024,50.5,0,0,,59.7,0,1,39.7,242,0,0,JAX,,4,0,DI,,40,43.7,,85.4,Maason Smith,15,0,,0,0,,2,52.1,146774,0
6,1.5,2024,0,83.3,NE,4,100,27,0,3,2024,78.8,45,5,0,49.4,0,31,67.6,31,0,0,NE,5.2,1,0,CB,20,0,53.4,9,84.2,Marcellas Dial,19,5,6.7,0,137.5,6.2,0,,146902,1
21,0.7,2023,6,66.7,LA,13,26.7,00,0,19,2023,41.8,99,14,0,61.9,0,154,55.7,577,6,0,LA,7.1,18,1,ED,18,26.1,61.6,7.1,45.9,Byron Young,26,68,2.6,0,77.3,10.6,4,66.8,146932,0
1,0,2024,0,0,CIN,0,100,33,0,6,2024,22.6,0,0,100,64.1,0,12,,12,2,1,CIN,8,0,0,S,,,64.4,,73.9,Daijahn Anthony,7,0,14,1,39.6,,0,,147537,0
0,0,2024,0,,TEN,0,100,24,0,1,2024,75.2,0,0,,60.5,0,2,60,2,0,0,TEN,,0,0,S,,,64.4,,67.9,Julius Wood,31,0,,0,0,,0,,151039,0
64,0.7,2022,10,65.6,MIA,33,96.5,04,0,15,2022,28.4,335,42,6.3,68.9,2,473,51.2,490,4,4,MIA,7,10,0,CB,30,21.7,64.5,8,30.1,Kader Kohou,17,191,6.4,3,76,10.7,3,49,156070,2
33,0.7,2022,4,60.6,KC,15,98.9,02,0,12,2022,33.1,196,20,18.2,68.3,0,282,62,285,6,6,KC,8.1,2,1,CB,30,19,64.3,9.8,0,Joshua Williams,16,97,12,4,87.4,13.4,2,75.9,156083,1
5,2,2022,1,100,TB,7,100,28,0,4,2022,45.1,111,5,0,65.7,0,58,51.8,58,1,0,TB,11,3,1,CB,85,12.5,60.4,22.2,0,Dallis Flowers,30,67,8.8,0,158.3,11,0,,156091,1
3,2.4,2024,4,66.7,DEN,0,6.8,92,0,13,2020,37.4,29,2,0,63,0,12,69.2,177,1,0,DEN,4,5,1,ED,26,80,69.1,14.5,63.8,Dondrea Tillman,10,36,-1.3,0,97.9,6,1,64.5,156124,0
0,0,2023,0,,LAC,1,4.8,50,0,4,2023,71.1,0,0,,58.9,0,1,66.1,21,0,0,LAC,,0,0,ED,,0,56.4,,77.8,Caleb Murphy,27,0,,0,0,,0,54,169634,0
5,1.6,2024,1,60,NYJ,3,100,37,0,4,2024,49.1,42,3,0,54.8,0,30,68.4,30,1,0,NYJ,5.2,2,0,CB,29,25,58.3,14,75.5,Qwan'tez Stiggers,22,29,7,0,87.1,8.7,0,,169764,0
8,0.6,2023,1,75,DET,6,31.1,53,0,14,2023,54.9,40,6,0,45.1,1,73,55.5,235,0,0,DET,8.5,3,0,ED,14,12.5,51,6.7,86.2,Trevor Nowaske,11,23,4.8,0,45.8,11.3,1,54.8,169859,0
