targets,yards_per_coverage_snap,draft_season,missed_tackles,catch_rate,team_name,tackles,coverage_percent,jersey_number,dropped_ints,player_game_count,eligible_season,grades_tackle,yards,receptions,forced_incompletion_rate,grades_coverage_defense,interceptions,snap_counts_coverage,grades_run_defense,snap_counts_pass_play,penalties,forced_incompletes,team,coverage_snaps_per_target,stops,declined_penalties,position,longest,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,player,franchise_id,yards_after_catch,avg_depth_of_target,pass_break_ups,qb_rating_against,coverage_snaps_per_reception,assists,grades_pass_rush_defense,player_id,touchdowns
17,2.4,2022,3,82.4,HST,6,88.9,48,0,5,2022,39.1,204,14,0,39.4,0,96,53,108,1,0,HST,5.1,3,0,LB,67,25,39.1,14.6,1,Christian Harris,13,164,3.1,0,136.3,6.1,3,56,98996,1
17,1.7,2023,4,82.4,ARZ,10,73.9,44,0,11,2023,40.9,116,14,17.6,76.9,0,68,45.4,92,0,3,ARZ,3.9,6,0,LB,17,25,63,8.3,78.9,Owen Pappoe,1,64,4.6,2,95.1,4.8,2,48.2,99006,0
4,0.7,2023,4,100,PHI,7,11.1,03,0,20,2023,58.7,33,4,0,63.2,0,53,74,478,2,0,PHI,12.5,15,0,ED,15,25,73.9,8.3,69.2,Nolan Smith,24,10,7.5,0,140.6,12.5,5,68.3,99014,1
0,0,2022,1,,NYJ,1,2.1,11,0,2,2022,27.1,0,0,,62.1,0,1,40.4,47,2,0,NYJ,,1,0,ED,,50,41.7,,0,Jermaine Johnson,22,0,,0,0,,0,62.3,99015,0
51,1.2,2022,7,78.4,PHI,38,88.1,17,2,16,2022,63.8,529,40,3.9,62.4,1,489,82.5,555,1,2,PHI,9,19,0,LB,70,13.7,77.4,13.2,86.1,Nakobe Dean,24,303,5.8,2,114.8,11.5,6,82.5,99018,2
0,0,2023,0,,TB,0,100,10,0,1,2023,,0,0,,60.7,0,1,,1,3,0,TB,,0,0,WR,,,70.2,,60,Trey Palmer,30,0,,0,0,,0,,99248,0
0,0,2024,1,,TEN,2,3.3,93,0,17,2024,69.7,0,0,,66.1,0,12,75,368,2,0,TEN,,4,0,DI,,20,76.1,,77.6,T'Vondre Sweat,31,0,,0,0,,2,64.7,99321,0
0,0,2024,0,,JAX,0,1.7,98,0,8,2024,73.8,0,0,,59.8,0,1,63.3,60,1,0,JAX,,1,0,DI,,,62.7,,44.1,Jordan Jefferson,15,0,,0,0,,0,62.6,99325,0
29,0.9,2023,1,75.9,SF,13,91.8,53,1,15,2023,62.9,161,22,13.8,80,0,180,51.2,196,0,4,SF,6,6,0,LB,28,5.3,66.4,7.3,79.5,Dee Winters,28,120,3.8,3,88.4,7.9,5,48.2,99376,0
75,1.1,2024,7,69.3,TB,38,88.4,23,0,14,2024,60.1,458,52,6.7,70,2,448,90.3,507,4,5,TB,5.7,13,2,CB,40,14.3,72,8.8,28.3,Tykee Smith,30,237,5.3,4,92,8.2,4,53.8,99500,4
60,0.7,2023,2,58.3,ARZ,29,98.1,21,2,16,2023,58.9,343,35,11.7,83.7,2,514,65.1,524,1,7,ARZ,8.2,7,0,CB,44,6.3,82,9.8,84.4,Garrett Williams,1,201,7.8,6,71.7,14,1,64,99723,2
81,1.4,2024,8,67.9,TEN,31,99,29,2,17,2024,51.9,663,55,9.9,55.9,1,508,77.7,513,9,8,TEN,5.9,10,1,CB,57,19,59.4,12.1,43.2,Jarvis Brownlee Jr.,31,284,9.5,6,104.1,8.7,3,41.7,99734,4
17,4.5,2022,1,76.5,DAL,8,100,25,0,5,2022,75.7,232,13,5.9,28.7,0,62,79.5,62,2,1,DAL,3.1,2,0,CB,49,11.1,35.6,17.8,79.5,Andrew Booth Jr.,9,77,10.7,1,157.1,4,0,,99744,2
7,0.9,2023,3,100,TB,9,79,08,0,4,2023,33.2,53,7,0,74.3,0,64,54.1,81,1,0,TB,8.4,6,0,LB,11,20,67.3,7.6,78.7,SirVocea Dennis,30,41,1.7,0,98.2,8.4,3,51.2,99767,0
0,0,2024,0,,ATL,2,1,98,0,8,2024,55.6,0,0,,60.6,0,1,56.7,104,0,0,ATL,,1,0,DI,,0,56.2,,81.5,Ruke Orhorhoro,2,0,,0,0,,1,55,99768,0
70,1.3,2024,3,62.9,SF,33,100,00,0,15,2024,59.7,493,44,15.7,74.3,1,389,46.9,389,3,11,SF,5.3,10,1,CB,29,7.7,69.2,11.2,58.1,Renardo Green,28,164,11.6,9,92.1,8.5,3,,99773,3
0,0,2022,0,,CAR,2,8.9,38,0,5,2022,74.2,0,0,,65.6,0,4,56.9,45,0,0,CAR,,1,0,ED,,0,58.4,,78.7,Amare Barno,5,0,,0,0,,0,56.4,99780,0
1,0,2023,3,0,TB,7,1.7,94,0,13,2023,29.7,0,0,0,71.1,0,7,32.2,416,5,0,TB,7,11,0,DI,,30,46,,24.8,Calijah Kancey,30,0,4,0,39.6,,0,61.6,99822,0
2,1,2023,0,50,LV,0,88.9,36,0,1,2023,74.9,7,1,0,46.6,0,8,62.3,9,1,0,LV,3.5,0,0,CB,7,0,49.4,7,70.4,Kyu Blu Kelly,23,9,0.5,0,58.3,7,1,58.7,100375,0
1,3.4,2024,4,100,IND,3,2.1,97,0,17,2024,29.8,27,1,0,49.9,0,8,63.4,383,1,0,IND,8,5,0,ED,27,44.4,72.1,27,81.3,Laiatu Latu,14,17,10,0,118.8,8,2,72.1,100551,0
47,0.9,2022,4,53.2,NYJ,24,99.2,01,0,15,2022,48.6,391,25,25.5,73.1,1,490,53.6,494,10,12,NYJ,9.4,8,1,CB,40,12.9,70.2,15.6,63.5,Sauce Gardner,22,118,13.7,7,79.3,17.7,3,78.5,100903,1
111,1.3,2022,8,73.9,DEN,56,94.5,29,0,18,2022,66.5,794,82,7.2,62.2,2,635,55.3,672,7,8,DEN,5.4,25,0,CB,35,11.4,60.8,9.7,69.8,Ja'Quan McMillian,10,421,6.4,6,95,7.2,6,55,100931,3
12,1.9,2024,1,66.7,CAR,6,83.6,41,0,4,2024,60.1,98,8,25,52.7,0,56,55.5,67,1,3,CAR,4.3,3,0,LB,36,12.5,50.5,12.3,0,Jacoby Windmon,5,73,7.4,2,91.7,6.4,1,64,101226,0
0,0,2024,0,,MIA,0,87.5,32,0,1,2024,70.8,0,0,,61.2,0,7,60,8,0,0,MIA,,0,0,S,,,61.7,,76.8,Patrick McMorris,17,0,,0,0,,0,57.2,101309,0
0,0,2023,0,,DEN,0,66.7,34,0,5,2023,77.3,0,0,,61.7,0,4,64.2,6,0,0,DEN,,0,0,S,,,66.6,,97.3,JL Skinner,10,0,,0,0,,0,60,101311,0
0,0,2023,0,,SEA,0,100,32,0,1,2023,,0,0,,62,0,4,60,4,0,0,SEA,,0,0,S,,,62.8,,71.8,Jerrick Reed II,29,0,,0,0,,0,,101322,0
77,1.1,2023,5,66.2,PIT,49,100,24,3,17,2023,59.3,638,51,10.4,57.1,1,646,55.4,646,17,8,PIT,7.8,11,5,CB,54,8.8,55.3,12.5,14,Joey Porter Jr.,25,195,10.4,5,86.4,11.8,3,60,101364,0
39,0.8,2023,2,53.8,CIN,23,100,20,0,11,2023,57.1,253,21,20.5,68.4,0,329,57.1,329,3,8,CIN,7.8,2,0,CB,26,7.4,67.8,12,85.7,DJ Turner II,7,77,13.4,8,74,14.4,2,,101376,0
73,1.6,2023,2,67.1,NYG,36,98.9,03,0,14,2023,72.9,689,49,15.1,50.3,0,444,52.8,449,6,11,NYG,5.8,5,1,CB,55,5.1,50.9,14.1,62.1,Deonte Banks,21,202,11.2,8,124.7,8.6,1,70.4,101384,6
88,1,2023,11,71.6,SEA,49,93.9,21,0,17,2023,52.8,575,63,8,68.7,0,641,90,683,6,7,SEA,6.9,24,0,CB,40,16.7,75.8,9.1,49.4,Devon Witherspoon,29,379,6,6,100.3,9.6,6,78.3,101388,3
28,0.9,2022,3,71.4,NYG,19,94.5,24,1,14,2022,72.6,226,20,17.9,61.3,1,258,64.4,273,0,5,NYG,8.8,6,0,S,32,10.7,63,11.3,82.7,Dane Belton,21,104,8.7,5,116.1,12.3,6,57.2,101398,3
0,0,2024,0,,BLT,0,12.5,50,0,3,2024,75.2,0,0,,62,0,3,73,24,0,0,BLT,,0,0,ED,,,66.2,,77.1,Adisa Isaac,3,0,,0,0,,0,53.8,101406,0
3,2,2022,1,66.7,BLT,2,9.8,90,0,15,2022,29.5,40,2,0,44.3,0,21,58.6,215,1,0,BLT,6.7,3,0,ED,25,25,52.9,20,61.9,David Ojabo,3,28,3.3,0,109.7,10,1,55.7,101420,0
2,5.5,2022,1,100,SF,5,1.6,91,0,16,2022,52.9,22,2,0,56,0,4,49.3,253,3,0,SF,2,5,0,ED,13,16.7,52.8,11,45.4,Sam Okuayinonu,28,6,8,0,112.5,2,0,61.6,101425,0
18,0.7,2022,2,83.3,KC,15,56.8,54,0,20,2022,79.8,109,15,5.6,69.6,0,162,90.1,285,0,1,KC,8.6,9,0,LB,20,10.5,81.5,7.3,86.7,Leo Chenal,16,110,2.9,1,128.9,10.3,2,56.1,101463,2
4,1.7,2024,0,100,CIN,5,100,45,0,6,2024,80.3,27,4,0,71.1,0,17,72.7,17,0,0,CIN,4,2,0,LB,12,0,78.4,6.8,74.7,Maema Njongmeta,7,8,4.8,0,94.8,4,0,,101465,0
6,1.7,2024,1,83.3,LV,1,89.5,45,0,4,2024,38,53,5,0,27.5,0,34,69.4,38,1,0,LV,5.2,0,1,LB,20,33.3,29.8,10.6,79,Tommy Eichenberg,23,62,-2.3,0,143.1,6.2,1,53.8,101488,1
51,0.8,2023,5,78.4,DET,39,81.9,46,0,18,2023,83.1,423,40,5.9,74.2,0,565,82.5,690,3,3,DET,10.1,11,0,LB,30,8.5,78.7,10.6,88.9,Jack Campbell,11,210,6.5,3,101.2,12.9,15,53.2,101515,0
11,0.6,2022,4,81.8,CHI,13,98.2,09,0,5,2022,69.4,97,9,0,63.5,1,168,66.7,171,1,0,CHI,14.6,4,0,S,29,19,65.3,10.8,27.9,Jaquan Brisker,6,17,10,0,65.5,17.9,4,70.3,101665,0
0,0,2024,0,,ATL,0,100,82,0,1,2024,,0,0,,60.7,0,1,,1,0,0,ATL,,0,0,WR,,,70.3,,60.5,Casey Washington,2,0,,0,0,,0,,101710,0
5,0.7,2024,8,100,LA,4,5.4,08,0,19,2024,29.7,22,5,0,56.1,0,31,81,577,5,0,LA,6.2,9,1,ED,9,57.1,89.3,4.4,55.8,Jared Verse,26,15,2,0,124.6,6.2,2,85.5,101912,1
0,0,2023,0,,IND,0,1.9,55,0,9,2023,71.4,0,0,,60,0,1,48.3,52,1,0,IND,,0,0,ED,,,49.1,,26.1,Isaiah Land,14,0,,0,0,,0,57.9,102108,0
74,0.6,2022,13,70.3,BLT,56,94,14,1,19,2022,52.3,389,52,8.1,88.4,1,724,89.2,770,2,6,BLT,9.1,23,0,S,35,16.9,90,7.5,71.6,Kyle Hamilton,3,224,5.7,4,85.9,12.9,8,88.1,102684,2
0,0,2023,0,,LV,0,9.1,99,0,2,2023,28.6,0,0,,60,0,1,55.1,11,1,0,LV,,1,0,ED,,,48.3,,0,Andre Carter II,23,0,,0,0,,0,65.8,102780,0
17,1.4,2024,2,94.1,ATL,12,83.2,40,0,7,2024,51.5,136,16,0,39.5,0,99,77.2,119,1,0,ATL,5.5,1,0,LB,24,14.3,49.8,8.5,5.5,JD Bertrand,2,118,1.3,0,100,5.9,0,66.1,102787,0
24,0.9,2024,4,87.5,DAL,12,74,35,0,17,2024,52,165,21,8.3,46.3,0,196,54.1,265,3,2,DAL,7.6,4,1,LB,17,18.2,49.4,7.9,28.7,Marist Liufau,9,98,4.5,2,95.3,8.7,6,65.6,102789,0
56,0.8,2024,1,58.9,LAC,25,99.7,20,0,12,2024,77.5,282,33,14.3,58.1,0,358,65.9,359,6,8,LAC,6,8,1,CB,21,3.4,58.6,8.5,14.5,Cam Hart,27,108,8.6,6,90,10.2,3,75.3,102955,3
0,0,2024,0,,NYJ,0,91.7,39,0,2,2024,79.3,0,0,,50.9,0,11,60.9,12,0,0,NYJ,,0,0,S,,0,51.1,,70.4,Jarius Monroe,22,0,,0,0,,1,58.3,103580,0
0,0,2024,0,,GB,0,100,40,0,1,2024,,0,0,,61.3,0,7,60,7,0,0,GB,,0,0,S,,,62,,67.8,Omar Brown,12,0,,0,0,,0,,103590,0
9,1.1,2023,1,77.8,ARZ,6,98.4,13,0,6,2023,69.3,70,7,11.1,65.7,1,62,81.5,63,0,1,ARZ,6.8,3,0,CB,16,11.1,71.7,10,79.7,Kei'Trel Clark,1,39,5.1,0,99.1,8.7,2,77.2,104163,2
1,0,2024,2,100,PHI,4,8.5,58,0,13,2024,56.2,0,1,0,72.8,0,18,62.4,212,0,0,PHI,18,6,0,ED,0,33.3,69.7,0,84.4,Jalyx Hunt,24,5,-5,0,79.2,18,0,65.7,105989,0
12,1.7,2024,0,75,BUF,6,100,29,0,4,2024,80.8,73,9,0,50.5,0,48,50.9,48,1,0,BUF,3.6,3,0,CB,12,0,50.1,8.1,77.5,Brandon Codrington,4,7,9.5,0,129.5,4.8,0,,106248,2
0,0,2024,0,,CAR,0,16.7,55,0,2,2024,69.9,0,0,,60,0,1,35.4,6,0,0,CAR,,0,0,ED,,,35.1,,72.6,Kenny Dyson Jr.,5,0,,0,0,,0,64.7,106277,0
1,7,2023,0,100,JAX,1,16.7,54,0,1,2023,73,7,1,0,61.3,0,1,53.9,6,0,0,JAX,1,0,0,ED,7,0,54.7,7,91.3,DJ Coleman,15,9,-2,0,95.8,1,0,54.4,106310,0
13,1.4,2024,0,84.6,BUF,11,87.8,44,0,6,2024,72.6,83,11,0,70.9,0,65,62,74,0,0,BUF,4.7,5,0,LB,19,0,72.1,7.5,77.5,Joe Andreessen,4,48,3,0,93.3,5.5,3,70,108177,0
0,0,2022,0,,IND,1,100,25,0,15,2022,70,0,0,,57.8,0,45,56.1,45,0,0,IND,,0,0,S,,0,56.5,,78.1,Rodney Thomas II,14,0,,0,0,,1,,108389,0
18,1.2,2020,3,88.9,LA,8,38,97,0,19,2020,57.7,170,16,5.6,40.9,0,156,74.7,410,1,1,LA,8.1,6,0,ED,33,15.8,64.7,10.6,89,Michael Hoecht,26,117,4.1,1,106,9.1,8,63.7,108840,0
102,1.5,2022,12,74.5,ATL,51,96.7,20,1,16,2020,52.1,706,76,11.8,55.9,0,498,64.5,515,0,12,ATL,4.6,16,0,CB,52,16.2,58.2,9.3,85.1,Dee Alford,2,290,8.1,9,119.2,6.1,11,61,110542,8
2,1.3,2022,1,100,CLV,1,82.1,37,0,3,2022,36.3,40,2,0,51.9,0,32,66.5,39,0,0,CLV,15.5,0,0,S,34,50,57.3,20,77.1,D'Anthony Bell,8,34,3,0,118.8,15.5,0,60,111578,0
5,0.9,2023,1,60,ATL,0,90,35,1,5,2023,26.7,23,3,40,90.2,0,27,49.3,30,1,2,ATL,5,0,1,CB,11,50,80.8,7.7,0,Natrone Brooks,2,14,2.8,1,71.3,8.3,1,74.4,121449,0
46,1.2,2024,2,76.1,SEA,25,88.1,48,0,12,2024,79.6,296,35,4.3,62.5,0,275,61,312,0,2,SEA,5.6,9,0,LB,35,5.4,64.9,8.5,83,Tyrice Knight,29,278,1.5,1,99.5,7.3,10,73.3,122025,1
0,0,2023,2,,NO,4,0.8,90,0,17,2023,27.9,0,0,,64.7,0,4,28,480,2,0,NO,,10,0,DI,,33.3,36.5,,66.7,Bryan Bresee,20,0,,0,0,,0,57.2,122142,0
5,1.8,2023,2,80,CIN,3,9.3,99,0,13,2023,71.3,35,4,20,69.6,0,22,48.6,237,0,1,CIN,4,2,0,ED,29,33.3,56.5,8.8,88.1,Myles Murphy,7,49,-1.6,0,95.8,5,1,56.6,122154,0
33,0.9,2023,4,87.9,BLT,18,88.3,23,0,16,2023,75.5,308,29,9.1,55.3,0,354,63.2,401,2,3,BLT,9.9,7,0,LB,34,14.3,58.7,10.6,57.4,Trenton Simpson,3,200,3.9,3,125.8,11.3,6,60.6,122157,2
1,0.6,2024,0,100,BLT,1,100,27,0,3,2024,29.2,4,1,0,55.3,0,7,44.9,7,0,0,BLT,7,1,0,CB,4,0,47.4,4,71.7,T.J. Tampa,3,0,4,0,83.3,7,0,,122537,0
0,0,2023,2,,KC,6,5.4,97,0,20,2023,48.5,0,0,,58.1,0,11,61.1,202,2,0,KC,,5,1,ED,,25,61.2,,72.6,Felix Anudike-Uzomah,16,0,,0,0,,0,60.3,122582,0
10,1.1,2023,5,100,TB,8,17.3,00,0,18,2023,57.9,105,10,0,53.5,0,99,74.8,571,4,0,TB,9.6,10,0,ED,18,35.7,78,10.5,52.1,Yaya Diaby,30,53,5.2,0,110.4,9.6,1,79.4,122705,0
2,3.4,2024,0,50,TEN,0,100,51,0,3,2024,58.6,31,1,0,45,0,9,43.5,9,0,0,TEN,4.5,0,0,LB,31,0,36.8,31,72.7,Cedric Gray,31,31,2,0,95.8,9,1,,122835,0
0,0,2023,0,,DEN,1,100,19,0,2,2023,71.4,0,0,,80.3,0,2,,2,0,0,DEN,,0,0,WR,,0,75.2,,60,Marvin Mims Jr.,10,0,,0,0,,0,,122937,0
1,17,2023,0,100,TB,0,100,44,0,1,2023,,17,1,0,55.3,0,1,,1,0,0,TB,1,0,0,HB,17,,39.5,17,60,Sean Tucker,30,2,15,0,118.8,1,0,,123056,0
30,2.7,2024,4,76.7,DAL,16,100,21,0,5,2024,41.8,348,23,13.3,36.7,0,137,53.4,137,3,4,DAL,4.3,4,0,CB,56,19,39.7,15.1,81.6,Caelen Carson,9,140,11,4,125.4,5.6,1,,123377,1
3,1.5,2023,0,100,NYG,3,96.3,35,0,2,2023,49.8,40,3,0,49.7,0,26,48.1,27,0,0,NYG,8.7,1,0,CB,26,0,48.1,13.3,80.6,Art Green,21,7,11,0,118.8,8.7,0,56.2,123666,0
0,0,2023,2,,HST,3,2.3,51,0,16,2023,61.8,0,0,,85.9,0,10,78.8,428,2,0,HST,,14,0,ED,,40,87.8,,80.3,Will Anderson Jr.,13,0,,0,0,,0,78.3,123903,0
79,0.9,2023,13,64.6,DET,61,94.4,32,2,17,2023,58.9,504,51,16.5,77.8,4,622,90.8,659,9,13,DET,7.2,18,0,S,31,16.3,83.7,9.9,25.6,Brian Branch,11,203,8.1,11,74,11.2,6,88,123907,3
5,1.3,2024,1,100,TB,4,15.5,43,0,18,2024,65.3,41,5,0,51,0,34,57.3,219,1,0,TB,6.4,3,0,ED,19,16.7,62.1,8.2,65.2,Chris Braswell,30,25,3.2,0,100.8,6.4,1,67,123908,0
2,1.5,2023,1,100,DEN,1,80,41,0,4,2023,38.9,16,2,0,42,0,12,54.8,15,0,0,DEN,5.5,2,0,LB,8,33.3,43.3,8,73.6,Drew Sanders,10,6,5,0,100,5.5,1,68.7,123933,0
0,0,2023,2,,PHI,5,0.6,98,0,20,2023,27.4,0,0,,55.6,0,4,55.8,715,6,0,PHI,,7,1,DI,,25,73.3,,46.1,Jalen Carter,24,0,,0,0,,1,84.4,124019,0
7,0.8,2023,1,57.1,PHI,2,98.8,22,0,14,2023,56.8,64,4,14.3,66.4,0,80,58.1,81,0,1,PHI,10.9,0,0,CB,29,20,65.5,16,83,Kelee Ringo,24,28,11.3,1,87.8,19,2,58.5,124035,0
50,1.2,2024,7,82,NYG,37,94.9,22,0,14,2024,59.5,373,41,0,77,1,335,78.1,353,2,0,NYG,6.3,21,0,CB,43,14,78.5,9.1,54,Andru Phillips,21,297,3.3,0,96.1,7.7,6,66.9,124075,1
0,0,2023,1,,TEN,1,5.3,99,0,14,2023,27.2,0,0,,63.2,0,4,32.9,76,0,0,TEN,,1,0,ED,,50,38.3,,83.5,Ali Gaye,31,0,,0,0,,0,51.8,124095,0
2,0,2024,0,0,MIN,0,100,29,0,2,2024,,0,0,0,82.3,0,12,63.2,12,0,0,MIN,5.5,0,0,CB,,,80.5,,81.5,Dwight McGlothern,18,0,12.5,0,39.6,,0,,124103,0
0,0,2023,0,,PHI,1,100,23,0,2,2023,72.5,0,0,,67.1,0,9,60.7,9,0,0,PHI,,0,0,CB,,0,67.8,,89.9,Eli Ricks,24,0,,0,0,,0,,124109,0
0,0,2024,0,,CIN,2,3.5,52,0,7,2024,75.7,0,0,,64.9,0,2,68.3,57,0,0,CIN,,2,0,ED,,0,70.7,,81.2,Cedric Johnson,7,0,,0,0,,0,63.9,124136,0
9,0.8,2022,1,55.6,LAC,4,100,33,0,7,2022,34.7,45,5,33.3,76.4,1,62,43.3,62,0,3,LAC,6.3,2,0,CB,12,16.7,72.8,9,79.2,Deane Leonard,27,27,10,2,29.6,11.4,1,,124140,0
3,1.2,2023,0,66.7,BLT,6,6.1,95,0,19,2023,73.7,21,2,33.3,85.2,0,18,58.3,297,0,1,BLT,6,6,0,ED,21,0,62,10.5,89.9,Tavius Robinson,3,29,-1.3,1,86.8,9,1,54,124147,0
14,1.6,2023,3,71.4,LA,6,100,25,0,7,2023,26.2,131,10,0,39.9,1,83,40.9,83,2,0,LA,5.7,0,0,CB,29,25,39,13.1,81,Emmanuel Forbes,26,41,13.7,0,70.8,8,3,,124166,0
42,1.2,2024,3,66.7,LV,28,100,25,0,11,2024,73.1,407,28,7.1,42.2,0,357,60.5,357,3,3,LV,7.9,7,1,CB,39,8.6,45.6,14.5,86.2,Decamerion Richardson,23,108,14.2,2,106,11.8,4,,124183,1
0,0,2023,0,,DAL,2,1.4,91,0,7,2023,56.3,0,0,,64.1,0,1,39.8,72,1,0,DAL,,1,0,ED,,0,46.5,,52.5,Tyrus Wheat,9,0,,0,0,,0,59.3,124191,0
15,0.9,2024,0,33.3,DEN,6,100,31,0,5,2024,80.9,74,5,13.3,74.7,1,91,68.6,91,1,2,DEN,5.8,1,0,CB,24,0,75.1,14.8,80.8,Kris Abrams-Draine,10,20,14.5,2,22.6,17.4,2,,124194,0
15,1.1,2024,1,93.3,IND,11,89.6,57,0,10,2024,69.3,84,14,6.7,83.1,0,86,52.9,96,0,1,IND,5.2,7,0,LB,15,6.7,69,6,76.6,Jaylon Carlies,14,48,2.1,1,112.2,5.6,3,62,124196,1
5,2,2024,0,60,DET,3,100,15,0,6,2024,48.2,47,3,0,41,0,23,53.3,23,0,0,DET,4.6,0,0,CB,28,0,42.8,15.7,76.5,Ennis Rakestraw Jr.,11,18,16.4,0,91.3,7.7,1,,124215,0
46,1.3,2024,8,76.1,GB,25,83,56,1,15,2024,57.2,341,35,4.3,77.3,1,274,77.2,330,1,2,GB,5.7,16,0,LB,37,19.5,85.6,9.7,53.2,Edgerrin Cooper,12,273,3.7,2,94.6,7.4,8,90,124311,1
40,0.9,2023,5,67.5,JAX,40,97.4,26,0,17,2023,76.8,368,27,5,35.1,0,444,75.2,456,3,2,JAX,10.3,8,0,S,63,10.2,43.8,13.6,55.5,Antonio Johnson,15,157,10.1,1,105,15.2,4,59.2,124326,1
85,1.2,2023,9,64.7,IND,53,100,40,2,17,2023,49.9,727,55,12.9,67.9,2,641,62.4,641,9,11,IND,7.2,13,1,CB,61,12.7,67.4,13.2,72,Jaylon Jones,14,204,11.2,10,85.8,11.1,9,,124328,1
0,0,2023,2,,CHI,4,1.4,99,0,15,2023,54.9,0,0,,69.3,0,5,60.3,361,0,0,CHI,,8,0,DI,,33.3,69.7,,88.1,Gervon Dexter Sr.,6,0,,0,0,,0,66.7,124374,0
19,1.4,2024,2,78.9,LAC,12,89.4,25,0,11,2024,70.7,167,15,5.3,32.2,0,127,54.9,142,1,1,LAC,6.4,3,0,LB,26,11.1,36.7,11.1,14.5,Junior Colson,27,86,5.8,1,120.8,8.1,4,63.5,124827,1
0,0,2024,0,,DET,3,0.9,94,0,11,2024,72.5,0,0,,60.7,0,1,46.4,109,0,0,DET,,1,0,DI,,0,52.6,,82.5,Mekhi Wingo,11,0,,0,0,,0,58.9,128050,0
1,6.3,2022,0,100,IND,0,100,50,0,1,2022,76.4,25,1,0,36,0,4,92.6,4,0,0,IND,4,0,0,LB,25,0,86.4,25,67.9,Segun Olubi,14,11,14,0,118.8,4,1,,128312,0
2,1.3,2023,0,100,GB,3,4.1,90,0,18,2023,54.3,14,2,50,68.1,0,11,44.8,267,5,1,GB,5.5,3,0,ED,8,0,52.9,7,24.9,Lukas Van Ness,12,18,-2,0,95.8,5.5,0,64.7,129482,0
37,0.6,2023,7,48.6,LV,14,100,00,1,10,2023,30.8,176,18,21.6,58.9,0,294,42.2,294,4,8,LV,7.4,2,3,CB,24,29.2,56.7,9.8,85.7,Jakorian Bennett,23,68,12.1,7,62.4,15.3,3,,129496,0
0,0,2024,1,,BLT,0,100,24,0,2,2024,49.4,0,0,,54.5,0,4,64.9,4,0,0,BLT,,0,0,S,,100,59.2,,68,Beau Brade,3,0,,0,0,,0,,129499,0
75,1.2,2024,10,65.3,LAC,43,98.9,29,0,15,2024,50.2,582,49,8,74.8,4,536,69.1,542,1,6,LAC,6.6,14,0,CB,60,17.5,75.5,11.9,87.8,Tarheeb Still,27,257,9.7,4,80,10.1,4,66.4,129537,3
0,0,2024,1,,TEN,2,8.5,92,0,17,2024,25.3,0,0,,67.6,0,12,38.1,141,0,0,TEN,,0,0,ED,,25,38.9,,85.8,Jaylen Harrell,31,0,,0,0,,1,42.7,129579,0
0,0,2024,2,,CIN,1,0.4,90,0,15,2024,41.8,0,0,,52.4,0,1,46.6,261,0,0,CIN,,3,0,DI,,50,45.4,,86.2,Kris Jenkins,7,0,,0,0,,1,53.5,129584,0
32,0.4,2023,3,59.4,SF,34,97.4,27,1,17,2023,48.8,185,19,18.8,69.5,1,482,53.6,495,2,6,SF,14.4,9,2,S,36,7.7,64.8,9.7,89,Ji'Ayir Brown,28,68,8.1,5,83.5,24.3,2,48,129767,2
1,1.5,2024,0,100,NE,0,54.5,52,0,3,2024,75.8,9,1,0,50,0,6,44.2,11,0,0,NE,6,0,0,LB,9,0,39.8,9,76.2,Curtis Jacobs,19,0,9,0,104.2,6,1,54,129785,0
0,0,2024,0,,BLT,0,100,28,0,3,2024,71.7,0,0,,64.6,0,8,69.3,8,0,0,BLT,,0,0,S,,,71.2,,72.8,Sanoussi Kane,3,0,,0,0,,0,,129820,0
45,1.1,2024,4,64.4,ARZ,34,100,16,0,17,2024,49.4,370,29,6.7,56.1,0,352,44.3,352,1,3,ARZ,7.5,7,1,CB,31,10,54.5,12.8,86,Max Melton,1,103,11.9,2,97.5,11.6,2,,129889,1
4,1.4,2023,4,100,PIT,1,15,51,0,14,2023,27,52,4,0,47.9,0,40,48.2,267,1,0,PIT,9.3,6,0,ED,25,57.1,80.7,13,68.9,Nick Herbig,25,22,7.5,0,118.8,9.3,2,91.5,129920,0
88,0.7,2024,5,56.8,PHI,43,100,27,2,20,2024,65.6,529,50,17,78.8,2,764,69.2,764,4,15,PHI,8.1,9,2,CB,33,9.8,78.2,10.6,71.2,Quinyon Mitchell,24,89,12.5,10,80.2,14.2,3,,130628,4
0,0,2024,2,,SEA,1,0.8,91,0,14,2024,70.3,0,0,,55.5,0,2,53.6,246,1,0,SEA,,2,0,DI,,50,57.8,,71.5,Byron Murphy II,29,0,,0,0,,1,64.5,131252,0
84,1,2023,2,54.8,NE,43,99.5,00,1,16,2023,75.8,499,46,13.1,78.2,2,563,59.2,566,3,11,NE,6.2,8,2,CB,58,4.3,76,10.8,67.3,Christian Gonzalez,19,171,12.1,7,70.5,11.4,1,74.9,131679,2
0,0,2023,0,,DET,1,4,50,0,3,2023,26,0,0,,65.6,0,1,40.9,25,0,0,DET,,0,0,ED,,0,51.6,,78.7,Mitchell Agude,11,0,,0,0,,0,52.3,131787,0
