targets,grades_pass_block,grades_offense,yards_after_contact,explosive,grades_pass_route,draft_season,elu_rush_mtf,breakaway_attempts,designed_yards,team_name,yprr,breakaway_percent,grades_pass,fumbles,first_downs,elusive_rating,jersey_number,breakaway_yards,player_game_count,eligible_season,total_touches,scramble_yards,yco_attempt,yards,grades_run_block,receptions,zone_attempts,scrambles,grades_run,penalties,attempts,elu_yco,elu_recv_mtf,team,declined_penalties,ypa,drops,position,grades_hands_fumble,longest,routes,player,franchise_id,rec_yards,gap_attempts,run_plays,avoided_tackles,grades_offense_penalty,player_id,touchdowns
8,47.1,55.8,120,2,34.8,2024,7,2,155,LAC,0.74,22.6,,1,7,40.7,30,35,10,2024,48,0,2.79,155,70,5,13,0,64.4,0,43,120,0,LAC,0,3.6,3,HB,82.3,19,84,Kimani Vidal,27,62,29,49,7,83.3,123727,0
0,60.9,74.4,99,8,58.9,2023,0,0,-8,CAR,,0,75.1,5,15,0,09,0,14,2023,6,257,2.3,249,60,0,1,37,59.5,9,43,0,0,CAR,0,5.8,0,QB,62.6,34,0,Bryce Young,5,0,0,249,7,15,123943,6
0,,93.9,100,8,,2020,0,0,-4,CIN,,0,92.9,11,16,0,09,0,17,2020,20,205,2.38,201,60.1,0,0,22,74.8,9,42,3,0,CIN,1,4.8,0,QB,56.9,47,0,Joe Burrow,7,0,1,356,3,59.8,28022,2
80,,70.9,98,2,72.1,2019,10,0,136,SF,1.6,0,60,0,5,62.7,01,0,15,2019,93,0,2.33,136,50.3,51,18,0,66.9,4,42,98,15,SF,1,3.2,5,WR,42.4,13,420,Deebo Samuel,28,670,13,244,10,58.4,48274,1
6,55.8,76.1,125,6,82.6,2022,8,3,183,LV,1.16,35.5,,0,10,57,28,65,4,2022,45,0,3.21,183,58.4,6,21,0,72.7,0,39,125,0,LV,0,4.7,0,HB,81.8,29,25,Sincere McCormick,23,29,18,49,8,78,97119,0
11,65.9,60.4,119,3,33.7,2020,5,1,183,SF,0.29,15.8,,0,11,36.3,32,29,7,2020,42,0,3.05,183,56.9,3,33,0,69.8,0,39,119,0,SF,0,4.7,2,HB,83,29,86,Patrick Taylor,28,25,6,60,5,84,40448,1
31,75.6,71.8,228,5,65.9,2017,10,2,278,NO,1.68,38.8,39.5,1,18,150.9,07,108,8,2017,62,0,5.85,278,43.2,23,19,0,89.9,0,39,228,6,NO,0,7.1,3,TE,49.9,75,111,Taysom Hill,20,187,15,102,10,85.7,12112,6
8,47.2,73.3,126,6,49.2,2023,13,2,148,NO,0.7,22.3,,0,11,102.8,25,33,6,2023,44,0,3.23,148,60,5,28,0,79.7,0,39,126,1,NO,0,3.8,2,HB,83.1,17,47,Kendre Miller,20,33,9,44,13,81.6,123091,1
15,67.5,65.6,119,4,53.8,2023,6,2,183,GB,0.98,22.4,,0,12,60.7,30,41,14,2023,49,0,3.31,183,63.2,13,23,0,69.5,1,36,119,3,GB,0,5.1,1,HB,81.9,23,80,Chris Brooks,12,78,13,82,6,86.7,83644,1
1,78,78.8,45,1,88.6,2016,0,0,-13,DET,2.33,0,76.3,7,10,0,16,0,18,2016,22,76,1.25,63,60,1,0,15,66.4,2,36,2,0,DET,0,1.8,0,QB,64.1,10,3,Jared Goff,11,7,0,525,1,80.6,10635,0
11,46.4,52,66,2,37.6,2021,2,0,130,CIN,0.38,0,,1,10,12,34,0,13,2021,46,0,1.83,130,62.1,10,15,0,57.6,0,36,66,1,CIN,0,3.6,1,HB,44,14,65,Khalil Herbert,7,25,20,53,2,83.3,41668,1
1,29.5,88.4,137,3,58.5,2023,14,3,173,WAS,0.6,34.1,,0,10,152.2,36,59,7,2023,36,0,3.91,173,57.8,1,14,0,90.1,0,35,137,0,WAS,0,4.9,0,HB,80.7,25,20,Chris Rodriguez Jr.,32,12,21,46,14,80.3,83689,2
4,55.1,55.3,77,1,55.7,2022,4,0,94,LAC,0.69,0,,1,14,23.2,28,0,15,2022,38,0,2.2,94,44.6,3,17,0,58.2,0,35,77,0,LAC,0,2.7,0,HB,33.7,12,71,Hassan Haskins,27,49,9,41,4,83,83701,2
11,69.9,61.8,81,2,60.4,2021,5,0,131,ARZ,0.75,0,,0,9,40.2,22,0,3,2021,46,0,2.31,131,59.4,11,16,0,61.8,0,35,81,3,ARZ,0,3.7,0,HB,81.6,13,76,Michael Carter,1,57,19,40,5,80.3,57337,1
0,,74.7,22,3,58.4,2009,0,0,-5,LA,0,0,73.3,8,10,0,09,0,18,2009,30,43,0.65,38,60,0,3,4,57,1,34,21,0,LA,0,1.1,0,QB,58.5,15,1,Matthew Stafford,26,0,0,479,1,90.4,4924,0
4,65,67.6,85,2,66,2024,3,2,159,PHI,1.46,45.9,,0,5,26.3,28,73,10,2024,38,0,2.5,159,60.2,4,16,0,65.7,0,34,85,1,PHI,0,4.7,0,HB,83,57,24,Will Shipley,24,35,15,44,3,80,144138,1
26,38.9,60.6,76,2,63,2017,4,1,126,HST,0.93,27.8,,0,5,54.8,33,35,19,2017,52,0,2.38,126,60,20,14,0,69.9,2,32,76,8,HST,0,3.9,1,HB,82.1,35,213,Dare Ogunbowale,13,198,15,39,4,10.6,12329,0
14,20.9,61.2,82,3,51.9,2022,3,3,153,IND,0.8,45.1,,0,6,29.8,31,69,15,2022,43,0,2.56,153,55.4,11,17,0,70.4,0,32,82,2,IND,0,4.8,1,HB,83,33,76,Tyler Goodson,14,61,15,44,3,83.6,101659,1
17,24.1,60.7,86,4,61.1,2019,4,1,143,JAX,0.82,15.4,,0,7,48.9,02,22,13,2019,44,0,2.69,143,60,12,20,0,70.5,2,32,86,4,JAX,0,4.5,0,HB,81,22,117,D'Ernest Johnson,15,96,11,38,4,17.2,45734,0
14,33.4,67.6,112,6,73.1,2013,10,0,135,PIT,1.51,0,,1,7,95.5,84,0,13,2013,44,0,3.5,135,58,12,14,0,64.2,2,32,112,2,PIT,0,4.2,0,HB,47.2,14,53,Cordarrelle Patterson,25,80,17,48,10,0.1,7810,0
0,,63.1,121,3,,2017,0,0,16,CLV,,0,63.4,5,8,0,04,0,7,2017,10,132,3.9,148,60,0,1,21,57.6,2,31,11,0,CLV,0,4.8,0,QB,56.9,16,0,Deshaun Watson,8,0,4,125,9,62.3,11767,1
3,44.3,67.3,108,4,58.7,2023,10,2,172,SEA,0.79,23.8,,0,8,102.5,25,41,8,2023,34,0,3.48,172,59.6,3,14,0,69,0,31,108,0,SEA,0,5.5,0,HB,38.4,25,28,Kenny McIntosh,29,22,16,39,10,80.8,99158,0
5,43.3,57.6,78,3,59.8,2019,3,2,139,DET,1.21,25.9,,1,6,29.6,13,36,14,2019,34,0,2.52,139,62,3,19,0,58,0,31,78,1,DET,0,4.5,0,HB,36.6,19,33,Craig Reynolds,11,40,12,54,3,79,94383,0
12,55.1,75.7,126,8,73.8,2024,6,2,174,NYJ,1.25,21.3,,0,10,64.6,32,37,9,2024,39,0,4.2,174,56.7,9,21,0,76.6,0,30,126,0,NYJ,0,5.8,0,HB,82.5,20,60,Isaiah Davis,22,75,7,33,6,82.2,138299,1
0,,65,45,2,,2021,0,0,9,JAX,,0,62.1,2,12,0,10,0,10,2021,14,83,1.61,92,60.2,0,0,14,75.4,3,28,4,0,JAX,0,3.3,0,QB,81.5,13,0,Mac Jones,15,0,0,188,5,44.4,60323,1
0,,75.8,74,4,,2020,1,0,-3,GB,,0,74.3,4,9,6.1,10,0,16,2020,14,96,2.74,93,60.3,0,1,13,58,6,27,12,0,GB,1,3.4,0,QB,75.8,14,0,Jordan Love,12,0,1,404,4,89.6,40306,1
0,,76.8,92,4,,2021,1,0,14,JAX,,0,73.8,3,13,7.1,16,0,10,2021,13,105,3.54,119,60,0,1,13,75.6,1,26,12,0,JAX,0,4.6,0,QB,70.7,33,0,Trevor Lawrence,15,-5,0,204,4,67.9,77632,3
0,,67.3,90,5,,2020,1,0,26,MIA,,0,61.6,6,10,13.2,18,0,5,2020,11,109,3.46,135,60,0,0,15,78.5,2,26,16,0,MIA,0,5.2,0,QB,35.3,20,0,Tyler Huntley,17,0,6,132,4,85,46448,2
21,42.8,58.4,68,2,48.5,2022,2,1,108,CLV,0.78,17.6,,0,6,26.2,20,19,12,2022,40,0,2.62,108,57.3,14,12,0,71.3,0,26,68,2,CLV,0,4.2,1,HB,82.7,19,134,Pierre Strong Jr.,8,104,10,34,2,88.8,66619,0
0,,52.9,15,0,,2017,0,0,6,DAL,,0,59.8,9,4,0,10,0,12,2017,22,12,0.58,18,60.2,0,6,4,24,0,26,4,0,DAL,0,0.7,0,QB,26,9,0,Cooper Rush,9,0,1,218,0,87.4,12324,0
6,42,71.5,64,2,66,2022,3,0,107,LA,0.87,0,,0,6,34.1,20,0,6,2022,30,0,2.56,107,71.3,5,10,0,73.1,0,25,64,1,LA,0,4.3,0,HB,79.5,12,39,Ronnie Rivers,26,34,14,31,3,78.8,57208,0
0,,62.5,51,4,,2018,0,0,13,TEN,,0,61.5,5,13,0,11,0,8,2018,12,93,2.04,106,60.6,0,1,13,65.3,4,25,11,0,TEN,0,4.2,0,QB,48.6,14,0,Mason Rudolph,31,0,1,197,2,21,46569,1
0,,73.4,18,3,,2015,0,0,37,CLV,,0,69.5,5,17,0,05,0,12,2015,17,46,0.72,83,60,0,4,8,84.3,5,25,16,0,CLV,1,3.3,0,QB,83.5,13,0,Jameis Winston,8,0,1,158,0,46.6,9434,1
19,43.9,70.8,165,6,68.6,2023,9,3,223,ARZ,1.11,49.3,,0,8,189.1,31,110,13,2023,40,0,6.88,223,47.7,16,10,0,79,0,24,165,2,ARZ,0,9.3,0,HB,80.8,53,94,Emari Demercado,1,104,14,34,9,84.7,77763,1
0,,74.3,16,1,58.9,2012,0,0,-18,ATL,0,0,72.3,13,2,0,18,0,14,2012,21,16,0.67,-2,60,0,5,3,65.8,2,24,9,0,ATL,0,-0.1,0,QB,46.5,13,1,Kirk Cousins,2,0,0,391,0,89.4,7102,0
114,,71.8,58,2,71.6,2024,5,2,112,KC,1.51,37.5,,0,4,32.5,01,42,20,2024,101,0,2.52,112,64.1,78,0,0,65.2,3,23,58,8,KC,0,4.9,6,WR,83.8,21,614,Xavier Worthy,16,925,1,248,5,55.1,144718,3
3,86.3,70.7,60,1,53.8,2022,4,0,102,TEN,0.26,0,,0,2,45.5,36,0,10,2022,24,0,2.73,102,70.6,2,9,0,73,0,22,60,0,TEN,0,4.6,0,HB,81.7,12,43,Julius Chestnut,31,11,11,29,4,79.5,109239,0
0,,77.6,47,4,60,2005,0,0,4,NYJ,0,0,76.1,5,7,0,08,0,17,2005,6,103,2.14,107,60.6,0,1,16,71.9,9,22,0,0,NYJ,0,4.9,0,QB,78,18,1,Aaron Rodgers,22,0,0,346,1,23.2,2241,0
35,58.9,67.2,52,3,69.9,2017,2,0,100,KC,1.44,0,,0,8,49.5,34,0,20,2017,50,0,2.48,100,54.1,29,16,0,69.5,0,21,52,8,KC,0,4.8,2,HB,82.4,13,235,Samaje Perine,16,339,4,48,2,89.2,11869,1
0,,45.3,82,5,,2023,0,1,83,CLV,,27.9,39.3,3,9,0,17,34,7,2023,15,39,3.9,122,60,0,4,6,73.1,5,21,49,0,CLV,0,5.8,0,QB,29,34,0,Dorian Thompson-Robinson,8,0,8,66,5,83.4,83574,0
0,,61.2,25,1,,2023,0,0,4,LV,,0,58.2,2,10,0,12,0,9,2023,18,26,1.19,30,60,0,0,3,74.6,2,21,10,0,LV,0,1.4,0,QB,66.8,13,0,Aidan O'Connell,23,0,1,151,0,86.2,60516,1
0,,70.3,131,5,,2022,1,1,54,GB,,21,65.3,1,6,18.7,02,29,7,2022,12,84,6.55,138,60,0,1,8,71.2,2,20,27,0,GB,0,6.9,0,QB,52.5,29,0,Malik Willis,12,0,4,140,6,83.5,60341,1
0,,90.1,60,3,,2015,2,1,68,WAS,,35.5,90.8,1,7,36.7,18,33,6,2015,16,25,3,93,60,0,7,4,65.1,0,20,47,0,WAS,0,4.7,0,QB,83.3,33,0,Marcus Mariota,32,0,3,49,3,80.9,9435,1
11,85.4,70.8,58,1,65.5,2020,5,1,69,NE,0.86,21.7,,0,4,96.7,39,15,12,2020,30,0,2.9,69,60,10,6,0,72.3,0,20,58,5,NE,0,3.5,0,HB,81.4,15,69,JaMycal Hasty,19,59,13,22,5,82.4,25582,0
0,,50.9,2,0,,2017,0,0,-10,BUF,,0,49.5,1,1,0,11,0,10,2017,19,8,0.1,-2,60,0,1,1,55.2,0,20,2,0,BUF,0,-0.1,0,QB,80.9,8,0,Mitch Trubisky,4,0,0,79,0,80.8,11757,0
16,80.4,62.8,38,0,50.3,2023,1,0,70,NO,1.31,0,,0,2,23.8,33,0,9,2023,32,0,1.9,70,60,12,9,0,67.8,0,20,38,3,NO,0,3.5,1,HB,79.6,9,54,Jordan Mims,20,71,10,32,1,82,57209,0
79,66.2,71.7,70,7,71.6,2023,5,5,163,GB,2.2,66.3,,1,7,62,11,108,18,2023,79,0,3.5,163,61.2,59,8,0,63.5,0,20,70,9,GB,0,8.2,10,WR,51.7,33,411,Jayden Reed,12,903,3,276,5,91.1,78171,1
0,,60.7,39,3,,2019,0,0,-2,LV,,0,61.7,6,5,0,15,0,10,2019,8,60,2.05,58,60.2,0,2,11,46.1,1,19,0,0,LV,0,3.1,0,QB,47.7,11,0,Gardner Minshew,23,0,0,194,2,67.7,41401,0
0,,53.6,48,6,,2019,0,0,-1,NYG,,0,48.2,5,9,0,02,0,7,2019,8,134,2.67,133,60,0,0,10,90.7,4,18,6,0,NYG,0,7.4,0,QB,40.3,28,0,Drew Lock,21,0,0,104,2,0,39517,2
0,60.9,52,85,5,58.4,2024,0,1,28,NO,0,19.2,49.4,5,7,0,18,28,7,2024,4,118,4.72,146,60.5,0,1,14,71.3,1,18,0,0,NO,0,8.1,0,QB,27.1,28,1,Spencer Rattler,20,0,0,109,3,86,97408,0
4,25.6,59,52,1,64.3,2023,5,0,70,DAL,0.86,0,,0,2,107.1,42,0,6,2023,20,0,3.06,70,60.2,3,11,0,59.6,0,17,52,2,DAL,0,4.1,0,HB,76.9,12,21,Deuce Vaughn,9,18,5,23,5,77.4,122624,0
0,,70.2,7,3,,2020,0,0,-8,MIA,,0,70.2,7,5,0,01,0,11,2020,10,57,0.41,49,60,0,2,7,51.3,3,17,2,0,MIA,1,2.9,0,QB,39.5,13,0,Tua Tagovailoa,17,0,0,258,0,58.3,60326,0
0,,85.6,9,1,56.6,2014,1,0,21,NO,0,0,86.7,3,4,9.9,04,0,10,2014,9,50,0.53,71,62.1,0,1,8,48.6,4,17,8,0,NO,0,4.2,0,QB,60.6,13,3,Derek Carr,20,0,1,282,1,52.9,8671,1
48,,71.2,56,6,70,2022,5,1,92,DAL,2.06,17.4,,2,5,67,09,16,17,2019,47,0,3.5,92,56.7,31,5,0,67.1,1,16,56,4,DAL,1,5.8,4,WR,29.8,16,204,KaVontae Turpin,9,420,6,99,5,86.9,47658,0
3,83.7,59.2,42,2,52,2018,2,0,57,MIA,0.48,0,,0,3,27.6,23,0,9,2018,19,0,2.63,57,78,3,8,0,59,0,16,42,0,MIA,0,3.6,0,HB,76.7,14,40,Jeff Wilson Jr.,17,19,7,22,2,79.2,29413,0
1,70.4,50.8,27,0,62.3,2023,3,0,30,BLT,3.11,0,,0,2,33.8,34,0,4,2023,16,0,1.8,30,58.7,1,9,0,49.8,0,15,27,0,BLT,0,2,0,HB,80.1,7,9,Keaton Mitchell,3,28,5,26,3,78.6,123826,0
0,,59.1,36,3,,2016,0,0,-3,NE,,0,58.5,4,5,0,07,0,8,2016,6,65,2.4,62,60.2,0,1,9,56.7,2,15,1,0,NE,0,4.1,0,QB,37.3,16,0,Jacoby Brissett,19,0,0,150,2,85.5,10725,0
0,21.9,58.9,54,2,51.2,2022,6,2,80,CAR,0,53.8,,0,2,144,03,43,9,2022,15,0,3.6,80,60,0,12,0,70.2,0,15,54,0,CAR,0,5.3,0,HB,58.4,26,26,Raheem Blackshear,5,0,3,21,6,79,57385,0
54,70.7,68.6,36,2,72.8,2023,2,1,43,DEN,2.37,39.5,,1,4,38.6,19,17,18,2023,56,0,2.4,43,56,41,3,0,44.5,0,15,36,7,DEN,0,2.9,2,WR,70.5,17,217,Marvin Mims Jr.,10,515,5,99,2,87.2,122937,0
146,67.1,77.3,37,5,79.9,2020,4,1,70,DAL,2.27,25.7,,1,4,55.2,88,18,15,2020,115,0,2.64,70,55,101,2,0,56.3,7,14,37,20,DAL,0,5,11,WR,62.4,18,526,CeeDee Lamb,9,1194,2,250,4,14.6,61570,0
11,48.6,48.5,22,0,60.5,2023,0,0,31,NYG,1.28,0,,1,1,19.6,20,0,14,2023,24,0,1.57,31,40.4,10,6,0,42,0,14,22,3,NYG,0,2.2,1,HB,21,6,64,Eric Gray,21,82,7,29,0,82.1,99143,0
0,,65.7,4,0,59.9,2022,0,0,-5,PHI,0,0,63,1,3,0,07,0,7,2022,11,13,0.29,8,60.2,0,0,3,66,0,14,3,0,PHI,0,0.6,0,QB,82.9,8,1,Kenny Pickett,24,0,0,88,0,82,60515,1
137,,73.5,29,3,73.3,2018,1,0,75,CHI,1.44,0,59.7,1,3,29.6,02,0,17,2018,112,0,2.07,75,61.4,98,1,0,64.6,5,14,29,15,CHI,0,5.4,3,WR,62,14,669,DJ Moore,6,966,5,336,1,71.7,48267,0
0,,67.9,28,1,,2016,0,0,9,DAL,,0,67.2,4,5,0,04,0,8,2016,7,45,2.15,54,60,0,1,6,59.6,3,13,8,0,DAL,0,4.2,0,QB,56,22,0,Dak Prescott,9,0,0,156,0,66.6,10769,1
5,21.4,57.4,47,1,59.9,2020,4,0,46,NO,0.96,0,,0,2,113,23,0,2,2020,16,0,3.62,46,,3,10,0,60.3,0,13,47,1,NO,0,3.5,0,HB,75.4,12,25,Clyde Edwards-Helaire,20,24,3,13,4,78.9,57279,0
2,80.9,54.2,30,0,52.3,2024,0,0,33,NE,0,0,,0,0,0,26,0,2,2024,13,0,2.31,33,60,0,8,0,53.7,0,13,30,0,NE,0,2.5,0,HB,74.7,7,15,Terrell Jennings,19,0,5,17,0,77.6,102408,0
3,,63,72,2,27.2,2022,1,2,94,DEN,-0.29,62.8,,1,4,34.6,28,59,4,2022,16,0,5.54,94,60,3,9,0,73,0,13,72,0,DEN,0,7.2,0,HB,24.1,43,7,Tyler Badie,10,-2,4,16,1,74.5,83714,0
0,74.5,70.6,32,0,55.9,2024,3,0,32,ATL,0,0,,0,2,56.8,30,0,2,2024,13,0,2.46,32,,0,8,0,69.1,0,13,32,0,ATL,0,2.5,0,HB,74.7,8,4,Jase McClellan,2,0,5,13,3,72.8,123926,0
16,,74.4,30,1,76.4,2023,2,0,36,LAC,1.45,0,,1,2,51.3,12,0,15,2023,27,0,2.31,36,56.7,14,1,0,57.1,0,13,30,4,LAC,0,2.8,0,WR,28,10,80,Derius Davis,27,116,2,73,2,82.4,78196,0
3,18.9,53,29,0,41,2018,1,0,51,CAR,-0.08,0,,0,3,31.9,34,0,5,2018,14,0,2.23,51,,1,8,0,64.9,1,13,29,1,CAR,1,3.9,1,HB,74.9,9,24,Mike Boone,5,-2,5,13,1,79.2,31615,0
124,75.5,92.5,45,0,92.6,2023,3,0,53,LA,3.23,0,,0,2,95.6,17,0,13,2023,102,0,3.75,53,72.6,90,0,0,55.6,2,12,45,23,LA,0,4.4,5,WR,84,9,350,Puka Nacua,26,1131,0,220,3,61.4,100632,1
92,,74.5,30,5,75.1,2022,2,3,122,DET,1.97,74.6,41.3,0,6,17.6,09,91,16,2022,71,0,2.5,122,58.1,59,0,0,81.3,4,12,30,3,DET,0,10.2,2,WR,82.3,61,518,Jameson Williams,11,1020,1,351,2,42.5,101701,2
15,69.3,54,32,1,55.1,2023,3,0,38,DAL,0.71,0,,0,6,55.6,40,0,16,2023,24,0,2.67,38,43,12,6,0,63.6,1,12,32,2,DAL,0,3.2,0,FB,76.8,10,157,Hunter Luepke,9,111,1,105,3,51.3,91319,0
0,60.9,57.2,0,0,,2023,0,0,-6,NO,,0,56.7,0,0,0,03,0,8,2023,6,28,0,22,60,0,0,5,59.4,0,11,0,0,NO,0,2,0,QB,81.8,9,0,Jake Haener,20,0,0,27,0,79.8,60596,0
0,,64.4,42,1,,2021,1,0,32,DAL,,0,65.8,0,3,22.2,19,0,4,2021,9,9,3.82,41,60,0,3,2,55.5,0,11,18,0,DAL,0,3.7,0,QB,81.8,11,0,Trey Lance,9,0,3,48,2,80.6,91399,0
0,,68.1,34,1,,2011,0,0,-2,CAR,,0,67.4,2,2,0,14,0,6,2011,5,36,3.09,34,60,0,0,6,58,0,11,0,0,CAR,0,3.1,0,QB,58.2,18,0,Andy Dalton,5,0,1,120,1,85,6187,0
11,61.8,44.7,16,0,54.2,2019,0,0,17,MIA,0.92,0,,2,6,0,30,0,15,2019,21,0,1.6,17,54.4,11,0,0,30.8,3,10,16,0,MIA,1,1.7,0,FB,18.3,6,104,Alec Ingold,17,96,0,205,0,0,34934,1
2,78.1,57,30,0,28.5,2024,3,0,31,BLT,0,0,,0,2,90,26,0,4,2024,10,0,3,31,60.1,0,6,0,64.9,0,10,30,0,BLT,0,3.1,1,HB,75.9,9,9,Rasheen Ali,3,0,3,18,3,78.5,121717,0
81,80.1,62.7,39,3,62.8,2018,2,2,79,ATL,1.25,46.8,,3,3,54.2,34,37,17,2018,72,0,3.9,79,48.3,62,2,0,71.6,3,10,39,8,ATL,0,7.9,3,WR,22.1,20,547,Ray-Ray McCloud III,2,686,2,382,2,68,47895,0
0,,95.8,24,0,,2024,1,0,3,NE,,0,94.9,1,4,15.6,19,0,1,2024,8,13,2.4,16,60,0,2,2,72.6,1,10,10,0,NE,0,1.6,0,QB,79.8,9,0,Joe Milton III,19,0,1,26,2,78.8,82151,1
3,30.5,59.5,19,0,36.8,2020,0,0,44,HST,0,0,,0,1,0,26,0,4,2020,12,0,1.9,44,,2,3,0,70.7,0,10,19,0,HST,0,4.4,1,HB,73.9,9,17,J.J. Taylor,13,0,7,10,0,75.9,25512,0
0,,71.6,5,1,60,2008,0,0,0,IND,0,0,70.7,4,2,0,15,0,8,2008,6,26,0.56,26,60,0,1,3,55.4,3,9,2,0,IND,1,2.9,0,QB,79.9,21,1,Joe Flacco,14,0,1,176,0,86.6,4332,0
112,,82.1,34,1,83.8,2023,3,1,56,BLT,2.25,33.9,,0,1,91,04,19,17,2023,83,0,3.78,56,46.5,74,0,0,68.6,2,9,34,17,BLT,0,6.2,5,WR,83.4,19,470,Zay Flowers,3,1059,1,332,3,76.5,97268,0
3,67.3,75.8,45,1,61.3,2020,0,1,49,ARZ,0.5,44.9,,0,4,0,20,22,6,2020,12,0,5,49,91.9,3,3,0,72.4,0,9,45,0,ARZ,0,5.4,0,HB,29,22,22,DeeJay Dallas,1,11,4,19,0,79.8,55632,0
3,82.2,61.5,25,0,83.5,2024,2,0,22,CAR,2.3,0,,0,0,92.6,24,0,3,2024,12,0,2.78,22,,3,8,0,53,0,9,25,2,CAR,0,2.4,0,HB,73.7,9,10,Jonathon Brooks,5,23,1,9,2,72.4,144721,0
81,,73.1,30,3,73.6,2023,2,3,43,HST,1.49,116.3,,0,3,33.3,03,50,14,2023,60,0,3.33,43,46.1,51,2,0,64.7,2,9,30,4,HST,0,4.8,5,WR,82.9,18,447,Tank Dell,13,667,0,164,2,72.9,78874,0
0,,56.7,19,0,,2017,0,0,9,SF,,0,61.1,2,2,0,05,0,2,2017,6,15,2.11,24,60,0,0,3,44.7,0,9,4,0,SF,0,2.7,0,QB,24.8,8,0,Joshua Dobbs,28,0,2,27,1,79.8,11890,2
0,60.9,45.7,28,1,,2022,0,0,1,LV,,0,49,3,2,0,10,0,5,2022,3,35,3.11,36,60,0,1,6,47.3,1,9,0,0,LV,0,4,0,QB,29.9,11,0,Desmond Ridder,23,0,2,26,0,20.5,55086,0
78,66.2,57.5,15,2,58,2023,0,0,44,LV,0.84,0,,0,3,11.9,11,0,17,2023,56,0,1.67,44,49.6,47,0,0,51.6,1,9,15,4,LV,0,4.9,2,WR,83.7,11,640,Tre Tucker,23,539,0,301,0,90.2,101106,1
121,,72.7,13,2,77.3,2016,2,1,53,MIA,1.75,30.2,,0,2,25.6,10,16,17,2016,89,0,1.63,53,30.6,81,0,0,57,7,8,13,12,MIA,2,6.6,3,WR,84.1,16,547,Tyreek Hill,17,959,0,323,2,56.4,10799,0
19,,63.2,24,4,57.6,2022,5,2,54,GB,0.99,59.3,,0,4,105.9,80,32,18,2022,17,0,3,54,69.7,9,1,0,78.1,2,8,24,1,GB,0,6.8,0,WR,75.4,16,108,Bo Melton,12,107,3,165,5,53.7,61610,0
0,,51.3,17,1,,2023,0,0,1,NYG,,0,52.2,0,1,0,15,0,3,2023,4,31,2.13,32,60.3,0,1,4,53.5,0,8,4,0,NYG,0,4,0,QB,82.3,17,0,Tommy DeVito,21,0,1,29,0,80.2,60545,0
113,,73.1,15,3,74.7,2018,0,1,55,TEN,1.86,34.5,,1,3,18.2,00,19,17,2018,72,0,1.88,55,48.6,64,0,0,45.5,2,8,15,7,TEN,1,6.9,8,WR,49.2,19,546,Calvin Ridley,31,1017,0,306,0,89.9,48262,1
79,58.7,83.1,2,0,84.6,2018,0,0,13,BLT,1.88,0,,1,7,1.4,89,0,19,2018,70,0,0.25,13,54.7,62,0,0,86.6,1,8,2,4,BLT,0,1.6,3,TE,50,3,405,Mark Andrews,3,761,0,309,0,78.2,47436,0
49,62.3,54.8,31,3,57,2016,2,2,69,TB,0.92,62.3,,0,4,48.4,17,43,15,2016,40,0,3.88,69,51,32,0,0,60.2,6,8,31,3,TB,0,8.6,4,WR,78.6,24,365,Sterling Shepard,30,334,0,142,2,0,10674,0
1,78.8,53.3,18,0,64.4,2017,0,0,20,DAL,1,0,,0,0,0,20,0,2,2017,9,0,2.25,20,,1,6,0,49.5,0,8,18,0,DAL,0,2.5,0,HB,72.5,4,10,Dalvin Cook,9,10,1,8,0,76.8,11796,0
10,77.8,65.9,6,0,59.3,2015,1,0,8,DEN,1.03,0,,0,3,5,20,0,18,2015,17,0,0.86,8,69.6,10,0,0,55.5,0,7,6,0,DEN,0,1.1,0,FB,74.7,3,63,Michael Burton,10,65,0,101,1,85,9601,1
0,,45.6,2,0,,2023,0,0,-4,ARZ,,0,61.5,1,2,0,15,0,6,2023,7,0,0.29,-4,60,0,0,0,43.1,0,7,2,0,ARZ,0,-0.6,0,QB,19.9,2,0,Clayton Tune,1,0,1,29,0,76.3,77652,0
0,,87.9,25,0,,2024,0,0,-3,ATL,,0,87.6,2,1,0,09,0,5,2024,3,14,3.57,11,60.5,0,0,4,51.3,0,7,0,0,ATL,0,1.6,0,QB,34.9,5,0,Michael Penix Jr.,2,0,0,110,0,83.7,82134,1
40,,69.7,10,1,69.2,2022,0,0,29,NO,2.04,0,,0,2,0,22,0,6,2022,26,0,1.67,29,54.8,20,0,0,66.1,2,6,10,0,NO,0,4.8,0,WR,82.6,13,171,Rashid Shaheed,20,349,2,104,0,85.2,63707,0
0,,64.4,0,0,,2023,0,0,-7,CHI,,0,62,0,0,0,17,0,4,2023,6,0,0,-7,60,0,0,0,61.6,0,6,0,0,CHI,0,-1.2,0,QB,71.7,-1,0,Tyson Bagent,6,0,0,11,0,73.2,169628,0
81,46.2,59.1,21,0,59.1,2024,3,0,24,CAR,1.19,0,,0,2,63.6,17,0,16,2024,55,0,3.5,24,54.3,49,0,0,57.3,0,6,21,7,CAR,0,4,8,WR,81.2,8,417,Xavier Legette,5,497,0,238,3,89,99197,0
129,,82,12,3,83.4,2024,1,1,48,JAX,2.45,37.5,,0,3,21.5,07,18,17,2024,93,0,2,48,49.7,87,0,0,62.8,4,6,12,9,JAX,0,8,6,WR,83.6,18,523,Brian Thomas Jr.,15,1282,2,269,1,39.7,146760,0
