comp_pct_diff,pa_grades_pass,no_screen_grades_offense,pa_qb_rating,no_screen_qb_rating,pa_completions,pa_thrown_aways,pa_dropbacks_percent,ypa_diff,no_screen_drops,screen_completion_percent,npa_bats,no_screen_thrown_aways,pa_grades_run,screen_pressure_to_sack_rate,pa_drop_rate,screen_grades_offense,dropbacks,npa_thrown_aways,no_screen_def_gen_pressures,screen_grades_hands_fumble,pa_touchdowns,npa_ypa,draft_season,screen_avg_time_to_throw,screen_thrown_aways,npa_sacks,npa_aimed_passes,no_screen_completions,no_screen_positive_epa_percent,screen_spikes,pa_first_downs,pa_big_time_throws,team_name,pa_spikes,pa_sack_percent,screen_dropbacks_percent,no_screen_epa,npa_avg_time_to_throw,screen_bats,screen_grades_run_block,jersey_number,no_screen_bats,npa_grades_offense,screen_def_gen_pressures,pa_pressure_to_sack_rate,screen_sack_percent,no_screen_btt_rate,npa_btt_rate,screen_interceptions,no_screen_passing_snaps,no_screen_grades_hands_fumble,screen_scrambles,screen_grades_pass,npa_qb_rating,no_screen_grades_pass,pa_avg_time_to_throw,screen_twp_rate,player_game_count,npa_accuracy_percent,eligible_season,npa_drops,screen_yards,no_screen_drop_rate,no_screen_grades_offense_penalty,npa_passing_snaps,screen_drop_rate,screen_epa,screen_grades_offense_penalty,npa_spikes,screen_hit_as_threw,no_screen_aimed_passes,screen_drops,screen_ypa,npa_twp_rate,screen_accuracy_percent,npa_hit_as_threw,pa_accuracy_percent,pa_def_gen_pressures,screen_avg_depth_of_target,pa_sacks,screen_passing_snaps,no_screen_grades_run,no_screen_first_downs,pa_ypa,npa_scrambles,npa_pressure_to_sack_rate,pa_twp_rate,no_screen_twp_rate,npa_grades_hands_fumble,screen_completions,screen_btt_rate,npa_grades_run,no_screen_interceptions,npa_grades_run_block,no_screen_sacks,penalties,no_screen_big_time_throws,npa_drop_rate,npa_attempts,screen_qb_rating,npa_grades_offense_penalty,pa_bats,pa_attempts,npa_def_gen_pressures,no_screen_avg_time_to_throw,pa_yards,npa_positive_epa_percent,team,no_screen_scrambles,pa_turnover_worthy_plays,pa_aimed_passes,declined_penalties,pa_grades_offense,screen_positive_epa_percent,no_screen_dropbacks,no_screen_dropbacks_percent,npa_sack_percent,pa_positive_epa_percent,pa_grades_run_block,no_screen_turnover_worthy_plays,position,npa_epa,no_screen_avg_depth_of_target,pa_grades_hands_fumble,no_screen_completion_percent,pa_hit_as_threw,pa_grades_offense_penalty,npa_dropbacks_percent,npa_grades_pass,screen_grades_run,screen_first_downs,npa_completion_percent,no_screen_grades_run_block,no_screen_hit_as_threw,screen_turnover_worthy_plays,npa_avg_depth_of_target,npa_dropbacks,player,pa_drops,pa_btt_rate,franchise_id,screen_big_time_throws,screen_aimed_passes,npa_touchdowns,screen_attempts,screen_dropbacks,no_screen_yards,pa_scrambles,pa_completion_percent,pa_avg_depth_of_target,pa_interceptions,no_screen_accuracy_percent,no_screen_spikes,pa_dropbacks,npa_big_time_throws,no_screen_sack_percent,pa_epa,no_screen_attempts,pa_passing_snaps,npa_completions,screen_touchdowns,npa_first_downs,no_screen_touchdowns,player_id,npa_yards,no_screen_ypa,npa_turnover_worthy_plays,npa_interceptions,no_screen_pressure_to_sack_rate,screen_sacks,no_screen_grades_pass_route,screen_grades_pass_route,npa_grades_pass_route,pa_grades_pass_route,screen_grades_pass_block,no_screen_grades_pass_block,npa_grades_pass_block,pa_grades_pass_block,screen_grades_hands_drop,pa_grades_hands_drop,npa_grades_hands_drop,no_screen_grades_hands_drop,pa_grades_defense_penalty,pa_grades_screen_block,screen_grades_run_defense,npa_grades_defense_penalty,pa_grades_run_defense,screen_grades_screen_block,pa_grades_defense,no_screen_grades_screen_block,npa_grades_defense,screen_grades_defense,screen_grades_defense_penalty,no_screen_grades_run_defense,no_screen_grades_defense,npa_grades_screen_block,no_screen_grades_defense_penalty,npa_grades_run_defense,no_screen_grades_overall_tackle,pa_grades_overall_tackle,pa_grades_tackle,npa_grades_coverage_defense,npa_grades_overall_tackle,screen_grades_coverage_defense,npa_grades_tackle,screen_grades_tackle,no_screen_grades_tackle,pa_grades_coverage_defense,screen_grades_overall_tackle,no_screen_grades_coverage_defense
3.37,53.9,61.7,62.2,54.7,43,5,32.1,2.57,16,92.3,0,11,77.1,0,2.3,66.1,299,7,112,76.6,3,6,2023,1.66,1,11,160,102,35.2,0,32,4,IND,0,3.1,8.7,-0.16,2.78,0,,05,3,64.1,3,6.4,0,7.5,8.1,0,291,27.4,0,66.1,61.4,59.1,3.3,0,11,61.3,2023,15,206,13.6,68.9,212,0,0.44,75.8,2,0,211,0,7.9,4.2,96,9,57.9,47,-2.9,3,26,65.1,75,8.6,14,16.2,5.7,5.2,26.8,24,0,61.3,12,60,14,0,19,15.3,178,112.5,66,3,86,68,3.07,740,36,IND,21,6,76,0,57.2,57.7,273,91.3,5.4,39.6,,15,QB,-0.06,14.1,56.5,42.9,2,80.7,67.9,63.4,,7,46.6,60,11,0,11.8,203,Anthony Richardson,1,4.2,14,0,25,5,26,26,1608,7,50,13.5,6,55.9,2,96,15,5.1,-0.2,238,105,83,1,50,7,124393,1074,6.8,9,6,12.5,0,,57.6,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.07,73.9,65.4,94.2,76.5,34,3,18.3,0.76,5,89.7,5,11,58.3,,5.6,58.9,290,9,76,77.7,2,6.2,2021,1.71,1,11,197,145,43.8,0,17,1,JAX,0,5.7,10.3,-0.04,2.59,2,,10,4,61.4,0,17.6,0,3.2,3.1,0,277,79.5,1,60.8,75.8,62.1,3.05,3.1,10,71.1,2021,3,168,3.3,41.7,252,0,0.07,76.4,0,0,216,0,5.8,3.2,100,2,80,17,-2.8,3,32,77.6,74,7,13,18.6,3.5,3.2,77.8,26,0,76.8,8,60.2,14,0,8,2.1,213,90.8,39.4,1,49,59,2.79,343,42.6,JAX,13,2,45,0,74.4,46.7,260,89.7,4.6,50.9,,9,QB,-0.08,8.9,81.2,62.2,0,78.5,81.7,57.9,56.8,8,64.3,60.2,2,1,7.5,237,Mac Jones,2,1.9,15,0,26,5,29,30,1504,1,69.4,8.5,1,69.4,0,53,7,5.4,0.17,233,57,137,0,65,7,60323,1329,6.5,8,7,18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.06,79.6,71.9,88.9,93.7,47,4,28.9,2.54,7,73.7,3,9,58.3,0,6,60.9,270,7,77,75.4,4,6.4,2008,1.47,2,12,165,148,47.6,0,30,3,IND,0,7.7,7.4,0.09,2.52,0,,15,3,64.7,1,25,0,3.2,2.6,1,269,78.5,0,61.1,91.1,71,2.86,0,7,72.7,2008,5,48,4.5,86.4,208,6.7,-0.76,75,0,0,216,1,2.5,3.8,88.2,1,73.5,24,-4,6,21,55.4,85,8.9,3,22.2,3.7,4.1,73.4,14,0,56.9,6,60,18,0,8,4.2,176,54.1,85.9,0,72,54,2.71,641,45.3,IND,3,3,68,0,80.9,25,250,92.6,6.3,47.4,,11,QB,0.04,10.2,83.6,64.6,0,79.8,71.1,63.8,,3,65.3,60,1,0,8.2,192,Joe Flacco,3,4,14,0,17,8,19,20,1713,0,65.3,11.5,4,71.8,0,78,5,7.2,0.02,229,82,115,0,58,12,4332,1120,7.5,8,3,23.4,0,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.35,61.8,62.8,81.4,75.8,38,5,28.1,-0.24,14,95.5,1,10,52.3,25,5,63.4,270,5,114,76.3,2,5.4,2017,2.07,0,24,148,116,37.7,0,14,5,CLV,0,11.8,8.5,-0.27,2.84,0,,04,2,64,4,25,4.3,3.9,1.8,0,265,53.7,0,62.9,78.1,63.1,3.57,0,7,75.7,2017,13,137,10.8,60.9,207,4.5,-0.05,75.5,0,0,176,1,6.2,1.4,100,3,80,36,-3.2,9,25,57.6,48,5.1,13,29.3,2.4,1.9,73.5,21,0,61.1,3,60,32,0,8,11.6,157,92.6,56.7,1,59,82,3.14,303,37.6,CLV,21,2,50,0,59.9,39.1,247,91.5,12.4,38.2,,5,QB,-0.21,8.4,29,59.8,3,79.8,71.9,63.4,,6,63.1,60,6,0,6.4,194,Deshaun Watson,2,7.7,8,0,22,3,22,23,1011,8,64.4,9,1,73.9,0,76,3,13,-0.36,194,83,99,0,40,5,11767,845,5.2,3,2,28.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,50.4,52.8,79.3,68.2,22,4,17.8,3.64,10,78.3,5,13,66.6,25,12,51.3,264,9,94,24.6,3,5.2,2024,1.88,0,17,168,112,38.3,0,17,1,NO,0,10.6,9.1,-0.28,2.64,0,,18,5,53.2,4,25,4.2,2.7,2.5,0,259,28.6,0,51.7,68.5,50.1,3.46,4,7,68.5,2024,7,123,8.2,85.7,232,0,-0.32,75.5,1,0,180,0,5.3,4.3,78.3,6,71.4,20,-3.7,5,25,71.3,63,8.8,11,21.8,7.7,5,29.5,18,0,69.6,5,60.5,21,0,6,6.1,189,88.9,85.4,0,39,78,2.87,343,35,NO,14,4,35,0,52.3,29.2,240,90.9,7.8,48.9,,13,QB,-0.33,9.8,24.9,54.6,0,78.1,82.2,50.8,,4,57.1,60.5,6,1,8,217,Spencer Rattler,3,2.4,20,0,23,1,23,24,1194,3,56.4,9.3,3,67.8,1,47,5,8.8,-0.08,205,52,108,0,50,4,97408,974,5.8,10,2,22.3,1,58.4,,58.4,,,60.9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.51,49.9,60.8,100.4,86.4,33,4,23.4,1.89,4,82.4,4,10,64.1,0,0,64,256,7,82,75.1,3,6.2,2023,1.62,1,10,170,140,46.9,0,24,5,LV,0,0,6.6,0.03,2.64,1,,12,3,65.4,1,0,0,5,3.6,0,256,64.8,0,63.5,82.4,57.7,3.07,0,9,74.1,2023,5,76,2.8,86,209,6.7,-0.08,74.7,1,0,208,1,4.5,2.9,100,3,62.3,22,-2.9,0,20,74.6,76,8.1,1,16.4,6,3.9,75.3,14,0,73.9,4,60,10,0,12,4,185,85.3,85.5,0,58,61,2.82,468,45.4,LV,3,4,53,0,50.3,47.1,239,93.4,5.1,51.7,,10,QB,-0.07,9.1,42.6,61.9,1,79,76.6,62.1,,4,65.4,60,4,0,7.5,196,Aidan O'Connell,0,7.9,23,0,15,5,17,17,1536,2,56.9,11,0,69.2,1,60,7,4.2,0.35,226,67,121,0,56,8,60516,1144,6.8,6,4,12.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.04,62.9,63.1,93.6,80.9,32,4,22.7,0.06,9,63.2,1,13,70.5,0,11.1,55.5,256,11,86,76.3,4,6.7,2018,1.74,2,8,160,134,48.5,0,23,1,TEN,0,5.2,9,0.03,2.64,1,,11,1,61,3,13.6,0,2.6,2.6,0,251,44.8,0,55.6,76.3,62.1,2.9,0,8,75.6,2018,7,75,6.3,17.8,215,14.3,-0.35,75.8,3,0,188,2,3.9,2.3,87.5,3,81.8,22,-3.9,3,25,65.3,82,6.8,10,11.9,4.9,3.2,38.4,12,0,61.4,9,60.6,11,0,6,5.8,178,71.2,12.6,1,50,67,2.8,338,47,TEN,13,3,44,0,65.7,43.5,233,91,4,51.7,,8,QB,0.01,8.6,81.5,64.1,1,78.7,77.3,60.7,,3,64,60.6,4,0,8.5,198,Mason Rudolph,4,1.9,31,0,16,5,19,23,1455,3,64,4.5,2,76.1,3,58,5,4.7,-0.08,209,61,114,0,62,9,46569,1192,7,5,7,12.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.45,59.3,52.6,73.6,74.6,25,1,20.1,1.57,8,75,7,5,74,0,7.4,63.2,204,6,76,76.6,1,5.6,2019,1.52,2,10,127,89,38.5,0,13,1,NYG,0,4.9,12.3,-0.22,2.81,1,,02,6,51.3,2,16.7,0,3.6,3.3,1,190,34.5,0,62.7,76.1,46.9,2.8,0,7,70.1,2019,7,119,8.2,0,170,5.3,-0.2,75.6,1,0,142,1,5,5.9,90.5,2,75,12,-3.8,2,26,90.7,47,7.2,9,15.2,2.2,5.8,29.9,18,0,89.4,4,60,12,0,6,7.9,143,81.8,0,0,38,66,2.99,272,38.7,NYG,10,1,36,0,63.3,56,179,87.7,6.1,48.8,,11,QB,-0.23,9,79.9,56.7,1,77.7,79.9,46.2,,6,57.3,60,3,0,8.2,163,Drew Lock,2,2.4,21,0,21,5,24,25,952,1,65.8,4.1,2,68.3,1,41,5,6.7,-0.15,157,46,82,1,40,5,39517,799,6.1,10,3,15.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.34,59,70.3,75.7,90.8,29,3,31.5,-2.46,9,84.6,1,8,59.1,0,9.4,70.7,197,5,76,73.2,0,7.5,2021,2.21,0,10,106,95,43.4,0,12,0,PIT,0,9.7,7.6,0.02,2.86,1,,02,1,73.9,3,20,0,3.7,4.8,0,200,61.6,1,64.1,99.5,65.4,3.55,0,8,78.3,2021,6,52,8.7,36.2,146,0,-0.02,73.7,1,0,135,0,4,3.4,91.7,3,78,30,-2.9,6,15,75.2,47,5.1,8,20.4,1.4,3,53.7,11,0,79.7,1,60,16,0,6,7.2,116,109,29.3,1,46,49,3.15,233,47.4,PIT,17,1,41,0,59,40,182,92.4,7.4,33.9,,6,QB,0.1,8.8,82.4,63.8,1,79.2,68.5,67.6,65.9,4,66.4,60,4,0,9,135,Justin Fields,3,0,25,0,12,5,13,15,1054,10,63,4.9,0,77,1,62,6,8.8,-0.16,149,69,77,1,39,4,82118,873,7.1,5,1,21.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75,61.2,58.4,92.8,72,17,2,16.5,1.31,5,83.3,1,10,58.3,0,5.6,64.5,188,9,81,74.8,1,4.9,2016,1.84,1,15,118,80,41.2,0,9,0,NE,0,9.7,9.6,-0.23,2.84,0,,07,1,58.8,1,25,0,3.2,3.5,0,181,32.7,0,64,70.4,57.8,3.11,0,7,70.3,2016,5,85,5.9,85.2,166,6.3,-0.21,74.5,1,0,126,1,4.7,3.6,94.1,5,72,12,-3.2,3,19,56.7,43,6.2,8,21.4,0,3.3,29.7,15,0,57.9,1,60.2,18,0,5,6,134,86.3,85.1,0,27,70,3,168,38.9,NE,9,0,25,0,60.6,22.2,170,90.4,9.6,41.9,,6,QB,-0.27,8.7,78.1,55.9,0,76.6,83.5,57.9,,2,58.2,60.2,5,0,7.5,157,Jacoby Brissett,1,0,19,0,17,1,18,18,741,1,63,6.6,0,67.5,1,31,5,10.6,-0.04,143,34,78,0,36,2,10725,658,5.2,6,1,22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58,47.4,72.4,73.3,82.5,33,1,29.7,-0.17,11,73.3,2,6,,0,2.9,31.9,175,5,47,25.6,1,6.2,2011,1.72,0,4,104,95,41.1,0,16,0,CAR,0,5.8,9.7,-0.16,2.53,1,,14,2,76.5,3,18.8,0,3.9,5,1,168,69.2,0,33.6,85.9,71.6,2.56,5.9,6,79.8,2011,10,70,10.4,84.7,133,0,-0.87,74.1,0,0,137,0,4.7,3.8,78.6,0,72.3,16,-3.4,3,17,58,49,6.1,6,11.8,5.8,4.2,47.6,11,0,58,5,60,7,0,6,12,111,77.1,84.2,1,49,34,2.63,297,39,CAR,6,3,47,0,46.6,35.3,158,90.3,3.3,44.2,,7,QB,-0.24,8,80.6,65.5,0,78.1,70.3,76,,3,65.8,60,0,1,6.8,123,Andy Dalton,1,0,5,0,14,6,15,17,919,0,67.3,7.2,2,77.4,0,52,6,4.4,-0.2,145,52,73,1,36,6,6187,692,6.3,5,4,14.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.29,67.7,69.4,82.8,74.8,31,4,37.5,2.21,7,89.5,1,7,87.2,100,11.4,52.4,168,3,58,23.6,1,5.4,2020,1.24,0,9,75,69,43,0,25,0,MIA,0,9.5,15.5,-0.07,2.37,1,,18,2,60.6,1,24,3.8,0.8,1.1,0,153,53,1,53.6,78.5,63.2,3.15,3.4,5,77.3,2020,3,82,9.2,84.6,116,0,-0.42,76,1,0,102,0,4.3,4.3,94.4,2,77.8,25,-3,6,29,79.9,49,7.6,9,26.5,6.1,5.2,30.3,17,0,67.2,3,60,14,0,1,5.2,82,102.2,84.1,2,51,34,2.92,388,36.2,MIA,14,4,45,0,75,26.9,142,84.5,8.6,47.6,,8,QB,-0.24,10.1,53.9,60.5,0,79,62.5,56.8,58.3,3,67.1,60,2,1,6.6,105,Tyler Huntley,4,0,17,0,18,2,19,26,749,6,60.8,10.8,1,74.5,1,63,1,9.9,0.06,114,66,55,1,27,2,46448,443,6.6,5,2,24.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.46,38.6,42.4,32.1,32.9,16,3,27.8,-0.21,5,63.2,1,10,78.4,0,15.8,68.4,133,9,41,75.4,0,3.8,2023,1.9,2,5,74,49,32.7,0,6,0,CLV,0,8.1,15,-0.65,2.71,1,,17,1,48.9,3,30,0,0.9,1.1,0,121,27.6,1,64.8,42.4,36.7,2.86,0,6,67.6,2023,5,88,9.3,82.9,102,20,-0.25,74.9,0,0,87,3,4.6,4.9,93.8,1,65.5,10,-3.6,3,21,71.5,20,3.6,5,14.7,5,5.8,34.5,12,0,67,6,60,8,0,1,10,85,74,82.5,1,33,34,2.91,118,35.4,CLV,5,2,29,0,43.7,30,113,85,5.2,24.3,,7,QB,-0.58,7.4,28.2,49.5,0,77.2,72.2,44.2,66.5,3,52.9,60,1,0,6.4,96,Dorian Thompson-Robinson,3,0,8,0,16,0,19,20,352,1,48.5,3.9,2,62.1,0,37,1,7.1,-0.62,99,40,45,0,17,0,83574,322,3.6,5,4,19.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.55,77.8,89.8,73.4,78.7,8,1,14,-0.3,8,75,1,2,,0,20,51.1,114,2,32,70.9,0,7.4,2024,1.28,1,4,83,55,46.7,0,5,2,ATL,0,0,7.9,0.11,2.57,0,,09,1,86,1,0,0,9.7,8.6,0,111,31.5,0,51.5,79.8,89.6,3.18,0,5,71.1,2024,6,32,12.7,83.6,102,0,0.07,71.9,0,0,91,0,4,2,85.7,3,66.7,4,-4,0,9,51.3,34,7.1,4,13.8,0,1.8,29.6,6,0,51.3,3,60.5,4,0,10,10.2,89,81.3,83.4,0,16,29,2.78,114,49,ATL,4,0,15,0,79.5,55.6,105,92.1,4.1,37.5,,2,QB,0.11,11.8,74.5,56.7,0,74.3,86,86.1,,2,59.6,60.5,3,0,10.2,98,Michael Penix Jr.,2,11.1,2,0,7,3,8,9,743,0,50,12.9,0,69.2,0,16,8,3.8,0.06,97,18,53,0,31,3,82134,661,7.7,2,3,12.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.03,54.4,45,56.3,74.1,3,0,6.9,-2.57,1,66.7,1,5,58.3,,0,64.7,102,5,45,66.9,0,5.6,2022,1.3,0,10,69,50,43.4,0,1,0,LV,0,0,2.9,-0.05,2.67,0,,10,1,46.2,0,0,0,4.8,4.9,0,101,29.5,0,64.2,74.9,48.3,3.3,0,5,73.9,2022,2,0,2,18.9,97,33.3,-0.79,69.2,1,0,72,1,0,5.2,100,3,50,1,-1.3,0,4,47.3,25,3,5,22.7,0,5,29.1,2,0,48.2,2,60,10,0,4,3.9,79,70.1,16.7,0,6,44,2.76,18,42.1,LV,6,0,6,0,52.3,0,99,97.1,10.5,42.9,,5,QB,-0.06,8.3,70.3,61,0,71.9,93.1,49.4,,0,62,60,3,0,7.9,95,Desmond Ridder,0,0,23,0,3,2,3,3,458,1,50,8,0,70.8,1,7,4,10.1,-0.17,82,8,49,0,24,2,55086,440,5.6,5,2,22.2,0,,,,,,60.9,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.08,46.9,71.1,122.3,129.6,10,0,33.8,-0.45,3,76.9,0,1,66.4,0,28.6,61.8,71,1,22,74.8,2,10.3,2022,1.63,0,6,34,30,46.4,0,8,0,GB,0,8.3,21.1,0.32,3.04,0,,02,0,78.5,1,28.6,0,4.8,5.3,0,58,45.4,1,63.4,119.3,64.9,2.81,0,6,88.2,2022,0,55,9.1,83.2,51,9.1,-0.21,74.5,0,0,40,1,4.2,0,84.6,0,73.7,7,-4.4,2,19,72.9,23,9.9,6,37.5,3.8,1.7,82.4,10,0,69.3,0,60,8,0,2,0,35,109.5,83,0,19,16,3.32,188,38.3,GB,7,1,19,0,49.3,26.7,56,78.9,12.8,50,,1,QB,0.26,11.3,24.9,73.2,0,75.6,66.2,76.2,57.9,1,85.7,60,0,0,8.4,47,Malik Willis,4,0,12,0,13,1,13,15,495,2,52.6,5.8,0,82.5,0,24,2,14.3,0.11,41,26,30,1,16,2,60341,362,12.1,0,0,36.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.96,54.3,53.4,18.4,61.6,5,3,23.6,-2.06,2,88.9,1,2,58.3,0,16.7,63.7,55,0,17,71.9,0,6,2018,1.17,1,2,37,19,40,0,2,0,NYG,0,0,18.2,-0.44,2.21,0,,12,1,56.8,1,0,0,4.3,4.7,0,50,80.6,0,63.3,82.5,52.6,2.83,0,3,62.2,2018,1,50,9.5,79.6,46,0,0.04,72.6,1,0,37,0,5.6,4.3,100,0,75,6,-3.8,0,11,62.4,11,3.9,1,16.7,6.7,6,80.1,8,0,64.7,1,60.2,2,0,2,4.3,39,89.8,79.4,0,11,12,2.62,43,38.1,NYG,2,1,8,0,52.7,40,45,81.8,4.8,46.2,,3,QB,-0.26,10.2,73.5,46.3,0,73.7,76.4,55.2,,1,56.4,60.2,0,0,7.5,42,Tim Boyle,1,0,21,0,8,1,9,10,226,1,45.5,9,1,56.8,1,13,2,4.4,-0.66,41,15,22,0,10,1,21956,233,5.5,2,0,11.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.76,36.6,51.7,81.7,86.3,6,0,23.6,-0.08,1,75,0,3,58.3,,0,55,55,3,20,68,0,5.9,2023,1.1,0,3,32,28,50,0,2,0,NYG,0,23.1,9.1,-0.02,2.55,0,,15,0,59.6,0,50,0,0,0,0,57,81.8,0,55.3,86,52.8,2.72,0,2,81.3,2023,1,9,3.4,80,48,0,-0.44,69.9,0,0,37,0,2.3,0,75,0,66.7,6,-4.3,3,5,53.5,16,5.8,3,21.4,7.1,1.8,80.8,3,0,55.1,0,60.3,6,0,0,3.8,35,77.1,79.6,0,9,14,2.73,52,47.6,NYG,4,1,9,0,34.5,0,50,90.9,7.1,38.5,,1,QB,0.05,6.9,73.2,70,0,73.5,76.4,60.5,,0,71.4,60.3,0,0,6.1,42,Tommy DeVito,0,0,21,0,4,0,4,5,248,1,66.7,4.8,0,78.4,0,13,0,12,-0.42,40,14,25,0,14,0,60545,205,6.2,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.71,56.9,56.7,158.3,90.6,5,0,11.5,5.5,2,60,1,0,,,0,59.2,52,0,12,68.9,1,7.1,2017,2,0,1,40,29,55.3,0,2,0,SF,0,16.7,9.6,0.13,2.66,0,,05,1,57.2,0,100,0,0,0,0,48,23.9,0,59.1,73.3,61.3,2.57,0,2,72.5,2017,2,9,6.5,79.6,48,0,-0.46,70.6,1,0,40,0,1.8,4.2,60,0,100,1,-3.4,1,6,44.7,19,12.6,3,9.1,16.7,6.3,35.2,3,0,44.7,2,60,2,0,0,6.9,42,64.6,79.6,0,5,11,2.71,63,52.2,SF,3,1,5,0,56.7,20,47,90.4,2.2,50,,3,QB,0.05,8.8,16.2,69,0,70.6,88.5,61.9,,0,64.3,60,0,0,7.5,46,Joshua Dobbs,0,0,28,0,5,1,5,5,352,0,100,7,0,77.5,1,6,0,4.3,0.19,42,6,27,0,17,2,11890,298,8.4,2,2,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.33,87.7,90.4,126,135.4,8,1,33.3,-0.5,3,100,0,1,66.5,,27.3,63.7,51,0,13,69.6,2,8.4,2015,1.58,0,1,30,29,65.2,0,9,0,WAS,0,11.8,9.8,0.46,2.89,0,,18,0,83.2,0,28.6,0,9.5,11.4,0,50,82.7,0,63.3,123.3,91.2,3.61,0,3,86.7,2015,0,16,9.4,80.6,39,0,-0.46,71.1,1,0,37,0,3.2,0,100,0,91.7,7,-3.6,2,7,65.1,24,7.9,2,16.7,0,0,81.6,5,0,62.7,0,60,3,0,4,0,31,80,80.2,0,13,6,3.3,103,64.7,WAS,4,0,12,0,90.4,40,46,90.2,2.9,58.8,,0,QB,0.44,11.6,74.5,74.4,0,74.3,66.7,86,,0,83.9,60,0,0,8.5,34,Marcus Mariota,3,0,32,0,5,2,5,5,348,2,61.5,13.3,0,86.5,1,17,4,6.5,0.21,39,18,26,0,15,4,9435,261,8.9,0,0,23.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.89,53.7,56.9,42.4,59.4,1,0,9.8,-5.19,5,100,0,1,,,50,61.3,51,1,27,66.9,0,6.2,2023,1.03,0,4,34,15,34,0,0,0,NO,0,40,7.8,-0.27,2.93,0,,03,0,58.4,0,66.7,0,5.1,5.1,0,50,81.4,0,60.9,64.9,56.5,2.86,0,6,61.8,2023,4,11,25,79.6,49,0,-0.06,69.9,0,0,34,0,3.7,2,100,1,66.7,3,-2.3,2,4,59.4,10,1,5,16.7,0,2,81.3,3,0,59.4,1,60,6,0,2,19,36,81.9,79.6,0,3,24,3.08,3,37,NO,5,0,3,0,53.2,25,47,92.2,8.7,0,,1,QB,-0.15,10,68,41.7,0,69.9,90.2,58,,0,47.2,60,1,0,9.1,46,Jake Haener,1,0,20,0,3,1,3,4,215,0,33.3,8.7,0,58.8,0,5,2,12.8,-1.18,36,5,17,0,10,1,60596,223,6,1,1,22.2,0,,,,,60.9,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.36,29.1,66,56.8,84,3,1,23.5,-1.4,1,100,2,2,54.6,,0,58.6,51,1,20,63.6,0,7,2022,0.65,0,2,30,24,36.7,0,1,0,PHI,0,16.7,3.9,-0.12,2.61,0,,07,2,79.3,0,33.3,0,6.4,7.9,0,55,82.7,0,58.7,90.9,63.2,3.59,0,5,76.7,2022,1,5,4,82,43,0,-1.11,66.9,0,0,36,0,5,2.3,100,2,42.9,6,-4,2,2,66,12,5.6,1,14.3,7.1,3.6,81.6,1,0,69.9,1,60.2,4,0,3,4.3,35,87.5,81.7,0,8,14,2.93,45,41,PHI,3,1,7,0,28.3,0,49,96.1,5.1,16.7,,2,QB,-0.05,9.3,72.8,57.1,0,73.5,76.5,76.8,,0,62.9,60.2,2,0,8.8,39,Kenny Pickett,0,0,24,0,1,2,1,2,286,2,37.5,9.6,0,69.4,0,12,3,8.2,-0.49,42,14,22,0,11,2,60515,246,6.8,1,1,20,0,59.9,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
