left_behind_los_accuracy_percent,left_short_scrambles,center_short_first_downs,right_short_bats,right_behind_los_positive_epa_percent,left_behind_los_completions,left_medium_dropbacks,right_medium_grades_pass,right_medium_hit_as_threw,behind_los_attempts_percent,right_short_turnover_worthy_plays,right_medium_qb_rating,deep_twp_rate,center_medium_sacks,medium_interceptions,left_deep_completions,behind_los_spikes,medium_aimed_passes,center_behind_los_drops,center_behind_los_interceptions,behind_los_dropbacks,left_behind_los_interceptions,left_deep_first_downs,deep_passing_snaps,center_short_btt_rate,center_medium_thrown_aways,center_deep_avg_depth_of_target,center_short_drops,center_deep_first_downs,left_medium_completion_percent,center_deep_attempts,center_behind_los_attempts,right_short_positive_epa_percent,center_deep_aimed_passes,right_deep_grades_pass,right_medium_big_time_throws,deep_sack_percent,center_medium_pressure_to_sack_rate,deep_sacks,right_medium_ypa,left_deep_drop_rate,right_medium_attempts_percent,right_deep_btt_rate,center_short_attempts_percent,deep_drops,center_behind_los_big_time_throws,center_behind_los_touchdowns,right_behind_los_twp_rate,center_deep_completions,center_short_attempts,left_behind_los_sack_percent,center_short_pressure_to_sack_rate,deep_touchdowns,center_behind_los_accuracy_percent,center_deep_drop_rate,right_short_first_downs,right_behind_los_first_downs,short_interceptions,center_medium_scrambles,left_behind_los_sacks,left_short_ypa,left_short_qb_rating,right_behind_los_qb_rating,draft_season,right_behind_los_dropbacks,behind_los_def_gen_pressures,right_short_thrown_aways,deep_def_gen_pressures,right_short_btt_rate,center_behind_los_positive_epa_percent,left_behind_los_grades_pass,deep_grades_pass,center_short_turnover_worthy_plays,center_behind_los_scrambles,right_short_aimed_passes,center_short_dropbacks,medium_epa,right_short_ypa,center_medium_ypa,medium_attempts,right_deep_accuracy_percent,behind_los_scrambles,center_behind_los_completion_percent,left_behind_los_btt_rate,right_behind_los_btt_rate,team_name,short_touchdowns,center_medium_drops,left_behind_los_aimed_passes,deep_attempts,right_behind_los_sack_percent,center_short_positive_epa_percent,deep_avg_depth_of_target,left_deep_btt_rate,medium_scrambles,center_behind_los_avg_depth_of_target,short_attempts_percent,right_behind_los_sacks,center_medium_avg_time_to_throw,left_short_pressure_to_sack_rate,center_deep_sack_percent,center_deep_ypa,left_behind_los_hit_as_threw,medium_big_time_throws,deep_thrown_aways,right_short_accuracy_percent,left_deep_turnover_worthy_plays,center_medium_bats,right_short_grades_pass,right_deep_spikes,left_deep_passing_snaps,center_medium_twp_rate,right_behind_los_passing_snaps,left_deep_qb_rating,right_deep_drop_rate,left_behind_los_drop_rate,left_medium_drop_rate,right_deep_attempts,left_deep_spikes,center_behind_los_dropbacks,right_deep_big_time_throws,medium_hit_as_threw,right_short_dropbacks,medium_def_gen_pressures,jersey_number,left_short_positive_epa_percent,left_short_attempts,center_deep_twp_rate,right_medium_avg_time_to_throw,left_behind_los_qb_rating,left_behind_los_dropbacks,deep_dropbacks,right_behind_los_scrambles,behind_los_interceptions,right_deep_drops,right_deep_yards,right_short_hit_as_threw,right_short_avg_depth_of_target,short_bats,right_deep_twp_rate,right_behind_los_pressure_to_sack_rate,deep_spikes,center_medium_spikes,behind_los_aimed_passes,right_behind_los_touchdowns,right_medium_pressure_to_sack_rate,medium_thrown_aways,short_sacks,center_behind_los_twp_rate,left_behind_los_attempts,short_aimed_passes,short_completions,right_short_pressure_to_sack_rate,medium_avg_depth_of_target,left_behind_los_positive_epa_percent,center_medium_attempts_percent,left_medium_touchdowns,center_short_bats,left_deep_avg_time_to_throw,center_behind_los_passing_snaps,center_short_yards,right_medium_btt_rate,right_medium_scrambles,medium_btt_rate,center_behind_los_btt_rate,center_short_avg_depth_of_target,left_medium_sacks,right_short_yards,left_medium_first_downs,right_medium_positive_epa_percent,left_short_big_time_throws,deep_turnover_worthy_plays,left_deep_bats,left_medium_turnover_worthy_plays,base_dropbacks,center_deep_drops,center_medium_avg_depth_of_target,center_behind_los_ypa,right_short_attempts,center_medium_completion_percent,right_short_sack_percent,left_behind_los_avg_depth_of_target,center_medium_epa,center_behind_los_sack_percent,medium_completions,medium_sack_percent,left_short_grades_pass,deep_btt_rate,left_short_accuracy_percent,short_twp_rate,short_passing_snaps,left_deep_sacks,short_scrambles,center_medium_turnover_worthy_plays,behind_los_drop_rate,right_behind_los_epa,right_medium_aimed_passes,short_accuracy_percent,player_game_count,short_btt_rate,right_short_touchdowns,center_short_completions,right_short_spikes,behind_los_first_downs,right_medium_def_gen_pressures,deep_pressure_to_sack_rate,medium_qb_rating,short_completion_percent,right_deep_attempts_percent,eligible_season,short_big_time_throws,behind_los_attempts,center_behind_los_yards,center_behind_los_bats,center_behind_los_qb_rating,right_deep_pressure_to_sack_rate,center_short_accuracy_percent,left_behind_los_bats,center_deep_passing_snaps,right_behind_los_hit_as_threw,medium_bats,right_medium_first_downs,medium_spikes,left_deep_thrown_aways,right_deep_epa,center_medium_hit_as_threw,left_behind_los_completion_percent,center_short_ypa,right_short_drop_rate,right_behind_los_accuracy_percent,left_short_yards,deep_accuracy_percent,right_behind_los_avg_depth_of_target,center_behind_los_thrown_aways,center_behind_los_attempts_percent,right_deep_first_downs,left_short_completions,deep_completion_percent,left_deep_positive_epa_percent,right_deep_sack_percent,behind_los_pressure_to_sack_rate,right_deep_touchdowns,left_behind_los_def_gen_pressures,left_behind_los_drops,deep_epa,left_deep_ypa,medium_touchdowns,left_medium_grades_pass,right_behind_los_spikes,medium_grades_pass,behind_los_passing_snaps,left_short_first_downs,center_short_passing_snaps,center_deep_accuracy_percent,right_deep_positive_epa_percent,right_medium_sack_percent,right_deep_qb_rating,right_short_completion_percent,right_behind_los_interceptions,behind_los_yards,center_behind_los_grades_pass,left_deep_dropbacks,center_behind_los_spikes,right_behind_los_aimed_passes,left_short_interceptions,right_medium_interceptions,left_behind_los_yards,center_deep_btt_rate,medium_first_downs,left_short_avg_depth_of_target,left_behind_los_ypa,short_attempts,right_medium_bats,left_behind_los_touchdowns,right_medium_dropbacks,short_turnover_worthy_plays,right_deep_thrown_aways,right_behind_los_drop_rate,right_short_qb_rating,medium_sacks,center_deep_attempts_percent,left_short_dropbacks,behind_los_drops,short_sack_percent,left_medium_spikes,left_medium_accuracy_percent,behind_los_completions,behind_los_sack_percent,left_deep_yards,left_short_aimed_passes,center_behind_los_completions,left_short_thrown_aways,left_short_sack_percent,center_short_thrown_aways,center_short_interceptions,short_avg_depth_of_target,left_deep_touchdowns,deep_yards,center_behind_los_turnover_worthy_plays,medium_ypa,left_medium_epa,left_deep_avg_depth_of_target,deep_first_downs,short_drop_rate,left_medium_bats,center_deep_spikes,center_short_hit_as_threw,left_medium_positive_epa_percent,center_deep_touchdowns,right_deep_ypa,right_short_big_time_throws,center_short_big_time_throws,short_positive_epa_percent,left_behind_los_avg_time_to_throw,right_deep_passing_snaps,right_short_twp_rate,center_medium_attempts,right_deep_avg_time_to_throw,center_deep_def_gen_pressures,behind_los_epa,right_medium_twp_rate,right_deep_aimed_passes,right_deep_scrambles,deep_big_time_throws,left_short_turnover_worthy_plays,center_short_touchdowns,right_medium_drops,left_deep_epa,short_ypa,medium_pressure_to_sack_rate,left_medium_thrown_aways,right_behind_los_avg_time_to_throw,behind_los_btt_rate,medium_avg_time_to_throw,center_deep_completion_percent,behind_los_avg_time_to_throw,right_medium_touchdowns,center_short_avg_time_to_throw,left_deep_aimed_passes,left_medium_yards,center_medium_touchdowns,center_short_drop_rate,left_short_twp_rate,penalties,right_behind_los_attempts_percent,right_deep_avg_depth_of_target,behind_los_sacks,center_deep_yards,short_dropbacks,left_deep_sack_percent,center_behind_los_avg_time_to_throw,behind_los_avg_depth_of_target,left_behind_los_epa,medium_twp_rate,left_short_def_gen_pressures,medium_turnover_worthy_plays,behind_los_twp_rate,left_behind_los_thrown_aways,left_short_bats,center_medium_drop_rate,right_deep_bats,medium_yards,center_deep_grades_pass,center_medium_passing_snaps,center_behind_los_first_downs,center_medium_interceptions,behind_los_grades_pass,left_short_hit_as_threw,deep_qb_rating,center_deep_bats,behind_los_ypa,right_short_interceptions,left_deep_interceptions,right_medium_sacks,right_behind_los_turnover_worthy_plays,team,right_medium_spikes,behind_los_hit_as_threw,left_medium_pressure_to_sack_rate,medium_dropbacks,deep_hit_as_threw,right_medium_completion_percent,short_epa,deep_drop_rate,declined_penalties,deep_scrambles,left_deep_completion_percent,right_short_epa,medium_attempts_percent,right_behind_los_completion_percent,left_medium_hit_as_threw,left_behind_los_pressure_to_sack_rate,right_short_def_gen_pressures,right_short_attempts_percent,center_short_aimed_passes,short_hit_as_threw,right_medium_turnover_worthy_plays,left_short_epa,center_behind_los_pressure_to_sack_rate,right_behind_los_ypa,deep_interceptions,left_medium_twp_rate,right_behind_los_big_time_throws,center_medium_sack_percent,center_deep_thrown_aways,short_thrown_aways,left_short_btt_rate,right_medium_accuracy_percent,position,short_def_gen_pressures,center_deep_dropbacks,center_medium_accuracy_percent,right_behind_los_yards,right_medium_attempts,left_medium_attempts,medium_accuracy_percent,left_medium_drops,left_short_avg_time_to_throw,medium_passing_snaps,center_short_epa,left_behind_los_passing_snaps,left_deep_pressure_to_sack_rate,deep_bats,left_medium_passing_snaps,left_medium_scrambles,right_deep_completion_percent,left_short_drops,left_deep_accuracy_percent,medium_positive_epa_percent,behind_los_turnover_worthy_plays,right_medium_epa,right_deep_dropbacks,deep_ypa,center_medium_completions,left_medium_avg_time_to_throw,left_short_sacks,left_behind_los_spikes,left_deep_def_gen_pressures,center_short_qb_rating,center_deep_interceptions,right_deep_completions,center_behind_los_sacks,deep_completions,left_medium_attempts_percent,short_yards,behind_los_qb_rating,right_short_sacks,right_behind_los_thrown_aways,base_attempts,center_short_spikes,center_behind_los_hit_as_threw,center_deep_turnover_worthy_plays,left_medium_sack_percent,behind_los_completion_percent,left_deep_attempts_percent,center_deep_big_time_throws,player,left_medium_avg_depth_of_target,behind_los_thrown_aways,center_medium_def_gen_pressures,short_avg_time_to_throw,left_deep_twp_rate,center_behind_los_epa,left_behind_los_big_time_throws,right_medium_yards,right_medium_drop_rate,center_medium_big_time_throws,franchise_id,left_short_completion_percent,left_short_drop_rate,left_behind_los_scrambles,left_medium_btt_rate,right_deep_hit_as_threw,behind_los_bats,short_first_downs,left_deep_attempts,right_behind_los_attempts,right_deep_sacks,left_behind_los_attempts_percent,behind_los_big_time_throws,center_deep_pressure_to_sack_rate,left_medium_big_time_throws,right_behind_los_bats,left_medium_def_gen_pressures,right_deep_turnover_worthy_plays,left_short_spikes,left_medium_aimed_passes,left_behind_los_twp_rate,short_grades_pass,right_short_drops,right_short_avg_time_to_throw,right_medium_thrown_aways,center_short_sack_percent,right_short_passing_snaps,center_short_def_gen_pressures,center_medium_positive_epa_percent,medium_drops,center_medium_aimed_passes,center_short_sacks,deep_attempts_percent,center_behind_los_def_gen_pressures,left_short_passing_snaps,center_medium_grades_pass,center_deep_avg_time_to_throw,behind_los_positive_epa_percent,center_short_completion_percent,left_deep_hit_as_threw,center_short_grades_pass,left_short_attempts_percent,left_deep_scrambles,right_short_completions,center_behind_los_aimed_passes,right_short_scrambles,center_medium_qb_rating,deep_avg_time_to_throw,left_deep_drops,right_behind_los_def_gen_pressures,center_deep_positive_epa_percent,center_deep_hit_as_threw,short_spikes,right_behind_los_completions,center_behind_los_drop_rate,short_drops,deep_aimed_passes,right_medium_avg_depth_of_target,short_pressure_to_sack_rate,center_deep_qb_rating,left_medium_completions,center_deep_sacks,left_deep_big_time_throws,center_medium_first_downs,center_medium_dropbacks,right_deep_def_gen_pressures,left_short_touchdowns,medium_drop_rate,player_id,left_medium_ypa,right_medium_passing_snaps,center_short_scrambles,left_behind_los_turnover_worthy_plays,center_medium_yards,center_deep_epa,left_medium_interceptions,right_deep_interceptions,medium_completion_percent,right_behind_los_grades_pass,deep_positive_epa_percent,behind_los_accuracy_percent,center_deep_scrambles,center_short_twp_rate,behind_los_touchdowns,left_medium_qb_rating,right_medium_completions,right_behind_los_drops,left_behind_los_first_downs,short_qb_rating,center_medium_btt_rate,left_deep_grades_pass
100,0,67,0,51.5,27,23,71.1,0,21.1,0,96.7,11.3,0,7,5,0,126,3,0,140,0,5,62,0,0,40.3,6,2,52.2,15,77,71,15,80,3,0,0,0,9.9,16.7,6.3,25.9,24.5,1,0,1,0,2,163,0,0,6,94.8,0,23,5,2,0,0,7.1,124.6,86,2017,33,17,0,17,1.4,48.1,70.4,87.9,0,0,69,163,0.46,5.9,12.3,126,39.1,0,90.9,0,0,KC,14,3,30,54,0,66.3,32.4,36.8,0,-3.2,43.8,0,3.22,0,0,5.7,0,7,0,79.7,2,0,73.5,0,19,7.7,34,91.1,0,10,0,23,0,77,7,0,69,51,15,57.6,59,12.5,3.53,100.8,30,54,0,0,0,314,0,4.3,0,11.1,0,0,0,140,0,0,0,0,0,30,291,228,0,14,53.3,9.2,1,0,3.03,81,1144,6.7,0,5.2,0,3.9,0,407,12,54.8,0,7,0,1,770,0,13.8,4.8,69,65.6,0,-2.4,0.57,0,77,0,75.6,25.8,81.4,0,306,0,0,5,5.3,-0.11,42,81.4,19,0.3,3,128,0,37,18,0,98.5,78.4,3.5,2017,1,140,372,0,91.1,0,82.2,0,16,0,0,23,0,0,0.5,0,90,7,1.8,90.9,421,31.5,-2.8,0,11.6,9,46,29.6,31.3,0,0,2,3,3,0.14,11.9,9,67.3,0,78.5,145,29,174,13.3,39.1,0,97.6,78.3,0,691,71.5,16,0,33,0,2,166,12.5,74,4.1,5.5,291,0,1,42,0,0,3.3,105.7,0,2.3,59,7,0,0,52.2,126,0,190,59,70,0,0,0,2,4,3,589,0,10.8,0.41,31.4,16,3.8,0,0,0,52.2,1,13.7,1,0,65.6,1.6,27,0,61,3.44,6,0.04,6.7,23,0,16,0,6,2,0.22,6.8,0,0,1.94,0,3.24,13.3,1.76,3,2.34,16,191,5,4.5,0,0,5,27.8,0,85,291,0,1.74,-2.9,0.09,6.7,19,9,0,0,0,7,0,1355,54.3,65,22,4,73.1,0,78.7,0,4.9,0,1,0,0,KC,0,0,0,126,0,59.5,0.36,5.9,0,0,31.3,0.32,19,87.9,0,0,11,10.4,163,0,3,0.48,0,4.6,4,4.2,0,0,0,0,0,64.3,QB,59,15,70.5,153,42,23,65.1,0,2.55,134,0.33,30,0,0,24,0,39.1,2,37.5,59.5,0,0.33,23,10.9,40,2.76,0,0,3,103.1,2,9,0,16,3.5,1972,92,0,0,664,0,0,2,0,90,2.4,2,Patrick Mahomes,14,0,26,2.41,10.5,0.08,0,414,7.4,2,16,78,4.2,0,8.3,0,0,119,16,33,0,4.5,0,0,2,0,7,3,0,23,0,85.3,1,2.47,0,0,71,29,65.6,5,61,0,8.1,9,61,79.9,3.57,50,78.5,0,84.9,8.9,0,54,77,0,108,3.35,1,5,20,0,0,29,4.1,9,54,14.4,0,33.3,12,0,7,39,61,8,5,6.1,11765,8.3,45,0,0,750,-0.51,1,1,61.1,66.5,31.5,95,0,0,2,76.5,25,1,10,108.1,3.1,94.9
100,0,48,0,40,16,20,90.2,0,19.7,1,116.6,7.8,0,3,10,0,125,2,1,117,0,10,64,0,0,30.4,4,3,65,12,60,57.5,12,91.7,1,0,0,0,9.9,0,5.6,26.1,23.6,2,0,0,0,3,140,0,0,7,95,25,26,9,2,0,0,6.9,104.7,84.5,2024,40,10,0,27,0,55,67.7,88.2,2,0,73,140,0.6,6.6,10.9,125,42.1,0,91.7,0,0,WAS,10,6,17,57,0,61.4,32.2,25,0,-3.8,41.9,0,2.92,0,0,9.3,0,7,0,80.8,0,0,69.2,0,28,2.6,41,108.7,12.5,5.9,18.8,19,0,60,6,0,73,29,05,61.1,36,30.8,3.12,128.9,17,57,0,1,1,330,0,4.2,0,4.3,0,0,0,117,0,0,0,0,0,17,249,195,0,13.6,47.1,12.1,3,0,3.02,61,852,2.7,0,5.1,0,4.7,0,484,12,63.6,0,5,0,0,736,1,13.5,6.3,73,68.1,0,-3.5,0.73,0,83,0,69.1,23.4,86.1,1.1,262,0,0,2,2.7,-0.26,33,80.7,20,0,1,107,0,24,9,0,122.4,78.3,3.2,2024,0,117,377,0,85.9,0,79.3,0,13,0,0,19,0,0,0.82,0,94.1,6.1,3.4,92.5,249,38.6,-3.4,0,10.1,7,31,35.1,38.5,0,0,3,1,1,0.45,13.6,12,94.5,0,96,120,18,142,33.3,36.8,0,102.5,78.1,0,722,70.2,26,0,40,0,0,174,15.4,76,4.7,10.2,249,0,1,33,3,0,0,93.2,0,2,36,3,0,0,80,108,0,354,36,55,0,0,0,1,4.5,3,795,0,10.3,0.54,30.7,20,3,0,0,0,65,1,17.4,0,0,60.2,1.98,23,1.3,72,3.54,5,-0.08,0,19,0,15,0,8,2,0.57,6.4,0,0,1.8,0,3,25,1.77,2,2.37,26,175,7,3.6,0,0,6.7,35.4,0,111,249,0,1.7,-3.6,0.32,1.5,4,2,0,0,0,10.9,0,1288,40.7,77,12,3,72.6,0,93.8,0,6.2,1,1,0,0,WAS,0,0,0,125,0,63.6,0.32,9.1,0,0,38.5,0.24,21,92.5,0,0,16,12.3,140,0,0,0.49,0,4.3,4,0,0,0,0,0,0,69.7,QB,56,12,76.4,171,33,20,75.2,3,2.39,136,0.31,18,0,0,22,0,36.8,0,38.5,65.6,0,0.37,19,13.9,49,3.08,0,0,11,107.2,2,7,0,20,3.4,1585,91.7,0,0,594,0,0,4,0,92.3,4.4,2,Jayden Daniels,14.3,0,14,2.41,0,-0.07,0,327,8.7,4,32,86.1,0,0,9.1,0,0,92,26,40,0,2.9,0,0,2,0,6,1,0,20,0,71.7,2,2.51,0,0,79,36,66.7,11,72,0,9.6,5,41,93.4,3.86,48.7,76.4,0,69.1,6.1,0,57,60,0,119.3,3.37,0,4,25,0,0,37,3.5,6,57,13.2,0,53.8,13,0,7,45,72,11,1,11.7,97993,8.8,37,0,0,786,-0.38,0,1,66.4,69.4,35.1,94.9,0,1.4,1,132.3,21,0,3,103.2,5.2,91
100,0,62,0,47.1,23,41,75.9,0,12.6,0,89.4,4.5,0,2,8,0,145,4,0,82,0,8,66,1.6,0,27.9,10,8,63.4,14,42,65.8,14,69.2,3,0,0,0,6.9,0,5.7,24.2,27,1,0,1,0,8,176,0,0,9,97.6,0,27,7,3,0,0,6,112.1,114.2,2020,17,14,0,23,0,40.5,69.5,93.4,2,0,73,176,0.62,6.8,12.5,145,33.3,0,88.1,0,0,CIN,19,4,23,55,0,65.9,29.4,33.3,0,-3.1,50.6,0,2.91,0,0,22.1,0,14,0,84.9,0,0,86.3,0,18,2.9,17,133,12.5,0,3.7,24,0,42,8,0,73,62,09,69.1,81,6.7,3.18,86.6,23,55,0,1,1,222,0,4,0,6.1,0,0,0,82,2,0,0,0,0,23,330,274,0,13.3,56.5,10.3,2,0,3.11,44,1216,7.1,0,9,0,4.4,0,500,25,45.9,1,3,0,1,725,0,13.2,4.4,73,65.7,0,-3,0.8,0,88,0,92.3,30.3,86.4,0.6,344,0,0,2,6.3,-0.2,37,87.3,17,1.2,4,146,0,25,19,0,117.8,83,3.7,2020,4,82,184,0,92.9,0,88.6,0,15,0,0,18,0,0,-0.14,0,100,6.9,3.2,94.1,483,43.6,-3.2,0,6.4,7,68,41.8,47.1,0,0,3,5,0,0.49,14.9,12,85.1,0,93.4,84,30,185,57.1,29.2,0,70.5,82.2,1,428,71.8,17,0,17,0,0,110,40,86,4.3,4.8,330,0,0,37,2,0,6.3,113.5,0,2.1,81,5,0,0,65.9,75,0,253,81,37,0,0,0,3,4.3,3,784,0,10.4,0.53,30.1,23,4.9,0,0,0,61,3,9.3,0,3,66.7,2.05,33,0,67,2.67,8,-0.12,2.4,24,0,20,0,10,2,0.8,6.7,0,0,2.13,0,2.95,57.1,2.03,2,2.3,17,416,8,6.4,0,0,2.6,29.8,0,309,330,0,1.98,-3.1,0.08,2.6,4,4,0,0,0,8.3,0,1507,97,69,11,2,74.2,0,105.9,0,5.2,0,0,0,0,CIN,0,0,0,145,0,48.6,0.32,4.2,0,0,47.1,0.36,22.2,88.2,0,0,12,11.2,176,0,1,0.48,0,7.9,3,2.3,0,0,0,0,1.2,54.1,QB,52,14,71.6,134,37,41,65.5,1,2.17,155,0.24,23,0,0,44,0,29.2,2,47.1,58.6,0,0.41,24,14.3,44,2.82,0,0,6,107.3,1,7,0,23,6.3,2199,95.5,0,0,652,0,0,1,0,91.5,2.6,6,Joe Burrow,13.5,0,27,2.3,0,-0.2,0,255,10,5,7,84,2.9,0,13.6,0,0,119,17,17,0,3.5,0,0,6,0,16,2,0,41,0,93.5,2,2.44,0,0,77,36,64.2,7,67,0,8.4,8,82,94.9,3.26,46.3,83,0,90.4,12.4,0,60,42,0,135.9,2.95,0,1,57.1,0,0,15,9.8,14,55,13.4,0,111.6,26,0,6,43,67,9,5,7.4,28022,10.1,42,0,0,836,1.2,0,2,60.7,68.6,41.8,97.6,0,1.1,3,113.5,18,1,7,109.8,7.2,93.9
95,0,38,0,41.7,19,19,89.9,0,16.5,1,106.9,12.5,0,2,9,0,144,2,0,98,0,9,72,0,0,28.1,6,10,42.1,27,54,52.7,27,71.7,6,0,0,0,9.2,0,7.6,22.2,19.1,4,0,0,0,10,113,0,0,4,92.6,9.1,25,4,4,0,0,5.9,97.7,87.8,2023,24,18,0,28,0,31.5,65.9,75.9,2,0,74,113,0.65,6,11.5,144,34.6,0,88.9,0,0,HST,9,3,20,70,0,48.7,28.8,38.9,0,-3.9,40.8,0,2.86,0,0,13.3,0,9,0,74.3,1,0,67.7,0,18,2.3,25,93.4,33.3,0,11.1,26,0,54,6,0,74,55,07,54.5,55,22.2,3.66,90.4,20,70,0,0,3,175,0,4.1,0,7.4,0,0,0,98,0,0,0,0,0,20,242,174,0,14.4,45,13.5,0,0,3.74,55,687,12.2,0,5.7,0,4.9,0,444,8,62.2,0,9,0,1,702,1,14,4.6,74,67.5,0,-3.4,0.81,0,90,0,60.4,25,78.2,1.6,256,0,0,2,3.3,-0.24,45,76.4,19,0,4,81,0,16,24,0,109.4,71.9,4.4,2023,0,98,247,0,85.7,0,77,0,27,0,0,24,0,0,-0.31,0,95,6.1,3.6,91.7,322,41.4,-2.8,0,9.1,6,40,35.7,52.9,0,0,1,5,0,0.06,18.5,8,54.8,0,92.3,100,24,119,40.7,23.1,0,51.9,71.6,0,483,67.7,17,0,24,1,0,114,18.5,83,4.5,5.7,242,0,0,45,4,0,4.5,104.8,0,4.6,55,3,0,0,47.4,88,0,314,55,48,0,0,0,3,4.6,1,849,0,10.2,-0.02,31.9,25,5.9,0,0,0,42.1,2,6.7,0,0,51.2,2.22,27,1.3,80,3.74,11,-0.18,4.1,26,0,18,1,2,1,0.76,6,0,0,2.58,0,3.16,37,2.14,2,2.34,17,138,6,6.9,1.8,0,4,27.4,0,360,242,0,1.92,-3.6,0.09,3.2,7,5,0,0,0,5.3,0,1469,51.6,86,8,2,69.5,0,61.8,0,4.9,0,1,0,0,HST,0,0,0,144,0,62.2,0.16,13.8,0,0,52.9,0.3,24.3,87.5,0,0,25,12.5,113,0,2,0.23,0,5.1,7,4.5,0,0,0,0,0,64.4,QB,55,27,71.3,122,45,19,66,1,2.47,157,0.03,20,0,0,22,0,23.1,3,52.9,61.8,0,0.64,26,12.1,54,3.23,0,0,7,82,5,6,0,25,3.2,1453,87.2,0,0,593,0,0,6,0,89.8,2.9,5,C.J. Stroud,15.1,0,22,2.5,5.6,-0.25,0,412,3.4,3,13,72.7,7,0,0,0,0,87,17,24,0,3.4,0,0,0,0,9,2,0,19,0,73.6,2,2.78,0,0,80,23,66.3,5,80,0,11.8,6,57,93.4,3.6,36.7,71.7,0,78.5,9.3,0,53,54,0,120.8,3.68,0,7,37,0,0,21,4,11,70,14.7,0,70.1,8,0,7,51,80,10,3,5.3,129759,7.3,49,0,0,919,-0.01,0,1,62.5,66.7,35.7,92.9,0,1.7,0,67.4,28,1,4,92.5,3.5,93.1
93.8,0,40,0,42.9,30,20,62.1,0,17.6,0,100.2,9.8,0,0,6,0,99,0,0,99,0,6,82,0,0,28.2,5,6,35,18,53,63.2,18,50.1,1,0,0,0,10,0,5.5,12.5,19.2,1,0,1,0,6,108,0,0,6,96.2,14.3,23,4,1,0,0,5.6,100.6,89.3,2024,14,7,0,27,1.4,43.4,68,56.4,1,0,68,108,0.46,5.9,8.9,99,26.7,0,96.2,0,0,CHI,7,2,32,75,0,61.1,27,23.3,0,-3.9,41.1,0,2.95,0,0,9.6,0,6,0,85.3,4,0,82.3,0,30,5.6,16,30.9,0,0,22.2,30,0,53,4,0,68,28,18,63.6,55,5,3.54,98.2,32,75,0,0,0,232,0,4.1,0,9.4,0,0,0,99,0,0,0,0,0,32,231,187,0,14.1,40.6,8.5,0,0,3.02,57,760,2.9,0,5.4,0,4.5,0,401,6,54.8,1,8,0,0,682,1,14.1,7.2,68,54.2,0,-3,0.58,0,50,0,69,19.5,89.1,1.6,251,0,0,3,0,-0.19,31,87,17,0.8,3,89,0,23,11,0,96.7,81,5.3,2024,2,99,380,0,102.8,0,87,0,20,0,0,17,0,0,-0.16,0,93.8,7,8.6,92.9,308,28,-2.7,0,9.4,8,45,26.7,22.2,0,0,2,0,0,-0.27,7.4,5,73,0,74.7,108,20,116,38.9,26.7,0,67.6,77.9,0,618,69.1,27,0,14,1,0,162,25,45,4.6,5.1,231,0,1,31,4,0,0,105.9,0,3.2,55,0,0,0,45,94,0,201,55,51,0,0,0,0,4.4,1,606,0,8.6,-0.24,28.7,20,7,0,0,0,35,3,7.7,1,0,62.3,1.6,32,0,48,3.28,6,-0.04,2.9,30,0,16,3,1,0,-0.75,6.4,0,0,1.63,0,3.15,33.3,1.71,1,2.6,27,111,4,5.3,4.9,0,2.5,24.7,0,173,231,0,1.79,-3.4,-0.21,3.6,8,4,0,0,0,7.1,0,848,74.1,54,15,0,69.4,0,59.6,0,6.2,0,3,0,0,CHI,0,0,0,99,0,54.8,0.35,4.8,0,0,22.2,0.25,17.6,92.9,0,,18,12.1,108,0,1,0.29,0,5.4,5,0,0,0,0,0,1.6,54.8,QB,45,18,58.3,76,31,20,54.5,2,2.26,111,0.46,35,0,0,22,0,26.7,4,22.2,49.5,0,0.72,30,8.1,26,3.05,0,0,9,99.1,1,8,0,20,3.6,1469,99.4,0,0,562,0,0,1,0,94.9,4.8,5,Caleb Williams,13.8,0,13,2.5,13.3,0.1,0,310,0,5,6,81.8,8.2,0,0,0,0,83,27,14,0,5.7,0,0,0,0,4,3,0,20,0,80.5,5,2.54,0,0,74,19,52.1,4,48,0,13.3,6,61,77,3.73,42.4,82.4,0,75.4,9.8,0,53,53,0,112.1,3.29,0,1,27.8,0,0,13,0,14,75,14.2,0,86.3,7,0,7,22,48,12,3,7.4,144622,5.6,35,0,0,427,0.25,0,1,50.5,60.6,25.3,94.9,0,0.9,2,54.4,17,0,4,101.5,9.3,52.2
