teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,teamIsHomeTeam,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingTouchdownsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingRunPassOptionPercentage
9,Dallas,Cowboys,NYG,NFC,NFC East,Open,Open,Cover 6,17,36,36,0.8055555555555556,27,0.75,0.7714285714285715,0.030858350400000067,302,8.38888888888889,0.5165562913907285,7.138888888888889,286,1,No,No,14,0.3888888888888889,-0.02174444444444444,No,0.16666666666666666,5,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.5,0.19444444444444445,0.6944444444444444,2.9555555555555557,2.707142857142857,8.11111111111111,88,No,Yes,13,,,,,,,,,,,,,,,
2,Atlanta,Falcons,NO,NFC,NFC South,Open,Open,Cover 6,17,46,34,0.8823529411764706,26,0.7647058823529411,0.8235294117647058,0.06831361855882356,262,7.705882352941177,0.37404580152671757,5.85,214,,No,Yes,18,0.391304347826087,0.12825108695652174,Yes,0.11764705882352941,1,0.029411764705882353,,0.058823529411764705,0.6470588235294118,0.11764705882352941,0.6470588235294118,2.638235294117647,2.738888888888889,6.294117647058823,107.7,No,Yes,9,True,-2,0.058823529411764705,1,6,3,-48,0.13043478260869565,3.6,5.266666666666667,,,,,
26,Philadelphia,Eagles,WAS,NFC,NFC East,Open,Open,Cover 6,17,134,119,0.7647058823529411,71,0.5966386554621849,0.7256637168141593,0.012195056530973414,878,7.378151260504202,0.4293849658314351,6.214285714285714,1153,2,No,Yes,54,0.40298507462686567,0.06652462686567162,No,0.16806722689075632,23,0.19327731092436976,0.025210084033613446,0.07563025210084033,0.6470588235294118,0.13445378151260504,0.5714285714285714,2.7714285714285714,2.696296296296296,10.25438596491228,81.1,No,No,37,True,168,0.09243697478991597,2,7,2,-45,0.05223880597014925,5.585714285714286,5.2625,2,2,3,5,0.014925373134328358
7,Cincinnati,Bengals,CLV,AFC,AFC North,Open,Open,Cover 6,17,104,93,0.7849462365591398,65,0.6989247311827957,0.7931034482758621,0.026218936218390887,729,7.838709677419355,0.6008230452674898,7.091836734693878,586,2,No,No,41,0.3942307692307692,0.0414048076923077,No,0.13978494623655913,8,0.08602150537634409,,0.03225806451612903,0.5268817204301075,0.13978494623655913,0.5913978494623656,2.8623655913978494,2.778048780487805,6.659090909090909,98.4,No,Yes,29,True,13,0.043010752688172046,4,5,2,-24,0.04807692307692308,4.42,5.6499999999999995,2,4,1,8,0.038461538461538464
8,Cleveland,Browns,CIN,AFC,AFC North,Open,Open,Cover 6,15,27,25,0.88,22,0.88,0.9166666666666666,0.13680980683333321,232,9.28,0.5517241379310345,9.592592592592593,136,,No,No,4,0.14814814814814814,-0.12991666666666665,No,0.08,3,0.12,,0.12,0.52,0.32,0.76,2.316,2.1,5.666666666666667,132,No,Yes,6,,,,2,2,,-13,0.07407407407407407,2.65,,1,,1,,0.1111111111111111
32,Washington,Commanders,PHI,NFC,NFC East,Open,Open,Cover 6,16,60,49,0.6938775510204082,27,0.5510204081632653,0.7674418604651163,0.02985198097674424,287,5.857142857142857,0.5435540069686411,3.3333333333333335,363,1,No,Yes,28,0.4666666666666667,0.15466749999999999,No,0.1836734693877551,5,0.10204081632653061,,0.061224489795918366,0.6122448979591837,0.10204081632653061,0.5918367346938775,2.789795918367347,2.525,8.44186046511628,63.9,No,No,13,,30,0.12244897959183673,,8,2,-52,0.13333333333333333,3.55,5.3999999999999995,1,4,2,4,0.03333333333333333
16,Kansas City,Chiefs,LV,AFC,AFC West,Open,Open,Cover 6,17,41,34,0.7941176470588235,24,0.7058823529411765,0.8064516129032258,0.022353666193548283,236,6.9411764705882355,0.6313559322033898,5.972972972972973,189,,Yes,No,10,0.24390243902439024,-0.021358536585365857,Yes,0.11764705882352941,5,0.14705882352941177,,0.058823529411764705,0.7058823529411765,0.029411764705882353,0.6764705882352942,2.429411764705882,2.68,5.90625,89.8,No,No,7,,3,0.029411764705882353,,3,2,-15,0.07317073170731707,2.9,4.75,,2,,2,0.07317073170731707
29,San Francisco,49ers,SEA,NFC,NFC West,Open,Open,Cover 6,16,74,66,0.8181818181818182,48,0.7272727272727273,0.8387096774193549,0.11983863406451623,561,8.5,0.40819964349376114,7.271428571428571,578,1,No,No,27,0.36486486486486486,0.03234729729729728,No,0.09090909090909091,9,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.5757575757575758,0.16666666666666666,0.5454545454545454,2.7363636363636363,2.8481481481481485,9.174603174603174,96.8,No,Yes,26,True,74,0.06060606060606061,1,4,2,-27,0.05405405405405406,3.375,5.525,1,2,1,7,0.05405405405405406
1,Arizona,Cardinals,LA,NFC,NFC West,Closed,Open,Cover 6,17,40,36,0.8055555555555556,26,0.7222222222222222,0.8285714285714286,0.050293158885714284,230,6.388888888888889,0.43478260869565216,5.7894736842105265,200,,Yes,No,11,0.275,-0.0160825,No,0.16666666666666666,1,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.5833333333333334,0.08333333333333333,0.6666666666666666,2.45,2.409090909090909,5.714285714285714,88.9,No,Yes,10,,-4,0.08333333333333333,,2,,-10,0.05,3.3,4.25,,,1,,
4,Buffalo,Bills,NYJ,AFC,AFC East,Open,Open,Cover 6,17,65,57,0.7192982456140351,37,0.6491228070175439,0.7959183673469388,0.06921182140816318,467,8.192982456140351,0.4004282655246253,6.163934426229508,399,2,No,No,22,0.3384615384615385,0.012779230769230748,No,0.14035087719298245,6,0.10526315789473684,0.03508771929824561,0.05263157894736842,0.5964912280701754,0.07017543859649122,0.5263157894736842,2.7280701754385963,2.727272727272727,7.823529411764706,81.5,No,Yes,19,True,11,0.03508771929824561,1,4,2,-21,0.06153846153846154,4.05,5.4,1,4,3,3,
6,Chicago,Bears,GB,NFC,NFC North,Open,Open,Cover 6,14,19,18,0.6111111111111112,10,0.5555555555555556,0.7142857142857143,0.006111631928571448,111,6.166666666666667,0.21621621621621623,1.8421052631578947,146,2,No,No,9,0.47368421052631576,0.047439473684210566,No,0.16666666666666666,3,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.5555555555555556,0.05555555555555555,0.4444444444444444,3.183333333333333,2.933333333333333,9.733333333333333,53,No,Yes,5,True,,,1,1,,-6,0.05263157894736842,3.3,,1,2,1,,
5,Carolina,Panthers,TB,NFC,NFC South,Open,Open,Cover 6,17,86,77,0.7662337662337663,54,0.7012987012987013,0.7808219178082192,0.05625952054794514,656,8.519480519480519,0.4557926829268293,7.025974025974026,751,3,Yes,No,34,0.3953488372093023,0.041885465116279046,No,0.18181818181818182,11,0.14285714285714285,0.03896103896103896,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.6883116883116883,2.8636363636363638,2.847058823529412,10.287671232876713,84.1,No,Yes,27,,7,0.03896103896103896,1,,,,,,5.355555555555556,1,2,2,6,0.023255813953488372
24,New York,Giants,DAL,NFC,NFC East,Open,Open,Cover 6,16,23,21,0.8571428571428571,16,0.7619047619047619,0.9473684210526315,0.18977549431578944,201,9.571428571428571,0.38308457711442784,9.681818181818182,140,,No,No,10,0.43478260869565216,0.06485652173913042,No,0.047619047619047616,1,0.047619047619047616,,0.047619047619047616,0.6190476190476191,,0.6190476190476191,2.9238095238095236,2.73,7.368421052631579,121.3,No,Yes,9,True,9,0.09523809523809523,1,1,1,-8,0.043478260869565216,3.6,7.4,,2,,3,
10,Denver,Broncos,LAC,AFC,AFC West,Open,Open,Cover 6,17,75,64,0.71875,38,0.59375,0.6779661016949152,-0.03256531377966099,396,6.1875,0.36363636363636365,5.169014084507042,645,,No,No,29,0.38666666666666666,0.059157333333333305,No,0.203125,10,0.15625,,0.046875,0.6875,0.046875,0.59375,2.8,2.6379310344827585,10.75,77.3,Yes,Yes,12,True,-1,0.03125,,7,1,-29,0.09333333333333334,3.9285714285714284,5.075,,4,,3,0.013333333333333334
