teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,teamIsHomeTeam,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingTouchdownsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingRunPassOptionPercentage
14,Indianapolis,Colts,HST,AFC,AFC South,Open,Open,Cover 6,16,52,46,0.8043478260869565,32,0.6956521739130435,0.8372093023255814,0.11651441997674428,407,8.847826086956522,0.44226044226044225,8.145833333333334,374,,No,No,18,0.34615384615384615,0.06435961538461539,No,0.10869565217391304,5,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.6521739130434783,0.10869565217391304,0.6521739130434783,2.4217391304347826,2.3666666666666667,8.311111111111112,96.9,No,Yes,19,,34,0.08695652173913043,,2,1,-16,0.038461538461538464,2.8499999999999996,4.85,1,1,,2,0.019230769230769232
27,Pittsburgh,Steelers,BLT,AFC,AFC North,Closed,Open,Cover 6,16,40,37,0.8378378378378378,29,0.7837837837837838,0.8108108108108109,0.0558493381621622,373,10.08108108108108,0.5067024128686327,11.702702702702704,265,,No,No,8,0.2,-0.08730875,No,0.10810810810810811,3,0.08108108108108109,,,0.7567567567567568,0.05405405405405406,0.7297297297297297,2.3756756756756756,2.5125,7.162162162162162,135.7,No,Yes,13,True,13,0.02702702702702703,3,,,,,,3.9,1,,,,
28,Seattle,Seahawks,SF,NFC,NFC West,Open,Open,Cover 6,16,122,104,0.8076923076923077,76,0.7307692307692307,0.826530612244898,0.04147244240816317,858,8.25,0.5990675990675991,6.228070175438597,523,2,No,No,42,0.3442622950819672,0.05413360655737707,No,0.1346153846153846,6,0.057692307692307696,0.04807692307692308,0.028846153846153848,0.5480769230769231,0.2403846153846154,0.6634615384615384,2.548076923076923,2.4976190476190476,5.434343434343434,89.3,No,Yes,31,,33,0.04807692307692308,,10,4,-58,0.08196721311475409,3.55,3.475,,2,3,4,0.02459016393442623
17,Los Angeles,Rams,ARZ,NFC,NFC West,Closed,Open,Cover 6,17,55,48,0.6666666666666666,27,0.5625,0.6304347826086957,-0.0324877678695652,286,5.958333333333333,0.38461538461538464,2.923076923076923,580,3,Yes,No,27,0.4909090909090909,0.15282,No,0.2708333333333333,14,0.2916666666666667,0.10416666666666667,0.0625,0.6041666666666666,0.1875,0.4791666666666667,2.8208333333333333,2.4962962962962965,12.608695652173912,54.7,No,Yes,12,True,5,0.041666666666666664,1,4,1,-19,0.07272727272727272,3.65,5.7,2,1,1,4,0.01818181818181818
31,Tennessee,Titans,JAX,AFC,AFC South,Open,Open,Cover 6,17,71,57,0.8070175438596491,41,0.7192982456140351,0.7777777777777778,0.05671799025925928,447,7.842105263157895,0.43400447427293065,7.107692307692307,491,,No,No,27,0.38028169014084506,0.08430845070422537,No,0.12280701754385964,9,0.15789473684210525,,0.03508771929824561,0.631578947368421,0.08771929824561403,0.631578947368421,2.712280701754386,2.659259259259259,8.767857142857142,118.1,No,Yes,19,,10,0.017543859649122806,4,8,1,-65,0.11267605633802817,3,5.233333333333333,3,1,,3,0.014084507042253521
30,Tampa Bay,Buccaneers,CAR,NFC,NFC South,Open,Open,Cover 6,16,28,23,0.782608695652174,15,0.6521739130434783,0.7391304347826086,-0.015760745086956462,197,8.565217391304348,0.4467005076142132,6.962962962962963,178,,Yes,No,8,0.2857142857142857,-0.009835714285714265,No,0.17391304347826086,1,0.043478260869565216,,0.043478260869565216,0.6521739130434783,0.08695652173913043,0.6521739130434783,2.6608695652173915,2.5749999999999997,7.739130434782608,106.6,No,Yes,8,True,27,0.08695652173913043,1,4,1,-29,0.14285714285714285,3.925,3.7,1,,,1,0.03571428571428571
22,New England,Patriots,MIA,AFC,AFC East,Open,Open,Cover 6,14,14,12,1,10,0.8333333333333334,0.9166666666666666,0.09269377941666657,59,4.916666666666667,0.4745762711864407,1.1666666666666667,39,1,No,Yes,2,0.14285714285714285,-0.06289999999999998,Yes,,,,,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.5833333333333334,1.9666666666666668,2.8,3.25,52.4,No,No,2,True,3,0.08333333333333333,,,,,,,6.050000000000001,,,,1,
20,Miami,Dolphins,NE,AFC,AFC East,Open,Open,Cover 6,16,35,29,0.8620689655172413,21,0.7241379310344828,0.8518518518518519,0.0848796611851852,195,6.724137931034483,0.5692307692307692,6.1875,178,,No,Yes,17,0.4857142857142857,0.11053714285714286,Yes,0.06896551724137931,3,0.10344827586206896,,,0.5517241379310345,0.10344827586206896,0.6206896551724138,3.1999999999999997,2.476470588235294,6.592592592592593,101.9,No,No,11,,15,0.06896551724137931,1,3,1,-17,0.08571428571428572,4.166666666666667,5.333333333333333,,2,,5,0.02857142857142857
12,Green Bay,Packers,MIN,NFC,NFC North,Closed,Open,Cover 6,17,95,83,0.8313253012048193,56,0.6746987951807228,0.7875,0.013523972399999917,523,6.301204819277109,0.48565965583174,5.534090909090909,466,,No,Yes,35,0.3684210526315789,0.0570694736842105,No,0.13253012048192772,4,0.04819277108433735,0.024096385542168676,0.024096385542168676,0.6024096385542169,0.10843373493975904,0.6144578313253012,2.6409638554216865,2.56,5.753086419753086,84.6,No,Yes,26,,27,0.08433734939759036,,5,,-36,0.05263157894736842,3.1,5.171428571428572,1,2,1,,0.010526315789473684
3,Baltimore,Ravens,PIT,AFC,AFC North,Closed,Open,Cover 6,16,74,61,0.7540983606557377,42,0.6885245901639344,0.8490566037735849,0.09988217390566034,366,6,0.49453551912568305,3.4696969696969697,409,3,No,No,32,0.43243243243243246,0.10836418918918919,No,0.11475409836065574,7,0.11475409836065574,0.06557377049180328,0.03278688524590164,0.5737704918032787,0.11475409836065574,0.639344262295082,2.8540983606557377,2.815625,7.574074074074074,69.4,No,Yes,13,,48,0.04918032786885246,1,5,2,-22,0.06756756756756757,4.82,4.9625,1,5,2,4,0.02702702702702703
25,New York,Jets,BUF,AFC,AFC East,Open,Open,Cover 6,15,12,10,0.9,8,0.8,0.8,0.07685376399999999,67,6.7,0.4626865671641791,7.2727272727272725,94,,No,No,4,0.3333333333333333,0.0868125,No,0.1,2,0.2,,0.2,0.8,0.1,0.9,2.29,2.875,9.4,127.9,No,Yes,4,,,,1,1,1,-7,0.08333333333333333,3.6,5.9,1,,,1,0.25
18,Los Angeles,Chargers,DEN,AFC,AFC West,Open,Open,Cover 6,17,48,40,0.75,24,0.6,0.7567567567567568,0.055448849351351415,287,7.175,0.43902439024390244,4.217391304347826,379,2,No,No,27,0.5625,0.23260416666666664,No,0.175,6,0.15,0.05,0.025,0.575,0.125,0.6,2.87,2.7111111111111112,10.243243243243244,69.5,Yes,Yes,10,,26,0.1,1,6,2,-23,0.125,3.4,4.6,2,2,1,1,0.020833333333333332
15,Jacksonville,Jaguars,TEN,AFC,AFC South,Open,Open,Cover 6,17,146,130,0.8076923076923077,92,0.7076923076923077,0.8064516129032258,0.049479658733870946,846,6.507692307692308,0.4078014184397163,4.449275362318841,871,4,No,No,58,0.3972602739726027,0.0907294520547945,No,0.13846153846153847,11,0.08461538461538462,0.007692307692307693,0.023076923076923078,0.676923076923077,0.13076923076923078,0.5769230769230769,2.5707692307692307,2.610344827586207,6.968,75.4,No,Yes,42,True,39,0.06153846153846154,,8,1,-52,0.0547945205479452,4.1625,6.1,1,3,2,10,0.0136986301369863
13,Houston,Texans,IND,AFC,AFC South,Open,Open,Cover 6,17,79,67,0.7164179104477612,36,0.5373134328358209,0.7,-0.024049205000000073,386,5.7611940298507465,0.4689119170984456,3.3513513513513513,504,2,No,No,37,0.46835443037974683,0.15879303797468355,No,0.1791044776119403,6,0.08955223880597014,0.029850746268656716,0.04477611940298507,0.6119402985074627,0.1044776119402985,0.5671641791044776,2.691044776119403,2.6243243243243244,8.129032258064516,58.4,No,Yes,18,True,67,0.08955223880597014,,7,1,-48,0.08860759493670886,2.957142857142857,4.9799999999999995,,3,2,3,0.012658227848101266
23,New Orleans,Saints,ATL,NFC,NFC South,Open,Open,Cover 6,16,54,41,0.6829268292682927,25,0.6097560975609756,0.6923076923076923,-0.037277930051282104,273,6.658536585365853,0.575091575091575,2.933333333333333,328,3,No,Yes,23,0.42592592592592593,0.12398055555555552,Yes,0.21951219512195122,5,0.12195121951219512,0.04878048780487805,0.04878048780487805,0.5853658536585366,0.14634146341463414,0.5609756097560976,2.8804878048780487,2.8347826086956522,8.41025641025641,58.3,No,Yes,11,,4,0.04878048780487805,1,4,2,-26,0.07407407407407407,4.275,5,1,,2,1,0.018518518518518517
11,Detroit,Lions,MIN,NFC,NFC North,Open,Open,Cover 6,16,19,18,0.8888888888888888,14,0.7777777777777778,0.7777777777777778,0.061978883611111146,122,6.777777777777778,0.2540983606557377,5.894736842105263,152,,Yes,No,7,0.3684210526315789,-0.0024421052631579065,No,0.1111111111111111,1,0.05555555555555555,,,0.5555555555555556,0.1111111111111111,0.6666666666666666,2.8444444444444446,2.6142857142857143,8.444444444444445,94.9,No,Yes,6,,,,,1,,-10,0.05263157894736842,3.1,,,,,,
21,Minnesota,Vikings,GB,NFC,NFC North,Closed,Open,Cover 6,17,61,51,0.8235294117647058,37,0.7254901960784313,0.8333333333333334,0.0233352962083333,360,7.0588235294117645,0.5722222222222222,4.741379310344827,188,1,No,Yes,27,0.4426229508196721,0.15369590163934427,No,0.09803921568627451,2,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.5294117647058824,0.17647058823529413,0.6078431372549019,2.5784313725490198,2.4444444444444446,3.9166666666666665,83.8,No,Yes,16,True,-13,0.058823529411764705,,7,1,-40,0.11475409836065574,4.771428571428571,5.166666666666667,,2,1,8,0.04918032786885246
19,Las Vegas,Raiders,KC,AFC,AFC West,Open,Open,Cover 6,16,43,40,0.825,32,0.8,0.9428571428571428,0.13268280454285708,352,8.8,0.6420454545454546,7.380952380952381,147,1,Yes,No,15,0.3488372093023256,-0.029447674418604637,Yes,0.05,1,0.025,,,0.55,0.125,0.7,2.9325,2.6933333333333334,4.083333333333333,101.3,No,No,12,True,5,0.025,1,2,1,-17,0.046511627906976744,5,3.9,,4,,1,0.06976744186046512
