teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,teamIsHomeTeam
5,Carolina,Panthers,TB,NFC,NFC South,Closed,Closed,Cover 3,17,230,205,0.7414634146341463,14,135,0.6585365853658537,0.7525773195876289,0.020502554567010334,7,3,115,0.05365853658536585,1544,7.53170731707317,0.49870466321243523,5.923423423423423,1573,8,6,17,4,12,-119,0.07391304347826087,Yes,No,77,0.3347826086956522,0.003950000000000016,Yes,0.017391304347826087,0.2,19,0.09268292682926829,0.04390243902439024,0.02926829268292683,0.6487804878048781,0.07317073170731707,0.5707317073170731,2.726829268292683,4,5.275,2.531168831168831,8.066666666666666,89.2,No,Yes,81,
6,Chicago,Bears,DET,NFC,NFC North,Open,Closed,Cover 3,17,171,148,0.75,5,96,0.6486486486486487,0.7535211267605634,0.033344207816901394,3,1,51,0.07432432432432433,1142,7.716216216216216,0.46147110332749564,4.530864197530864,1308,5,10,14,6,4,-58,0.08187134502923976,No,No,56,0.32748538011695905,0.011246198830409344,No,0.04093567251461988,0.21621621621621623,27,0.18243243243243243,0.10135135135135136,0.02702702702702703,0.6959459459459459,0.0945945945945946,0.5743243243243243,2.6932432432432436,4.15,5.811111111111111,2.8642857142857143,9.229166666666666,71.4,No,Yes,47,True
1,Arizona,Cardinals,LA,NFC,NFC West,Closed,Closed,Cover 3,17,173,156,0.8076923076923077,2,112,0.717948717948718,0.8581560283687943,0.11699426339716312,9,3,110,0.057692307692307696,1301,8.33974358974359,0.47425057647963104,7.333333333333333,1112,5,2,12,,7,-79,0.06936416184971098,Yes,No,56,0.3236994219653179,0.014207803468208074,Yes,0.017341040462427744,0.09615384615384616,14,0.08974358974358974,0.02564102564102564,0.03205128205128205,0.6282051282051282,0.07692307692307693,0.6025641025641025,2.56474358974359,2.9,4.62,2.507142857142857,7.756944444444445,102,No,Yes,66,
4,Buffalo,Bills,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,141,125,0.72,5,79,0.632,0.7068965517241379,-0.03232124398275871,4,4,48,0.024,874,6.992,0.5366132723112128,5.25,907,6,5,11,3,9,-55,0.07801418439716312,Yes,No,50,0.3546099290780142,0.05987234042553192,No,0.02127659574468085,0.2,14,0.112,0.048,0.008,0.688,0.04,0.6,2.5024,3.809090909090909,5.62,2.438,7.717948717948718,83.2,No,Yes,45,True
24,New York,Giants,DAL,NFC,NFC East,Closed,Closed,Cover 3,17,166,147,0.8231292517006803,3,103,0.7006802721088435,0.7928571428571428,0.05535374577857144,4,2,60,0.05442176870748299,1206,8.204081632653061,0.4651741293532338,6.822784810126582,1102,1,2,11,2,7,-58,0.06626506024096386,No,No,58,0.3493975903614458,0.012228313253012034,Yes,0.05421686746987952,0.1292517006802721,17,0.11564625850340136,0.006802721088435374,0.05442176870748299,0.6598639455782312,0.08843537414965986,0.6870748299319728,2.7823129251700682,3.5090909090909093,5.3125,2.5775862068965516,7.76056338028169,91.3,No,No,53,True
27,Pittsburgh,Steelers,BLT,AFC,AFC North,Closed,Closed,Cover 3,17,212,190,0.7947368421052632,3,133,0.7,0.863905325443787,0.1041057426449703,7,11,134,0.06842105263157895,1399,7.363157894736842,0.48248749106504646,4.912195121951219,1107,3,8,15,3,9,-92,0.07075471698113207,No,Yes,71,0.33490566037735847,0.019168632075471693,Yes,0.04245283018867924,0.09473684210526316,12,0.06315789473684211,0.03684210526315789,0.010526315789473684,0.6210526315789474,0.1368421052631579,0.6578947368421053,2.617368421052632,3.6599999999999997,4.785714285714286,2.5253521126760563,6.436046511627907,78.8,Yes,Yes,62,True
16,Kansas City,Chiefs,LV,AFC,AFC West,Closed,Closed,Cover 3,17,150,133,0.7819548872180451,4,94,0.706766917293233,0.8064516129032258,0.052576794830645035,9,,28,0.045112781954887216,1001,7.526315789473684,0.4955044955044955,7.607142857142857,896,5,,7,3,9,-36,0.04666666666666667,No,No,50,0.3333333333333333,0.013960666666666649,No,0.05333333333333334,0.12781954887218044,11,0.08270676691729323,0.022556390977443608,0.045112781954887216,0.6541353383458647,0.07518796992481203,0.5864661654135338,2.663157894736842,3.7857142857142856,4.91,2.728,7.225806451612903,104.9,No,No,51,
29,San Francisco,49ers,SEA,NFC,NFC West,Open,Closed,Cover 3,17,243,225,0.7955555555555556,4,161,0.7155555555555555,0.7981220657276995,0.04454311210798123,5,6,95,0.04,1618,7.191111111111111,0.496291718170581,7.004310344827586,1563,8,2,7,3,10,-63,0.02880658436213992,Yes,No,71,0.29218106995884774,-0.0472880658436214,Yes,0.0205761316872428,0.1288888888888889,23,0.10222222222222223,0.022222222222222223,0.044444444444444446,0.6177777777777778,0.13777777777777778,0.6044444444444445,2.7004444444444444,3.8714285714285714,6.009090909090909,2.6971830985915495,7.269767441860465,99.8,No,No,70,True
26,Philadelphia,Eagles,WAS,NFC,NFC East,Closed,Closed,Cover 3,17,183,160,0.725,1,98,0.6125,0.7697841726618705,0.02443262770503596,7,9,55,0.05625,1077,6.73125,0.47725162488393685,5.023255813953488,1061,2,4,12,2,6,-73,0.06557377049180328,No,No,70,0.3825136612021858,0.06589754098360655,No,0.02185792349726776,0.125,13,0.08125,0.00625,0.0375,0.59375,0.0625,0.525,2.674375,3.733333333333333,4.781818181818182,2.537142857142857,7.4375,74.9,No,No,47,True
7,Cincinnati,Bengals,CLV,AFC,AFC North,Open,Closed,Cover 3,17,206,180,0.8055555555555556,6,119,0.6611111111111111,0.7386363636363636,-0.007810099818181815,3,,126,0.06111111111111111,1437,7.983333333333333,0.6520528879610299,6.206185567010309,1293,4,5,14,4,8,-88,0.06796116504854369,No,No,65,0.3155339805825243,-0.018485436893203918,No,0.038834951456310676,0.16111111111111112,15,0.08333333333333333,0.03888888888888889,0.027777777777777776,0.6611111111111111,0.1,0.6222222222222222,2.791111111111111,3.357142857142857,5.208333333333333,2.9292307692307693,7.305084745762712,86.3,No,No,65,True
