teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingSackedFaultTotal
6,Chicago,Bears,True,DET,NFC,NFC North,Open,Open,Cover 4,17,62,54,0.8148148148148148,2,39,0.7222222222222222,0.8431372549019608,0.10144578290196082,2,1,32,0.07407407407407407,365,6.7592592592592595,0.4191780821917808,6.2105263157894735,414,3,1,3,3,-26,0.04838709677419355,No,Yes,20,0.3225806451612903,0.016960483870967723,No,0.016129032258064516,0.12962962962962962,7,0.12962962962962962,0.018518518518518517,0.018518518518518517,0.6481481481481481,0.07407407407407407,0.6851851851851852,2.609259259259259,2.9,5.8,2.685,8.117647058823529,101.2,No,No,13,
5,Carolina,Panthers,,TB,NFC,NFC South,Closed,Open,Cover 4,17,68,63,0.8888888888888888,1,47,0.746031746031746,0.8833333333333333,0.07739089251666664,1,2,21,0.09523809523809523,389,6.174603174603175,0.5269922879177378,5.242424242424242,283,1,1,3,,-18,0.04411764705882353,No,No,13,0.19117647058823528,-0.09946176470588236,Yes,0.058823529411764705,0.06349206349206349,4,0.06349206349206349,0.031746031746031744,0.047619047619047616,0.6507936507936508,0.19047619047619047,0.7142857142857143,2.393650793650794,3.8000000000000003,5.2,2.5076923076923077,4.716666666666667,88.7,No,Yes,16,
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Open,Cover 4,17,165,149,0.7516778523489933,4,98,0.6577181208053692,0.7608695652173914,0.029880981434782683,10,1,39,0.04697986577181208,1116,7.489932885906041,0.5080645161290323,5.672955974842767,1133,2,4,10,3,-74,0.06060606060606061,No,No,53,0.3212121212121212,-0.014498181818181834,No,0.030303030303030304,0.15436241610738255,14,0.09395973154362416,0.040268456375838924,0.026845637583892617,0.7114093959731543,0.0738255033557047,0.6241610738255033,2.7302013422818794,3.65,4.933333333333334,2.790566037735849,8.210144927536232,81.4,No,Yes,51,1
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Open,Open,Cover 4,17,80,74,0.7567567567567568,6,47,0.6351351351351351,0.7611940298507462,0.019809089119402934,2,5,29,0.05405405405405406,469,6.337837837837838,0.43283582089552236,3.8227848101265822,552,3,4,5,4,-47,0.0625,Yes,Yes,26,0.325,0.003406874999999987,No,0.025,0.14864864864864866,6,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.6891891891891891,0.06756756756756757,0.5945945945945946,2.59054054054054,3.28,7.1,2.5923076923076924,8.238805970149254,72.4,No,No,22,1
24,New York,Giants,True,DAL,NFC,NFC East,Open,Open,Cover 4,17,109,98,0.7755102040816326,5,67,0.6836734693877551,0.8222222222222222,0.1069482347777777,4,4,51,0.07142857142857142,773,7.887755102040816,0.4411384217335058,6.298076923076923,860,1,2,6,5,-48,0.05504587155963303,No,No,36,0.3302752293577982,-0.010044954128440392,No,0.027522935779816515,0.12244897959183673,14,0.14285714285714285,0.01020408163265306,0.061224489795918366,0.673469387755102,0.04081632653061224,0.6020408163265306,2.7693877551020405,2.966666666666667,6.0200000000000005,2.7805555555555554,9.555555555555555,86.8,No,No,35,1
27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,Closed,Open,Cover 4,17,85,74,0.7027027027027027,2,46,0.6216216216216216,0.7,-0.06624718032857158,3,,16,0.04054054054054054,445,6.013513513513513,0.6,3.8048780487804876,436,,2,8,2,-43,0.09411764705882353,No,No,27,0.3176470588235294,0.021871176470588234,No,0.058823529411764705,0.22972972972972974,3,0.04054054054054054,0.10810810810810811,,0.6081081081081081,0.13513513513513514,0.6081081081081081,2.544594594594595,3.3375,6.433333333333334,2.4592592592592593,6.140845070422535,67.7,No,Yes,20,1
16,Kansas City,Chiefs,,LV,AFC,AFC West,Closed,Open,Cover 4,17,104,97,0.845360824742268,3,76,0.7835051546391752,0.8791208791208791,0.09368782480219773,4,2,11,0.041237113402061855,794,8.185567010309278,0.610831234256927,7.581632653061225,498,2,2,1,4,-1,0.009615384615384616,Yes,No,33,0.3173076923076923,-0.020921634615384585,No,0.0673076923076923,0.08247422680412371,11,0.1134020618556701,0.020618556701030927,0.061855670103092786,0.6701030927835051,0.12371134020618557,0.711340206185567,2.677319587628866,2.7,5.95,2.6,5.472527472527473,99.1,Yes,Yes,34,
29,San Francisco,49ers,True,SEA,NFC,NFC West,Open,Open,Cover 4,17,133,124,0.7903225806451613,5,88,0.7096774193548387,0.808695652173913,0.06246537200869573,6,3,37,0.04032258064516129,855,6.895161290322581,0.4245614035087719,6.8515625,880,5,1,4,5,-33,0.03007518796992481,No,No,31,0.23308270676691728,-0.1015296992481203,No,0.022556390977443608,0.12903225806451613,14,0.11290322580645161,0.016129032258064516,0.04838709677419355,0.6451612903225806,0.11290322580645161,0.6129032258064516,2.6556451612903227,3.25,5.92,2.861290322580645,7.6521739130434785,100,Yes,Yes,39,1
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 4,17,96,84,0.7023809523809523,2,48,0.5714285714285714,0.6883116883116883,-0.06146688435064929,5,2,12,0.05952380952380952,553,6.583333333333333,0.6057866184448463,4.380434782608695,626,2,3,8,3,-55,0.08333333333333333,No,Yes,44,0.4583333333333333,0.14029739583333334,No,0.052083333333333336,0.20238095238095238,10,0.11904761904761904,0.03571428571428571,0.023809523809523808,0.6309523809523809,0.09523809523809523,0.5,2.6821428571428574,3.8875,5.25,2.602272727272727,8.12987012987013,70.2,No,No,20,1
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Open,Open,Cover 4,17,30,29,0.8275862068965517,,20,0.6896551724137931,0.8518518518518519,0.05640749896296304,2,,51,0.10344827586206896,164,5.655172413793103,0.8536585365853658,4.103448275862069,123,,1,,4,,,No,No,9,0.3,-0.07848166666666666,No,0.1,0.06896551724137931,3,0.10344827586206896,,,0.6896551724137931,0.10344827586206896,0.6551724137931034,2.8448275862068964,,6.4,2.933333333333333,4.555555555555555,68.8,No,Yes,8,
