teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingSackedAvoidedTotal
19,Las Vegas,Raiders,True,LAC,AFC,AFC West,Open,Open,Cover 0,17,58,58,0.9655172413793104,53,0.9137931034482759,0.9310344827586207,-0.0007416446551724576,-3,0.017241379310344827,341,5.879310344827586,1.4838709677419355,5.448275862068965,-174,1,1,Yes,No,2,0.034482758620689655,-0.1137655172413793,Yes,0.25862068965517243,0.034482758620689655,0.034482758620689655,1,0.7758620689655172,1.4344827586206896,1.95,-3,89.7,No,Yes,15,,
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Open,Cover 2,17,71,71,0.971830985915493,66,0.9295774647887324,0.971830985915493,0.039941485985915404,-8,0.04225352112676056,515,7.253521126760563,1.4194174757281552,6.830985915492958,-235,3,2,No,No,,,-0.1566345070422535,No,0.19718309859154928,0.028169014084507043,0.014084507042253521,1,0.8732394366197183,1.4830985915492958,,-3.3098591549295775,99.2,No,Yes,18,,
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Open,Cover 2,17,75,75,0.9466666666666667,64,0.8533333333333334,0.9333333333333333,0.007452511640000048,-33,0.08,386,5.1466666666666665,1.4870466321243523,5.08,-238,2,1,No,No,3,0.04,-0.12806,No,0.18666666666666668,0.05333333333333334,0.013333333333333334,1,0.7066666666666667,1.5493333333333335,2.3000000000000003,-3.1733333333333333,91.4,No,Yes,17,,
23,New Orleans,Saints,,TB,NFC,NFC South,Open,Open,Cover 6,17,58,58,0.9310344827586207,52,0.896551724137931,0.9137931034482759,-0.021043699103448277,-6,0.017241379310344827,309,5.327586206896552,1.598705501618123,6.017241379310345,-209,2,,No,No,1,0.017241379310344827,-0.1484801724137931,No,0.15517241379310345,0.05172413793103448,,1,0.7931034482758621,1.5344827586206897,1.8,-3.603448275862069,100.4,No,Yes,13,,
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Open,Cover 2,17,53,53,0.9811320754716981,50,0.9433962264150944,0.9811320754716981,0.04901596167924527,-7,0.03773584905660377,303,5.716981132075472,1.5676567656765676,6.471698113207547,-184,2,,No,No,2,0.03773584905660377,-0.12856792452830187,No,0.18867924528301888,0.018867924528301886,,1,0.8113207547169812,1.5377358490566038,2.0999999999999996,-3.4716981132075473,103.1,No,Yes,13,,
13,Houston,Texans,,TEN,AFC,AFC South,Open,Closed,Cover 1,17,75,75,0.96,69,0.92,0.96,0.023310541186666534,-22,0.04,437,5.826666666666667,1.551487414187643,6.36,-275,2,,No,No,3,0.04,-0.12944,No,0.21333333333333335,0.04,,1,0.8266666666666667,1.5573333333333332,1.8,-3.6666666666666665,99.8,No,No,21,,
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Closed,Closed,Cover 3,17,57,57,0.9824561403508771,53,0.9298245614035088,0.9824561403508771,0.0478322659999999,-16,0.05263157894736842,323,5.666666666666667,1.5820433436532508,6.017543859649122,-205,1,,Yes,No,1,0.017543859649122806,-0.16334210526315787,No,0.12280701754385964,0.017543859649122806,,1,0.8245614035087719,1.6210526315789475,2.4,-3.5964912280701755,96.1,No,No,12,,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Open,Open,Cover 0,17,54,54,0.9259259259259259,47,0.8703703703703703,0.9074074074074074,-0.02587260320370366,-3,0.037037037037037035,277,5.12962962962963,1.635379061371841,5.5,-195,1,,Yes,No,1,0.018518518518518517,-0.15668425925925927,Yes,0.18518518518518517,0.07407407407407407,,1,0.7222222222222222,1.5907407407407408,2.4,-3.611111111111111,94.2,No,Yes,11,,
25,New York,Jets,True,MIA,AFC,AFC East,Closed,Open,Cover 2,17,64,64,0.9375,56,0.875,0.90625,-0.029261106187499997,-3,0.03125,434,6.78125,1.412442396313364,7.09375,-194,1,,Yes,No,1,0.015625,-0.1654203125,No,0.21875,0.0625,,1,0.703125,1.6234375,2.1,-3.03125,100.1,No,Yes,15,,
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Open,Cover 2,17,66,66,0.9545454545454546,60,0.9090909090909091,0.9242424242424242,-0.010899702787878884,-4,0.015151515151515152,460,6.96969696969697,1.4565217391304348,7.878787878787879,-230,3,,No,No,2,0.030303030303030304,-0.1644007575757576,No,0.15151515151515152,0.045454545454545456,,1,0.8181818181818182,1.6984848484848485,1.9,-3.484848484848485,110.9,No,Yes,21,,
