teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingSackedAvoidedTotal
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Closed,Cover 3,17,59,59,0.9661016949152542,53,0.8983050847457628,0.9491525423728814,0.017705364966101644,-18,0.05084745762711865,400,6.779661016949152,1.43,7.796610169491525,-198,3,,No,No,3,0.05084745762711865,-0.13589322033898305,Yes,0.1864406779661017,0.03389830508474576,,1,0.7288135593220338,1.6576271186440676,2.066666666666667,-3.3559322033898304,111.9,No,Yes,17,1,1
20,Miami,Dolphins,,NYJ,AFC,AFC East,Closed,Open,Cover 2,17,61,61,0.9672131147540983,56,0.9180327868852459,0.9508196721311475,0.034086575213114756,-11,0.03278688524590164,354,5.80327868852459,1.5282485875706215,6.131147540983607,-211,1,,Yes,No,1,0.01639344262295082,-0.14937786885245902,No,0.3114754098360656,0.03278688524590164,,1,0.7704918032786885,1.5360655737704918,7.2,-3.459016393442623,96.3,No,Yes,14,,
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Closed,Cover 1,17,72,72,0.9444444444444444,65,0.9027777777777778,0.9444444444444444,0.007613702277777801,-5,0.041666666666666664,384,5.333333333333333,1.6276041666666667,6.166666666666667,-261,3,,No,No,1,0.013888888888888888,-0.14679930555555554,No,0.2222222222222222,0.05555555555555555,,1,0.7083333333333334,1.5055555555555555,2,-3.625,102.8,No,No,13,,
22,New England,Patriots,True,BUF,AFC,AFC East,Open,Closed,Cover 3,17,51,51,1,48,0.9411764705882353,0.9803921568627451,0.0471352796274509,-6,0.0392156862745098,279,5.470588235294118,1.5483870967741935,6.254901960784314,-160,2,,Yes,No,,,-0.13485882352941178,No,0.27450980392156865,,,1,0.7647058823529411,1.3568627450980393,,-3.1372549019607843,102.5,No,Yes,11,,
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Open,Open,Cover 6,17,51,51,0.9607843137254902,45,0.8823529411764706,0.9411764705882353,0.015465070235294087,-7,0.058823529411764705,228,4.470588235294118,1.6491228070175439,4.862745098039215,-166,1,,No,No,1,0.0196078431372549,-0.1423098039215686,No,0.13725490196078433,0.0392156862745098,,1,0.8431372549019608,1.5137254901960784,2.6,-3.2549019607843137,91.8,No,Yes,4,,
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Closed,Cover 1,17,59,59,0.9661016949152542,57,0.9661016949152542,0.9661016949152542,0.030785948661016915,,,464,7.864406779661017,1.3814655172413792,8.88135593220339,-181,3,,Yes,No,2,0.03389830508474576,-0.155985593220339,No,0.15254237288135594,0.03389830508474576,,1,0.8305084745762712,1.6728813559322033,2.6,-3.0677966101694913,116.4,No,Yes,17,,
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Closed,Cover 1,17,68,68,0.9117647058823529,60,0.8823529411764706,0.9117647058823529,-0.02075398619117652,-7,0.029411764705882353,442,6.5,1.4773755656108598,7.088235294117647,-231,2,,Yes,No,4,0.058823529411764705,-0.11417132352941177,No,0.22058823529411764,0.07352941176470588,,1,0.6911764705882353,1.5779411764705882,1.975,-3.3970588235294117,103.6,No,Yes,16,,
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Closed,Closed,Cover 3,17,70,70,0.9428571428571428,62,0.8857142857142857,0.9428571428571428,0.0205590387857143,-16,0.05714285714285714,401,5.728571428571429,1.5486284289276808,6.3,-251,2,,Yes,No,,,-0.16940714285714284,No,0.21428571428571427,0.05714285714285714,,1,0.7142857142857143,1.5571428571428572,,-3.585714285714286,100.1,No,No,17,,
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Closed,Cover 3,17,53,53,0.9622641509433962,51,0.9622641509433962,0.9622641509433962,0.02907137066037735,,,311,5.867924528301887,1.517684887459807,5.867924528301887,-166,,,Yes,No,,,-0.1553188679245283,No,0.20754716981132076,0.03773584905660377,0.018867924528301886,1,0.7924528301886793,1.4754716981132077,,-3.1320754716981134,91.1,No,Yes,12,,
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Open,Cover 2,17,59,59,0.9661016949152542,57,0.9661016949152542,0.9661016949152542,0.0356226363559321,,,458,7.762711864406779,1.4126637554585153,8.101694915254237,-193,1,,No,No,2,0.03389830508474576,-0.15898220338983052,No,0.22033898305084745,0.03389830508474576,0.01694915254237288,1,0.7796610169491526,1.693220338983051,1.9000000000000001,-3.2711864406779663,104.7,No,Yes,19,,
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Open,Cover 6,17,61,61,0.9672131147540983,57,0.9344262295081968,0.9672131147540983,0.03427578616393434,-3,0.03278688524590164,483,7.918032786885246,1.3457556935817805,7.918032786885246,-174,,,No,No,1,0.01639344262295082,-0.1256237704918033,No,0.21311475409836064,0.03278688524590164,,1,0.7540983606557377,1.3983606557377048,2.3,-2.8524590163934427,99.7,No,Yes,22,,
1,Arizona,Cardinals,True,SF,NFC,NFC West,Open,Open,Cover 2,17,54,54,0.9444444444444444,50,0.9259259259259259,0.9444444444444444,0.013002058685185114,-4,0.018518518518518517,372,6.888888888888889,1.4327956989247312,7.62962962962963,-183,2,,No,No,2,0.037037037037037035,-0.13656851851851853,No,0.12962962962962962,0.05555555555555555,,1,0.7777777777777778,1.5814814814814815,2.25,-3.388888888888889,107.7,No,Yes,15,,
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 3,17,79,79,0.9620253164556962,71,0.8987341772151899,0.9493670886075949,0.015553959151898722,-13,0.05063291139240506,493,6.2405063291139244,1.4442190669371198,6.177215189873418,-243,2,1,Yes,No,3,0.0379746835443038,-0.1549835443037975,No,0.11392405063291139,0.0379746835443038,0.012658227848101266,1,0.759493670886076,1.6936708860759495,2.1999999999999997,-3.0759493670886076,95.8,No,Yes,25,,
24,New York,Giants,,PHI,NFC,NFC East,Closed,Closed,Cover 1,17,51,51,0.9803921568627451,49,0.9607843137254902,0.9803921568627451,0.04962272339215679,-3,0.0196078431372549,349,6.8431372549019605,1.4555873925501432,7.235294117647059,-170,1,,Yes,No,1,0.0196078431372549,-0.14028039215686272,No,0.21568627450980393,0.0196078431372549,,1,0.7450980392156863,1.5019607843137255,1.5,-3.3333333333333335,101.7,No,Yes,21,,
27,Pittsburgh,Steelers,True,CIN,AFC,AFC North,Open,Open,Cover 2,17,50,50,0.92,45,0.9,0.92,-0.012414022660000024,-5,0.02,246,4.92,1.5691056910569106,4.02,-158,,1,Yes,No,2,0.04,-0.12990000000000002,No,0.22,0.08,0.02,1,0.78,1.56,2.05,-3.16,78.8,No,Yes,10,,
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,61,61,0.9836065573770492,59,0.9672131147540983,0.9836065573770492,0.047906523590163896,-2,0.01639344262295082,323,5.295081967213115,1.6656346749226005,5.950819672131147,-220,2,,Yes,No,2,0.03278688524590164,-0.12195573770491802,No,0.29508196721311475,0.01639344262295082,,1,0.7868852459016393,1.4721311475409835,2.1,-3.6065573770491803,99.7,No,Yes,14,,
29,San Francisco,49ers,,ARZ,NFC,NFC West,Open,Open,Cover 2,17,66,66,0.9696969696969697,63,0.9545454545454546,0.9696969696969697,0.03783607689393942,-6,0.015151515151515152,436,6.606060606060606,1.415137614678899,7.515151515151516,-193,3,,No,No,1,0.015151515151515152,-0.1657651515151515,No,0.15151515151515152,0.015151515151515152,,1,0.8333333333333334,1.621212121212121,1.7,-2.9242424242424243,109.3,No,Yes,21,,
26,Philadelphia,Eagles,True,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,57,57,0.9649122807017544,49,0.8596491228070176,0.9473684210526315,0.011907013999999938,-17,0.08771929824561403,227,3.982456140350877,1.8149779735682818,3.982456140350877,-211,,,Yes,No,2,0.03508771929824561,-0.12022543859649124,No,0.22807017543859648,0.03508771929824561,,1,0.7192982456140351,1.475438596491228,2.2,-3.7017543859649122,83.3,No,Yes,12,,
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Open,Cover 2,17,57,57,0.9298245614035088,50,0.8771929824561403,0.9298245614035088,-0.004732475736842101,-6,0.05263157894736842,354,6.2105263157894735,1.4858757062146892,6.56140350877193,-196,1,,Yes,No,1,0.017543859649122806,-0.1491938596491228,No,0.2631578947368421,0.07017543859649122,0.017543859649122806,1,0.7368421052631579,1.5403508771929824,1.5,-3.43859649122807,98.4,No,Yes,14,,
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Closed,Cover 3,17,53,53,0.9056603773584906,47,0.8867924528301887,0.9056603773584906,-0.02826290650943397,-4,0.018867924528301886,315,5.943396226415095,1.5492063492063493,5.943396226415095,-195,,,No,No,2,0.03773584905660377,-0.12718490566037735,Yes,0.07547169811320754,0.07547169811320754,,1,0.7735849056603774,1.5264150943396229,2.25,-3.6792452830188678,91.4,No,Yes,9,,
2,Atlanta,Falcons,True,CAR,NFC,NFC South,Open,Open,Cover 6,17,69,69,0.9710144927536232,67,0.9710144927536232,0.9710144927536232,0.03444646597101453,,,376,5.449275362318841,1.699468085106383,6.318840579710145,-276,3,,No,No,1,0.014492753623188406,-0.14880724637681159,No,0.2898550724637681,0.028985507246376812,0.014492753623188406,1,0.8840579710144928,1.5217391304347827,1.5,-4,103.9,No,Yes,20,,
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Open,Cover 2,17,47,47,0.9148936170212766,41,0.8723404255319149,0.8936170212765957,-0.00220210604255322,-2,0.02127659574468085,257,5.468085106382978,1.5875486381322956,4.51063829787234,-183,,1,No,No,1,0.02127659574468085,-0.13928297872340425,No,0.1702127659574468,0.0851063829787234,0.02127659574468085,1,0.7659574468085106,1.502127659574468,1.8,-3.893617021276596,80.6,No,Yes,11,,
