teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingHeroThrowPercentage
19,Las Vegas,Raiders,True,LAC,AFC,AFC West,Closed,Open,Cover 0,17,116,116,0.8017241379310345,8,83,0.7155172413793104,0.839622641509434,0.07867187207547166,4,5,69,0.05172413793103448,887,7.646551724137931,0.4532130777903044,7.689655172413793,699,7,3,1,No,No,18,0.15517241379310345,-0.14103922413793107,Yes,0.034482758620689655,0.11206896551724138,0.02586206896551724,0.6120689655172413,0.04310344827586207,0.603448275862069,2.2922413793103447,2.283333333333333,6.5327102803738315,102.9,No,No,44,,,
2,Atlanta,Falcons,True,CAR,NFC,NFC South,Open,Open,Cover 4,17,94,94,0.8829787234042553,10,73,0.776595744680851,0.8555555555555555,0.0976693036666666,2,2,35,0.0425531914893617,719,7.648936170212766,0.44089012517385257,8.606382978723405,602,9,2,1,No,No,20,0.2127659574468085,-0.09909787234042554,No,0.010638297872340425,0.07446808510638298,0.02127659574468085,0.5851063829787234,0.13829787234042554,0.574468085106383,2.382978723404255,2.3899999999999997,6.688888888888889,121.6,No,Yes,45,1,0.010638297872340425,0.031914893617021274
32,Washington,Commanders,,DAL,NFC,NFC East,Closed,Closed,Cover 1,17,98,98,0.826530612244898,6,67,0.6836734693877551,0.8043478260869565,0.044869473336956456,,4,65,0.07142857142857142,751,7.663265306122449,0.5299600532623169,8.479591836734693,612,4,,4,No,No,15,0.15306122448979592,-0.13581989795918367,Yes,,0.11224489795918367,0.01020408163265306,0.6632653061224489,0.07142857142857142,0.4897959183673469,2.2479591836734696,2.3733333333333335,6.51063829787234,104.6,Yes,Yes,37,2,0.02040816326530612,0.01020408163265306
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Open,Cover 6,17,101,101,0.8316831683168316,5,78,0.7722772277227723,0.8817204301075269,0.11048831310752694,2,4,22,0.039603960396039604,855,8.465346534653465,0.44678362573099417,7.2772277227722775,585,3,4,2,No,No,23,0.22772277227722773,-0.12153465346534652,No,0.0297029702970297,0.0891089108910891,0.0297029702970297,0.5148514851485149,0.0891089108910891,0.5841584158415841,2.599009900990099,2.5695652173913044,6.157894736842105,95.1,No,Yes,51,,,0.009900990099009901
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Open,Cover 4,17,94,94,0.8404255319148937,8,60,0.6382978723404256,0.7727272727272727,0.0032391056249999606,2,3,46,0.0851063829787234,684,7.276595744680851,0.5614035087719298,8.712765957446809,538,9,1,3,No,No,32,0.3404255319148936,0.005897872340425544,Yes,,0.09574468085106383,0.031914893617021274,0.6170212765957447,0.07446808510638298,0.5957446808510638,2.5117021276595746,2.421875,6.044943820224719,113.1,No,No,35,,,0.02127659574468085
26,Philadelphia,Eagles,True,NYG,NFC,NFC East,Closed,Closed,Cover 3,17,95,95,0.7684210526315789,6,58,0.6105263157894737,0.7444444444444445,-0.016069198911111138,2,3,40,0.09473684210526316,572,6.021052631578947,0.3776223776223776,4.5473684210526315,596,2,4,,No,Yes,19,0.2,-0.11029684210526317,No,,0.16842105263157894,0.031578947368421054,0.5578947368421052,0.08421052631578947,0.5263157894736842,2.3738947368421055,2.3421052631578947,6.622222222222222,67.5,No,No,35,,,0.021052631578947368
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,84,84,0.75,16,54,0.6428571428571429,0.7631578947368421,0.012212796750000088,3,3,36,0.047619047619047616,514,6.119047619047619,0.3832684824902724,5.7023809523809526,532,5,3,1,No,No,23,0.27380952380952384,-0.04160654761904761,No,0.011904761904761904,0.15476190476190477,0.03571428571428571,0.6071428571428571,0.07142857142857142,0.4642857142857143,2.4035714285714285,2.252173913043478,6.910256410256411,86.1,No,Yes,41,1,0.011904761904761904,0.047619047619047616
27,Pittsburgh,Steelers,True,CIN,AFC,AFC North,Open,Open,Cover 6,17,135,135,0.7037037037037037,12,86,0.6370370370370371,0.775,0.01319617951666674,3,10,42,0.05185185185185185,952,7.051851851851852,0.48739495798319327,6.7555555555555555,769,7,4,3,No,No,33,0.24444444444444444,-0.08287777777777776,No,0.022222222222222223,0.17777777777777778,0.044444444444444446,0.5481481481481482,0.0962962962962963,0.5259259259259259,2.472592592592593,2.381818181818182,6.385245901639344,89.5,No,Yes,45,,,0.014814814814814815
29,San Francisco,49ers,,ARZ,NFC,NFC West,Open,Closed,Cover 3,17,74,74,0.8648648648648649,3,55,0.7432432432432432,0.8428571428571429,0.07929867382857148,3,,47,0.05405405405405406,569,7.6891891891891895,0.5043936731107206,7.554054054054054,440,4,2,,No,No,12,0.16216216216216217,-0.14978243243243244,No,,0.08108108108108109,0.05405405405405406,0.6216216216216216,0.05405405405405406,0.6216216216216216,2.381081081081081,2.283333333333333,6.197183098591549,102.8,Yes,Yes,38,,,0.02702702702702703
4,Buffalo,Bills,,NE,AFC,AFC East,Closed,Closed,Cover 1,17,99,99,0.8585858585858586,7,74,0.7474747474747475,0.8144329896907216,0.057726883360824655,1,,31,0.050505050505050504,773,7.808080808080808,0.4087968952134541,7.959595959595959,665,3,1,,Yes,No,33,0.3333333333333333,-0.00986818181818184,Yes,0.010101010101010102,0.09090909090909091,0.04040404040404041,0.6565656565656566,0.13131313131313133,0.7070707070707071,2.5646464646464646,2.4787878787878785,6.785714285714286,102.8,No,Yes,46,1,0.010101010101010102,0.010101010101010102
1,Arizona,Cardinals,True,SF,NFC,NFC West,Open,Closed,Cover 3,17,101,101,0.8712871287128713,6,83,0.8217821782178217,0.8947368421052632,0.11916491480000002,1,5,17,0.019801980198019802,882,8.732673267326733,0.47392290249433106,8.633663366336634,558,4,2,2,No,No,21,0.2079207920792079,-0.11871509900990102,No,,0.06930693069306931,0.019801980198019802,0.46534653465346537,0.12871287128712872,0.6336633663366337,2.4686138613861384,2.5238095238095237,5.873684210526315,108,Yes,Yes,46,,,0.019801980198019802
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Closed,Prevent,17,87,87,0.7586206896551724,6,60,0.6896551724137931,0.775,0.01341477193750007,4,2,9,0.022988505747126436,599,6.885057471264368,0.44407345575959933,7.517241379310345,525,5,1,,No,No,19,0.21839080459770116,-0.12178850574712645,No,0.011494252873563218,0.16091954022988506,0.034482758620689655,0.5287356321839081,0.10344827586206896,0.5402298850574713,2.547126436781609,2.3684210526315788,6.481481481481482,102.6,No,Yes,33,1,0.011494252873563218,0.011494252873563218
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Open,Cover 4,17,97,97,0.8350515463917526,5,73,0.7525773195876289,0.8777777777777778,0.11871925175555553,4,2,39,0.061855670103092786,761,7.845360824742268,0.45992115637319314,8.876288659793815,607,5,,1,No,No,8,0.08247422680412371,-0.2552664948453608,No,0.020618556701030927,0.10309278350515463,,0.6391752577319587,0.08247422680412371,0.5979381443298969,2.5329896907216494,2.8625,6.824175824175824,114.7,No,Yes,39,,,
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Closed,Cover 3,17,88,88,0.8522727272727273,4,67,0.7613636363636364,0.8780487804878049,0.12164332574390246,1,4,40,0.056818181818181816,710,8.068181818181818,0.44929577464788734,9.204545454545455,539,5,,1,No,No,10,0.11363636363636363,-0.16960397727272725,No,0.056818181818181816,0.06818181818181818,,0.5909090909090909,0.09090909090909091,0.625,2.2170454545454543,2.29,6.493975903614458,118.1,No,Yes,33,,,
24,New York,Giants,,PHI,NFC,NFC East,Closed,Closed,Cover 3,17,110,110,0.8272727272727273,6,82,0.7454545454545455,0.8285714285714286,0.03604980282857151,2,2,31,0.045454545454545456,749,6.8090909090909095,0.5500667556742324,7.3545454545454545,524,3,,,No,Yes,35,0.3181818181818182,-0.020924999999999985,No,0.01818181818181818,0.12727272727272726,0.00909090909090909,0.509090909090909,0.14545454545454545,0.5818181818181818,2.540909090909091,2.4714285714285715,4.943396226415095,101.7,No,No,38,,,0.00909090909090909
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Open,Closed,Cover 1,17,98,98,0.8673469387755102,4,81,0.826530612244898,0.8541666666666666,0.08770384265624998,1,1,6,0.01020408163265306,866,8.83673469387755,0.4884526558891455,9.142857142857142,607,6,2,2,No,Yes,19,0.19387755102040816,-0.12092244897959184,Yes,0.01020408163265306,0.10204081632653061,0.02040816326530612,0.6326530612244898,0.11224489795918367,0.6428571428571429,2.4,2.505263157894737,6.322916666666667,115.4,No,No,43,1,0.01020408163265306,
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Open,Cover 2 Man,17,113,113,0.7522123893805309,5,76,0.672566371681416,0.7641509433962265,-0.010594969584905578,3,2,39,0.04424778761061947,697,6.168141592920354,0.5121951219512195,6.831858407079646,599,6,1,1,No,No,27,0.23893805309734514,-0.10288185840707965,No,0.008849557522123894,0.18584070796460178,0.02654867256637168,0.5663716814159292,0.04424778761061947,0.5752212389380531,2.556637168141593,2.6888888888888887,5.62037037037037,97.8,Yes,Yes,43,,,
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,111,111,0.8108108108108109,6,78,0.7027027027027027,0.7924528301886793,0.029696845801886917,2,2,47,0.05405405405405406,916,8.252252252252251,0.5131004366812227,7.531531531531532,688,5,4,2,No,No,22,0.1981981981981982,-0.1232454954954955,No,0.018018018018018018,0.13513513513513514,0.04504504504504504,0.6396396396396397,0.08108108108108109,0.5855855855855856,2.436936936936937,2.3136363636363635,6.429906542056075,95,Yes,Yes,46,,,0.018018018018018018
