teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Open,Cover 0,17,153,153,0.8562091503267973,4,122,0.7973856209150327,0.8707482993197279,0.043736731884353675,3,2,12,0.0392156862745098,1116,7.294117647058823,0.7374551971326165,7.490196078431373,420,6,2,4,No,No,25,0.16339869281045752,-0.1279503267973856,Yes,0.08496732026143791,0.10457516339869281,0.006535947712418301,0.013071895424836602,0.7843137254901961,0.058823529411764705,0.6535947712418301,2.2640522875816993,2.364,2.8378378378378377,104.7,Yes,Yes,52,,
2,Atlanta,Falcons,True,CAR,NFC,NFC South,Open,Open,Red Zone,17,186,186,0.8387096774193549,8,144,0.7741935483870968,0.847457627118644,0.03654417253107345,6,2,41,0.03225806451612903,1269,6.82258064516129,0.6579984239558707,7.413978494623656,661,10,2,2,No,Yes,27,0.14516129032258066,-0.1876306451612903,No,0.07526881720430108,0.10215053763440861,0.016129032258064516,0.010752688172043012,0.7043010752688172,0.0913978494623656,0.6129032258064516,2.5043010752688173,2.5296296296296297,3.7134831460674156,108.5,No,Yes,60,,
26,Philadelphia,Eagles,True,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,153,153,0.8104575163398693,7,111,0.7254901960784313,0.815068493150685,0.004221060952054878,4,3,22,0.05228758169934641,864,5.647058823529412,0.6076388888888888,6.300653594771242,544,5,,,No,Yes,30,0.19607843137254902,-0.08241764705882355,No,0.0392156862745098,0.12418300653594772,0.013071895424836602,0.013071895424836602,0.7516339869281046,0.09803921568627451,0.5490196078431373,2.189542483660131,2.3866666666666663,3.7260273972602738,97,No,Yes,47,1,0.006535947712418301
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Closed,Cover 3,17,168,168,0.8154761904761905,8,122,0.7261904761904762,0.8376623376623377,0.04046534670779223,11,3,25,0.041666666666666664,1009,6.005952380952381,0.6333002973240832,6.273809523809524,633,9,3,3,No,Yes,38,0.2261904761904762,-0.11540863095238094,No,0.05952380952380952,0.09523809523809523,0.023809523809523808,0.017857142857142856,0.6428571428571429,0.10119047619047619,0.5416666666666666,2.555357142857143,2.4657894736842105,4.1103896103896105,98,No,Yes,48,1,0.005952380952380952
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Open,Cover 2,17,140,140,0.7714285714285715,6,100,0.7142857142857143,0.8346456692913385,0.02735030381889758,9,2,57,0.04285714285714286,847,6.05,0.6611570247933884,6.478571428571429,492,3,,4,No,No,41,0.29285714285714287,0.01958035714285715,Yes,0.06428571428571428,0.12142857142857143,0.007142857142857143,0.014285714285714285,0.7142857142857143,0.07857142857142857,0.5642857142857143,2.1592857142857143,2.2731707317073173,3.813953488372093,94,No,Yes,48,2,0.014285714285714285
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Open,Cover 0,17,149,149,0.7516778523489933,8,100,0.6711409395973155,0.7941176470588235,0.011085364397058761,11,1,40,0.053691275167785234,878,5.89261744966443,0.530751708428246,5.993288590604027,653,3,1,3,No,No,25,0.16778523489932887,-0.13532181208053692,Yes,0.03355704697986577,0.1610738255033557,0.013422818791946308,,0.7114093959731543,0.06040268456375839,0.5100671140939598,2.3322147651006713,2.388,4.766423357664234,86.5,Yes,Yes,48,,
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,177,177,0.8361581920903954,11,137,0.7740112994350282,0.8597560975609756,0.03646638167682925,4,8,36,0.022598870056497175,1106,6.248587570621469,0.7495479204339964,6.672316384180791,490,6,1,2,Yes,No,29,0.1638418079096045,-0.10836920903954804,No,0.06779661016949153,0.07909604519774012,,,0.6666666666666666,0.11299435028248588,0.5480225988700564,2.1531073446327684,2.341379310344828,2.9696969696969697,101.6,No,Yes,60,,
27,Pittsburgh,Steelers,True,CIN,AFC,AFC North,Open,Closed,Cover 3,17,183,183,0.8032786885245902,12,137,0.7486338797814208,0.8245614035087719,0.013992275982456115,4,7,11,0.02185792349726776,1149,6.278688524590164,0.6527415143603134,6.19672131147541,660,6,3,5,No,Yes,36,0.19672131147540983,-0.09064836065573771,No,0.04371584699453552,0.11475409836065574,0.02185792349726776,0.00546448087431694,0.73224043715847,0.07103825136612021,0.5573770491803278,2.240983606557377,2.336111111111111,3.8372093023255816,94.7,No,Yes,60,2,0.01092896174863388
1,Arizona,Cardinals,True,SF,NFC,NFC West,Open,Open,Cover 2,17,154,154,0.7402597402597403,11,105,0.6818181818181818,0.7517241379310344,-0.06680433583448275,3,4,19,0.025974025974025976,830,5.3896103896103895,0.7397590361445783,5.454545454545454,504,5,2,1,No,No,22,0.14285714285714285,-0.156149025974026,No,0.05844155844155844,0.18831168831168832,0.01948051948051948,0.012987012987012988,0.7012987012987013,0.07142857142857142,0.512987012987013,2.3084415584415585,2.4272727272727272,3.4285714285714284,86.8,No,Yes,49,1,0.006493506493506494
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 1,17,167,167,0.7964071856287425,12,121,0.7245508982035929,0.8280254777070064,0.0038201116878981978,9,1,45,0.05389221556886228,962,5.7604790419161676,0.735966735966736,5.940119760479042,511,6,2,3,No,No,35,0.20958083832335328,-0.1012940119760479,No,0.03592814371257485,0.1317365269461078,0.041916167664670656,,0.7365269461077845,0.11377245508982035,0.5808383233532934,2.377245508982036,2.3085714285714283,3.254777070063694,93.5,No,No,56,,
