id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
00-0037801,KaVontae Turpin,WR,DAL,38,2,6,0,3,6,1,206,25,4,23,-0.0737,21.113,9.199000000000003,4,1,7,1,0,241,11,198,1,6,0,34,14,9,7,1,16,0,0,105,288,0,0,24,39,82,98,243,148,329,2,15,92,161,4,10,0,95,116
00-0038041,Jake Ferguson,TE,DAL,62,5,11,2,3,6,0,145,56,14,32,-0.4034,-176.234,-12.716,2,0,6,0,0,196,11,164,1,4,0,26,6,0,20,1,0,71,113,213,133,55,140,30,38,32,193,143,232,209,5,20,189,351,8,19,0,188,361
00-0031236,,,,29,3,13,3,0,3,1,72,45,2,23,-0.2423,-49.477999999999994,-11.125,8,3,8,2,0,274,0,360,1,9,1,21,1,-1,11,1,0,0,0,142,122,0,0,11,215,203,156,192,67,57,8,22,118,63,1,8,4,140,137
00-0036407,Jerry Jeudy,WR,CLE,101,6,22,6,8,13,3,488,112,5,74,-0.0399,96.83200000000002,37.64,10,1,14,1,0,929,57,682,7,17,3,294,7,8,16,6,0,0,0,318,604,3,10,47,437,872,355,603,233,339,12,57,302,556,11,17,70,356,625
00-0037267,,,,38,2,2,0,1,3,0,71,4,11,15,-0.146,-1.7520000000000007,-4.889000000000001,1,0,1,0,0,-72,-3,57,0,1,0,0,260,172,7,5,0,0,0,161,16,61,43,8,20,0,174,89,15,10,1,4,170,136,21,7,0,190,209
00-0036980,,,,65,6,15,5,2,5,1,139,70,5,36,-0.3746,-190.261,-36.912000000000006,5,1,7,0,0,438,11,512,2,13,1,74,8,3,18,8,0,0,0,270,295,0,0,31,245,240,288,303,310,295,9,34,252,225,7,15,10,285,243
00-0038738,,,,13,2,3,1,0,1,0,24,3,2,8,0.018,15.613999999999999,4.597999999999999,0,0,0,0,0,30,0,9,0,0,0,0,136,80,2,1,0,1,0,108,46,35,28,5,8,0,107,61,18,3,3,3,83,33,3,7,17,89,65
00-0038640,,,,16,4,12,3,0,2,0,65,21,1,10,-0.3089,-41.536999999999985,-17.677000000000003,4,1,4,1,0,209,0,200,1,5,0,41,0,0,3,0,0,0,0,116,139,0,0,4,174,177,102,112,38,0,4,18,101,41,1,9,24,96,38
00-0033045,,,,13,0,0,0,0,0,0,0,3,2,4,0.0429,13.69,-0.817,0,0,2,0,0,-29,0,2,0,0,0,0,125,64,2,0,0,0,0,71,57,0,0,8,10,0,72,50,11,5,1,1,72,19,3,2,0,75,12
00-0034364,,,,42,4,8,2,0,3,0,63,33,2,31,-0.1045,-11.065000000000012,10.995000000000003,2,0,7,2,0,216,0,123,0,0,0,0,4,0,7,3,5,63,59,157,161,89,150,18,45,76,169,188,110,105,7,17,131,197,8,8,0,151,224
00-0037666,Jalen Tolbert,WR,MIA,57,7,17,5,3,8,0,268,56,2,40,0.033,99.697,25.218999999999998,10,7,13,7,0,544,57,362,5,16,0,177,1,0,8,1,0,0,0,281,334,0,0,24,366,351,254,259,168,259,15,25,261,313,6,19,38,253,276
00-0038979,Cedric Tillman,WR,CLE,31,3,6,1,2,6,2,151,36,5,22,-0.2113,-32.842,-1.3719999999999986,7,2,5,1,0,247,12,299,2,8,1,60,3,0,9,5,0,0,0,135,200,1,0,14,195,247,151,171,69,92,4,16,105,118,3,7,50,128,139
00-0038098,,,,17,0,3,0,0,2,0,41,3,1,6,-0.3045,-17.173,-2.7510000000000003,0,0,1,0,0,-2,0,8,0,0,0,0,83,69,2,1,0,0,0,60,53,28,14,7,18,21,76,46,9,0,0,4,58,58,9,3,0,77,51
00-0036139,Rico Dowdle,RB,PIT,43,2,5,2,2,1,1,22,7,8,22,-0.0176,33.566,5.262000000000001,3,2,7,2,0,-11,-4,7,1,1,1,22,297,213,6,2,0,0,0,156,62,3,0,24,10,0,149,53,16,36,3,5,157,193,11,18,3,168,187
00-0037256,Rachaad White,RB,WAS,53,2,3,1,1,3,1,77,11,9,29,0.2741,131.12100000000004,11.228000000000002,0,0,11,5,0,-103,0,-6,0,1,0,0,303,355,6,2,6,0,0,173,206,0,0,31,20,0,190,186,22,38,2,4,130,198,13,23,3,170,181
00-0033921,Chris Godwin Jr.,WR,TB,51,5,10,2,1,7,2,210,39,7,43,0.3003,202.87900000000008,35.514,2,2,7,3,0,231,5,125,0,1,0,0,5,38,7,0,0,0,0,137,304,0,0,25,91,137,144,278,136,410,8,14,81,262,7,7,45,95,281
00-0039855,Jalen McMillan,WR,TB,41,3,10,2,0,8,4,216,39,1,31,0.0925,100.817,10.127999999999997,9,4,8,4,0,406,0,298,5,12,3,144,13,3,12,1,0,0,0,174,245,0,0,17,259,255,201,269,89,203,6,18,140,156,5,19,36,186,216
00-0037746,,,,21,1,1,0,1,1,0,32,3,5,11,-0.0174,15.557000000000002,-2.827999999999998,0,0,4,0,0,-24,-4,1,0,0,0,0,180,81,1,0,0,0,0,110,54,0,0,10,7,0,119,42,27,78,1,3,82,100,10,13,17,104,105
00-0031408,,,,82,13,23,7,4,15,4,416,95,4,67,0.2256,305.2149999999999,38.52599999999999,18,9,15,7,0,901,61,373,8,18,4,244,0,0,18,2,0,0,0,207,582,0,0,39,253,638,224,704,132,366,14,36,136,251,3,23,49,176,422
00-0039052,,,,13,1,3,0,1,2,0,52,15,0,9,-0.06,11.100999999999999,5.945,2,1,2,1,0,152,22,163,2,6,0,52,2,11,3,1,8,0,0,61,66,0,0,5,118,111,92,70,45,50,2,9,69,94,2,3,0,103,98
00-0030061,Zach Ertz,TE,FA,75,3,8,6,3,7,0,168,62,1,55,0.1146,111.84299999999998,28.881999999999994,11,7,21,7,0,543,36,143,0,3,0,0,1,0,9,1,0,74,127,257,310,68,141,39,53,40,273,365,256,346,12,20,154,269,7,24,20,194,344
00-0039355,Luke McCaffrey,WR,WAS,19,2,4,0,0,2,0,53,11,1,11,-0.1293,-0.5030000000000001,4.3100000000000005,1,0,3,0,0,79,0,91,0,2,0,0,3,0,4,0,0,0,0,120,97,2,0,8,47,34,131,149,164,134,5,4,73,16,3,12,3,96,71
00-0035208,Olamide Zaccheaus,WR,ATL,50,3,7,2,4,5,1,169,44,11,36,0.0356,77.556,25.083,3,2,8,2,0,304,68,102,2,5,0,71,11,30,10,1,0,0,0,150,226,2,0,36,121,272,157,276,131,204,6,8,97,216,4,10,14,114,280
00-0039361,Bucky Irving,RB,TB,49,1,2,0,1,3,0,99,4,19,30,0.2192,106.98499999999996,15.520000000000003,0,0,8,0,0,-144,-4,-15,0,0,0,0,218,342,7,0,0,0,0,119,86,2,0,28,21,28,148,139,11,22,1,2,96,246,14,8,7,133,306
00-0036628,,,,10,0,1,0,2,1,0,20,5,1,6,-0.2762,-17.653,-0.6509999999999998,0,0,1,0,0,62,27,1,0,1,0,0,4,0,2,0,0,91,55,78,22,49,23,5,7,6,97,50,17,0,0,3,62,34,3,9,0,90,62
00-0033699,,,,38,0,0,0,3,8,0,213,7,8,20,0.2433,85.12500000000001,13.806000000000001,0,0,3,0,0,-54,4,-5,0,0,0,0,163,263,6,1,1,0,0,125,201,1,4,22,10,30,146,267,54,69,1,0,73,101,12,8,-3,102,164
00-0035659,Terry McLaurin,WR,WAS,87,17,29,10,0,12,3,507,90,4,64,0.2477,336.26400000000007,71.76800000000004,17,12,15,10,0,844,0,717,9,26,3,405,2,3,19,1,0,0,0,264,497,0,0,43,395,849,284,744,82,244,16,35,172,303,4,22,49,214,599
00-0031941,,,,10,0,1,1,1,0,0,0,9,0,7,0.0728,18.125000000000004,2.0730000000000004,2,2,3,2,0,77,16,31,0,0,0,0,0,0,0,0,0,0,0,51,39,0,0,8,12,19,47,53,64,53,3,2,25,19,0,4,0,25,33
00-0038129,Cade Otton,TE,TB,67,6,13,1,7,7,0,196,54,6,40,-0.0693,1.8730000000000153,12.538999999999998,9,4,16,4,0,332,32,139,2,5,0,51,10,22,22,2,0,88,102,234,228,160,243,24,70,57,265,311,149,176,8,26,188,234,6,22,55,241,372
00-0037840,Kyren Williams,RB,LAR,36,1,2,0,1,1,0,26,2,5,19,-0.1111,6.041999999999996,-2.921999999999999,1,1,9,2,0,-30,-9,-2,0,0,0,0,449,177,2,1,0,0,0,219,59,1,0,23,25,0,266,47,17,5,5,2,206,136,8,19,-1,272,123
00-0032775,,,,33,4,12,4,1,9,2,282,52,0,28,0.0541,92.50200000000001,10.127999999999997,12,7,12,5,0,457,12,526,8,21,2,261,1,0,6,1,0,0,0,222,359,0,0,19,327,370,264,318,180,135,16,22,224,144,1,19,43,285,146
00-0033908,Cooper Kupp,WR,SEA,70,4,13,4,1,10,2,301,73,7,39,-0.1291,-1.9650000000000007,3.868999999999999,8,3,10,4,0,456,5,302,6,10,2,205,7,15,8,1,0,0,0,169,298,0,0,45,122,219,186,301,225,476,12,29,156,327,5,11,82,184,412
00-0036963,Amon-Ra St. Brown,WR,DET,117,9,18,5,2,17,5,476,99,9,96,0.2463,419.0120000000001,96.38000000000002,13,8,32,9,0,866,19,215,4,6,2,151,16,27,27,2,0,0,0,214,547,0,0,58,248,794,295,743,272,533,23,25,218,563,8,21,48,320,807
00-0036244,Colby Parkinson,TE,LAR,35,1,7,0,3,2,0,43,27,1,24,-0.1527,-27.902999999999995,3.196999999999998,5,1,9,1,0,158,7,105,0,1,0,0,1,0,4,1,0,148,111,140,72,105,88,20,28,12,178,205,59,83,6,14,150,89,5,12,0,200,222
00-0039075,Puka Nacua,WR,LAR,82,6,14,6,2,11,0,299,71,16,64,0.1543,231.1280000000001,53.293000000000006,6,1,13,3,0,514,16,325,3,10,0,97,18,127,6,1,8,0,0,126,512,2,0,52,180,611,152,659,77,252,13,27,114,286,8,10,37,150,470
00-0039074,,,,8,0,4,0,1,0,0,0,7,0,4,-0.5406,-46.18900000000001,-3.9939999999999993,2,0,5,0,0,13,0,37,0,0,0,0,1,0,0,0,0,43,5,73,5,70,34,7,24,0,89,32,20,0,1,4,60,7,1,9,0,85,34
00-0037240,Jameson Williams,WR,DET,66,3,10,1,3,16,5,605,60,4,47,0.0894,160.97199999999998,37.61699999999998,6,1,11,1,0,578,38,459,5,13,3,243,8,15,22,1,7,0,0,180,405,0,0,30,290,641,245,620,163,295,9,21,201,260,9,14,64,280,539
00-0039065,Sam LaPorta,TE,DET,63,6,12,2,1,11,3,314,42,7,46,0.165,137.96599999999998,31.423000000000005,10,6,20,5,0,411,4,169,7,9,3,214,10,13,18,2,0,70,209,189,273,194,281,31,96,137,267,485,117,86,10,12,197,224,10,21,17,296,453
00-0039139,Jahmyr Gibbs,RB,DET,54,1,3,0,0,4,0,130,11,12,34,0.1995,123.447,14.969999999999997,3,1,13,3,0,-71,0,65,0,3,0,0,287,417,11,1,0,0,0,139,194,0,0,26,34,49,183,281,23,10,4,2,149,185,20,11,10,204,282
00-0036754,,,,13,0,0,0,0,0,0,0,10,1,11,0.2254,34.307,3.0799999999999996,2,1,5,2,0,25,0,56,0,2,0,0,20,8,1,1,0,90,48,105,61,83,41,11,19,0,138,70,17,3,1,1,81,23,2,9,7,123,39
00-0036427,,,,26,2,5,1,0,4,0,144,17,5,18,-0.2087,-25.854999999999997,-2.6660000000000013,5,1,10,1,0,108,0,121,0,0,0,0,4,20,5,0,0,0,0,95,138,1,0,12,133,254,100,62,62,17,6,14,90,188,2,10,41,105,153
00-0035685,David Montgomery,RB,HOU,36,1,1,2,0,2,0,64,4,18,28,0.522,149.987,15.917,0,0,3,0,0,-24,0,6,0,0,0,0,179,338,3,0,0,0,0,83,70,0,0,19,3,0,109,164,5,3,2,1,67,177,13,11,0,104,271
00-0034521,,,,46,8,14,4,7,8,2,254,44,4,34,0.1328,127.22200000000002,29.923999999999992,5,3,12,4,0,447,24,239,4,9,2,156,2,0,11,1,10,0,0,202,252,5,0,20,247,230,189,257,156,300,7,22,199,235,0,21,28,207,268
00-0033288,George Kittle,TE,SF,83,13,17,5,2,21,0,596,62,10,70,0.5822,411.68999999999994,67.94599999999997,10,7,21,8,0,617,14,183,3,8,0,99,10,27,9,2,28,103,257,217,442,145,403,39,38,98,241,576,141,321,10,24,168,460,11,26,42,218,636
00-0035719,Deebo Samuel Sr.,WR,FA,58,4,14,1,4,10,1,350,45,14,33,-0.0647,37.208,11.075000000000005,3,0,14,2,0,292,21,259,5,9,1,224,32,57,9,0,0,0,0,168,319,1,0,30,229,312,202,419,120,301,9,24,163,247,8,17,4,214,351
00-0038120,Breece Hall,RB,NYJ,61,3,4,1,4,5,2,157,15,15,31,-0.0962,17.221000000000004,-1.4869999999999997,2,1,9,1,0,-4,2,23,2,3,1,50,389,407,14,1,0,0,0,233,179,17,28,37,35,46,219,231,10,2,3,11,207,252,11,24,0,217,304
00-0037740,Garrett Wilson,WR,NYJ,111,16,33,8,4,16,3,427,111,20,80,-0.0894,45.001000000000026,21.714999999999993,13,6,24,4,0,753,50,625,7,20,2,201,6,18,23,1,0,0,0,320,664,1,0,55,435,627,302,652,190,459,12,48,293,404,15,36,48,311,440
00-0036261,,,,30,4,11,1,5,5,0,154,33,3,23,-0.1159,3.8859999999999975,12.811000000000003,5,0,6,0,0,323,56,233,0,4,0,0,0,0,7,0,0,0,0,94,152,0,0,8,153,268,92,201,39,101,9,19,89,168,2,11,0,98,217
00-0036259,Jauan Jennings,WR,MIN,83,18,30,5,4,12,1,358,90,10,62,0.0769,174.67799999999988,43.23399999999995,12,4,15,5,0,767,30,352,6,12,1,204,2,0,27,1,0,0,0,168,398,0,0,30,226,569,209,605,163,406,11,41,161,328,2,20,42,222,577
00-0034270,,,,52,2,8,2,1,7,1,158,37,4,35,-0.0738,-0.5819999999999901,10.082000000000003,6,4,9,4,0,189,2,169,2,5,0,47,6,7,10,1,0,110,90,269,101,117,102,27,51,10,238,112,229,240,8,16,238,335,8,36,2,243,348
00-0037525,Jordan Mason,RB,MIN,12,0,1,0,0,1,0,24,2,3,8,0.3421,38.24699999999999,4.629,0,0,3,0,0,36,0,16,0,0,0,0,146,90,1,1,0,0,0,84,33,3,0,7,15,0,90,58,12,0,0,4,76,32,2,9,0,91,57
00-0029892,,,,19,3,6,0,0,3,1,90,10,2,14,0.1487,49.931000000000004,-0.08600000000000163,0,0,2,1,0,107,0,86,2,4,1,70,95,88,7,1,0,4,0,121,49,91,65,13,34,8,139,84,33,39,1,9,106,101,1,11,15,135,151
00-0033576,,,,12,2,2,0,0,0,0,0,9,1,9,-0.2262,-15.649999999999999,1.9070000000000005,2,1,4,1,0,67,0,27,0,1,0,0,9,0,7,0,0,31,38,58,10,57,0,3,12,0,69,13,44,42,0,3,75,65,1,9,2,95,70
00-0039794,Braelon Allen,RB,NYJ,24,0,0,0,5,0,0,0,7,2,13,0.1195,38.931000000000004,4.7379999999999995,0,0,1,1,0,-19,-4,14,0,0,0,0,133,137,6,0,0,0,0,71,59,1,0,12,14,11,73,52,5,0,0,1,71,96,8,9,0,82,89
00-0038507,,,,3,0,1,0,0,0,0,0,3,0,1,-0.6927,-15.651,-4.104,0,0,0,0,0,31,0,16,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,20,13,8,0,11,-2,1,2,23,11,0,0,0,20,11
00-0034115,,,,3,0,0,0,0,0,0,0,1,0,2,0.2096,5.897,0.541,0,0,0,0,0,0,0,0,0,0,0,0,32,13,0,0,0,0,0,20,0,0,0,2,4,0,23,13,6,6,0,0,18,6,1,1,0,22,19
00-0032688,,,,1,0,0,0,0,0,0,0,3,0,0,-1.0467,-31.813,-8.406,2,0,2,0,0,4,0,43,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,2,13,0,8,0,8,5,1,1,13,5,0,0,0,12,5
00-0032104,,,,41,2,2,2,1,1,0,24,13,6,24,0.1858,87.12300000000002,11.852000000000002,1,1,6,3,0,13,4,18,0,0,0,0,279,244,7,1,0,0,0,167,150,0,0,29,14,8,153,109,13,9,1,2,135,134,7,17,18,138,111
00-0038046,Charlie Kolar,TE,LAC,9,1,2,1,0,2,0,85,6,0,7,0.437,38.706,8.189,1,1,1,1,0,55,0,11,1,1,0,55,1,0,1,0,0,31,65,19,30,10,62,4,3,4,31,125,5,0,2,2,12,6,2,7,0,31,101
00-0033376,,,,4,0,0,0,1,0,0,0,2,0,3,0.1933,10.682999999999998,1.9600000000000002,0,0,2,1,0,11,7,-5,0,0,0,0,42,17,1,1,0,11,0,66,22,57,5,1,2,0,78,19,4,0,0,1,28,0,1,9,3,49,0
00-0036232,,,,9,0,0,0,0,0,0,0,4,2,7,0.0442,8.451,-0.278,0,0,0,0,0,15,0,26,0,0,0,0,4,4,1,0,0,24,21,46,16,33,34,2,6,9,55,42,24,18,0,3,34,44,5,2,0,45,70
00-0031690,,,,4,0,1,0,2,0,0,0,1,1,0,-0.975,-22.27,-1.828,0,0,1,0,0,8,11,0,0,0,0,0,3,0,1,0,0,14,0,18,0,17,2,1,7,7,26,2,1,0,0,2,13,7,0,3,0,24,9
00-0037005,Tommy Tremble,TE,CAR,24,1,5,0,0,2,0,58,20,2,16,-0.1001,-5.878000000000005,4.990000000000002,3,2,4,2,0,123,0,59,1,1,0,38,6,4,10,1,0,61,64,139,63,68,44,6,32,57,163,138,103,65,2,8,90,93,4,16,3,130,171
00-0036555,Chuba Hubbard,RB,CAR,47,0,3,0,2,1,0,20,7,7,14,-0.5477,-124.205,-22.246000000000002,0,0,11,1,0,-74,2,9,0,0,0,0,304,165,14,2,0,0,0,214,59,0,0,28,52,0,224,92,20,6,0,7,130,84,4,20,-5,160,112
00-0038547,,,,27,2,3,3,0,3,1,70,22,1,21,-0.0522,4.660999999999996,9.405,2,1,1,0,0,144,0,55,1,1,1,22,1,0,5,1,0,70,72,87,97,34,68,16,15,19,91,71,71,82,6,8,93,162,0,6,8,103,144
00-0039530,,,,9,0,1,0,0,0,0,0,7,1,8,-0.1639,-8.978999999999996,1.3319999999999999,1,0,2,0,0,35,0,47,0,0,0,0,2,0,4,0,0,44,40,63,37,17,0,3,10,13,63,27,51,35,1,3,55,61,3,6,0,61,51
00-0036727,,,,3,0,2,0,1,0,0,0,1,0,0,-1.1314,-24.327,-2.761,0,0,0,0,0,4,-3,0,0,0,0,0,56,0,0,1,0,2,0,44,0,8,0,2,10,0,51,0,4,0,0,2,22,0,0,6,0,35,0
00-0038622,,,,3,0,0,0,0,0,0,0,1,1,1,-0.3392,-4.607000000000001,-1.9020000000000001,0,0,0,0,0,5,0,-5,0,0,0,0,25,18,0,0,0,0,0,12,18,0,0,5,1,0,14,18,0,0,0,0,12,0,0,0,0,14,0
00-0033375,,,,35,2,6,1,1,6,0,173,24,6,24,0.1876,104.77200000000005,18.696999999999992,4,2,8,3,0,277,21,162,2,7,0,64,0,0,11,1,0,0,0,133,143,0,0,14,254,340,187,249,81,54,6,8,130,145,4,17,0,201,251
00-0039364,,,,3,0,0,0,0,0,0,0,0,0,3,1.4957,25.777,4.233,0,0,0,0,0,17,0,0,0,0,0,0,11,20,1,1,17,0,0,4,0,1,17,2,1,0,10,20,1,0,0,0,3,0,0,0,0,9,20
00-0032464,Kalif Raymond,WR,CHI,17,0,2,0,0,3,1,80,14,2,14,0.2803,65.643,13.291,0,0,2,1,0,78,0,98,1,3,0,21,1,0,3,1,1,0,0,57,125,0,0,10,71,103,65,133,52,112,2,3,57,74,4,1,7,66,89
00-0035544,,,,0,0,0,0,0,0,0,0,0,0,0,-0.8919,-4.907,-2.231,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,0,0,0,0,6,0
00-0036223,J'Mari Taylor,RB,JAX,23,0,1,0,5,1,0,25,5,4,10,-0.2932,-26.406,-11.735999999999999,0,0,3,1,0,-16,-2,6,0,0,0,0,280,129,4,0,0,0,0,142,34,0,0,11,17,0,185,78,6,7,2,3,106,58,11,12,0,161,102
00-0039811,,,,1,0,0,0,0,0,0,0,1,0,0,-0.5349,-2.369,-0.234,0,0,0,0,0,-5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,1,0,0,2,3,1,3,0,0,1,0,0,0,0,1,0
00-0036984,,,,17,0,0,0,1,0,0,0,0,2,6,-0.3517,-19.729999999999997,-5.472,0,0,3,0,0,2,2,4,0,0,0,0,148,99,2,1,0,0,0,68,3,0,0,9,7,0,76,13,2,0,1,0,75,86,7,5,0,88,96
00-0037292,,,,10,0,0,0,1,3,0,65,8,0,6,0.0658,12.329999999999998,1.2899999999999996,1,0,3,1,0,69,10,81,0,2,0,0,2,0,3,0,0,60,8,70,34,46,52,5,13,15,90,54,30,34,1,4,54,53,1,7,2,81,75
00-0037120,,,,13,0,0,0,2,1,0,24,3,2,6,-0.3678,-17.713,1.306,2,1,2,1,0,25,31,-6,0,1,0,0,63,54,3,1,0,0,0,40,27,0,0,8,9,0,34,27,9,7,1,1,43,34,2,3,0,40,34
00-0038935,Brenton Strange,TE,JAX,41,3,6,2,1,7,0,168,38,9,31,0.0504,43.708000000000006,18.950000000000006,5,2,6,2,0,230,2,111,3,3,0,82,8,0,14,1,0,45,85,134,173,76,59,16,41,83,172,219,124,184,7,11,111,185,4,10,7,159,238
00-0037257,,,,3,1,1,0,0,0,0,0,2,1,2,-0.069,1.3400000000000003,3.214,0,0,1,0,0,19,0,0,0,0,0,0,1,0,1,0,0,0,0,5,27,0,0,0,2,9,4,15,2,18,0,2,1,12,0,0,0,0,0
00-0033925,,,,7,0,0,0,1,0,0,0,0,1,4,0.1048,8.742,0.8380000000000001,0,0,0,0,0,0,-6,1,0,0,0,0,85,27,0,1,0,0,0,49,22,2,9,4,5,10,58,27,4,8,0,0,33,27,4,4,0,46,32
00-0036887,,,,14,1,2,0,1,0,0,0,10,2,7,-0.2903,-24.703000000000003,-4.640000000000001,0,0,1,0,0,43,4,39,0,1,0,0,1,0,2,0,0,80,28,66,10,48,39,8,4,0,83,20,8,0,4,3,49,40,0,9,7,75,57
00-0034487,,,,8,0,0,0,0,0,0,0,6,0,8,0.4739,41.15,1.9740000000000004,0,0,1,1,0,43,0,11,0,0,0,0,2,0,2,0,0,0,0,19,29,2,0,6,20,48,25,35,27,35,0,0,25,48,1,1,0,32,54
00-0032128,,,,7,0,3,0,0,2,0,44,11,0,5,-0.2939,-15.690000000000005,-1.8939999999999995,1,0,1,0,0,82,0,125,0,3,0,0,0,0,2,1,0,0,0,51,43,1,0,4,82,76,49,49,21,0,1,5,48,27,0,6,0,52,33
00-0034646,,,,6,0,1,1,0,0,0,0,5,0,7,-0.0148,8.354,5.093999999999999,0,0,1,0,0,48,0,54,0,1,0,0,3,0,5,1,0,0,0,48,29,3,0,3,61,22,49,28,49,49,0,1,61,43,0,5,0,67,42
00-0038752,,,,14,3,3,2,1,0,0,0,10,0,11,0.0564,24.787,4.811,1,1,2,1,0,93,13,45,0,0,0,0,2,0,4,0,0,0,0,49,17,1,10,5,99,48,78,60,40,49,2,3,57,43,2,7,4,93,90
00-0036328,,,,24,1,1,1,1,2,0,70,6,5,15,0.2262,57.19499999999999,2.408999999999998,0,0,2,0,0,-6,1,59,0,2,0,0,155,182,3,0,0,0,0,110,121,7,7,11,15,16,113,126,6,0,3,4,64,79,8,6,0,73,84
00-0039920,,,,3,0,1,0,0,0,0,0,2,0,2,-0.6092,-18.417,-3.6439999999999997,2,0,2,0,0,11,0,39,0,1,0,0,1,0,3,0,0,0,0,25,12,2,0,1,28,0,25,14,16,16,0,2,18,0,0,4,2,22,4
00-0038589,,,,29,0,1,0,1,3,0,79,18,2,18,-0.1683,-25.412999999999997,7.965,2,1,4,1,0,107,2,103,0,2,0,0,6,0,8,0,0,10,30,77,67,74,141,14,30,29,105,132,65,48,1,9,75,116,5,5,0,108,181
00-0037805,,,,23,2,5,0,3,0,0,0,10,0,10,-0.412,-64.02300000000001,-1.5680000000000003,1,0,3,0,0,52,8,44,0,0,0,0,9,11,5,1,0,42,23,84,33,71,51,11,15,0,99,60,52,20,1,8,83,45,2,6,0,104,72
00-0033536,,,,24,5,9,7,1,6,1,142,30,0,16,0.1143,58.896,15.482000000000001,3,1,2,0,0,318,4,200,5,11,1,122,1,0,7,1,0,0,0,194,190,1,0,5,255,230,165,204,70,68,6,15,142,90,1,19,4,132,108
00-0033591,,,,38,3,11,1,2,4,1,145,41,2,31,-0.0226,45.113,12.031999999999996,2,2,4,0,0,391,11,246,3,8,1,111,0,0,12,0,0,0,0,135,120,0,0,15,199,403,155,295,51,50,5,21,84,158,1,11,0,115,333
00-0036626,Dyami Brown,WR,WAS,34,1,5,0,2,5,1,159,17,8,16,-0.1827,-16.18499999999999,1.8319999999999992,4,1,4,0,0,150,15,143,3,7,1,112,1,2,4,0,0,0,0,128,229,2,0,20,174,245,143,239,58,61,3,8,82,50,5,10,19,107,79
00-0039751,Jordan Whittington,WR,LAR,24,0,2,2,0,4,0,127,13,2,22,0.2549,87.363,16.498,1,0,2,0,0,129,0,22,1,2,0,50,13,86,1,0,0,0,0,44,154,1,3,11,68,162,70,190,39,42,3,5,47,103,8,4,0,77,139
00-0037557,,,,5,0,0,0,0,0,0,0,0,1,3,-0.0418,3.471000000000001,-0.5110000000000001,0,0,0,0,0,-24,0,-2,0,0,0,0,50,34,0,0,0,0,0,21,0,0,0,3,0,0,20,14,1,0,0,0,29,20,3,2,0,30,34
00-0036849,Tutu Atwell,WR,MIA,49,1,7,1,4,10,0,250,52,0,37,0.0617,92.82999999999997,18.689999999999994,0,0,3,0,0,587,54,154,6,10,0,161,2,0,7,0,0,0,0,106,159,0,0,25,163,321,148,363,91,241,11,12,102,199,7,6,0,150,403
00-0039868,Troy Franklin,WR,DEN,33,0,6,0,2,5,0,128,28,1,18,-0.3603,-93.474,-17.370999999999995,5,1,8,2,0,222,44,435,4,18,0,105,4,15,9,0,0,0,0,106,76,2,0,12,155,134,134,125,78,114,6,14,94,130,9,11,8,133,187
00-0038783,,,,14,1,1,0,0,0,0,0,7,2,11,0.2965,38.50600000000001,9.080999999999998,1,1,4,3,0,39,0,23,0,1,0,0,8,6,4,0,0,11,0,75,55,100,109,2,12,0,78,60,29,0,2,1,66,52,6,16,3,85,60
00-0037085,,,,3,0,0,0,0,0,0,0,1,0,0,-2.7062,-32.773,-5.941,0,0,1,0,0,-6,0,0,0,0,0,0,3,-2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,-3,1,0,0,3,-2
00-0035631,,,,20,0,1,0,0,0,0,0,11,0,13,-0.239,-26.646999999999995,4.765000000000001,1,1,2,1,0,28,0,6,0,0,0,0,53,11,6,0,0,66,33,161,3,159,65,12,16,0,152,15,22,0,1,1,143,94,2,21,0,155,106
00-0039814,,,,21,1,1,0,1,1,0,28,13,1,11,-0.0449,4.2059999999999995,5.248,0,0,2,0,0,70,-1,2,0,0,0,0,15,12,5,0,0,20,40,57,29,49,83,13,11,0,54,49,20,23,1,2,56,109,1,5,0,58,129
00-0039810,,,,5,0,3,0,0,2,0,88,13,0,4,-0.3568,-27.962,-4.539000000000001,4,0,4,0,0,87,0,209,2,7,0,88,0,0,1,0,0,0,0,53,19,0,0,3,77,107,50,66,9,0,3,6,33,41,0,3,0,33,88
