teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingSackedFaultTotal
25,New York,Jets,True,MIA,AFC,AFC East,Open,Open,Red Zone,17,168,152,0.756578947368421,8,100,0.6578947368421053,0.7769784172661871,0.023587237791366955,9,4,82,0.05263157894736842,1167,7.677631578947368,0.5878320479862896,6.89937106918239,1034,3,2,7,9,-40,0.041666666666666664,Yes,Yes,66,0.39285714285714285,0.049613988095238086,No,0.13095238095238096,0.1513157894736842,20,0.13157894736842105,0.013157894736842105,0.03289473684210526,0.6973684210526315,0.11842105263157894,0.506578947368421,2.7743421052631576,5.285714285714286,5.411111111111111,2.7636363636363637,7.438848920863309,90,No,Yes,51,
20,Miami,Dolphins,,NYJ,AFC,AFC East,Open,Open,Red Zone,17,181,169,0.757396449704142,9,117,0.6923076923076923,0.825503355704698,0.05700941251006719,15,4,26,0.03550295857988166,1270,7.514792899408284,0.5614173228346456,7.329479768786127,885,8,3,4,8,-27,0.022099447513812154,Yes,Yes,54,0.2983425414364641,-0.07344999999999999,No,0.16022099447513813,0.11834319526627218,10,0.05917159763313609,0.005917159763313609,0.029585798816568046,0.6449704142011834,0.11834319526627218,0.5621301775147929,2.883431952662722,3.975,5.15,2.775925925925926,5.92,99.5,No,Yes,65,1
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Closed,Closed,Cover 1,17,179,161,0.782608695652174,10,111,0.6894409937888198,0.7972972972972973,0.05271198824324319,9,1,32,0.043478260869565216,1248,7.751552795031056,0.5184294871794872,7.3352941176470585,1112,10,3,9,5,-66,0.05027932960893855,Yes,No,53,0.29608938547486036,-0.05046536312849164,Yes,0.12290502793296089,0.12422360248447205,12,0.07453416149068323,0.024844720496894408,0.043478260869565216,0.639751552795031,0.12422360248447205,0.4472049689440994,2.808695652173913,3.7666666666666666,4.199999999999999,2.7849056603773583,7.364238410596027,104.8,No,Yes,66,4
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Closed,Cover 3,17,168,151,0.7814569536423841,7,111,0.7350993377483444,0.8540145985401459,0.0848667913503649,9,2,85,0.039735099337748346,1269,8.403973509933774,0.5981087470449172,7.3229813664596275,841,7,4,10,1,-50,0.05952380952380952,Yes,No,57,0.3392857142857143,-0.0005434523809524043,No,0.08928571428571429,0.12582781456953643,13,0.08609271523178808,0.039735099337748346,0.033112582781456956,0.6622516556291391,0.08609271523178808,0.5761589403973509,2.766887417218543,3.15,5.957142857142857,2.7473684210526317,6.007142857142857,102.8,No,Yes,64,3
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Open,Closed,Cover 1,17,203,179,0.8156424581005587,10,131,0.7318435754189944,0.8203592814371258,0.09943003752694612,10,1,54,0.0335195530726257,1883,10.519553072625698,0.4997344662772172,11.042780748663102,1460,13,1,8,5,-33,0.03940886699507389,Yes,No,59,0.29064039408866993,-0.07070640394088673,No,0.07881773399014778,0.11731843575418995,27,0.15083798882681565,0.00558659217877095,0.0670391061452514,0.664804469273743,0.1005586592178771,0.5921787709497207,2.9502793296089385,3.3625,5.60625,2.8593220338983047,8.69047619047619,128.8,No,Yes,85,2
18,Los Angeles,Chargers,,LV,AFC,AFC West,Open,Open,Cover 0,17,137,120,0.7416666666666667,5,85,0.7083333333333334,0.7909090909090909,0.01653606969999999,6,3,46,0.016666666666666666,835,6.958333333333333,0.6898203592814371,5.4728682170542635,717,5,4,9,2,-49,0.06569343065693431,Yes,No,43,0.31386861313868614,-0.012359489051094883,Yes,0.1386861313868613,0.175,12,0.1,0.025,0.03333333333333333,0.6416666666666667,0.13333333333333333,0.525,2.734166666666667,3.6222222222222222,4.4875,2.7674418604651163,6.45945945945946,90.1,Yes,Yes,36,5
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Closed,Cover 3,17,175,153,0.7058823529411765,11,96,0.6274509803921569,0.7323943661971831,0.016032929154929598,8,2,65,0.05228758169934641,1201,7.849673202614379,0.5020815986677769,5.851851851851852,1343,9,8,9,7,-73,0.05142857142857143,Yes,Yes,52,0.29714285714285715,-0.048068000000000013,No,0.09714285714285714,0.2222222222222222,23,0.1503267973856209,0.06535947712418301,0.032679738562091505,0.6797385620915033,0.058823529411764705,0.45098039215686275,2.8640522875816994,3.811111111111111,4.630769230769231,2.9076923076923076,9.384615384615385,84.9,No,Yes,56,2
23,New Orleans,Saints,,TB,NFC,NFC South,Open,Closed,Cover 1,17,188,168,0.7380952380952381,8,105,0.625,0.7483443708609272,0.002906902794702071,13,2,101,0.047619047619047616,1462,8.702380952380953,0.6258549931600548,8.293785310734464,1177,9,3,9,9,-39,0.047872340425531915,Yes,Yes,71,0.3776595744680851,0.012599202127659586,Yes,0.1276595744680851,0.1488095238095238,25,0.1488095238095238,0.023809523809523808,0.06547619047619048,0.6309523809523809,0.10119047619047619,0.5238095238095238,2.9428571428571426,4.655555555555555,5.990909090909091,2.9056338028169018,7.69281045751634,100.8,No,No,63,3
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Closed,Cover 3,17,143,130,0.7615384615384615,3,88,0.676923076923077,0.788135593220339,0.028676147372881378,6,3,-3,0.038461538461538464,1003,7.7153846153846155,0.6919242273180458,6.088235294117647,822,2,4,6,3,-35,0.04195804195804196,Yes,Yes,51,0.35664335664335667,0.015575174825174811,No,0.1258741258741259,0.13846153846153847,11,0.08461538461538462,0.046153846153846156,0.038461538461538464,0.6384615384615384,0.13846153846153847,0.5,2.75,3.9666666666666663,4.871428571428572,2.729411764705882,6.867768595041323,82.9,No,Yes,51,2
13,Houston,Texans,,TEN,AFC,AFC South,Closed,Closed,Cover 3,17,175,156,0.7115384615384616,9,92,0.5897435897435898,0.6917808219178082,-0.03608635304794516,6,2,110,0.057692307692307696,1116,7.153846153846154,0.6254480286738351,6.86144578313253,1326,12,4,10,3,-37,0.05714285714285714,Yes,No,61,0.3485714285714286,0.032562571428571434,No,0.12571428571428572,0.21794871794871795,22,0.14102564102564102,0.03205128205128205,0.04487179487179487,0.7628205128205128,0.08974358974358974,0.44871794871794873,2.630128205128205,3.7600000000000002,5.044444444444444,2.7278688524590167,8.945945945945946,96,No,No,51,1
