team,season,week,implied,spread,dk_PC,dk_RB,dk_QB,PC_resid,RB_resid,pass_rate,proe_proxy,proe_proxy_trail,proe,proe_trail,proe_season
ARI,2024,1,19.75,-6.5,31.2,24.7,15.18,-13.122542376612753,3.852712009943538,0.5737704918032787,-2.418793696790311,,,,
ARI,2024,2,23.25,-1.0,61.7,28.099999999999998,28.54,13.335463452033991,4.422515827211285,0.3548387096774194,-21.733530789073573,,,,
ARI,2024,3,24.25,-3.0,45.9,5.0,15.780000000000001,-3.6193920254955216,-19.486111653569356,0.660377358490566,7.6880059568077534,,,,
ARI,2024,4,26.25,3.5,32.3,29.700000000000003,8.98,-19.529102980554534,3.59663338486936,0.4482758620689655,-10.291864696990716,-5.488106176352043,,,
ARI,2024,5,20.75,-7.0,40.1,13.0,25.1,-5.377397854142252,-8.655915470837105,0.5344827586206896,-6.694904399164225,-6.689045806511711,,,
ARI,2024,6,20.75,-5.5,33.300000000000004,21.6,10.96,-12.17739785414225,-0.05591547083710324,0.5818181818181818,-1.1763713280966925,-6.690217525042215,,,
ARI,2024,7,21.5,-1.0,27.400000000000002,20.800000000000004,20.2,-18.943539462289383,-1.4623860814225829,0.4727272727272727,-9.794745333489313,-5.771243158884627,,,
ARI,2024,8,21.25,-4.0,71.1,15.9,25.18,25.045174407092986,-6.160229211227426,0.5714285714285714,-1.4731785159105226,-6.346029183828153,,,
ARI,2024,9,23.0,1.5,22.5,46.6,4.76,-25.57582267858364,23.12467269740645,0.40350877192982454,-15.536788194883616,-5.73692285033845,,,
ARI,2024,10,21.75,-2.0,37.1,36.1,28.740000000000002,-9.532253331671761,13.635457048382253,0.43859649122807015,-13.752569101040674,-6.825796777510135,,,
ARI,2024,12,23.75,1.0,46.4,13.100000000000001,11.3,-2.5419642867307672,-10.981797913179033,0.75,18.786415678104472,-7.518474009863189,,,
ARI,2024,13,21.0,-3.5,58.0,15.600000000000001,17.200000000000003,12.23388827647537,-6.258072341032264,0.5974025974025974,1.407306115350404,-5.1271204018661285,,,
ARI,2024,14,24.25,3.0,42.8,30.599999999999998,17.96,-6.719392025495523,6.113888346430642,0.625,7.290233113024447,-4.5825848587647515,,,
ARI,2024,15,26.25,6.0,41.0,37.72,10.06,-10.82910298055453,11.616633384869356,0.5,-3.811132985023402,-3.6692911686271206,,,
ARI,2024,16,26.25,5.5,23.0,46.5,22.380000000000003,-28.82910298055453,20.396633384869357,0.546875,0.6147034312038335,-3.6794227269411404,,,
ARI,2024,17,20.75,-6.5,67.8,14.399999999999999,21.04,22.322602145857743,-7.255915470837106,0.7027027027027027,10.388753592809863,-3.3931476497314756,,,
ARI,2024,18,23.5,4.5,66.8,31.299999999999997,27.88,18.14674958265161,7.4203589570161235,0.5555555555555556,1.1950347701550013,-2.531778822072642,,,
ATL,2024,1,23.5,4.0,28.2,18.200000000000003,7.199999999999999,-20.45325041734839,-5.679641042983871,0.56,1.3778156308266842,,,,
ATL,2024,2,20.5,-5.5,47.7,23.700000000000003,17.54,2.5113160152401264,2.246241399358059,0.5254237288135594,-6.7943981784733705,,,,
ATL,2024,3,21.5,-3.0,46.9,16.4,12.100000000000001,0.5564605377106133,-5.8623860814225885,0.5535714285714286,-2.756984084164815,,,,
ATL,2024,4,22.0,2.5,32.2,21.400000000000002,8.52,-14.720967201054137,-1.2666998218129066,0.7058823529411765,15.309570874139366,-2.724522210603834,,,
ATL,2024,5,23.25,2.5,114.0,16.2,38.36,65.63546345203399,-7.477484172788714,0.7777777777777778,22.392021107371697,1.784001060581966,,,
ATL,2024,6,25.75,6.0,41.5,46.3,11.5,-9.751675241789776,20.600947125259676,0.43478260869565216,-10.290035215287057,5.905605069939912,,,
ATL,2024,7,27.25,3.0,46.7,33.5,10.74,-6.2839584580840295,6.588005904088718,0.5492957746478874,-0.537210823213552,3.206331689068751,,,
ATL,2024,8,24.25,1.5,59.00000000000001,26.900000000000002,28.64,9.480607974504487,2.413888346430646,0.5166666666666667,-4.328090971627208,2.6715399015998504,,,
ATL,2024,9,27.5,3.0,47.0,29.3,18.78,-6.27267232746641,2.1858490338935574,0.47368421052631576,-8.119785685456266,1.7965860424464681,,,
ATL,2024,10,25.0,3.5,48.400000000000006,38.300000000000004,14.24,-1.9855336336426461,13.207417735845166,0.5616438356164384,1.1520249081843792,0.6947669615683866,,,
ATL,2024,11,21.25,-2.0,32.0,12.700000000000001,6.88,-14.054825592907008,-9.360229211227425,0.625,4.930618676323428,0.7404927562299858,,,
ATL,2024,13,23.0,-1.0,37.1,31.7,6.100000000000001,-10.97582267858364,8.224672697406447,0.5194805194805194,-5.247931358678004,1.1214132944202988,,,
ATL,2024,14,20.25,-6.0,57.800000000000004,30.400000000000002,14.76,12.900029884622505,9.148398269553219,0.5352112676056338,-6.055889432953143,0.5906345733287736,,,
ATL,2024,15,25.5,6.5,26.200000000000003,21.8,7.48,-24.762961372407403,-3.6968960045451595,0.3508771929824561,-18.397494752748333,0.07936349592247224,,,
ATL,2024,16,26.0,9.5,34.2,28.4,7.380000000000001,-17.34038911117215,2.4987902550645167,0.4153846153846154,-10.41960791006688,-1.2404120932682996,,,
ATL,2024,17,21.5,-3.5,47.900000000000006,26.7,12.22,1.5564605377106204,4.437613918577412,0.6166666666666667,3.2908761415862187,-1.8523584810548714,,,
ATL,2024,18,28.0,7.5,61.2,43.199999999999996,28.98,7.349899933768839,15.68153529350323,0.5064935064935064,-2.5267207349533582,-1.5309063171398034,,,
BAL,2024,1,21.5,-3.0,64.0,10.600000000000001,29.12,17.656460537710615,-11.662386081422586,0.5675675675675675,-1.3573701845509212,,,,
BAL,2024,2,25.0,9.0,51.2,16.6,17.380000000000003,0.814466366357351,-8.492582264154837,0.5714285714285714,5.008797910898188,,,,
BAL,2024,3,24.5,1.5,36.5,33.400000000000006,25.98,-13.308105894877897,8.711731476235489,0.25,-31.016176088379442,,,,
BAL,2024,4,24.5,2.5,33.5,38.940000000000005,24.64,-16.308105894877897,14.251731476235488,0.37037037037037035,-18.45581188379686,-9.121582787344058,,,
BAL,2024,5,25.5,2.5,89.2,16.6,37.42,38.2370386275926,-8.896896004545159,0.5584415584415584,0.26563312297970265,-11.455140061457257,,,
BAL,2024,6,29.0,6.5,61.7,28.200000000000003,22.92,6.695044456239337,-0.12709218727740534,0.4307692307692308,-10.708149275268708,-9.110985424569865,,,
BAL,2024,7,27.75,4.5,72.10000000000001,28.200000000000003,35.44,18.53861380315122,0.8836921636983988,0.4444444444444444,-10.280189992410637,-9.377179399686339,,,
BAL,2024,8,26.0,7.5,66.0,14.700000000000001,24.16,14.459610888827847,-11.20120974493548,0.6612903225806451,13.124308474445002,-9.506180912932667,,,
BAL,2024,9,27.75,9.0,62.800000000000004,29.5,23.6,9.238613803151217,2.183692163698396,0.37037037037037035,-15.332625145863076,-6.677369739510459,,,
BAL,2024,10,29.5,6.0,79.5,14.100000000000001,30.9,23.91761671747458,-14.631405927667728,0.559322033898305,1.842630553694824,-7.63906478466075,,,
BAL,2024,11,25.5,3.0,43.0,11.5,14.879999999999999,-7.962961372407406,-13.99689600454516,0.6545454545454545,10.13768631714209,-6.690895250825193,,,
