teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
1,Arizona,Cardinals,1,SF,NFC,NFC West,Open,Closed,Cover 3,17,493,No,No,No,2111,439,No,44,No,361,0.8223,34,0.208,330,24,4,0.7517,3571,1789,580,3248,18,8,15,43,0.1303,0.1754,0.0957,0.3371,0.3918,302,0.6879,51,0.1162,7.3986,106.6,1.6916,8.1344,0.729,0.0342,10.8212,5.4212,1.7576,180,63
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Open,Cover 4,17,480,No,No,No,2038,440,No,52,Yes,369,0.8386,34,0.2159,322,23,4,0.7318,3550,1719,586,3436,28,17,20,47,0.146,0.1636,0.0886,0.3023,0.4455,328,0.7455,59,0.1341,7.8091,113.2,1.7419,8.0682,0.3885,0.0455,11.0248,5.3385,1.8199,176,76
6,Chicago,Bears,,GB,NFC,NFC North,Open,Open,Miscellaneous,17,457,No,No,No,1931,405,No,31,No,326,0.8049,26,0.2097,293,15,7,0.7235,3427,1730,548,3177,15,10,17,30,0.1024,0.1457,0.1284,0.3062,0.4198,302,0.7457,58,0.1432,7.8444,102.8,1.7747,8.4617,0.819,0.042,11.6962,5.9044,1.8703,153,58
10,Denver,Broncos,1,KC,AFC,AFC West,Closed,Open,Cover 2,17,559,No,Yes,No,2404,486,No,51,No,387,0.7963,24,0.2022,346,29,6,0.7119,3540,1773,571,3458,18,10,21,48,0.1387,0.1399,0.1111,0.3477,0.3992,372,0.7654,51,0.1049,7.1152,93.8,1.4725,7.284,-0.1659,0.0432,10.2312,5.1243,1.6503,176,55
24,New York,Giants,,PHI,NFC,NFC East,Open,Open,Cover 6,17,463,No,No,No,1961,421,No,33,No,351,0.8337,25,0.2147,315,18,4,0.7482,3371,1649,614,3035,21,14,19,39,0.1238,0.1758,0.0784,0.2779,0.4656,320,0.7601,51,0.1211,7.209,110.5,1.719,8.0071,0.6114,0.0451,10.7016,5.2349,1.9492,156,55
14,Indianapolis,Colts,1,JAX,AFC,AFC South,Closed,Closed,Prevent,17,500,No,No,No,2113,450,Yes,40,Yes,372,0.8267,21,0.213,340,22,7,0.7556,3592,1818,738,3208,22,8,15,70,0.2059,0.1956,0.1022,0.2822,0.4178,339,0.7533,69,0.1533,7.1289,100.7,1.7,7.9822,0.5499,0.0333,10.5647,5.3471,2.1706,164,55
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Open,Cover 2 Man,17,501,No,No,No,2086,450,No,39,No,357,0.7933,29,0.2157,319,21,10,0.7089,3368,1965,636,2888,18,9,18,43,0.1348,0.1733,0.0978,0.3467,0.3778,329,0.7311,68,0.1511,6.4178,96.4,1.6146,7.4844,0.3471,0.04,10.558,6.1599,1.9937,164,65
17,Los Angeles,Rams,1,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,507,No,No,No,2164,447,No,46,No,359,0.8031,31,0.2066,314,23,6,0.7025,3548,1951,608,3497,24,11,23,50,0.1592,0.1521,0.1365,0.3065,0.4049,340,0.7606,58,0.1298,7.8233,103.2,1.6396,7.9374,0.4404,0.0515,11.2994,6.2134,1.9363,165,60
22,New England,Patriots,1,BUF,AFC,AFC East,Open,Closed,Cover 1,17,472,No,Yes,No,1974,425,No,40,No,354,0.8329,31,0.2153,303,18,8,0.7129,3277,1548,553,3604,22,10,30,44,0.1452,0.1176,0.1012,0.3341,0.4447,328,0.7718,50,0.1176,8.48,106,1.6601,7.7106,-0.0011,0.0706,10.8152,5.1089,1.8251,158,55
30,Tampa Bay,Buccaneers,1,NO,NFC,NFC South,Closed,Closed,Cover 1,17,587,No,No,Yes,2460,524,No,50,Yes,443,0.8454,26,0.213,381,21,5,0.7271,3946,1870,654,4015,23,9,28,73,0.1916,0.1336,0.0897,0.2996,0.4752,402,0.7672,51,0.0973,7.6622,103.1,1.6041,7.5305,-0.0056,0.0534,10.357,4.9081,1.7165,187,62
20,Miami,Dolphins,,NYJ,AFC,AFC East,Open,Open,Cover 6,17,518,No,Yes,No,2165,450,No,30,No,363,0.8067,20,0.2079,323,15,7,0.7178,3251,1873,718,2723,15,6,26,60,0.1858,0.1867,0.1178,0.34,0.3556,310,0.6889,60,0.1333,6.0511,95.7,1.5016,7.2244,0.0639,0.0578,10.065,5.7988,2.2229,158,57
31,Tennessee,Titans,1,HST,AFC,AFC South,Open,Closed,Cover 3,17,442,No,Yes,No,1807,401,No,43,Yes,326,0.813,27,0.2219,287,25,3,0.7157,2820,1623,561,2787,23,14,22,36,0.1254,0.1322,0.1147,0.3516,0.399,319,0.7955,71,0.1771,6.9501,100.8,1.5606,7.0324,-0.3781,0.0549,9.8258,5.6551,1.9547,136,65
3,Baltimore,Ravens,1,CLV,AFC,AFC North,Open,Open,Cover 4,17,561,No,No,Yes,2434,504,No,75,No,413,0.8194,36,0.2071,351,40,10,0.6964,3941,1797,465,4249,25,12,27,45,0.1282,0.1726,0.1012,0.3115,0.4127,374,0.7421,56,0.1111,8.4306,104.3,1.6191,7.8194,0.0334,0.0536,11.2279,5.1197,1.3248,191,65
12,Green Bay,Packers,1,CHI,NFC,NFC North,Open,Open,Miscellaneous,17,535,No,No,No,2274,479,No,41,No,390,0.8142,28,0.2106,355,22,5,0.7411,3731,1832,550,3599,22,16,14,42,0.1183,0.1921,0.1023,0.3445,0.3612,351,0.7328,65,0.1357,7.5136,98.6,1.6407,7.7891,0.232,0.0292,10.5099,5.1606,1.5493,188,52
25,New York,Jets,1,MIA,AFC,AFC East,Open,Open,Cover 6,17,441,No,Yes,No,1830,403,No,51,No,321,0.7965,31,0.2202,272,19,8,0.6749,2932,1513,581,3411,14,10,20,35,0.1287,0.134,0.1042,0.3325,0.4293,323,0.8015,63,0.1563,8.464,94,1.6022,7.2754,-0.3697,0.0496,10.7794,5.5625,2.136,143,58
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Closed,Cover 1,17,522,No,No,No,2258,463,No,51,Yes,377,0.8143,28,0.205,329,23,9,0.7106,3149,1490,617,3393,20,11,22,41,0.1246,0.1836,0.095,0.3045,0.4168,354,0.7646,53,0.1145,7.3283,92.3,1.3946,6.8013,-0.6867,0.0475,9.5714,4.5289,1.8754,143,48
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Closed,Closed,Prevent,17,509,No,No,No,2206,469,Yes,50,Yes,384,0.8188,30,0.2126,334,27,13,0.7122,3931,2023,627,3771,24,11,23,58,0.1737,0.1834,0.1045,0.3177,0.3923,345,0.7356,55,0.1173,8.0405,109,1.782,8.3817,0.7078,0.049,11.7695,6.0569,1.8772,185,60
13,Houston,Texans,,TEN,AFC,AFC South,Open,Closed,Cover 3,17,512,No,Yes,No,2155,458,No,44,Yes,345,0.7533,22,0.2125,300,19,6,0.655,3343,1809,598,4060,27,8,23,37,0.1233,0.155,0.0655,0.3297,0.4476,375,0.8188,74,0.1616,8.8646,94,1.5513,7.2991,-0.5281,0.0502,11.1433,6.03,1.9933,155,43
11,Detroit,Lions,1,MIN,NFC,NFC North,Open,Open,Cover 2,17,544,No,No,No,2325,490,No,50,Yes,367,0.749,33,0.2108,320,26,9,0.6531,3707,1638,553,4547,12,4,21,45,0.1406,0.0939,0.0918,0.3776,0.4327,372,0.7592,50,0.102,9.2796,85.1,1.5944,7.5653,-0.3256,0.0429,11.5844,5.1188,1.7281,162,60
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 1,17,528,No,No,Yes,2238,468,No,61,Yes,374,0.7991,29,0.2091,316,26,7,0.6752,3613,1845,671,4053,13,8,21,52,0.1646,0.1496,0.0897,0.359,0.4017,334,0.7137,56,0.1197,8.6603,90.9,1.6144,7.7201,-0.092,0.0449,11.4335,5.8386,2.1234,161,50
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Open,Cover 2,17,604,No,No,No,2450,541,No,55,Yes,440,0.8133,27,0.2208,381,31,8,0.7043,4030,1915,651,4312,21,9,31,36,0.0945,0.1516,0.0961,0.3383,0.414,413,0.7634,74,0.1368,7.9704,89.3,1.6449,7.4492,-0.2047,0.0573,10.5774,5.0262,1.7087,198,65
9,Dallas,Cowboys,1,WAS,NFC,NFC East,Open,Open,Cover 0,17,460,No,No,Yes,1896,418,Yes,41,Yes,355,0.8493,22,0.2205,307,19,3,0.7344,3621,1990,658,3364,23,11,32,41,0.1336,0.1507,0.0933,0.3038,0.4498,343,0.8206,69,0.1651,8.0478,105.8,1.9098,8.6627,1.0502,0.0766,11.7948,6.4821,2.1433,154,46
