teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
19,Las Vegas,Raiders,1,LAC,AFC,AFC West,Closed,Closed,Cover 1,17,529,No,No,No,2164,460,No,48,Yes,389,0.8457,29,0.2126,333,18,6,0.7239,3537,1886,641,3292,20,11,27,52,0.1562,0.1543,0.1065,0.3565,0.3826,326,0.7087,58,0.1261,7.1565,101.7,1.6345,7.6891,0.2471,0.0587,10.6216,5.6637,1.9249,170,51
2,Atlanta,Falcons,1,CAR,NFC,NFC South,Open,Open,Cover 4,17,501,No,No,No,2063,456,No,58,Yes,388,0.8509,26,0.221,347,32,5,0.761,3283,1675,554,3201,26,11,15,43,0.1239,0.1908,0.0746,0.3465,0.3882,346,0.7588,69,0.1513,7.0197,106.3,1.5914,7.1996,-0.1598,0.0329,9.4611,4.8271,1.5965,165,76
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Open,Cover 0,17,454,No,No,Yes,1884,400,Yes,51,Yes,322,0.805,33,0.2123,276,26,7,0.69,3134,1396,482,3521,25,16,19,33,0.1196,0.1175,0.07,0.3325,0.4725,328,0.82,45,0.1125,8.8025,108.9,1.6635,7.835,-0.0142,0.0475,11.3551,5.058,1.7464,157,45
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Open,Cover 6,17,507,No,No,No,2139,453,No,49,Yes,363,0.8013,22,0.2118,321,24,1,0.7086,3436,1846,774,3363,18,10,17,49,0.1526,0.1523,0.117,0.3113,0.415,332,0.7329,57,0.1258,7.4238,94.9,1.6064,7.585,0.0802,0.0375,10.704,5.7508,2.4112,159,39
26,Philadelphia,Eagles,1,NYG,NFC,NFC East,Open,Open,Cover 6,17,504,No,No,No,2169,446,No,43,No,355,0.796,25,0.2056,300,21,8,0.6726,2804,1387,551,3445,18,13,30,42,0.14,0.1502,0.0942,0.3475,0.4036,344,0.7713,56,0.1256,7.7242,86.6,1.2928,6.287,-1.2614,0.0673,9.3467,4.6233,1.8367,142,60
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Open,Cover 4,17,443,No,No,Yes,1818,384,No,56,No,311,0.8099,25,0.2112,266,23,4,0.6927,3165,1586,501,3444,22,14,21,40,0.1504,0.1172,0.1016,0.2943,0.487,314,0.8177,51,0.1328,8.9688,108.9,1.7409,8.2422,0.3948,0.0547,11.8985,5.9624,1.8835,141,40
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Open,Cover 2,17,509,No,Yes,No,2073,450,No,51,No,369,0.82,32,0.2171,331,31,10,0.7356,3489,1830,552,3533,18,13,16,33,0.0997,0.1489,0.0978,0.4289,0.3244,338,0.7511,57,0.1267,7.8511,99.8,1.6831,7.7533,0.2704,0.0356,10.5408,5.5287,1.6677,169,62
27,Pittsburgh,Steelers,1,CIN,AFC,AFC North,Open,Open,Cover 6,17,545,No,No,No,2372,482,No,41,Yes,387,0.8029,30,0.2032,351,29,6,0.7282,3674,1870,678,3455,18,12,20,45,0.1282,0.1411,0.0913,0.3257,0.4419,354,0.7344,49,0.1017,7.168,93.1,1.5489,7.6224,0.1552,0.0415,10.4672,5.3276,1.9316,172,68
29,San Francisco,49ers,,ARZ,NFC,NFC West,Open,Closed,Cover 3,17,471,No,No,No,2009,426,No,60,No,357,0.838,31,0.212,301,27,4,0.7066,3178,1727,493,3304,23,13,21,41,0.1362,0.1808,0.0915,0.2911,0.4366,326,0.7653,66,0.1549,7.7559,102.2,1.5819,7.4601,-0.1127,0.0493,10.5581,5.7375,1.6379,163,68
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 1,17,530,No,Yes,No,2188,472,No,49,No,397,0.8411,28,0.2157,353,32,5,0.7479,3649,1883,632,3255,19,11,24,51,0.1445,0.1907,0.0953,0.3538,0.3602,364,0.7712,78,0.1653,6.8962,100.3,1.6677,7.7309,0.2033,0.0508,10.3371,5.3343,1.7904,188,70
