Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Bucky Irving,TB,RB,31,7,5,39,-12,60
Keaton Mitchell,BLT,RB,13,4,3,22,-4,25
DJ Moore,CHI,WR,66,9,6,58,93,21
Tyjae Spears,TEN,RB,34,12,11,53,-15,70
Josh Oliver,MIN,TE,18,3,3,34,14,20
Nick Chubb,HST,RB,16,3,2,-1,-2,-1
Michael Carter,ARZ,RB,25,6,6,54,-1,55
Isaiah Bond,CLV,WR,59,6,2,28,99,3
Isaiah Davis,NYJ,RB,38,6,5,49,-10,64
Colby Parkinson,LA,TE,22,8,7,73,31,39
Jacory Croskey-Merritt,WAS,RB,16,2,2,12,-1,13
Rome Odunze,CHI,WR,44,8,3,66,129,13
Brenden Bates,CLV,TE,4,1,1,6,3,3
Khalil Herbert,NYJ,RB,3,1,,,-4,
Quinshon Judkins,CLV,RB,21,4,3,14,8,8
Devaughn Vele,NO,WR,30,9,6,70,91,12
Josh Downs,IND,WR,41,7,6,53,63,4
Tetairoa McMillan,CAR,WR,77,17,14,232,205,62
Foster Moreau,NO,TE,10,1,1,6,5,1
Tyler Allgeier,ATL,RB,18,5,4,18,3,11
KeAndre Lambert-Smith,LAC,WR,10,2,,,44,
Isaiah Hodgins,NYG,WR,38,3,3,28,20,8
Devin Singletary,NYG,RB,23,6,6,44,-9,53
Gage Larvadain,CLV,WR,22,1,,,5,
Trayveon Williams,CLV,RB,9,1,1,6,-3,9
David Sills,ATL,WR,57,7,5,50,62,7
Zamir White,LV,RB,1,1,1,6,-1,7
Ameer Abdullah,IND,RB,8,3,3,20,-1,21
Ashton Dulin,IND,WR,6,3,,,68,
Jauan Jennings,SF,WR,52,9,7,135,108,57
Ja'Tavion Sanders,CAR,TE,22,4,4,24,12,12
Jahdae Walker,CHI,WR,9,2,1,19,35,
Moliki Matavao,NO,TE,3,1,1,4,4,
Tahj Washington,MIA,WR,10,1,1,11,5,6
Tanner Conner,MIA,TE,22,2,2,21,18,3
Quintin Morris,JAX,TE,8,1,1,14,10,4
Mack Hollins,NE,WR,50,10,10,151,113,38
Juwan Johnson,NO,TE,75,14,11,132,109,52
David Montgomery,DET,RB,21,4,4,15,-10,25
Hassan Haskins,LAC,RB,13,1,1,2,1,1
Jack Bech,LV,WR,21,2,1,7,10,2
Andrew Ogletree,IND,TE,4,1,1,4,3,1
Jaylen Warren,PIT,RB,22,8,7,30,-27,52
Kendrick Bourne,SF,WR,42,6,4,127,101,56
Tyler Badie,DEN,RB,16,6,3,17,25,26
Jalen Brooks,ARZ,WR,1,,,,,
Kevin Austin,NO,WR,15,,,,,
Bhayshul Tuten,JAX,RB,12,3,3,29,6,23
Casey Washington,ATL,WR,10,2,2,44,35,9
Kenneth Gainwell,PIT,RB,49,14,14,109,-11,120
