name,team,mean,cv,p50,p85,p95,spike_pct,pos
Josh Allen,BUF,22.335294117647063,0.46872520041273735,20.454072183533242,32.55448966366349,41.93940530983989,0.13475,QB
Jahmyr Gibbs,DET,21.294117647058826,0.6616317716385075,18.518065185188753,32.89201831632891,45.70525476523482,0.16258333333333333,RB
Puka Nacua,LAR,21.09411764705883,0.8673407767347314,17.030814743960413,32.51193912279983,49.766031406579806,0.15833333333333333,WR
Christian McCaffrey,SF,20.829411764705885,0.6505923241284697,18.117321389489693,31.701388511138028,43.93432894571493,0.1575,RB
Bijan Robinson,ATL,20.60588235294117,0.7112397588905334,17.451284858298628,31.831292571762525,46.03443243372247,0.16333333333333333,RB
Lamar Jackson,BAL,20.023529411764702,0.45234217371676266,18.54346626387612,28.72848907623564,36.838811030914115,0.125,QB
Drake Maye,NE,19.882352941176467,0.4621426799104895,18.290716812723982,29.14458115563445,37.22898550044142,0.13758333333333334,QB
Ja'Marr Chase,CIN,19.870588235294125,1.0762539208439577,15.957969621355074,30.64738115303486,46.65274537836923,0.15958333333333333,WR
Jalen Hurts,PHI,19.762352941176484,0.35455715074213295,18.425724281163486,26.712468090757113,33.07487465904281,0.09208333333333334,QB
Jaxon Smith-Njigba,SEA,19.435294117647057,0.9193279555289245,15.364519466467152,29.85459951328694,46.64386303719955,0.15783333333333333,WR
Jayden Daniels,WAS,19.362352941176468,0.4457402250354582,17.81648170119172,27.891420958842854,35.56908959419362,0.13008333333333333,QB
Amon-Ra St. Brown,DET,18.958823529411767,0.8958204731221476,15.271576492422763,28.869606357782004,44.900311923587594,0.15675,WR
Jaxson Dart,NYG,18.756470588235285,0.4598474562756224,17.29994475576376,27.123123791280445,34.638298911058044,0.13183333333333333,QB
Joe Burrow,CIN,18.629411764705882,0.31824217169335844,17.53418380144158,24.45837251391144,29.7622088293661,0.07375,QB
Brock Purdy,SF,18.40823529411764,0.499459693951877,16.787051994272655,27.578079118651143,35.93964077812671,0.14925,QB
Matthew Stafford,LAR,18.30470588235294,0.5422753314869171,16.610079545492372,28.157105226769207,37.02245188063855,0.16208333333333333,QB
Jonathan Taylor,IND,18.27058823529412,0.7096771614662609,15.601106400118592,28.149500014768602,40.40383437756495,0.16125,RB
Trevor Lawrence,JAX,18.09176470588235,0.4986543635554338,16.478754588522648,26.80468521608365,35.02327361229558,0.145,QB
Bo Nix,DEN,18.078823529411764,0.3610998786355999,16.87577540650247,24.438993537008876,30.415358402600745,0.09316666666666666,QB
Dak Prescott,DAL,17.82823529411765,0.5218237793114822,16.15690997443199,26.904495519513997,35.11508630964936,0.1525,QB
Patrick Mahomes,KC,17.783529411764707,0.5030908452173839,16.194956864667844,26.26483802369806,34.25887591829473,0.14316666666666666,QB
Justin Herbert,LAC,17.614117647058823,0.4835888365934508,16.218462689862427,25.923434524709993,33.63774959182214,0.14133333333333334,QB
De'Von Achane,MIA,17.582352941176467,0.7449945779157269,14.72333078343108,27.297783906098054,40.297838433529456,0.16533333333333333,RB
CeeDee Lamb,DAL,17.500000000000004,0.8941482640391039,13.795248526183542,27.588210823593897,42.47455631989164,0.16791666666666666,WR
Caleb Williams,CHI,17.237647058823526,0.4909798871127591,15.647987594197154,25.511769242423927,33.30274364940611,0.14291666666666666,QB
Justin Jefferson,MIN,17.15294117647059,0.9163445211924909,13.565469489057788,26.680838561126674,41.24753786225933,0.162,WR
Daniel Jones,IND,16.789411764705882,0.3520526043912621,15.740343130781243,22.477536704366678,27.960981181363334,0.08916666666666667,QB
Jared Goff,DET,16.777647058823536,0.545193998361452,15.153048791854204,25.819650545769942,33.91801490376049,0.16216666666666665,QB
James Cook,BUF,16.71764705882353,0.7189517002993508,14.383872829970695,25.812641938737556,37.38039420622891,0.16258333333333333,RB
Omarion Hampton,LAC,16.623529411764707,0.7043293727696377,14.271007786885491,26.10724353524095,36.710832010284285,0.16791666666666666,RB
Ashton Jeanty,LV,16.588235294117652,0.7040647640086178,14.115196098438986,25.858383385628912,36.98722570415724,0.16616666666666666,RB
Jeremiyah Love,ARI,16.51764705882353,0.7524634750112303,14.119132477312561,25.86550018013791,36.77165349433925,0.16916666666666666,RB
Baker Mayfield,TB,16.427058823529414,0.5070998566225102,14.92507298188525,24.443997053319382,32.1747181766125,0.14625,QB
Breece Hall,NYJ,16.34705882352941,0.7386776163709503,13.846511890647541,25.823360252773025,37.39884575593246,0.17258333333333334,RB
Josh Jacobs,GB,16.34117647058824,0.7324537185481808,13.929681044545294,25.751029812270836,36.688605637247704,0.17033333333333334,RB
Tyler Shough,NO,16.28705882352941,0.49911544812329595,14.76638119305993,24.115552150623703,31.62161435136477,0.14383333333333334,QB
Jordan Love,GB,16.236470588235292,0.514302917512375,14.66459181288483,24.305232950709176,31.96022146724221,0.14925,QB
Ken Walker III,KC,16.170588235294115,0.7495104169034121,13.646487775720859,25.516510709859368,36.07533859765991,0.17258333333333334,RB
Saquon Barkley,PHI,16.147058823529413,0.6973907767290477,13.921983705463013,25.166889378436426,35.04688677883752,0.16833333333333333,RB
