Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Zay Jones,ARZ,WR,23,1,1,3,3,
Irv Smith,HST,TE,2,,,,,
Stefon Diggs,HST,WR,54,7,6,39,23,21
Ben Sinnott,WAS,TE,20,1,1,7,4,3
Darnell Mooney,ATL,WR,68,11,7,119,164,13
Jeremy Ruckert,NYJ,TE,26,8,6,27,27,19
Kalif Raymond,DET,WR,13,1,1,12,-4,16
Andrei Iosivas,CIN,WR,71,6,6,102,84,18
Kaden Davis,CLV,WR,1,,,,,
Brandon Aiyuk,SF,WR,27,4,3,52,33,24
Allen Lazard,NYJ,WR,66,12,8,145,149,45
Curtis Samuel,BUF,WR,23,8,4,43,28,34
Tanner Hudson,CIN,TE,13,7,6,43,17,31
Najee Harris,PIT,RB,37,11,7,30,-11,42
Chase Brown,CIN,RB,45,15,13,96,12,86
Austin Ekeler,WAS,RB,14,2,2,13,-4,17
Jaheim Bell,NE,TE,5,1,,,7,
Devontez Walker,BLT,WR,4,,,,,
Daniel Bellinger,NYG,TE,33,1,1,11,3,8
Drew Sample,CIN,TE,31,7,6,33,3,34
Patrick Taylor,SF,RB,12,5,3,25,11,20
Carson Steele,KC,RB,9,2,2,13,-4,17
Trey McBride,ARZ,TE,67,12,9,81,53,40
John Bates,WAS,TE,13,3,2,14,4,7
Jalen Reagor,LAC,WR,14,1,1,11,-5,16
Dawson Knox,BUF,TE,30,1,1,6,3,3
Noah Brown,WAS,WR,16,2,1,28,45,5
Dontayvion Wicks,GB,WR,31,6,5,66,67,32
Will Shipley,PHI,RB,2,,,,,
Trey Palmer,TB,WR,26,6,4,56,102,9
Kyren Williams,LA,RB,50,13,13,60,-9,69
Tucker Kraft,GB,TE,51,12,9,80,49,57
Payne Durham,TB,TE,15,2,1,3,16,-2
Dallas Goedert,PHI,TE,30,9,8,59,52,19
Roschon Johnson,CHI,RB,28,7,7,33,-2,35
Cedric Tillman,CLV,WR,48,6,3,37,60,16
Marvin Mims,DEN,WR,33,8,7,124,55,100
Raheem Mostert,MIA,RB,38,8,8,72,5,67
Calvin Ridley,TEN,WR,81,10,4,103,169,15
Jalen Coker,CAR,WR,49,7,5,51,42,36
Brevin Jordan,HST,TE,1,,,,,
Jayden Reed,GB,WR,54,13,9,125,91,62
Kyle Pitts,ATL,TE,63,13,8,70,94,36
Brayden Willis,SF,TE,2,1,,,5,
Dante Pettis,NO,WR,20,3,2,25,37,2
Ainias Smith,PHI,WR,4,1,,,12,
Chris Godwin,TB,WR,26,6,6,57,19,47
Terry McLaurin,WAS,WR,48,14,10,92,203,22
Adam Thielen,CAR,WR,33,7,5,32,66,19
Elijah Higgins,ARZ,TE,24,5,5,59,13,46
Dan Chisena,CAR,WR,1,,,,,
Braelon Allen,NYJ,RB,22,9,8,64,-12,75
Josiah Deguara,JAX,TE,5,1,1,8,2,6
Harrison Bryant,LV,TE,9,,,,,
Tylan Wallace,BLT,WR,6,,,,,
Jonnu Smith,MIA,TE,109,30,27,246,137,149
Josh Palmer,LAC,WR,63,10,6,113,153,16
Antonio Gibson,NE,RB,16,3,3,24,7,17
Charlie Woerner,ATL,TE,11,,,,,
Mason Kinsey,TEN,WR,4,,,,,
Justin Shorter,LV,TE,4,,,,,
Amon-Ra St. Brown,DET,WR,88,21,18,180,160,69
David Moore,CAR,WR,41,9,7,86,92,17
Chris Moore,ARZ,WR,1,,,,,
Tutu Atwell,LA,WR,39,4,3,32,63,8
Garrett Wilson,NYJ,WR,99,16,13,121,93,75
Deuce Vaughn,DAL,RB,5,1,,,-4,
Jeff Wilson,MIA,RB,4,1,1,6,2,4
Kenny McIntosh,SEA,RB,8,1,1,2,-2,4
Kameron Johnson,TB,WR,3,,,,,
Dyami Brown,WAS,WR,23,,,,,
Johnny Wilson,PHI,WR,24,3,1,9,11,6
Erik Ezukanma,MIA,WR,1,,,,,
Emanuel Wilson,GB,RB,15,3,3,2,-16,18
Quentin Johnston,LAC,WR,52,10,9,193,142,70
Blake Whiteheart,CLV,TE,13,,,,,
MarShawn Lloyd,GB,RB,1,,,,,
Chris Manhertz,NYG,TE,6,1,1,12,7,5
AJ Barner,SEA,TE,27,6,4,42,47,21
Zach Charbonnet,SEA,RB,46,11,10,81,-13,94
Chuba Hubbard,CAR,RB,42,9,9,28,-15,43
Xavier Worthy,KC,WR,78,11,8,56,87,56
Rachaad White,TB,RB,44,9,9,73,-29,102
Cam Grandy,CIN,TE,5,,,,,
Malachi Corley,NYJ,WR,6,,,,,
Ty Johnson,BUF,RB,21,5,4,53,39,22
Van Jefferson,PIT,WR,52,5,4,71,100,8
Elijah Moore,CLV,WR,112,16,10,73,163,17
Derrick Henry,BLT,RB,9,1,1,13,-1,14
Brandon Powell,MIN,WR,13,,,,,
Kareem Hunt,KC,RB,30,4,4,28,-8,36
Calvin Austin,PIT,WR,64,10,8,94,113,38
Ronnie Bell,SF,WR,6,,,,,
Jacob Cowing,SF,WR,9,1,,,25,
Geoff Swaim,CLV,TE,9,,,,,
Bijan Robinson,ATL,RB,56,14,12,57,-20,77
Jaleel McLaughlin,DEN,RB,16,7,6,22,-37,52
Isiah Pacheco,KC,RB,13,1,1,-1,-5,4
Cordarrelle Patterson,PIT,RB,9,3,3,17,,17
Pat Freiermuth,PIT,TE,64,15,13,106,71,48
