Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Bucky Irving,TB,RB,40,2,2,1,-4,5
Keaton Mitchell,BLT,RB,5,,,,,
D.J. Moore,CHI,WR,157,33,18,194,316,105
Tyjae Spears,TEN,RB,35,5,3,5,-2,2
Laviska Shenault,LAC,WR,7,1,1,10,3,7
Josh Oliver,MIN,TE,30,4,3,56,19,44
Nick Chubb,CLV,RB,13,1,,,-3,
Michael Carter,ARZ,RB,14,1,1,-2,-4,2
Isaiah Davis,NYJ,RB,12,2,1,15,24,11
Colby Parkinson,LA,TE,72,11,6,71,114,22
Rome Odunze,CHI,WR,138,23,9,180,418,39
Brenden Bates,CLV,TE,3,,,,,
Khalil Herbert,CIN,RB,10,1,1,-4,-4,
Devaughn Vele,DEN,WR,60,13,5,54,113,8
Trey Sermon,IND,RB,22,,,,,
Josh Downs,IND,WR,91,22,14,229,172,136
Stephen Sullivan,CAR,TE,1,1,,,16,
Foster Moreau,NO,TE,31,6,5,74,82,23
Tyler Allgeier,ATL,RB,20,2,2,16,-12,28
Isaiah Hodgins,NYG,WR,8,,,,,
Devin Singletary,NYG,RB,25,1,,,-9,
Zamir White,LV,RB,4,,,,,
Ameer Abdullah,LV,RB,43,9,9,81,17,64
Teagan Quitoriano,HST,TE,4,,,,,
Ashton Dulin,IND,WR,9,1,,,9,
Jauan Jennings,SF,WR,83,22,14,200,254,55
Ja'Tavion Sanders,CAR,TE,81,5,4,57,50,23
Tanner Conner,MIA,TE,2,,,,,
Quintin Morris,BUF,TE,21,2,1,7,10,2
Mack Hollins,BUF,WR,104,13,7,57,145,8
Juwan Johnson,NO,TE,47,13,9,111,95,57
David Montgomery,DET,RB,20,1,1,6,-2,8
Tyler Boyd,TEN,WR,88,12,6,50,103,23
Dareke Young,SEA,WR,2,1,,,9,
Hassan Haskins,LAC,RB,19,1,1,34,,34
Andrew Ogletree,IND,TE,22,3,3,32,9,23
Jaylen Warren,PIT,RB,52,7,6,58,-24,81
Jalen Brooks,DAL,WR,54,14,2,27,225,
Kendrick Bourne,NE,WR,63,8,6,76,89,22
Jordan Mims,NO,RB,3,1,1,3,-1,4
David Bell,CLV,WR,3,2,2,15,6,9
Kevin Austin,NO,WR,22,2,1,8,18,1
Casey Washington,ATL,WR,1,,,,,
Kenneth Gainwell,PHI,RB,28,6,4,30,15,26
Marquise Brown,KC,WR,16,6,3,35,60,27
Jalen Nailor,MIN,WR,69,9,6,111,124,26
John Metchie,HST,WR,67,13,7,67,108,8
Jamison Crowder,WAS,WR,29,4,3,25,33,4
KaVontae Turpin,DAL,WR,46,13,6,171,227,108
Jake Ferguson,DAL,TE,90,13,7,40,61,21
Davante Adams,NYJ,WR,89,33,18,274,328,133
Jerry Jeudy,CLV,WR,155,36,24,280,399,79
Dare Ogunbowale,HST,RB,33,6,3,47,9,41
Nico Collins,HST,WR,58,20,14,280,254,104
Ronnie Rivers,LA,RB,5,,,,,
Amari Cooper,BUF,WR,105,30,15,173,328,39
Darius Slayton,NYG,WR,106,15,8,177,278,39
Myles Gaskin,MIN,RB,1,,,,,
Samaje Perine,KC,RB,57,10,10,133,,133
Josh Whyle,TEN,TE,23,6,3,41,28,33
Travis Etienne,JAX,RB,51,10,7,47,-12,71
Jordan Whittington,LA,WR,27,7,6,130,63,80
J.K. Dobbins,LAC,RB,29,4,2,6,4,18
Emari Demercado,ARZ,RB,23,3,2,12,-7,16
Equanimeous St. Brown,NO,WR,1,,,,,
Rasheen Ali,BLT,RB,5,1,,,-7,
Miles Sanders,CAR,RB,26,6,5,19,-28,37
Charlie Jones,CIN,WR,3,,,,,
KhaDarel Hodge,ATL,WR,20,3,2,63,47,60
Will Dissly,LAC,TE,63,12,7,50,52,39
Jamari Thrash,CLV,WR,22,2,,,39,
Saquon Barkley,PHI,RB,70,7,5,109,70,99
Evan Engram,JAX,TE,53,14,8,57,85,22
Brevyn Spann-Ford,DAL,TE,19,3,1,13,32,5
Tyler Higbee,LA,TE,6,3,1,2,5,
Parris Campbell,PHI,WR,19,2,1,1,15,
Jake Bobo,SEA,WR,17,2,2,13,11,2
Adonai Mitchell,IND,WR,49,22,10,148,251,80
Connor Heyward,PIT,TE,5,,,,,
Nick Westbrook-Ikhine,TEN,WR,88,15,8,143,185,19
Marquez Valdes-Scantling,NO,WR,59,11,5,79,179,11
Hunter Long,LA,TE,16,1,,,-3,
Kayshon Boutte,NE,WR,111,22,17,260,316,44
Robbie Chosen,MIA,WR,6,1,,,11,
Ben Sims,GB,TE,8,1,1,2,2,
DeAndre Carter,CHI,WR,23,1,,,26,
D'Andre Swift,CHI,RB,60,9,6,99,8,105
Adam Trautman,DEN,TE,22,3,1,19,11,15
Jase McClellan,ATL,RB,1,,,,,
Ja'Marr Chase,CIN,WR,160,42,29,333,407,104
Steven Sims,BLT,WR,2,,,,,
Tommy Tremble,CAR,TE,63,13,9,71,53,29
Jonathan Mingo,DAL,WR,59,6,,,88,
Cooper Kupp,LA,WR,93,25,15,106,179,36
James Conner,ARZ,RB,39,7,7,73,-15,88
Tyler Conklin,NYJ,TE,99,7,5,31,51,7
Sincere McCormick,LV,RB,4,,,,,
K.J. Osborn,WAS,WR,49,5,1,7,28,
Anthony Firkser,KC,TE,4,,,,,
Justice Hill,BLT,RB,48,5,5,69,-7,76
George Holani,SEA,RB,1,1,1,-1,-2,1
Jonathon Brooks,CAR,RB,4,,,,,
Chris Brooks,GB,RB,16,2,2,-3,-3,
Christian Watson,GB,WR,60,25,12,265,503,94
Dallin Holker,NO,TE,3,,,,,
Darnell Washington,PIT,TE,28,4,2,49,19,34
Zach Ertz,WAS,TE,131,18,9,122,141,47
Audric Estime,DEN,RB,2,,,,,
Charlie Kolar,BLT,TE,4,,,,,
Davis Allen,LA,TE,38,5,1,5,25,3
John Samuel Shenker,LV,TE,5,,,,,
River Cracraft,MIA,WR,16,4,3,31,40,5
Cam Akers,MIN,RB,12,2,2,7,-10,17
JaMycal Hasty,NE,RB,12,1,1,16,-1,17
Javonte Williams,DEN,RB,49,5,5,61,3,58
Courtland Sutton,DEN,WR,103,31,22,379,419,68
DJ Chark,LAC,WR,9,2,1,6,16,
Greg Dortch,ARZ,WR,68,13,9,106,67,100
Tip Reiman,ARZ,TE,13,1,1,9,5,4
Malik Washington,MIA,WR,36,6,3,31,38,19
Michael Pittman,IND,WR,112,24,14,175,266,57
Tyrell Shavers,BUF,WR,1,,,,,
Grant DuBose,MIA,WR,5,1,,,16,
Tim Jones,JAX,WR,10,,,,,
Tyler Goodson,IND,RB,16,3,2,-4,19,1
Jordan Mason,SF,RB,34,2,1,24,23,19
Feleipe Franks,CAR,TE,2,1,,,18,
Tre Tucker,LV,WR,111,21,10,154,287,48
Jonathan Taylor,IND,RB,53,5,2,16,-10,23
Brian Thomas,JAX,WR,121,35,20,329,473,166
DeAndre Hopkins,KC,WR,106,25,18,198,295,36
Josh Reynolds,JAX,WR,39,9,5,125,140,19
Noah Gray,KC,TE,70,13,9,82,89,45
Troy Franklin,DEN,WR,51,14,6,43,272,11
Javon Baker,NE,WR,11,1,,,18,
Tim Patrick,DET,WR,54,5,4,62,67,14
Laquon Treadwell,IND,WR,1,,,,,
Ezekiel Elliott,DAL,RB,19,3,2,24,-13,37
Stone Smartt,LAC,TE,20,1,1,9,7,2
T.J. Hockenson,MIN,TE,33,11,8,103,108,40
Simi Fehoko,LAC,WR,22,3,,,47,
Eric Tomlinson,LAC,TE,4,,,,,
Xavier Hutchinson,HST,WR,71,5,3,20,40,
Michael Wilson,ARZ,WR,112,19,11,176,242,39
Ian Thomas,CAR,TE,7,1,1,2,2,
Zay Flowers,BLT,WR,119,28,19,297,331,80
D.J. Turner,LV,WR,50,6,3,37,21,33
Jahmyr Gibbs,DET,RB,43,12,7,142,34,159
Odell Beckham,MIA,WR,18,3,,,34,
Hunter Henry,NE,TE,137,32,21,197,196,62
Nelson Agholor,BLT,WR,39,7,,,150,
Dalton Kincaid,BUF,TE,70,22,12,127,231,67
Jakobi Meyers,LV,WR,101,24,15,184,222,81
Gabe Davis,JAX,WR,54,9,2,33,172,9
Cody White,SEA,WR,5,1,,,9,
Tay Martin,TEN,WR,1,,,,,
Ihmir Smith-Marsette,NYG,WR,1,,,,,
Tyler Scott,CHI,WR,1,,,,,
Jaylen Wright,MIA,RB,7,,,,,
Rashee Rice,KC,WR,25,9,7,58,33,42
Ty Chandler,MIN,RB,13,1,1,10,2,8
Britain Covey,PHI,WR,7,2,2,20,5,15
Austin Hooper,NE,TE,68,10,5,42,96,22
Justin Watson,KC,WR,102,9,5,86,204,10
Bryce Oliver,TEN,WR,3,1,1,15,12,3
Mo Alie-Cox,IND,TE,29,6,2,25,61,16
Tyrone Tracy,NYG,RB,56,5,3,25,22,21
Michael Mayer,LV,TE,24,2,1,3,6,
Devin Culp,TB,TE,6,,,,,
Marvin Harrison,ARZ,WR,118,39,20,253,535,40
Collin Johnson,CHI,WR,2,,,,,
Zach Pascal,ARZ,WR,5,,,,,
Xavier Gipson,NYJ,WR,25,2,1,-1,10,2
Cedrick Wilson,NO,WR,35,3,1,4,38,
Tank Bigsby,JAX,RB,27,4,2,35,-10,39
John FitzPatrick,GB,TE,6,,,,,
Mike Woods,CLV,WR,40,5,2,18,53,13
Joseph Fortson,KC,TE,3,,,,,
Ramel Keyton,LV,WR,4,,,,,
Sean Tucker,TB,RB,10,2,2,41,5,36
Xavier Smith,LA,WR,2,,,,,
Kenneth Walker,SEA,RB,39,4,4,19,-14,33
De'Von Achane,MIA,RB,51,11,9,82,5,104
Mike Evans,TB,WR,91,27,20,245,307,60
Tyler Lockett,SEA,WR,93,17,11,152,232,26
Jordan Addison,MIN,WR,83,15,8,132,283,7
Lil'Jordan Humphrey,DEN,WR,51,6,2,29,78,27
Keon Coleman,BUF,WR,96,25,11,192,393,85
Jaelon Darden,SEA,WR,4,1,1,6,-2,8
David Martin-Robinson,TEN,TE,2,,,,,
Chris Conley,SF,WR,25,2,2,30,23,7
