Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Ronnie Rivers,LA,RB,6,,,,,
Amari Cooper,BUF,WR,95,26,14,147,422,19
Darius Slayton,NYG,WR,135,18,12,146,243,31
Dare Ogunbowale,HST,RB,51,6,4,18,41,8
Nico Collins,HST,WR,89,26,20,262,278,106
Jerry Jeudy,CLV,WR,181,39,25,421,488,149
Jake Ferguson,DAL,TE,103,27,21,163,97,110
Davante Adams,NYJ,WR,129,37,24,280,350,96
J.K. Dobbins,LAC,RB,56,12,10,49,-19,60
Emari Demercado,ARZ,RB,22,8,7,45,13,50
Cody Thompson,TB,WR,2,,,,,
Jordan Whittington,LA,WR,41,15,12,116,68,83
Josh Whyle,TEN,TE,50,14,12,103,55,56
Travis Etienne,JAX,RB,67,17,14,128,12,122
Equanimeous St. Brown,NO,WR,5,,,,,
Samaje Perine,KC,RB,45,2,1,15,-6,6
Myles Gaskin,MIN,RB,1,1,1,11,-2,13
Saquon Barkley,PHI,RB,65,8,8,48,19,29
Evan Engram,JAX,TE,74,20,16,145,119,70
Jamari Thrash,CLV,WR,24,3,1,3,7,1
Will Dissly,LAC,TE,78,16,15,180,108,94
KhaDarel Hodge,ATL,WR,39,2,1,9,12,12
Miles Sanders,CAR,RB,34,12,10,101,42,79
Charlie Jones,CIN,WR,2,,,,,
Rasheen Ali,BLT,RB,4,1,,,,
Marquez Valdes-Scantling,NO,WR,106,20,10,279,392,127
Connor Heyward,PIT,TE,18,4,3,26,25,6
Adonai Mitchell,IND,WR,36,8,7,136,148,8
Nick Westbrook-Ikhine,TEN,WR,102,8,3,24,117,
Jake Bobo,SEA,WR,54,8,5,46,82,12
Brevyn Spann-Ford,DAL,TE,30,3,1,7,31,6
Tyler Higbee,LA,TE,8,3,3,24,7,17
Ben Sims,GB,TE,23,3,2,30,36,10
DeAndre Carter,CHI,WR,18,5,5,37,28,9
Parris Campbell,PHI,WR,19,1,1,7,6,1
Robbie Chosen,MIA,WR,2,1,,,16,
Kayshon Boutte,NE,WR,128,15,7,51,229,8
Hunter Long,LA,TE,24,3,3,35,16,19
Jonathan Mingo,DAL,WR,75,15,4,55,196,18
Cooper Kupp,LA,WR,102,32,23,255,258,94
Steven Sims,BLT,WR,2,,,,,
Tommy Tremble,CAR,TE,71,5,5,45,27,25
Jase McClellan,ATL,RB,1,,,,,
Adam Trautman,DEN,TE,58,8,6,113,78,56
