Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Ronnie Rivers,LA,RB,8,1,1,6,-8,14
Amari Cooper,BUF,WR,46,12,4,59,204,20
Darius Slayton,NYG,WR,50,7,4,50,71,8
Dare Ogunbowale,HST,RB,19,2,1,11,5,9
Nico Collins,HST,WR,50,12,12,217,150,67
Jerry Jeudy,CLV,WR,92,24,16,228,279,65
Jake Ferguson,DAL,TE,58,10,7,85,29,71
Davante Adams,NYJ,WR,53,11,10,143,64,88
J.K. Dobbins,LAC,RB,31,9,9,25,-19,44
Emari Demercado,ARZ,RB,11,2,2,17,8,9
Jordan Whittington,LA,WR,9,1,1,22,,22
Josh Whyle,TEN,TE,29,3,1,33,10,23
Travis Etienne,JAX,RB,31,6,6,24,-18,42
Equanimeous St. Brown,NO,WR,6,,,,,
Samaje Perine,KC,RB,21,1,1,19,-6,10
Saquon Barkley,PHI,RB,31,4,4,33,-3,36
Evan Engram,JAX,TE,30,12,10,71,62,36
Jamari Thrash,CLV,WR,10,,,,,
Will Dissly,LAC,TE,31,8,5,48,53,25
KhaDarel Hodge,ATL,WR,8,2,1,4,8,
Miles Sanders,CAR,RB,10,2,2,-4,-6,2
Charlie Jones,CIN,WR,4,,,,,
Rasheen Ali,BLT,RB,2,,,,,
Marquez Valdes-Scantling,NO,WR,38,3,1,7,50,1
Connor Heyward,PIT,TE,8,1,,,29,
Adonai Mitchell,IND,WR,43,7,2,9,131,6
Nick Westbrook-Ikhine,TEN,WR,61,8,5,167,135,75
Jake Bobo,SEA,WR,23,4,4,38,31,7
Brevyn Spann-Ford,DAL,TE,20,3,2,24,4,21
Tyler Higbee,LA,TE,4,,,,,
Parris Campbell,PHI,WR,9,1,1,7,7,
Ben Sims,GB,TE,10,,,,,
DeAndre Carter,CHI,WR,11,1,1,12,1,11
Robbie Chosen,MIA,WR,3,,,,,
Kayshon Boutte,NE,WR,65,16,12,123,164,27
Hunter Long,LA,TE,6,,,,,
Jonathan Mingo,DAL,WR,35,6,3,37,87,15
Cooper Kupp,LA,WR,35,9,6,42,79,15
Tommy Tremble,CAR,TE,27,3,2,11,16,7
Adam Trautman,DEN,TE,22,3,1,12,9,10
Ja'Marr Chase,CIN,WR,108,30,24,314,242,183
D'Andre Swift,CHI,RB,40,8,7,85,6,80
Justice Hill,BLT,RB,36,10,10,117,14,106
Anthony Firkser,KC,TE,1,,,,,
Sincere McCormick,LV,RB,4,2,2,11,-6,17
K.J. Osborn,WAS,WR,14,1,,,17,
Tyler Conklin,NYJ,TE,58,10,7,73,74,50
James Conner,ARZ,RB,46,13,11,104,-7,105
Chris Brooks,GB,RB,9,1,1,9,-4,13
Christian Watson,GB,WR,26,6,4,119,125,26
Dallin Holker,NO,TE,6,2,2,15,2,13
Jonathon Brooks,CAR,RB,2,,,,,
Tom Kennedy,DET,WR,3,,,,,
Josh Oliver,MIN,TE,29,3,2,30,43,18
Michael Carter,ARZ,RB,13,2,2,9,-4,13
Nick Chubb,CLV,RB,16,2,2,15,-7,22
Tyjae Spears,TEN,RB,26,5,4,52,,58
Laviska Shenault,LAC,WR,2,1,1,,-3,3
D.J. Moore,CHI,WR,74,24,14,105,213,80
Keaton Mitchell,BLT,RB,2,1,1,28,-5,33
Bucky Irving,TB,RB,30,11,10,49,-45,89
Brenden Bates,CLV,TE,4,,,,,
Rome Odunze,CHI,WR,55,13,8,99,193,13
Isaiah Davis,NYJ,RB,8,4,3,20,4,25
Colby Parkinson,LA,TE,35,7,3,41,24,32
Tyler Allgeier,ATL,RB,10,1,1,6,-2,8
Stephen Sullivan,CAR,TE,1,,,,,
Foster Moreau,NO,TE,38,2,1,4,13,1
Trey Sermon,IND,RB,11,2,2,6,,6
Josh Downs,IND,WR,67,25,16,145,173,74
Devaughn Vele,DEN,WR,30,4,3,32,16,20
Khalil Herbert,CIN,RB,10,1,1,2,-4,6
Zamir White,LV,RB,10,3,2,12,-8,20
Ameer Abdullah,LV,RB,39,8,7,31,,32
Devin Singletary,NYG,RB,17,7,7,21,-23,44
Isaiah Hodgins,NYG,WR,2,1,1,5,4,1
Tanner Conner,MIA,TE,4,2,2,15,11,4
Quintin Morris,BUF,TE,7,1,,,32,
Ja'Tavion Sanders,CAR,TE,35,6,5,29,22,26
Anthony Miller,BLT,WR,1,,,,,
Jauan Jennings,SF,WR,46,12,8,126,132,24
Teagan Quitoriano,HST,TE,3,,,,,
Ashton Dulin,IND,WR,8,2,,,53,
Andrew Ogletree,IND,TE,15,1,,,31,
Jaylen Warren,PIT,RB,31,8,7,86,9,93
Kendrick Bourne,NE,WR,31,4,3,22,44,1
Hassan Haskins,LAC,RB,3,,,,,
Dareke Young,SEA,WR,2,,,,,
Juwan Johnson,NO,TE,65,11,8,90,70,47
David Montgomery,DET,RB,11,1,1,9,1,8
Mack Hollins,BUF,WR,57,10,5,73,156,26
Tyler Boyd,TEN,WR,66,10,8,68,61,23
Kenneth Gainwell,PHI,RB,17,1,1,8,5,3
Jordan Mims,NO,RB,9,1,1,3,-2,5
David Bell,CLV,WR,2,1,1,12,12,
Kevin Austin,NO,WR,19,4,2,9,40,3
Tyler Badie,DEN,RB,3,1,1,2,2,
Jalen Brooks,DAL,WR,44,7,4,50,93,15
KaVontae Turpin,DAL,WR,39,9,8,95,40,53
Jamison Crowder,WAS,WR,11,1,,,16,
Jalen Nailor,MIN,WR,53,4,2,49,103,5
John Metchie,HST,WR,22,4,4,42,31,15
Marquise Brown,KC,WR,1,1,1,3,5,-2
Skyy Moore,KC,WR,5,1,,,9,
Chris Conley,SF,WR,21,1,,,47,
Travis Homer,CHI,RB,7,1,1,2,1,1
Jaelon Darden,SEA,WR,2,,,,,
David Martin-Robinson,TEN,TE,2,,,,,
Luke Schoonmaker,DAL,TE,23,4,1,6,40,2
Nate Adkins,DEN,TE,8,2,2,13,6,7
Trent Taylor,SF,WR,3,,,,,
Jack Stoll,MIA,TE,3,,,,,
Mecole Hardman,KC,WR,8,2,2,11,-5,16
Shane Zylstra,DET,TE,1,,,,,
Malik Heath,GB,WR,11,2,2,12,8,4
Jalen McMillan,TB,WR,30,3,1,21,37,4
E.J. Jenkins,PHI,TE,1,,,,,
D'Ernest Johnson,JAX,RB,20,2,2,17,-12,29
Theo Johnson,NYG,TE,39,5,4,64,42,27
Jahan Dotson,PHI,WR,44,3,3,13,2,11
DeVonta Smith,PHI,WR,45,10,10,109,77,41
Eric Gray,NYG,RB,9,1,1,9,-6,15
Trenton Irwin,CIN,WR,7,,,,,
Jameson Williams,DET,WR,58,18,9,113,271,45
James Proche,CLV,WR,1,,,,,
Puka Nacua,LA,WR,30,10,9,99,72,40
Joe Mixon,HST,RB,36,8,5,33,,46
Kristian Wilkerson,LV,WR,1,,,,,
Aaron Jones,MIN,RB,42,9,9,35,-20,55
Luke Farrell,JAX,TE,13,2,1,7,6,4
Luke Musgrave,GB,TE,13,3,3,11,6,5
Christian Kirk,JAX,WR,27,9,5,66,187,21
Demario Douglas,NE,WR,65,13,12,96,59,77
Tank Dell,HST,WR,59,14,8,66,136,35
Alexander Mattison,LV,RB,31,8,6,31,-1,36
Cade Otton,TB,TE,41,9,7,65,15,50
Sione Vaki,DET,RB,1,,,,,
Malik Nabers,NYG,WR,61,16,8,124,189,84
Raheem Blackshear,CAR,RB,7,,,,,
Gus Edwards,LAC,RB,9,,,,,
Xavier Weaver,ARZ,WR,3,,,,,
Kadarius Toney,CLV,WR,1,1,,,-5,
Taysom Hill,NO,TE,16,4,2,22,16,15
Brian Robinson,WAS,RB,22,5,5,61,8,53
Alvin Kamara,NO,RB,51,18,15,105,14,90
Aaron Shampklin,PIT,RB,2,,,,,
Tucker Fisk,LAC,TE,9,1,1,10,4,6
Chris Collier,LV,RB,2,,,,,
Ray-Ray McCloud,ATL,WR,91,12,10,118,36,117
Eric Saubert,SF,TE,23,4,4,42,38,4
DK Metcalf,SEA,WR,83,16,10,152,240,54
Mark Andrews,BLT,TE,40,8,6,78,103,25
Parker Washington,JAX,WR,42,7,5,47,57,20
MyCole Pruitt,PIT,TE,8,2,2,12,5,7
Erick All,CIN,TE,17,7,7,50,17,33
Braxton Berrios,MIA,WR,10,,,,,
Allen Robinson,DET,WR,3,1,,,8,
Kendre Miller,NO,RB,4,,,,,
Diontae Johnson,HST,WR,19,6,2,22,48,7
Dameon Pierce,HST,RB,9,,,,,
Blake Corum,LA,RB,5,1,1,12,3,9
Pierre Strong,CLV,RB,14,3,3,16,-7,23
Jacob Kibodi,CLV,RB,1,1,,,3,
Rakim Jarrett,TB,WR,8,,,,,
Julian Hill,MIA,TE,16,3,1,17,31,11
Tyquan Thornton,NE,WR,3,1,1,14,1,13
Breece Hall,NYJ,RB,41,9,7,49,9,41
Trent Sherfield,MIN,WR,6,,,,,
Jha'Quan Jackson,TEN,WR,1,1,,,40,
Greg Dortch,ARZ,WR,37,6,5,39,34,32
Tip Reiman,ARZ,TE,11,,,,,
Terrell Jennings,NE,RB,2,,,,,
Javonte Williams,DEN,RB,29,6,6,46,-10,56
Cam Akers,MIN,RB,22,3,2,12,-7,15
JaMycal Hasty,NE,RB,9,1,1,4,,4
Courtland Sutton,DEN,WR,61,19,9,81,263,8
DJ Chark,LAC,WR,11,,,,,
Audric Estime,DEN,RB,1,,,,,
Zach Ertz,WAS,TE,71,19,15,127,121,45
Davis Allen,LA,TE,8,2,1,2,3,1
Charlie Kolar,BLT,TE,7,1,1,4,4,
Jonathan Taylor,IND,RB,51,3,1,10,,9
Darnell Washington,PIT,TE,21,6,5,50,38,35
John Samuel Shenker,LV,TE,5,1,1,7,4,3
Troy Franklin,DEN,WR,36,6,4,32,45,30
Javon Baker,NE,WR,5,1,,,17,
River Cracraft,MIA,WR,10,1,1,15,14,1
Tyler Goodson,IND,RB,18,5,4,22,-8,26
Jordan Mason,SF,RB,24,1,1,13,6,7
Grant DuBose,MIA,WR,4,1,1,13,12,1
Tim Jones,JAX,WR,4,1,1,11,10,1
Michael Pittman,IND,WR,75,18,9,87,169,47
Feleipe Franks,CAR,TE,1,1,1,12,11,1
Tre Tucker,LV,WR,92,12,7,45,148,41
Malik Washington,MIA,WR,26,3,2,10,-2,14
Eric Tomlinson,LAC,TE,4,2,1,7,1,10
Xavier Hutchinson,HST,WR,32,2,1,19,23,
Simi Fehoko,LAC,WR,11,1,,,5,
Ezekiel Elliott,DAL,RB,27,2,2,6,-4,10
Stone Smartt,LAC,TE,14,5,5,58,28,30
T.J. Hockenson,MIN,TE,41,8,6,49,63,9
Tim Patrick,DET,WR,35,3,2,33,47,7
Josh Reynolds,JAX,WR,21,5,3,13,29,8
Noah Gray,KC,TE,38,8,8,88,49,39
Brian Thomas,JAX,WR,65,15,11,156,167,50
DeAndre Hopkins,KC,WR,34,5,5,43,28,15
Dalton Kincaid,BUF,TE,43,6,5,58,15,48
Jakobi Meyers,LV,WR,94,18,12,159,195,43
Hunter Henry,NE,TE,53,9,7,78,70,49
Nelson Agholor,BLT,WR,30,3,2,33,40,13
Jahmyr Gibbs,DET,RB,41,10,10,94,-12,106
Gabe Davis,JAX,WR,31,3,2,26,36,7
Odell Beckham,MIA,WR,4,1,,,11,
D.J. Turner,LV,WR,22,4,4,22,3,19
Cody White,SEA,WR,4,,,,,
Ian Thomas,CAR,TE,1,,,,,
Zay Flowers,BLT,WR,62,18,10,113,266,54
Michael Wilson,ARZ,WR,71,11,6,78,138,12
Austin Hooper,NE,TE,36,9,5,87,57,52
Justin Watson,KC,WR,44,4,2,11,67,2
Rashee Rice,KC,WR,12,6,4,63,36,42
Ty Chandler,MIN,RB,13,1,1,10,,10
Britain Covey,PHI,WR,1,,,,,
Jaylen Wright,MIA,RB,17,,,,,
Devin Culp,TB,TE,2,1,1,17,13,4
Tyrone Tracy,NYG,RB,28,5,3,40,5,37
Michael Mayer,LV,TE,49,10,7,53,76,24
Marvin Harrison,ARZ,WR,81,19,8,109,259,19
Mo Alie-Cox,IND,TE,23,1,,,7,
Bryce Oliver,TEN,WR,5,1,,,8,
Sean Tucker,TB,RB,4,,,,,
Ramel Keyton,LV,WR,4,1,1,7,7,
Joseph Fortson,KC,TE,1,,,,,
Tank Bigsby,JAX,RB,10,1,1,2,-7,9
Mike Woods,CLV,WR,23,3,2,16,14,7
Zach Pascal,ARZ,WR,2,,,,,
Xavier Gipson,NYJ,WR,21,3,3,34,23,11
Cedrick Wilson,NO,WR,24,2,2,22,10,12
Keon Coleman,BUF,WR,42,4,2,19,69,12
Lil'Jordan Humphrey,DEN,WR,31,4,4,33,4,29
Jordan Addison,MIN,WR,63,14,8,74,160,18
Tyler Lockett,SEA,WR,86,11,8,68,93,13
De'Von Achane,MIA,RB,45,12,11,72,-10,85
Mike Evans,TB,WR,40,12,10,108,129,24
Kenneth Walker,SEA,RB,46,13,11,44,-28,76
Andrei Iosivas,CIN,WR,87,11,6,78,119,11
Brandon Aiyuk,SF,WR,35,5,3,41,68,15
Allen Lazard,NYJ,WR,51,7,2,16,65,4
Darnell Mooney,ATL,WR,82,21,18,191,178,53
Jeremy Ruckert,NYJ,TE,18,2,2,18,15,3
Kalif Raymond,DET,WR,17,2,1,9,13,13
Stefon Diggs,HST,WR,40,10,7,116,148,41
Ben Sinnott,WAS,TE,14,1,1,12,4,8
Zay Jones,ARZ,WR,29,4,4,24,14,10
Irv Smith,HST,TE,1,,,,,
Daniel Bellinger,NYG,TE,14,3,3,16,1,15
Drew Sample,CIN,TE,30,7,7,48,17,31
Devontez Walker,BLT,WR,1,1,,,39,
Austin Ekeler,WAS,RB,26,8,7,44,-25,73
Jaheim Bell,NE,TE,8,1,1,1,-2,3
Tanner Hudson,CIN,TE,4,1,1,9,4,5
Curtis Samuel,BUF,WR,29,6,4,18,39,15
Chase Brown,CIN,RB,54,9,7,47,23,51
Najee Harris,PIT,RB,26,10,8,61,-8,66
Will Shipley,PHI,RB,2,1,1,5,2,3
Kyren Williams,LA,RB,35,5,5,27,-7,34
Trey Palmer,TB,WR,19,4,3,38,47,12
Tucker Kraft,GB,TE,65,8,6,121,39,84
Dawson Knox,BUF,TE,32,7,4,61,75,26
Payne Durham,TB,TE,6,,,,,
Noah Brown,WAS,WR,44,13,9,104,102,51
Dontayvion Wicks,GB,WR,51,14,8,101,164,21
Trey McBride,ARZ,TE,84,24,21,232,185,88
Patrick Taylor,SF,RB,10,1,,,-5,
Carson Steele,KC,RB,12,4,3,3,-1,12
John Bates,WAS,TE,18,,,,,
Jalen Reagor,LAC,WR,12,,,,,
Terry McLaurin,WAS,WR,85,20,15,170,218,59
Ainias Smith,PHI,WR,2,1,1,,-2,2
Chris Godwin,TB,WR,26,7,6,70,35,48
Brevin Jordan,HST,TE,5,,,,,
Jayden Reed,GB,WR,59,14,14,157,53,104
Brayden Willis,SF,TE,1,,,,,
Kyle Pitts,ATL,TE,66,12,7,60,101,22
Dante Pettis,NO,WR,16,5,1,11,40,
Raheem Mostert,MIA,RB,6,1,,,2,
Jalen Coker,CAR,WR,30,3,3,39,20,19
Marvin Mims,DEN,WR,22,7,7,91,52,47
Dallas Goedert,PHI,TE,28,6,4,55,27,40
Roschon Johnson,CHI,RB,8,1,1,6,2,4
David Moore,CAR,WR,36,4,3,21,15,6
Cedric Tillman,CLV,WR,45,6,2,33,128,12
Justin Shorter,LV,TE,2,,,,,
Amon-Ra St. Brown,DET,WR,59,18,15,158,128,85
Calvin Ridley,TEN,WR,78,19,13,107,306,21
Tutu Atwell,LA,WR,25,7,5,103,111,13
Josh Palmer,LAC,WR,45,10,7,149,211,22
Antonio Gibson,NE,RB,20,3,3,12,-1,13
Isaiah Williams,CIN,WR,2,1,1,2,-4,6
Mason Kinsey,TEN,WR,4,2,2,17,17,
Charlie Woerner,ATL,TE,9,1,,,1,
Harrison Bryant,LV,TE,10,2,2,22,4,18
Tylan Wallace,BLT,WR,10,3,3,37,23,14
Jonnu Smith,MIA,TE,49,16,14,128,94,62
Elijah Higgins,ARZ,TE,33,3,2,25,23,8
Adam Thielen,CAR,WR,39,10,9,146,148,9
Josiah Deguara,JAX,TE,3,,,,,
Braelon Allen,NYJ,RB,27,5,3,24,11,16
Cody Schrader,LA,RB,1,1,1,6,,6
Blake Whiteheart,CLV,TE,12,3,3,42,30,12
Chris Manhertz,NYG,TE,6,,,,,
Johnny Wilson,PHI,WR,9,1,,,13,
Erik Ezukanma,MIA,WR,5,2,,,63,
Emanuel Wilson,GB,RB,16,3,2,-1,-13,10
Jeff Wilson,MIA,RB,7,,,,,
Kenny McIntosh,SEA,RB,3,1,1,5,3,2
Deuce Vaughn,DAL,RB,4,1,1,4,1,3
Kameron Johnson,TB,WR,3,,,,,
Dyami Brown,WAS,WR,43,2,1,2,8,6
Quentin Johnston,LAC,WR,50,12,9,95,66,65
Garrett Wilson,NYJ,WR,81,25,12,152,269,33
Derrick Henry,BLT,RB,15,2,2,7,-5,12
Kareem Hunt,KC,RB,24,3,3,12,-3,15
Brandon Powell,MIN,WR,20,2,2,22,18,4
Ty Johnson,BUF,RB,26,4,3,49,25,28
Nick Muse,MIN,TE,1,,,,,
Van Jefferson,PIT,WR,48,6,3,31,60,18
Xavier Worthy,KC,WR,71,8,7,90,60,39
Cam Grandy,CIN,TE,6,,,,,
Malachi Corley,NYJ,WR,5,2,1,4,22,4
Elijah Moore,CLV,WR,69,10,7,75,154,24
Rachaad White,TB,RB,29,7,6,39,-5,43
AJ Barner,SEA,TE,30,7,5,29,30,24
Zach Charbonnet,SEA,RB,41,8,8,98,-2,84
Chuba Hubbard,CAR,RB,34,5,3,11,-13,21
Jared Wayne,HST,WR,1,,,,,
Cordarrelle Patterson,PIT,RB,9,2,,,15,
Isiah Pacheco,KC,RB,17,6,5,39,-22,61
Pat Freiermuth,PIT,TE,59,11,9,96,93,40
Geoff Swaim,CLV,TE,1,,,,,
Jalen Virgil,BUF,WR,1,,,,,
Bijan Robinson,ATL,RB,59,11,8,46,15,45
Jaleel McLaughlin,DEN,RB,17,4,4,10,-12,22
Calvin Austin,PIT,WR,45,8,5,123,106,57
Ronnie Bell,SF,WR,8,,,,,
Jacob Cowing,SF,WR,11,3,3,64,46,18
Mike Williams,PIT,WR,44,6,6,72,67,5
Derius Davis,LAC,WR,11,3,3,18,-14,32
Kylen Granson,IND,TE,43,4,3,23,29,2
John Ross,PHI,WR,1,1,,,48,
Devin Thompkins,CAR,WR,3,1,1,12,-4,16
Terrace Marshall,LV,WR,14,2,,,8,
Kimani Vidal,LAC,RB,13,2,,,5,
Mason Tipton,NO,WR,37,10,7,53,125,14
Tyreek Hill,MIA,WR,53,13,11,139,147,35
Demarcus Robinson,LA,WR,53,5,4,87,94,5
Travis Kelce,KC,TE,67,16,14,101,79,56
Cole Kmet,CHI,TE,47,4,3,27,27,17
Zack Moss,CIN,RB,26,3,2,28,-2,33
Rhamondre Stevenson,NE,RB,35,2,2,22,1,21
Brenton Strange,JAX,TE,37,6,6,47,23,24
Justin Jefferson,MIN,WR,86,24,19,178,175,59
Rashid Shaheed,NO,WR,28,3,2,58,60,3
Bryce Ford-Wheaton,NYG,WR,1,,,,,
Greg Dulcich,NYG,TE,13,1,1,9,2,7
Craig Reynolds,DET,RB,2,,,,,
Johnny Mundt,MIN,TE,32,6,3,32,62,4
Durham Smythe,MIA,TE,12,3,2,12,31,4
Xavier Legette,CAR,WR,51,12,6,44,161,8
J.J. Taylor,HST,RB,4,,,,,
Jalin Hyatt,NYG,WR,17,1,1,5,5,
David Njoku,CLV,TE,59,13,10,75,39,49
Brock Bowers,LV,TE,93,25,23,281,183,109
Isaac Guerendo,SF,RB,17,4,3,18,7,16
Kenny Yeboah,NYJ,TE,4,1,1,4,-3,7
A.J. Brown,PHI,WR,39,11,6,138,178,55
Luke McCaffrey,WAS,WR,34,3,3,22,-6,28
Brock Wright,DET,TE,14,1,1,5,4,1
Jamaal Williams,NO,RB,13,4,4,17,,17
Brandin Cooks,DAL,WR,36,3,1,11,63,4
Ryan Miller,TB,WR,13,,,,,
Chig Okonkwo,TEN,TE,46,9,8,103,62,53
Gerald Everett,CHI,TE,17,2,2,4,-9,13
Lucas Krull,DEN,TE,23,1,1,11,6,5
Tyler Johnson,LA,WR,19,5,5,45,36,9
C.J. Uzomah,PHI,TE,1,,,,,
Brandon Johnson,PIT,WR,1,,,,,
Alex Bachman,LV,WR,1,,,,,
Austin Trammell,JAX,WR,1,,,,,
Tony Pollard,TEN,RB,49,12,8,44,4,32
Romeo Doubs,GB,WR,53,14,10,96,141,16
Ray Davis,BUF,RB,16,1,1,5,3,2
DeeJay Dallas,ARZ,RB,2,,,,,
JuJu Smith-Schuster,KC,WR,31,2,1,6,11,8
Ladd McConkey,LAC,WR,54,7,5,92,89,24
CeeDee Lamb,DAL,WR,83,26,17,89,159,53
Noah Fant,SEA,TE,57,7,6,55,46,28
Jordan Akins,CLV,TE,33,6,4,62,36,30
Nick Vannett,TEN,TE,13,4,3,18,2,15
Peyton Hendershot,KC,TE,9,2,2,26,15,11
James Cook,BUF,RB,26,8,7,35,-10,48
Treylon Burks,TEN,WR,14,1,,,3,
Ja'Lynn Polk,NE,WR,22,2,,,9,
Jared Wiley,KC,TE,4,,,,,
Isaiah Likely,BLT,TE,31,6,4,43,59,40
Dalton Schultz,HST,TE,70,13,7,46,119,29
Anthony Gould,IND,WR,2,,,,,
George Kittle,SF,TE,54,14,12,133,118,43
Keenan Allen,CHI,WR,55,13,11,158,134,57
Chris Rodriguez Jr.,WAS,RB,4,1,1,12,1,11
Olamide Zaccheaus,WAS,WR,40,14,11,105,75,58
Alec Pierce,IND,WR,64,13,7,254,380,31
Drake London,ATL,WR,83,29,25,303,281,99
Jalen Tolbert,DAL,WR,87,14,9,77,170,16
Bo Melton,GB,WR,10,1,1,8,8,
Bub Means,NO,WR,11,,,,,
Irvin Charles,NYJ,WR,1,,,,,
Mike Boone,CAR,RB,3,,,,,
Will Mallory,IND,TE,14,3,1,10,35,4
Jaxon Smith-Njigba,SEA,WR,99,21,20,242,152,123
Jalen Moreno-Cropper,DAL,WR,1,,,,,
Sam LaPorta,DET,TE,52,4,4,49,32,17
Parker Hesse,DET,TE,1,,,,,
D'Wayne Eskridge,MIA,WR,6,1,1,8,-3,11
Ross Dwelley,ATL,TE,2,1,1,5,1,4
Christian McCaffrey,SF,RB,12,2,1,2,-4,8
Khalil Shakir,BUF,WR,54,15,11,98,38,96
Sterling Shepard,TB,WR,28,6,5,49,47,8
Robert Woods,HST,WR,22,2,1,13,26,17
Brycen Tremayne,WAS,WR,2,,,,,
Jeremy McNichols,WAS,RB,27,3,3,10,-4,14
Jerome Ford,CLV,RB,46,4,4,23,-16,39
George Pickens,PIT,WR,52,9,5,52,151,10
Jermaine Burton,CIN,WR,14,1,1,11,9,2
Rico Dowdle,DAL,RB,38,12,7,31,-19,53
Ricky Pearsall,SF,WR,36,7,5,41,66,11
Pharaoh Brown,SEA,TE,11,1,1,13,5,8
Chris Olave,NO,WR,44,13,10,100,130,46
Jordan Matthews,CAR,TE,2,,,,,
Dante Miller,NYG,RB,1,,,,,
Rashod Bateman,BLT,WR,50,6,5,57,54,12
Grant Calcaterra,PHI,TE,33,1,1,34,32,2
Josh Jacobs,GB,RB,35,4,3,35,4,38
Cade Stover,HST,TE,22,2,2,15,17,
Scott Miller,PIT,WR,13,1,1,11,5,6
Jaylen Waddle,MIA,WR,51,11,7,79,72,53
Tee Higgins,CIN,WR,67,20,16,215,247,64
Ryan Flournoy,DAL,WR,23,4,3,27,15,17
D'Onta Foreman,CLV,RB,5,,,,,
Deebo Samuel,SF,WR,61,13,7,72,81,53
Devin Duvernay,JAX,WR,16,4,3,17,56,3
Mike Gesicki,CIN,TE,63,11,9,71,84,5
Nikko Remigio,KC,WR,5,3,,,25,
Hayden Hurst,LAC,TE,7,2,1,6,2,1
Clyde Edwards-Helaire,NO,RB,3,,,,,
Dalvin Cook,DAL,RB,2,,,,,
Ben Skowronek,PIT,WR,3,,,,,
Jake Tonges,SF,TE,1,,,,,
Trey Benson,ARZ,RB,4,1,1,19,-3,22
Julius Chestnut,TEN,RB,1,,,,,
Wan'Dale Robinson,NYG,WR,62,15,12,75,11,63
Zach Davidson,BUF,TE,2,,,,,
