Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Arian Smith,NYJ,WR,13,2,1,14,14,10
Marvin Mims,DEN,WR,13,,,,,
Cedric Tillman,CLV,WR,14,3,2,22,33,1
Calvin Ridley,TEN,WR,9,4,1,18,60,5
Chris Godwin,TB,WR,13,5,2,12,49,2
Terry McLaurin,WAS,WR,15,1,,,7,
Harold Fannin,CLV,TE,31,11,8,123,117,40
Kyle Pitts,ATL,TE,26,10,6,83,90,33
Dante Pettis,NO,WR,1,,,,,
Brayden Willis,SF,TE,1,,,,,
Dalen Cambre,NYG,WR,1,,,,,
TreVeyon Henderson,NE,RB,13,,,,,
Jayden Reed,GB,WR,6,,,,,
Devin Neal,NO,RB,12,,,,,
Oronde Gadsden,LAC,TE,30,2,1,6,15,1
Jonnu Smith,PIT,TE,6,2,,,21,
Harrison Bryant,HST,TE,2,,,,,
Tylan Wallace,BLT,WR,5,1,1,14,11,3
Braelon Allen,NYJ,RB,2,,,,,
Josiah Deguara,ARZ,TE,2,,,,,
Adam Thielen,PIT,WR,16,8,4,39,76,7
Elijah Higgins,ARZ,TE,18,4,3,28,26,12
Chris Moore,WAS,WR,13,2,1,34,52,3
Tutu Atwell,LA,WR,12,,,,,
David Moore,CAR,WR,4,,,,,
Amon-Ra St. Brown,DET,WR,48,26,18,280,313,111
Isaiah Williams,NYJ,WR,9,,,,,
Charlie Woerner,ATL,TE,4,,,,,
Mason Kinsey,TEN,WR,1,,,,,
Omarion Hampton,LAC,RB,13,,,,,
Josh Palmer,BUF,WR,24,9,5,54,81,3
Kameron Johnson,TB,WR,6,2,1,17,36,3
Dyami Brown,JAX,WR,7,2,,,24,
Luther Burden,CHI,WR,13,7,6,90,81,27
Garrett Wilson,NYJ,WR,12,6,3,33,88,5
Blake Whiteheart,CLV,TE,3,,,,,
Mason Taylor,NYJ,TE,22,9,4,42,71,11
Emanuel Wilson,GB,RB,6,,,,,
Quentin Johnston,LAC,WR,40,9,6,132,124,45
Rachaad White,TB,RB,17,,,,,
Elijah Moore,BUF,WR,5,1,1,14,14,
Malachi Corley,CLV,WR,5,,,,,
Xavier Worthy,KC,WR,10,4,2,23,53,10
Zach Charbonnet,SEA,RB,11,,,,,
Chuba Hubbard,CAR,RB,18,1,1,16,5,11
AJ Barner,SEA,TE,19,3,2,30,34,6
Kareem Hunt,KC,RB,5,,,,,
Derrick Henry,BLT,RB,4,,,,,
Elic Ayomanor,TEN,WR,24,8,4,35,66,16
Andre Baccellia,ARZ,WR,3,,,,,
Ty Johnson,BUF,RB,11,,,21,,
Van Jefferson,TEN,WR,13,4,2,15,46,1
Bijan Robinson,ATL,RB,17,,,,,
LeQuint Allen,JAX,RB,9,,,,,
Jaleel McLaughlin,DEN,RB,1,,,,,
Colston Loveland,CHI,TE,30,9,7,87,80,38
Calvin Austin,PIT,WR,8,4,3,33,40,6
Ronnie Bell,NO,WR,1,,,,,
Pat Freiermuth,PIT,TE,9,1,,,5,
Isiah Pacheco,KC,RB,7,,,,,
Darren Waller,MIA,TE,10,3,2,15,29,2
Tory Horton,SEA,WR,7,,,,,
Travis Kelce,KC,TE,16,5,4,43,49,11
Cole Kmet,CHI,TE,19,1,1,13,6,7
Tyreek Hill,MIA,WR,8,4,3,60,51,28
Brenton Strange,JAX,TE,18,1,1,9,6,3
Demarcus Robinson,SF,WR,23,2,1,5,16,
Rhamondre Stevenson,NE,RB,10,,,,,
Deven Thompkins,ATL,WR,1,,,,,
Kylen Granson,PHI,TE,2,,,,,
Konata Mumpfield,LA,WR,13,8,5,50,75,5
Derius Davis,LAC,WR,1,,,,,
Savion Williams,GB,WR,1,,,,,
Kimani Vidal,LAC,RB,12,,,,,
RJ Harvey,DEN,RB,11,,,,,
Mason Tipton,NO,WR,15,1,,,15,
Terrance Ferguson,LA,TE,14,1,1,36,20,16
David Njoku,CLV,TE,21,1,,,7,
Brock Bowers,LV,TE,15,6,4,47,51,19
Jalin Hyatt,NYG,WR,5,,,,,
Ryan Miller,TB,WR,1,,,,,
Brock Wright,DET,TE,13,,,,,
Brandin Cooks,BUF,WR,19,4,3,33,59,5
A.J. Brown,PHI,WR,19,7,3,53,69,21
Luke McCaffrey,WAS,WR,4,2,2,21,28,2
Greg Dulcich,MIA,TE,5,1,1,16,10,6
Rashid Shaheed,SEA,WR,26,8,4,62,123,2
Gunnar Helm,TEN,TE,11,1,1,4,4,
Justin Jefferson,MIN,WR,27,11,8,145,121,59
Xavier Legette,CAR,WR,23,3,3,44,32,12
Johnny Mundt,JAX,TE,6,1,1,12,4,8
Durham Smythe,CHI,TE,3,,,,,
Austin Trammell,JAX,WR,5,2,1,13,16,1
Ray Davis,BUF,RB,4,,,,,
DeeJay Dallas,JAX,RB,1,,,,,
Tony Pollard,TEN,RB,15,,,,,
Ladd McConkey,LAC,WR,46,14,9,122,162,20
JuJu Smith-Schuster,KC,WR,10,2,2,28,21,7
Romeo Doubs,GB,WR,20,13,7,118,190,22
Nick Kallerup,SEA,TE,1,,,,,
Lucas Krull,DEN,TE,2,,,,,
Tyler Johnson,NYJ,WR,10,2,2,44,34,10
Chig Okonkwo,TEN,TE,20,2,2,19,17,2
Treylon Burks,WAS,WR,9,3,2,32,29,10
James Cook,BUF,RB,15,,,,,
George Kittle,SF,TE,20,7,4,46,44,24
Zaire Mitchell-Paden,NO,TE,1,,,,,
Dalton Schultz,HST,TE,28,9,7,63,99,15
Keenan Allen,LAC,WR,34,16,12,129,127,26
Anthony Gould,IND,WR,1,,,,,
Isaiah Likely,BLT,TE,9,1,1,8,6,2
Noah Fant,CIN,TE,9,,,,,
CeeDee Lamb,DAL,WR,24,10,7,121,149,25
Travis Vokolek,ARZ,TE,2,,,,,
Nick Vannett,LA,TE,1,,,,,
Albert Okwuegbunam,LV,TE,1,,,,,
Tyler Warren,IND,TE,29,4,1,12,36,8
Olamide Zaccheaus,CHI,WR,29,4,4,28,20,8
Theo Wease,MIA,WR,3,2,,,34,
Chris Rodriguez,WAS,RB,5,,,,,
LaJohntay Wester,BLT,WR,1,,,,,
Jaylin Lane,WAS,WR,9,3,,,43,
Bo Melton,GB,WR,2,1,1,18,17,1
Jalen Tolbert,DAL,WR,11,3,2,25,38,3
Drake London,ATL,WR,10,4,3,71,71,14
Alec Pierce,IND,WR,28,13,9,167,197,23
Sterling Shepard,TB,WR,22,2,2,41,18,23
Khalil Shakir,BUF,WR,23,7,3,34,98,1
Tez Johnson,TB,WR,17,4,4,58,52,6
Christian McCaffrey,SF,RB,47,2,2,31,7,4
Mitchell Tinsley,CIN,WR,7,3,1,14,46,
Brycen Tremayne,CAR,WR,10,6,4,57,75,11
Sam LaPorta,DET,TE,24,2,2,31,20,11
Jackson Hawes,BUF,TE,2,,,,,
Jaxon Smith-Njigba,SEA,WR,27,15,11,151,145,35
Brittain Brown,CHI,RB,1,,,,,
Ross Dwelley,DET,TE,2,,,,,
Dee Eskridge,MIA,WR,2,,,,,
Grant Calcaterra,PHI,TE,1,,,,,
Rashod Bateman,BLT,WR,12,2,1,24,26,5
Jaylen Waddle,MIA,WR,25,6,5,113,68,47
Tee Higgins,CIN,WR,31,12,10,100,126,33
Scott Miller,PIT,WR,2,,,,,
Josh Jacobs,GB,RB,6,,,,,
Cade Stover,HST,TE,4,,,,,
Jerome Ford,CLV,RB,11,,,,,
George Pickens,DAL,WR,34,12,6,121,169,42
Jeremy McNichols,WAS,RB,5,,,,,
Rico Dowdle,CAR,RB,12,,,,,
Chris Olave,NO,WR,34,14,11,154,188,16
Ricky Pearsall,SF,WR,29,12,9,152,186,41
Roman Wilson,PIT,WR,8,2,1,21,57,
Trey Benson,ARZ,RB,3,,,,,
Jake Tonges,SF,TE,20,3,3,24,15,9
Ben Skowronek,PIT,WR,1,,,,,
Beaux Collins,NYG,WR,2,2,2,25,18,7
Julius Chestnut,TEN,RB,1,,,,,
Wan'Dale Robinson,NYG,WR,20,3,1,19,46,
Mike Gesicki,CIN,TE,12,2,1,11,24,1
Deebo Samuel,WAS,WR,25,8,6,108,107,30
Devin Duvernay,CHI,WR,3,,,,,
Ryan Flournoy,DAL,WR,11,3,2,18,25,2
