Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Elic Ayomanor,TEN,WR,47,13,5,44,131,4
Andre Baccellia,ARZ,WR,6,1,1,5,6,-1
Curtis Samuel,BUF,WR,8,1,1,5,3,2
Tanner Hudson,CIN,TE,13,1,1,7,4,3
Chase Brown,CIN,RB,38,2,1,9,5,5
Daniel Bellinger,NYG,TE,27,2,,,22,
Dylan Drummond,ATL,WR,6,1,1,3,3,
Drew Sample,CIN,TE,19,,,,,
Austin Ekeler,WAS,RB,3,,,,,
Devontez Walker,BLT,WR,6,1,1,8,8,
Stefon Diggs,NE,WR,49,22,19,169,119,83
Jaydon Blue,DAL,RB,1,,,,,
Ashton Jeanty,LV,RB,33,,,,,
Kyle Monangai,CHI,RB,20,1,1,15,7,8
Ben Sinnott,WAS,TE,3,,,,,
Zay Jones,ARZ,WR,11,1,1,18,13,5
Jaylin Noel,HST,WR,29,5,3,37,48,4
Andrei Iosivas,CIN,WR,64,10,6,78,97,29
Isaac TeSlaa,DET,WR,37,1,1,11,11,
Allen Lazard,NYJ,WR,15,2,1,3,14,1
Hunter Renfrow,CAR,WR,16,6,5,30,33,6
Darnell Mooney,ATL,WR,49,17,9,107,189,6
Jeremy Ruckert,NYJ,TE,22,6,3,12,29,
Kalif Raymond,DET,WR,19,2,2,13,12,1
Raheem Mostert,LV,RB,10,,,,,
Jalen Coker,CAR,WR,38,12,10,99,113,24
Dallas Goedert,PHI,TE,46,13,9,79,86,36
Arian Smith,NYJ,WR,32,2,,,35,
Marvin Mims,DEN,WR,20,4,2,17,27,10
Cedric Tillman,CLV,WR,28,6,5,33,36,5
Harold Fannin,CLV,TE,35,8,5,73,65,20
Calvin Ridley,TEN,WR,11,8,5,81,94,17
Jacoby Jones,WAS,WR,1,1,1,25,3,22
Chris Godwin,TB,WR,31,9,5,46,77,19
Terry McLaurin,WAS,WR,14,5,3,34,55,
TreVeyon Henderson,NE,RB,24,,,,,
Jayden Reed,GB,WR,19,3,3,47,22,25
Devin Neal,NO,RB,14,,,,,
Oronde Gadsden,LAC,TE,43,10,7,64,82,16
Kyle Pitts,ATL,TE,57,11,8,60,92,17
Dante Pettis,NO,WR,7,1,1,18,-3,21
Malik Davis,DAL,RB,4,,,,,
Dawson Knox,BUF,TE,22,7,4,44,32,25
Marcedes Lewis,DEN,TE,1,,,,,
Noah Brown,WAS,WR,5,2,,,22,
Emeka Egbuka,TB,WR,65,23,12,108,188,25
Dontayvion Wicks,GB,WR,40,18,14,122,135,15
John Bates,WAS,TE,8,,,,,
Trey McBride,ARZ,TE,60,33,26,270,261,86
Cam Skattebo,NYG,RB,6,,,,,
Dont'e Thornton,LV,WR,25,4,2,29,52,1
Will Shipley,PHI,RB,10,,,,,
Kyren Williams,LA,RB,38,1,1,5,4,1
Payne Durham,TB,TE,11,,,,,
Tucker Kraft,GB,TE,18,2,2,74,32,42
Christian McCaffrey,SF,RB,60,5,5,37,26,16
Tez Johnson,TB,WR,41,8,5,61,97,1
Sterling Shepard,TB,WR,36,8,7,53,49,11
Khalil Shakir,BUF,WR,24,10,7,64,64,26
Mitchell Tinsley,CIN,WR,17,4,1,12,46,1
Brycen Tremayne,CAR,WR,10,2,2,35,22,13
Jaxon Smith-Njigba,SEA,WR,71,28,21,266,275,64
Sam LaPorta,DET,TE,31,7,5,60,44,25
Jackson Hawes,BUF,TE,6,1,,,10,
Dee Eskridge,MIA,WR,9,,,,,
Ross Dwelley,DET,TE,3,,,,,
Albert Okwuegbunam,LV,TE,3,1,1,5,3,2
Tyler Warren,IND,TE,47,11,4,37,94,4
Will Mallory,IND,TE,1,,,,,
DJ Giddens,IND,RB,2,,,,,
Chris Rodriguez,WAS,RB,7,,,,,
Olamide Zaccheaus,CHI,WR,39,12,6,29,74,7
Theo Wease,MIA,WR,4,2,1,14,21,9
Jalen Tolbert,DAL,WR,35,8,4,36,74,5
Drake London,ATL,WR,49,19,13,141,186,27
Alec Pierce,IND,WR,52,10,6,77,132,5
LaJohntay Wester,BLT,WR,5,,,,,
Jaylin Lane,WAS,WR,17,6,3,32,83,7
Jake Tonges,SF,TE,26,3,3,24,28,3
Bo Melton,GB,WR,6,1,,,10,
Ben Skowronek,PIT,WR,4,1,1,13,5,8
Beaux Collins,NYG,WR,4,1,,,12,
Roman Wilson,PIT,WR,20,4,3,29,30,3
Trey Benson,ARZ,RB,5,,,,,
Julius Chestnut,TEN,RB,1,,,,,
Wan'Dale Robinson,NYG,WR,56,29,20,216,215,71
Ryan Flournoy,DAL,WR,34,9,5,63,87,21
Mike Gesicki,CIN,TE,29,8,7,80,73,15
Deebo Samuel,WAS,WR,28,6,4,32,42,
Devin Duvernay,CHI,WR,5,2,1,24,38,-2
Clyde Edwards-Helaire,KC,RB,1,,,,,
Rashod Bateman,BLT,WR,37,5,3,27,37,
Grant Calcaterra,PHI,TE,13,3,2,9,21,
Josh Jacobs,GB,RB,25,2,2,11,10,1
Cade Stover,HST,TE,9,2,1,1,2,1
Stephen Carlson,CHI,TE,1,,,,,
Jaylen Waddle,MIA,WR,53,24,15,167,279,36
Tee Higgins,CIN,WR,57,11,6,41,81,3
Scott Miller,PIT,WR,13,2,,,12,
Jeremy McNichols,WAS,RB,13,,,,,
Jerome Ford,CLV,RB,16,,,,,
George Pickens,DAL,WR,76,22,16,207,208,69
Pharaoh Brown,ARZ,TE,2,,,,,
Rico Dowdle,CAR,RB,30,1,1,11,1,10
Chris Olave,NO,WR,65,29,20,179,256,23
Ricky Pearsall,SF,WR,35,10,7,76,113,9
David Njoku,CLV,TE,22,4,3,20,16,11
Brock Bowers,LV,TE,42,9,7,48,44,18
Jalin Hyatt,NYG,WR,10,3,2,12,41,2
Terrance Ferguson,LA,TE,21,3,2,6,21,
Brock Wright,DET,TE,11,,,,,
Brandin Cooks,BUF,WR,35,6,6,47,39,8
A.J. Brown,PHI,WR,53,12,6,76,137,21
Luke McCaffrey,WAS,WR,9,1,1,17,17,
Samori Toure,NO,WR,2,1,1,3,3,
Ryan Miller,TB,WR,1,,,,,
Rashid Shaheed,SEA,WR,66,14,13,140,124,30
Gunnar Helm,TEN,TE,17,6,5,62,64,14
Justin Jefferson,MIN,WR,80,34,19,224,347,19
Greg Dulcich,MIA,TE,21,5,3,30,22,16
Johnny Mundt,JAX,TE,15,3,1,7,30,3
Durham Smythe,CHI,TE,10,1,1,11,5,6
Xavier Legette,CAR,WR,43,13,6,59,134,1
Tory Horton,SEA,WR,19,4,3,17,29,2
Travis Kelce,KC,TE,55,20,14,161,148,73
Tyreek Hill,MIA,WR,16,10,8,86,132,7
Cole Kmet,CHI,TE,39,5,3,31,46,15
Demarcus Robinson,SF,WR,40,6,4,52,72,2
Rhamondre Stevenson,NE,RB,26,,,,,
Brenton Strange,JAX,TE,38,7,4,39,46,7
Derius Davis,LAC,WR,4,,,,,
Kylen Granson,PHI,TE,8,1,,,10,
Konata Mumpfield,LA,WR,19,1,,,16,
Kimani Vidal,LAC,RB,19,,,,,
RJ Harvey,DEN,RB,17,1,1,6,6,
Mason Tipton,NO,WR,19,1,1,5,5,
Savion Williams,GB,WR,6,,,,,
Treylon Burks,WAS,WR,7,4,2,17,39,8
James Cook,BUF,RB,12,,,,,
Jared Wiley,KC,TE,2,,,,,
Michael Bandy,DEN,WR,4,3,3,30,16,14
Isaiah Likely,BLT,TE,25,5,2,12,26,4
George Kittle,SF,TE,42,17,15,153,172,22
Zaire Mitchell-Paden,NO,TE,1,,,,,
Dalton Schultz,HST,TE,70,24,19,148,183,34
Hayden Rucci,MIA,TE,1,,,,,
Keenan Allen,LAC,WR,58,27,19,175,212,41
CeeDee Lamb,DAL,WR,57,23,18,177,166,47
Noah Fant,CIN,TE,24,2,1,14,21,
Kene Nwangwu,NYJ,RB,1,,,,,
Travis Vokolek,ARZ,TE,1,,,,,
Nick Vannett,LA,TE,2,,,,,
Alex Bachman,LV,WR,3,1,1,3,3,
Austin Trammell,JAX,WR,2,,,,,
Malik Turner,SF,WR,3,,,,,
Ray Davis,BUF,RB,5,,,,,
DeeJay Dallas,JAX,RB,1,,,,,
Tony Pollard,TEN,RB,19,,,,,
Drake Dabney,GB,TE,2,1,,,8,
Ladd McConkey,LAC,WR,60,14,8,68,90,23
JuJu Smith-Schuster,KC,WR,36,1,1,5,1,4
Romeo Doubs,GB,WR,59,18,14,149,214,19
Ko Kieft,TB,TE,1,,,,,
Lucas Krull,DEN,TE,5,1,,,4,
Tyler Johnson,NYJ,WR,15,1,1,7,3,4
Chig Okonkwo,TEN,TE,35,7,6,48,50,12
Ke'Shawn Williams,CIN,WR,1,,,,,
Nick Kallerup,SEA,TE,2,1,,,7,
David Sills,ATL,WR,31,3,2,24,26,2
Zamir White,LV,RB,1,,,,,
Ameer Abdullah,IND,RB,4,,,,,
Trayveon Williams,CLV,RB,2,,,,,
Isaiah Hodgins,NYG,WR,25,3,2,16,22,
Devin Singletary,NYG,RB,9,,,,,
Gage Larvadain,CLV,WR,10,2,,,17,
Tyler Allgeier,ATL,RB,13,1,1,4,4,
KeAndre Lambert-Smith,LAC,WR,11,1,1,10,4,6
Foster Moreau,NO,TE,7,,,,,
Josh Downs,IND,WR,45,24,18,170,144,46
Tetairoa McMillan,CAR,WR,60,18,13,147,189,21
Khalil Herbert,NYJ,RB,1,,,,,
Quinshon Judkins,CLV,RB,13,,,,,
Devaughn Vele,NO,WR,21,4,3,40,43,3
Rome Odunze,CHI,WR,50,20,10,136,220,52
Brenden Bates,CLV,TE,2,1,1,4,5,-1
Jacory Croskey-Merritt,WAS,RB,5,,,,,
Isaiah Davis,NYJ,RB,17,,,,,
Colby Parkinson,LA,TE,27,5,3,18,39,7
Isaiah Bond,CLV,WR,24,3,1,7,33,
Josh Oliver,MIN,TE,13,1,1,7,3,4
Nick Chubb,HST,RB,13,,,,,
Michael Carter,ARZ,RB,16,,,,,
Tyjae Spears,TEN,RB,17,,,,,
Keaton Mitchell,BLT,RB,5,,,,,
DJ Moore,CHI,WR,71,6,2,37,58,21
Bucky Irving,TB,RB,14,,,,,
KaVontae Turpin,DAL,WR,28,5,5,42,39,3
John Metchie,NYJ,WR,43,12,10,85,69,36
Jalen Nailor,MIN,WR,61,14,8,120,187,10
Marquise Brown,KC,WR,42,10,6,65,79,6
Kenneth Gainwell,PIT,RB,35,6,4,29,14,19
Bhayshul Tuten,JAX,RB,6,,,,,
Casey Washington,ATL,WR,10,1,,,17,
Kevin Austin,NO,WR,19,4,2,21,36,1
Tyler Badie,DEN,RB,20,,,,,
Jalen Brooks,ARZ,WR,4,,,,,
Andrew Ogletree,IND,TE,5,,,,,
Jaylen Warren,PIT,RB,18,,,,,
Kendrick Bourne,SF,WR,50,10,8,101,100,26
Hassan Haskins,LAC,RB,6,,,,,
Jack Bech,LV,WR,23,6,4,36,48,7
Dareke Young,SEA,WR,1,,,,,
Mack Hollins,NE,WR,44,13,12,87,87,6
Juwan Johnson,NO,TE,61,19,13,142,171,33
David Montgomery,DET,RB,17,,,,,
Tanner Conner,MIA,TE,16,2,1,6,11,1
Quintin Morris,JAX,TE,7,,,,,
Ja'Tavion Sanders,CAR,TE,26,5,4,17,26,5
Jahdae Walker,CHI,WR,12,2,2,17,22,3
Moliki Matavao,NO,TE,3,,,,,
Tahj Washington,MIA,WR,2,,,,,
Jauan Jennings,SF,WR,63,22,19,191,155,58
Ashton Dulin,IND,WR,4,2,1,11,23,5
Pat Bryant,DEN,WR,32,9,7,62,56,17
Marquez Valdes-Scantling,PIT,WR,19,5,4,22,26,1
Adonai Mitchell,NYJ,WR,47,20,11,100,178,9
Connor Heyward,PIT,TE,2,1,1,6,4,2
Dylan Sampson,CLV,RB,7,,,,,
Jawhar Jordan,HST,RB,2,,,,,
Nick Westbrook-Ikhine,MIA,WR,28,3,2,14,19,1
Brevyn Spann-Ford,DAL,TE,5,,,,,
Tyler Higbee,LA,TE,25,3,3,18,15,8
Jake Bobo,SEA,WR,2,,,,,
Saquon Barkley,PHI,RB,31,1,,,9,
Evan Engram,DEN,TE,32,11,6,41,42,18
Keleki Latu,BUF,TE,4,,,,,
Jamari Thrash,CLV,WR,14,5,4,38,28,13
Matthew Golden,GB,WR,33,7,6,45,44,6
KhaDarel Hodge,ATL,WR,6,2,1,7,13,3
Will Dissly,LAC,TE,7,2,1,6,15,
Rasheen Ali,BLT,RB,9,,,,,
Miles Sanders,DAL,RB,4,,,,,
J.K. Dobbins,DEN,RB,7,,,,,
Emari Demercado,ARZ,RB,13,,,,,
Josh Whyle,GB,TE,12,1,1,21,12,9
Travis Etienne,JAX,RB,28,,,,,
Jordan Whittington,LA,WR,24,3,2,25,39,4
Bam Knight,ARZ,RB,12,,,,,
Jaret Patterson,LAC,RB,4,,,,,
Samaje Perine,CIN,RB,20,1,1,5,4,1
Efton Chism,NE,WR,2,,,,,
Elijah Arroyo,SEA,TE,20,4,2,13,22,5
Darius Slayton,NYG,WR,38,5,3,45,62,17
Quentin Skinner,NYJ,WR,1,,,,,
Dare Ogunbowale,HST,RB,12,1,1,1,4,-3
Nico Collins,HST,WR,66,15,8,51,123,
Jerry Jeudy,CLV,WR,49,20,12,108,151,25
Jake Ferguson,DAL,TE,62,13,10,63,59,21
Davante Adams,LA,WR,54,22,12,139,231,14
Chris Brooks,GB,RB,17,,,,,
Christian Watson,GB,WR,42,21,15,151,223,8
George Holani,SEA,RB,2,,,,,
Tom Kennedy,DET,WR,2,1,1,2,2,
Anthony Firkser,DET,TE,13,,,,,
Justice Hill,BLT,RB,9,,,,,
Tyler Conklin,LAC,TE,8,2,2,23,20,3
James Conner,ARZ,RB,2,,,,,
Shedrick Jackson,LV,WR,3,2,2,20,15,5
Kyle Williams,NE,WR,22,2,1,8,21,1
Jonathan Mingo,DAL,WR,5,,,,,
Cooper Kupp,SEA,WR,58,17,12,85,105,38
Tommy Tremble,CAR,TE,29,5,2,23,29,6
Ja'Marr Chase,CIN,WR,65,35,20,228,369,41
D'Andre Swift,CHI,RB,40,2,2,63,11,52
Adam Trautman,DEN,TE,16,2,1,2,13,
Ben Sims,MIN,TE,4,,,,,
Tahj Brooks,CIN,RB,4,,,,,
Robbie Chosen,WAS,WR,5,,,,,
Kayshon Boutte,NE,WR,41,7,4,38,83,4
Hunter Long,JAX,TE,18,3,2,8,13,
Sal Cannella,CLV,TE,1,1,,,8,
Hunter Henry,NE,TE,51,14,8,76,109,9
Dalton Kincaid,BUF,TE,9,3,3,47,27,20
Jakobi Meyers,JAX,WR,57,22,15,120,187,15
Gabe Davis,BUF,WR,10,2,2,11,21,-1
Zavier Scott,MIN,RB,6,1,1,9,5,4
Jahmyr Gibbs,DET,RB,31,2,2,16,12,4
Cody White,SEA,WR,6,,,,,
Ian Thomas,LV,TE,5,1,1,20,17,3
Zay Flowers,BLT,WR,55,17,11,110,162,23
Tay Martin,WAS,WR,1,,,,,
Michael Wilson,ARZ,WR,55,16,11,142,117,60
Simi Fehoko,ARZ,WR,3,,,,,
Xavier Hutchinson,HST,WR,55,13,7,71,121,12
T.J. Hockenson,MIN,TE,51,9,6,42,52,9
Stone Smartt,NYJ,TE,10,4,3,25,13,14
Tim Patrick,JAX,WR,17,2,1,7,21,
Brian Thomas,JAX,WR,62,17,13,118,140,17
DeAndre Hopkins,BLT,WR,23,7,5,47,54,8
Josh Reynolds,NYJ,WR,14,2,,,16,
Chimere Dike,TEN,WR,36,6,5,59,59,6
Noah Gray,KC,TE,23,9,6,67,64,27
Jonathan Taylor,IND,RB,38,,,,,
Troy Franklin,DEN,WR,47,13,8,53,132,4
Laquon Treadwell,IND,WR,1,,,,,
Tim Jones,JAX,WR,1,,,,,
Tyler Goodson,IND,RB,1,,,,,
Jordan Mason,MIN,RB,24,,,,,
Tre Tucker,LV,WR,59,11,6,73,109,14
Michael Pittman,IND,WR,59,9,7,51,54,24
Malik Washington,MIA,WR,50,12,7,62,89,16
Greg Dortch,ARZ,WR,24,,,,,
Tyrell Shavers,BUF,WR,13,2,2,29,20,9
Terrell Jennings,NE,RB,1,,,,,
Tip Reiman,ARZ,TE,4,1,,,9,
Javonte Williams,DAL,RB,28,,,,,
Courtland Sutton,DEN,WR,56,12,9,92,135,4
Zach Ertz,WAS,TE,33,13,9,73,96,14
Darnell Washington,PIT,TE,21,5,3,27,48,14
Audric Estime,NO,RB,10,,,,,
Charlie Kolar,BLT,TE,7,1,1,10,10,
Davis Allen,LA,TE,22,3,2,8,26,2
Lil'Jordan Humphrey,DEN,WR,15,2,1,22,23,3
Keon Coleman,BUF,WR,21,9,8,72,97,5
Tyler Lockett,LV,WR,35,17,10,82,110,23
Jakobie Keeney-James,GB,WR,2,1,1,7,7,
Jordan Addison,MIN,WR,64,20,15,138,207,11
De'Von Achane,MIA,RB,36,2,2,16,10,6
Mike Evans,TB,WR,22,10,6,60,101,5
Xavier Smith,LA,WR,17,7,7,78,46,32
Kenneth Walker,SEA,RB,20,1,,,3,
Brashard Smith,KC,RB,5,,,,,
Sean Tucker,TB,RB,6,,,,,
John FitzPatrick,GB,TE,14,,,,,
Jordan Watkins,SF,WR,2,1,1,7,6,1
Tank Bigsby,PHI,RB,4,,,,,
Tyrone Tracy,NYG,RB,26,,,,,
Michael Mayer,LV,TE,25,3,2,15,12,6
Ben Yurosek,MIN,TE,6,,,,,
Devin Culp,TB,TE,2,,,,,
Jelani Woods,NYJ,TE,3,,,,,
Marvin Harrison,ARZ,WR,35,9,5,58,93,1
Cedrick Wilson,MIA,WR,8,1,1,16,3,13
Mo Alie-Cox,IND,TE,13,2,,,18,
Ollie Gordon,MIA,RB,11,,,,,
Bryce Oliver,TEN,WR,1,,,,,
Austin Hooper,NE,TE,19,2,2,15,11,4
Justin Watson,HST,WR,3,1,1,15,13,2
Rashee Rice,KC,WR,26,7,3,17,55,5
Ty Chandler,MIN,RB,2,,,,,
Britain Covey,PHI,WR,5,1,,,5,
Jaylen Wright,MIA,RB,6,,,,,
Woody Marks,HST,RB,24,,,,,
James Proche,TEN,WR,10,4,3,22,29,
Puka Nacua,LA,WR,58,27,19,183,217,41
Luke Musgrave,GB,TE,32,5,4,72,82,6
Aaron Jones,MIN,RB,22,1,,,11,
Luke Farrell,SF,TE,16,1,1,4,3,1
Christian Kirk,HST,WR,41,14,9,61,100,15
Jalen McMillan,TB,WR,8,2,2,47,22,25
Mitchell Evans,CAR,TE,12,,,,,
Jahan Dotson,PHI,WR,44,8,4,66,92,14
DeVonta Smith,PHI,WR,55,23,18,132,183,20
D'Ernest Johnson,NE,RB,1,,,,,
Theo Johnson,NYG,TE,40,13,11,127,110,28
Giovanni Ricci,DET,TE,2,,,,,
Jameson Williams,DET,WR,68,11,8,70,120,-1
Nate Adkins,DEN,TE,3,,,,,
Tre Harris,LAC,WR,22,5,3,41,42,19
Luke Schoonmaker,DAL,TE,13,2,1,10,8,6
Darius Cooper,PHI,WR,15,2,2,29,23,6
Jack Stoll,NO,TE,2,1,1,8,5,3
Russell Gage,SF,WR,5,,,,,
Shane Zylstra,DET,TE,9,1,1,4,3,1
Malik Heath,GB,WR,6,,,,,
Jalen Royals,KC,WR,4,,,,,
Jayden Higgins,HST,WR,51,12,5,43,136,-3
Skyy Moore,SF,WR,4,1,,,8,
David Martin-Robinson,TEN,TE,4,,,,,
Blake Corum,LA,RB,14,,,,,
Julian Hill,MIA,TE,9,,,,,
Tyquan Thornton,KC,WR,25,4,4,50,37,13
Evan Hull,NO,RB,4,,,,,
Breece Hall,NYJ,RB,38,1,1,5,5,
Trent Sherfield,ARZ,WR,4,,,,,
DK Metcalf,PIT,WR,49,10,8,80,57,35
Mark Andrews,BLT,TE,46,21,19,146,119,44
Parker Washington,JAX,WR,62,24,16,220,187,112
Thomas Fidone,NYG,TE,2,,,,,
Braxton Berrios,HST,WR,8,1,1,6,5,1
Travis Hunter,JAX,WR,26,7,2,29,47,19
Kendre Miller,NO,RB,5,,,,,
Jimmy Horn,CAR,WR,9,1,1,17,13,4
Brian Robinson,SF,RB,9,,,,,
Alvin Kamara,NO,RB,23,,,,,
Gunner Olszewski,NYG,WR,8,4,4,65,37,28
Tucker Fisk,LAC,TE,4,,,,,
Tai Felton,MIN,WR,2,1,1,6,6,
Eric Saubert,SEA,TE,11,1,1,12,6,6
Ray-Ray McCloud,NYG,WR,15,2,1,24,30,10
Cade Otton,TB,TE,49,13,9,87,53,51
DeMario Douglas,NE,WR,23,8,6,55,69,5
Xavier Weaver,ARZ,WR,19,1,1,6,5,1
Malik Nabers,NYG,WR,8,4,2,40,45,17
Colson Yankoff,WAS,TE,1,,,,,
Dylan Laube,LV,RB,3,,,,,
