Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Kameron Johnson,TB,WR,6,1,1,13,7,6
Corey Kiner,ARZ,RB,1,,,,,
Dyami Brown,JAX,WR,25,7,4,39,59,3
Luther Burden,CHI,WR,27,10,7,137,119,46
Garrett Wilson,NYJ,WR,36,10,8,94,74,27
Blake Whiteheart,CLV,TE,8,2,,,13,
Chris Manhertz,NYG,TE,1,,,,,
Cameron Latu,PHI,TE,2,,,,,
Mason Taylor,NYJ,TE,54,22,19,157,124,48
Emanuel Wilson,GB,RB,19,,,,,
Quentin Johnston,LAC,WR,68,11,8,46,64,9
Harrison Bryant,HST,TE,1,,,,,
Tylan Wallace,BLT,WR,6,,,,,
Jonnu Smith,PIT,TE,37,11,9,70,52,36
Elijah Higgins,ARZ,TE,43,8,7,80,49,37
Adam Thielen,PIT,WR,29,9,5,37,49,8
Josiah Deguara,ARZ,TE,7,3,2,14,13,5
Braelon Allen,NYJ,RB,3,,,,,
David Moore,CAR,WR,4,1,1,5,5,
Amon-Ra St. Brown,DET,WR,74,27,22,218,168,78
Isaiah Williams,NYJ,WR,32,9,8,67,49,23
Chris Moore,WAS,WR,34,7,4,52,64,12
Tutu Atwell,LA,WR,17,2,1,4,21,
Josh Palmer,BUF,WR,17,5,4,31,44,32
Antonio Gibson,NE,RB,1,,,,,
Mason Kinsey,TEN,WR,5,,,,,
Omarion Hampton,LAC,RB,21,2,2,24,9,15
Charlie Woerner,ATL,TE,23,2,2,22,12,10
LeQuint Allen,JAX,RB,21,1,1,9,2,7
Colston Loveland,CHI,TE,45,14,12,132,89,53
Bijan Robinson,ATL,RB,75,11,7,66,58,24
Jaleel McLaughlin,DEN,RB,2,,,,,
Calvin Austin,PIT,WR,38,5,4,31,27,9
Ronnie Bell,NO,WR,1,,,,,
Isiah Pacheco,KC,RB,33,,,,,
Pat Freiermuth,PIT,TE,36,13,10,136,89,61
Darren Waller,MIA,TE,13,3,2,22,14,11
Xavier Worthy,KC,WR,61,14,8,104,121,36
Cam Grandy,CIN,TE,1,,,,,
Elijah Moore,BUF,WR,15,5,3,37,32,23
Malachi Corley,CLV,WR,7,2,2,14,8,6
Rachaad White,TB,RB,46,2,2,19,5,14
AJ Barner,SEA,TE,53,18,16,144,84,69
Zach Charbonnet,SEA,RB,34,1,1,6,6,
Chuba Hubbard,CAR,RB,28,1,,,7,
Derrick Henry,BLT,RB,20,,,,,
Robert Tonyan,KC,TE,3,,,,,
Kareem Hunt,KC,RB,20,,,,,
Ty Johnson,BUF,RB,21,,,,,
Van Jefferson,TEN,WR,45,10,8,60,78,12
Andre Baccellia,ARZ,WR,12,1,,,3,
Elic Ayomanor,TEN,WR,59,15,11,88,118,7
Tanner Hudson,CIN,TE,16,11,10,77,45,36
Curtis Samuel,BUF,WR,9,1,1,21,16,5
Chase Brown,CIN,RB,63,2,2,22,6,16
Najee Harris,LAC,RB,5,,,,,
Daniel Bellinger,NYG,TE,22,4,4,38,22,16
Drew Sample,CIN,TE,19,3,3,39,7,32
Dylan Drummond,ATL,WR,12,2,1,5,5,2
Devontez Walker,BLT,WR,6,,,,,
Austin Ekeler,WAS,RB,3,,,,,
Stefon Diggs,NE,WR,69,27,26,243,163,85
Jaydon Blue,DAL,RB,2,,,,,
Kyle Monangai,CHI,RB,22,,,,,
