Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Rachaad White,TB,RB,20,,,,,
Elijah Moore,BUF,WR,1,1,,,23,
Malachi Corley,CLV,WR,1,,,,,
Xavier Worthy,KC,WR,29,9,2,64,273,11
Zach Charbonnet,SEA,RB,11,,,,,
Chuba Hubbard,CAR,RB,16,1,,,19,
Jared Wayne,HST,WR,1,,,,,
AJ Barner,SEA,TE,23,3,1,16,46,1
Kareem Hunt,KC,RB,15,,,,,
Derrick Henry,BLT,RB,14,,,,,
Robert Tonyan,KC,TE,1,,,,,
Elic Ayomanor,TEN,WR,44,15,3,64,309,14
Andre Baccellia,ARZ,WR,2,,,,,
Ty Johnson,BUF,RB,17,2,2,32,21,11
Van Jefferson,TEN,WR,28,6,,,160,
Bijan Robinson,ATL,RB,35,4,1,23,79,8
LeQuint Allen,JAX,RB,5,,,,,
Colston Loveland,CHI,TE,16,5,3,91,83,52
Calvin Austin,PIT,WR,31,11,5,105,231,14
Ronnie Bell,NO,WR,5,3,1,16,85,
Pat Freiermuth,PIT,TE,49,6,6,129,90,39
Isiah Pacheco,KC,RB,11,,,,,
Darren Waller,MIA,TE,16,4,4,110,84,26
Tory Horton,SEA,WR,11,2,1,14,59,
Travis Kelce,KC,TE,37,6,2,39,132,25
Cole Kmet,CHI,TE,13,4,3,67,84,8
Tyreek Hill,MIA,WR,4,2,1,47,90,1
Brenton Strange,JAX,TE,21,3,1,21,71,
Demarcus Robinson,SF,WR,14,4,1,18,114,2
Kaleb Johnson,PIT,RB,2,,,,,
Rhamondre Stevenson,NE,RB,24,3,1,15,70,
Kylen Granson,PHI,TE,7,1,,,31,
Konata Mumpfield,LA,WR,26,5,,,133,
Derius Davis,LAC,WR,6,1,,,30,
Savion Williams,GB,WR,2,,,,,
Kimani Vidal,LAC,RB,16,1,,,22,
RJ Harvey,DEN,RB,22,,,,,
Mason Tipton,NO,WR,10,2,,,54,
Terrance Ferguson,LA,TE,20,8,4,107,183,23
David Njoku,CLV,TE,18,6,2,34,98,8
Brock Bowers,LV,TE,26,7,3,60,105,11
Jalin Hyatt,NYG,WR,8,4,,,133,
Ryan Miller,TB,WR,2,,,,,
Brock Wright,DET,TE,3,1,1,3,8,
Brandin Cooks,BUF,WR,26,4,,,131,
A.J. Brown,PHI,WR,44,20,8,253,560,51
Luke McCaffrey,WAS,WR,4,1,1,33,22,11
Greg Dulcich,MIA,TE,13,3,3,53,34,19
Samori Toure,NO,WR,1,,,,,
Rashid Shaheed,SEA,WR,29,10,1,39,282,5
Gunnar Helm,TEN,TE,21,7,3,75,130,11
Justin Jefferson,MIN,WR,42,14,3,69,346,13
Xavier Legette,CAR,WR,39,9,3,76,217,3
Johnny Mundt,JAX,TE,11,1,,,19,
Durham Smythe,CHI,TE,4,,,,,
Alex Bachman,LV,WR,1,,,,,
Austin Trammell,JAX,WR,2,1,1,18,17,1
Ray Davis,BUF,RB,1,,,,,
DeeJay Dallas,JAX,RB,2,,,,,
Tony Pollard,TEN,RB,14,,,,,
Ladd McConkey,LAC,WR,39,10,4,101,257,3
JuJu Smith-Schuster,KC,WR,17,,,,,
Romeo Doubs,GB,WR,26,8,3,101,227,20
Lucas Krull,DEN,TE,2,,,,,
Tyler Johnson,NYJ,WR,6,,,,,
Chig Okonkwo,TEN,TE,32,6,3,58,93,23
Michael Bandy,DEN,WR,2,,,,,
Treylon Burks,WAS,WR,16,5,1,37,139,11
James Cook,BUF,RB,19,,,,,
George Kittle,SF,TE,13,5,3,80,108,5
Zaire Mitchell-Paden,NO,TE,1,,,,,
Dalton Schultz,HST,TE,35,7,2,26,87,14
Keenan Allen,LAC,WR,38,7,1,30,200,
Anthony Gould,IND,WR,2,,,,,
Isaiah Likely,BLT,TE,21,2,1,35,38,24
Noah Fant,CIN,TE,20,1,1,23,22,1
CeeDee Lamb,DAL,WR,38,19,8,301,600,66
Albert Okwuegbunam,LV,TE,5,,,,,
Raheim Sanders,CLV,RB,1,,,,,
Tyler Warren,IND,TE,41,6,5,104,91,30
Will Mallory,IND,TE,1,,,,,
Olamide Zaccheaus,CHI,WR,11,2,,,46,
Theo Wease,MIA,WR,3,1,1,63,21,42
DJ Giddens,IND,RB,1,,,,,
Chris Rodriguez,WAS,RB,5,,,,,
LaJohntay Wester,BLT,WR,1,,,,,
Jaylin Lane,WAS,WR,14,4,2,72,108,9
Bo Melton,GB,WR,4,3,1,34,71,6
Jalen Tolbert,DAL,WR,26,4,1,35,140,
Drake London,ATL,WR,28,14,7,213,321,25
Alec Pierce,IND,WR,38,21,9,329,604,82
Sterling Shepard,TB,WR,27,3,1,11,88,
Khalil Shakir,BUF,WR,33,3,1,17,40,12
Tez Johnson,TB,WR,19,2,1,45,89,2
Christian McCaffrey,SF,RB,25,2,2,46,23,23
Mitchell Tinsley,CIN,WR,15,8,3,57,177,3
Brycen Tremayne,CAR,WR,8,,,,,
Chris Blair,ATL,WR,1,,,,,
Sam LaPorta,DET,TE,15,3,2,67,47,30
Jackson Hawes,BUF,TE,6,3,2,55,74,8
Jaxon Smith-Njigba,SEA,WR,35,22,12,398,567,67
AJ Dillon,PHI,RB,5,,,,,
Ross Dwelley,DET,TE,2,1,,,6,
Dee Eskridge,MIA,WR,5,1,1,40,35,5
Grant Calcaterra,PHI,TE,11,,,,,
Rashod Bateman,BLT,WR,24,7,,,187,
Jaylen Waddle,MIA,WR,30,12,4,154,394,32
Tee Higgins,CIN,WR,53,30,12,355,734,63
Scott Miller,PIT,WR,14,1,,,25,
Josh Jacobs,GB,RB,15,,,,,
Cade Stover,HST,TE,3,,,,,
Jerome Ford,CLV,RB,12,,,,,
George Pickens,DAL,WR,54,18,8,244,531,16
Jeremy McNichols,WAS,RB,13,,,,,
Rico Dowdle,CAR,RB,10,,,,,
Chris Olave,NO,WR,46,24,9,311,721,74
Ricky Pearsall,SF,WR,11,5,4,140,139,26
Roman Wilson,PIT,WR,15,3,,,96,
Trey Benson,ARZ,RB,6,,,,,
Jake Tonges,SF,TE,14,3,,,42,
Ben Skowronek,PIT,WR,4,,,,,
Beaux Collins,NYG,WR,5,1,,,38,
Julius Chestnut,TEN,RB,2,,,,,
Wan'Dale Robinson,NYG,WR,55,9,6,176,221,35
Mike Gesicki,CIN,TE,26,5,4,99,111,17
Deebo Samuel,WAS,WR,32,8,4,85,152,14
Ryan Flournoy,DAL,WR,15,3,2,88,96,29
Clyde Edwards-Helaire,KC,RB,1,,,,,
