"Player Details","","","","","","","","","","","","","","","Splits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"ID","Rank","Name","Team","POS","G","Season","Season Type","WEEK","First Name","Last Name","Location","Team Name","Team","Opponent","-","-","WEEK","Home/Away","-","Conference","Division","Team","-","DOWN","QTR","-","PERSONNEL","-","BLITZED","PAP","Pressured","?","PASS RESULT","THROW TYPE","-","SEPARATION","CATCHABLE","CONTESTED","ROUTE","Alignment (Position)","Alignment (Side)","-","SCHEME","POST MoF","PRE MoF","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","RTE","RYOE","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"9E0701EECBC0","1","Puka Nacua","LA","WR","16","2025","1","18","Puka","Nacua","Los Angeles","Rams","LA","PHI, TB, NO, SF, IND, TEN, SEA, CAR, BLT, HST, ARZ, DET, ATL","2025","2025","2025317","Home","2025","NFC","NFC West","ARZ","2025","2","4","2025","13","2025","No","Yes","No","Straight Drop","Catch","Horizontal","2025","Wide Open","Yes","No","Out","Inline","Right","2025","Cover 0","Two-High (Open)","Two-High (Open)","54","0.43902439024390244","9.571428571428571","201","0.2022132796780684","21","1.3125","0.1794871794871795","0.3888888888888889","19","0.9047619047619048","341","21.3125","0.33629191321499013","6.314814814814815","16.238095238095237","17.94736842105263","158","8.31578947368421","76","4","2","0.11764705882352941","2","1","1","2","19","0.2345679012345679","4","0.21052631578947367","12","0.2222222222222222","","","19","0.9047619047619048","","","2","2","1","1","150.5","0.42857142857142855","8.316694366","0.5555555555555556","0.37037037037037035","0.05555555555555555","0.018518518518518517","54","0","1.3259259259259257","4.475","71.6","46.622914132","2.91393213325","0.8212683928148148","44.348493212"
"F9EC9A5D5C65","2","Colby Parkinson","LA","TE","15","2025","1","18","Colby","Parkinson","Los Angeles","Rams","LA","CAR, ARZ, DET, ATL, HST, JAX, SF, SEA, IND, PHI, TB, NO","2025","2025","2025317","Home","2025","NFC","NFC West","ARZ","2025","2","4","2025","13","2025","No","Yes","No","Straight Drop","Catch","Horizontal","2025","Wide Open","Yes","No","Out","Inline","Right","2025","Cover 0","Two-High (Open)","Two-High (Open)","92","0.7022900763358778","4.16","104","0.0920353982300885","25","1.6666666666666667","0.1984126984126984","0.2717391304347826","21","0.84","232","15.466666666666667","0.2166199813258637","2.5217391304347827","9.28","11.047619047619047","155","7.380952380952381","41","1.9523809523809523","5","0.25","10","1","1","1","15","0.17647058823529413","2","0.09523809523809523","14","0.15217391304347827","3","0.12","24","0.96","4","0.16","3","2","0.6666666666666666","","144.9","0.211864406779661","2.6577891698400005","0.20652173913043478","0.043478260869565216","0.75","","92","0","0.8391304347826087","5.1466666666666665","77.2","45.904646079","3.0603097386","0.49896354433695655","45.904646079"
"4AFE10725F16","3","Trey McBride","ARZ","TE","17","2025","1","18","Trey","McBride","Arizona","Cardinals","ARZ","TB, ATL, NO, IND, CAR, SF, TEN, SEA, JAX, GB, LA, DAL, HST, CIN","2025","2025","2025317","Away","2025","NFC","NFC West","LA","2025","2","4","2025","13","2025","No","Yes","No","Straight Drop","Catch","Horizontal","2025","Wide Open","Yes","No","Out","","","2025","Cover 0","Two-High (Open)","Two-High (Open)","93","0.9893617021276596","8.666666666666666","260","0.48598130841121495","30","1.7647058823529411","0.36585365853658536","0.3225806451612903","18","0.6","227","13.352941176470589","0.3934142114384749","2.4408602150537635","7.566666666666666","12.61111111111111","139","7.722222222222222","42","2.3333333333333335","1","0.25","4","1","","3","29","0.6041666666666666","2","0.1111111111111111","14","0.15053763440860216","2","0.06666666666666667","22","0.7333333333333333","7","0.23333333333333334","6","3","0.5","","94.7","0.4225352112676056","-0.4662995166000002","0.16129032258064516","0.20430107526881722","0.6344086021505376","","93","0","0.5344086021505376","2.923529411764706","49.7","54.670558217","3.215915189235294","0.5878554646989247","54.670558217"
"6D8E3D5EE4BF","4","Colston Loveland","CHI","TE","16","2025","1","18","Colston","Loveland","Chicago","Bears","CHI","NYG, DET, PIT, NO, PHI, CLV, WAS, SF, BLT, GB, CIN, DAL, MIN","2025","2025","2025315","Home","2025","NFC","NFC North","DET","2025","1","4","2025","13","2025","No","Yes","Yes","Roll Right","Run","","2025","","No","No","","Wide","Left","2025","Red Zone","Two-High (Open)","Two-High (Open)","44","0.9777777777777777","13.833333333333334","166","0.4356955380577428","12","0.75","0.3076923076923077","0.2727272727272727","10","0.8333333333333334","205","12.8125","0.5297157622739018","4.659090909090909","17.083333333333332","20.5","70","7","20","2","1","0.3333333333333333","1","1","1","2","9","0.47368421052631576","","","8","0.18181818181818182","","","11","0.9166666666666666","","","2","1","0.5","","146.5","0.36363636363636365","7.272482566249999","0.3409090909090909","0.20454545454545456","0.45454545454545453","","44","0","0.8977272727272727","2.46875","39.5","20.441956803","1.2776223001875","0.4645899273409091","20.441956803"
"D3DC29885065","5","DK Metcalf","PIT","WR","15","2025","1","16","DK","Metcalf","Pittsburgh","Steelers","PIT","MIN, NE, CIN, CHI, NYJ, BUF, GB, BLT, SEA, IND, LAC, MIA, DET, CLV","2025","2025","2025286","Away","2025","NFC","NFC North","DET","2025","1","4","2025","13","2025","No","No","No","","","","2025","","No","No","","Wide","Right","2025","","","","65","0.7222222222222222","11.19047619047619","235","0.5773955773955773","21","1.4","0.25","0.3230769230769231","12","0.5714285714285714","177","11.8","0.35470941883767537","2.723076923076923","8.428571428571429","14.75","89","7.416666666666667","34","2.8333333333333335","1","0.25","3","3","1","4","17","0.3090909090909091","1","0.08333333333333333","9","0.13846153846153847","","","15","0.7142857142857143","2","0.09523809523809523","4","1","0.25","","80.9","0.328125","0.09515213280952362","0.7846153846153846","0.2153846153846154","","","65","0","0.6969230769230769","3.02","45.3","40.267331449","2.6844887632666663","0.6045999710153847","39.298998116"
"0C6A009DA480","6","Terrance Ferguson","LA","TE","13","2025","1","17","Terrance","Ferguson","Los Angeles","Rams","LA","CAR, DET, ATL, BLT, ARZ, TEN, JAX, SF, SEA, NO, TB","2025","2025","2025305","Away","2025","NFC","NFC South","ATL","2025","3","4","2025","13","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","89","0.8165137614678899","21.384615384615383","278","0.3041575492341357","13","1","0.125","0.14606741573033707","5","0.38461538461538464","129","9.923076923076923","0.1423841059602649","1.449438202247191","9.923076923076923","25.8","27","5.4","6","1.2","3","0.17647058823529413","3","6","3","9","12","0.17142857142857143","","","5","0.056179775280898875","1","0.07692307692307693","7","0.5384615384615384","","","1","","0","","115.1","0.14606741573033707","-0.9132477842307699","0.29213483146067415","0.3258426966292135","0.38202247191011235","","89","0","0.4370786516853932","2.9923076923076923","38.9","40.431016259","3.110078173769231","0.45273613774157306","40.293516259"
"F6CF618E5ADF","7","Davis Allen","LA","TE","17","2025","1","18","Davis","Allen","Los Angeles","Rams","LA","PHI, TB, CAR, ARZ, DET, ATL, BLT, TEN, HST, SF, IND, JAX, NO, SEA","2025","2025","2025317","Home","2025","NFC","NFC West","ARZ","2025","2","4","2025","13","2025","No","Yes","No","Straight Drop","Catch","Horizontal","2025","Wide Open","Yes","No","Out","Backfield","Left","2025","Cover 0","Two-High (Open)","Two-High (Open)","89","0.6742424242424242","4.055555555555555","73","0.06460176991150443","18","1.0588235294117647","0.14285714285714285","0.20224719101123595","12","0.6666666666666666","112","6.588235294117647","0.10457516339869281","1.2584269662921348","6.222222222222222","9.333333333333334","88","7.333333333333333","22","1.8333333333333333","1","0.05","3","2","1","","11","0.12941176470588237","","","8","0.0898876404494382","3","0.16666666666666666","16","0.8888888888888888","","","1","","0","","102.1","0.14634146341463414","-0.3194418908888892","0.29213483146067415","0.20224719101123595","0.48314606741573035","0.02247191011235955","89","0","0.3617977528089888","1.8941176470588237","32.2","35.665902762","2.097994280117647","0.40074048047191013","35.665902762"
"A1D99D664917","8","Davante Adams","LA","WR","14","2025","1","15","Davante","Adams","Los Angeles","Rams","LA","NO, PHI, TB, ARZ, TEN, IND, SF, JAX, SEA, HST, BLT, CAR, DET","2025","2025","2025268","Home","2025","NFC","NFC North","DET","2025","4","4","2025","13","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","26","0.34210526315789475","11.1875","179","0.24930362116991645","16","1.1428571428571428","0.2191780821917808","0.6153846153846154","11","0.6875","96","6.857142857142857","0.15711947626841244","3.6923076923076925","6","8.727272727272727","14","1.2727272727272727","4","0.36363636363636365","6","0.46153846153846156","10","8","6","2","14","0.25925925925925924","","","10","0.38461538461538464","1","0.0625","13","0.8125","","","3","3","1","","124","0.5925925925925926","-2.0246500843124995","0.9230769230769231","0.07692307692307693","","","26","0","2.176923076923077","4.042857142857143","56.6","49.681595854","3.548685418142857","1.910830609769231","49.681595854"
"373756525360","9","Rashid Shaheed","SEA, NO","WR","18","2025","1","18","Rashid","Shaheed","Seattle","Seahawks","SEA","ARZ, TEN, IND, CAR, NYG, NE, CHI, MIN, ATL, TB, BUF, SF, SEA, LA","2025","2025","2025307","Away","2025","NFC","NFC West","SF","2025","","","2025","","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","3","0.3333333333333333","41","41","0.6949152542372882","1","0.05555555555555555","0.125","0.3333333333333333","1","1","87","4.833333333333333","0.725","29","87","87","46","46","","","1","1","","","","1","1","0.2","","","1","0.3333333333333333","","","1","1","","","","","0","","158.3","0.5","72","0.6666666666666666","0.3333333333333333","","","3","0","5.133333333333334","0.8555555555555556","15.4","2.874799054","0.15971105855555556","0.7814814813333334","2.344444444"
"8F1FD5F96D99","10","Darnell Washington","PIT","TE","16","2025","1","17","Darnell","Washington","Pittsburgh","Steelers","PIT","CHI, DET, CLV, BUF, SEA, IND, LAC, MIA, NYJ, BLT, GB, MIN, NE, CIN","2025","2025","2025297","Away","2025","AFC","AFC North","CLV","2025","1","4","2025","13","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","63","0.6923076923076923","5.214285714285714","73","0.17980295566502463","14","0.875","0.16470588235294117","0.2222222222222222","8","0.5714285714285714","87","5.4375","0.17330677290836655","1.380952380952381","6.214285714285714","10.875","61","7.625","18","2.25","","","4","1","","","9","0.16071428571428573","3","0.375","2","0.031746031746031744","2","0.14285714285714285","12","0.8571428571428571","1","0.07142857142857142","4","2","0.5","","75.6","0.18666666666666668","-0.935429928357143","0.20634920634920634","0.1746031746031746","0.6190476190476191","","63","0","0.24920634920634926","0.9812500000000002","15.700000000000003","27.078577208","1.6924110755","0.4298186858412698","27.078577208"
