"Player Details","","","","","","","","","","","","","","","Splits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"ID","Rank","Name","Team","POS","G","Season","Season Type","WEEK","First Name","Last Name","Location","Team Name","Team","Opponent","-","-","WEEK","Home/Away","-","Conference","Division","Team","-","DOWN","QTR","-","PERSONNEL","-","BLITZED","PAP","Pressured","?","PASS RESULT","THROW TYPE","-","SEPARATION","CATCHABLE","CONTESTED","ROUTE","Alignment (Position)","Alignment (Side)","-","SCHEME","POST MoF","PRE MoF","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","RTE","RYOE","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"2025702FFAFB","1","Jaxon Smith-Njigba","SEA","WR","17","2025","1","18","Jaxon","Smith-Njigba","Seattle","Seahawks","SEA","PIT, TEN, MIN, ATL, IND, CAR, HST, ARZ, WAS, JAX, SF, NO, LA, TB","2025","2025","2025307","Away","2025","NFC","NFC West","SF","2025","2","4","2025","12","2025","No","No","No","","","","2025","","No","No","","Wide","Left","2025","","","","123","0.9389312977099237","14.025","561","0.528746465598492","40","2.3529411764705883","0.3305785123966942","0.3252032520325203","34","0.85","670","39.411764705882355","0.5037593984962406","5.4471544715447155","16.75","19.705882352941178","218","6.411764705882353","91","2.676470588235294","4","0.5","6","4","2","10","39","0.5131578947368421","5","0.14705882352941177","25","0.2032520325203252","","","36","0.9","5","0.125","5","3","0.6","3","141.7","0.39215686274509803","7.6452577687000005","0.8617886178861789","0.12195121951219512","0.008130081300813009","0.008130081300813009","123","0","1.0544715447154471","7.629411764705882","129.7","84.91859005500001","4.995211179705883","0.6784714240325204","83.451985156"
"A857DC2FC221","2","Zay Flowers","BLT","WR","17","2025","1","18","Zay","Flowers","Baltimore","Ravens","BLT","CLV, MIN, CIN, CHI, KC, HST, NYJ, PIT, MIA, NE, GB, LA, DET, BUF","2025","2025","2025321","Away","2025","AFC","AFC North","PIT","2025","1","4","2025","12","2025","No","No","No","","","","2025","","No","No","","Inline","Left","2025","","","","200","0.9478672985781991","9.096153846153847","473","0.3678071539657854","52","3.0588235294117645","0.28415300546448086","0.26","37","0.7115384615384616","511","30.058823529411764","0.4137651821862348","2.555","9.826923076923077","13.81081081081081","219","5.918918918918919","59","1.5945945945945945","3","0.42857142857142855","8","3","1","9","36","0.32432432432432434","12","0.32432432432432434","20","0.1","4","0.07692307692307693","44","0.8461538461538461","7","0.1346153846153846","8","5","0.625","1","113.5","0.3132530120481928","2.216160012461539","0.74","0.26","","","200","0","0.596","7.011764705882353","119.2","96.638348224","5.684608719058823","0.469867555655","93.973511131"
"8407D6E02600","3","Bijan Robinson","ATL","RB","17","2025","1","18","Bijan","Robinson","Atlanta","Falcons","ATL","SF, MIA, WAS, CAR, IND, TB, SEA, BUF, NE, MIN, NO, ARZ, LA, NYJ","2025","2025","2025308","Home","2025","NFC","NFC South","NO","2025","2","4","2025","12","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","114","0.6993865030674846","2.659090909090909","117","0.1070448307410796","44","2.588235294117647","0.2857142857142857","0.38596491228070173","33","0.75","444","26.11764705882353","0.33458929917106256","3.8947368421052633","10.090909090909092","13.454545454545455","395","11.969696969696969","77","2.3333333333333335","4","0.5714285714285714","10","1","1","1","27","0.2621359223300971","11","0.3333333333333333","17","0.14912280701754385","3","0.06818181818181818","36","0.8181818181818182","8","0.18181818181818182","2","2","1","","136.9","0.3548387096774194","3.4056327147272727","0.2894736842105263","0.2982456140350877","0.008771929824561403","0.40350877192982454","114","0","1.9754385964912282","13.247058823529413","225.20000000000002","151.98864555","8.940508561764705","0.6154255863157895","70.15851684"
"61295AE92427","4","Alec Pierce","IND","WR","15","2025","1","18","Alec","Pierce","Indianapolis","Colts","IND","PIT, DEN, LAC, MIA, TEN, ARZ, JAX, KC, HST, SEA, SF, ATL","2025","2025","2025310","Away","2025","AFC","AFC South","HST","2025","3","4","2025","12","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","118","0.8613138686131386","19","551","0.48977777777777776","29","1.9333333333333333","0.23770491803278687","0.2457627118644068","17","0.5862068965517241","408","27.2","0.35447437011294525","3.457627118644068","14.068965517241379","24","84","4.9411764705882355","47","2.764705882352941","1","0.2","","1","1","8","26","0.27956989247311825","1","0.058823529411764705","17","0.1440677966101695","","","19","0.6551724137931034","","","6","2","0.3333333333333333","1","114.5","0.27884615384615385","3.6168004088620695","0.923728813559322","0.07627118644067797","","","118","0","0.5661016949152543","4.453333333333334","66.80000000000001","59.401344293","3.9600896195333335","0.5034012228220339","59.401344293"
"3AAB52B025C3","5","Ja'Marr Chase","CIN","WR","16","2025","1","18","Ja'Marr","Chase","Cincinnati","Bengals","CIN","NYJ, BLT, GB, ARZ, MIN, PIT, CHI, DET, CLV, DEN, JAX, BUF, MIA","2025","2025","2025309","Home","2025","AFC","AFC North","CLV","2025","1","4","2025","12","2025","No","No","No","Straight Drop","Catch","Vertical","2025","Tight","Yes","Yes","Corner","Wide","Left","2025","Cover 3","Single (Closed)","Single (Closed)","158","0.9294117647058824","9.673076923076923","503","0.4916911045943304","52","3.25","0.33766233766233766","0.3291139240506329","34","0.6538461538461539","406","25.375","0.40722166499498497","2.569620253164557","7.8076923076923075","11.941176470588236","154","4.529411764705882","45","1.3235294117647058","1","0.1111111111111111","1","2","1","9","43","0.45263157894736844","3","0.08823529411764706","19","0.12025316455696203","3","0.057692307692307696","40","0.7692307692307693","6","0.11538461538461539","9","7","0.7777777777777778","1","79.5","0.38235294117647056","-0.13636945228846178","0.7784810126582279","0.2088607594936709","","0.012658227848101266","158","0","0.5398734177215191","5.331250000000001","85.30000000000001","86.647700196","5.41548126225","0.5423758147658228","85.695378733"
"4AFE10725F16","6","Trey McBride","ARZ","TE","17","2025","1","18","Trey","McBride","Arizona","Cardinals","ARZ","NO, DAL, LA, ATL, CIN, HST, GB, SF, CAR, TEN, SEA, IND, JAX, TB","2025","2025","2025317","Away","2025","NFC","NFC West","LA","2025","3","4","2025","12","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","224","0.9180327868852459","6.96078431372549","355","0.2385752688172043","51","3","0.25","0.22767857142857142","41","0.803921568627451","403","23.705882352941178","0.2633986928104575","1.7991071428571428","7.901960784313726","9.829268292682928","165","4.024390243902439","45","1.0975609756097562","1","0.16666666666666666","6","4","1","5","44","0.3235294117647059","2","0.04878048780487805","16","0.07142857142857142","","","45","0.8823529411764706","5","0.09803921568627451","14","8","0.5714285714285714","","106.1","0.27717391304347827","0.377402088058824","0.0625","0.5357142857142857","0.39285714285714285","0.008928571428571428","224","0","0.40312500000000007","5.311764705882354","90.30000000000001","84.190546114","4.952385065529412","0.3758506522946429","84.190546114"
"DC2CB385C03A","7","Michael Wilson","ARZ","WR","17","2025","1","18","Michael","Wilson","Arizona","Cardinals","ARZ","DAL, TB, LA, ATL, HST, CIN, GB, CAR, SF, SEA, TEN, IND, JAX, NO","2025","2025","2025317","Away","2025","NFC","NFC West","LA","2025","3","4","2025","12","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","205","0.8401639344262295","12.304347826086957","566","0.3803763440860215","46","2.7058823529411766","0.22549019607843138","0.22439024390243903","30","0.6521739130434783","395","23.235294117647058","0.2581699346405229","1.9268292682926829","8.58695652173913","13.166666666666666","116","3.8666666666666667","52","1.7333333333333334","4","0.6666666666666666","5","4","2","8","42","0.3088235294117647","6","0.2","21","0.1024390243902439","2","0.043478260869565216","35","0.7608695652173914","","","14","9","0.6428571428571429","2","94","0.2754491017964072","0.205429549543479","0.7560975609756098","0.24390243902439024","","","205","0","0.47073170731707314","5.676470588235294","96.5","88.279860702","5.192932982470587","0.43063346683902437","88.279860702"
"C832DA001EA3","8","Harold Fannin","CLV","TE","16","2025","1","17","Harold","Fannin","Cleveland","Browns","CLV","MIN, CIN, PIT, NE, BLT, NYJ, GB, LV, MIA, SF, CHI, TEN, DET, BUF","2025","2025","2025297","Home","2025","AFC","AFC North","PIT","2025","2","4","2025","12","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","218","0.8549019607843137","6.310344827586207","366","0.2561231630510847","58","3.625","0.25663716814159293","0.26605504587155965","39","0.6724137931034483","378","23.625","0.28083209509658247","1.7339449541284404","6.517241379310345","9.692307692307692","185","4.743589743589744","79","2.0256410256410255","3","0.3","6","","","3","45","0.3103448275862069","9","0.23076923076923078","18","0.08256880733944955","4","0.06896551724137931","50","0.8620689655172413","5","0.08620689655172414","10","4","0.4","","88.1","0.29441624365482233","-0.7770524452241383","0.1743119266055046","0.4724770642201835","0.3394495412844037","0.013761467889908258","218","0","0.44587155963302755","6.075","97.2","93.284691869","5.8302932418125","0.4214980993899083","91.886585667"
"DCBFADDC6B3C","9","Drake London","ATL","WR","12","2025","1","18","Drake","London","Atlanta","Falcons","ATL","MIN, BUF, NO, TB, WAS, ARZ, SF, CAR, IND, LA, NE","2025","2025","2025308","Home","2025","NFC","NFC South","NO","2025","2","4","2025","12","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","104","0.8888888888888888","11.86111111111111","427","0.5126050420168067","36","3","0.3302752293577982","0.34615384615384615","24","0.6666666666666666","358","29.833333333333332","0.3756558237145855","3.4423076923076925","9.944444444444445","14.916666666666666","94","3.9166666666666665","38","1.5833333333333333","2","0.3333333333333333","2","2","2","4","30","0.410958904109589","2","0.08333333333333333","17","0.16346153846153846","1","0.027777777777777776","27","0.75","","","8","5","0.625","2","94.4","0.36363636363636365","1.3013802087777782","0.6153846153846154","0.375","","0.009615384615384616","104","0","0.7096153846153848","6.150000000000001","73.80000000000001","65.33729588","5.444774656666667","0.6282432296153846","65.33729588"
"F17686EAA717","10","Amon-Ra St. Brown","DET","WR","17","2025","1","18","Amon-Ra","St. Brown","Detroit","Lions","DET","NYG, TB, PHI, CLV, DAL, PIT, WAS, LA, BLT, KC, GB, CIN, MIN, CHI","2025","2025","2025315","Away","2025","NFC","NFC North","CHI","2025","2","4","2025","12","2025","Yes","Yes","Yes","Straight Drop","Incomplete","","2025","","No","No","","","","2025","Cover 2","Two-High (Open)","Two-High (Open)","94","0.8392857142857143","11.558823529411764","393","0.5368852459016393","34","2","0.32075471698113206","0.3617021276595745","23","0.6764705882352942","343","20.176470588235293","0.35","3.648936170212766","10.088235294117647","14.91304347826087","145","6.304347826086956","16","0.6956521739130435","2","0.25","4","3","1","5","31","0.4189189189189189","1","0.043478260869565216","16","0.1702127659574468","1","0.029411764705882353","28","0.8235294117647058","2","0.058823529411764705","5","1","0.2","1","107.8","0.39080459770114945","1.406257607705883","0.6595744680851063","0.3404255319148936","","","94","0","0.7712765957446809","4.264705882352941","72.5","62.53768067","3.678687098235294","0.6606757541489362","62.10352089"
