teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
19,Las Vegas,Raiders,1,LAC,AFC,AFC West,Closed,Closed,Cover 1,17,120,No,No,No,498,106,No,21,Yes,90,0.8491,7,0.2129,64,5,1,0.6038,793,385,116,1099,6,4,11,4,0.0625,0.1132,0.0472,0.4151,0.4245,82,0.7736,8,0.0755,10.3679,94.6,1.5924,7.4811,-0.6786,0.1038,12.3906,6.0156,1.8125,46,11
2,Atlanta,Falcons,1,CAR,NFC,NFC South,Open,Closed,Cover 1,17,97,No,No,No,442,74,No,24,No,59,0.7973,8,0.1674,47,12,2,0.6351,529,138,46,791,5,3,2,2,0.0426,0.0811,0.0946,0.3784,0.4459,56,0.7568,,,10.6892,101.7,1.1968,7.1486,-0.9185,0.027,11.2553,2.9362,0.9787,29,12
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Closed,Cover 1,17,170,No,Yes,Yes,729,136,No,21,No,113,0.8309,14,0.1866,92,9,3,0.6765,1104,379,152,1265,8,5,8,11,0.1196,0.0662,0.1029,0.2574,0.5735,113,0.8309,8,0.0588,9.3015,105.8,1.5144,8.1176,0.2699,0.0588,12,4.1196,1.6522,58,13
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Closed,Cover 1,17,123,No,Yes,No,553,103,No,24,No,70,0.6796,3,0.1863,58,14,2,0.5631,783,348,193,1074,5,2,3,13,0.2241,0.0485,0.068,0.2816,0.6019,84,0.8155,7,0.068,10.4272,80.7,1.4159,7.6019,-0.4126,0.0291,13.5,6,3.3276,38,6
26,Philadelphia,Eagles,1,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,142,No,Yes,No,609,117,No,10,Yes,80,0.6838,4,0.1921,68,3,1,0.5812,750,377,141,995,4,1,6,10,0.1471,0.1282,0.094,0.3675,0.4103,95,0.812,11,0.094,8.5043,70.8,1.2315,6.4103,-1.3843,0.0513,11.0294,5.5441,2.0735,41,12
8,Cleveland,Browns,,BLT,AFC,AFC North,Closed,Closed,Cover 1,17,205,No,No,No,864,159,No,32,Yes,123,0.7736,16,0.184,97,15,4,0.6101,1302,581,178,1669,13,7,13,12,0.1237,0.0755,0.0818,0.327,0.5157,134,0.8428,13,0.0818,10.4969,109.1,1.5069,8.1887,-0.1085,0.0818,13.4227,5.9897,1.8351,66,28
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 1,17,140,No,Yes,No,556,111,No,16,No,92,0.8288,8,0.1996,79,10,5,0.7117,1047,435,113,1062,7,5,7,8,0.1013,0.0811,0.0721,0.3964,0.4505,81,0.7297,12,0.1081,9.5676,110.5,1.8831,9.4324,1.482,0.0631,13.2532,5.5063,1.4304,50,12
27,Pittsburgh,Steelers,1,CIN,AFC,AFC North,Open,Closed,Cover 1,17,181,No,Yes,No,778,149,No,17,No,113,0.7584,10,0.1915,100,11,3,0.6711,1250,524,208,1338,7,4,8,10,0.1,0.0738,0.094,0.3423,0.4899,117,0.7852,9,0.0604,8.9799,105.8,1.6067,8.3893,0.5256,0.0537,12.5,5.24,2.08,59,25
29,San Francisco,49ers,,ARZ,NFC,NFC West,Closed,Closed,Cover 1,17,125,No,Yes,No,555,100,No,13,No,77,0.77,9,0.1802,62,4,2,0.62,829,415,91,1085,8,4,5,8,0.129,0.12,0.03,0.41,0.44,81,0.81,9,0.09,10.85,98.3,1.4937,8.29,0.0234,0.05,13.371,6.6935,1.4677,45,21
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 1,17,97,No,Yes,No,403,81,No,8,No,60,0.7407,4,0.201,52,3,,0.642,623,261,106,738,3,,3,5,0.0962,0.1111,0.1605,0.4321,0.2963,69,0.8519,9,0.1111,9.1111,84.5,1.5459,7.6914,-0.3304,0.037,11.9808,5.0192,2.0385,36,12
