teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Closed,Cover 1,17,126,112,0.7321428571428571,8,67,0.5982142857142857,0.7326732673267327,0.029109557980198097,6,4,92,0.0625,626,5.589285714285714,0.38977635782747605,4.80327868852459,967,6,2,10,7,1,-70,0.07936507936507936,No,No,31,0.24603174603174602,-0.05720119047619046,No,0.031746031746031744,0.16071428571428573,13,0.11607142857142858,0.017857142857142856,0.017857142857142856,0.6875,0.03571428571428571,0.48214285714285715,2.5526785714285714,4.1899999999999995,5.125,2.570967741935484,9.617647058823529,85.6,No,No,39
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Closed,Cover 1,17,85,70,0.6714285714285714,5,40,0.5714285714285714,0.65625,-0.060460585124999966,5,1,11,0.02857142857142857,567,8.1,0.4532627865961199,6.0246913580246915,568,,,11,2,2,-79,0.12941176470588237,No,No,30,0.35294117647058826,0.08151764705882351,Yes,0.011764705882352941,0.24285714285714285,7,0.1,0.02857142857142857,0.05714285714285714,0.7142857142857143,0.04285714285714286,0.42857142857142855,2.4857142857142858,3.127272727272727,4.2,2.453333333333333,8.875,83.5,No,Yes,30
24,New York,Giants,,PHI,NFC,NFC East,Closed,Closed,Cover 1,17,164,133,0.6691729323308271,7,76,0.5714285714285714,0.6916666666666667,-0.02054072660000006,7,5,70,0.05263157894736842,1052,7.909774436090226,0.4629277566539924,6.714285714285714,1124,6,,21,4,9,-138,0.12804878048780488,No,Yes,65,0.39634146341463417,0.1405204268292683,No,0.018292682926829267,0.21804511278195488,14,0.10526315789473684,0.007518796992481203,0.03007518796992481,0.7819548872180451,0.022556390977443608,0.39097744360902253,2.4037593984962404,3.8238095238095235,4.16,2.4984615384615387,9.289256198347108,97.7,No,Yes,49
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Closed,Cover 1,17,204,176,0.7215909090909091,10,117,0.6647727272727273,0.7142857142857143,-0.03209519626785717,6,2,3,0.017045454545454544,1208,6.863636363636363,0.47102649006622516,5.40625,1257,4,4,16,5,2,-70,0.0784313725490196,No,Yes,63,0.3088235294117647,0.06581225490196078,No,0.024509803921568627,0.2159090909090909,14,0.07954545454545454,0.022727272727272728,0.03409090909090909,0.7897727272727273,0.05113636363636364,0.48863636363636365,2.2079545454545455,3.8625,4.741666666666666,2.465079365079365,7.482142857142857,84.2,No,No,71
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Closed,Closed,Cover 1,17,83,70,0.6714285714285714,4,40,0.5714285714285714,0.6666666666666666,-0.062040728904761866,4,2,10,0.02857142857142857,378,5.4,0.49206349206349204,5.157894736842105,527,6,1,6,2,3,-61,0.07228915662650602,No,Yes,27,0.3253012048192771,0.08059036144578313,Yes,0.060240963855421686,0.21428571428571427,8,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.7857142857142857,0.04285714285714286,0.5,2.257142857142857,3.5,3.9857142857142853,2.314814814814815,8.234375,94.8,No,No,23
29,San Francisco,49ers,,ARZ,NFC,NFC West,Closed,Closed,Cover 1,17,125,108,0.7129629629629629,9,62,0.5740740740740741,0.67,-0.019272620849999922,5,2,110,0.046296296296296294,829,7.675925925925926,0.5006031363088058,6.241666666666666,1085,8,4,12,3,4,-60,0.096,No,Yes,41,0.328,0.04828480000000002,No,0.016,0.19444444444444445,18,0.16666666666666666,0.027777777777777776,0.10185185185185185,0.75,0.018518518518518517,0.4722222222222222,2.451851851851852,3.9250000000000003,3.04,2.4585365853658536,10.742574257425742,91.2,No,No,45
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Closed,Cover 1,17,141,127,0.6771653543307087,7,71,0.5590551181102362,0.6754385964912281,-0.05808387248245617,9,1,39,0.047244094488188976,821,6.464566929133858,0.4762484774665043,5.1716417910447765,924,7,5,7,2,1,-43,0.04964539007092199,Yes,No,47,0.3333333333333333,0.02622730496453902,No,0.0425531914893617,0.2047244094488189,19,0.14960629921259844,0.03937007874015748,0.05511811023622047,0.6456692913385826,0.031496062992125984,0.4566929133858268,2.551653543307087,4.6000000000000005,4.7,2.674468085106383,7.965811965811966,77.6,No,Yes,47
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Closed,Cover 1,17,121,102,0.7352941176470589,4,58,0.5686274509803921,0.6666666666666666,-0.037863553666666716,2,1,125,0.0784313725490196,790,7.745098039215686,0.5569620253164557,6.3125,948,5,2,10,5,7,-93,0.08264462809917356,Yes,No,41,0.33884297520661155,0.060073553719008285,No,,0.20588235294117646,18,0.17647058823529413,0.029411764705882353,0.0784313725490196,0.803921568627451,0.00980392156862745,0.6078431372549019,2.492156862745098,3.5100000000000002,5.1,2.421951219512195,9.575757575757576,89.9,No,Yes,40
31,Tennessee,Titans,True,HST,AFC,AFC South,Closed,Closed,Cover 1,17,98,86,0.7209302325581395,4,53,0.6162790697674418,0.6987951807228916,-0.06152318373493981,3,,60,0.05813953488372093,667,7.755813953488372,0.5547226386806596,7.260869565217392,530,4,1,6,2,3,-34,0.061224489795918366,No,No,24,0.24489795918367346,-0.024842346938775527,Yes,0.05102040816326531,0.2441860465116279,7,0.08139534883720931,,0.046511627906976744,0.8604651162790697,0.011627906976744186,0.5116279069767442,2.3569767441860465,4.283333333333334,4.25,2.5541666666666667,6.385542168674699,96.4,No,Yes,37
22,New England,Patriots,True,BUF,AFC,AFC East,Open,Closed,Cover 1,17,206,184,0.6684782608695652,11,97,0.5271739130434783,0.6764705882352942,-0.014290027158823437,9,2,187,0.09782608695652174,1109,6.0271739130434785,0.4661857529305681,5.270408163265306,1784,4,2,12,3,3,-66,0.05825242718446602,No,Yes,61,0.2961165048543689,3.0582524271859615e-05,No,0.03398058252427184,0.2554347826086957,31,0.16847826086956522,0.016304347826086956,0.043478260869565216,0.7282608695652174,0.010869565217391304,0.41847826086956524,2.4967391304347823,3.275,4.39,2.5262295081967214,10.335260115606937,73.8,No,No,60
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Closed,Closed,Cover 1,17,85,74,0.7027027027027027,4,43,0.581081081081081,0.6716417910447762,-0.014632512776119433,7,,24,0.02702702702702703,626,8.45945945945946,0.4424920127795527,8.126582278481013,709,5,1,5,2,9,-39,0.058823529411764705,No,No,34,0.4,0.09022117647058825,Yes,0.03529411764705882,0.1891891891891892,13,0.17567567567567569,0.013513513513513514,0.05405405405405406,0.7297297297297297,0.02702702702702703,0.5,2.6378378378378375,3.44,4.1,2.6558823529411764,10.582089552238806,102.6,No,Yes,34
20,Miami,Dolphins,,NYJ,AFC,AFC East,Closed,Closed,Cover 1,17,105,96,0.6354166666666666,4,51,0.53125,0.6395348837209303,-0.07715661818604647,7,3,18,0.041666666666666664,643,6.697916666666667,0.4276827371695179,5.384615384615385,787,1,1,8,3,4,-58,0.0761904761904762,No,Yes,37,0.3523809523809524,0.04583523809523809,Yes,0.047619047619047616,0.25,15,0.15625,,0.03125,0.6666666666666666,0.010416666666666666,0.3958333333333333,2.5187500000000003,3,5,2.383783783783784,9.151162790697674,73.4,No,No,28
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Closed,Closed,Cover 1,17,181,159,0.7232704402515723,12,93,0.5849056603773585,0.6821192052980133,-0.017097778556291354,6,,112,0.06289308176100629,1096,6.8930817610062896,0.3813868613138686,6,1524,5,2,14,5,7,-68,0.07734806629834254,No,No,53,0.292817679558011,0.007131491712707167,No,0.055248618784530384,0.22641509433962265,24,0.1509433962264151,0.05660377358490566,0.05660377358490566,0.7232704402515723,0.006289308176100629,0.4339622641509434,2.460377358490566,3.692857142857143,5.15,2.5660377358490565,9.96078431372549,84.8,No,Yes,65
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Closed,Cover 1,17,103,85,0.6588235294117647,7,49,0.5764705882352941,0.6582278481012658,-0.059526784164557034,4,,26,0.03529411764705882,599,7.047058823529412,0.4657762938230384,5.531914893617022,692,4,2,9,1,7,-69,0.08737864077669903,No,No,41,0.39805825242718446,0.12148228155339803,Yes,0.009708737864077669,0.24705882352941178,7,0.08235294117647059,0.047058823529411764,0.03529411764705882,0.7764705882352941,0.023529411764705882,0.4235294117647059,2.517058823529412,3.4444444444444446,4.4,2.4634146341463414,8.54320987654321,85.4,No,Yes,40
25,New York,Jets,True,MIA,AFC,AFC East,Closed,Closed,Cover 1,17,178,156,0.6923076923076923,11,90,0.5769230769230769,0.6575342465753424,-0.05799128651369867,8,1,84,0.038461538461538464,1079,6.916666666666667,0.4772937905468026,5.541666666666667,1313,5,3,12,3,9,-113,0.06741573033707865,No,Yes,71,0.398876404494382,0.09323286516853932,Yes,0.03932584269662921,0.22435897435897437,24,0.15384615384615385,0.00641025641025641,0.05128205128205128,0.7371794871794872,0.038461538461538464,0.5064102564102564,2.596794871794872,3.4250000000000003,4.9399999999999995,2.4591549295774646,8.931972789115646,81.7,No,No,55
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Closed,Cover 1,17,78,67,0.7014925373134329,10,39,0.582089552238806,0.6833333333333333,-0.03415320299999991,3,1,25,0.029850746268656716,475,7.08955223880597,0.44,7.569444444444445,579,7,1,5,1,5,-25,0.0641025641025641,No,No,21,0.2692307692307692,-0.0007320512820513067,No,0.01282051282051282,0.1791044776119403,10,0.14925373134328357,,0.08955223880597014,0.7761194029850746,0.014925373134328358,0.4925373134328358,2.397014925373134,4,5.083333333333333,2.642857142857143,9.19047619047619,108.7,No,Yes,26
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Closed,Closed,Cover 1,17,211,190,0.7736842105263158,5,123,0.6473684210526316,0.7403314917127072,0.014441143121546984,6,2,90,0.05789473684210526,1562,8.221052631578948,0.5140845070422535,8.255,1539,10,1,10,2,5,-66,0.04739336492890995,No,Yes,60,0.2843601895734597,-0.031115639810426525,Yes,0.03317535545023697,0.1631578947368421,21,0.11052631578947368,0.010526315789473684,0.06315789473684211,0.7263157894736842,0.05789473684210526,0.5631578947368421,2.6052631578947367,3.3,5.172727272727273,2.631666666666667,8.456043956043956,105.6,No,No,82
13,Houston,Texans,,TEN,AFC,AFC South,Closed,Closed,Cover 1,17,154,135,0.6074074074074074,8,65,0.48148148148148145,0.5769230769230769,-0.1042437948153847,2,2,144,0.07407407407407407,980,7.2592592592592595,0.5989795918367347,4.8389261744966445,1377,6,6,14,,4,-109,0.09090909090909091,No,No,52,0.33766233766233766,0.05106006493506494,Yes,0.01948051948051948,0.32592592592592595,26,0.1925925925925926,0.044444444444444446,0.06666666666666667,0.8296296296296296,0.014814814814814815,0.362962962962963,2.4703703703703703,3.3428571428571425,4.1,2.273076923076923,10.511450381679388,68.8,No,Yes,41
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 1,17,175,153,0.6993464052287581,6,77,0.5032679738562091,0.6357142857142857,-0.04271577885,7,5,146,0.0784313725490196,1152,7.529411764705882,0.4835069444444444,6.160493827160494,1490,4,4,9,3,5,-54,0.05142857142857143,No,No,62,0.35428571428571426,0.04209628571428571,Yes,0.045714285714285714,0.19607843137254902,22,0.1437908496732026,0.05228758169934641,0.06535947712418301,0.6862745098039216,0.05228758169934641,0.477124183006536,2.645098039215686,3.8444444444444446,4.823076923076924,2.6241935483870966,10.567375886524824,73.2,No,Yes,56
11,Detroit,Lions,True,MIN,NFC,NFC North,Closed,Closed,Cover 1,17,255,223,0.6322869955156951,14,116,0.5201793721973094,0.5952380952380952,-0.0785836651285714,8,1,92,0.04035874439461883,1608,7.210762331838565,0.40360696517412936,5.615702479338843,2404,6,5,19,,16,-144,0.07450980392156863,No,Yes,78,0.3058823529411765,-0.01580235294117648,Yes,0.0196078431372549,0.29596412556053814,43,0.19282511210762332,0.04035874439461883,0.053811659192825115,0.7174887892376681,0.008968609865470852,0.37668161434977576,2.7071748878923767,3.194736842105263,4.846153846153846,2.6153846153846154,11.233644859813085,75.1,No,No,77
21,Minnesota,Vikings,,DET,NFC,NFC North,Closed,Closed,Cover 1,17,77,68,0.6470588235294118,2,38,0.5588235294117647,0.6349206349206349,-0.043059033285714254,1,3,14,0.029411764705882353,447,6.573529411764706,0.30648769574944074,4.2368421052631575,688,2,2,8,2,2,-75,0.1038961038961039,No,Yes,30,0.38961038961038963,0.06814415584415584,Yes,0.012987012987012988,0.2647058823529412,14,0.20588235294117646,0.07352941176470588,0.08823529411764706,0.7647058823529411,0.04411764705882353,0.4852941176470588,2.6852941176470586,3.0375,4.6,2.54,10.75,73.6,No,No,24
19,Las Vegas,Raiders,True,LAC,AFC,AFC West,Closed,Closed,Cover 1,17,120,112,0.8035714285714286,7,64,0.5714285714285714,0.7075471698113207,0.014698673556603703,3,2,179,0.09821428571428571,793,7.080357142857143,0.4854981084489281,6.470588235294118,1099,6,2,7,4,6,-53,0.058333333333333334,No,No,32,0.26666666666666666,-0.01607791666666666,No,0.03333333333333333,0.14285714285714285,17,0.15178571428571427,0.008928571428571428,0.08035714285714286,0.7321428571428571,0.03571428571428571,0.5089285714285714,2.3312500000000003,3.3000000000000003,2.9,2.23125,10.271028037383177,89.6,No,Yes,46
