teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Closed,Cover 1,17,151,128,0.8125,6,87,0.6796875,0.7804878048780488,0.06765819147967478,3,1,123,0.0703125,1281,10.0078125,0.5136612021857924,9.41958041958042,1154,11,1,15,2,9,-109,0.09933774834437085,No,Yes,58,0.3841059602649007,0.11851225165562915,Yes,0.033112582781456956,0.1484375,22,0.171875,0.0234375,0.078125,0.75,0.03125,0.53125,2.39140625,3.853333333333333,4.9375,2.360344827586207,9.306451612903226,125.8,No,No,53
2,Atlanta,Falcons,True,CAR,NFC,NFC South,Open,Closed,Cover 1,17,97,79,0.7468354430379747,8,47,0.5949367088607594,0.6712328767123288,-0.012773717863013734,3,,11,0.02531645569620253,529,6.69620253164557,0.2608695652173913,6.275862068965517,786,5,1,8,3,5,-38,0.08247422680412371,No,No,40,0.41237113402061853,0.10637164948453608,No,0.010309278350515464,0.189873417721519,11,0.13924050632911392,0.0379746835443038,0.05063291139240506,0.7088607594936709,0.02531645569620253,0.4430379746835443,2.7531645569620253,3.675,4.24,2.4725,10.407894736842104,95.4,No,No,29
26,Philadelphia,Eagles,True,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,142,126,0.6349206349206349,4,68,0.5396825396825397,0.6324786324786325,-0.09620359286324798,6,3,45,0.047619047619047616,750,5.9523809523809526,0.5026666666666667,4.111940298507463,995,4,5,8,1,2,-54,0.056338028169014086,No,Yes,49,0.34507042253521125,0.08238345070422536,No,0.028169014084507043,0.2857142857142857,17,0.1349206349206349,0.047619047619047616,0.03968253968253968,0.753968253968254,0.015873015873015872,0.3968253968253968,2.291269841269841,3.1125,4.4125,2.212244897959184,8.504273504273504,65.9,No,Yes,41
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Closed,Cover 1,17,123,114,0.6140350877192983,3,58,0.5087719298245614,0.5980392156862745,-0.08893644023529423,8,2,43,0.02631578947368421,783,6.868421052631579,0.4444444444444444,5.939655172413793,1064,5,4,2,,,-14,0.016260162601626018,No,Yes,41,0.3333333333333333,0.029646747967479656,No,0.024390243902439025,0.2631578947368421,19,0.16666666666666666,0.043859649122807015,0.06140350877192982,0.7368421052631579,0.02631578947368421,0.39473684210526316,2.474561403508772,2.4,4.357142857142857,2.4878048780487805,10.326923076923077,73.1,No,No,38
8,Cleveland,Browns,,BLT,AFC,AFC North,Closed,Closed,Cover 1,17,205,179,0.6871508379888268,16,97,0.5418994413407822,0.6918238993710691,-0.005573933371069262,12,4,121,0.07262569832402235,1302,7.273743016759776,0.44623655913978494,7.2513089005235605,1669,13,2,12,4,6,-87,0.05853658536585366,No,No,82,0.4,0.12270658536585367,No,0.024390243902439025,0.18435754189944134,28,0.1564245810055866,0.0335195530726257,0.0782122905027933,0.7486033519553073,0.0111731843575419,0.46368715083798884,2.4150837988826814,3.0749999999999997,4.35,2.3365853658536584,10.239263803680982,97.1,No,Yes,66
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Closed,Cover 1,17,170,147,0.7687074829931972,14,92,0.6258503401360545,0.7352941176470589,0.02927271655147068,6,4,59,0.05442176870748299,1104,7.510204081632653,0.3432971014492754,6.89375,1265,8,2,13,5,10,-71,0.07647058823529412,No,Yes,47,0.27647058823529413,0.02130823529411764,Yes,0.01764705882352941,0.14285714285714285,19,0.1292517006802721,0.006802721088435374,0.034013605442176874,0.7687074829931972,0.02040816326530612,0.46258503401360546,2.2857142857142856,3.769230769230769,4.57,2.5,9.233576642335766,98,No,No,58
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 1,17,140,120,0.7666666666666667,8,79,0.6583333333333333,0.7747747747747747,0.0659308697747748,4,4,58,0.058333333333333334,1047,8.725,0.4154727793696275,7.37984496124031,1062,7,4,9,1,6,-55,0.06428571428571428,No,Yes,36,0.2571428571428571,-0.012069642857142883,No,0.08571428571428572,0.14166666666666666,15,0.125,0.016666666666666666,0.08333333333333333,0.675,0.041666666666666664,0.475,2.3958333333333335,2.9555555555555557,3.8363636363636364,2.216666666666667,9.482142857142858,98.9,No,No,50
27,Pittsburgh,Steelers,True,CIN,AFC,AFC North,Open,Closed,Cover 1,17,181,165,0.6848484848484848,10,100,0.6060606060606061,0.7297297297297297,0.012904521804054103,8,6,91,0.048484848484848485,1250,7.575757575757576,0.4192,6.687150837988827,1328,7,2,14,3,3,-103,0.07734806629834254,No,Yes,59,0.3259668508287293,0.05090745856353591,No,0.027624309392265192,0.20606060606060606,16,0.09696969696969697,0.01818181818181818,0.04242424242424243,0.7090909090909091,0.030303030303030304,0.41818181818181815,2.324242424242424,2.892857142857143,3.5,2.3508474576271183,8.860927152317881,93.2,No,No,59
1,Arizona,Cardinals,True,SF,NFC,NFC West,Closed,Closed,Cover 1,17,102,92,0.7282608695652174,9,55,0.5978260869565217,0.6704545454545454,-0.0648782180227272,4,,53,0.043478260869565216,631,6.858695652173913,0.4405705229793978,6.185567010309279,734,1,,5,2,3,-51,0.049019607843137254,No,Yes,28,0.27450980392156865,-0.030567156862745106,No,0.00980392156862745,0.21739130434782608,10,0.10869565217391304,,0.09782608695652174,0.6956521739130435,0.043478260869565216,0.5,2.5358695652173915,3.16,4.540000000000001,2.6035714285714286,8.340909090909092,84.1,No,No,30
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 1,17,97,89,0.6741573033707865,4,52,0.5842696629213483,0.6790123456790124,-0.02052781749382715,5,1,11,0.033707865168539325,623,7,0.4189406099518459,4.760416666666667,738,3,4,7,2,,-46,0.07216494845360824,No,Yes,35,0.36082474226804123,0.07287680412371135,No,0.020618556701030927,0.21348314606741572,13,0.14606741573033707,0.02247191011235955,0.06741573033707865,0.7752808988764045,0.033707865168539325,0.5280898876404494,2.39438202247191,3.1714285714285713,4.6,2.357142857142857,8.891566265060241,72.4,No,No,36
