teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToScramble,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 4,17,266,178,0.601123595505618,8,73,0.4101123595505618,0.6111111111111112,-0.07698802239583324,19,9,137,0.08426966292134831,1035,5.814606741573034,0.45603864734299515,2.1136363636363638,1629,2,8,42,10,29,-250,0.15789473684210525,No,Yes,266,1,0.6722907894736843,No,0.0037593984962406013,0.20224719101123595,26,0.14606741573033707,0.0449438202247191,0.056179775280898875,0.3595505617977528,0.11235955056179775,0.3707865168539326,3.414044943820225,4.15,5.102173913043478,2.568045112781955,11.033333333333333,45.5,No,No,37
8,Cleveland,Browns,,CIN,AFC,AFC North,Open,Open,Cover 6,17,233,157,0.5477707006369427,12,75,0.47770700636942676,0.640625,-0.07812784887500002,24,2,57,0.044585987261146494,894,5.694267515923567,0.47315436241610737,2.080952380952381,1161,5,4,53,20,24,-377,0.22746781115879827,No,Yes,233,1,0.6932656652360515,No,0.008583690987124463,0.2611464968152866,20,0.12738853503184713,0.03821656050955414,0.03821656050955414,0.46496815286624205,0.11464968152866242,0.3821656050955414,3.214012738853503,3.5283018867924527,5.321739130434783,2.508154506437768,9.16793893129771,65.6,Yes,Yes,45
9,Dallas,Cowboys,,NYG,NFC,NFC East,Open,Open,Cover 4,17,269,194,0.5979381443298969,18,104,0.5360824742268041,0.7096774193548387,-0.001606031451612866,33,5,46,0.030927835051546393,1231,6.345360824742268,0.48578391551584077,5.355263157894737,1461,16,2,34,11,27,-240,0.12639405204460966,No,Yes,269,1,0.6439472118959108,No,0.011152416356877323,0.18556701030927836,23,0.11855670103092783,0.010309278350515464,0.041237113402061855,0.3711340206185567,0.14948453608247422,0.4536082474226804,3.4371134020618554,3.7676470588235293,5.139024390243902,2.5888475836431226,9.403846153846153,96.4,No,No,60
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Open,Open,Cover 2 Man,17,216,149,0.610738255033557,14,72,0.48322147651006714,0.688,0.0013592022879999055,18,2,99,0.09395973154362416,941,6.315436241610739,0.40063761955366634,3.247311827956989,1358,8,6,37,16,30,-227,0.1712962962962963,No,Yes,216,1,0.6397351851851851,No,0.009259259259259259,0.2080536912751678,23,0.15436241610738255,0.04697986577181208,0.040268456375838924,0.348993288590604,0.12080536912751678,0.44966442953020136,3.602684563758389,4,4.8566666666666665,2.5578703703703702,10.651162790697674,69.8,No,No,45
13,Houston,Texans,True,IND,AFC,AFC South,Closed,Closed,Cover 1,17,250,172,0.5988372093023255,7,74,0.43023255813953487,0.6323529411764706,-0.061297335764705974,24,3,117,0.06976744186046512,1064,6.186046511627907,0.37124060150375937,1.9074074074074074,1484,7,10,44,9,17,-342,0.176,Yes,Yes,250,1,0.6843336,No,0.008,0.18604651162790697,24,0.13953488372093023,0.046511627906976744,0.08139534883720931,0.4069767441860465,0.12209302325581395,0.42441860465116277,3.2348837209302324,3.7931818181818184,5.097058823529412,2.5448000000000004,10.23448275862069,53.1,No,Yes,41
21,Minnesota,Vikings,True,GB,NFC,NFC North,Open,Open,Red Zone,17,233,157,0.5796178343949044,10,78,0.4968152866242038,0.6796875,-0.030324051554687537,23,3,37,0.05732484076433121,892,5.681528662420382,0.3116591928251121,2.6206896551724137,1206,6,4,46,11,34,-300,0.19742489270386265,Yes,Yes,233,1,0.6843815450643776,Yes,0.008583690987124463,0.2229299363057325,18,0.11464968152866242,0.044585987261146494,0.025477707006369428,0.40764331210191085,0.1337579617834395,0.3503184713375796,3.2904458598726114,3.8760869565217395,5.1466666666666665,2.34206008583691,9.206106870229007,69.3,No,No,41
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Cover 0,17,250,174,0.6379310344827587,8,87,0.5,0.6577181208053692,-0.020654157489932823,20,1,172,0.06321839080459771,1238,7.114942528735632,0.3077544426494346,3.8823529411764706,1667,6,4,47,7,17,-320,0.188,Yes,Yes,250,1,0.6542842000000001,Yes,0.016,0.21264367816091953,23,0.13218390804597702,0.04597701149425287,0.09195402298850575,0.4482758620689655,0.09195402298850575,0.42528735632183906,3.4545977011494253,3.7702127659574467,5.713793103448276,2.6728,10.895424836601308,75.3,No,Yes,51
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Open,Cover 4,17,210,133,0.6015037593984962,5,66,0.49624060150375937,0.7009345794392523,0.014328203626168157,21,3,142,0.06766917293233082,781,5.87218045112782,0.3892445582586428,2.768361581920904,1103,4,2,44,10,29,-281,0.20952380952380953,No,Yes,210,1,0.6233623809523808,No,,0.19548872180451127,19,0.14285714285714285,0.05263157894736842,0.06766917293233082,0.3233082706766917,0.16541353383458646,0.42857142857142855,4.022556390977444,3.8454545454545452,5.236363636363636,2.6995238095238094,10.119266055045872,71.7,No,Yes,35
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Open,Open,Red Zone,17,231,149,0.48322147651006714,7,61,0.40939597315436244,0.5714285714285714,-0.13505579015126057,18,7,60,0.04697986577181208,784,5.261744966442953,0.4528061224489796,1.5103092783505154,1148,4,7,45,15,32,-256,0.19480519480519481,No,Yes,231,1,0.6947166666666668,No,0.008658008658008658,0.31543624161073824,18,0.12080536912751678,0.03355704697986577,0.026845637583892617,0.3959731543624161,0.14093959731543623,0.3624161073825503,3.3187919463087248,3.7266666666666666,5.154054054054054,2.469264069264069,9.224,47.5,No,No,34
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Closed,Open,Cover 4,17,254,188,0.5372340425531915,13,84,0.44680851063829785,0.5947712418300654,-0.09620139145098039,25,3,49,0.03723404255319149,976,5.191489361702128,0.3084016393442623,2.4318181818181817,1560,5,7,32,9,39,-226,0.12598425196850394,No,Yes,254,1,0.6507307086614172,No,0.011811023622047244,0.28191489361702127,26,0.13829787234042554,0.05851063829787234,0.02127659574468085,0.3882978723404255,0.12234042553191489,0.31382978723404253,3.31063829787234,4.2,5.455882352941177,2.5673228346456693,9.68125,54.3,No,No,48
