Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Jaylen Wright,MIA,RB,8,,,,,
Tyrone Tracy,NYG,RB,51,,,,,
Michael Mayer,LV,TE,29,8,6,50,44,22
Devin Culp,TB,TE,4,3,3,46,31,15
Marvin Harrison,ARZ,WR,68,15,10,84,128,20
Collin Johnson,CHI,WR,3,2,1,6,16,3
Bryce Oliver,TEN,WR,1,,,,,
Mo Alie-Cox,IND,TE,18,2,2,21,11,10
John FitzPatrick,GB,TE,3,,,,,
Joseph Fortson,KC,TE,2,,,,,
Ramel Keyton,LV,WR,1,,,,,
Sean Tucker,TB,RB,2,,,,,
Zach Pascal,ARZ,WR,2,,,,,
Xavier Gipson,NYJ,WR,17,1,,,4,
Cedrick Wilson,NO,WR,17,4,3,30,30,7
Tank Bigsby,JAX,RB,21,,,,,
Tyler Lockett,SEA,WR,100,21,16,195,202,40
Mike Woods,CLV,WR,35,5,3,31,38,15
Jordan Addison,MIN,WR,57,15,9,86,155,15
Lil'Jordan Humphrey,DEN,WR,38,10,9,85,52,38
Keon Coleman,BUF,WR,37,12,10,125,99,56
Xavier Smith,LA,WR,1,1,1,11,5,6
Kenneth Walker,SEA,RB,45,2,2,20,9,11
De'Von Achane,MIA,RB,50,2,1,10,20,5
Mike Evans,TB,WR,44,16,14,133,135,19
Chris Conley,SF,WR,14,3,2,17,17,7
Travis Homer,CHI,RB,5,,,,,
David Martin-Robinson,TEN,TE,1,1,1,6,,6
Jack Stoll,MIA,TE,4,,,,,
Nate Adkins,DEN,TE,7,3,3,18,11,7
Luke Schoonmaker,DAL,TE,25,6,5,35,32,8
Trent Taylor,SF,WR,2,1,1,11,9,2
Malik Heath,GB,WR,9,5,4,34,29,11
Shane Zylstra,DET,TE,3,,,,,
Mecole Hardman,KC,WR,10,1,1,8,7,1
Jahan Dotson,PHI,WR,52,5,3,28,38,3
DeVonta Smith,PHI,WR,52,23,21,230,191,55
D'Ernest Johnson,JAX,RB,23,,,,,
Theo Johnson,NYG,TE,70,5,4,46,38,19
Jalen McMillan,TB,WR,42,7,6,82,77,17
E.J. Jenkins,PHI,TE,3,,,,,
Jameson Williams,DET,WR,69,16,12,131,133,39
Trenton Irwin,CIN,WR,14,1,1,5,4,1
Eric Gray,NYG,RB,6,,,,,
Joe Mixon,HST,RB,19,,,,,
Kristian Wilkerson,LV,WR,4,1,1,9,4,5
Puka Nacua,LA,WR,33,16,14,166,104,69
James Proche,CLV,WR,1,1,1,4,4,
Luke Musgrave,GB,TE,12,1,1,5,2,3
Christian Kirk,JAX,WR,38,6,3,18,52,-11
Aaron Jones,MIN,RB,36,,,,,
Luke Farrell,JAX,TE,10,3,3,22,16,6
Raheem Blackshear,CAR,RB,1,,,,,
Malik Nabers,NYG,WR,104,40,31,342,323,112
Alexander Mattison,LV,RB,28,,,,,
Cade Otton,TB,TE,49,11,11,83,57,28
James Mitchell,DET,TE,1,,,,,
Sione Vaki,DET,RB,2,,,,,
Demario Douglas,NE,WR,58,8,8,74,43,31
Tank Dell,HST,WR,40,5,4,40,42,2
Xavier Weaver,ARZ,WR,5,,,,,
Taysom Hill,NO,TE,10,6,4,39,23,20
Gus Edwards,LAC,RB,9,,,,,
Tucker Fisk,LAC,TE,7,4,4,31,19,12
Brian Robinson,WAS,RB,27,,,,,
Alvin Kamara,NO,RB,28,1,,,4,
Aaron Shampklin,PIT,RB,4,,,,,
Eric Saubert,SF,TE,32,8,6,81,61,14
Ray-Ray McCloud,ATL,WR,86,15,12,115,111,24
Chris Collier,LV,RB,1,,,,,
Justyn Ross,KC,WR,2,,,,,
MyCole Pruitt,PIT,TE,2,1,1,10,7,3
DK Metcalf,SEA,WR,102,19,16,153,141,43
Mark Andrews,BLT,TE,46,13,12,116,78,43
Parker Washington,JAX,WR,50,13,11,112,114,23
Allen Robinson,DET,WR,5,1,,,8,
Diontae Johnson,HST,WR,32,6,6,50,41,9
Kendre Miller,NO,RB,5,1,,,2,
Erick All,CIN,TE,14,5,5,35,12,23
Braxton Berrios,MIA,WR,11,1,,,4,
Julian Hill,MIA,TE,17,5,3,35,26,19
Rakim Jarrett,TB,WR,9,3,1,6,24,3
Pierre Strong,CLV,RB,21,3,1,10,19,3
Jacob Kibodi,CLV,RB,1,1,1,15,4,11
Dameon Pierce,HST,RB,6,,,,,
Blake Corum,LA,RB,7,,,,,
Breece Hall,NYJ,RB,31,4,4,30,12,18
Trent Sherfield,MIN,WR,6,3,3,24,15,9
Jha'Quan Jackson,TEN,WR,1,,,,,
Tyquan Thornton,NE,WR,12,1,1,17,15,2
Chris Moore,ARZ,WR,2,,,,,
Tutu Atwell,LA,WR,37,11,6,81,98,17
Amon-Ra St. Brown,DET,WR,81,30,24,222,186,80
David Moore,CAR,WR,34,14,10,100,134,26
Isaiah Williams,CIN,WR,2,1,1,4,4,
Charlie Woerner,ATL,TE,10,2,1,6,16,1
Mason Kinsey,TEN,WR,5,2,2,17,17,
Josh Palmer,LAC,WR,48,9,7,53,66,7
Antonio Gibson,NE,RB,28,,,,,
Jonnu Smith,MIA,TE,62,23,22,193,140,61
Harrison Bryant,LV,TE,11,2,1,18,14,11
Tylan Wallace,BLT,WR,18,3,2,27,26,9
Braelon Allen,NYJ,RB,12,2,1,11,8,8
Josiah Deguara,JAX,TE,3,2,2,12,4,8
Adam Thielen,CAR,WR,34,12,10,72,103,11
Elijah Higgins,ARZ,TE,22,3,2,7,11,
Dan Chisena,CAR,WR,2,1,1,6,5,1
Chris Manhertz,NYG,TE,10,1,1,12,7,5
Blake Whiteheart,CLV,TE,5,1,1,8,3,5
Erik Ezukanma,MIA,WR,2,,,,,
Emanuel Wilson,GB,RB,7,,,,,
Quentin Johnston,LAC,WR,60,16,15,135,79,60
Johnny Wilson,PHI,WR,20,4,2,15,25,6
Deuce Vaughn,DAL,RB,1,,,,,
Jeff Wilson,MIA,RB,3,1,1,6,2,4
Kenny McIntosh,SEA,RB,6,1,1,5,3,2
Kameron Johnson,TB,WR,1,,,,,
Dyami Brown,WAS,WR,32,6,4,34,54,8
Garrett Wilson,NYJ,WR,65,17,15,119,102,28
Brandon Powell,MIN,WR,15,5,5,51,47,4
Kareem Hunt,KC,RB,39,,,,,
Derrick Henry,BLT,RB,18,,,,,
Ty Johnson,BUF,RB,23,1,1,9,4,5
Van Jefferson,PIT,WR,46,10,9,78,57,27
Rachaad White,TB,RB,32,,,,,
Cam Grandy,CIN,TE,5,1,1,3,3,
Elijah Moore,CLV,WR,97,18,12,87,146,8
Malachi Corley,NYJ,WR,5,2,,,21,
Xavier Worthy,KC,WR,81,10,7,67,73,20
Zach Charbonnet,SEA,RB,44,3,1,4,10,-1
Chuba Hubbard,CAR,RB,34,1,,,5,
Jared Wayne,HST,WR,1,,,,,
AJ Barner,SEA,TE,34,9,8,46,40,13
Pat Freiermuth,PIT,TE,56,14,13,136,78,61
Isiah Pacheco,KC,RB,19,,,,,
Cordarrelle Patterson,PIT,RB,10,4,2,10,22,3
Bijan Robinson,ATL,RB,62,2,2,19,9,10
Jaleel McLaughlin,DEN,RB,12,,,,,
Geoff Swaim,CLV,TE,5,,,,,
Jacob Cowing,SF,WR,11,1,1,16,7,9
Calvin Austin,PIT,WR,45,8,5,45,99,6
Ronnie Bell,SF,WR,11,1,1,12,15,19
Brandon Aiyuk,SF,WR,28,7,6,84,82,11
Allen Lazard,NYJ,WR,41,9,7,49,39,22
Andrei Iosivas,CIN,WR,86,9,5,33,49,8
Jeremy Ruckert,NYJ,TE,10,3,3,19,13,6
Kalif Raymond,DET,WR,17,1,,,17,
Darnell Mooney,ATL,WR,82,19,12,168,215,55
Ben Sinnott,WAS,TE,9,,,,,
Stefon Diggs,HST,WR,28,15,12,117,124,34
Zay Jones,ARZ,WR,13,2,2,26,25,1
Irv Smith,HST,TE,1,,,,,
Drew Sample,CIN,TE,31,6,5,37,26,15
Daniel Bellinger,NYG,TE,23,4,4,34,22,12
Austin Ekeler,WAS,RB,26,,,,,
Jaheim Bell,NE,TE,3,,,,,
Devontez Walker,BLT,WR,2,,,,,
Najee Harris,PIT,RB,22,,,,,
Chase Brown,CIN,RB,52,1,1,5,1,4
Curtis Samuel,BUF,WR,32,9,6,61,74,20
Tanner Hudson,CIN,TE,16,9,8,56,37,25
Trey Palmer,TB,WR,19,1,1,14,14,
Payne Durham,TB,TE,8,2,1,6,16,2
Kyren Williams,LA,RB,48,,,,,
Tucker Kraft,GB,TE,41,9,7,64,34,39
Will Shipley,PHI,RB,3,,,,,
Dontayvion Wicks,GB,WR,31,18,13,123,133,41
Marcedes Lewis,CHI,TE,1,,,,,
Dawson Knox,BUF,TE,28,3,2,14,21,
Noah Brown,WAS,WR,43,13,11,103,117,20
Jalen Reagor,LAC,WR,7,,,,,
Patrick Taylor,SF,RB,13,,,,,
John Bates,WAS,TE,14,3,2,13,16,4
Trey McBride,ARZ,TE,68,31,29,241,174,78
Carson Steele,KC,RB,10,,,,,
Ainias Smith,PHI,WR,3,,,,,
Chris Godwin,TB,WR,21,10,8,73,63,28
Terry McLaurin,WAS,WR,73,20,18,164,141,35
Kyle Pitts,ATL,TE,77,18,18,178,114,67
Brayden Willis,SF,TE,1,1,,,6,
Dante Pettis,NO,WR,11,3,1,6,40,2
Brevin Jordan,HST,TE,1,,,,,
Jayden Reed,GB,WR,36,5,5,46,32,14
Raheem Mostert,MIA,RB,14,1,,,6,
Dallas Goedert,PHI,TE,26,7,7,62,47,15
Roschon Johnson,CHI,RB,17,,,,,
Cedric Tillman,CLV,WR,48,6,4,49,56,15
Marvin Mims,DEN,WR,23,2,1,11,26,
Calvin Ridley,TEN,WR,80,14,8,99,169,2
Jalen Coker,CAR,WR,26,4,4,39,32,7
Olamide Zaccheaus,WAS,WR,46,16,11,158,126,71
Chris Rodriguez Jr.,WAS,RB,4,,,,,
Bo Melton,GB,WR,9,2,2,10,9,1
Drake London,ATL,WR,87,35,27,302,279,118
Jalen Tolbert,DAL,WR,80,18,15,99,109,11
Bub Means,NO,WR,7,,,,,
Alec Pierce,IND,WR,52,9,6,74,88,13
Mike Boone,CAR,RB,2,,,,,
Will Mallory,IND,TE,8,3,3,22,17,5
Sam LaPorta,DET,TE,76,18,16,130,84,56
Jaxon Smith-Njigba,SEA,WR,107,29,26,235,173,84
Jalen Moreno-Cropper,DAL,WR,2,,,,,
Ross Dwelley,ATL,TE,4,,,,,
D'Wayne Eskridge,MIA,WR,4,,,,,
Parker Hesse,DET,TE,2,,,,,
Sterling Shepard,TB,WR,40,9,7,55,63,16
Khalil Shakir,BUF,WR,49,10,8,90,71,34
Jonathan Ward,PIT,RB,1,,,,,
Christian McCaffrey,SF,RB,13,,,,,
Brycen Tremayne,WAS,WR,1,,,,,
Robert Woods,HST,WR,11,5,3,25,44,2
Chris Blair,ATL,WR,2,,,,,
Jerome Ford,CLV,RB,53,1,1,21,4,17
George Pickens,PIT,WR,51,13,11,81,67,20
Jermaine Burton,CIN,WR,12,,,,,
Jeremy McNichols,WAS,RB,16,1,1,5,5,
Pharaoh Brown,SEA,TE,12,6,4,32,23,20
Rico Dowdle,DAL,RB,46,1,1,15,4,11
Chris Olave,NO,WR,26,6,6,54,30,24
Grant Calcaterra,PHI,TE,39,4,4,39,24,15
Ricky Pearsall,SF,WR,38,7,4,35,61,6
Rashod Bateman,BLT,WR,63,20,14,189,193,36
Jaylen Waddle,MIA,WR,60,14,9,114,127,35
Scott Miller,PIT,WR,10,2,1,11,8,6
Josh Jacobs,GB,RB,20,,,,,
Cade Stover,HST,TE,11,3,2,9,14,1
Tee Higgins,CIN,WR,70,25,21,189,159,63
Mike Gesicki,CIN,TE,77,22,18,143,126,45
D'Onta Foreman,CLV,RB,7,,,,,
Deebo Samuel,SF,WR,51,11,6,38,65,7
Devin Duvernay,JAX,WR,13,,,,,
Nikko Remigio,KC,WR,3,1,,,12,
Ryan Flournoy,DAL,WR,14,4,4,34,23,11
Clyde Edwards-Helaire,NO,RB,2,,,,,
Hayden Hurst,LAC,TE,10,3,3,22,15,7
Trey Benson,ARZ,RB,5,1,1,18,3,15
Ben Skowronek,PIT,WR,4,1,1,8,8,
Zach Davidson,BUF,TE,5,1,1,5,4,1
Julius Chestnut,TEN,RB,3,,,,,
Wan'Dale Robinson,NYG,WR,109,44,34,321,278,122
Devin Thompkins,CAR,WR,3,1,1,7,6,1
Kylen Granson,IND,TE,33,6,2,18,40,5
John Ross,PHI,WR,1,1,1,6,4,2
Terrace Marshall,LV,WR,12,2,2,13,11,2
Derius Davis,LAC,WR,11,,,,,
Mike Williams,PIT,WR,30,7,6,34,33,6
Kimani Vidal,LAC,RB,11,,,,,
Mason Tipton,NO,WR,24,4,2,11,18,3
Zack Moss,CIN,RB,23,,,,,
Travis Kelce,KC,TE,84,39,31,240,254,68
Cole Kmet,CHI,TE,63,13,13,127,88,39
Demarcus Robinson,LA,WR,77,6,4,36,33,11
Brenton Strange,JAX,TE,44,13,9,86,60,52
Tyreek Hill,MIA,WR,64,17,15,136,147,13
Rhamondre Stevenson,NE,RB,40,2,1,14,10,9
Greg Dulcich,NYG,TE,18,2,1,7,11,1
Rashid Shaheed,NO,WR,18,8,6,56,68,11
Justin Jefferson,MIN,WR,65,22,18,181,173,43
Xavier Legette,CAR,WR,47,17,14,147,111,50
J.J. Taylor,HST,RB,2,,,,,
Craig Reynolds,DET,RB,4,,,,,
Johnny Mundt,MIN,TE,18,3,3,18,11,8
Durham Smythe,MIA,TE,9,2,2,11,9,2
Isaac Guerendo,SF,RB,5,,,,,
David Njoku,CLV,TE,68,24,20,149,105,64
Brock Bowers,LV,TE,80,24,19,173,118,77
Jalin Hyatt,NYG,WR,40,5,5,35,34,1
Jamaal Williams,NO,RB,8,,,,,
Deonte Harty,BLT,WR,1,,,,,
Ryan Miller,TB,WR,15,5,4,38,34,8
Brock Wright,DET,TE,19,3,3,23,13,10
Kenny Yeboah,NYJ,TE,2,,,,,
A.J. Brown,PHI,WR,49,19,15,204,159,85
Luke McCaffrey,WAS,WR,34,3,3,22,17,5
Brandin Cooks,DAL,WR,39,15,7,56,123,5
C.J. Uzomah,PHI,TE,1,,,,,
Lucas Krull,DEN,TE,28,9,9,69,36,33
Tyler Johnson,LA,WR,35,12,10,75,61,35
Chig Okonkwo,TEN,TE,52,21,19,156,118,61
Gerald Everett,CHI,TE,16,1,1,17,7,10
Kendric Pryor,CIN,WR,1,1,1,9,10,-1
Alex Bachman,LV,WR,3,,,,,
Austin Trammell,JAX,WR,5,,,,,
Ray Davis,BUF,RB,10,,,,,
JuJu Smith-Schuster,KC,WR,34,7,5,34,37,12
Tony Pollard,TEN,RB,41,3,3,27,13,14
Romeo Doubs,GB,WR,31,4,4,33,24,9
Noah Fant,SEA,TE,76,21,18,187,110,93
DeeJay Dallas,ARZ,RB,1,,,,,
Ladd McConkey,LAC,WR,63,22,18,222,175,77
CeeDee Lamb,DAL,WR,73,26,22,206,178,67
Peyton Hendershot,KC,TE,5,3,3,36,18,18
Jordan Akins,CLV,TE,52,11,9,65,55,17
Nick Vannett,TEN,TE,13,2,1,6,4,1
Jared Wiley,KC,TE,4,1,1,7,4,3
Ja'Lynn Polk,NE,WR,32,7,4,34,56,2
Treylon Burks,TEN,WR,5,2,1,9,7,5
James Cook,BUF,RB,29,,,,,
George Kittle,SF,TE,44,6,6,69,44,25
Keenan Allen,CHI,WR,71,22,16,132,140,34
Dalton Schultz,HST,TE,40,13,10,78,64,29
Anthony Gould,IND,WR,2,,,,,
Isaiah Likely,BLT,TE,46,12,11,113,66,59
