teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
2,Atlanta,Falcons,1,CAR,NFC,NFC South,Open,Open,Cover 4,17,94,No,No,No,417,90,No,13,Yes,83,0.9222,10,0.2158,73,9,1,0.8111,719,317,109,602,9,9,4,7,0.0959,0.1778,0.1444,0.4222,0.2556,55,0.6111,3,0.0333,6.6889,128.7,1.7242,7.9889,0.7487,0.0444,9.8493,4.3425,1.4932,45,22
32,Washington,Commanders,,DAL,NFC,NFC East,Closed,Closed,Cover 1,17,98,No,No,Yes,422,92,Yes,14,Yes,81,0.8804,6,0.218,67,6,,0.7283,751,398,183,612,4,4,7,11,0.1642,0.1196,0.0652,0.3913,0.3913,65,0.7065,9,0.0978,6.6522,111.3,1.7796,8.163,0.9317,0.0761,11.209,5.9403,2.7313,37,10
26,Philadelphia,Eagles,1,NYG,NFC,NFC East,Closed,Closed,Cover 3,17,95,No,Yes,No,445,90,No,10,No,73,0.8111,6,0.2022,58,5,,0.6444,572,216,88,596,2,2,9,6,0.1034,0.1111,0.1111,0.4222,0.3556,53,0.5889,4,0.0444,6.6222,71.2,1.2854,6.3556,-0.8508,0.1,9.8621,3.7241,1.5172,35,16
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Open,Cover 6,17,101,No,No,No,452,93,No,9,Yes,84,0.9032,5,0.2058,78,8,,0.8387,855,382,152,585,3,2,4,11,0.141,0.2151,0.129,0.3441,0.3118,52,0.5591,4,0.043,6.2903,106.8,1.8916,9.1935,2.0396,0.043,10.9615,4.8974,1.9487,51,9
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Open,Cover 4,17,94,No,No,Yes,400,88,No,18,No,79,0.8977,8,0.22,60,5,,0.6818,684,384,115,538,9,6,8,10,0.1667,0.1023,0.1136,0.3523,0.4318,58,0.6591,7,0.0795,6.1136,120.6,1.71,7.7727,0.6764,0.0909,11.4,6.4,1.9167,35,12
27,Pittsburgh,Steelers,1,CIN,AFC,AFC North,Open,Open,Cover 6,17,135,No,No,No,606,121,No,12,Yes,95,0.7851,12,0.1997,86,10,,0.7107,952,464,144,779,7,6,7,10,0.1163,0.124,0.1074,0.3636,0.405,74,0.6116,5,0.0413,6.438,99.6,1.571,7.8678,0.7748,0.0579,11.0698,5.3953,1.6744,45,15
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,84,No,No,No,370,77,No,17,Yes,63,0.8182,16,0.2081,54,11,1,0.7013,514,197,87,539,5,5,4,5,0.0926,0.1558,0.0779,0.4935,0.2727,51,0.6623,5,0.0649,7,93.8,1.3892,6.6753,-0.7085,0.0519,9.5185,3.6481,1.6111,41,23
29,San Francisco,49ers,,ARZ,NFC,NFC West,Open,Closed,Cover 3,17,74,No,No,No,327,70,Yes,10,Yes,64,0.9143,3,0.2141,55,6,,0.7857,569,287,73,440,4,2,4,4,0.0727,0.1571,0.1,0.3571,0.3857,46,0.6571,9,0.1286,6.2857,107.7,1.7401,8.1286,0.9187,0.0571,10.3455,5.2182,1.3273,38,14
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Open,Cover 4,17,97,No,No,No,434,91,No,7,Yes,81,0.8901,5,0.2097,73,5,,0.8022,761,350,148,621,5,4,6,16,0.2192,0.1429,0.1538,0.4505,0.2418,62,0.6813,5,0.0549,6.8242,119.8,1.7535,8.3626,1.0279,0.0659,10.4247,4.7945,2.0274,39,11
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Closed,Prevent,17,87,No,No,No,377,80,No,9,Yes,66,0.825,6,0.2122,60,6,1,0.75,599,266,102,525,5,3,2,5,0.0833,0.1625,0.1625,0.35,0.325,46,0.575,7,0.0875,6.5625,111.4,1.5889,7.4875,0.2423,0.025,9.9833,4.4333,1.7,33,10
