teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
9,Dallas,Cowboys,1,WAS,NFC,NFC East,Open,Open,Cover 0,17,153,No,No,Yes,609,147,Yes,9,Yes,131,0.8912,4,0.2414,122,5,,0.8299,1116,823,249,420,6,3,6,20,0.1639,0.1973,0.1156,0.2925,0.3946,120,0.8163,34,0.2313,2.8571,106.2,1.8325,7.5918,1.2822,0.0408,9.1475,6.7459,2.041,52,19
19,Las Vegas,Raiders,1,LAC,AFC,AFC West,Closed,Open,Cover 2,17,176,No,No,No,680,162,No,13,Yes,143,0.8827,11,0.2382,123,5,,0.7593,1072,777,274,541,8,6,11,19,0.1545,0.2099,0.1111,0.321,0.358,117,0.7222,32,0.1975,3.3395,109.4,1.5765,6.6173,0.2095,0.0679,8.7154,6.3171,2.2276,54,23
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Closed,Cover 3,17,168,No,Yes,No,676,154,No,13,Yes,137,0.8896,8,0.2278,122,5,,0.7922,1009,639,267,633,9,6,7,13,0.1066,0.1429,0.1623,0.2792,0.4091,108,0.7013,25,0.1623,4.1104,105.3,1.4926,6.5519,-0.2516,0.0455,8.2705,5.2377,2.1885,48,19
26,Philadelphia,Eagles,1,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,153,No,Yes,No,618,146,No,12,Yes,124,0.8493,7,0.2362,111,5,2,0.7603,864,525,158,544,5,5,8,14,0.1261,0.2192,0.0959,0.3082,0.363,115,0.7877,26,0.1781,3.726,101.5,1.3981,5.9178,-0.6219,0.0548,7.7838,4.7297,1.4234,47,19
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Open,Cover 2,17,140,No,No,Yes,561,127,No,12,Yes,108,0.8504,6,0.2264,100,8,2,0.7874,853,560,179,492,3,2,6,14,0.14,0.1654,0.1102,0.2598,0.4646,100,0.7874,21,0.1654,3.874,102.5,1.5205,6.7165,-0.0071,0.0472,8.53,5.6,1.79,48,18
2,Atlanta,Falcons,1,CAR,NFC,NFC South,Open,Open,Red Zone,17,186,No,Yes,No,739,177,No,15,Yes,156,0.8814,8,0.2395,144,9,1,0.8136,1269,835,237,661,10,5,6,17,0.1181,0.2203,0.0734,0.3333,0.3729,131,0.7401,35,0.1977,3.7345,113,1.7172,7.1695,0.6314,0.0339,8.8125,5.7986,1.6458,60,33
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Open,Cover 0,17,148,No,No,Yes,610,136,Yes,15,Yes,112,0.8235,8,0.223,100,11,1,0.7353,878,466,132,653,3,2,8,10,0.1,0.1544,0.0735,0.3015,0.4632,106,0.7794,19,0.1397,4.8015,94.5,1.4393,6.4559,-0.3205,0.0588,8.78,4.66,1.32,48,20
4,Buffalo,Bills,,NE,AFC,AFC East,Open,Closed,Cover 1,17,167,No,No,No,662,157,No,12,No,133,0.8471,12,0.2372,121,9,,0.7707,962,708,183,511,6,4,9,21,0.1736,0.2357,0.0955,0.3694,0.2994,123,0.7834,35,0.2229,3.2548,101.9,1.4532,6.1274,-0.4046,0.0573,7.9504,5.8512,1.5124,56,32
1,Arizona,Cardinals,1,SF,NFC,NFC West,Open,Open,Cover 2,17,154,No,No,No,633,145,No,9,Yes,114,0.7862,11,0.2291,105,4,,0.7241,830,614,202,504,5,2,4,19,0.181,0.1931,0.1172,0.331,0.3586,108,0.7448,26,0.1793,3.4759,94.9,1.3112,5.7241,-0.625,0.0276,7.9048,5.8476,1.9238,49,29
24,New York,Giants,,PHI,NFC,NFC East,Closed,Closed,Cover 1,17,144,No,Yes,No,591,133,No,10,Yes,115,0.8647,8,0.225,103,7,2,0.7744,883,545,190,537,7,4,7,15,0.1456,0.1654,0.0902,0.2707,0.4737,107,0.8045,21,0.1579,4.0376,111.8,1.4941,6.6391,0.0289,0.0526,8.5728,5.2913,1.8447,45,18
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Open,Red Zone,17,173,No,Yes,No,701,161,No,19,Yes,145,0.9006,9,0.2297,128,8,1,0.795,996,651,196,611,7,5,6,16,0.125,0.2174,0.0745,0.2547,0.4534,122,0.7578,31,0.1925,3.795,99.2,1.4208,6.1863,-0.4411,0.0373,7.7812,5.0859,1.5312,64,30
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Closed,Cover 3,17,177,Yes,No,No,695,164,No,11,Yes,148,0.9024,11,0.236,137,8,2,0.8354,1106,829,181,490,6,6,4,15,0.1095,0.1951,0.0915,0.4268,0.2866,118,0.7195,28,0.1707,2.9878,104.4,1.5914,6.7439,0.3839,0.0244,8.073,6.0511,1.3212,60,26
27,Pittsburgh,Steelers,1,CIN,AFC,AFC North,Open,Closed,Cover 3,17,183,No,Yes,No,758,171,No,13,Yes,147,0.8596,12,0.2256,137,9,,0.8012,1149,750,276,660,6,5,4,22,0.1606,0.1813,0.1228,0.2924,0.4035,134,0.7836,24,0.1404,3.8596,101.5,1.5158,6.7193,0.0888,0.0234,8.3869,5.4745,2.0146,60,36
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Closed,Cover 1,17,147,No,Yes,Yes,568,134,No,8,No,117,0.8731,8,0.2359,105,3,,0.7836,911,689,218,418,4,2,9,18,0.1714,0.1791,0.1418,0.3284,0.3507,99,0.7388,32,0.2388,3.1194,98.7,1.6039,6.7985,0.3258,0.0672,8.6762,6.5619,2.0762,48,22
29,San Francisco,49ers,,ARZ,NFC,NFC West,Open,Open,Cover 2,17,157,No,No,No,639,151,No,16,Yes,131,0.8675,14,0.2363,111,7,2,0.7351,907,660,178,563,8,5,8,16,0.1441,0.2185,0.1391,0.2583,0.3841,115,0.7616,29,0.1921,3.7285,100.5,1.4194,6.0066,-0.6238,0.053,8.1712,5.9459,1.6036,44,28
10,Denver,Broncos,1,KC,AFC,AFC West,Closed,Closed,Cover 3,17,168,Yes,No,No,682,159,No,12,Yes,126,0.7925,8,0.2331,112,7,,0.7044,959,653,211,579,4,3,8,18,0.1607,0.1761,0.1384,0.3459,0.327,122,0.7673,22,0.1384,3.6415,78.6,1.4062,6.0314,-0.4669,0.0503,8.5625,5.8304,1.8839,53,29
14,Indianapolis,Colts,1,JAX,AFC,AFC South,Open,Open,Cover 2,17,168,No,Yes,No,650,159,No,8,Yes,135,0.8491,5,0.2446,129,5,,0.8113,927,639,256,453,7,4,1,25,0.1938,0.2264,0.1195,0.239,0.4151,122,0.7673,40,0.2516,2.8491,100.4,1.4262,5.8302,-0.5679,0.0063,7.186,4.9535,1.9845,53,19
17,Los Angeles,Rams,1,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,168,No,No,No,671,153,No,14,No,130,0.8497,10,0.228,120,8,,0.7843,1021,724,199,517,8,3,6,18,0.15,0.1373,0.1307,0.366,0.3595,118,0.7712,26,0.1699,3.3791,103.7,1.5216,6.6732,0.3086,0.0392,8.5083,6.0333,1.6583,58,22
22,New England,Patriots,1,BUF,AFC,AFC East,Open,Closed,Cover 1,17,140,No,No,No,561,131,No,8,No,112,0.855,6,0.2335,101,2,1,0.771,876,591,224,542,8,3,7,17,0.1683,0.1069,0.1069,0.3435,0.4427,108,0.8244,24,0.1832,4.1374,114.6,1.5615,6.687,0.0304,0.0534,8.6733,5.8515,2.2178,49,24
30,Tampa Bay,Buccaneers,1,NO,NFC,NFC South,Closed,Closed,Cover 1,17,189,No,No,Yes,775,176,No,13,Yes,161,0.9148,8,0.2271,145,5,1,0.8239,1166,756,235,702,9,5,6,31,0.2138,0.1591,0.0966,0.2727,0.4716,140,0.7955,21,0.1193,3.9886,106.6,1.5045,6.625,0.0012,0.0341,8.0414,5.2138,1.6207,65,28
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Open,Cover 2 Man,17,183,No,No,No,720,170,No,13,No,139,0.8176,9,0.2361,128,8,4,0.7529,1020,831,267,428,6,2,5,15,0.1172,0.2294,0.0882,0.3588,0.3176,127,0.7471,33,0.1941,2.5176,99.1,1.4167,6,0.0864,0.0294,7.9688,6.4922,2.0859,58,35
31,Tennessee,Titans,1,HST,AFC,AFC South,Open,Open,Cover 2,17,148,No,No,No,586,140,No,10,Yes,121,0.8643,9,0.2389,110,6,1,0.7857,937,672,255,458,8,5,9,12,0.1091,0.1571,0.1429,0.3,0.4,118,0.8429,32,0.2286,3.2714,107.6,1.599,6.6929,0.2233,0.0643,8.5182,6.1091,2.3182,46,30
