teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
25,New York,Jets,1,MIA,AFC,AFC East,Open,Open,Cover 4,17,167,No,No,No,648,153,No,16,Yes,135,0.8824,15,0.2361,119,6,1,0.7778,1025,829,320,405,8,6,7,22,0.1849,0.1961,0.1307,0.2876,0.3856,115,0.7516,35,0.2288,2.6471,112,1.5818,6.6993,0.3432,0.0458,8.6134,6.9664,2.6891,49,30
20,Miami,Dolphins,,NYJ,AFC,AFC East,Open,Open,Cover 4,17,170,No,No,No,696,156,No,9,Yes,129,0.8269,8,0.2241,117,6,1,0.75,952,645,246,583,6,3,7,21,0.1795,0.2308,0.109,0.2949,0.3654,111,0.7115,27,0.1731,3.7372,97.5,1.3678,6.1026,-0.5045,0.0449,8.1368,5.5128,2.1026,53,24
3,Baltimore,Ravens,1,CLV,AFC,AFC North,Open,Open,Cover 2,17,173,No,No,Yes,726,162,No,18,Yes,143,0.8827,11,0.2231,124,9,,0.7654,1040,601,156,674,8,2,8,22,0.1774,0.2593,0.0988,0.284,0.358,110,0.679,23,0.142,4.1605,109.1,1.4325,6.4198,-0.3361,0.0494,8.3871,4.8468,1.2581,58,23
12,Green Bay,Packers,1,CHI,NFC,NFC North,Closed,Closed,Cover 1,17,164,No,Yes,Yes,658,155,No,8,No,128,0.8258,4,0.2356,120,5,1,0.7742,996,703,208,496,5,1,5,18,0.15,0.2452,0.0968,0.3355,0.3226,115,0.7419,32,0.2065,3.2,104.1,1.5137,6.4258,0.126,0.0323,8.3,5.8583,1.7333,54,20
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Open,Open,Cover 2,17,184,No,Yes,No,762,178,No,16,Yes,157,0.882,6,0.2336,132,6,2,0.7416,1027,766,233,601,4,3,14,21,0.1591,0.2191,0.1461,0.309,0.3258,118,0.6629,29,0.1629,3.3764,90.7,1.3478,5.7697,-0.7431,0.0787,7.7803,5.803,1.7652,56,24
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Open,Cover 2,17,171,No,No,No,700,161,No,13,Yes,132,0.8199,6,0.23,124,8,1,0.7702,907,612,236,510,2,2,3,14,0.1129,0.2422,0.118,0.236,0.4037,122,0.7578,31,0.1925,3.1677,93.9,1.2957,5.6335,-0.7767,0.0186,7.3145,4.9355,1.9032,38,21
11,Detroit,Lions,1,MIN,NFC,NFC North,Open,Open,Cover 2,17,167,No,No,No,679,158,No,9,Yes,132,0.8354,17,0.2327,118,4,2,0.7468,1006,628,249,740,5,3,7,23,0.1949,0.1392,0.0696,0.3481,0.443,125,0.7911,21,0.1329,4.6835,93.5,1.4816,6.3671,-0.3603,0.0443,8.5254,5.322,2.1102,54,30
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 1,17,173,No,No,Yes,697,156,No,17,Yes,139,0.891,8,0.2238,124,9,1,0.7949,1060,719,233,533,4,4,6,21,0.1694,0.2051,0.0897,0.4038,0.3013,104,0.6667,30,0.1923,3.4167,103.5,1.5208,6.7949,0.3075,0.0385,8.5484,5.7984,1.879,52,15
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Open,Cover 2,17,192,No,No,No,715,179,No,7,Yes,154,0.8603,6,0.2503,141,4,,0.7877,1094,813,259,518,7,2,10,14,0.0993,0.2011,0.095,0.2793,0.4246,131,0.7318,47,0.2626,2.8939,100.5,1.5301,6.1117,-0.2112,0.0559,7.7589,5.766,1.8369,66,22
13,Houston,Texans,,TEN,AFC,AFC South,Open,Open,Cover 2,17,170,No,No,No,673,161,No,9,Yes,130,0.8075,3,0.2392,117,3,3,0.7267,994,700,227,575,6,1,8,19,0.1624,0.205,0.087,0.2857,0.4161,130,0.8075,35,0.2174,3.5714,93,1.477,6.1739,-0.4563,0.0497,8.4957,5.9829,1.9402,52,20
