teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingRunPassOptionPercentage
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Closed,Closed,Cover 3,17,31,31,0.5161290322580645,5,10,0.3225806451612903,0.4482758620689655,-0.02212042510344825,1,62,0.0967741935483871,307,9.903225806451612,0.2899022801302932,9.096774193548388,688,1,1,3,No,No,15,0.4838709677419355,-0.03403387096774198,No,0.3548387096774194,18,0.5806451612903226,0.0967741935483871,0.06451612903225806,0.5806451612903226,0.3870967741935484,3.57741935483871,2.466666666666667,23.633333333333333,67.5,Yes,Yes,9,
2,Atlanta,Falcons,True,NO,NFC,NFC South,Open,Open,Cover 6,17,43,43,0.5813953488372093,1,16,0.37209302325581395,0.5,0.03258728965000002,3,97,0.09302325581395349,372,8.651162790697674,0.13440860215053763,7.023255813953488,920,1,2,2,No,Yes,10,0.23255813953488372,-0.24671860465116274,Yes,0.32558139534883723,23,0.5348837209302325,0.06976744186046512,0.11627906976744186,0.7209302325581395,0.46511627906976744,3.353488372093023,2.96,23,57.5,No,Yes,16,
32,Washington,Commanders,,PHI,NFC,NFC East,Open,Open,Cover 4,17,41,41,0.6341463414634146,5,20,0.4878048780487805,0.5128205128205128,0.02697366497435888,2,,,555,13.536585365853659,0.3063063063063063,15.487804878048781,850,4,,1,No,Yes,15,0.36585365853658536,-0.045714634146341505,No,0.2926829268292683,21,0.5121951219512195,0.024390243902439025,0.14634146341463414,0.7804878048780488,0.4146341463414634,2.9609756097560975,2.753333333333333,21.794871794871796,127.3,No,No,20,0.04878048780487805
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Open,Open,Cover 0,17,35,35,0.4,,9,0.2571428571428571,0.3333333333333333,-0.17081419036666673,5,15,0.02857142857142857,211,6.0285714285714285,0.13270142180094788,5.314285714285714,609,1,1,1,No,No,19,0.5428571428571428,0.015142857142857175,Yes,0.42857142857142855,15,0.42857142857142855,0.05714285714285714,0.11428571428571428,0.5142857142857142,0.3142857142857143,3.6342857142857143,3.0736842105263156,20.3,49.8,No,No,9,
8,Cleveland,Browns,,CIN,AFC,AFC North,Open,Open,Cover 0,17,33,33,0.48484848484848486,4,12,0.36363636363636365,0.375,-0.09913488862500003,1,,,329,9.969696969696969,0.2613981762917933,9.818181818181818,728,2,1,1,No,No,14,0.42424242424242425,0.008033333333333344,Yes,0.48484848484848486,17,0.5151515151515151,0.06060606060606061,0.09090909090909091,0.7272727272727273,0.30303030303030304,2.987878787878788,2.6999999999999997,22.75,81.5,No,No,12,
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 4,17,44,44,0.45454545454545453,1,11,0.25,0.32558139534883723,-0.1100659202790698,1,92,0.06818181818181818,356,8.090909090909092,0.1601123595505618,7.5227272727272725,1152,1,1,2,No,Yes,24,0.5454545454545454,0.006012499999999996,No,0.4318181818181818,31,0.7045454545454546,0.022727272727272728,0.1590909090909091,0.6363636363636364,0.20454545454545456,3.7022727272727276,2.845833333333333,26.790697674418606,58.9,No,No,11,
16,Kansas City,Chiefs,,LV,AFC,AFC West,Closed,Closed,Cover 3,17,30,30,0.5666666666666667,2,14,0.4666666666666667,0.6296296296296297,0.16205401344444448,2,57,0.1,361,12.033333333333333,0.13850415512465375,10.366666666666667,646,2,2,4,No,No,18,0.6,0.14317499999999997,No,0.3333333333333333,18,0.6,0.06666666666666667,0.23333333333333334,0.6,0.36666666666666664,3.2233333333333336,2.7777777777777777,23.071428571428573,85.6,Yes,Yes,14,
27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,Open,Closed,Cover 1,17,32,32,0.6875,5,17,0.53125,0.5806451612903226,0.12555659658064516,1,16,0.03125,524,16.375,0.2900763358778626,18.71875,730,6,1,,No,No,8,0.25,-0.12463593750000002,No,0.25,20,0.625,0.03125,0.0625,0.84375,0.5,2.746875,2.6,23.548387096774192,125,No,Yes,17,
29,San Francisco,49ers,True,SEA,NFC,NFC West,Open,Open,Cover 4,16,45,45,0.4444444444444444,4,15,0.3333333333333333,0.4,-0.07921450505,5,19,0.022222222222222223,386,8.577777777777778,0.15025906735751296,9.355555555555556,907,4,1,3,No,Yes,19,0.4222222222222222,-0.04552777777777782,No,0.4222222222222222,18,0.4,0.06666666666666667,0.1111111111111111,0.5777777777777777,0.3333333333333333,3.2866666666666666,2.8684210526315788,22.675,86,No,No,15,
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,47,47,0.5531914893617021,7,15,0.3191489361702128,0.41304347826086957,-0.044418108717391325,1,104,0.0851063829787234,372,7.914893617021277,0.06720430107526881,6.74468085106383,1172,4,3,4,Yes,Yes,20,0.425531914893617,-0.025065957446808524,Yes,0.3617021276595745,29,0.6170212765957447,0.0425531914893617,0.2127659574468085,0.723404255319149,0.3617021276595745,3.1872340425531918,2.5,25.47826086956522,63.4,No,Yes,15,
1,Arizona,Cardinals,,LA,NFC,NFC West,Closed,Closed,Cover 3,17,42,42,0.6190476190476191,3,17,0.40476190476190477,0.5263157894736842,0.06386008528947362,3,47,0.07142857142857142,459,10.928571428571429,0.15250544662309368,10.80952380952381,906,2,1,2,Yes,No,16,0.38095238095238093,-0.07184761904761909,Yes,0.2619047619047619,24,0.5714285714285714,0.023809523809523808,0.16666666666666666,0.7380952380952381,0.40476190476190477,3.2,2.7125,24.23076923076923,87.3,No,Yes,17,
5,Carolina,Panthers,,TB,NFC,NFC South,Closed,Closed,Prevent,17,28,28,0.4642857142857143,2,8,0.2857142857142857,0.39285714285714285,-0.09523649653571425,,70,0.10714285714285714,248,8.857142857142858,0.1693548387096774,7.964285714285714,621,1,1,1,No,No,7,0.25,-0.24469285714285713,No,0.4642857142857143,14,0.5,0.07142857142857142,0.10714285714285714,0.7857142857142857,0.32142857142857145,3.442857142857143,3.257142857142857,22.178571428571427,61,Yes,Yes,8,
6,Chicago,Bears,True,DET,NFC,NFC North,Open,Closed,Cover 3,17,39,39,0.5641025641025641,2,19,0.48717948717948717,0.5714285714285714,0.11804156702857144,3,22,0.02564102564102564,563,14.435897435897436,0.25044404973357015,9.179487179487179,839,1,5,,No,Yes,19,0.48717948717948717,0.04012948717948717,Yes,0.3076923076923077,23,0.5897435897435898,0.10256410256410256,0.20512820512820512,0.717948717948718,0.38461538461538464,3.1666666666666665,2.9473684210526314,23.75,63.7,No,No,19,
10,Denver,Broncos,True,LAC,AFC,AFC West,Open,Open,Cover 0,17,56,56,0.5357142857142857,6,20,0.35714285714285715,0.4230769230769231,-0.0384995921923077,4,39,0.03571428571428571,577,10.303571428571429,0.15424610051993068,10.571428571428571,1253,3,1,4,No,No,23,0.4107142857142857,-0.07535357142857142,Yes,0.375,36,0.6428571428571429,0.03571428571428571,0.21428571428571427,0.6964285714285714,0.3392857142857143,3.392857142857143,2.643478260869565,24.096153846153847,85.2,No,No,19,
