teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingRunPassOptionPercentage
24,New York,Giants,True,DAL,NFC,NFC East,Open,Open,Cover 4,17,48,48,0.6041666666666666,5,20,0.4166666666666667,0.5581395348837209,0.09628148262790692,5,75,0.08333333333333333,561,11.6875,0.22103386809269163,12.520833333333334,1020,2,,2,No,Yes,19,0.3958333333333333,-0.06595104166666665,No,0.2916666666666667,27,0.5625,0.020833333333333332,0.2708333333333333,0.6875,0.4791666666666667,3.252083333333333,2.642105263157895,23.72093023255814,99.4,No,No,20,0.020833333333333332
14,Indianapolis,Colts,,HST,AFC,AFC South,Open,Open,Cover 2,17,58,58,0.5344827586206896,6,22,0.3793103448275862,0.43103448275862066,-0.05719780318965523,,54,0.05172413793103448,595,10.258620689655173,0.26218487394957984,7.5,1270,1,4,1,Yes,No,29,0.5,0.056122413793103426,No,0.46551724137931033,29,0.5,0.10344827586206896,0.1724137931034483,0.7931034482758621,0.43103448275862066,3.1482758620689655,2.610344827586207,21.896551724137932,53.4,No,No,21,0.017241379310344827
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,17,44,44,0.5681818181818182,6,17,0.38636363636363635,0.45454545454545453,-0.02009204856818181,,62,0.06818181818181818,389,8.840909090909092,0.14652956298200515,8.727272727272727,961,2,1,1,No,Yes,16,0.36363636363636365,-0.010362500000000031,No,0.4318181818181818,25,0.5681818181818182,0.06818181818181818,0.22727272727272727,0.7272727272727273,0.36363636363636365,2.743181818181818,2.275,21.84090909090909,76.8,No,No,17,
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Closed,Closed,Cover 3,17,47,47,0.5106382978723404,6,18,0.3829787234042553,0.4,-0.06722517546666662,2,,,454,9.659574468085106,0.16519823788546256,8.914893617021276,1068,5,3,,Yes,No,17,0.3617021276595745,-0.07311382978723406,Yes,0.3829787234042553,27,0.574468085106383,0.0425531914893617,0.2553191489361702,0.6595744680851063,0.3617021276595745,3.095744680851064,2.552941176470588,23.733333333333334,83.1,No,Yes,18,
22,New England,Patriots,True,MIA,AFC,AFC East,Open,Open,Cover 0,17,33,33,0.45454545454545453,2,12,0.36363636363636365,0.5,0.04249508236666666,3,67,0.09090909090909091,325,9.848484848484848,0.06461538461538462,10.454545454545455,717,1,,,No,No,12,0.36363636363636365,-0.06511818181818185,Yes,0.3939393939393939,19,0.5757575757575758,0.030303030303030304,0.18181818181818182,0.8787878787878788,0.30303030303030304,3.0606060606060606,2.5833333333333335,23.9,83.5,No,No,12,
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Closed,Closed,Prevent,17,41,41,0.4146341463414634,5,14,0.34146341463414637,0.375,-0.06501790812500002,1,38,0.024390243902439025,388,9.463414634146341,0.12886597938144329,9.829268292682928,1052,3,1,1,No,No,16,0.3902439024390244,-0.03436707317073172,No,0.5121951219512195,27,0.6585365853658537,,0.17073170731707318,0.7804878048780488,0.2682926829268293,3.0365853658536586,2.73125,26.3,84.2,Yes,Yes,14,
20,Miami,Dolphins,,NE,AFC,AFC East,Open,Open,Cover 0,17,40,40,0.55,5,17,0.425,0.5,0.04779784431578943,2,65,0.05,445,11.125,0.2247191011235955,11.5,935,3,1,4,No,No,16,0.4,-0.08902499999999999,Yes,0.375,25,0.625,0.05,0.325,0.725,0.4,3.41,2.75625,24.605263157894736,98.4,No,No,16,
31,Tennessee,Titans,,JAX,AFC,AFC South,Open,Closed,Cover 3,17,41,41,0.6829268292682927,6,20,0.4878048780487805,0.5945945945945946,0.14220364672972974,2,42,0.04878048780487805,578,14.097560975609756,0.157439446366782,16.536585365853657,922,5,,,Yes,Yes,14,0.34146341463414637,-0.10502560975609754,No,0.21951219512195122,25,0.6097560975609756,,0.34146341463414637,0.7073170731707317,0.5609756097560976,3.163414634146341,2.7357142857142853,23.641025641025642,134.4,No,No,20,
3,Baltimore,Ravens,,PIT,AFC,AFC North,Open,Closed,Cover 1,17,54,54,0.5,6,21,0.3888888888888889,0.4489795918367347,-0.009322027285714296,4,17,0.018518518518518517,596,11.037037037037036,0.14261744966442952,9.648148148148149,1228,3,3,4,No,No,26,0.48148148148148145,-0.020512962962962986,No,0.37037037037037035,33,0.6111111111111112,0.07407407407407407,0.25925925925925924,0.6666666666666666,0.3888888888888889,3.485185185185185,2.8076923076923075,24.56,75.8,No,Yes,21,
12,Green Bay,Packers,,MIN,NFC,NFC North,Closed,Closed,Cover 1,17,33,33,0.5454545454545454,5,15,0.45454545454545453,0.5357142857142857,0.06862546546428572,5,,,387,11.727272727272727,0.09302325581395349,10.969696969696969,666,1,1,1,No,No,15,0.45454545454545453,-0.11116363636363642,Yes,0.30303030303030304,17,0.5151515151515151,0.030303030303030304,0.24242424242424243,0.45454545454545453,0.3939393939393939,3.8545454545454545,2.74,23.785714285714285,86.3,No,No,15,
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,17,42,42,0.6666666666666666,5,21,0.5,0.5476190476190477,0.06710185845238104,,52,0.047619047619047616,577,13.738095238095237,0.2218370883882149,16.11904761904762,964,5,,,Yes,Yes,12,0.2857142857142857,-0.10630000000000002,Yes,0.2857142857142857,24,0.5714285714285714,0.07142857142857142,0.19047619047619047,0.7857142857142857,0.5476190476190477,2.8476190476190473,2.6083333333333334,22.952380952380953,135.4,No,Yes,21,
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Open,Open,Cover 0,17,37,37,0.2972972972972973,3,9,0.24324324324324326,0.29411764705882354,-0.16626707552941178,2,16,0.02702702702702703,207,5.594594594594595,0.08695652173913043,0.7297297297297297,892,,4,1,No,No,16,0.43243243243243246,-0.019435135135135163,Yes,0.5945945945945946,19,0.5135135135135135,0.10810810810810811,0.02702702702702703,0.6486486486486487,0.13513513513513514,3.194594594594595,2.38125,25.485714285714284,10.8,No,No,8,0.02702702702702703
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Open,Closed,Cover 3,16,45,45,0.5777777777777777,4,19,0.4222222222222222,0.46511627906976744,0.030233798720930183,2,16,0.022222222222222223,574,12.755555555555556,0.21254355400696864,9.644444444444444,1092,2,4,6,Yes,Yes,22,0.4888888888888889,-0.07431111111111113,No,0.37777777777777777,29,0.6444444444444445,0.1111111111111111,0.17777777777777778,0.6222222222222222,0.26666666666666666,3.8400000000000003,2.9318181818181817,25.3953488372093,67.1,No,No,19,
13,Houston,Texans,True,IND,AFC,AFC South,Open,Open,Cover 2,17,38,38,0.5526315789473685,3,15,0.39473684210526316,0.4473684210526316,-0.01025578189473686,,51,0.05263157894736842,393,10.342105263157896,0.16793893129770993,5.473684210526316,941,2,5,,Yes,No,13,0.34210526315789475,-0.08073421052631584,No,0.42105263157894735,22,0.5789473684210527,0.10526315789473684,0.2894736842105263,0.7631578947368421,0.42105263157894735,3.026315789473684,2.8153846153846156,24.763157894736842,56,No,No,15,
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Closed,Cover 3,17,53,53,0.5660377358490566,3,20,0.37735849056603776,0.47058823529411764,0.036343999039215646,2,117,0.07547169811320754,641,12.09433962264151,0.1856474258970359,12.283018867924529,1291,5,2,2,No,Yes,16,0.3018867924528302,-0.13138490566037736,Yes,0.33962264150943394,38,0.7169811320754716,0.05660377358490566,0.2641509433962264,0.7924528301886793,0.3018867924528302,3.0867924528301884,2.7375,25.313725490196077,99.6,No,No,20,
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Open,Cover 6,17,35,35,0.5142857142857142,2,14,0.4,0.5454545454545454,0.1028879878484848,2,112,0.11428571428571428,411,11.742857142857142,0.12408759124087591,9.6,844,3,3,1,No,Yes,12,0.34285714285714286,-0.22625714285714288,Yes,0.4,23,0.6571428571428571,0.08571428571428572,0.22857142857142856,0.6571428571428571,0.34285714285714286,3.874285714285714,2.658333333333333,25.575757575757574,77.2,No,Yes,14,
21,Minnesota,Vikings,True,GB,NFC,NFC North,Closed,Closed,Cover 1,17,31,31,0.5806451612903226,1,13,0.41935483870967744,0.5666666666666667,0.05331429743333327,1,72,0.12903225806451613,306,9.870967741935484,0.16339869281045752,9.064516129032258,611,1,1,2,No,No,16,0.5161290322580645,0.04107096774193546,Yes,0.3870967741935484,12,0.3870967741935484,0.03225806451612903,0.0967741935483871,0.6129032258064516,0.2903225806451613,3.329032258064516,2.375,20.366666666666667,75.5,No,No,13,
9,Dallas,Cowboys,,NYG,NFC,NFC East,Open,Open,Cover 4,17,40,40,0.475,7,16,0.4,0.4,-0.06257347359999998,,,,489,12.225,0.20245398773006135,12.6,997,3,1,2,No,Yes,16,0.4,-0.11878124999999998,No,0.5,23,0.575,0.025,0.2,0.625,0.35,3.5825000000000005,2.84375,24.925,100.9,No,No,16,
