id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
24,,,,352,38,91,14,25,46,7,1530,313,42,232,0.0037,473.4550000000003,-51.672000000000004,32,6,57,7,0,2313,244,2114,21,72,5,801,0,0,77,5,0,0,0,248,0,0,0,171,0,0,330,0,0,0,60,187,232,0,27,18,0,332,0
9,,,,414,25,56,16,23,58,13,1863,282,56,294,-0.014,383.1580000000004,117.61200000000005,58,27,89,23,0,2614,166,1701,30,66,11,1070,0,0,69,4,0,0,0,142,0,0,0,211,0,0,296,0,0,0,83,112,274,0,59,17,0,445,0
26,,,,342,15,57,8,21,37,6,1147,276,40,229,-0.0219,332.354,-50.63899999999994,32,8,69,10,0,1793,123,2005,15,54,4,604,0,0,50,4,0,0,0,122,0,0,0,196,0,0,240,0,0,0,77,110,283,0,53,23,0,424,0
16,,,,377,15,47,13,21,45,3,1328,275,27,243,-0.0014,409.73399999999947,4.017999999999981,31,11,62,15,0,2024,161,1404,20,52,1,633,0,0,21,2,0,0,0,199,0,0,0,160,0,0,229,0,0,0,124,137,271,0,59,42,0,343,0
30,,,,409,30,55,11,21,55,11,1640,337,38,297,0.0175,524.0590000000007,31.87199999999999,47,18,62,19,0,2492,204,1982,16,61,5,555,0,0,75,5,0,0,0,173,0,0,0,232,0,0,292,0,0,0,73,130,279,0,41,29,0,427,0
2,,,,368,23,70,18,21,49,11,1425,304,41,258,-0.0093,402.46999999999974,-15.050999999999986,42,17,72,17,0,2416,71,2170,20,64,8,681,0,0,55,3,0,0,0,189,0,0,0,201,0,0,312,0,0,0,69,151,258,0,39,13,0,394,0
8,,,,347,25,65,13,27,43,7,1211,282,30,229,0.0098,410.96699999999953,-77.03300000000002,42,20,63,18,0,1927,160,1713,21,65,5,654,0,0,40,2,0,0,0,220,0,0,0,209,0,0,334,0,0,0,66,106,181,0,47,23,0,318,0
7,,,,389,21,70,11,23,60,8,1700,266,63,279,0.0025,415.6030000000001,78.3809999999999,46,18,88,27,0,2163,178,1837,19,57,4,590,0,0,61,2,0,0,0,200,0,0,0,211,0,0,327,0,0,0,61,126,205,0,59,35,0,367,0
17,,,,394,25,62,9,14,50,8,1366,280,48,283,-0.0035,397.68299999999954,67.75300000000001,35,18,69,24,0,2081,90,1685,18,52,4,549,0,0,51,1,0,0,0,150,0,0,0,228,0,0,249,0,0,0,51,115,290,0,60,14,0,403,0
14,,,,445,39,77,19,28,57,3,1622,342,47,307,-0.0212,407.6809999999995,29.439999999999994,56,21,107,21,0,2970,275,1939,29,72,3,869,0,0,70,6,0,0,0,240,0,0,0,236,0,0,329,0,0,0,94,164,291,0,43,40,0,420,0
5,,,,375,25,62,10,20,42,6,1317,268,42,252,0.0093,428.37099999999987,43.453000000000046,32,10,68,14,0,2274,105,1511,17,53,2,616,0,0,67,3,0,0,0,111,0,0,0,228,0,0,277,0,0,0,53,101,246,0,38,11,0,423,0
15,,,,440,39,87,22,22,46,8,1369,372,35,282,-0.0121,469.3919999999996,-78.619,53,17,80,17,0,2699,156,2360,26,78,4,867,0,0,76,1,0,0,0,158,0,0,0,226,0,0,306,0,0,0,102,176,333,0,39,27,0,508,0
19,,,,386,35,84,31,20,42,6,1098,279,28,250,-0.0592,195.62900000000013,-38.869000000000035,33,17,57,19,0,2093,115,1777,18,57,2,546,0,0,65,3,0,0,0,176,0,0,0,214,0,0,312,0,0,0,49,116,229,0,65,18,0,383,0
23,,,,385,20,41,8,15,37,6,1209,287,53,266,-0.0007,428.26400000000024,38.74699999999997,43,13,82,17,0,2183,102,1740,20,58,3,673,0,0,55,3,0,0,0,112,0,0,0,219,0,0,286,0,0,0,59,108,248,0,67,24,0,446,0
20,,,,336,26,67,12,15,44,11,1310,264,39,229,0.0017,379.12299999999993,-26.523000000000025,30,12,61,14,0,1980,156,1895,21,66,6,705,0,0,56,5,0,0,0,116,0,0,0,192,0,0,300,0,0,0,37,133,213,0,56,18,0,415,0
1,,,,414,33,90,10,24,52,7,1473,342,59,309,0.0275,563.0899999999999,90.30000000000008,51,18,105,24,0,2586,140,1845,24,54,5,734,0,0,86,6,0,0,0,166,0,0,0,209,0,0,258,0,0,0,59,135,318,0,58,20,0,430,0
25,,,,434,20,48,20,20,53,12,1591,359,42,297,0.0149,556.3450000000001,13.440000000000033,43,15,98,19,0,2674,136,1496,24,49,8,800,0,0,55,5,0,0,0,233,0,0,0,267,0,0,350,0,0,0,71,134,279,0,67,27,0,423,0
22,,,,382,34,85,15,26,57,10,1581,291,45,257,0.0196,473.206,137.90600000000012,37,17,85,27,0,2306,230,1441,18,51,6,554,0,0,56,4,0,0,0,216,0,0,0,186,0,0,277,0,0,0,74,130,231,0,52,29,0,321,0
21,,,,407,38,81,13,37,49,5,1419,307,30,264,0.0182,531.6289999999997,20.849999999999998,44,14,83,20,0,2629,292,1673,29,71,5,931,0,0,73,3,0,0,0,235,0,0,0,193,0,0,328,0,0,0,80,123,236,0,66,22,0,351,0
32,,,,379,26,68,10,20,53,7,1726,311,44,282,0.0033,457.3280000000004,125.61300000000001,50,18,85,26,0,2401,131,1869,21,55,5,771,0,0,61,3,0,0,0,178,0,0,0,209,0,0,285,0,0,0,74,122,277,0,51,17,0,401,0
10,,,,388,41,93,15,34,40,7,1250,347,33,235,-0.0136,408.69699999999966,-59.49400000000004,41,11,83,12,0,2312,175,2852,23,82,5,716,0,0,73,6,0,0,0,293,0,0,0,204,0,0,355,0,0,0,102,144,257,0,46,43,0,362,0
31,,,,372,29,67,21,10,58,9,1781,284,28,271,-0.0003,411.38900000000007,93.32699999999994,37,20,69,22,0,2368,79,1616,29,65,7,984,0,0,50,1,0,0,0,144,0,0,0,223,0,0,252,0,0,0,53,142,284,0,35,19,0,411,0
27,,,,430,35,68,18,18,45,11,1349,336,51,292,-0.0057,437.7779999999999,58.069,36,20,73,19,0,2626,133,1874,27,68,9,880,0,0,79,4,0,0,0,144,0,0,0,238,0,0,312,0,0,0,63,113,273,0,75,15,0,456,0
28,,,,411,26,74,20,25,44,4,1269,325,58,265,0.0029,484.05700000000013,-81.79299999999995,42,14,88,17,0,1897,122,2092,21,65,1,593,0,0,59,0,0,0,0,185,0,0,0,261,0,0,275,0,0,0,67,161,348,0,41,24,0,462,0
11,,,,383,36,90,25,20,58,12,1759,345,34,252,-0.002,441.26000000000073,6.555000000000004,49,18,80,19,0,2955,178,2527,31,85,8,1079,0,0,69,2,0,0,0,246,0,0,0,177,0,0,343,0,0,0,92,181,246,0,33,13,0,356,0
12,,,,389,52,103,21,18,41,8,1123,258,45,258,-0.0128,386.42600000000004,46.335999999999984,44,19,79,18,0,2183,38,1734,19,53,4,559,0,0,99,4,0,0,0,112,0,0,0,174,0,0,295,0,0,0,53,134,276,0,56,10,0,469,0
29,,,,420,32,80,15,28,53,8,1479,329,52,275,0.0385,624.6630000000002,-67.89099999999995,40,15,83,18,0,2681,249,1890,23,62,7,703,0,0,93,5,0,0,0,158,0,0,0,226,0,0,286,0,0,0,69,128,329,0,52,16,0,473,0
13,,,,364,32,72,11,36,47,6,1450,317,38,216,-0.004,409.2630000000001,-96.99599999999992,29,13,58,16,0,2466,351,1878,23,67,5,820,0,0,50,3,0,0,0,185,0,0,0,171,0,0,293,0,0,0,85,179,279,0,37,10,0,397,0
