id,name,pos,team,avoidedTackles,jukes,openFieldYards,powerSuccessRate,secondLevelYards,stuffedAttempts,success,winYards,yardsAfterContact,yardsBeforeContact,adjustedLineYards,adjustedLineYardsAvg,dvoa,dyar,epa,goalLineAttempts,goalLineTouchdowns,redZoneAttempts
00-0037012,Trey Lance,QB,LAC,0,0,69,0.5,10,4,7,2,2,83,0,0,-0.4781,-18.066,1.2530000000000001,0,0,0
00-0037261,Khalil Shakir,WR,BUF,0,0,0,0,0,0,0,1,1,4,0,0,1.75,2.366,-0.105,0,0,0
00-0033881,Evan Engram,TE,DEN,0,0,0,0,7,0,1,0,0,7,0,0,0.6262,4.711,0.254,0,0,0
00-0038794,,,,8,0,66,1,79,4,19,76,76,111,205.89666000000003,5.5648,0.2328,47.108999999999995,2.1759999999999997,1,0,5
00-0040737,Terrance Ferguson,TE,LAR,0,0,0,0,0,1,0,0,0,0,0,0,-0.5084,-0.6,-1.549,0,0,1
00-0035993,Tyler Huntley,QB,BAL,1,0,106,1,49,8,14,23,23,128,0,0,0.0735,13.052999999999999,10.261999999999997,0,0,7
00-0036425,,,,0,0,17,0,0,1,1,6,6,15,14.532869999999999,4.8443,0.1129,2.561,-0.5569999999999999,0,0,1
00-0035125,,,,1,0,0,1,6,0,1,7,7,2,12.37275,6.1864,-0.0666,0.20400000000000007,0.45099999999999996,0,0,1
00-0033858,,,,2,0,44,0,25,0,5,33,33,37,0,0,0.6717,51.709,3.8470000000000004,0,0,2
00-0034771,,,,0,0,0,1,0,4,3,3,3,3,0,0,0.1459,4.497,0.8950000000000002,0,0,1
00-0037091,,,,0,0,31,0,0,1,2,11,11,24,0,0,0.0369,11.482,0.848,0,0,0
00-0036825,,,,0,0,0,1,0,0,2,0,0,4,0,0,1.0822,14.633,1.272,0,0,0
00-0040164,Ja'Kobi Lane,WR,BAL,0,0,0,0,7,0,1,3,3,4,0,0,0.3512,3.5,0.261,0,0,0
00-0039021,,,,0,0,11,1,6,0,2,5,5,12,16.81848,8.4092,0.8685,9.692,1.359,0,0,0
00-0040718,Travis Hunter,WR,JAX,0,0,0,0,0,1,0,0,0,0,0,0,-0.7467,-1.649,-0.661,0,0,1
00-0031345,,,,0,0,0,0,0,9,0,0,0,-10,0,0,0,0,0,0,0,0
00-0040234,Quinn Ewers,QB,MIA,0,0,0,0,16,5,2,0,0,19,0,0,-1.2524,-8.39,-4.676,0,0,0
00-0038102,,,,1,0,0,1,23,2,3,2,2,20,0,0,-0.9645,-3.425,-4.159,0,0,0
00-0033555,Mack Hollins,WR,NE,0,0,0,0,0,0,0,0,0,4,0,0,-0.3266,0.281,-0.224,0,0,0
00-0039757,,,,2,0,22,0.75,15,4,8,33,33,40,101.62292999999997,4.4184,-0.0759,1.1379999999999981,2.389,2,0,4
00-0035628,,,,1,0,0,0,0,3,1,14,14,11,36.24264,2.5888,-0.6855,-31.015000000000004,-6.635000000000001,1,0,1
00-0031237,,,,0,0,0,0,6,2,0,0,0,4,0,0,0,0,-0.019,0,0,0
00-0036755,,,,10,0,34,0.75,61,5,16,108,108,51,176.17103999999992,4.2969,0.1313,36.456999999999994,-2.255,2,1,6
00-0034367,,,,0,0,0,0,0,1,0,2,2,-4,-3.4009199999999997,-1.7005,-1.6138,-9.532,-1.514,0,0,0
00-0039874,Jaylen Wright,RB,MIA,15,0,94,0.8,145,12,33,196,196,92,278.1041699999999,3.9729,-0.0919,-1.8060000000000134,-5.775999999999999,4,1,12
00-0029604,Kirk Cousins,QB,LV,0,0,0,0.75,6,7,5,2,2,5,0,0,-0.0407,2.753,-2.492,1,1,1
00-0039451,,,,1,0,25,0,0,0,1,4,4,30,0,0,0.7289,16.899,1.584,0,0,0
00-0040259,,,,2,0,0,0,0,0,0,15,15,-12,0,0,0,0,-0.811,0,0,0
00-0038400,Tanner McKee,QB,PHI,0,0,0,0,9,5,1,0,0,8,0,0,0,0,-5.1690000000000005,0,0,0
00-0037239,Chris Olave,WR,NO,0,0,0,0,0,1,0,0,0,-3,0,0,-1.7608,-6.842,-1.253,0,0,0
00-0040429,,,,0,0,0,0,0,0,0,8,8,3,16.6803,4.1701,-0.3185,-3.505,-3.0649999999999995,0,0,0
00-0040743,Tyler Shough,QB,NO,1,0,111,0.5714,33,13,20,8,8,178,0,0,-0.1628,-4.305000000000002,-3.334000000000002,5,1,13
00-0036358,CeeDee Lamb,WR,DAL,0,0,0,0,0,0,0,0,0,2,0,0,-0.415,-0.125,-0.248,0,0,0
00-0037563,Malik Davis,RB,DAL,4,0,101,0.3333,56,3,21,94,94,156,228.36500999999996,4.3916,0.0528,31.57600000000001,0.13299999999999934,2,1,8
00-0035264,,,,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0
00-0040206,Riley Leonard,QB,IND,1,0,11,1,15,1,4,5,5,22,0,0,0.3377,6.264000000000001,5.934,1,1,2
00-0039067,Rashee Rice,WR,KC,1,0,0,0,7,0,4,8,8,12,0,0,-0.5597,-9.344000000000001,1.862,2,0,3
00-0037329,,,,2,0,22,1,6,0,3,20,20,17,27.39912,5.4798,0.5732,13.075999999999999,2.599,0,0,0
00-0038994,Jordan Addison,WR,MIN,2,0,81,0,0,0,2,15,15,66,0,0,9.8553,48.179,7.7909999999999995,0,0,0
00-0033288,George Kittle,TE,SF,1,0,0,0,0,1,0,2,2,-5,0,0,-2.1906,-9.959,-0.99,0,0,1
00-0038658,,,,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-2.324,0,0,0
00-0037323,,,,0,0,0,1,0,0,1,0,0,3,5.22687,5.2269,0.4035,3.795,2.116,0,0,0
00-0039338,Brock Bowers,TE,LV,0,0,0,0,6,1,1,3,3,-1,0,0,-0.706,-2.3710000000000004,-1.154,0,0,0
00-0036360,,,,1,0,0,0,7,3,2,15,15,-2,11.74953,1.6785,-0.5267,-13.644000000000002,-2.659,0,0,0
00-0033376,,,,0,0,0,1,0,0,1,0,0,3,5.50323,5.5032,0.4829,4.411,0.51,0,0,0
00-0037614,John Metchie III,WR,CAR,0,0,0,0,0,2,0,0,0,-5,0,0,-1.4259,-15.457,-3.032,0,0,0
00-0039364,,,,0,0,0,0,0,0,0,3,3,1,5.91777,5.9178,-0.4262,-1.193,-0.882,0,0,0
00-0035291,,,,3,0,11,1,16,2,4,22,22,14,34.145970000000005,3.4146,-0.1808,-4.196999999999999,1.574,0,0,0
00-0040039,,,,0,0,0,0,6,0,1,5,5,3,8.73072,4.3654,0.0609,1.007,-0.05299999999999999,0,0,0
00-0035594,,,,1,0,0,0,0,1,0,3,3,-5,-3.84507,-3.8451,-1.2568,-4.427,-1.366,0,0,0
00-0038128,,,,3,1,95,0.6,23,7,13,39,28,95,0,0,0.4361,27.567999999999998,0.15099999999999947,1,0,5
00-0031503,Jameis Winston,QB,NYG,1,0,21,1,10,2,3,11,11,12,0,0,0.0183,4.412000000000001,4.288,1,1,2
00-0039266,,,,0,0,0,0,0,1,1,0,0,2,2.09385,1.0469,-0.7474,-6.983,1.6099999999999999,0,0,0
00-0040668,Shedeur Sanders,QB,CLE,1,0,96,1,57,2,15,4,4,165,0,0,0.1504,2.191,9.625,0,0,1
00-0036672,,,,0,0,0,0,0,1,0,0,0,0,0.5217,0.5217,-0.8887,-4.474,-2.786,0,0,0
00-0035640,DK Metcalf,WR,PIT,0,0,0,0,12,0,2,1,1,11,0,0,1.4392,19.787,1.6869999999999998,0,0,1
00-0035229,T.J. Hockenson,TE,MIN,0,0,0,0,0,1,0,0,0,0,0,0,-0.9623,-7.02,-1.107,0,0,1
00-0030506,Travis Kelce,TE,KC,1,0,0,0,0,0,0,3,3,-2,0,0,-0.3361,0.915,-1.875,1,0,1
00-0038041,Jake Ferguson,TE,DAL,1,0,0,0,0,0,0,2,2,-1,0,0,-1.0391,-3.977,-0.694,0,0,0
00-0039623,,,,1,0,23,0,0,2,2,15,15,3,0,0,-1.1586,-17.094,-1.379,0,0,0
00-0038458,,,,0,0,0,0,0,1,1,0,0,6,2.4125099999999997,0.8042,-0.5262,-4.5329999999999995,-1.049,0,0,0
00-0038393,Dontayvion Wicks,WR,PHI,1,0,0,0,6,0,1,2,2,4,0,0,0.9704,6.349,0.494,0,0,0
00-0038124,Christian Watson,WR,GB,0,0,0,0,0,0,0,1,1,2,0,0,-0.2909,0.526,-0.185,0,0,1
00-0035631,,,,0,0,0,0,0,0,0,2,2,1,0,0,-0.3039,0.336,-0.584,0,0,0
00-0032775,,,,0,0,0,0,6,0,1,1,1,5,0,0,0.4074,4.744,0.316,0,0,0
00-0039359,,,,0,0,0,0.5,0,2,2,1,1,2,0,0,-0.6099,-9.241000000000001,-4.279000000000001,0,0,3
00-0038397,,,,0,0,0,0,14,3,3,20,20,28,54.84053999999999,2.8863,-0.3442,-19.797000000000004,-7.415,0,0,3
00-0037487,,,,0,0,0,0,0,0,1,1,1,4,0,0,0.959,6.361,0.347,0,0,0
00-0034960,Jakobi Meyers,WR,JAX,1,1,0,1,0,0,1,14,12,1,0,0,-0.2176,4.390000000000001,-0.408,1,0,2
00-0033319,,,,0,0,0,0,0,12,0,0,0,-8,0,0,0,0,-2.4610000000000003,0,0,0
00-0035311,,,,0,0,0,0,0,1,0,6,6,0,8.41911,2.8064,-0.5995,-5.479,-1.5419999999999998,0,0,0
00-0035042,,,,0,0,0,0,0,1,0,0,0,-13,0,0,0,0,-3.759,0,0,0
00-0038911,,,,0,0,0,0,0,0,0,1,1,0,0,0,-1.2987,-4.33,-0.498,0,0,0
00-0037745,,,,0,0,25,0,0,0,1,2,2,30,16.93128,4.2328,0.2537,2.986,-0.019000000000000128,0,0,0
00-0039146,Jayden Reed,WR,GB,1,0,15,0,13,0,3,11,11,17,0,0,0.3944,13.046,1.412,0,0,0
00-0036613,Jaylen Waddle,WR,DEN,0,0,21,0,7,0,2,2,2,26,0,0,1.2614,20.799,1.9289999999999998,0,0,0
00-0031610,Darren Waller,TE,FA,0,0,0,0,0,0,1,2,2,2,0,0,1.0366,8.619,0.367,0,0,0
00-0040398,,,,0,0,23,0.6,12,3,6,2,2,47,0,0,-0.5103,-12.387,-4.288,0,0,0
00-0039373,Audric Estime,RB,NO,12,0,44,0.4,75,7,20,145,145,53,199.46988000000002,4.3363,-0.016,15.012999999999998,3.8770000000000002,3,0,6
00-0037557,,,,2,0,0,1,34,0,5,27,27,19,53.87469,5.9861,0.1194,7.629000000000001,-1.62,0,0,0
00-0040727,Tre' Harris,WR,LAC,1,0,0,0,7,0,1,4,4,6,0,0,0.274,6.775,-0.011999999999999955,0,0,1
00-0040126,Colston Loveland,TE,CHI,0,0,0,0,0,1,0,0,0,-2,0,0,-1.2403,-4.487,-0.873,0,0,1
00-0039405,,,,12,1,116,0.5,37,10,11,123,121,72,161.71431,3.7608,-0.1791,-15.183,-8.993,1,0,5
00-0040556,,,,3,0,0,1,35,0,6,25,25,33,66.86079000000001,5.5717,0.1808,14.296,1.8880000000000001,0,0,2
00-0039890,Adonai Mitchell,WR,NYJ,0,0,0,0,0,1,0,1,1,-5,0,0,-2.3362,-8.639,-1.113,0,0,0
00-0036906,,,,1,0,0,0,7,1,5,26,26,26,58.68279,3.6677,-0.4924,-25.205000000000002,-2.2640000000000002,0,0,3
00-0034959,,,,0,0,0,1,0,0,1,2,2,3,6.59316,6.5932,0.6279,4.689,1.301,0,0,1
00-0022942,,,,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,-1.146,0,0,0
00-0040205,,,,0,0,0,0.6667,0,1,2,3,3,4,13.706610000000001,4.5689,0.0221,2.282000000000001,-0.539,0,0,0
00-0037692,,,,0,0,0,0,6,0,1,0,0,6,0,0,0.339,-4.646,2.725,0,0,0
00-0032918,,,,0,0,0,1,0,0,2,3,3,2,13.85607,4.6187,0.6021,14.73,1.796,2,2,2
00-0026300,,,,0,0,24,1,16,3,5,2,2,53,0,0,-0.9625,-3.233,-4.8,1,1,2
00-0039855,Jalen McMillan,WR,TB,0,0,0,0,0,0,0,1,1,0,0,0,-1.0642,-3.742,-0.462,0,0,1
00-0039398,Joe Milton III,QB,DAL,0,0,35,1,7,0,2,12,12,38,0,0,0.4955,6.811999999999999,-2.091,1,0,1
00-0037324,,,,1,1,0,0,7,1,1,13,6,12,0,0,-2.7902,-23.595,-6.233,0,0,1
00-0040534,,,,0,0,0,0,9,0,1,7,7,3,0,0,-0.1124,3.4090000000000007,-0.558,0,0,0
00-0038997,Josh Downs,WR,IND,0,0,0,0,0,1,0,0,0,-2,0,0,-1.2787,-9.293000000000001,-1.5210000000000001,0,0,0
00-0037276,,,,2,0,0,0,0,2,3,33,33,14,67.81536,3.9891,-0.2294,-9.794999999999998,-4.971,1,0,1
00-0040187,,,,0,0,0,1,0,0,1,1,1,0,0,0,0.3571,6.993,1.784,0,0,0
00-0038582,,,,0,0,16,0,7,2,2,1,1,22,0,0,0.0039,1.403,2.179,0,0,0
00-0037252,Greg Dulcich,TE,MIA,0,0,0,0,0,1,0,0,0,-7,0,0,-151.8,-8.405,-1.629,1,0,1
00-0036842,,,,2,0,16,1,12,4,5,25,25,24,47.52828,3.656,-0.4472,-19.763,-3.1800000000000006,2,0,3
00-0036187,,,,0,0,0,0,0,1,1,3,3,1,9.2637,4.6319,-0.3894,-5.199999999999999,-0.261,1,0,1
00-0036407,Jerry Jeudy,WR,CLE,0,0,0,1,0,0,1,2,2,3,0,0,0.3347,6.783,2.733,0,0,0
00-0037512,,,,0,0,0,0,0,0,0,2,2,1,3.70125,3.7012,-0.8106,-4.301,-2.95,0,0,0
00-0038579,,,,0,0,0,0,7,0,1,0,0,7,0,0,0,0,0.157,0,0,0
00-0036679,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-0.835,0,0,0
00-0038891,,,,0,0,0,0,0,0,0,1,1,2,0,0,-0.2404,0.69,-0.355,0,0,0
00-0040021,Phil Mafah,RB,DAL,1,0,0,1,8,0,3,11,11,7,26.0427,5.2085,0.0973,4.904,1.073,1,1,1
