id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
00-0033908,Cooper Kupp,WR,SEA,52,4,9,4,3,8,0,244,53,7,40,0.0362,89.878,6.584999999999999,5,1,12,2,0,339,28,186,2,5,0,45,4,17,2,0,0,0,0,114,146,6,12,32,207,335,189,361,188,229,12,21,205,215,3,11,17,291,447
00-0040739,Elijah Arroyo,TE,SEA,16,2,7,0,1,4,1,109,16,1,11,-0.3719,-53.962,-16.239,1,0,5,0,0,102,1,118,3,5,1,85,3,17,1,0,0,28,0,41,23,64,135,10,27,22,73,108,39,5,2,12,83,71,1,5,0,120,156
00-0036887,,,,11,2,2,1,0,0,0,0,8,1,8,0.0156,9.3,3.548000000000001,1,0,4,2,0,33,0,8,0,0,0,0,6,0,3,0,0,30,27,41,4,89,50,4,10,0,64,32,14,8,0,3,74,53,4,11,0,108,81
00-0037112,Jake Tonges,TE,SF,38,3,6,1,1,2,1,44,23,2,28,0.2275,90.54599999999998,14.216000000000001,5,4,7,4,0,174,2,59,1,2,0,23,10,24,11,0,0,46,57,72,46,102,124,15,17,18,107,141,65,70,5,10,125,146,5,8,6,168,247
00-0037816,Romeo Doubs,WR,NE,61,7,21,3,3,12,1,334,61,7,47,0.1013,152.40099999999998,33.589,11,5,17,5,0,653,46,432,7,15,1,226,0,0,15,0,0,0,0,127,208,0,0,24,315,630,199,385,71,94,16,27,170,315,2,17,24,259,516
00-0038996,Tucker Kraft,TE,GB,36,1,2,0,4,6,1,219,26,6,28,0.3168,116.91100000000002,39.12299999999999,2,2,12,5,0,153,8,48,1,2,0,24,3,0,8,0,0,51,110,67,338,84,166,17,27,8,114,319,58,205,11,3,101,154,4,8,16,156,151
00-0038393,Dontayvion Wicks,WR,PHI,34,6,12,3,1,3,1,72,40,3,26,0.0781,74.72599999999997,14.158000000000003,3,2,4,1,0,319,16,198,2,7,1,52,0,0,7,0,0,0,0,68,129,7,0,12,115,187,104,180,102,145,10,15,115,151,2,5,1,156,203
00-0037306,,,,13,1,1,0,1,0,0,0,4,2,8,-0.0891,-1.653999999999999,3.761000000000001,1,1,4,1,0,18,3,6,0,0,0,0,9,9,1,0,0,39,12,44,22,63,45,7,9,6,77,40,17,0,2,1,51,29,4,9,3,93,50
00-0040667,Matthew Golden,WR,GB,31,4,6,2,1,7,0,217,31,4,23,-0.0878,12.923000000000005,16.797000000000008,2,0,2,0,0,269,5,283,6,12,0,197,2,-7,8,0,0,0,0,80,82,5,8,16,145,166,123,244,96,194,5,11,114,117,4,11,0,168,279
00-0040009,Savion Williams,WR,GB,10,1,1,0,0,1,0,33,1,2,5,-0.0088,9.122,4.626,0,0,4,1,0,17,0,0,1,1,0,33,6,2,0,0,0,0,0,10,16,2,0,8,10,16,17,8,19,60,0,1,18,62,1,2,8,27,62
00-0039139,Jahmyr Gibbs,RB,DET,82,1,2,0,4,7,1,203,27,22,46,0.1927,170.63899999999998,17.752999999999997,0,0,15,5,0,12,7,42,0,1,0,0,384,461,7,1,0,0,0,130,137,0,0,48,23,90,234,297,30,62,9,11,184,306,19,18,10,306,476
00-0039146,Jayden Reed,WR,GB,19,0,0,0,0,4,0,116,10,2,11,0.1015,37.471,11.55,1,1,4,1,0,122,0,57,2,3,0,56,8,15,4,0,0,0,0,34,113,1,0,11,21,6,53,156,73,186,2,0,47,51,5,3,0,69,94
00-0038685,Chris Brooks,RB,GB,15,0,0,0,2,0,0,0,4,4,8,-0.1787,-3.4390000000000005,-1.1179999999999999,0,0,3,0,0,-13,2,19,0,0,0,0,106,81,2,0,0,0,0,41,30,14,10,10,5,0,63,37,3,0,1,0,58,54,4,7,0,87,61
00-0035685,David Montgomery,RB,HOU,24,0,0,0,0,1,0,23,3,4,15,0.2198,58.797000000000004,3.131999999999999,0,0,2,0,0,-7,0,19,0,0,0,0,217,192,6,0,0,0,0,58,13,0,0,10,3,0,115,79,0,0,3,4,94,113,6,11,0,162,179
00-0036963,Amon-Ra St. Brown,WR,DET,129,10,19,1,7,20,1,558,141,11,92,0.0694,259.93799999999993,55.61200000000001,13,6,35,10,0,946,61,444,3,8,0,80,7,13,20,1,0,0,0,170,382,0,0,61,244,727,297,724,312,672,34,44,237,643,10,28,45,392,1030
00-0039065,Sam LaPorta,TE,DET,39,4,4,1,0,6,1,186,28,7,33,0.3428,136.463,36.429,1,1,6,2,0,215,0,62,2,2,1,67,4,13,5,1,0,36,123,78,93,74,106,23,49,79,146,200,109,168,7,9,115,280,4,10,9,193,396
00-0037240,Jameson Williams,WR,DET,76,3,7,1,10,23,6,680,77,7,57,0.2552,297.538,56.165,4,1,9,1,0,853,154,436,10,21,3,272,1,0,6,1,15,0,0,173,499,0,0,39,453,927,311,686,137,182,24,25,253,368,8,26,40,417,595
00-0039144,Luke Musgrave,TE,GB,29,1,5,0,4,5,0,119,20,0,18,0.0232,19.229,10.138999999999998,0,0,1,0,0,233,35,33,3,5,0,72,5,16,6,0,0,37,103,58,78,84,77,10,26,0,98,125,56,56,7,2,101,120,6,9,7,150,174
00-0032464,Kalif Raymond,WR,CHI,26,2,2,1,1,4,1,101,15,4,20,0.1601,68.565,15.206,0,0,2,0,0,159,4,10,1,2,0,30,4,17,5,0,0,1,0,61,119,0,0,12,123,159,100,107,85,113,3,4,103,175,6,10,7,152,170
00-0035700,Josh Jacobs,RB,GB,35,1,1,1,0,4,0,113,3,9,22,0.1751,73.039,11.849,1,1,6,1,0,-27,0,-12,0,0,0,0,222,187,11,0,0,0,0,76,15,13,10,19,12,40,124,99,3,45,2,3,116,178,7,10,5,174,267
00-0040669,Isaac TeSlaa,WR,DET,17,3,6,4,0,3,1,77,22,0,15,0.3925,106.12099999999998,17.834,11,6,11,6,0,193,0,159,2,4,1,49,3,0,2,1,0,0,0,102,88,0,0,10,210,196,162,102,76,43,5,8,109,114,2,17,23,186,151
00-0036554,Nico Collins,WR,HOU,76,10,20,5,2,18,3,587,98,9,58,0.1095,216.84600000000006,38.25999999999999,15,5,18,3,0,855,31,674,10,22,2,341,1,-1,7,0,0,0,0,136,393,0,0,32,355,919,200,665,94,199,29,46,227,430,4,23,22,314,724
00-0039075,Puka Nacua,WR,LAR,137,13,21,11,4,27,5,816,118,20,117,0.3306,598.0960000000001,115.69499999999995,7,3,17,5,0,1127,27,439,13,23,3,392,21,117,22,0,0,1,0,153,490,9,60,69,281,957,226,931,152,581,29,33,219,754,11,19,30,311,1225
00-0031381,Davante Adams,WR,LAR,70,8,27,4,2,14,2,372,86,2,59,0.0104,129.23200000000006,27.034000000000006,30,14,32,12,0,814,34,630,7,21,2,203,1,0,11,0,0,0,0,161,260,0,0,34,349,669,224,474,58,120,24,44,160,292,1,24,23,247,529
00-0037840,Kyren Williams,RB,LAR,40,4,6,2,3,2,0,51,10,2,22,0.1006,72.44999999999997,8.538000000000002,0,0,10,3,0,125,0,0,1,1,0,30,425,233,9,0,0,0,0,152,82,3,0,19,2,0,223,118,31,48,6,8,217,153,8,21,10,309,199
00-0039359,,,,16,3,5,0,2,0,0,0,12,0,8,-0.2951,-24.348,2.216,0,0,3,0,0,31,5,0,0,0,0,0,4,8,2,0,0,23,42,24,22,34,20,5,8,0,39,56,6,6,3,4,33,20,2,3,0,51,54
00-0034383,Dalton Schultz,TE,HOU,86,5,10,2,3,5,0,142,72,7,62,0.0118,57.258999999999986,37.65700000000001,6,3,11,3,0,469,33,190,0,6,0,0,11,24,13,0,0,102,162,158,197,193,290,47,51,120,222,317,157,181,20,19,265,459,6,27,1,356,580
00-0040130,Jayden Higgins,WR,HOU,48,3,9,3,2,5,2,173,55,1,35,0.0206,78.00800000000001,17.704000000000004,10,5,8,4,0,483,25,356,4,14,2,145,0,0,9,0,0,0,0,120,137,2,0,20,268,440,161,227,80,85,14,22,172,290,2,17,8,230,388
00-0034791,Nick Chubb,RB,FA,14,0,1,0,1,1,0,27,0,0,8,-0.4461,-34.274,-2.431,0,0,2,0,0,7,3,8,0,0,0,0,159,60,1,0,0,0,0,45,32,0,0,10,4,7,95,23,0,0,2,4,65,44,3,3,0,118,35
00-0036244,Colby Parkinson,TE,LAR,46,2,6,1,3,4,2,93,22,5,36,0.1172,74.38199999999998,12.556000000000004,7,3,22,6,0,173,36,75,2,3,1,49,2,0,7,0,0,144,241,79,82,84,115,21,45,41,146,187,35,11,10,12,153,219,6,11,2,231,326
00-0040138,Jaylin Noel,WR,HOU,27,2,3,1,1,6,1,186,27,0,17,0.1016,61.683,14.173999999999998,0,0,5,1,0,210,17,117,6,8,1,186,9,5,5,0,0,0,0,71,50,0,0,14,72,107,93,140,120,180,8,7,94,148,1,14,4,130,242
00-0038618,Xavier Hutchinson,WR,HOU,36,3,5,0,1,7,1,174,50,2,31,-0.0131,49.023000000000025,12.885000000000002,5,2,7,2,0,288,6,296,1,6,0,23,1,0,6,0,0,0,0,119,162,1,0,21,292,216,175,289,80,212,12,16,181,134,1,18,5,255,266
00-0038359,,,,17,0,1,0,0,5,0,198,12,0,16,0.3746,96.953,21.933000000000003,0,0,3,0,0,190,0,215,3,8,0,135,6,15,3,0,0,0,0,43,86,3,4,11,39,37,65,141,101,247,2,4,80,162,4,4,0,106,217
00-0039074,,,,31,1,3,1,4,2,0,47,16,1,18,-0.0352,8.997,5.4060000000000015,3,2,7,3,0,110,21,20,0,1,0,0,18,0,7,0,0,50,46,69,57,90,131,15,42,31,114,94,28,0,3,4,101,106,4,13,8,159,151
00-0034386,,,,3,0,0,0,0,0,0,0,2,0,2,-0.1087,0.4969999999999999,1.352,1,0,2,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,1,6,0,13,15,22,30,1,1,14,15,1,1,0,15,12
00-0036849,Tutu Atwell,WR,MIA,7,1,5,1,0,3,1,160,11,0,5,0.0386,18.355000000000004,2.7779999999999987,1,0,1,0,0,128,0,174,3,7,1,160,3,0,2,0,0,0,0,52,88,0,0,2,53,32,66,101,89,160,3,7,76,91,1,3,0,93,104
00-0039738,Blake Corum,RB,LAR,12,0,0,0,3,0,0,0,0,1,4,-0.498,-27.410999999999994,-5.868,0,0,1,0,0,11,9,14,0,0,0,0,140,36,1,0,0,0,0,53,0,0,0,7,1,0,88,-8,13,0,1,2,58,44,3,8,0,101,36
00-0037258,,,,1,0,0,0,1,0,0,0,0,0,0,-0.8946,-4.513,-0.631,0,0,0,0,0,-4,-4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,4,0
00-0033854,,,,12,1,3,0,0,0,0,0,2,0,3,-0.2503,-6.897000000000004,-9.229000000000001,0,0,3,0,0,29,0,-5,0,0,0,0,90,51,1,0,0,0,0,35,16,0,0,4,4,7,37,21,8,18,2,4,58,55,2,7,0,67,60
00-0035689,Dawson Knox,TE,BUF,41,4,9,0,4,5,0,136,31,0,31,0.1496,77.08099999999999,16.426999999999996,8,4,12,4,0,277,40,52,1,2,0,30,10,0,7,1,0,59,111,136,152,81,163,21,35,15,165,297,105,128,2,12,108,117,5,16,3,153,265
00-0037261,Khalil Shakir,WR,BUF,77,7,13,1,3,7,2,248,44,15,42,-0.1443,-13.302999999999987,9.393999999999998,1,1,13,2,0,175,4,174,3,5,0,87,19,67,13,1,6,1,-1,161,255,4,1,42,110,252,228,280,255,367,13,16,145,362,10,15,38,227,425
00-0039875,Ray Davis,RB,BUF,11,0,1,0,1,1,0,21,2,2,8,0.2391,36.36,5.653,0,0,4,2,0,-7,6,8,0,0,0,0,60,86,0,0,0,0,0,28,32,0,0,9,0,0,42,56,2,0,3,1,15,30,0,5,0,34,54
00-0038933,Dalton Kincaid,TE,BUF,42,4,8,0,1,13,3,316,26,1,31,0.4166,156.25800000000004,40.336000000000006,4,2,8,3,0,346,14,119,3,6,1,69,0,0,8,0,0,14,26,78,178,33,176,20,41,117,115,275,108,252,4,11,71,291,6,10,5,118,393
00-0034975,Justice Hill,RB,BAL,23,1,1,0,1,1,0,37,5,6,11,0.111,30.527999999999995,0.4239999999999997,0,0,1,1,0,-15,-2,9,0,0,0,0,133,159,2,0,0,0,0,54,17,1,0,19,7,0,65,41,8,10,1,2,77,128,3,7,0,95,152
00-0034753,Mark Andrews,TE,BAL,54,6,15,2,2,3,2,71,45,2,35,-0.1209,-22.826999999999995,1.5490000000000008,10,3,15,4,0,375,19,133,0,2,0,0,0,0,13,0,0,10,7,129,203,39,22,21,53,28,175,246,231,365,16,14,132,172,5,26,4,204,219
00-0032764,Derrick Henry,RB,BAL,17,1,1,0,2,1,0,44,2,4,11,0.1569,34.059,-2.877,0,0,2,0,0,15,0,-3,0,0,0,0,180,150,1,0,0,0,0,66,58,0,0,8,1,0,113,118,1,0,3,2,56,32,7,13,0,116,92
00-0039064,Zay Flowers,WR,BAL,96,6,14,5,10,19,4,635,68,17,68,0.1072,211.277,47.327999999999996,6,2,11,1,0,839,81,365,12,21,3,435,6,0,16,0,0,0,0,158,540,0,0,53,294,692,232,744,141,519,16,17,184,416,16,25,51,283,671
00-0036550,Rashod Bateman,WR,BAL,23,2,5,1,4,3,0,80,27,2,17,-0.2405,-33.406,-2.730000000000001,4,2,8,2,0,225,40,243,1,6,0,36,1,0,4,0,0,0,0,103,138,0,0,13,258,183,150,149,34,41,9,11,127,55,1,16,20,190,86
00-0039901,Kevin Coleman Jr.,WR,MIA,43,5,12,3,4,5,1,138,44,1,35,-0.0602,31.552999999999997,13.229999999999999,7,4,9,3,0,359,22,300,3,11,1,76,0,0,2,1,0,1,0,116,163,2,0,19,227,348,166,252,57,67,12,24,103,128,2,17,35,170,252
00-0036988,Joshua Palmer,WR,BUF,24,1,5,2,0,5,0,176,29,0,16,-0.1689,-12.095000000000004,6.741000000000001,3,0,6,0,0,261,0,163,3,5,0,100,2,3,6,1,0,0,0,100,149,1,0,12,165,283,128,190,43,50,8,10,72,145,0,10,1,110,187
00-0035537,Ty Johnson,RB,BUF,25,0,2,0,1,2,1,75,6,9,16,0.0192,28.32500000000001,11.449999999999998,1,0,4,1,0,-38,0,-1,0,0,0,0,156,115,3,1,0,0,0,95,110,14,12,14,28,0,137,176,31,104,8,3,82,49,5,9,6,133,121
00-0037248,James Cook III,RB,BUF,38,0,0,0,5,4,1,126,13,6,17,0.0547,46.208,8.671,0,0,3,1,0,44,25,12,0,1,0,0,241,291,4,0,0,0,0,105,171,0,0,23,1,0,138,130,6,0,5,3,96,99,5,14,62,143,120
00-0036980,,,,13,1,3,0,1,3,0,89,8,2,5,-0.3903,-34.235,-3.8899999999999997,0,0,0,0,0,74,-4,68,1,2,0,28,3,0,1,0,0,0,0,33,45,0,0,6,62,42,61,108,35,70,2,5,38,4,3,1,0,67,67
00-0030564,DeAndre Hopkins,WR,FA,24,9,14,7,1,5,2,154,29,0,19,0.0377,50.02500000000004,9.447000000000003,5,2,3,0,0,301,10,212,3,8,2,93,0,0,8,0,0,0,0,77,156,0,0,7,136,300,102,250,53,30,3,20,75,74,1,12,6,112,174
00-0040194,,,,17,2,3,0,1,2,1,55,4,4,14,0.409,67.412,14.834000000000001,2,2,3,2,0,99,3,40,2,3,1,55,12,13,3,0,0,70,130,45,52,23,18,10,6,0,69,121,9,26,1,2,43,66,3,8,0,75,135
00-0035249,,,,16,1,2,0,0,2,1,54,11,0,12,0.242,44.579,11.480999999999996,0,0,6,3,0,55,0,9,0,0,0,0,1,0,2,0,0,75,108,47,47,51,25,10,5,0,82,76,20,27,0,1,62,52,6,8,32,105,113
00-0036275,D'Andre Swift,RB,CHI,37,1,1,0,3,3,1,121,6,3,18,-0.0687,19.845999999999997,-1.5690000000000017,0,0,1,0,0,-54,4,29,0,0,0,0,279,267,6,0,0,0,0,90,151,7,10,30,23,8,183,151,12,5,2,3,124,84,6,14,55,231,139
00-0040236,Kyle Monangai,RB,CHI,24,0,3,0,5,2,0,59,2,9,11,-0.1963,-9.436999999999998,-7.266999999999998,0,0,3,0,0,7,1,-5,0,0,0,0,219,164,8,0,0,1,0,63,41,3,0,11,11,0,132,106,11,0,0,7,99,51,4,14,7,182,123
00-0034827,,,,55,6,14,6,1,12,3,323,45,4,39,-0.0823,29.776999999999994,13.619,13,5,11,3,0,514,18,474,9,22,3,225,21,55,11,1,0,0,0,141,217,0,0,28,336,501,293,300,170,111,8,32,209,287,5,24,80,385,450
00-0039919,Rome Odunze,WR,CHI,57,5,16,3,7,13,3,330,64,3,42,-0.0633,43.526,21.843,11,3,12,3,0,646,105,606,8,23,2,218,4,9,10,1,0,0,0,110,224,0,0,24,235,485,207,382,144,178,22,25,159,290,6,16,0,272,448
00-0035208,Olamide Zaccheaus,WR,ATL,44,4,7,1,5,1,0,27,39,3,29,-0.3219,-93.71800000000002,-2.847000000000002,4,1,12,2,0,231,56,231,0,5,0,0,2,0,12,1,15,0,0,94,97,0,0,27,155,111,171,153,156,202,8,15,123,123,2,18,22,218,201
00-0040126,Colston Loveland,TE,CHI,60,7,15,3,1,10,2,303,55,4,49,0.1819,139.87400000000002,48.455000000000005,7,4,14,4,0,473,3,273,4,9,2,157,10,10,9,0,0,45,50,98,117,106,220,34,86,159,216,457,126,283,10,22,141,255,7,16,10,275,605
00-0036322,Justin Jefferson,WR,MIN,95,10,29,10,6,12,0,348,97,7,70,-0.165,-41.559000000000026,-12.886000000000003,17,2,18,2,0,699,61,739,5,21,0,159,10,22,22,0,0,0,0,160,164,0,0,44,383,765,256,614,129,261,19,37,252,427,17,14,7,362,884
00-0035229,T.J. Hockenson,TE,MIN,57,4,9,0,5,3,0,79,30,1,33,0.0241,39.288,14.095,5,3,11,3,0,248,22,81,2,2,0,58,3,0,13,0,0,42,44,136,119,150,162,35,64,25,197,224,163,207,9,4,213,209,4,12,5,286,319
00-0037291,Jalen Nailor,WR,LV,32,8,11,3,1,9,1,255,36,3,27,-0.0138,48.37799999999999,10.509,8,4,12,4,0,382,5,274,5,10,1,159,9,0,2,0,0,0,0,131,258,5,0,14,163,161,194,266,223,283,8,23,197,176,4,9,2,269,186
00-0037525,Jordan Mason,RB,MIN,15,0,0,0,1,0,0,0,2,1,5,-0.6414,-40.75,-4.607000000000001,0,0,1,0,0,-53,-2,1,0,0,0,0,191,45,3,0,0,0,0,78,-3,12,6,9,5,0,115,29,3,0,1,0,89,22,3,7,0,133,54
00-0036290,Cole Kmet,TE,CHI,32,3,5,4,2,5,1,136,31,1,23,0.0019,24.091000000000005,12.339999999999998,4,2,6,1,0,233,35,188,3,8,1,85,17,26,5,0,0,87,53,90,88,118,116,13,74,59,203,223,75,93,6,15,154,96,8,14,28,281,259
00-0040735,Luther Burden III,WR,CHI,54,0,1,0,6,11,2,358,34,8,35,0.1498,130.855,30.074,1,1,4,0,0,386,64,74,6,7,2,233,6,15,9,0,0,0,0,49,125,1,0,29,123,428,125,420,97,213,6,5,95,236,11,7,0,178,531
00-0033293,Aaron Jones Sr.,RB,MIN,32,1,2,2,2,1,1,27,8,2,15,-0.1917,-11.67200000000001,-7.551000000000002,1,0,5,0,0,-22,-2,-3,1,1,1,27,191,185,1,0,0,0,0,57,75,4,0,18,8,14,95,64,2,0,2,3,105,121,17,5,14,148,124
00-0030035,,,,26,3,10,3,3,1,0,28,25,1,19,-0.2533,-33.322,4.126000000000001,1,0,3,0,0,203,27,103,1,2,0,28,4,0,7,0,0,0,0,86,69,0,0,9,98,67,133,106,133,119,4,12,98,80,3,4,0,149,117
00-0038465,,,,6,0,0,1,0,1,0,37,5,2,6,0.3858,30.242,6.949,0,0,0,0,0,57,0,8,1,1,0,37,0,0,2,0,0,0,0,33,25,2,0,4,57,68,53,86,34,18,1,0,33,0,0,7,0,60,61
00-0039912,Ben Sinnott,TE,WAS,11,1,1,0,0,2,0,58,7,1,8,0.4045,36.377,3.2299999999999995,0,0,1,1,0,51,0,55,1,3,0,36,5,4,2,1,0,12,36,34,62,44,54,5,9,0,58,37,28,20,2,2,33,41,2,6,36,63,52
00-0039355,Luke McCaffrey,WR,WAS,12,1,3,1,0,3,2,126,7,0,10,0.5935,77.21900000000001,9.451000000000002,2,1,2,1,0,150,0,68,2,3,1,83,0,0,1,0,0,0,0,39,47,3,0,2,53,148,60,66,39,55,2,5,29,88,5,6,49,56,156
00-0036630,,,,4,0,1,0,0,0,0,0,5,0,3,0.0049,8.023,1.5120000000000002,3,1,2,1,0,28,0,79,0,2,0,0,0,0,0,0,0,0,0,32,25,0,0,3,49,35,38,45,29,10,1,4,34,0,0,6,0,46,20
00-0040784,Quinshon Judkins,RB,CLE,28,4,6,1,1,1,0,58,4,4,10,-0.4709,-67.24,-7.294000000000002,0,0,1,0,0,-27,2,12,0,0,0,0,164,171,13,0,0,0,0,62,22,5,0,15,8,0,117,113,2,0,2,1,55,58,4,7,0,117,149
00-0037340,,,,3,1,1,0,1,0,0,0,3,0,1,-0.4076,-8.11,1.1460000000000001,1,0,1,0,0,13,1,0,0,0,0,0,15,3,2,1,0,4,0,7,0,6,0,1,0,0,17,0,1,14,0,0,6,17,0,2,0,18,17
00-0039792,Devontez Walker,WR,BAL,8,0,1,0,0,4,2,126,5,0,6,1.187,83.479,17.938,2,2,1,1,0,196,0,0,3,5,1,88,0,0,2,0,0,0,0,18,48,0,0,6,45,98,26,38,11,38,0,0,26,58,0,4,40,38,88
00-0040719,Bhayshul Tuten,RB,JAX,11,0,1,0,2,1,0,24,5,4,8,0.229,29.535000000000007,5.496,0,0,2,2,0,3,5,5,0,0,0,0,81,74,2,0,0,0,0,28,19,0,0,8,5,0,45,2,4,5,3,1,40,69,0,5,8,62,60
00-0038606,Parker Washington,WR,JAX,64,10,19,4,4,17,1,472,70,9,51,0.0846,157.39500000000004,31.611000000000004,9,5,14,4,0,676,61,511,10,23,1,262,7,8,11,0,0,0,0,100,256,1,0,27,186,412,181,364,182,427,20,32,178,385,5,17,98,276,591
00-0033375,,,,18,2,5,0,1,4,1,111,18,1,13,0.1293,48.842,5.697000000000001,5,2,9,2,0,175,7,83,2,2,0,63,5,11,3,0,0,0,0,56,120,0,0,6,93,103,74,118,54,73,5,8,66,42,2,12,27,96,67
00-0038619,Andrei Iosivas,WR,CIN,45,2,11,2,5,7,1,192,40,6,29,-0.1047,9.796999999999999,11.680000000000003,4,1,7,1,0,423,19,183,4,9,1,124,2,0,9,0,0,0,0,181,221,1,0,25,222,234,240,282,312,201,7,16,287,153,0,10,0,356,214
00-0038839,,,,14,3,9,4,1,1,0,27,16,1,8,-0.3114,-34.26500000000001,2.6270000000000002,5,2,5,2,0,185,10,169,1,7,0,27,4,0,4,0,0,0,0,43,52,3,0,2,113,108,78,107,26,8,4,13,67,9,1,1,0,103,64
00-0035250,Devin Singletary,RB,NYG,19,1,1,1,1,2,0,69,5,4,8,0.111,25.668,2.263999999999999,0,0,2,0,0,-12,-1,0,1,1,0,28,119,151,3,1,0,0,0,44,95,0,0,5,12,0,74,100,5,0,2,1,55,49,8,6,2,91,56
00-0036754,,,,15,0,0,0,2,1,0,20,10,0,11,-0.0801,-1.123999999999995,-1.929999999999999,1,1,2,2,0,27,1,-5,0,0,0,0,13,47,2,0,0,45,16,39,37,69,41,11,15,0,98,50,29,4,3,5,70,55,1,3,3,132,71
00-0038551,,,,5,1,1,1,0,0,0,0,0,0,3,0.2865,8.756,-0.368,0,0,0,0,0,-5,0,0,0,0,0,0,39,28,1,0,0,0,0,9,0,1,0,3,1,0,23,11,2,2,0,0,20,19,1,0,0,34,30
00-0034272,,,,15,1,9,0,0,0,0,0,23,0,12,-0.4664,-78.20300000000002,-3.043,5,1,5,1,0,96,0,258,0,5,0,0,2,0,5,0,0,0,0,81,22,0,0,6,161,101,114,72,62,19,3,13,103,48,2,8,0,144,98
00-0033307,Kendrick Bourne,WR,ARI,46,4,8,2,6,5,0,178,41,3,34,0.212,137.26799999999997,20.549000000000003,1,0,2,0,0,484,45,100,2,6,0,66,6,6,11,0,0,0,0,98,95,0,0,19,255,432,160,228,82,113,10,10,177,323,2,6,0,245,456
00-0038643,,,,1,0,1,0,0,0,0,0,0,0,0,-1.0418,-7.395,-0.729,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,1,0,0,1,0,1,0,2,0,0,0,3,0,0,2,0,3,0
00-0038679,,,,15,2,2,2,0,7,1,186,13,0,14,0.1696,55.653000000000006,12.274,1,1,0,0,0,181,0,117,2,4,1,75,3,8,1,0,0,1,0,89,128,13,17,7,120,177,117,179,52,64,4,8,63,87,3,9,0,100,138
00-0040582,,,,10,1,4,0,0,1,0,23,10,1,5,-0.5615,-58.39,-6.329999999999998,2,0,0,0,0,83,0,133,1,5,0,23,1,0,3,0,0,0,0,62,-4,1,0,1,120,50,121,52,95,2,3,7,86,0,2,10,0,155,56
00-0039798,Isaiah Davis,RB,NYJ,23,1,3,0,0,2,0,51,7,0,11,0.0191,22.156,3.563,0,0,1,0,0,2,0,30,0,1,0,0,182,140,4,0,0,0,0,51,44,5,8,12,6,26,104,55,8,12,4,1,89,130,7,8,1,150,142
00-0039794,Braelon Allen,RB,NYJ,3,0,0,0,1,0,0,0,2,1,2,-0.1096,0.6509999999999997,-0.21499999999999997,0,0,2,0,0,8,0,0,0,0,0,0,20,17,1,0,0,0,0,10,17,0,0,1,0,0,13,12,0,0,1,0,5,5,0,2,0,10,0
00-0040648,Tory Horton,WR,SEA,15,0,5,1,0,3,3,67,19,1,12,0.1359,44.214000000000006,10.244,6,4,4,2,0,215,0,122,2,6,2,46,0,0,2,0,0,0,0,38,95,0,0,9,106,106,69,107,29,55,2,7,63,54,2,3,0,97,66
00-0038558,Darnell Washington,TE,PIT,35,0,2,0,3,3,0,93,21,9,26,-0.1183,-12.989999999999997,13.591,2,1,8,1,0,143,6,99,0,2,0,0,11,0,3,1,0,85,82,69,86,94,194,23,33,44,133,190,32,44,2,8,111,136,7,10,38,185,278
00-0039739,Roman Wilson,WR,PIT,13,1,4,1,0,3,2,93,9,1,7,-0.1153,1.7719999999999958,4.070000000000002,1,1,1,0,0,105,0,172,2,7,1,66,0,0,1,0,0,0,0,51,91,0,0,13,126,159,60,65,28,7,1,5,91,88,0,3,13,103,75
00-0037304,,,,4,0,0,0,1,0,0,0,2,0,2,-0.02,1.4700000000000006,1.411,2,1,2,1,0,26,10,0,0,0,0,0,8,3,0,0,0,0,0,4,0,4,12,2,5,0,9,3,5,6,2,0,11,18,0,2,0,18,21
00-0033110,Tyler Higbee,TE,LAR,29,3,9,2,2,6,1,132,17,0,21,0.0521,33.464999999999996,9.387,1,1,8,2,0,181,20,-63,3,3,1,68,5,15,4,0,0,58,57,76,43,63,128,14,27,22,102,97,48,59,4,6,81,169,8,18,15,125,238
00-0039751,Jordan Whittington,WR,LAR,21,1,2,0,2,2,0,62,16,1,13,-0.1377,-2.126999999999999,2.5630000000000006,0,0,1,0,0,133,15,38,1,3,0,40,11,12,9,0,0,0,0,81,20,1,0,10,84,52,125,102,127,107,2,3,82,69,0,16,0,142,151
