id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
00-0034983,,,,18,2,5,1,0,0,0,0,20,0,10,-0.3278,-40.964999999999996,-2.0030000000000006,3,2,6,2,0,122,0,72,0,1,0,0,1,0,7,0,0,0,0,48,18,0,0,11,28,35,72,49,115,54,2,5,69,40,1,3,0,96,71
00-0036973,Trevor Etienne,RB,CAR,42,1,2,0,4,2,2,65,10,11,22,0.1769,93.56600000000002,9.151,1,1,10,5,0,-42,3,-34,1,1,1,20,302,262,5,0,0,0,0,85,110,1,11,27,9,0,187,167,17,19,4,7,129,99,8,13,26,244,182
00-0039342,Xavier Legette,WR,CAR,42,6,16,2,2,7,1,191,49,5,25,-0.313,-95.975,-4.085999999999999,10,3,12,2,0,383,34,250,4,8,1,127,0,0,13,0,0,0,0,105,102,0,0,19,232,218,183,159,142,145,10,19,179,204,2,12,0,269,261
00-0036626,Dyami Brown,WR,WAS,27,1,2,1,4,2,0,62,27,3,15,-0.1338,-2.000999999999995,-2.083000000000002,5,1,9,1,0,263,33,255,2,7,0,62,2,0,4,0,0,0,0,43,60,0,0,14,141,198,108,134,49,29,9,10,79,84,0,5,9,149,167
00-0037004,,,,14,1,2,0,2,0,0,0,10,0,10,-0.1579,-10.508000000000004,7.764,2,2,4,2,0,60,6,6,0,0,0,0,3,8,3,0,0,14,17,40,20,63,33,7,26,11,72,39,34,16,3,2,63,42,2,5,4,100,65
00-0039356,Ja'Tavion Sanders,TE,CAR,32,3,6,0,2,0,0,0,19,4,16,-0.2031,-28.299999999999997,4.414999999999999,3,1,10,1,0,139,16,25,0,0,0,0,4,7,14,0,0,22,11,71,28,35,21,13,36,13,117,55,128,138,3,2,100,120,2,8,15,154,162
00-0036139,Rico Dowdle,RB,PIT,41,0,0,0,2,3,1,89,6,8,19,-0.0997,11.01700000000001,-0.9019999999999997,2,0,5,0,0,-56,-3,4,1,1,1,36,229,276,0,1,0,0,0,67,36,1,0,28,37,11,127,134,14,10,4,3,147,163,14,6,0,213,261
00-0033246,,,,12,0,2,0,3,1,0,21,8,2,9,-0.2553,-23.544,3.976,0,0,1,0,0,57,22,43,0,1,0,0,9,0,1,0,0,49,25,32,0,66,77,5,12,9,82,40,18,0,4,4,66,71,5,6,0,122,111
00-0039338,Brock Bowers,TE,LV,68,10,16,4,3,8,1,221,71,5,48,0.1411,121.16700000000002,22.295,13,6,17,6,0,396,0,164,2,6,0,54,9,-1,15,0,0,50,86,125,280,80,133,35,79,164,213,375,175,298,7,24,169,289,5,11,16,268,400
00-0040581,Dont'e Thornton Jr.,WR,LV,14,1,12,2,1,3,0,76,20,0,9,-0.4894,-83.73200000000003,-12.040000000000001,2,0,2,0,0,157,-11,340,2,11,0,56,0,0,3,0,0,0,0,66,25,0,0,5,161,115,113,59,81,20,2,19,124,76,1,5,0,176,110
00-0038563,Tre Tucker,WR,LV,68,2,10,3,6,9,2,284,63,5,41,-0.0509,53.13299999999995,21.821000000000012,7,2,10,3,0,531,31,404,7,18,2,225,15,41,9,0,0,0,0,176,268,6,13,42,449,584,296,336,87,58,12,18,243,334,10,18,26,381,428
00-0038621,DeMario Douglas,WR,NE,33,3,6,2,1,7,1,264,25,3,26,0.0933,77.70999999999998,28.139000000000003,4,2,7,2,0,233,6,212,4,9,1,192,15,23,3,0,0,0,0,58,229,0,0,19,31,138,103,331,162,286,3,10,98,114,11,7,2,150,218
00-0034960,Jakobi Meyers,WR,JAX,79,11,22,6,3,10,0,277,87,5,65,-0.0177,92.13300000000004,10.011000000000006,11,3,15,3,0,616,37,392,3,8,0,120,5,10,16,0,0,0,0,163,232,2,9,38,280,493,241,458,204,323,18,33,226,367,4,24,10,328,603
00-0035602,,,,2,1,2,0,0,0,0,0,3,0,2,0.0016,3.29,1.065,0,0,0,0,0,10,0,4,0,0,0,0,0,0,1,0,0,0,0,8,12,0,0,0,8,3,11,12,9,9,1,1,6,0,0,0,0,9,0
00-0040729,Jack Bech,WR,LV,21,1,4,0,0,2,0,60,23,0,14,0.0435,38.907999999999994,-2.029,0,0,4,0,0,156,0,84,1,3,0,37,0,0,3,0,0,0,0,68,128,5,0,9,128,141,95,174,52,83,4,11,83,44,1,7,6,117,96
00-0033090,Hunter Henry,TE,NE,66,7,14,1,3,11,2,286,59,0,55,0.1389,128.987,37.692,9,2,22,5,0,486,28,224,3,8,0,82,15,78,11,0,0,60,99,157,274,133,232,33,66,64,241,510,192,295,8,23,200,244,11,25,14,309,494
00-0038608,Kayshon Boutte,WR,NE,37,4,10,8,2,10,4,270,37,3,33,0.4812,211.36599999999996,36.858999999999995,8,5,4,2,0,563,58,218,9,13,4,250,0,0,2,0,0,0,0,102,119,1,0,20,298,522,169,297,34,29,6,15,147,254,3,17,0,231,432
00-0032392,,,,21,4,4,3,0,6,0,144,18,1,19,0.2975,67.04599999999999,16.8,4,3,5,2,0,177,0,57,3,3,0,78,2,0,5,0,0,98,176,61,44,59,64,10,30,11,109,152,18,12,2,6,88,109,3,10,2,146,219
00-0031588,Stefon Diggs,WR,FA,87,8,13,9,2,17,0,449,73,10,69,0.2448,299.6320000000001,70.37499999999997,4,2,12,4,0,684,31,187,9,13,0,250,2,0,9,0,0,0,0,124,310,0,0,52,169,565,189,530,201,448,16,18,165,480,6,18,3,248,703
00-0040734,TreVeyon Henderson,RB,NE,36,0,0,0,2,0,0,0,6,6,20,0.0468,39.186,2.676999999999999,1,1,4,1,0,-15,6,14,0,1,0,0,224,215,2,0,0,0,0,74,43,2,1,22,16,6,119,80,4,-1,0,2,120,139,16,7,2,172,178
00-0040122,Ashton Jeanty,RB,LV,62,1,2,1,4,3,1,114,12,18,27,-0.1773,-16.44499999999999,-11.878999999999998,1,1,10,4,0,-98,7,-6,1,1,1,60,396,253,11,0,0,0,0,137,119,3,0,43,16,85,241,220,9,8,1,6,167,100,12,16,26,287,227
00-0036875,Rhamondre Stevenson,RB,NE,35,1,2,0,2,5,1,159,8,7,18,0.3044,92.451,13.1,3,1,5,1,0,138,25,21,1,3,0,55,282,304,3,0,0,0,0,96,143,2,0,14,15,41,153,229,1,0,6,1,130,102,13,17,14,204,202
00-0039066,Michael Mayer,TE,LV,37,0,4,2,1,3,0,66,24,4,23,-0.1846,-36.004000000000005,-9.84,1,0,6,1,0,131,-4,109,0,2,0,0,9,37,7,0,0,60,76,64,78,110,132,25,19,13,127,210,52,70,4,10,115,110,4,8,8,186,250
00-0036328,,,,2,0,1,0,0,0,0,0,0,0,0,-0.4407,-2.911,-1.2349999999999999,0,0,0,0,0,-10,0,4,0,0,0,0,14,6,1,0,0,0,0,8,1,1,0,1,2,0,5,0,0,0,0,0,9,6,1,3,0,9,5
00-0039851,Drake Maye,QB,NE,0,0,0,0,0,0,0,0,0,0,0,-1.0606,-4.523,-1.329,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2
00-0033555,Mack Hollins,WR,NE,48,8,14,4,1,8,0,208,51,0,41,0.0997,111.91000000000004,27.198999999999995,6,2,5,2,0,500,10,351,4,12,0,116,1,0,9,0,0,0,0,109,136,10,11,27,224,473,155,333,75,66,3,23,136,209,3,19,8,201,414
00-0040131,Kyle Williams,WR,NE,12,1,3,0,1,3,3,142,17,0,9,0.0605,30.580999999999992,9.837999999999997,2,2,0,0,0,179,15,221,2,8,2,70,0,0,1,0,0,0,0,53,99,0,0,8,145,209,88,141,15,0,5,7,69,68,0,3,0,107,110
00-0037744,Trey McBride,TE,ARI,135,18,35,5,3,12,1,291,111,18,102,0.0882,178.48499999999999,73.66799999999999,22,9,33,11,0,745,27,381,3,9,0,77,2,8,25,0,0,131,254,180,261,55,105,70,60,100,326,643,423,772,17,41,326,589,16,19,7,491,978
00-0037545,Rashid Shaheed,WR,SEA,63,4,10,2,1,6,1,233,63,3,42,-0.16,-23.558000000000003,-4.278,5,1,9,1,0,545,8,508,5,19,1,207,5,0,6,1,0,0,0,121,160,1,0,47,296,446,201,308,156,241,9,28,243,368,2,13,11,336,527
00-0038559,Michael Wilson,WR,ARI,80,11,28,11,1,14,3,425,100,11,64,0.0409,166.486,26.703,11,4,16,4,0,777,4,725,7,22,2,229,1,0,10,0,0,0,0,163,349,0,0,48,416,798,290,539,185,208,16,47,297,455,5,15,12,439,657
00-0039041,,,,30,2,6,0,0,4,0,97,12,11,19,-0.0247,11.043999999999999,1.4279999999999995,1,0,5,0,0,92,0,56,0,0,0,0,10,26,7,1,0,35,33,75,49,97,150,15,28,26,133,107,115,66,3,5,143,176,6,8,18,209,252
00-0036040,Juwan Johnson,TE,NO,86,10,20,8,7,11,1,332,73,9,57,0.033,69.608,35.216,4,1,8,2,0,603,63,170,6,7,0,200,14,15,14,2,0,65,106,120,159,75,123,47,89,105,217,420,277,540,10,20,286,450,11,15,19,398,730
00-0037239,Chris Olave,WR,NO,109,12,24,2,4,11,4,413,119,6,78,-0.0718,67.16499999999999,35.63300000000001,14,5,15,5,0,1025,60,816,10,31,4,393,4,14,18,1,0,0,0,129,257,0,0,66,323,778,240,479,224,371,21,42,296,645,8,14,39,421,906
00-0031236,,,,26,6,9,4,3,4,0,127,27,1,20,0.0456,48.224999999999994,16.036,1,0,1,0,0,303,79,213,4,11,0,127,4,0,3,0,0,0,0,96,17,0,0,12,197,140,160,40,123,139,8,10,157,239,3,7,0,228,262
00-0033906,Alvin Kamara,RB,NO,36,3,5,0,2,2,0,48,8,4,13,-0.2172,-16.268000000000004,-11.671999999999999,0,0,5,0,0,-8,5,41,0,1,0,0,237,151,8,1,0,0,0,70,30,5,7,13,16,28,113,51,9,0,3,3,146,135,12,7,0,196,156
00-0039921,Trey Benson,RB,ARI,13,0,0,0,0,0,0,0,3,4,5,-0.3389,-17.427999999999997,-8.074000000000002,0,0,2,0,0,-9,0,-13,0,0,0,0,65,64,3,0,0,0,0,21,0,0,0,10,5,0,41,23,2,0,0,0,31,41,2,0,0,51,64
00-0039849,Marvin Harrison Jr.,WR,ARI,47,8,16,5,5,9,0,260,58,2,40,0.0727,111.41399999999996,30.06500000000001,13,4,10,4,0,563,60,383,7,16,0,220,0,0,6,0,0,0,0,92,167,0,0,29,281,512,186,407,76,96,12,22,161,181,3,10,20,265,441
00-0033553,James Conner,RB,ARI,8,0,1,0,0,0,0,0,0,3,4,0.0403,9.644999999999998,2.2350000000000003,1,0,1,1,0,-30,0,21,0,1,0,0,42,38,1,0,0,0,0,11,5,0,0,6,1,0,16,15,0,0,0,1,23,19,1,4,4,32,33
00-0035500,Greg Dortch,WR,DET,30,3,5,0,1,1,1,39,11,7,13,-0.0595,16.294000000000004,4.252000000000001,1,1,7,2,0,10,-2,48,0,1,0,0,18,4,4,0,0,0,0,56,80,0,0,20,53,48,106,109,140,154,0,4,98,97,5,7,0,155,126
00-0039737,,,,4,0,1,0,0,0,0,0,4,0,2,-0.3547,-8.929,0.005999999999999894,0,0,0,0,0,20,0,6,0,0,0,0,3,0,2,0,0,13,0,5,0,19,18,1,2,0,15,8,1,0,0,2,21,10,0,2,0,33,18
00-0033891,,,,12,0,2,0,0,4,0,112,12,0,10,0.105,27.99000000000001,5.600999999999999,1,0,2,0,0,145,0,96,2,4,0,64,0,0,2,0,0,0,0,55,40,0,0,8,119,161,93,64,43,22,3,5,63,119,0,6,0,107,143
00-0039424,Devaughn Vele,WR,NO,26,7,9,3,1,0,0,0,29,0,24,0.1206,72.04,19.756,4,2,4,2,0,259,0,173,0,4,0,0,2,0,5,0,0,0,0,49,53,7,6,12,130,148,95,101,93,139,5,17,128,179,0,9,13,183,240
00-0037740,Garrett Wilson,WR,NYJ,38,7,11,3,3,4,2,102,45,5,24,-0.135,-3.675999999999978,-1.1149999999999984,2,1,4,2,0,282,21,253,3,8,2,81,0,0,6,0,0,0,0,59,126,3,2,23,122,233,99,177,72,154,10,14,89,177,2,9,35,138,263
00-0036894,Pat Freiermuth,TE,PIT,42,3,7,1,0,6,1,193,28,5,30,0.1556,77.25800000000001,23.308,5,3,9,3,0,235,0,88,3,4,1,122,0,0,6,1,0,13,0,109,155,65,51,24,55,17,150,141,193,418,6,13,166,345,5,9,0,216,331
00-0035640,DK Metcalf,WR,PIT,67,6,19,7,4,15,3,483,74,11,50,-0.0015,99.40399999999997,32.926,11,4,13,3,0,513,24,531,6,18,1,210,0,0,8,1,0,0,0,139,207,4,3,45,360,738,204,467,88,109,8,34,235,383,3,12,0,312,643
00-0033858,,,,40,2,7,0,1,1,0,21,23,5,25,-0.4105,-116.02499999999998,1.4860000000000007,2,1,7,2,0,63,16,171,0,3,0,0,15,0,9,1,3,21,0,88,35,104,97,29,45,29,137,63,126,96,4,8,163,154,4,10,2,222,184
00-0036862,,,,4,1,1,0,0,2,1,43,3,0,4,0.552,31.21,5.409,1,0,1,0,0,46,0,15,0,0,0,0,2,0,1,0,0,0,0,23,0,6,0,1,33,26,33,56,20,43,1,1,26,13,2,2,0,38,69
00-0038120,Breece Hall,RB,NYJ,38,0,1,2,2,4,1,136,8,5,27,0.0952,63.59299999999998,8.665000000000003,2,0,9,0,0,36,7,-22,0,0,0,0,272,325,1,0,0,0,0,74,74,5,2,25,11,22,150,207,4,1,3,5,128,101,12,14,42,218,276
00-0037805,,,,26,4,6,0,2,1,0,24,14,1,13,-0.1562,-15.671,4.548000000000001,2,1,3,1,0,94,9,8,0,0,0,0,4,10,8,0,0,65,36,49,19,86,80,12,25,16,119,120,34,26,1,4,87,48,3,8,0,165,149
00-0036919,Kenneth Gainwell,RB,TB,73,4,4,2,2,3,1,93,22,9,35,0.003,63.98399999999998,3.9349999999999876,2,0,17,2,0,-74,-2,57,1,1,1,45,218,274,6,0,0,0,0,117,152,58,28,52,25,66,145,236,43,118,5,6,190,245,16,9,5,227,334
00-0036427,,,,13,1,2,0,1,5,0,133,10,1,8,0.2518,50.705,10.580000000000002,1,1,3,1,0,155,22,55,2,5,0,55,1,0,2,0,0,0,0,43,15,0,0,4,81,150,80,91,62,47,4,5,50,91,3,14,15,101,182
00-0037837,Calvin Austin III,WR,NYG,35,2,8,2,2,5,1,130,41,3,24,-0.1591,-13.458000000000002,-4.140000000000001,4,3,4,2,0,279,11,326,3,10,1,79,2,5,7,0,0,0,0,93,175,3,18,25,149,188,126,166,145,161,4,18,169,187,1,4,19,206,197
00-0037228,Jaylen Warren,RB,PIT,41,0,0,0,1,2,1,103,7,19,23,0.2419,94.241,10.641000000000004,0,0,5,1,0,-111,-5,-2,0,0,0,0,212,314,4,1,0,0,0,57,56,11,2,28,6,7,119,76,5,10,3,3,107,219,7,7,38,176,277
00-0033943,,,,13,2,8,0,0,0,0,0,14,1,9,-0.3982,-44.328,-3.476,1,0,1,0,0,107,0,169,0,4,0,0,0,0,6,0,0,0,0,38,23,0,0,5,114,82,67,76,31,19,0,9,71,25,1,7,0,107,78
00-0040736,Mason Taylor,TE,NYJ,53,8,13,4,8,2,0,47,38,0,37,-0.2318,-68.99999999999999,8.645,2,1,8,1,0,281,27,94,1,2,0,27,6,7,6,0,0,23,31,104,22,140,201,26,70,54,177,181,110,76,5,21,149,181,6,23,7,245,347
00-0033699,,,,5,0,1,0,0,0,0,0,0,1,2,-0.1081,1.156000000000001,0.22899999999999998,0,0,0,0,0,-11,0,23,0,1,0,0,32,38,0,0,0,0,0,17,15,0,0,4,1,0,27,19,11,0,0,1,17,19,1,0,0,27,23
00-0035719,Deebo Samuel Sr.,WR,FA,79,5,14,2,7,10,2,262,44,14,54,-0.0378,66.70900000000005,18.568000000000016,6,3,12,4,0,315,54,212,4,6,1,105,24,49,7,3,10,0,0,136,320,7,14,43,126,373,220,379,225,291,17,22,144,297,10,15,41,243,397
00-0030061,Zach Ertz,TE,FA,58,5,9,1,7,5,1,123,49,3,36,-0.0283,20.28999999999999,10.653999999999998,5,2,8,4,0,433,62,223,3,7,0,76,0,0,9,2,0,40,132,119,116,55,87,30,42,62,193,331,194,223,16,14,119,173,2,17,0,210,388
00-0039337,Malik Nabers,WR,NYG,20,1,5,2,1,5,2,151,30,2,16,-0.1822,-15.163,2.3070000000000004,6,2,4,0,0,274,45,281,3,11,2,105,0,0,2,0,0,0,0,30,30,0,0,15,95,210,47,106,29,61,4,13,76,165,0,1,0,94,241
00-0038117,Wan'Dale Robinson,WR,TEN,102,5,19,1,3,14,3,432,88,13,64,-0.1814,-56.915,20.411999999999992,10,3,13,1,0,714,11,473,11,21,2,351,7,7,27,0,0,0,0,163,267,0,0,51,163,339,271,639,328,668,23,26,211,343,12,16,32,335,747
00-0032398,,,,15,2,6,1,2,3,1,100,16,0,12,-0.0459,14.361000000000002,12.283999999999999,3,1,2,0,0,195,17,137,2,5,1,56,0,0,3,1,0,0,0,81,113,1,0,7,165,185,131,160,42,22,4,8,69,47,0,7,0,126,94
00-0033591,,,,7,1,5,0,0,1,0,28,7,0,5,-0.1564,-2.4109999999999996,2.2859999999999996,1,0,2,0,0,108,0,37,1,2,0,28,0,0,4,0,0,0,0,19,28,0,0,0,49,55,31,55,11,28,2,4,28,28,0,1,0,41,55
00-0040715,Cam Skattebo,RB,NYG,26,0,2,0,1,1,0,21,7,7,16,0.171,56.74699999999999,3.3480000000000003,0,0,4,2,0,2,4,-7,0,0,0,0,122,188,7,0,0,0,0,45,76,0,0,16,7,15,61,92,4,4,1,2,63,115,6,9,0,88,131
00-0039847,Theo Johnson,TE,NYG,56,7,13,3,8,8,1,238,44,2,30,-0.036,17.233,8.835999999999993,8,2,14,4,0,415,41,201,5,7,0,151,23,1,8,0,0,74,94,151,223,74,48,26,61,58,241,381,216,327,15,19,191,143,6,16,4,297,305
00-0035659,Terry McLaurin,WR,WAS,39,8,13,4,0,7,1,245,48,3,37,0.2183,163.45700000000002,31.75,6,2,8,2,0,494,0,345,5,14,1,200,0,0,12,1,0,0,0,75,71,1,0,16,198,552,126,279,30,30,7,24,93,275,1,9,28,153,511
00-0040164,Ja'Kobi Lane,WR,BAL,21,2,7,0,4,3,0,113,18,0,13,-0.2791,-36.153999999999996,-5.652000000000001,4,0,2,0,0,272,57,155,3,7,0,113,1,0,8,1,0,0,0,70,110,2,0,9,114,130,112,135,64,95,3,9,60,90,1,8,0,110,115
00-0040242,,,,10,0,0,0,1,1,0,28,2,0,6,-0.1916,-4.268000000000002,1.0349999999999997,0,0,1,0,0,-14,-5,-5,0,0,0,0,137,62,3,1,0,0,0,50,10,2,0,5,3,0,89,49,8,6,0,0,53,19,5,7,0,99,58
00-0039384,Tyrone Tracy Jr.,RB,NYG,40,1,4,0,2,4,0,102,9,9,19,-0.0782,16.60200000000001,0.03800000000000203,3,2,5,2,0,-4,1,23,0,1,0,0,265,260,9,0,0,0,0,99,112,0,0,14,24,3,176,172,15,25,4,4,124,116,16,4,0,205,176
00-0035535,Darius Slayton,WR,NYG,45,2,10,1,6,7,1,219,44,3,31,-0.0997,13.201000000000006,15.896999999999995,8,0,6,0,0,533,113,310,3,14,0,121,1,0,6,0,0,0,0,131,144,0,0,25,328,454,209,406,70,84,12,15,179,132,4,11,0,268,394
00-0038115,,,,23,2,5,1,2,4,2,123,16,1,19,0.3654,75.54100000000003,22.597,2,0,6,0,0,198,29,46,2,2,1,73,39,41,3,1,0,46,52,86,56,43,60,8,23,27,137,174,82,106,3,5,84,112,7,11,0,146,230
00-0035261,Tony Pollard,RB,TEN,36,2,2,0,3,1,0,29,6,3,17,-0.0391,22.561000000000003,-11.825000000000001,0,0,1,0,0,10,7,2,0,0,0,0,322,196,2,1,0,0,0,107,45,7,8,26,9,-1,192,108,12,3,3,4,149,98,6,8,0,242,161
00-0032211,,,,36,0,4,0,4,2,0,59,38,2,23,-0.2427,-49.06500000000002,-7.601000000000004,2,1,2,1,0,241,18,185,2,4,0,59,1,0,5,0,0,0,0,123,51,0,0,23,95,142,196,146,263,149,11,13,152,145,2,11,0,236,240
00-0040584,Gunnar Helm,TE,TEN,46,4,8,3,1,2,1,56,29,4,25,-0.1278,-20.193999999999996,3.830999999999998,4,1,8,1,0,213,1,90,1,2,1,34,1,0,11,0,0,71,50,80,91,80,130,25,23,27,141,172,95,150,4,11,122,182,4,7,3,190,266
00-0037539,,,,2,1,1,0,0,0,0,0,3,0,2,-0.8841,-22.868,-2.383,0,0,0,0,0,11,0,9,0,0,0,0,0,0,1,0,0,0,0,5,0,10,6,2,3,0,14,9,12,9,0,1,10,6,0,1,0,20,15
00-0039868,Troy Franklin,WR,DEN,70,5,14,3,4,9,2,274,53,7,47,-0.1339,-5.906000000000004,6.629000000000002,12,6,18,4,0,548,97,773,6,24,2,205,3,0,8,0,0,0,0,117,163,0,0,43,262,383,232,439,201,326,19,27,220,261,7,14,9,349,546
00-0034348,Courtland Sutton,WR,DEN,84,10,25,7,5,17,4,479,84,8,66,0.0296,152.95300000000003,44.539999999999985,14,5,19,4,0,940,77,602,10,22,4,304,0,0,15,0,0,0,0,137,334,0,0,40,475,799,283,638,110,218,23,43,287,364,2,15,15,448,683
00-0036422,,,,20,1,1,0,0,3,0,69,14,3,15,0.1969,41.07400000000001,10.791,1,1,1,1,0,91,0,15,0,0,0,0,7,12,3,0,0,71,103,56,43,113,19,13,17,10,128,109,61,51,1,3,133,84,3,8,2,213,152
00-0037085,,,,23,0,1,0,3,0,0,0,0,1,11,-0.189,-8.140999999999998,1.2219999999999995,1,0,4,0,0,-71,-6,27,0,1,0,0,146,141,3,0,0,0,0,44,34,3,0,12,2,0,73,74,7,0,3,3,83,67,10,2,0,114,107
00-0037809,Chig Okonkwo,TE,WAS,62,3,7,0,5,6,1,173,44,12,35,-0.1239,-24.614999999999995,12.670000000000003,1,0,5,1,0,253,33,113,1,4,0,39,12,1,9,1,0,33,73,122,133,135,119,37,65,18,221,238,187,349,10,13,198,264,9,12,58,309,427
00-0040170,Elic Ayomanor,WR,TEN,53,8,20,4,9,8,0,219,71,2,36,-0.13,-2.2440000000000175,-9.596,6,3,8,4,0,539,106,587,7,18,0,199,1,0,7,0,0,0,0,138,152,1,0,30,402,344,259,276,84,171,10,39,219,239,2,10,0,350,363
00-0040730,RJ Harvey,RB,DEN,52,0,1,0,3,2,1,59,15,7,29,0.2264,119.66999999999996,19.074999999999992,2,2,11,4,0,9,-2,19,1,1,1,27,220,318,5,0,0,0,0,49,62,0,0,32,23,9,127,136,26,29,3,3,132,198,15,10,22,220,294
00-0033881,Evan Engram,TE,DEN,56,3,8,2,5,4,0,131,28,5,30,-0.248,-81.00200000000001,4.437,2,0,10,1,0,172,8,159,2,4,0,70,7,14,12,0,0,38,64,88,90,110,205,37,40,25,177,203,163,153,4,11,171,238,12,10,20,270,371
00-0038976,Marvin Mims Jr.,WR,DEN,39,3,5,0,1,6,1,163,22,3,21,-0.2372,-42.70100000000001,3.4950000000000028,3,1,3,0,0,134,5,344,4,13,1,111,26,75,9,0,0,0,0,54,99,0,0,23,165,172,124,174,66,75,4,6,124,148,9,9,0,203,223
00-0034837,Calvin Ridley,WR,TEN,23,1,6,0,4,7,0,206,27,1,15,-0.0417,22.073999999999998,12.223,1,0,2,0,0,310,57,143,3,4,0,110,0,0,4,0,0,0,0,59,99,0,0,14,115,242,88,146,38,61,5,11,61,157,2,4,0,94,204
00-0036158,J.K. Dobbins,RB,DEN,14,0,1,0,2,0,0,0,2,2,4,-0.4436,-23.175,-4.984999999999999,0,0,0,0,0,-30,-11,0,0,0,0,0,137,32,2,0,0,0,0,41,0,0,0,8,2,0,78,12,3,5,0,2,60,25,2,4,0,101,37
00-0034487,,,,3,0,0,0,0,0,0,0,3,0,1,-0.4679,-13.195,-0.855,0,0,2,0,0,7,0,38,0,1,0,0,3,0,0,0,0,0,0,20,0,1,0,3,48,15,35,3,28,6,1,1,42,18,0,3,0,60,21
00-0036727,,,,7,0,0,0,1,0,0,0,4,0,5,-0.1805,-2.4169999999999994,1.7349999999999999,0,0,2,0,0,15,5,-6,0,0,0,0,53,53,0,0,0,0,0,16,13,9,0,3,8,0,38,18,0,0,1,1,31,35,3,1,0,54,40
00-0039650,,,,1,1,1,0,0,0,0,0,1,0,1,0.3703,3.964,0.518,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,16,8,12,8,5,0,0,1,8,0,0,1,0,16,0
00-0040705,Chimere Dike,WR,TEN,50,3,4,3,2,6,1,173,41,3,31,-0.1485,-12.606999999999985,1.568000000000001,5,3,14,3,0,218,15,381,3,11,1,106,11,5,10,1,5,0,0,102,136,0,0,43,109,115,196,218,273,303,7,10,185,197,4,11,3,290,282
00-0038543,,,,123,7,11,7,4,27,4,903,132,13,103,0.2649,487.6980000000001,90.67599999999996,14,6,17,6,0,1310,44,523,14,24,3,575,11,58,5,0,0,0,0,126,516,1,26,77,356,1443,225,976,102,266,39,35,231,760,5,14,57,344,1277
00-0039793,AJ Barner,TE,SEA,54,2,3,1,2,3,1,110,40,3,44,0.0412,51.38699999999999,27.941999999999997,7,4,13,5,0,251,3,46,3,4,1,110,6,3,6,0,0,122,96,111,199,231,396,33,15,0,200,200,40,24,11,10,200,258,8,14,61,303,320
00-0033280,Christian McCaffrey,RB,SF,110,5,9,0,7,6,0,163,41,18,71,0.3927,386.72600000000017,39.031000000000006,6,5,25,7,0,219,16,116,0,3,0,0,433,655,17,0,0,0,0,159,186,10,71,66,21,49,252,419,67,129,14,15,262,464,17,17,21,372,718
00-0033288,George Kittle,TE,SF,61,7,10,2,3,9,1,223,45,4,47,0.3549,197.34499999999994,46.323999999999984,6,5,13,6,0,392,16,68,3,4,1,89,11,0,11,0,0,72,215,85,194,111,232,34,24,10,155,388,80,171,8,10,134,234,6,9,6,213,434
00-0039916,Ricky Pearsall,WR,SF,37,6,9,4,1,10,0,291,39,0,33,0.1884,128.61199999999997,26.70499999999999,4,0,4,0,0,446,-8,302,8,17,0,248,3,0,7,0,0,0,0,94,272,0,0,16,204,428,141,404,59,120,10,18,116,144,2,9,0,172,276
00-0037746,,,,9,0,2,0,0,0,0,0,1,1,2,-0.5416,-27.126000000000005,-4.064,0,0,4,0,0,-8,0,8,0,0,0,0,64,25,3,0,0,0,0,17,0,0,0,4,2,0,37,8,2,0,1,1,29,17,3,2,0,51,25
00-0038134,Kenneth Walker III,RB,KC,32,0,0,0,2,5,0,147,6,4,15,0.0888,45.70999999999998,6.842,1,0,3,0,0,-48,3,7,0,0,0,0,184,220,2,0,0,0,0,50,81,2,0,20,11,29,117,157,23,33,3,3,99,111,7,4,14,170,201
00-0036259,Jauan Jennings,WR,MIN,65,11,23,3,4,9,2,242,75,7,44,0.0391,116.62300000000002,-1.4290000000000032,12,5,19,7,0,611,71,294,5,11,1,130,0,0,10,0,0,0,0,124,149,0,0,27,301,436,227,268,136,207,17,31,199,347,5,11,28,313,494
00-0029892,,,,24,2,4,1,0,3,0,69,13,2,21,0.4638,105.577,7.420999999999999,2,2,5,2,0,104,0,16,1,1,0,25,77,128,2,0,0,6,0,50,51,70,49,17,29,27,102,99,36,9,1,4,108,109,4,8,5,168,162
