gameGameId,gameSeason,gameSeasonTypeSeasonTypeId,gameWeek,teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,teamStatsGamesPlayed,opponentStatsRushingAttemptsTotal,opponentStatsRushingAttemptsStuffsPercentage,opponentStatsRushingAttemptsSuccessPercentage,opponentStatsRushingYardsTotal,opponentStatsRushingYardsPerAttempt,opponentStatsRushingYardsBeforeContactPerAttempt,opponentStatsRushingYardsAfterContactTotal,opponentStatsRushingYardsAfterContactPerAttempt,opponentStatsRushingYardsAfterContactPercentage,opponentStatsRushingYardsExplosiveTotal,opponentStatsRushingYardsExplosivePercentage,opponentStatsRushingTouchdownsTotal,opponentStatsRushingTouchdownsPercentage,opponentStatsRushingMissedTacklesForcedTotal,opponentStatsRushingMissedTacklesForcedPerAttempt,opponentStatsRushingFumblesTotal,opponentStatsRushingRunsExplosivePercentage,opponentStatsRushingConceptZoneAttemptsTotal,opponentStatsRushingConceptZoneAttemptsPercentage,opponentStatsRushingConceptZoneAttemptsSuccessPercentage,opponentStatsRushingConceptZoneYardsTotal,opponentStatsRushingConceptZoneYardsPerAttempt,opponentStatsRushingConceptZoneTouchdownsTotal,opponentStatsRushingConceptManAttemptsTotal,opponentStatsRushingConceptManAttemptsPercentage,opponentStatsRushingConceptManAttemptsSuccessPercentage,opponentStatsRushingConceptManYardsTotal,opponentStatsRushingConceptManYardsPerAttempt,opponentStatsRushingConceptManTouchdownsTotal,opponentStatsFirstDownsRushing,opponentStatsInside5RushingAttemptsTotal
2025318,2025,1,18,19,Las Vegas,Raiders,True,KC,AFC,AFC West,17,511,0.45621181262729127,0.4892367906066536,1986,3.8864970645792565,1.426614481409002,1109,2.1702544031311155,0.5584088620342397,422,0.21248741188318226,22,0.043052837573385516,84,0.1643835616438356,8,0.033268101761252444,216,0.4227005870841487,0.4722222222222222,847,3.9212962962962963,6,216,0.4227005870841487,0.5416666666666666,932,4.314814814814815,12,126,46
2025308,2025,1,18,2,Atlanta,Falcons,True,NO,NFC,NFC South,17,466,0.4048140043763676,0.5278969957081545,2146,4.605150214592275,1.9206008583690988,964,2.0686695278969958,0.44920782851817337,564,0.26281453867660765,12,0.02575107296137339,56,0.12017167381974249,5,0.04935622317596566,172,0.36909871244635195,0.47674418604651164,672,3.9069767441860463,,222,0.47639484978540775,0.5720720720720721,1102,4.963963963963964,9,120,21
2025320,2025,1,18,32,Washington,Commanders,,PHI,NFC,NFC East,17,504,0.3942505133470226,0.5376984126984127,2406,4.773809523809524,2.0734126984126986,1136,2.253968253968254,0.47215295095594345,590,0.24522028262676643,18,0.03571428571428571,79,0.15674603174603174,5,0.05357142857142857,232,0.4603174603174603,0.521551724137931,1008,4.344827586206897,5,192,0.38095238095238093,0.5364583333333334,996,5.1875,11,130,26
2025309,2025,1,18,7,Cincinnati,Bengals,True,CLV,AFC,AFC North,17,479,0.39740820734341253,0.5281837160751566,2500,5.219206680584551,2.2839248434237995,1167,2.4363256784968685,0.4668,789,0.3156,18,0.037578288100208766,72,0.15031315240083507,4,0.06471816283924843,215,0.4488517745302714,0.5116279069767442,1068,4.967441860465116,5,176,0.3674321503131524,0.5284090909090909,923,5.244318181818182,7,130,23
2025309,2025,1,18,8,Cleveland,Browns,,CIN,AFC,AFC North,17,475,0.4779735682819383,0.42526315789473684,1979,4.166315789473685,1.7621052631578948,983,2.0694736842105264,0.4967155128852956,616,0.31126831733198584,14,0.029473684210526315,75,0.15789473684210525,10,0.04631578947368421,218,0.4589473684210526,0.41284403669724773,892,4.091743119266055,9,173,0.3642105263157895,0.4508670520231214,732,4.23121387283237,4,102,22
2025320,2025,1,18,26,Philadelphia,Eagles,True,WAS,NFC,NFC East,17,494,0.4140786749482402,0.5141700404858299,2115,4.281376518218623,1.5991902834008098,1056,2.1376518218623484,0.49929078014184397,388,0.183451536643026,20,0.04048582995951417,64,0.12955465587044535,12,0.038461538461538464,227,0.45951417004048584,0.4713656387665198,1006,4.431718061674009,4,177,0.3582995951417004,0.536723163841808,684,3.864406779661017,10,133,36
2025318,2025,1,18,16,Kansas City,Chiefs,,LV,AFC,AFC West,17,448,0.4457274826789838,0.4732142857142857,1797,4.011160714285714,1.7700892857142858,766,1.7098214285714286,0.4262659988870339,337,0.18753478018920422,14,0.03125,51,0.11383928571428571,5,0.03125,231,0.515625,0.5021645021645021,960,4.1558441558441555,6,134,0.29910714285714285,0.40298507462686567,509,3.798507462686567,2,103,22
2025321,2025,1,18,27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,17,451,0.4399092970521542,0.48337028824833705,1922,4.261640798226164,2.1130820399113084,822,1.8226164079822615,0.42767950052029136,557,0.2898022892819979,10,0.022172949002217297,55,0.12195121951219512,9,0.057649667405764965,245,0.5432372505543237,0.45714285714285713,1039,4.240816326530612,2,145,0.3215077605321508,0.503448275862069,646,4.455172413793103,4,122,17
2025307,2025,1,18,29,San Francisco,49ers,True,SEA,NFC,NFC West,17,424,0.3704600484261501,0.5377358490566038,1833,4.32311320754717,2.0141509433962264,818,1.929245283018868,0.4462629569012548,403,0.2198581560283688,13,0.030660377358490566,71,0.16745283018867924,6,0.04481132075471698,163,0.38443396226415094,0.5644171779141104,788,4.8343558282208585,6,199,0.4693396226415094,0.5025125628140703,798,4.010050251256281,7,115,12
2025314,2025,1,18,4,Buffalo,Bills,True,NYJ,AFC,AFC East,17,450,0.42342342342342343,0.52,2315,5.144444444444445,2.1444444444444444,1123,2.4955555555555557,0.48509719222462205,804,0.34730021598272137,24,0.05333333333333334,75,0.16666666666666666,7,0.06222222222222222,216,0.48,0.5092592592592593,1086,5.027777777777778,9,155,0.34444444444444444,0.47096774193548385,787,5.077419354838709,10,130,21
