Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsInEndzone,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,ReceptionsHero,DeepTargetTargetsTotal
DJ Chark,LAC,WR,17,No,No,No,14,3,No,Yes,1,0.3333,0.2143,1,0.3333,9,5,3,24,,0.2143,0.7857,2,8,42.4,0.6429,3,-4.3429,9,5,3,,4.1342,4.1342,0.1875,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,7,,,,,,,,,,,,,,,
Audric Estime,DEN,RB,14,Yes,No,No,7,4,No,Yes,4,1,0.5714,4,1,16,25,10,-9,,,,,-2.25,83.3,2.2857,4,-1.9091,4,6.25,2.5,1,7.8269,7.8269,0.2857,1.6,5.6,3.6,7.6,5.6,5.6,3.6,5.6,5.6,5.6,3.6,5.6,5.6,13,,,,,,,,,,,,1,,,
Charlie Kolar,BLT,TE,14,No,No,Yes,9,3,No,Yes,3,1,0.3333,3,1,22,3,1,19,0.6667,0.2222,0.1111,3,6.3333,97.2,2.4444,7.3333,0.3754,7.3333,1,0.3333,1,4.1546,4.1546,0.2308,2.2,5.2,3.7,5.2,6.7,5.2,3.7,5.2,5.2,5.2,3.7,6.7,5.2,13,,,,,,,,,,,,,,,
Darnell Washington,PIT,TE,69,No,Yes,No,40,5,No,Yes,4,0.8,0.125,4,0.8,16,4,2,11,0.775,0.125,0.1,4,2.2,119.6,0.4,3.2,-3.2538,4,1,0.5,1,13.0594,13.0594,0.0847,7.6,11.6,9.6,11.6,13.6,11.6,9.6,11.6,11.6,11.6,9.6,13.6,11.6,17,1,,,1,0.2,1,,1,,1,,,,,
Zach Ertz,WAS,TE,100,No,No,Yes,83,16,Yes,Yes,15,0.9375,0.1928,15,0.9375,175,64,32,124,0.3253,0.6024,0.0723,13,7.75,133.1,2.1084,10.9375,3.452,11.6667,4.2667,2.1333,11,28.689,28.689,0.1667,23.5,38.5,31,38.5,46,41.5,34,38.5,38.5,38.5,31,46,38.5,17,1,2,0.1333,,,3,2,1,2,1,,,,,
Davis Allen,LA,TE,47,No,No,No,32,4,No,No,1,0.25,0.125,1,0.25,5,3,1,21,0.5938,0.1875,0.1875,4,5.25,39.6,0.1562,1.25,-5.8045,5,3,1,,8.1355,8.1355,0.0909,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,14,,,,1,0.25,3,,1,,,,0.0312,,,1
John Samuel Shenker,LV,TE,6,No,No,No,4,1,No,Yes,1,1,0.25,1,1,7,3,1,4,0.25,0.25,0.5,1,4,95.8,1.75,7,0.9333,7,3,1,,1.5114,1.5114,0.2,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,7,,,,,,,,,,,,,,,
Dalton Kincaid,BUF,TE,82,No,No,No,66,24,No,Yes,20,0.8333,0.3636,19,0.7917,140,145,67,27,0.3182,0.5455,0.1364,19,1.125,104.9,2.1212,5.8333,-0.4185,7.3684,7.6316,3.5263,8,38.5335,38.5335,0.3117,20,39,29.5,39,48.5,42,32.5,39,39,39,29.5,48.5,39,13,1,5,0.2632,10,0.4167,4,1,,,,1,,0.0417,,
Hunter Henry,NE,TE,112,No,No,No,86,15,No,No,14,0.9333,0.1744,13,0.8667,106,53,10,66,0.3721,0.5698,0.0465,12,4.4,118.3,1.2326,7.0667,0.3893,8.1538,4.0769,0.7692,5,24.7223,24.7223,0.1515,16.6,29.6,23.1,29.6,36.1,32.6,26.1,29.6,29.6,29.6,23.1,36.1,29.6,16,1,,,1,0.0667,4,1,,,,,0.0116,,,
Jahmyr Gibbs,DET,RB,75,No,No,No,60,15,No,Yes,13,0.8667,0.25,12,0.8,88,127,15,-56,,0.0667,0.0333,10,-3.7333,91.1,1.4667,5.8667,0.1823,7.3333,10.5833,1.25,6,24.5013,24.5013,0.2113,8.8,20.8,14.8,26.8,20.8,20.8,14.8,20.8,20.8,20.8,14.8,20.8,20.8,17,,1,0.0833,6,0.4,3,,,,,1,0.9,0.0667,,
Nelson Agholor,BLT,WR,61,No,No,No,54,4,No,Yes,4,1,0.0741,3,0.75,8,2,,22,0.037,0.5,0.463,4,5.5,77.1,0.1481,2,-4.7737,2.6667,0.6667,,,6.5517,6.5517,0.0714,0.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,14,,,,1,0.25,,1,,,,,,,,
Jakobi Meyers,LV,WR,157,No,No,No,143,37,No,Yes,32,0.8649,0.2587,30,0.8108,261,80,42,273,,0.3007,0.6923,34,7.3784,123.1,1.8252,7.0541,-0.1876,8.7,2.6667,1.4,16,67.2787,67.2787,0.25,44.1,74.1,59.1,74.1,74.1,77.1,62.1,74.1,74.1,74.1,59.1,74.1,74.1,15,3,4,0.1333,,,9,8,5,7,2,,0.007,,,1
D.J. Turner,LV,WR,71,No,No,Yes,66,10,No,Yes,10,1,0.1515,9,0.9,93,69,16,33,,0.6515,0.3485,7,3.3,138.8,1.4091,9.3,3.0171,10.3333,7.6667,1.7778,6,17.204,17.204,0.1562,15.3,24.3,19.8,24.3,24.3,24.3,19.8,24.3,24.3,24.3,19.8,24.3,24.3,12,1,2,0.2222,1,0.1,2,2,1,2,1,,,,,
Gabe Davis,JAX,WR,71,Yes,No,No,59,10,No,Yes,7,0.7,0.1695,5,0.5,40,18,9,74,,0.2542,0.7458,8,7.4,60.4,0.678,4,-3.3355,8,3.6,1.8,2,17.9903,17.9903,0.1493,4,9,6.5,9,9,9,6.5,9,9,9,6.5,9,9,10,,1,0.2,,,3,2,2,1,,1,,0.1,,
Ian Thomas,CAR,TE,7,No,No,No,4,2,No,Yes,2,1,0.5,2,1,4,5,1,-1,1,,,1,-0.5,79.2,1,2,-4.1176,2,2.5,0.5,1,3.0119,3.0119,0.2857,0.4,2.4,1.4,2.4,3.4,2.4,1.4,2.4,2.4,2.4,1.4,3.4,2.4,5,,,,,,,,,,,,,,,
Zay Flowers,BLT,WR,121,No,No,Yes,114,29,No,Yes,23,0.7931,0.2544,21,0.7241,209,144,32,122,,0.3947,0.6053,26,4.2069,92.5,1.8333,7.2069,0.369,9.9524,6.8571,1.5238,11,47.0975,47.0975,0.2544,20.9,41.9,31.4,41.9,41.9,44.9,34.4,41.9,41.9,41.9,31.4,41.9,41.9,17,,2,0.0952,12,0.4138,2,2,1,,,1,,0.0345,,
Odell Beckham,MIA,WR,24,No,Yes,No,22,2,Yes,Yes,1,0.5,0.0909,1,0.5,6,2,2,16,,0.5455,0.4545,2,8,56.3,0.2727,3,-4.5479,6,2,2,,3.0392,3.0392,0.087,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,9,,,,,,,1,,1,,,,,,
Michael Wilson,ARZ,WR,150,No,No,Yes,139,22,Yes,Yes,19,0.8636,0.1583,18,0.8182,107,32,11,124,,0.3165,0.6835,19,5.6364,117.2,0.7698,4.8636,-1.8303,5.9444,1.7778,0.6111,9,37.9422,37.9422,0.1618,22.7,40.7,31.7,40.7,40.7,43.7,34.7,40.7,40.7,40.7,31.7,40.7,40.7,16,2,1,0.0556,1,0.0455,4,3,3,2,2,,,,1,
Cody White,SEA,WR,6,No,No,Yes,6,,Yes,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
River Cracraft,MIA,WR,23,No,No,No,16,,No,Yes,,,,,,,,,,,0.25,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,0.0625,,,
Xavier Hutchinson,HST,WR,59,No,No,No,53,5,No,Yes,3,0.6,0.0943,3,0.6,16,19,9,14,,0.283,0.717,5,2.8,65.4,0.3019,3.2,-2.9117,5.3333,6.3333,3,1,10.1724,10.1724,0.0943,1.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,4.6,3.1,4.6,4.6,16,,1,0.3333,2,0.4,1,,1,,,,,,,
Simi Fehoko,LAC,WR,24,No,Yes,No,17,1,No,Yes,,,0.0588,,,,,,15,,0.1765,0.8235,,15,39.6,,,-10.4097,,,,,1.2477,1.2477,0.0476,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,
Dez Fitzpatrick,LAC,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Ezekiel Elliott,DAL,RB,32,No,No,No,24,5,No,Yes,5,1,0.2083,5,1,27,35,9,-8,,0.0833,0.0417,3,-1.6,89.2,1.125,5.4,-0.6962,5.4,7,1.8,2,7.6522,7.6522,0.1613,2.7,7.7,5.2,10.2,7.7,7.7,5.2,7.7,7.7,7.7,5.2,7.7,7.7,15,,1,0.2,2,0.4,1,,,,,,0.875,,,
Stone Smartt,LAC,TE,31,No,No,No,23,5,No,Yes,4,0.8,0.2174,4,0.8,46,31,5,31,0.3913,0.5217,0.087,2,6.2,105,2,9.2,2.0084,11.5,7.75,1.25,3,7.342,7.342,0.1786,4.6,8.6,6.6,8.6,10.6,8.6,6.6,8.6,8.6,8.6,6.6,10.6,8.6,14,,,,1,0.2,,,,,,,,,,
T.J. Hockenson,MIN,TE,84,No,No,No,70,12,No,Yes,11,0.9167,0.1714,11,0.9167,100,38,19,73,0.5571,0.3,0.1429,9,6.0833,101.4,1.4286,8.3333,1.3112,9.0909,3.4545,1.7273,8,21.5514,21.5514,0.1622,10,21,15.5,21,26.5,24,18.5,21,21,21,15.5,26.5,21,10,,3,0.2727,,,3,1,1,1,,,,,1,
Tim Patrick,DET,WR,74,No,No,No,64,6,No,Yes,5,0.8333,0.0938,5,0.8333,29,16,4,20,,0.2188,0.7812,5,3.3333,86.8,0.4531,4.8333,-1.5351,5.8,3.2,0.8,,11.6485,11.6485,0.0833,2.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,16,,1,0.2,2,0.3333,3,,1,,,,,,,
Josh Reynolds,JAX,WR,57,No,Yes,No,49,9,No,Yes,5,0.5556,0.1837,3,0.3333,21,12,4,57,,0.2245,0.7755,9,6.3333,79.4,0.4286,2.3333,-4.9228,7,4,1.3333,1,15.447,15.447,0.1636,8.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,9,1,1,0.3333,1,0.1111,1,1,1,,1,1,,0.1111,,
Noah Gray,KC,TE,100,Yes,No,No,77,14,No,Yes,13,0.9286,0.1818,13,0.9286,107,60,19,52,0.4675,0.2987,0.2338,9,3.7143,98.5,1.3896,7.6429,1.2789,8.2308,4.6154,1.4615,7,20.6974,20.6974,0.1505,10.7,23.7,17.2,23.7,30.2,26.7,20.2,23.7,23.7,23.7,17.2,30.2,23.7,17,,1,0.0769,,,2,,,,,,,,,
Brian Thomas,JAX,WR,142,No,Yes,No,132,36,No,Yes,31,0.8611,0.2727,26,0.7222,222,112,32,207,,0.3182,0.6818,34,5.75,115.7,1.6818,6.1667,-0.6622,8.5385,4.3077,1.2308,12,59.2068,59.2068,0.2667,40.2,66.2,53.2,66.2,66.2,69.2,56.2,66.2,66.2,66.2,53.2,66.2,66.2,17,3,2,0.0769,6,0.1667,5,3,4,,3,2,,0.0556,,1
DeAndre Hopkins,KC,WR,93,No,Yes,No,86,26,No,No,20,0.7692,0.3023,19,0.7308,203,48,21,221,,0.2558,0.7442,23,8.5,105.1,2.3605,7.8077,0.133,10.6842,2.5263,1.1053,13,48.0203,48.0203,0.2889,32.3,51.3,41.8,51.3,51.3,54.3,44.8,51.3,51.3,51.3,41.8,51.3,51.3,16,2,3,0.1579,,,4,5,3,4,1,,,,1,
Devin Culp,TB,TE,7,No,No,Yes,5,1,No,Yes,1,1,0.2,1,1,16,5,5,11,0.2,0.6,0.2,,11,118.8,3.2,16,7.2598,16,5,5,1,1.572,1.572,0.1429,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,5,,,,,,,,,,,,,,,
Tyrone Tracy,NYG,RB,103,No,Yes,No,70,21,No,Yes,19,0.9048,0.3,16,0.7619,101,117,28,2,,0.0857,0.1714,13,0.0952,81.6,1.4429,4.8095,-1.1769,6.3125,7.3125,1.75,5,34.6655,34.6655,0.2188,16.1,32.1,24.1,40.1,32.1,35.1,27.1,32.1,32.1,32.1,24.1,32.1,32.1,17,1,3,0.1875,6,0.2857,5,,1,,1,3,0.7429,0.1429,1,
Michael Mayer,LV,TE,66,No,No,No,52,7,No,Yes,5,0.7143,0.1346,5,0.7143,31,11,3,21,0.5192,0.4038,0.0577,5,3,80.1,0.5962,4.4286,-1.8948,6.2,2.2,0.6,3,13.57,13.57,0.1111,3.1,8.1,5.6,8.1,10.6,8.1,5.6,8.1,8.1,8.1,5.6,10.6,8.1,11,,2,0.4,,,3,1,,1,,,0.0192,,,
Marvin Harrison,ARZ,WR,170,No,No,No,158,30,No,Yes,26,0.8667,0.1899,19,0.6333,182,41,16,251,,0.2595,0.7405,29,8.3667,102.4,1.1519,6.0667,-1.525,9.5789,2.1579,0.8421,9,58.2059,58.2059,0.1948,30.2,49.2,39.7,49.2,49.2,52.2,42.7,49.2,49.2,49.2,39.7,49.2,49.2,17,2,,,,,5,9,5,4,2,2,,0.0667,,1
Collin Johnson,CHI,WR,4,No,Yes,Yes,2,,No,No,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
Mo Alie-Cox,IND,TE,62,No,Yes,No,31,7,No,Yes,4,0.5714,0.2258,4,0.5714,22,16,2,26,0.8387,0.1613,,4,3.7143,62.8,0.7097,3.1429,-3.4341,5.5,4,0.5,,10.4172,10.4172,0.1228,2.2,6.2,4.2,6.2,8.2,6.2,4.2,6.2,6.2,6.2,4.2,8.2,6.2,17,,,,1,0.1429,2,,,,,,,,,
Bryce Oliver,TEN,WR,9,No,No,No,8,3,No,Yes,2,0.6667,0.375,2,0.6667,24,13,6,19,,0.125,0.875,3,6.3333,91,3,8,1.1763,12,6.5,3,1,4.8425,4.8425,0.3333,2.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,10,,,,,,1,,,,,,,,,
Austin Hooper,NE,TE,81,No,No,No,64,17,No,No,15,0.8824,0.2656,15,0.8824,161,110,30,59,0.625,0.2656,0.1094,11,3.4706,145.3,2.5156,9.4706,2.6967,10.7333,7.3333,2,10,28.1898,28.1898,0.2267,27.1,42.1,34.6,42.1,49.6,45.1,36.6,41.1,41.1,41.1,33.6,49.6,41.1,17,2,3,0.2,2,0.1176,2,,,,,,,,,
Justin Watson,KC,WR,100,Yes,No,No,75,4,No,Yes,4,1,0.0533,4,1,37,14,4,29,,0.32,0.68,3,7.25,144.8,0.4933,9.25,1.5696,9.25,3.5,1,3,9.5554,9.5554,0.0444,9.7,13.7,11.7,13.7,13.7,13.7,11.7,13.7,13.7,13.7,11.7,13.7,13.7,17,1,,,,,2,1,1,1,1,,,,,
Rashee Rice,KC,WR,25,No,Yes,No,24,10,No,No,10,1,0.4167,7,0.7,59,52,11,36,,0.5833,0.4167,10,3.6,118.3,2.4583,5.9,-0.4558,8.4286,7.4286,1.5714,3,15.3456,15.3456,0.4545,11.9,18.9,15.4,18.9,18.9,18.9,15.4,18.9,18.9,18.9,15.4,18.9,18.9,4,1,1,0.1429,2,0.2,1,1,,,,2,,0.2,,
Ty Chandler,MIN,RB,19,Yes,No,No,16,2,No,Yes,2,1,0.125,2,1,16,22,5,-6,0.0625,,,1,-3,100,1,8,2.116,8,11,2.5,,7.6951,7.6951,0.1333,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,15,,,,1,0.5,,,,,,,0.9375,,,
Britain Covey,PHI,WR,8,No,No,No,7,3,No,Yes,3,1,0.4286,3,1,9,11,,-2,,0.8571,0.1429,3,-0.6667,79.2,1.2857,3,-2.4442,3,3.6667,,,4.7652,4.7652,0.375,0.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,5,,,,2,0.6667,2,,,,,,,,,
Jaylen Wright,MIA,RB,26,No,No,No,18,4,No,Yes,3,0.75,0.2222,2,0.5,6,9,12,-10,,0.2222,0.0556,,-2.5,56.3,0.3333,1.5,-4.5837,3,4.5,6,1,6.7279,6.7279,0.1538,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,15,,1,0.5,,,1,,,,,1,0.7222,0.25,,
Tyler Scott,CHI,WR,1,No,Yes,Yes,1,1,No,No,1,1,1,1,1,5,8,1,-3,,1,,1,-3,87.5,5,5,0.0592,5,8,1,,1.6252,1.6252,1,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,11,,,,1,1,,,,,,,,,,
Ihmir Smith-Marsette,NYG,WR,2,No,Yes,No,2,,No,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
Keon Coleman,BUF,WR,86,No,No,No,74,17,No,No,14,0.8235,0.2297,11,0.6471,207,139,113,126,,0.1351,0.8649,16,7.4118,146,2.7973,12.1765,4.7112,18.8182,12.6364,10.2727,7,39.6291,39.6291,0.2073,32.7,43.7,38.2,43.7,43.7,46.7,41.2,43.7,43.7,43.7,38.2,43.7,43.7,13,2,4,0.3636,2,0.1176,5,4,4,1,1,,,,1,1
Lil'Jordan Humphrey,DEN,WR,85,Yes,No,No,64,16,No,Yes,15,0.9375,0.25,13,0.8125,113,79,24,60,,0.7031,0.2969,12,3.75,116.9,1.7656,7.0625,0.7043,8.6923,6.0769,1.8462,3,27.7783,27.7783,0.1928,16.3,29.3,22.8,29.3,29.3,32.3,24.8,28.3,28.3,28.3,21.8,29.3,28.3,17,1,4,0.3077,4,0.25,3,1,2,,,1,,0.0625,,
Jordan Addison,MIN,WR,130,No,No,No,113,18,No,Yes,16,0.8889,0.1593,15,0.8333,98,59,31,84,,0.3186,0.6726,14,4.6667,89.4,0.8673,5.4444,-1.0124,6.5333,3.9333,2.0667,6,36.8551,36.8551,0.1538,9.8,24.8,17.3,24.8,24.8,24.8,17.3,24.8,24.8,24.8,17.3,24.8,24.8,15,,4,0.2667,4,0.2222,7,,1,,,1,0.0088,0.0556,,1
Tyler Lockett,SEA,WR,125,No,No,No,112,22,No,No,18,0.8182,0.1964,17,0.7727,114,38,8,114,,0.3661,0.6339,19,5.1818,88.1,1.0179,5.1818,-1.6259,6.7059,2.2353,0.4706,8,36.4446,36.4446,0.1849,11.4,28.4,19.9,28.4,28.4,31.4,22.9,28.4,28.4,28.4,19.9,28.4,28.4,17,,,,5,0.2273,3,3,2,2,,,,,,
De'Von Achane,MIA,RB,128,No,No,No,113,44,No,Yes,41,0.9318,0.3894,40,0.9091,295,381,97,-78,0.0088,0.2389,0.1239,31,-1.7727,124.9,2.6106,6.7045,0.6959,7.375,9.525,2.425,14,78.6212,78.6212,0.3697,53.5,93.5,73.5,113.5,93.5,96.5,76.5,93.5,93.5,93.5,73.5,93.5,93.5,17,4,9,0.225,23,0.5227,8,1,1,1,,1,0.6283,0.0227,,
Mike Evans,TB,WR,109,No,No,Yes,86,28,No,Yes,24,0.8571,0.3256,22,0.7857,226,54,21,252,,0.2558,0.7442,25,9,136,2.6279,8.0714,0.2828,10.2727,2.4545,0.9545,13,59.8196,59.8196,0.2642,40.6,62.6,51.6,62.6,62.6,65.6,54.6,62.6,62.6,62.6,51.6,62.6,62.6,14,3,1,0.0455,1,0.0357,7,5,6,4,3,1,,0.0357,1,
Xavier Smith,LA,WR,5,No,No,No,5,1,No,No,1,1,0.2,1,1,-5,,,-5,,0.8,0.2,1,-5,79.2,-1,-5,-9.1596,-5,,,,1.6816,1.6816,0.2,-0.5,0.5,,0.5,0.5,0.5,,0.5,0.5,0.5,,0.5,0.5,15,,,,1,1,,,,,,,,,,
Kenneth Walker,SEA,RB,68,No,No,Yes,52,17,No,Yes,15,0.8824,0.3269,15,0.8824,103,133,40,-31,,0.0192,0.2885,9,-1.8235,91.9,1.9808,6.0588,0.2363,6.8667,8.8667,2.6667,7,24.5246,24.5246,0.2576,10.3,25.3,17.8,32.8,25.3,28.3,20.8,25.3,25.3,25.3,17.8,25.3,25.3,11,,5,0.3333,6,0.3529,1,1,,1,,,0.6923,,,
Sean Tucker,TB,RB,14,No,No,Yes,11,2,No,Yes,2,1,0.1818,1,0.5,12,10,3,6,,,,1,3,68.8,1.0909,6,-0.5283,12,10,3,1,2.8145,2.8145,0.1429,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,17,,,,,,,1,,,,,1,,,
Ramel Keyton,LV,WR,6,No,No,No,4,1,No,Yes,1,1,0.25,1,1,7,,,7,,,1,1,7,95.8,1.75,7,-0.0645,7,,,1,1.5941,1.5941,0.1667,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,8,,,,,,,,,,,,,,,
Joseph Fortson,KC,TE,5,No,Yes,Yes,5,1,Yes,Yes,1,1,0.2,1,1,5,2,,3,0.2,0.2,0.6,1,3,87.5,1,5,-1.3218,5,2,,1,1.251,1.251,0.2,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,3,,,,,,,,,,,,,,,
John FitzPatrick,GB,TE,4,No,Yes,Yes,1,1,No,No,1,1,1,1,1,2,,,2,1,,,,2,79.2,2,2,-4.3701,2,,,,1.4542,1.4542,0.25,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,9,,2,2,,,,,,,,,,,,
Tank Bigsby,JAX,RB,42,No,Yes,No,31,6,No,Yes,5,0.8333,0.1935,4,0.6667,13,24,5,-21,,,0.0645,1,-3.5,30.6,0.4194,2.1667,-3.3255,3.25,6,1.25,,8.2441,8.2441,0.1538,1.3,5.3,3.3,7.3,5.3,5.3,3.3,5.3,5.3,5.3,3.3,5.3,5.3,16,,2,0.5,1,0.1667,,,,,,1,0.9355,0.1667,,
Mike Woods,CLV,WR,63,No,No,No,55,3,Yes,Yes,2,0.6667,0.0545,2,0.6667,20,10,3,16,,0.1455,0.8545,3,5.3333,85.4,0.3636,6.6667,-0.4981,10,5,1.5,1,5.685,5.685,0.05,2,4,3,4,4,4,3,4,4,4,3,4,4,5,,,,1,0.3333,1,,,,,,,,,
Zach Pascal,ARZ,WR,3,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,
Xavier Gipson,NYJ,WR,40,No,No,No,33,3,No,Yes,2,0.6667,0.0909,1,0.3333,-1,2,,14,,0.3636,0.6364,3,4.6667,42.4,-0.0303,-0.3333,-6.9684,-1,2,,,4.9189,4.9189,0.075,-0.1,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,17,,,,1,0.3333,,,,,,1,,0.3333,,
Cedrick Wilson,NO,WR,45,No,No,Yes,36,10,No,Yes,9,0.9,0.2778,8,0.8,49,31,6,43,,0.4444,0.5556,6,4.3,87.1,1.3611,4.9,-1.6816,6.125,3.875,0.75,1,15.9984,15.9984,0.2564,4.9,12.9,8.9,12.9,12.9,12.9,8.9,12.9,12.9,12.9,8.9,12.9,12.9,15,,2,0.25,,,,,,,,1,,0.1,,
Luke Schoonmaker,DAL,TE,39,No,No,Yes,32,4,Yes,Yes,3,0.75,0.125,3,0.75,19,5,2,16,0.5312,0.4688,,2,4,84.4,0.5938,4.75,-1.6491,6.3333,1.6667,0.6667,,5.6606,5.6606,0.1053,1.9,4.9,3.4,4.9,6.4,4.9,3.4,4.9,4.9,4.9,3.4,6.4,4.9,17,,,,,,,,,,,,,,,
Nate Adkins,DEN,TE,48,Yes,No,No,25,7,No,Yes,7,1,0.28,7,1,49,27,6,24,0.76,0.12,0.12,4,3.4286,135.4,1.96,7,0.7189,7,3.8571,0.8571,3,12.6608,12.6608,0.1489,16.9,23.9,20.4,23.9,27.4,23.9,20.4,23.9,23.9,23.9,20.4,27.4,23.9,17,2,1,0.1429,,,2,,1,,1,,,,,
Trent Taylor,SF,WR,3,No,No,No,2,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Jack Stoll,MIA,TE,18,No,No,No,12,,Yes,Yes,,,,,,,,,,0.5833,0.3333,0.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
Mecole Hardman,KC,WR,17,No,No,Yes,15,5,No,Yes,5,1,0.3333,5,1,42,47,6,-5,,0.4667,0.5333,5,-1,101.7,2.8,8.4,2.9107,8.4,9.4,1.2,4,7.9859,7.9859,0.3571,4.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,12,,1,0.2,4,0.8,2,,,,,,,,,
Shane Zylstra,DET,TE,7,No,No,No,6,,No,Yes,,,,,,,,,,0.3333,0.1667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,
Malik Heath,GB,WR,17,No,Yes,Yes,14,6,No,No,6,1,0.4286,6,1,28,6,3,32,,0.0714,0.9286,6,5.3333,125.7,2,4.6667,-2.2091,4.6667,1,0.5,2,11.9315,11.9315,0.4,14.8,20.8,17.8,20.8,20.8,20.8,17.8,20.8,20.8,20.8,17.8,20.8,20.8,10,2,,,,,2,1,2,1,2,,,,,
Skyy Moore,KC,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
Chris Conley,SF,WR,24,No,No,No,21,3,No,Yes,3,1,0.1429,3,1,19,5,1,14,,0.1429,0.8571,1,4.6667,93.1,0.9048,6.3333,0.0748,6.3333,1.6667,0.3333,,4.3109,4.3109,0.1364,1.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,15,,,,,,,,,,,,,,,
