gameGameId,gameSeason,gameSeasonTypeSeasonTypeId,gameWeek,playerPlayerId,playerFirstName,playerLastName,playerPosition,teamAbbreviation,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playPlayerAlignmentFamily,playPlayerAlignmentSide,playStartClockQuarter,playDownNumber,playPassDropbackTypeName,playPassPassResultName,playPassTargetedRouteFamily,playPassThrowTypeParent,playPassReceiverSeparationName,playOffensePersonnelKey,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamsPlayedFor,opponentsPlayed,playerStatsSnapsOffenseTotal,playerStatsPassingPlayActionLabel,playerStatsPassingPressuredLabel,playerStatsPassingBlitzedLabel,playerStatsReceivingRoutesTotal,playerStatsReceivingTargetsTotal,playerStatsReceivingTargetsContestedLabel,playerStatsReceivingTargetsCatchableLabel,playerStatsReceivingTargetsCatchableTotal,playerStatsReceivingTargetsCatchablePercentage,playerStatsReceivingTargetsPerRoute,playerStatsReceivingReceptionsTotal,playerStatsReceivingReceptionsPercentage,playerStatsReceivingYardsTotal,playerStatsReceivingYardsAfterCatchTotal,playerStatsReceivingYardsAfterContactTotal,playerStatsReceivingYardsAirTotal,playerStatsReceivingAlignmentBackfieldRoutesPercentage,playerStatsReceivingAlignmentSlotRoutesPercentage,playerStatsReceivingTargetedReadFirstTotal,playerStatsReceivingAverageDepthOfTarget,playerStatsReceivingPasserRatingWhenTargeted,playerStatsReceivingAveragesPerRouteYardsTotal,playerStatsReceivingAveragesPerTargetYardsTotal,playerStatsReceivingAveragesPerTargetYardsOverExpected,playerStatsReceivingAveragesPerReceptionYardsTotal,playerStatsReceivingAveragesPerReceptionYardsAfterCatch,playerStatsReceivingAveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,marketShareReceivingRoutesTotal,marketShareReceivingTargetsTotal,marketShareReceivingYardsTotal,marketShareReceivingYardsAir,marketShareReceivingTargetedReadFirst,playerStatsReceivingAlignmentWideRoutesPercentage,playerStatsReceivingTargetsContestedTotal,playerStatsReceivingTargetsInEndzone,playerStatsReceivingReceptionsContested,playerStatsReceivingReceptionsHero,playerStatsReceivingTouchdownsTotal,playerStatsReceivingTouchdownsInEndzone,playerStatsReceivingDeepTargetTargetsTotal,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,marketShareReceivingTouchdownsTotal,playerStatsReceivingAlignmentInlineRoutesPercentage,playerStatsReceivingTargetedReadDesignTotal,playerStatsReceivingTargetedReadDesignPercentage,playerStatsReceivingMissedTacklesForcedTotal,playerStatsReceivingMissedTacklesForcedPerReception,playerStatsReceivingDropsTotal,playerStatsReceivingAveragesPerTargetDropsTotal
2025313,2025,1,18,BF9627FDF142,George,Pickens,WR,DAL,Dallas,Cowboys,,NYG,NFC,NFC East,,,,,,,,,,,,,,"[{""teamId"": 9, ""key"": ""DAL"", ""abbreviation"": ""DAL"", ""location"": ""Dallas"", ""nickname"": ""Cowboys""}]","[{""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}, {""teamId"": 10, ""key"": ""DEN"", ""abbreviation"": ""DEN"", ""location"": ""Denver"", ""nickname"": ""Broncos""}, {""teamId"": 5, ""key"": ""CAR"", ""abbreviation"": ""CAR"", ""location"": ""Carolina"", ""nickname"": ""Panthers""}, {""teamId"": 21, ""key"": ""MIN"", ""abbreviation"": ""MIN"", ""location"": ""Minnesota"", ""nickname"": ""Vikings""}, {""teamId"": 16, ""key"": ""KC"", ""abbreviation"": ""KC"", ""location"": ""Kansas City"", ""nickname"": ""Chiefs""}, {""teamId"": 6, ""key"": ""CHI"", ""abbreviation"": ""CHI"", ""location"": ""Chicago"", ""nickname"": ""Bears""}, {""teamId"": 11, ""key"": ""DET"", ""abbreviation"": ""DET"", ""location"": ""Detroit"", ""nickname"": ""Lions""}, {""teamId"": 26, ""key"": ""PHI"", ""abbreviation"": ""PHI"", ""location"": ""Philadelphia"", ""nickname"": ""Eagles""}, {""teamId"": 12, ""key"": ""GB"", ""abbreviation"": ""GB"", ""location"": ""Green Bay"", ""nickname"": ""Packers""}, {""teamId"": 19, ""key"": ""LV"", ""abbreviation"": ""LV"", ""location"": ""Las Vegas"", ""nickname"": ""Raiders""}, {""teamId"": 24, ""key"": ""NYG"", ""abbreviation"": ""NYG"", ""location"": ""New York"", ""nickname"": ""Giants""}, {""teamId"": 1, ""key"": ""ARZ"", ""abbreviation"": ""ARZ"", ""location"": ""Arizona"", ""nickname"": ""Cardinals""}, {""teamId"": 25, ""key"": ""NYJ"", ""abbreviation"": ""NYJ"", ""location"": ""New York"", ""nickname"": ""Jets""}, {""teamId"": 18, ""key"": ""LAC"", ""abbreviation"": ""LAC"", ""location"": ""Los Angeles"", ""nickname"": ""Chargers""}]",3,No,No,No,2,1,No,No,1,1,0.5,1,1,7,3,1,4,,,1,4,95.8,3.5,7,0.9501950199999998,7,3,1,1.371270718,1.371270718,0.5,0.7000000000000001,1.7000000000000002,1.2000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.2000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.2000000000000002,1.7000000000000002,1.7000000000000002,17,1,0.5,0.5384615384615384,-1.3333333333333333,0.5,1,,,,,,,,,,,,,,,,,
2025306,2025,1,18,8A108F1261E5,Trevor,Etienne,RB,CAR,Carolina,Panthers,,TB,NFC,NFC South,,,,,,,,,,,,,,"[{""teamId"": 5, ""key"": ""CAR"", ""abbreviation"": ""CAR"", ""location"": ""Carolina"", ""nickname"": ""Panthers""}]","[{""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 4, ""key"": ""BUF"", ""abbreviation"": ""BUF"", ""location"": ""Buffalo"", ""nickname"": ""Bills""}, {""teamId"": 12, ""key"": ""GB"", ""abbreviation"": ""GB"", ""location"": ""Green Bay"", ""nickname"": ""Packers""}, {""teamId"": 23, ""key"": ""NO"", ""abbreviation"": ""NO"", ""location"": ""New Orleans"", ""nickname"": ""Saints""}, {""teamId"": 15, ""key"": ""JAX"", ""abbreviation"": ""JAX"", ""location"": ""Jacksonville"", ""nickname"": ""Jaguars""}, {""teamId"": 29, ""key"": ""SF"", ""abbreviation"": ""SF"", ""location"": ""San Francisco"", ""nickname"": ""49ers""}, {""teamId"": 17, ""key"": ""LA"", ""abbreviation"": ""LA"", ""location"": ""Los Angeles"", ""nickname"": ""Rams""}, {""teamId"": 30, ""key"": ""TB"", ""abbreviation"": ""TB"", ""location"": ""Tampa Bay"", ""nickname"": ""Buccaneers""}, {""teamId"": 22, ""key"": ""NE"", ""abbreviation"": ""NE"", ""location"": ""New England"", ""nickname"": ""Patriots""}, {""teamId"": 28, ""key"": ""SEA"", ""abbreviation"": ""SEA"", ""location"": ""Seattle"", ""nickname"": ""Seahawks""}, {""teamId"": 25, ""key"": ""NYJ"", ""abbreviation"": ""NYJ"", ""location"": ""New York"", ""nickname"": ""Jets""}, {""teamId"": 1, ""key"": ""ARZ"", ""abbreviation"": ""ARZ"", ""location"": ""Arizona"", ""nickname"": ""Cardinals""}, {""teamId"": 9, ""key"": ""DAL"", ""abbreviation"": ""DAL"", ""location"": ""Dallas"", ""nickname"": ""Cowboys""}]",1,No,No,No,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,
2025319,2025,1,18,F4A7A75F3F7C,Jaylen,Wright,RB,MIA,Miami,Dolphins,,NE,AFC,AFC East,,,4,3,Straight Drop,Incomplete,Post,Vertical,Tight,20,Open,Open,Cover 0,"[{""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}]","[{""teamId"": 23, ""key"": ""NO"", ""abbreviation"": ""NO"", ""location"": ""New Orleans"", ""nickname"": ""Saints""}, {""teamId"": 8, ""key"": ""CLV"", ""abbreviation"": ""CLV"", ""location"": ""Cleveland"", ""nickname"": ""Browns""}, {""teamId"": 27, ""key"": ""PIT"", ""abbreviation"": ""PIT"", ""location"": ""Pittsburgh"", ""nickname"": ""Steelers""}, {""teamId"": 30, ""key"": ""TB"", ""abbreviation"": ""TB"", ""location"": ""Tampa Bay"", ""nickname"": ""Buccaneers""}, {""teamId"": 22, ""key"": ""NE"", ""abbreviation"": ""NE"", ""location"": ""New England"", ""nickname"": ""Patriots""}, {""teamId"": 25, ""key"": ""NYJ"", ""abbreviation"": ""NYJ"", ""location"": ""New York"", ""nickname"": ""Jets""}, {""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 4, ""key"": ""BUF"", ""abbreviation"": ""BUF"", ""location"": ""Buffalo"", ""nickname"": ""Bills""}, {""teamId"": 7, ""key"": ""CIN"", ""abbreviation"": ""CIN"", ""location"": ""Cincinnati"", ""nickname"": ""Bengals""}]",1,No,No,Yes,1,,No,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,,,,,,,,,,,,,,,,,,,,,,
2025320,2025,1,18,D9FC0C5E67FA,Deebo,Samuel,WR,WAS,Washington,Commanders,,PHI,NFC,NFC East,,,,,,,,,,,,,,"[{""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}]","[{""teamId"": 24, ""key"": ""NYG"", ""abbreviation"": ""NYG"", ""location"": ""New York"", ""nickname"": ""Giants""}, {""teamId"": 16, ""key"": ""KC"", ""abbreviation"": ""KC"", ""location"": ""Kansas City"", ""nickname"": ""Chiefs""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 6, ""key"": ""CHI"", ""abbreviation"": ""CHI"", ""location"": ""Chicago"", ""nickname"": ""Bears""}, {""teamId"": 28, ""key"": ""SEA"", ""abbreviation"": ""SEA"", ""location"": ""Seattle"", ""nickname"": ""Seahawks""}, {""teamId"": 11, ""key"": ""DET"", ""abbreviation"": ""DET"", ""location"": ""Detroit"", ""nickname"": ""Lions""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 18, ""key"": ""LAC"", ""abbreviation"": ""LAC"", ""location"": ""Los Angeles"", ""nickname"": ""Chargers""}, {""teamId"": 10, ""key"": ""DEN"", ""abbreviation"": ""DEN"", ""location"": ""Denver"", ""nickname"": ""Broncos""}, {""teamId"": 21, ""key"": ""MIN"", ""abbreviation"": ""MIN"", ""location"": ""Minnesota"", ""nickname"": ""Vikings""}, {""teamId"": 9, ""key"": ""DAL"", ""abbreviation"": ""DAL"", ""location"": ""Dallas"", ""nickname"": ""Cowboys""}, {""teamId"": 19, ""key"": ""LV"", ""abbreviation"": ""LV"", ""location"": ""Las Vegas"", ""nickname"": ""Raiders""}, {""teamId"": 12, ""key"": ""GB"", ""abbreviation"": ""GB"", ""location"": ""Green Bay"", ""nickname"": ""Packers""}, {""teamId"": 26, ""key"": ""PHI"", ""abbreviation"": ""PHI"", ""location"": ""Philadelphia"", ""nickname"": ""Eagles""}]",3,No,No,No,3,1,No,No,1,1,0.3333333333333333,1,1,4,10,2,-6,,1,,-6,83.3,1.3333333333333333,4,0.25806451600000013,4,10,2,1.57704918,1.57704918,0.5,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,16,1,0.5,0.25,-1.2,,,,,,,,,,,,,,,,,,,
2025320,2025,1,18,FF77C4DDF674,Jeremy,McNichols,RB,WAS,Washington,Commanders,,PHI,NFC,NFC East,,,,,,,,,,,,,,"[{""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}]","[{""teamId"": 9, ""key"": ""DAL"", ""abbreviation"": ""DAL"", ""location"": ""Dallas"", ""nickname"": ""Cowboys""}, {""teamId"": 24, ""key"": ""NYG"", ""abbreviation"": ""NYG"", ""location"": ""New York"", ""nickname"": ""Giants""}, {""teamId"": 12, ""key"": ""GB"", ""abbreviation"": ""GB"", ""location"": ""Green Bay"", ""nickname"": ""Packers""}, {""teamId"": 19, ""key"": ""LV"", ""abbreviation"": ""LV"", ""location"": ""Las Vegas"", ""nickname"": ""Raiders""}, {""teamId"": 16, ""key"": ""KC"", ""abbreviation"": ""KC"", ""location"": ""Kansas City"", ""nickname"": ""Chiefs""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 26, ""key"": ""PHI"", ""abbreviation"": ""PHI"", ""location"": ""Philadelphia"", ""nickname"": ""Eagles""}, {""teamId"": 18, ""key"": ""LAC"", ""abbreviation"": ""LAC"", ""location"": ""Los Angeles"", ""nickname"": ""Chargers""}, {""teamId"": 21, ""key"": ""MIN"", ""abbreviation"": ""MIN"", ""location"": ""Minnesota"", ""nickname"": ""Vikings""}, {""teamId"": 10, ""key"": ""DEN"", ""abbreviation"": ""DEN"", ""location"": ""Denver"", ""nickname"": ""Broncos""}, {""teamId"": 28, ""key"": ""SEA"", ""abbreviation"": ""SEA"", ""location"": ""Seattle"", ""nickname"": ""Seahawks""}, {""teamId"": 11, ""key"": ""DET"", ""abbreviation"": ""DET"", ""location"": ""Detroit"", ""nickname"": ""Lions""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 6, ""key"": ""CHI"", ""abbreviation"": ""CHI"", ""location"": ""Chicago"", ""nickname"": ""Bears""}]",3,No,No,No,3,,No,No,,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,
2025320,2025,1,18,477E48BD62CE,Chris,Moore,WR,WAS,Washington,Commanders,,PHI,NFC,NFC East,,,,,,,,,,,,,,"[{""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}]","[{""teamId"": 19, ""key"": ""LV"", ""abbreviation"": ""LV"", ""location"": ""Las Vegas"", ""nickname"": ""Raiders""}, {""teamId"": 6, ""key"": ""CHI"", ""abbreviation"": ""CHI"", ""location"": ""Chicago"", ""nickname"": ""Bears""}, {""teamId"": 11, ""key"": ""DET"", ""abbreviation"": ""DET"", ""location"": ""Detroit"", ""nickname"": ""Lions""}, {""teamId"": 24, ""key"": ""NYG"", ""abbreviation"": ""NYG"", ""location"": ""New York"", ""nickname"": ""Giants""}, {""teamId"": 9, ""key"": ""DAL"", ""abbreviation"": ""DAL"", ""location"": ""Dallas"", ""nickname"": ""Cowboys""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 26, ""key"": ""PHI"", ""abbreviation"": ""PHI"", ""location"": ""Philadelphia"", ""nickname"": ""Eagles""}, {""teamId"": 28, ""key"": ""SEA"", ""abbreviation"": ""SEA"", ""location"": ""Seattle"", ""nickname"": ""Seahawks""}, {""teamId"": 10, ""key"": ""DEN"", ""abbreviation"": ""DEN"", ""location"": ""Denver"", ""nickname"": ""Broncos""}, {""teamId"": 18, ""key"": ""LAC"", ""abbreviation"": ""LAC"", ""location"": ""Los Angeles"", ""nickname"": ""Chargers""}, {""teamId"": 16, ""key"": ""KC"", ""abbreviation"": ""KC"", ""location"": ""Kansas City"", ""nickname"": ""Chiefs""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}]",1,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.3333333333333333,,,,,1,,,,,,,,,,,,,,,,,
2025265,2025,1,15,D9005287522E,Noah,Brown,WR,WAS,Washington,Commanders,,NYG,NFC,NFC East,,,,,,,,,,,,,,"[{""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}]","[{""teamId"": 12, ""key"": ""GB"", ""abbreviation"": ""GB"", ""location"": ""Green Bay"", ""nickname"": ""Packers""}, {""teamId"": 24, ""key"": ""NYG"", ""abbreviation"": ""NYG"", ""location"": ""New York"", ""nickname"": ""Giants""}, {""teamId"": 21, ""key"": ""MIN"", ""abbreviation"": ""MIN"", ""location"": ""Minnesota"", ""nickname"": ""Vikings""}]",1,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,1,,,,,,,,,,,,,,,,,
2025306,2025,1,18,A2C42FF2A344,Mike,Evans,WR,TB,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,,,,,,,,,,,,,,"[{""teamId"": 30, ""key"": ""TB"", ""abbreviation"": ""TB"", ""location"": ""Tampa Bay"", ""nickname"": ""Buccaneers""}]","[{""teamId"": 11, ""key"": ""DET"", ""abbreviation"": ""DET"", ""location"": ""Detroit"", ""nickname"": ""Lions""}, {""teamId"": 5, ""key"": ""CAR"", ""abbreviation"": ""CAR"", ""location"": ""Carolina"", ""nickname"": ""Panthers""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 13, ""key"": ""HST"", ""abbreviation"": ""HST"", ""location"": ""Houston"", ""nickname"": ""Texans""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 25, ""key"": ""NYJ"", ""abbreviation"": ""NYJ"", ""location"": ""New York"", ""nickname"": ""Jets""}]",1,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,1,,,,,,,,,,,,,,,,,
2025306,2025,1,18,2B1FC6BE19D2,Chris,Godwin,WR,TB,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,,,,,,,,,,,,,,"[{""teamId"": 30, ""key"": ""TB"", ""abbreviation"": ""TB"", ""location"": ""Tampa Bay"", ""nickname"": ""Buccaneers""}]","[{""teamId"": 26, ""key"": ""PHI"", ""abbreviation"": ""PHI"", ""location"": ""Philadelphia"", ""nickname"": ""Eagles""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 1, ""key"": ""ARZ"", ""abbreviation"": ""ARZ"", ""location"": ""Arizona"", ""nickname"": ""Cardinals""}, {""teamId"": 28, ""key"": ""SEA"", ""abbreviation"": ""SEA"", ""location"": ""Seattle"", ""nickname"": ""Seahawks""}, {""teamId"": 5, ""key"": ""CAR"", ""abbreviation"": ""CAR"", ""location"": ""Carolina"", ""nickname"": ""Panthers""}, {""teamId"": 17, ""key"": ""LA"", ""abbreviation"": ""LA"", ""location"": ""Los Angeles"", ""nickname"": ""Rams""}, {""teamId"": 23, ""key"": ""NO"", ""abbreviation"": ""NO"", ""location"": ""New Orleans"", ""nickname"": ""Saints""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}]",1,No,No,No,1,1,No,No,,,1,,,,,,7,,1,,7,39.6,,,-7.064474254,,,,1.442105263,1.442105263,1,,,,,,,,,,,,,,9,1,1,,1,,,,,,,,,,,,,,,,,,,
2025299,2025,1,17,504C2B1E4DFB,De'Von,Achane,RB,MIA,Miami,Dolphins,True,TB,NFC,NFC South,,,3,3,Scramble Right,Incomplete,Shallow Cross/Trick,Static,Open,20,Closed,Closed,Cover 3,"[{""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}]","[{""teamId"": 18, ""key"": ""LAC"", ""abbreviation"": ""LAC"", ""location"": ""Los Angeles"", ""nickname"": ""Chargers""}, {""teamId"": 25, ""key"": ""NYJ"", ""abbreviation"": ""NYJ"", ""location"": ""New York"", ""nickname"": ""Jets""}, {""teamId"": 22, ""key"": ""NE"", ""abbreviation"": ""NE"", ""location"": ""New England"", ""nickname"": ""Patriots""}, {""teamId"": 3, ""key"": ""BLT"", ""abbreviation"": ""BLT"", ""location"": ""Baltimore"", ""nickname"": ""Ravens""}, {""teamId"": 27, ""key"": ""PIT"", ""abbreviation"": ""PIT"", ""location"": ""Pittsburgh"", ""nickname"": ""Steelers""}, {""teamId"": 14, ""key"": ""IND"", ""abbreviation"": ""IND"", ""location"": ""Indianapolis"", ""nickname"": ""Colts""}, {""teamId"": 8, ""key"": ""CLV"", ""abbreviation"": ""CLV"", ""location"": ""Cleveland"", ""nickname"": ""Browns""}, {""teamId"": 30, ""key"": ""TB"", ""abbreviation"": ""TB"", ""location"": ""Tampa Bay"", ""nickname"": ""Buccaneers""}, {""teamId"": 23, ""key"": ""NO"", ""abbreviation"": ""NO"", ""location"": ""New Orleans"", ""nickname"": ""Saints""}, {""teamId"": 4, ""key"": ""BUF"", ""abbreviation"": ""BUF"", ""location"": ""Buffalo"", ""nickname"": ""Bills""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 32, ""key"": ""WAS"", ""abbreviation"": ""WAS"", ""location"": ""Washington"", ""nickname"": ""Commanders""}, {""teamId"": 7, ""key"": ""CIN"", ""abbreviation"": ""CIN"", ""location"": ""Cincinnati"", ""nickname"": ""Bengals""}, {""teamId"": 5, ""key"": ""CAR"", ""abbreviation"": ""CAR"", ""location"": ""Carolina"", ""nickname"": ""Panthers""}]",6,No,Yes,No,3,2,No,No,2,1,0.6666666666666666,2,1,7,14,2,-7,,0.6666666666666666,2,-3.5,81.3,2.3333333333333335,3.5,-2.344496498,3.5,7,1,4.339065951,3.782525253,0.5,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,16,0.6,0.4,0.13725490196078433,-1.75,0.4,,,,,,,,,,1,,0.3333333333333333,2,1,,,,
2025306,2025,1,18,4D0823A56C35,Xavier,Legette,WR,CAR,Carolina,Panthers,,TB,NFC,NFC South,,,,,,,,,,,,,,"[{""teamId"": 5, ""key"": ""CAR"", ""abbreviation"": ""CAR"", ""location"": ""Carolina"", ""nickname"": ""Panthers""}]","[{""teamId"": 15, ""key"": ""JAX"", ""abbreviation"": ""JAX"", ""location"": ""Jacksonville"", ""nickname"": ""Jaguars""}, {""teamId"": 25, ""key"": ""NYJ"", ""abbreviation"": ""NYJ"", ""location"": ""New York"", ""nickname"": ""Jets""}, {""teamId"": 17, ""key"": ""LA"", ""abbreviation"": ""LA"", ""location"": ""Los Angeles"", ""nickname"": ""Rams""}, {""teamId"": 30, ""key"": ""TB"", ""abbreviation"": ""TB"", ""location"": ""Tampa Bay"", ""nickname"": ""Buccaneers""}, {""teamId"": 12, ""key"": ""GB"", ""abbreviation"": ""GB"", ""location"": ""Green Bay"", ""nickname"": ""Packers""}, {""teamId"": 1, ""key"": ""ARZ"", ""abbreviation"": ""ARZ"", ""location"": ""Arizona"", ""nickname"": ""Cardinals""}, {""teamId"": 9, ""key"": ""DAL"", ""abbreviation"": ""DAL"", ""location"": ""Dallas"", ""nickname"": ""Cowboys""}, {""teamId"": 23, ""key"": ""NO"", ""abbreviation"": ""NO"", ""location"": ""New Orleans"", ""nickname"": ""Saints""}, {""teamId"": 20, ""key"": ""MIA"", ""abbreviation"": ""MIA"", ""location"": ""Miami"", ""nickname"": ""Dolphins""}, {""teamId"": 4, ""key"": ""BUF"", ""abbreviation"": ""BUF"", ""location"": ""Buffalo"", ""nickname"": ""Bills""}, {""teamId"": 2, ""key"": ""ATL"", ""abbreviation"": ""ATL"", ""location"": ""Atlanta"", ""nickname"": ""Falcons""}, {""teamId"": 29, ""key"": ""SF"", ""abbreviation"": ""SF"", ""location"": ""San Francisco"", ""nickname"": ""49ers""}, {""teamId"": 28, ""key"": ""SEA"", ""abbreviation"": ""SEA"", ""location"": ""Seattle"", ""nickname"": ""Seahawks""}]",1,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,1,,,,,,,,,,,,,,,,,
