name,pos,team,adp,proj_pg,p95,cv,spike,bye,w15_opp,w16_opp,w17_game,w17_blowup_rank,adv_pct,ceil_pct,merged_rank
Jordan Whittington,WR,LAR,230.3636,2.3176470588235296,9.287088150715457,1.8299306346237896,0.2115833333333333,11.0,DAL,SEA,LAR@TB,1,0.1510791366906475,0.144927536231884,348.0
Jaydon Blue,RB,DAL,210.59685,1.8647058823529408,6.915802056434725,1.4950066917041505,0.2046666666666666,14.0,LAR,JAX,DAL@NYG,3,0.1860465116279069,0.1647058823529411,228.0
Ty Johnson,RB,BUF,227.61319,4.864705882352942,13.776061080057923,1.0176091074745222,0.2161666666666666,7.0,CHI,DEN,BUF@MIA,16,0.4069767441860465,0.388235294117647,269.0
Malik Benson,WR,LV,227.94887,,,,,13.0,DEN,TEN,ARI@LV,14,,,324.0
Greg Dortch,WR,DET,228.7647,0.611764705882353,3.0806916415847967,3.679479189855564,0.1409166666666666,6.0,MIN,NYG,CHI@DET,4,0.0359712230215827,0.036231884057971,386.0
Anthony Richardson Sr.,QB,IND,227.69998,,,,,13.0,TEN,CIN,CLE@IND,15,,,374.0
Adam Randall,RB,BAL,228.6679,1.4705882352941178,5.62709601981122,1.668958876765247,0.2040833333333333,13.0,PIT,CLE,BAL@CIN,2,0.1046511627906976,0.0705882352941176,342.0
Isaiah Davis,RB,NYJ,227.37802,2.2588235294117647,8.28568232470314,1.6284964137030848,0.2104166666666666,13.0,ARI,NE,MIN@NYJ,7,0.2325581395348837,0.2352941176470588,328.0
Kendrick Bourne,WR,ARI,228.89276,3.117647058823529,11.383022400151956,1.7607229838677736,0.2245833333333333,14.0,NYJ,NO,ARI@LV,14,0.2230215827338129,0.2246376811594203,280.0
Trevor Etienne,RB,CAR,224.80325,1.7941176470588236,7.077738677252329,1.5952175477088986,0.2045,5.0,CIN,PIT,CAR@SEA,5,0.1511627906976744,0.1764705882352941,258.0
Max Klare,TE,LAR,232.3846,0.4588235294117647,2.3505315961228668,4.037163538131039,0.1216666666666666,11.0,DAL,SEA,LAR@TB,1,0.0192307692307692,0.0192307692307692,322.0
Cyrus Allen,WR,KC,227.10925,1.1764705882352942,6.223046071066694,2.318054725796035,0.17775,5.0,NE,SF,KC@LAC,9,0.079136690647482,0.072463768115942,359.0
Darius Slayton,WR,NYG,228.80002,5.11764705882353,16.227534456839923,1.3979230296629084,0.21025,8.0,CLE,DET,DAL@NYG,3,0.4244604316546763,0.427536231884058,334.0
Sam Roush,TE,CHI,230.8163,,,,,10.0,BUF,GB,CHI@DET,4,,,323.0
Riley Leonard,QB,IND,232.0,,,,,13.0,TEN,CIN,CLE@IND,15,,,384.0
Devaughn Vele,WR,NO,228.15921,3.6941176470588233,12.7258182756495,1.403711953500539,0.25075,8.0,TB,ARI,ATL@NO,11,0.2841726618705036,0.2826086956521739,301.0
Andrei Iosivas,WR,CIN,228.02167,4.576470588235294,14.760019470797111,1.4186969573339203,0.23275,6.0,CAR,IND,BAL@CIN,2,0.39568345323741,0.391304347826087,313.0
Tutu Atwell,WR,MIA,229.51202,2.9529411764705884,10.62616296599368,1.856361179975176,0.1998333333333333,6.0,GB,LAC,BUF@MIA,16,0.2014388489208633,0.1884057971014492,284.0
Devin Neal,RB,NO,229.92757,,,,,8.0,TB,ARI,ATL@NO,11,,,265.0
Caleb Douglas,WR,MIA,229.69586,5.341176470588236,16.60918332001178,1.330055139976959,0.2141666666666666,6.0,GB,LAC,BUF@MIA,16,0.4460431654676259,0.4420289855072464,337.0
DJ Giddens,RB,IND,229.0587,2.047058823529412,7.283686459755035,1.4795344043624186,0.2199166666666666,13.0,TEN,CIN,CLE@IND,15,0.2093023255813953,0.2,331.0
Joshua Palmer,WR,BUF,230.51468,,,,,7.0,CHI,DEN,BUF@MIA,16,,,275.0
John Metchie III,WR,CAR,227.7907,,,,,5.0,CIN,PIT,CAR@SEA,5,,,305.0
Austin Ekeler,RB,FA,226.01639,,,,,,,,,99,,,250.0
Tyler Higbee,TE,LAR,229.77997,2.1411764705882352,8.810958863800279,2.0714302825064466,0.2061666666666666,11.0,DAL,SEA,LAR@TB,1,0.1346153846153846,0.1346153846153846,336.0
Kaleb Johnson,RB,PIT,230.50748,0.2117647058823529,1.2190430641708774,3.302343852146626,0.1459166666666666,9.0,BAL,CAR,PIT@TEN,13,0.0232558139534883,0.0117647058823529,344.0
Trey Benson,RB,ARI,228.9389,,,,,14.0,NYJ,NO,ARI@LV,14,,,375.0
Cedric Tillman,WR,CLE,227.5469,1.4764705882352942,6.718956788681273,1.980420224373388,0.1955,11.0,NYG,BAL,CLE@IND,15,0.0935251798561151,0.0797101449275362,379.0
Dyami Brown,WR,WAS,229.80702,5.147058823529412,16.483199568519385,1.319771025980578,0.2240833333333333,7.0,ATL,MIN,JAX@WAS,12,0.4316546762589928,0.4347826086956521,372.0
Marvin Mims Jr.,WR,DEN,229.04002,3.982352941176471,13.37540920288443,1.519561284227138,0.2435,10.0,LV,BUF,DEN@NE,6,0.3525179856115107,0.3478260869565217,259.0
Colbie Young,WR,CIN,231.05437,0.4294117647058823,2.48378272828787,4.47486257099083,0.12125,6.0,CAR,IND,BAL@CIN,2,0.0251798561151079,0.0289855072463768,351.0
Eli Heidenreich,WR,PIT,229.96062,,,,,9.0,BAL,CAR,PIT@TEN,13,,,326.0
Eli Raridon,TE,NE,231.25778,2.182352941176471,9.081788161748998,1.915056191326318,0.2080833333333333,11.0,KC,NYJ,DEN@NE,6,0.1538461538461538,0.1538461538461538,366.0
Darnell Washington,TE,PIT,226.82176,4.31764705882353,14.22169883792933,1.3957938396562837,0.2356666666666666,9.0,BAL,CAR,PIT@TEN,13,0.3653846153846153,0.3653846153846153,256.0
Dawson Knox,TE,BUF,231.3004,4.088235294117647,13.649768639295244,1.4397324130320122,0.25525,7.0,CHI,DEN,BUF@MIA,16,0.3461538461538461,0.3461538461538461,356.0
Xavier Legette,WR,CAR,228.35509,4.170588235294117,13.408568874540713,1.3252164954562498,0.2389166666666666,5.0,CIN,PIT,CAR@SEA,5,0.3741007194244604,0.3550724637681159,296.0
Oscar Delp,TE,NO,228.58618,,,,,8.0,TB,ARI,ATL@NO,11,,,332.0
Cole Kmet,TE,CHI,228.80516,3.288235294117648,11.932005201606616,1.5301498258597594,0.2435833333333333,10.0,BUF,GB,CHI@DET,4,0.2115384615384615,0.25,303.0
Emari Demercado,RB,KC,230.5251,3.782352941176472,11.607949622658875,1.164718161683194,0.24675,5.0,NE,SF,KC@LAC,9,0.3604651162790697,0.3647058823529411,281.0
Hollywood Brown,WR,PHI,227.4871,,,,,10.0,SEA,HOU,PHI@SF,8,,,274.0
Nick Westbrook-Ikhine,WR,IND,232.1887,5.605882352941177,16.999338468499015,1.258099954152822,0.2094166666666666,13.0,TEN,CIN,CLE@IND,15,0.460431654676259,0.4565217391304347,266.0
Devontez Walker,WR,BAL,228.57278,2.0352941176470587,8.321227528559866,1.9722923181858711,0.2045,13.0,PIT,CLE,BAL@CIN,2,0.1294964028776978,0.1304347826086956,306.0
MarShawn Lloyd,RB,GB,206.63863,3.947058823529412,12.02495742483736,1.190808481541321,0.2523333333333333,11.0,MIA,CHI,GB@HOU,10,0.3720930232558139,0.3764705882352941,219.0
Drew Allar,QB,PIT,228.61542,,,,,9.0,BAL,CAR,PIT@TEN,13,,,380.0
Jaylin Lane,WR,WAS,231.4091,3.711764705882353,12.62070285533005,1.5608955402988471,0.2431666666666666,7.0,ATL,MIN,JAX@WAS,12,0.2985611510791366,0.2681159420289855,373.0
Chris Brooks,RB,GB,226.81262,2.8764705882352946,10.02086482994357,1.352850240667434,0.2401666666666666,11.0,MIA,CHI,GB@HOU,10,0.3023255813953488,0.2941176470588235,247.0
Tez Johnson,WR,TB,230.23622,1.3588235294117648,6.765677777566885,2.146440015983795,0.1829166666666666,10.0,NO,ATL,LAR@TB,1,0.0863309352517985,0.0869565217391304,290.0
Jack Bech,WR,LV,229.4314,5.958823529411766,18.100732953085743,1.2602958649745108,0.2068333333333333,13.0,DEN,TEN,ARI@LV,14,0.4748201438848921,0.4782608695652174,343.0
Jalen Tolbert,WR,MIA,226.90584,3.852941176470588,12.780757232468105,1.407687351861116,0.2221666666666666,6.0,GB,LAC,BUF@MIA,16,0.3381294964028777,0.2898550724637681,272.0
Jahdae Walker,WR,CHI,229.4314,1.1294117647058823,6.055541471427757,2.3494103850067902,0.17225,10.0,BUF,GB,CHI@DET,4,0.0719424460431654,0.0652173913043478,319.0
Cade Klubnik,QB,NYJ,230.7286,,,,,13.0,ARI,NE,MIN@NYJ,7,,,367.0
Tanner Koziol,TE,JAX,231.96935,,,,,7.0,HOU,DAL,JAX@WAS,12,,,341.0
Bryce Lance,WR,NO,227.70503,2.494117647058824,9.889798132360667,1.8579983339981627,0.2079166666666666,8.0,TB,ARI,ATL@NO,11,0.1726618705035971,0.1666666666666666,320.0
Michael Mayer,TE,LV,229.37096,4.6647058823529415,14.591287204936156,1.3854697978905774,0.2123333333333333,13.0,DEN,TEN,ARI@LV,14,0.4038461538461538,0.4038461538461538,365.0
Elijah Arroyo,TE,SEA,232.29065,3.670588235294118,12.536711332374107,1.5791699063421665,0.2388333333333333,11.0,PHI,LAR,CAR@SEA,5,0.2692307692307692,0.2692307692307692,355.0
LeQuint Allen Jr.,RB,JAX,229.51703,2.717647058823529,9.856558907072134,1.5081658190994625,0.2203333333333333,7.0,HOU,DAL,JAX@WAS,12,0.2674418604651162,0.2823529411764706,291.0
DeMario Douglas,WR,NE,228.70322,3.423529411764706,12.42351220064316,1.6273717634971592,0.2184166666666666,11.0,KC,NYJ,DEN@NE,6,0.2517985611510791,0.2536231884057971,276.0
Darren Waller,TE,FA,228.35574,,,,,,,,,99,,,244.0
Zavion Thomas,WR,CHI,228.83585,0.4,2.29677344079667,4.142546690202693,0.1226666666666666,10.0,BUF,GB,CHI@DET,4,0.014388489208633,0.0144927536231884,283.0
Najee Harris,RB,FA,229.7535,,,,,,,,,99,,,369.0
Mason Taylor,TE,NYJ,231.34187,3.3588235294117648,11.404549888295216,1.596500990976699,0.2285833333333333,13.0,ARI,NE,MIN@NYJ,7,0.2307692307692307,0.2115384615384615,354.0
Kalif Raymond,WR,CHI,228.98073,3.658823529411765,12.854670823367684,1.4410357536839338,0.2249166666666666,10.0,BUF,GB,CHI@DET,4,0.2733812949640288,0.3043478260869565,298.0
Justin Joly,TE,DEN,232.89896,,,,,10.0,LV,BUF,DEN@NE,6,,,385.0
Jameis Winston,QB,NYG,228.57141,,,,,8.0,CLE,DET,DAL@NYG,3,,,362.0
Kyle Williams,WR,NE,231.4622,,,,,11.0,KC,NYJ,DEN@NE,6,,,392.0
Ja'Kobi Lane,WR,BAL,230.47083,4.9,15.455532509011626,1.3395577384506514,0.2214166666666666,13.0,PIT,CLE,BAL@CIN,2,0.4100719424460431,0.4057971014492754,340.0
Ben Sinnott,TE,WAS,230.80522,1.6823529411764706,7.484139584851349,2.01681585630513,0.2025,7.0,ATL,MIN,JAX@WAS,12,0.0576923076923076,0.0576923076923076,383.0
Dont'e Thornton Jr.,WR,LV,229.4074,2.476470588235294,9.611543136097422,1.8582784596900488,0.2098333333333333,13.0,DEN,TEN,ARI@LV,14,0.1654676258992805,0.1521739130434782,310.0
Kevin Coleman Jr.,WR,MIA,231.29631,3.176470588235294,11.344263837158142,1.677199275290832,0.2138333333333333,6.0,GB,LAC,BUF@MIA,16,0.2302158273381295,0.217391304347826,314.0
Savion Williams,WR,GB,231.41833,3.994117647058824,13.421578833187068,1.4912256693461596,0.23675,11.0,MIA,CHI,GB@HOU,10,0.3633093525179856,0.3623188405797101,370.0
Ty Simpson,QB,LAR,230.58228,,,,,11.0,DAL,SEA,LAR@TB,1,,,325.0
Tahj Brooks,RB,CIN,232.67126,1.1117647058823528,5.511675001139743,1.7850983279271342,0.1760833333333333,6.0,CAR,IND,BAL@CIN,2,0.0581395348837209,0.0588235294117647,282.0
Erick All Jr.,TE,CIN,231.58904,2.2705882352941176,9.199019195609605,1.901879654630168,0.213,6.0,CAR,IND,BAL@CIN,2,0.173076923076923,0.173076923076923,371.0
Calvin Austin III,WR,NYG,228.72134,1.0411764705882354,5.222741513211009,2.6351871203856425,0.1754166666666666,8.0,CLE,DET,DAL@NYG,3,0.0575539568345323,0.0579710144927536,377.0
CJ Daniels,WR,LAR,229.18965,0.4294117647058823,2.3563690786629725,4.603557603747395,0.1235,11.0,DAL,SEA,LAR@TB,1,0.0251798561151079,0.0217391304347826,363.0
Ja'Tavion Sanders,TE,CAR,231.11588,4.541176470588235,14.30555251332824,1.371250813752546,0.2226666666666666,5.0,CIN,PIT,CAR@SEA,5,0.3846153846153846,0.3846153846153846,361.0
Marcus Mariota,QB,WAS,229.09998,,,,,7.0,ATL,MIN,JAX@WAS,12,,,388.0
Noah Fant,TE,NO,231.53331,2.647058823529412,10.507458435815836,1.807830066149088,0.2158333333333333,8.0,TB,ARI,ATL@NO,11,0.1923076923076923,0.1923076923076923,353.0
Trey Lance,QB,LAC,233.3636,,,,,7.0,SF,MIA,KC@LAC,9,,,350.0
Tommy Tremble,TE,CAR,230.32611,3.7058823529411766,12.553180483363146,1.5222751366309182,0.2465833333333333,5.0,CIN,PIT,CAR@SEA,5,0.2884615384615384,0.2884615384615384,318.0
Olamide Zaccheaus,WR,ATL,229.32965,3.729411764705883,12.580277367898812,1.4832871290515617,0.2248333333333333,11.0,WAS,TB,ATL@NO,11,0.316546762589928,0.2608695652173913,293.0
Treylon Burks,WR,WAS,231.8372,2.5647058823529414,9.96595047208634,1.706543168482273,0.2169166666666666,7.0,ATL,MIN,JAX@WAS,12,0.1798561151079136,0.1739130434782608,271.0
DeAndre Hopkins,WR,FA,226.74625,,,,,,,,,99,,,262.0
Jaydn Ott,RB,KC,226.45454,,,,,5.0,NE,SF,KC@LAC,9,,,249.0
Gardner Minshew II,QB,ARI,234.5714,,,,,14.0,NYJ,NO,ARI@LV,14,,,252.0
Jack Endries,TE,CIN,227.95525,,,,,6.0,CAR,IND,BAL@CIN,2,,,316.0
Phil Mafah,RB,DAL,230.9259,,,,,14.0,LAR,JAX,DAL@NYG,3,,,335.0
Jarquez Hunter,RB,LAR,228.38232,,,,,11.0,DAL,SEA,LAR@TB,1,,,248.0
JuJu Smith-Schuster,WR,NYG,227.44734,1.1,0.5456327947197545,6.118673415239988,0.077,8.0,CLE,DET,DAL@NYG,3,0.0647482014388489,0.0072463768115942,255.0
Roman Wilson,WR,PIT,230.33331,,,,,9.0,BAL,CAR,PIT@TEN,13,,,352.0
Damien Martinez,RB,GB,231.3333,,,,,11.0,MIA,CHI,GB@HOU,10,,,
Tyler Huntley,QB,BAL,229.6275,,,,,13.0,PIT,CLE,BAL@CIN,2,,,339.0
Charlie Kolar,TE,LAC,229.61392,1.1941176470588235,6.259276043789468,2.307439054034509,0.176,7.0,SF,MIA,KC@LAC,9,0.0384615384615384,0.0384615384615384,286.0
Joe Milton III,QB,DAL,230.0,0.6447058823529412,,,,14.0,LAR,JAX,DAL@NYG,3,0.0512820512820512,,330.0
