targets,yards_per_coverage_snap,draft_season,missed_tackles,catch_rate,team_name,tackles,coverage_percent,jersey_number,dropped_ints,player_game_count,eligible_season,grades_tackle,yards,receptions,forced_incompletion_rate,grades_coverage_defense,interceptions,snap_counts_coverage,grades_run_defense,snap_counts_pass_play,penalties,forced_incompletes,team,coverage_snaps_per_target,stops,declined_penalties,position,longest,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,player,franchise_id,yards_after_catch,avg_depth_of_target,pass_break_ups,qb_rating_against,coverage_snaps_per_reception,assists,grades_pass_rush_defense,player_id,touchdowns
0,0,2018,0,,PIT,0,100,23,0,2,2018,,0,0,,66.3,0,11,60,11,0,0,PIT,,0,0,CB,,,66.7,,71.7,Tre Flowers,25,0,,0,0,,0,,49059,0
46,0.6,2019,3,65.2,ARZ,47,97.5,34,2,15,2019,85.9,303,30,13,69.2,0,582,64.7,597,1,6,ARZ,11.9,6,0,S,30,5.1,69.1,10.1,84.3,Jalen Thompson,1,120,10.4,5,98.4,18.2,9,60.5,49116,2
39,0.6,2018,3,69.2,ATL,34,98.4,03,0,17,2018,84.3,362,27,5.1,59.6,3,656,73.5,667,1,2,ATL,15.8,9,0,S,33,6.5,64.5,13.4,62.4,Jessie Bates III,2,143,9.3,2,100.6,22.8,9,66.6,49162,4
1,1.9,2018,2,100,MIA,0,90,22,0,3,2018,24.2,17,1,0,35,0,9,60,10,0,0,MIA,9,0,0,S,17,100,29.8,17,71.2,Elijah Campbell,17,11,6,0,118.8,9,0,60,49190,0
13,0.8,2018,6,76.9,ATL,7,88.7,36,0,10,2018,40.5,103,10,0,52,0,141,71.7,159,1,0,ATL,10.2,5,0,LB,18,42.9,62.3,10.3,25.7,Ronnie Harrison,2,74,4,0,124.8,13.3,1,77.7,49206,1
17,1.3,2019,1,82.4,NYG,7,89.6,33,0,7,2019,55.1,145,14,0,48.9,0,121,47.4,135,0,0,NYG,6.7,5,0,LB,21,7.7,47.7,10.4,80,Demetrius Flannigan-Fowles,21,67,5.1,0,102.2,8.1,5,68.1,49231,0
45,0.5,2019,11,66.7,JAX,37,91.4,42,0,17,2019,61.3,321,30,13.3,48.8,1,629,81.1,688,2,6,JAX,13.1,8,0,S,61,19.6,58.6,10.7,88.1,Andrew Wingard,15,111,9.6,4,92.9,19.7,8,55.9,49268,2
88,0.7,2018,6,59.1,NE,51,98.8,07,1,21,2018,80.2,515,52,15.9,71.8,2,730,80.4,739,13,14,NE,7.9,20,0,CB,36,8.8,74,9.9,69.9,Carlton Davis III,19,157,11.3,13,81.4,13.3,11,55.5,49335,4
18,1.4,2020,1,72.2,TB,11,100,22,0,7,2020,76.8,159,13,11.1,56.8,1,124,72.1,124,0,2,TB,6.4,3,0,CB,21,8.3,59.3,12.2,81.8,Kindle Vildor,30,39,10.2,1,94.4,8.8,0,,49346,1
5,2.9,2018,1,100,PHI,4,100,18,0,2,2018,54.3,116,5,0,31,0,43,72.6,43,1,0,PHI,8,1,0,CB,32,16.7,36.9,23.2,77.7,Jaire Alexander,24,30,17.2,0,118.8,8,1,,49350,0
16,1.5,2018,1,75,NO,10,100,27,0,6,2018,62.3,141,12,0,54.9,0,99,29.7,99,1,0,NO,5.8,4,0,CB,29,8.3,50.3,11.8,80.9,Isaac Yiadom,20,43,11.9,0,101.3,7.8,1,,49355,0
13,0.4,2018,2,69.2,IND,7,95.6,38,0,4,2018,57.3,34,9,15.4,80.6,1,87,41.5,91,0,2,IND,6.3,2,0,CB,11,22.2,74.3,3.8,79.1,Chris Lammons,14,21,7.2,1,40.2,9.1,0,69.2,49368,0
63,1.1,2019,10,68.3,CHI,33,90.2,35,0,14,2019,44.7,488,43,9.5,44.9,2,460,67,510,3,6,CHI,6.9,9,2,S,46,21.7,51.4,11.3,62.5,C.J. Gardner-Johnson,6,221,7.4,3,93.9,10,3,59.3,49371,3
2,0.5,2022,0,100,CHI,4,100,33,0,2,2022,78.6,9,2,0,74.4,0,20,66.6,20,0,0,CHI,9,0,0,CB,6,0,74.5,4.5,76.1,Jaylon Jones,6,1,4,0,85.4,9,0,,49374,0
46,0.8,2018,5,50,LAC,16,100,26,2,18,2018,27.8,323,23,17.4,73.4,4,415,47.3,415,1,8,LAC,8.5,7,0,CB,75,21.7,70.8,14,86.9,Donte Jackson,27,112,13.2,7,58.5,17.1,2,,49377,3
44,0.8,2019,5,59.1,BUF,24,94,39,1,18,2019,47.7,242,26,9.1,58,0,296,65,315,3,4,BUF,6.5,10,2,S,37,15.6,60,9.3,82.5,Cam Lewis,4,134,5.9,4,81.8,11,3,56.8,49395,1
12,0.5,2018,3,58.3,HST,10,98.7,29,0,7,2018,63,68,7,0,42.4,0,151,79.5,153,1,0,HST,11.9,2,0,S,25,21.4,49.4,9.7,80.8,M.J. Stewart,13,32,14.3,0,102.1,20.4,1,56.2,49397,1
37,0.6,2019,13,78.4,DAL,28,95.7,06,0,15,2019,37.6,315,29,5.4,38.6,2,554,73.9,579,2,2,DAL,14,6,1,S,48,26.5,50.6,10.9,86.2,Donovan Wilson,9,129,9.2,2,119.2,17.8,8,59,49408,8
3,0.2,2020,0,66.7,NO,3,100,23,0,1,2020,83.7,7,2,0,76.6,0,42,69.2,42,0,0,NO,12.7,2,0,S,4,0,82.4,3.5,77,Julian Blackmon,20,10,0,0,70.1,19,2,,49434,0
63,1,2018,5,66.7,BUF,39,93.8,07,0,15,2018,68.3,398,42,4.8,63.7,0,438,43.6,467,4,3,BUF,6.6,12,0,CB,33,9.6,57.7,9.5,85.1,Taron Johnson,4,239,6.9,3,94.5,9.9,8,36.8,49511,2
32,1.2,2021,1,81.3,CHI,15,96.8,24,0,14,2021,61.9,322,26,6.3,51.4,0,275,46,284,3,2,CHI,8.1,4,0,CB,64,5.3,49.9,12.4,84.3,Nick McCloud,6,139,9.5,2,148.2,9.9,3,48.7,49535,5
54,0.8,2018,6,59.3,CLV,23,99.3,21,1,15,2018,39.2,355,32,14.8,59.7,1,452,55.7,455,3,8,CLV,7.9,5,0,CB,45,18.8,59.2,11.1,87.2,Denzel Ward,8,137,10.4,4,89.7,13.3,3,45.2,49558,3
31,0.7,2020,8,77.4,MIA,29,97.2,21,0,14,2020,40.7,254,24,6.5,52.2,1,413,49.6,425,0,2,MIA,12.5,6,0,S,29,19,51.1,10.6,83.5,Ashtyn Davis,17,78,11.5,2,108.8,16.1,5,54.1,49560,2
50,0.8,2019,0,54,DET,24,98.7,23,1,16,2019,81,287,27,18,64.8,0,382,50.8,387,8,9,DET,7,6,1,CB,37,0,62.8,10.6,86.4,Rock Ya-Sin,11,80,13.8,5,77.7,13,6,60.3,49564,1
1,0,2019,6,0,DEN,1,1,99,0,19,2019,28.9,0,0,100,64.2,0,6,39.4,613,3,1,DEN,5,9,1,DI,,85.7,63.1,,60.9,Zach Allen,10,0,-6,0,39.6,,0,76.6,49605,0
8,1,2019,1,100,PIT,8,82.5,55,0,8,2019,64.3,79,8,0,65.6,0,85,74.7,103,0,0,PIT,10.3,4,0,LB,24,9.1,72.6,9.9,79.5,Cole Holcomb,25,37,5.3,0,107.8,10.3,2,54.1,49753,0
56,1.5,2019,8,82.1,NYJ,24,87.6,56,0,13,2019,50.7,538,46,10.7,35.2,0,382,57.3,436,2,6,NYJ,6.4,16,0,LB,45,22.9,45.5,11.7,59.7,Quincy Williams,22,372,4.1,4,136.5,7.8,3,66.9,49779,5
65,0.6,2019,13,76.9,HST,44,96.1,00,1,18,2019,63.9,364,50,6.2,69,2,658,82.5,685,2,4,HST,9.5,28,0,LB,27,21,75.9,7.3,66.1,Azeez Al-Shaair,13,255,4.5,4,81.8,12.3,5,61,49792,1
75,1.1,2018,8,77.3,IND,36,83.9,44,0,17,2018,47.3,610,58,4,29.8,0,589,54.9,702,3,3,IND,7.4,13,0,LB,42,11.4,38,10.5,33.5,Zaire Franklin,14,337,6.6,3,109.3,9.5,26,57.5,49834,2
69,1.4,2020,11,82.6,CAR,48,89,56,0,16,2020,49.4,565,57,2.9,42.3,1,430,56.6,483,1,2,CAR,6,18,0,LB,31,15.9,48.4,9.9,62.7,Christian Rozeboom,5,269,5.7,1,109.2,7.2,10,61.7,49862,3
0,0,2018,0,,TEN,1,0.4,69,0,17,2018,52.8,0,0,,60.3,0,1,62.9,232,1,0,TEN,,1,0,DI,,0,66.6,,73.3,Sebastian Joseph-Day,31,0,,0,0,,0,65.7,49935,0
0,0,2018,0,,KC,0,3.6,92,0,15,2018,33.8,0,0,,58.2,0,4,46,110,1,0,KC,,0,0,DI,,,43.6,,64.9,Derrick Nnadi,16,0,,0,0,,0,50.2,49970,0
9,0.7,2018,9,55.6,SEA,6,11.1,07,0,19,2018,48,36,5,0,40.1,1,53,60.8,479,6,0,SEA,5.4,9,3,ED,19,60,55.6,7.2,25.7,Uchenna Nwosu,29,26,5.8,0,25.5,9.8,0,62.7,50084,0
2,2.8,2018,2,50,DEN,0,1.5,98,0,18,2018,34,17,1,0,52.7,0,6,66.6,412,6,0,DEN,3,8,1,DI,17,66.7,63,17,17,John Franklin-Myers,10,4,6.5,0,79.2,6,1,68,50088,0
5,3.2,2018,2,80,ARZ,3,4.6,10,0,17,2018,69.3,51,4,0,43.4,0,17,69.8,372,2,0,ARZ,3.2,14,0,ED,32,40,74.2,12.8,63.7,Josh Sweat,1,11,11,0,148.8,4,0,73.6,50120,1
6,3.1,2018,6,66.7,WAS,4,4.9,55,0,17,2018,36.7,62,4,16.7,30.1,0,21,60.9,431,2,1,WAS,3.3,7,0,ED,31,54.5,58.4,15.5,66.6,Jacob Martin,32,24,8.5,0,100.7,5,1,63.9,50152,0
1,0,2020,2,0,DEN,4,1.2,97,0,14,2020,32.8,0,0,0,65.7,0,3,57.8,259,2,0,DEN,2,8,0,DI,,22.2,62.5,,57.7,Malcolm Roach,10,0,4,0,39.6,,3,63.4,50191,0
3,1.1,2018,4,100,TEN,3,5.2,49,0,12,2018,56.5,17,3,0,76.9,0,16,71.1,310,3,0,TEN,5,7,1,ED,13,50,63.7,5.7,50.7,Arden Key,31,7,3.3,0,90.3,5,1,56.7,50201,0
22,1.8,2018,4,86.4,CIN,8,93.3,42,0,15,2018,27.3,240,19,0,28.1,0,140,50.5,150,1,0,CIN,6.1,3,0,LB,30,30.8,30.2,12.6,83.4,Oren Burks,7,201,2.6,0,142.4,7.1,1,73.2,50203,2
2,0.5,2019,6,100,JAX,9,6.3,41,0,18,2019,56.1,18,2,0,68.2,0,40,72.4,632,4,0,JAX,19,14,0,ED,10,37.5,87.3,9,77.3,Josh Hines-Allen,15,8,5,0,104.2,19,1,83.8,50235,0
1,26,2018,0,100,DET,0,0.7,92,0,8,2018,47.1,26,1,0,53.7,0,1,51.8,151,0,0,DET,1,1,0,ED,26,0,52.4,26,86.2,Marcus Davenport,11,6,20,0,118.8,1,1,55.8,50291,0
4,0.9,2018,1,75,MIA,2,94,38,0,3,2018,29.9,38,3,0,48.1,0,47,63.7,50,0,0,MIA,11,0,0,CB,15,33.3,49.4,12.7,77.4,Cornell Armstrong,17,43,1,0,143.8,14.7,0,52.3,50351,1
22,1.4,2018,3,86.4,NYJ,22,95.4,26,0,13,2018,49.9,222,19,13.6,49.1,0,167,40.5,175,4,3,NYJ,7.3,6,3,S,33,11.1,44.5,11.7,79.8,Isaiah Oliver,22,131,4.8,3,108.7,8.4,2,63.9,50393,0
0,0,2020,0,,MIA,0,100,24,0,1,2020,,0,0,,62.9,0,3,60,3,0,0,MIA,,0,0,CB,,,64,,68.9,A.J. Green III,17,0,,0,0,,0,,50394,0
34,0.6,2018,7,64.7,WAS,34,98.1,39,0,17,2018,54.6,211,22,14.7,62.6,1,406,65.5,414,3,5,WAS,11.2,10,1,S,61,14.9,63.7,9.6,57.8,Jeremy Reaves,32,134,6.5,5,79.4,17.3,6,59,50406,1
12,0.7,2019,3,91.7,JAX,21,99.1,04,2,7,2019,66.2,149,11,8.3,35.9,0,221,57,223,0,1,JAX,16.9,4,0,S,29,10,36.9,13.5,85.4,Juan Thornhill,15,26,11.1,1,146.2,18.5,6,57.9,50426,1
18,0.9,2018,4,72.2,CIN,12,95.2,35,0,7,2018,47.8,152,13,5.6,65.1,1,178,52.7,187,1,1,CIN,9.3,6,0,CB,23,22.2,65.5,11.7,79.7,Jalen Davis,7,83,8.6,1,74.3,12.8,2,85.4,50431,0
97,1,2019,6,52.6,CAR,48,99.1,02,1,18,2019,55.4,628,51,18.6,85.8,5,632,68.6,638,3,18,CAR,6.2,13,1,CB,46,9.8,83.5,12.3,69.6,Mike Jackson,5,199,12,11,65.1,11.8,7,53.2,50437,4
3,3.6,2018,0,100,PHI,2,100,34,0,3,2018,75.7,32,3,0,56,0,9,60,9,0,0,PHI,3,2,0,CB,18,0,56.6,10.7,70.6,Parry Nickerson,24,20,4,0,111.1,3,0,,50511,0
13,0.5,2018,5,76.9,DET,16,99.1,29,2,8,2018,61.5,108,10,23.1,75,1,222,75.7,224,1,3,DET,15.8,1,0,S,30,22.7,79.1,10.8,84.6,Avonte Maddox,11,32,10.5,3,108.3,20.5,1,61.3,50543,2
4,2.8,2019,2,75,KC,4,2.5,90,0,17,2019,50.3,28,3,0,52.1,0,10,75,393,5,0,KC,2.5,6,0,ED,17,33.3,62,9.3,31.1,Charles Omenihu,16,19,3.5,0,93.8,3.3,0,58.8,50612,0
10,2.4,2019,1,70,SF,3,98.1,57,0,15,2019,56.2,120,7,10,29.9,0,51,55.7,52,0,1,SF,5.1,0,0,LB,32,16.7,42.8,17.1,80.2,Luke Gifford,28,55,12.5,0,110.4,7.3,2,60,50675,0
57,0.8,2019,4,68.4,TEN,25,91.7,50,0,17,2019,75.3,416,39,10.5,56.9,3,582,46,635,0,6,TEN,9.6,9,0,LB,50,10,52.5,10.7,87.2,Cody Barton,31,237,5.2,5,79.3,14,11,60.2,50727,2
82,1.5,2020,5,86.6,MIA,62,85.4,20,0,17,2020,90.4,682,71,2.4,52.7,0,487,92,570,3,2,MIA,5.6,21,0,LB,55,6,77.8,9.6,31.7,Jordyn Brooks,17,439,3.8,2,113.5,6.5,16,75,50851,3
61,0.8,2018,10,80.3,BLT,51,86.4,00,2,15,2018,75.3,442,49,6.6,74.4,0,548,77.2,634,2,4,BLT,8.5,26,0,LB,51,13.3,74.5,9,87.5,Roquan Smith,3,255,5.2,3,102.3,10.6,14,42.9,50892,1
71,1.1,2018,6,78.9,CHI,50,86.2,49,0,15,2018,74.3,530,56,2.8,52.9,4,498,80.6,578,1,2,CHI,6.7,19,0,LB,33,9.2,65.8,9.5,86.8,Tremaine Edmunds,6,254,6.6,2,93.1,8.5,9,54.9,50905,4
74,1.1,2018,15,85.1,NE,37,88.6,14,0,17,2018,52.7,578,63,5.4,62.9,2,558,84.3,630,0,4,NE,7.2,14,0,LB,31,23.4,72.2,9.2,87.9,Robert Spillane,19,336,4.6,3,97,8.4,12,52.5,50918,2
61,0.7,2019,5,77,NYG,40,92.8,58,0,17,2019,50.2,407,47,6.6,65.2,2,623,46.2,671,3,4,NYG,9.5,13,1,LB,22,7.8,56.7,8.7,48.5,Bobby Okereke,21,246,4.5,4,91.4,12.3,19,65.5,50954,2
41,0.8,2018,8,90.2,WAS,25,65.1,04,1,17,2018,30.2,335,37,7.3,44.8,0,426,62.4,654,2,3,WAS,9.7,8,1,LB,25,18.2,53.7,9.1,65.3,Frankie Luvu,32,240,3,3,133.2,10.8,11,58.2,51028,4
64,1.3,2019,7,81.3,MIA,47,87.9,25,0,16,2019,64.7,576,52,3.1,45.4,1,467,66.1,531,3,2,MIA,6.9,21,1,LB,59,10.4,55.3,11.1,64.6,Tyrel Dodson,17,326,5.5,2,108.1,8.5,13,66.2,51045,2
17,1.1,2019,2,88.2,NE,14,79.8,48,0,16,2019,56.3,110,15,0,50,0,103,65.6,129,1,0,NE,5.8,3,0,LB,18,11.1,56.9,7.3,84,Jahlani Tavai,19,61,3.1,0,93.6,6.6,2,44.9,51055,0
21,0.2,2019,4,42.9,SEA,21,96.6,20,1,11,2019,59.3,83,9,23.8,82.7,2,403,65.4,417,1,5,SEA,18.3,3,0,S,21,14.3,79.8,9.2,87.6,Julian Love,29,39,12.1,4,14.7,42.7,3,54.6,51081,0
5,1.1,2022,0,80,NYJ,6,80.4,41,0,4,2022,84.6,40,4,0,44.9,0,37,63.5,46,2,0,NYJ,7.2,0,1,LB,12,0,46.4,10,0,Marcelino McCrary-Ball,22,30,2.6,0,100,9,2,58.7,51112,0
10,0.6,2019,3,80,BUF,11,100,09,0,6,2019,36.5,112,8,0,47.3,0,199,45.4,199,0,0,BUF,18.9,1,0,S,39,18.8,44.6,14,81.5,Taylor Rapp,4,42,8.5,0,113.3,23.6,2,,51172,0
18,0.4,2019,3,50,DEN,10,94.7,06,0,10,2019,64.6,62,9,16.7,59.1,1,179,69.5,189,1,3,DEN,9.6,4,0,S,20,21.4,61,6.9,23.6,P.J. Locke,10,39,8.2,3,53.5,19.2,1,57.5,51189,1
35,0.6,2018,8,77.1,MIA,32,94.1,29,0,14,2018,62.1,253,27,14.3,78.4,1,459,79.6,488,4,5,MIA,12.3,6,1,S,28,19,81.9,9.4,63.4,Minkah Fitzpatrick,17,164,6.7,4,103.6,15.9,2,77.1,51206,2
22,0.9,2018,2,72.7,SF,19,94.6,54,0,6,2018,74.4,166,16,9.1,91.5,0,193,91.3,204,0,2,SF,8.2,7,0,LB,32,8.7,93.2,10.4,83.4,Fred Warner,28,89,5.5,2,94.1,11.3,2,57.5,51222,0
39,1,2019,3,94.9,KC,28,78,23,0,17,2019,86.9,353,37,5.1,61,0,389,89.4,499,1,2,KC,9.5,12,1,LB,27,8.1,76.2,9.5,85.1,Drue Tranquill,16,279,2,1,121.5,10,6,56.7,51276,2
5,0.3,2019,3,80,KC,6,98.7,34,1,6,2019,38.6,24,4,20,53.7,0,77,62.7,78,0,1,KC,13.8,2,0,S,14,30,54.9,6,79.9,Mike Edwards,16,4,5.4,1,86.7,17.3,1,58.3,51282,0
0,0,2018,0,,LV,0,100,28,0,1,2018,,0,0,,60,0,1,,1,0,0,LV,,0,0,S,,,60,,62.9,Terrell Edmunds,23,0,,0,0,,0,,51334,0
21,0.5,2019,3,66.7,WAS,13,99.4,03,0,9,2019,54.6,161,14,14.3,55.3,0,341,61.6,343,2,3,WAS,15.2,2,1,S,31,15.8,58.4,11.5,83.8,Will Harris,32,70,9.4,2,121.3,22.9,3,77.8,51336,2
56,0.8,2018,5,67.9,LAC,44,87.4,03,1,17,2018,61.2,390,38,7.1,80,3,525,71.1,601,3,4,LAC,8.8,21,0,S,29,8.9,78.7,10.3,50.1,Derwin James Jr.,27,200,6.8,2,77.2,13,7,73.1,51368,2
43,0.8,2019,5,65.1,TEN,39,97.4,37,3,16,2019,61.3,413,28,11.6,44.8,0,535,64.9,549,1,5,TEN,11.7,6,0,S,63,10,51.9,14.8,63.1,Amani Hooker,31,155,10.5,5,111.9,18,6,73.8,51378,2
9,0.6,2019,1,88.9,PHI,12,100,39,0,8,2019,74.9,112,8,0,45.3,0,185,80.9,185,2,0,PHI,19.8,2,0,S,36,7.7,51.8,14,23.5,Marcus Epps,24,53,7.8,0,118.5,22.3,0,,51391,0
32,0.4,2020,6,68.8,NE,31,95,21,1,19,2020,66.8,254,22,6.3,74.7,4,659,79.7,694,2,2,NE,19.5,8,0,S,38,14,74.9,11.5,47.9,Jaylinn Hawkins,19,128,10,2,84.1,28.4,6,57.4,51423,3
60,0.8,2019,8,76.7,ATL,38,73.9,55,0,17,2019,60.1,370,46,6.7,61.8,1,495,56.9,670,0,4,ATL,7.8,19,0,LB,24,16,67.8,8,88.7,Kaden Elliss,2,267,4.1,4,106.9,10.1,4,83.6,51485,4
20,0.6,2019,3,70,DEN,15,85.5,57,0,10,2019,70.4,118,14,0,64.4,1,194,86.9,227,0,0,DEN,9.3,5,0,LB,23,15.8,76.1,8.4,81.6,Dre Greenlaw,10,64,4.1,0,80.8,13.3,1,49,51503,1
66,1.3,2017,5,65.2,IND,31,90.5,23,0,14,2017,67.3,540,43,7.6,62.1,1,438,84.4,484,6,5,IND,6.3,16,2,CB,47,12.2,66.7,12.6,58.8,Kenny Moore II,14,233,9.1,3,89.2,9.6,5,58.6,51596,1
20,2.3,2023,4,90,CAR,9,90.6,53,0,7,2023,59.8,228,18,0,29.4,0,106,76.1,117,0,0,CAR,5,4,0,LB,41,26.7,51.5,12.7,80.3,Claudin Cherelus,5,119,6.5,0,130.8,5.5,2,70.2,52094,1
72,1.2,2021,4,66.7,NYG,52,99.8,21,3,12,2021,65.8,533,48,9.7,57.9,1,464,56.8,465,3,7,NYG,6,9,0,CB,33,6.8,58.4,11.1,87.1,Paulson Adebo,21,164,11,5,92,9,3,60,52280,2
19,2,2023,4,73.7,MIN,8,66.9,00,0,14,2023,50,186,14,0,29.9,0,99,56.2,148,1,0,MIN,5,5,0,LB,80,26.7,45.1,13.3,33.8,Ivan Pace Jr.,18,128,4.3,0,121.8,6.8,3,72.5,53587,1
61,0.9,2023,7,54.1,GB,22,99,24,3,17,2023,40.2,451,33,6.6,61.6,1,506,62,511,4,4,GB,7.8,4,2,CB,29,21.2,62.3,13.7,65.8,Carrington Valentine,12,124,11.7,4,103.9,14.5,4,68.6,53750,6
0,0,2022,0,,TB,0,6.3,52,0,5,2022,71.1,0,0,,60,0,1,52.4,16,0,0,TB,,0,0,DI,,,53.1,,76.9,C.J. Brewer,30,0,,0,0,,0,59.5,54409,0
3,2.1,2021,2,66.7,LV,4,4.9,51,0,17,2021,52.7,32,2,0,41.6,0,17,66.1,348,3,0,LV,5,8,1,ED,27,33.3,59.1,16,51.1,Malcolm Koonce,23,12,6.7,0,102.1,7.5,0,59.4,55015,0
29,0.3,2022,9,62.1,SEA,32,99.1,08,0,18,2022,41.4,232,18,17.2,67.2,4,768,75.2,775,0,5,SEA,24.9,7,0,S,58,19.1,70.3,12.9,92.1,Coby Bryant,29,127,9.9,4,82,40.1,6,66.8,55088,3
6,1.3,2022,0,66.7,SEA,7,10.3,53,0,20,2022,67.3,55,4,16.7,73,0,44,67.8,427,5,1,SEA,7.2,7,2,ED,27,0,70.3,13.8,28.7,Boye Mafe,29,32,7.5,1,95.8,10.8,3,69.2,55220,0
0,0,2022,1,,PIT,2,1.8,93,0,12,2022,39.3,0,0,,60.5,0,2,53.4,114,1,0,PIT,,1,0,DI,,33.3,49.9,,50.3,Esezi Otomewo,25,0,,0,0,,0,52.7,55221,0
0,0,2022,0,,PIT,0,100,57,0,1,2022,,0,0,,60,0,1,64.8,1,0,0,PIT,,0,0,LB,,,74,,64.6,Mark Robinson,25,0,,0,0,,0,,55265,0
2,0.9,2022,0,100,CIN,4,100,26,0,7,2022,82.3,32,2,0,53.4,0,37,52.8,37,0,0,CIN,18.5,1,0,S,18,0,50.8,16,75.3,Tycen Anderson,7,9,15,0,158.3,18.5,1,,55351,1
0,0,2022,1,,SF,3,0.3,93,0,19,2022,42.4,0,0,,62.9,0,1,33.9,289,1,0,SF,,2,1,DI,,20,38.7,,74.7,Kalia Davis,28,0,,0,0,,1,52.4,55389,0
8,0.5,2022,1,62.5,NYJ,4,98.6,36,0,5,2022,36.8,34,5,12.5,50.3,0,73,28.1,74,0,1,NYJ,8.6,2,0,CB,17,14.3,41.2,6.8,81,Ja'Sir Taylor,22,13,10.9,1,111.5,13.8,2,59,55426,3
3,0.5,2022,0,100,CHI,4,85.7,22,0,9,2022,83.2,24,3,0,72.6,0,54,67.4,63,0,0,CHI,17.7,2,0,S,10,0,73,8,81.4,Elijah Hicks,6,5,6.3,0,100,17.7,0,49.6,55584,0
60,0.7,2020,3,58.3,ATL,33,99.8,24,1,15,2020,51.9,406,35,25,57.3,0,582,59.1,583,12,15,ATL,9.2,8,3,CB,39,7.5,57.7,11.6,65.5,A.J. Terrell,2,91,13.8,10,95.6,15.7,4,57.9,55586,3
0,0,2022,0,,CHI,1,100,39,0,2,2022,73,0,0,,63.9,0,2,60,2,0,0,CHI,,0,0,CB,,0,64.7,,67.8,Josh Blackwell,6,0,,0,0,,0,,55589,0
2,2.5,2021,1,100,CIN,2,100,24,0,4,2021,29.5,37,2,0,36.4,0,15,60.3,15,0,0,CIN,7.5,1,0,CB,28,33.3,39,18.5,74.7,Marco Wilson,7,5,16,0,118.8,7.5,0,,55592,0
12,1,2020,1,66.7,ATL,8,100,39,0,3,2020,55.3,106,8,8.3,60.8,1,108,63.7,108,0,1,ATL,8.4,1,0,CB,22,11.1,61.9,13.3,80.5,CJ Henderson,2,52,9.6,1,99.3,12.6,0,,55593,2
10,0.5,2019,3,70,LV,10,99.1,32,2,9,2019,38.2,99,7,20,49.5,0,212,34.6,214,1,2,LV,20,2,0,S,51,16.7,43.7,14.1,84.8,Lonnie Johnson Jr.,23,23,18.3,2,101.7,28.6,5,56.4,55615,0
97,1.6,2020,9,67,DET,41,98.6,21,2,17,2020,31.6,817,65,10.3,48.1,1,553,49,561,3,10,DET,5.3,15,1,CB,64,16.4,48.7,12.6,87.4,Amik Robertson,11,252,11.6,9,109.3,7.9,5,57.8,55619,6
12,2.6,2020,0,91.7,MIN,11,98.6,08,0,6,2020,83.2,175,11,8.3,35.7,0,71,64.5,72,2,1,MIN,5.6,1,1,CB,28,0,32.4,15.9,0,Jeff Okudah,18,27,14.3,0,146.5,6.1,1,60,55674,1
3,0.7,2021,1,66.7,NYJ,1,95.5,30,0,1,2021,30.1,14,2,0,60.4,0,21,29,22,0,0,NYJ,6.3,1,0,CB,14,50,43,7,73.3,Tre Brown,22,15,4.3,0,77.1,9.5,0,66,55677,0
72,0.8,2021,6,65.3,SF,40,99.9,02,0,19,2021,46.7,548,47,8.3,65.7,2,717,44.3,718,10,6,SF,9.4,13,0,CB,43,11.5,60.3,11.7,20.1,Deommodore Lenoir,28,146,12.7,3,99.8,14.4,6,66.7,55686,5
86,1.1,2022,3,74.4,NE,54,95,25,1,21,2022,66.5,653,64,11.6,74.2,4,623,60.1,656,2,10,NE,6.8,23,1,CB,42,4.9,73.4,10.2,63.6,Marcus Jones,19,340,6.2,7,107.4,9.2,4,79.6,55717,8
48,1.1,2018,4,60.4,LA,23,99.4,31,1,14,2018,55.7,373,29,10.4,61.4,1,350,77.2,352,2,5,LA,6.9,7,0,CB,51,13.8,64.8,12.9,85.9,Darious Williams,26,128,11.6,5,97,11.5,2,54.1,55724,3
9,2.2,2022,2,77.8,HST,5,98.7,42,0,8,2022,28.8,158,7,11.1,46.8,1,74,28.5,75,0,1,HST,8.1,1,0,CB,53,28.6,40.3,22.6,80.7,Ja'Marcus Ingram,13,68,12.9,0,79.2,10.4,0,58.3,55738,0
32,0.4,2020,3,56.3,GB,42,97.8,29,1,17,2020,90.6,235,18,31.3,77.4,2,665,82.5,680,2,10,GB,19.5,5,0,S,32,5.7,79.2,13.1,66.4,Xavier McKinney,12,74,10,9,63.9,34.7,8,67.2,55775,1
68,0.8,2022,3,54.4,JAX,34,99.4,30,1,15,2022,71.4,383,37,14.7,74,2,539,59.1,542,3,10,JAX,7.4,13,1,CB,30,7.3,72,10.4,61,Montaric Brown,15,89,12.3,9,73.3,13.5,4,58.5,55797,3
66,0.6,2020,8,77.3,LA,65,96.1,03,1,20,2020,87,495,51,7.6,71.9,3,804,87.9,837,3,5,LA,11.6,19,2,S,42,9.3,77.8,9.7,94.1,Kamren Curl,26,233,8,4,83.8,15,13,65.6,55800,1
1,-2,2022,0,100,GB,0,10,53,0,2,2022,,-2,1,0,60,0,1,51.1,10,1,0,GB,1,0,0,ED,-2,,37.7,-2,0,Arron Mosby,12,5,-7,0,79.2,1,0,59,55908,0
