left_behind_los_accuracy_percent,left_short_scrambles,center_short_first_downs,right_short_bats,right_behind_los_positive_epa_percent,left_behind_los_completions,left_medium_dropbacks,right_medium_grades_pass,right_medium_hit_as_threw,behind_los_attempts_percent,right_short_turnover_worthy_plays,right_medium_qb_rating,deep_twp_rate,center_medium_sacks,medium_interceptions,left_deep_completions,behind_los_spikes,medium_aimed_passes,center_behind_los_drops,center_behind_los_interceptions,behind_los_dropbacks,left_behind_los_interceptions,left_deep_first_downs,deep_passing_snaps,center_short_btt_rate,center_medium_thrown_aways,center_deep_avg_depth_of_target,center_short_drops,center_deep_first_downs,left_medium_completion_percent,center_deep_attempts,center_behind_los_attempts,right_short_positive_epa_percent,center_deep_aimed_passes,right_deep_grades_pass,right_medium_big_time_throws,deep_sack_percent,center_medium_pressure_to_sack_rate,deep_sacks,right_medium_ypa,left_deep_drop_rate,right_medium_attempts_percent,right_deep_btt_rate,center_short_attempts_percent,deep_drops,center_behind_los_big_time_throws,center_behind_los_touchdowns,right_behind_los_twp_rate,center_deep_completions,center_short_attempts,left_behind_los_sack_percent,center_short_pressure_to_sack_rate,deep_touchdowns,center_behind_los_accuracy_percent,center_deep_drop_rate,right_short_first_downs,right_behind_los_first_downs,short_interceptions,center_medium_scrambles,left_behind_los_sacks,left_short_ypa,left_short_qb_rating,right_behind_los_qb_rating,draft_season,right_behind_los_dropbacks,behind_los_def_gen_pressures,right_short_thrown_aways,deep_def_gen_pressures,right_short_btt_rate,center_behind_los_positive_epa_percent,left_behind_los_grades_pass,deep_grades_pass,center_short_turnover_worthy_plays,center_behind_los_scrambles,right_short_aimed_passes,center_short_dropbacks,medium_epa,right_short_ypa,center_medium_ypa,medium_attempts,right_deep_accuracy_percent,behind_los_scrambles,center_behind_los_completion_percent,left_behind_los_btt_rate,right_behind_los_btt_rate,team_name,short_touchdowns,center_medium_drops,left_behind_los_aimed_passes,deep_attempts,right_behind_los_sack_percent,center_short_positive_epa_percent,deep_avg_depth_of_target,left_deep_btt_rate,medium_scrambles,center_behind_los_avg_depth_of_target,short_attempts_percent,right_behind_los_sacks,center_medium_avg_time_to_throw,left_short_pressure_to_sack_rate,center_deep_sack_percent,center_deep_ypa,left_behind_los_hit_as_threw,medium_big_time_throws,deep_thrown_aways,right_short_accuracy_percent,left_deep_turnover_worthy_plays,center_medium_bats,right_short_grades_pass,right_deep_spikes,left_deep_passing_snaps,center_medium_twp_rate,right_behind_los_passing_snaps,left_deep_qb_rating,right_deep_drop_rate,left_behind_los_drop_rate,left_medium_drop_rate,right_deep_attempts,left_deep_spikes,center_behind_los_dropbacks,right_deep_big_time_throws,medium_hit_as_threw,right_short_dropbacks,medium_def_gen_pressures,jersey_number,left_short_positive_epa_percent,left_short_attempts,center_deep_twp_rate,right_medium_avg_time_to_throw,left_behind_los_qb_rating,left_behind_los_dropbacks,deep_dropbacks,right_behind_los_scrambles,behind_los_interceptions,right_deep_drops,right_deep_yards,right_short_hit_as_threw,right_short_avg_depth_of_target,short_bats,right_deep_twp_rate,right_behind_los_pressure_to_sack_rate,deep_spikes,center_medium_spikes,behind_los_aimed_passes,right_behind_los_touchdowns,right_medium_pressure_to_sack_rate,medium_thrown_aways,short_sacks,center_behind_los_twp_rate,left_behind_los_attempts,short_aimed_passes,short_completions,right_short_pressure_to_sack_rate,medium_avg_depth_of_target,left_behind_los_positive_epa_percent,center_medium_attempts_percent,left_medium_touchdowns,center_short_bats,left_deep_avg_time_to_throw,center_behind_los_passing_snaps,center_short_yards,right_medium_btt_rate,right_medium_scrambles,medium_btt_rate,center_behind_los_btt_rate,center_short_avg_depth_of_target,left_medium_sacks,right_short_yards,left_medium_first_downs,right_medium_positive_epa_percent,left_short_big_time_throws,deep_turnover_worthy_plays,left_deep_bats,left_medium_turnover_worthy_plays,base_dropbacks,center_deep_drops,center_medium_avg_depth_of_target,center_behind_los_ypa,right_short_attempts,center_medium_completion_percent,right_short_sack_percent,left_behind_los_avg_depth_of_target,center_medium_epa,center_behind_los_sack_percent,medium_completions,medium_sack_percent,left_short_grades_pass,deep_btt_rate,left_short_accuracy_percent,short_twp_rate,short_passing_snaps,left_deep_sacks,short_scrambles,center_medium_turnover_worthy_plays,behind_los_drop_rate,right_behind_los_epa,right_medium_aimed_passes,short_accuracy_percent,player_game_count,short_btt_rate,right_short_touchdowns,center_short_completions,right_short_spikes,behind_los_first_downs,right_medium_def_gen_pressures,deep_pressure_to_sack_rate,medium_qb_rating,short_completion_percent,right_deep_attempts_percent,eligible_season,short_big_time_throws,behind_los_attempts,center_behind_los_yards,center_behind_los_bats,center_behind_los_qb_rating,right_deep_pressure_to_sack_rate,center_short_accuracy_percent,left_behind_los_bats,center_deep_passing_snaps,right_behind_los_hit_as_threw,medium_bats,right_medium_first_downs,medium_spikes,left_deep_thrown_aways,right_deep_epa,center_medium_hit_as_threw,left_behind_los_completion_percent,center_short_ypa,right_short_drop_rate,right_behind_los_accuracy_percent,left_short_yards,deep_accuracy_percent,right_behind_los_avg_depth_of_target,center_behind_los_thrown_aways,center_behind_los_attempts_percent,right_deep_first_downs,left_short_completions,deep_completion_percent,left_deep_positive_epa_percent,right_deep_sack_percent,behind_los_pressure_to_sack_rate,right_deep_touchdowns,left_behind_los_def_gen_pressures,left_behind_los_drops,deep_epa,left_deep_ypa,medium_touchdowns,left_medium_grades_pass,right_behind_los_spikes,medium_grades_pass,behind_los_passing_snaps,left_short_first_downs,center_short_passing_snaps,center_deep_accuracy_percent,right_deep_positive_epa_percent,right_medium_sack_percent,right_deep_qb_rating,right_short_completion_percent,right_behind_los_interceptions,behind_los_yards,center_behind_los_grades_pass,left_deep_dropbacks,center_behind_los_spikes,right_behind_los_aimed_passes,left_short_interceptions,right_medium_interceptions,left_behind_los_yards,center_deep_btt_rate,medium_first_downs,left_short_avg_depth_of_target,left_behind_los_ypa,short_attempts,right_medium_bats,left_behind_los_touchdowns,right_medium_dropbacks,short_turnover_worthy_plays,right_deep_thrown_aways,right_behind_los_drop_rate,right_short_qb_rating,medium_sacks,center_deep_attempts_percent,left_short_dropbacks,behind_los_drops,short_sack_percent,left_medium_spikes,left_medium_accuracy_percent,behind_los_completions,behind_los_sack_percent,left_deep_yards,left_short_aimed_passes,center_behind_los_completions,left_short_thrown_aways,left_short_sack_percent,center_short_thrown_aways,center_short_interceptions,short_avg_depth_of_target,left_deep_touchdowns,deep_yards,center_behind_los_turnover_worthy_plays,medium_ypa,left_medium_epa,left_deep_avg_depth_of_target,deep_first_downs,short_drop_rate,left_medium_bats,center_deep_spikes,center_short_hit_as_threw,left_medium_positive_epa_percent,center_deep_touchdowns,right_deep_ypa,right_short_big_time_throws,center_short_big_time_throws,short_positive_epa_percent,left_behind_los_avg_time_to_throw,right_deep_passing_snaps,right_short_twp_rate,center_medium_attempts,right_deep_avg_time_to_throw,center_deep_def_gen_pressures,behind_los_epa,right_medium_twp_rate,right_deep_aimed_passes,right_deep_scrambles,deep_big_time_throws,left_short_turnover_worthy_plays,center_short_touchdowns,right_medium_drops,left_deep_epa,short_ypa,medium_pressure_to_sack_rate,left_medium_thrown_aways,right_behind_los_avg_time_to_throw,behind_los_btt_rate,medium_avg_time_to_throw,center_deep_completion_percent,behind_los_avg_time_to_throw,right_medium_touchdowns,center_short_avg_time_to_throw,left_deep_aimed_passes,left_medium_yards,center_medium_touchdowns,center_short_drop_rate,left_short_twp_rate,penalties,right_behind_los_attempts_percent,right_deep_avg_depth_of_target,behind_los_sacks,center_deep_yards,short_dropbacks,left_deep_sack_percent,center_behind_los_avg_time_to_throw,behind_los_avg_depth_of_target,left_behind_los_epa,medium_twp_rate,left_short_def_gen_pressures,medium_turnover_worthy_plays,behind_los_twp_rate,left_behind_los_thrown_aways,left_short_bats,center_medium_drop_rate,right_deep_bats,medium_yards,center_deep_grades_pass,center_medium_passing_snaps,center_behind_los_first_downs,center_medium_interceptions,behind_los_grades_pass,left_short_hit_as_threw,deep_qb_rating,center_deep_bats,behind_los_ypa,right_short_interceptions,left_deep_interceptions,right_medium_sacks,right_behind_los_turnover_worthy_plays,team,right_medium_spikes,behind_los_hit_as_threw,left_medium_pressure_to_sack_rate,medium_dropbacks,deep_hit_as_threw,right_medium_completion_percent,short_epa,deep_drop_rate,declined_penalties,deep_scrambles,left_deep_completion_percent,right_short_epa,medium_attempts_percent,right_behind_los_completion_percent,left_medium_hit_as_threw,left_behind_los_pressure_to_sack_rate,right_short_def_gen_pressures,right_short_attempts_percent,center_short_aimed_passes,short_hit_as_threw,right_medium_turnover_worthy_plays,left_short_epa,center_behind_los_pressure_to_sack_rate,right_behind_los_ypa,deep_interceptions,left_medium_twp_rate,right_behind_los_big_time_throws,center_medium_sack_percent,center_deep_thrown_aways,short_thrown_aways,left_short_btt_rate,right_medium_accuracy_percent,position,short_def_gen_pressures,center_deep_dropbacks,center_medium_accuracy_percent,right_behind_los_yards,right_medium_attempts,left_medium_attempts,medium_accuracy_percent,left_medium_drops,left_short_avg_time_to_throw,medium_passing_snaps,center_short_epa,left_behind_los_passing_snaps,left_deep_pressure_to_sack_rate,deep_bats,left_medium_passing_snaps,left_medium_scrambles,right_deep_completion_percent,left_short_drops,left_deep_accuracy_percent,medium_positive_epa_percent,behind_los_turnover_worthy_plays,right_medium_epa,right_deep_dropbacks,deep_ypa,center_medium_completions,left_medium_avg_time_to_throw,left_short_sacks,left_behind_los_spikes,left_deep_def_gen_pressures,center_short_qb_rating,center_deep_interceptions,right_deep_completions,center_behind_los_sacks,deep_completions,left_medium_attempts_percent,short_yards,behind_los_qb_rating,right_short_sacks,right_behind_los_thrown_aways,base_attempts,center_short_spikes,center_behind_los_hit_as_threw,center_deep_turnover_worthy_plays,left_medium_sack_percent,behind_los_completion_percent,left_deep_attempts_percent,center_deep_big_time_throws,player,left_medium_avg_depth_of_target,behind_los_thrown_aways,center_medium_def_gen_pressures,short_avg_time_to_throw,left_deep_twp_rate,center_behind_los_epa,left_behind_los_big_time_throws,right_medium_yards,right_medium_drop_rate,center_medium_big_time_throws,franchise_id,left_short_completion_percent,left_short_drop_rate,left_behind_los_scrambles,left_medium_btt_rate,right_deep_hit_as_threw,behind_los_bats,short_first_downs,left_deep_attempts,right_behind_los_attempts,right_deep_sacks,left_behind_los_attempts_percent,behind_los_big_time_throws,center_deep_pressure_to_sack_rate,left_medium_big_time_throws,right_behind_los_bats,left_medium_def_gen_pressures,right_deep_turnover_worthy_plays,left_short_spikes,left_medium_aimed_passes,left_behind_los_twp_rate,short_grades_pass,right_short_drops,right_short_avg_time_to_throw,right_medium_thrown_aways,center_short_sack_percent,right_short_passing_snaps,center_short_def_gen_pressures,center_medium_positive_epa_percent,medium_drops,center_medium_aimed_passes,center_short_sacks,deep_attempts_percent,center_behind_los_def_gen_pressures,left_short_passing_snaps,center_medium_grades_pass,center_deep_avg_time_to_throw,behind_los_positive_epa_percent,center_short_completion_percent,left_deep_hit_as_threw,center_short_grades_pass,left_short_attempts_percent,left_deep_scrambles,right_short_completions,center_behind_los_aimed_passes,right_short_scrambles,center_medium_qb_rating,deep_avg_time_to_throw,left_deep_drops,right_behind_los_def_gen_pressures,center_deep_positive_epa_percent,center_deep_hit_as_threw,short_spikes,right_behind_los_completions,center_behind_los_drop_rate,short_drops,deep_aimed_passes,right_medium_avg_depth_of_target,short_pressure_to_sack_rate,center_deep_qb_rating,left_medium_completions,center_deep_sacks,left_deep_big_time_throws,center_medium_first_downs,center_medium_dropbacks,right_deep_def_gen_pressures,left_short_touchdowns,medium_drop_rate,player_id,left_medium_ypa,right_medium_passing_snaps,center_short_scrambles,left_behind_los_turnover_worthy_plays,center_medium_yards,center_deep_epa,left_medium_interceptions,right_deep_interceptions,medium_completion_percent,right_behind_los_grades_pass,deep_positive_epa_percent,behind_los_accuracy_percent,center_deep_scrambles,center_short_twp_rate,behind_los_touchdowns,left_medium_qb_rating,right_medium_completions,right_behind_los_drops,left_behind_los_first_downs,short_qb_rating,center_medium_btt_rate,left_deep_grades_pass
100,0,52,0,46.7,17,38,67.8,0,11.6,0,99.9,3.1,0,7,12,0,136,1,0,71,0,12,96,0,0,31.5,7,12,65.8,25,39,60.3,25,97.5,2,0,0,0,11,7.7,5.2,29.4,24.3,2,0,0,0,13,149,0,0,12,100,7.1,28,2,2,0,0,6.7,113.5,90,2024,15,13,0,31,0,38.5,68.7,97.4,3,0,68,149,0.51,6.3,11.4,136,53.3,0,97.4,0,0,NE,14,1,17,84,0,66.4,29.9,22.9,0,-3.4,46.2,0,3.02,0,0,15,0,7,0,85.3,0,0,74.9,0,35,7.2,15,128.2,0,0,0,30,0,39,10,0,68,42,10,60.6,66,11.1,3.41,91.2,17,84,0,0,0,487,0,4.4,0,0,0,0,0,71,0,0,0,0,0,17,283,229,0,14.4,64.7,10.8,5,0,3.05,40,1139,5.6,0,4.9,0,4.8,0,429,24,56.3,0,3,0,2,755,1,14,6.2,68,66.7,0,-3.5,0.47,0,87,0,66.4,26,83.3,1.4,294,0,0,5,1.5,-0.04,32,85.2,21,0,3,121,0,13,14,0,107.5,80.9,4.9,2024,0,71,240,0,92.3,0,85.9,0,27,0,0,14,0,0,1.09,0,100,7.6,6.9,80,442,51.2,-2.9,0,6.4,16,54,48.8,41.4,0,0,3,4,0,0.86,14,11,71.3,0,77.1,73,26,154,56,56.7,0,118.1,79.4,0,424,70.7,29,0,15,1,2,100,25.9,79,4.7,5.9,283,0,0,32,4,0,0,107.7,0,4.1,66,1,0,0,65.8,67,0,407,66,38,0,0,0,1,4.7,7,1268,0,11.2,0.61,27.9,40,5,0,0,0,65.8,2,16.2,0,0,63.6,2.46,34,0,66,3.27,9,0.14,5.6,30,0,25,1,6,2,0.72,7.1,0,0,2.46,0,3.05,52,2.25,3,2.44,29,418,3,5.5,1.4,0,2.5,30.6,0,374,283,0,2.07,-3.3,0.22,6.3,13,9,0,0,0,2.2,0,1520,92.8,69,7,5,69.2,0,119.5,0,6,0,0,0,0,NE,0,0,0,136,0,56.3,0.37,4.7,0,0,41.4,0.32,22.2,80,0,0,16,11.1,149,0,2,0.3,0,5.6,3,5.1,0,0,0,0,0,62.5,QB,61,25,68.2,84,32,38,66.2,0,2.34,144,0.43,18,0,0,39,0,53.3,1,44.8,63.2,0,0.49,30,15.1,44,2.78,0,0,8,109.1,2,16,0,41,6.2,2010,91.5,0,0,612,0,0,3,0,94.4,4.7,7,Drake Maye,15.3,0,18,2.47,0,0.18,0,351,10,2,19,81.8,1.8,0,7.7,0,0,106,29,15,0,2.8,0,0,3,0,10,0,0,38,0,75.7,4,2.66,0,0,71,32,65.2,3,66,0,13.7,5,69,77.5,3.36,46.5,81.2,0,73.9,10.8,0,54,39,0,88.6,3.22,1,4,52,0,0,12,2.6,12,84,14.1,0,90.8,25,0,8,41,66,14,5,3.3,143969,11,36,0,0,751,0.74,0,1,64,56.7,50,95.8,0,1.9,0,142.3,18,0,4,109.8,2.9,89.4
87.5,0,76,0,64.7,11,41,86.1,0,8.9,0,95.8,6,0,3,18,0,165,2,1,64,0,18,116,0.5,0,25.8,7,14,46.3,22,31,66.7,22,87.2,5,0,0,0,7.8,5.3,6.3,33.3,25.8,5,0,0,0,14,185,0,0,12,93.5,17.6,38,4,4,0,0,5.1,104.2,132.1,2009,17,11,0,33,0,51.6,57.9,98.9,6,0,90,185,0.43,6.3,12.4,165,40.5,0,87.1,0,0,LA,28,4,16,106,0,68.1,28.4,31.1,0,-2.9,47.1,0,2.72,0,0,18.8,0,20,0,83.3,2,0,75,0,45,4.8,17,119.5,5.9,21.4,9.5,42,0,31,16,0,90,49,09,54.8,62,0,3.12,75,16,106,0,1,1,472,0,4.4,0,10.4,0,0,0,64,2,0,0,0,3.2,16,337,261,0,14.4,43.8,11,1,0,3.22,31,1231,10,0,11.4,0,4.2,0,565,18,46.7,0,7,0,3,755,3,13.9,5.9,90,64.6,0,-2.4,0.7,0,91,0,58.4,31.9,66.1,2,351,0,0,4,8.5,0.35,45,80.7,20,0.3,11,149,0,14,18,0,102.2,77.4,5.9,2009,1,64,183,0,77.8,0,84.3,0,23,0,0,19,0,0,0.32,0,68.8,6.7,5.3,94.1,319,50,-2.1,0,4.3,16,41,45.3,42.9,0,0,5,3,3,0.66,15.4,10,60.1,0,92.5,65,19,189,77.3,38.1,0,120.2,78.9,0,350,64.6,42,0,17,1,0,60,30.4,88,3.6,3.8,337,0,0,45,7,0,0,132.4,0,3.1,62,5,0,0,51.2,54,0,647,62,27,0,0,0,3,4.2,5,1532,1,10,-0.07,30.7,48,4,0,0,0,43.9,2,11.2,0,1,65.3,2.07,48,0,79,3,8,-0.08,0,42,0,37,1,11,5,0.69,6.3,0,0,1.91,0,2.86,63.6,2.27,3,2.48,42,314,6,4.5,1.5,0,2.4,27.5,0,413,337,0,2.57,-2.6,-0.22,4,9,7,1.5,0,0,7.3,0,1646,99.9,83,8,1,65.3,0,125.7,0,5.5,0,1,0,0,LA,0,0,0,165,0,46.7,0.34,9.4,0,0,42.9,0.46,23,94.1,0,0,25,12.6,185,0,0,0.1,0,6.3,1,7.1,0,0,0,0,0,57.8,QB,83,22,69.6,107,45,41,61.8,2,2.27,175,0.36,17,0,0,42,0,38.1,0,45.2,53.9,1,0.42,42,14.5,51,2.86,0,0,11,107.5,0,16,0,48,5.7,2115,93.4,0,0,716,0,0,0,0,84.4,5.9,7,Matthew Stafford,14.8,0,22,2.45,4.4,-0.25,0,352,19.2,13,26,66.1,0,0,4.8,0,0,133,42,17,0,2.2,0,0,2,0,9,5,0,41,0,76.8,4,2.49,0,0,95,49,63.3,11,79,0,14.8,7,67,95.6,3,53.1,80.5,0,78.4,8.7,0,71,31,0,127.6,3.09,1,1,63.6,0,0,16,6.9,11,106,14.8,0,137.5,19,0,14,51,79,14,6,10.8,4924,7.7,50,0,0,980,1.25,2,0,55.2,68.4,45.3,92.2,0,3.2,2,60.4,21,0,2,115.5,15.7,96.8
93.8,0,48,0,15,14,31,58.7,0,13.5,0,56.8,6,0,3,10,0,133,2,1,89,0,10,100,0,0,23.8,6,20,38.7,34,53,58.5,34,71.2,3,0,0,0,8,0,5.9,26.3,21.9,7,0,1,0,21,144,0,0,13,94.3,16,31,3,2,0,0,7.4,108,79.6,2024,20,14,0,40,0,49.1,61,94.8,5,0,82,144,0.05,7.1,8.1,133,31.4,0,90.6,0,0,CHI,9,6,16,94,0,58.3,26.2,32,0,-4.4,41.9,0,2.82,0,0,17,0,7,0,78,2,0,76,0,25,7.5,20,87.5,27.3,6.7,7.7,35,0,53,10,0,82,44,18,56,50,5.4,4.21,90.6,16,94,0,1,3,219,0,4.6,0,5.3,0,0,0,89,0,0,0,0,1.8,16,276,200,0,14.8,50,9.6,1,0,3.62,55,957,7.3,0,5,0,5.1,0,585,12,41,0,6,0,1,737,4,14.9,6.3,82,52.4,0,-2.8,0.16,0,61,0,75.1,30,80,1.7,291,0,0,5,4.9,-0.28,39,76.8,19,0,2,102,0,25,21,0,83.3,72.5,5.3,2024,0,89,332,0,91.2,0,75,0,37,0,0,16,0,0,-0.38,0,87.5,6.6,4.7,80,371,48.9,-3.5,0,8.1,8,37,41.5,40,0,0,1,3,1,0.4,12.9,8,61.9,0,67.9,91,16,152,73.5,22.9,0,38.9,74.4,0,496,66.3,25,0,20,0,2,92,32.4,58,4.6,5.8,276,0,0,39,5,0,6.3,101.9,0,5.2,50,4,0,0,41.9,77,0,322,50,48,0,0,0,2,4.9,5,1119,1,7.8,-0.04,30.1,38,5.7,0,0,0,38.7,7,6.3,0,0,58,2.78,38,0,63,4.41,10,-0.08,7.3,35,0,30,0,5,4,0.71,6.9,0,0,2.18,0,3.48,61.8,2.14,1,2.49,25,209,6,5.6,0,0,3,25.7,0,578,276,0,1.94,-3.9,-0.07,6.4,15,9,1.1,0,0,15.4,0,1032,98.5,67,16,1,66.8,0,99.2,0,5.6,0,3,0,0,CHI,0,0,0,133,0,41,0.28,15.2,0,0,40,0.39,20.2,75,0,0,19,12.5,144,0,3,0.38,0,3.6,6,3.1,0,0,0,0,0,51.3,QB,60,34,61.9,72,39,31,54.1,1,2.89,140,0.19,16,0,0,32,0,22.9,3,40,45.1,1,-0.04,35,11.9,33,3.89,0,0,11,94.6,1,8,0,39,4.7,1913,89,0,0,658,0,0,2,0,86.5,3.8,12,Caleb Williams,14.5,0,11,2.63,8,-0.01,0,312,20,2,6,74,7.5,0,6.3,0,0,95,25,20,0,2.4,0,0,2,0,12,2,0,31,0,69.6,3,2.72,0,0,84,26,50.8,11,63,0,14.3,7,55,73.5,3.36,41.6,70.8,0,58.5,7.6,0,61,53,0,104.7,3.82,0,4,61.8,0,0,15,4,12,94,14.7,0,133,12,0,8,30,63,19,2,15.3,144622,6.7,41,0,0,511,0.97,0,2,45.9,65.9,41.5,91,0,3.3,1,73.2,16,1,6,99.2,3,90.4
94.4,0,46,0,37.9,34,32,56.8,0,18.5,1,52,5.7,0,6,17,0,109,5,0,122,0,17,87,0,0,32.9,10,9,46.9,22,57,58.5,22,82.7,1,0,0,0,6.6,5.6,6.2,23.1,20.4,5,0,0,0,9,134,0,0,13,98.2,18.2,25,8,2,0,0,6.5,95.1,85.8,2024,29,23,0,16,1.2,40.4,69,93.8,1,0,82,134,0.1,5.5,9.7,109,36,0,89.5,0,0,DEN,11,2,36,82,0,60.4,31.2,37.8,0,-3.9,43.8,0,2.9,0,0,11.4,0,7,0,84.1,3,0,75.3,0,37,7.1,29,98.5,22.2,0,6.3,25,0,57,6,0,82,34,10,65.3,72,8.3,3.33,84,36,82,0,0,2,192,0,3.8,0,0,0,0,0,122,0,0,0,0,0,36,288,217,0,14.3,33.3,5.5,1,0,3.23,59,907,2.2,0,5.8,0,4,0,454,15,43.9,1,5,0,0,730,2,14.1,4.7,82,58.3,0,-3.2,0.42,0,54,0,51.2,29.9,73.6,2.6,302,0,0,3,6.8,-0.12,41,81.6,18,0.7,5,103,0,25,13,0,64.9,75.3,3.8,2024,2,122,266,0,86.1,0,84.3,0,24,0,0,17,0,0,0.16,0,94.4,6.8,7.2,96.6,468,46.3,-3.3,0,8.7,7,50,40.2,48.6,0,0,3,8,0,0.53,15.6,4,77.2,0,73.3,125,27,141,50,28,0,98.7,78,0,549,72.2,35,0,29,1,3,150,25,53,4.3,4.2,288,0,0,41,8,0,10.7,110.1,0,3.3,72,8,0,0,50,110,0,546,72,51,0,0,0,1,4,5,989,0,7.7,0.13,29.4,33,7.7,0,0,0,46.9,5,7.7,1,0,61.1,2.14,26,1.2,36,3.5,5,-0.07,8.9,25,0,26,6,3,6,0.64,6.4,0,0,2.32,0,3.08,40.9,2.03,2,2.56,35,224,1,8.8,7.9,0,4.4,32.2,0,251,288,0,1.82,-3.6,-0.13,5.8,17,7,0,0,0,8.7,0,843,90.3,42,8,3,74.4,0,105.1,0,4.5,0,3,0,0,DEN,0,0,0,109,0,43.9,0.29,13.2,0,0,48.6,0.23,16.6,86.2,0,0,22,12.5,134,0,4,0.35,0,4.6,4,0,0,0,0,0,1.3,58.5,QB,79,22,63.9,133,41,32,57.8,1,2.43,120,0.3,37,0,0,33,0,28,3,51.4,49.5,0,-0.21,25,12.1,21,2.94,0,0,5,98.7,1,7,0,33,4.9,1829,85.4,0,0,658,0,0,2,0,90.2,5.3,6,Bo Nix,14.8,0,11,2.59,8.1,-0.01,0,271,25,2,10,69.4,5.7,0,12.1,0,0,98,35,29,0,5.5,0,0,4,0,10,0,0,32,0,72.3,5,2.77,0,0,85,40,58.3,9,36,0,12.5,6,76,78.1,3.33,37.7,76.9,0,77.5,10.9,0,64,57,0,65.5,3.34,1,9,40.9,0,0,25,8.9,18,82,14.1,0,104.4,15,0,14,21,36,6,3,14.3,97790,7,45,0,0,348,0.79,0,0,49.5,70.2,40.2,96.7,0,0.7,0,80.7,18,3,9,101.2,4.8,92.8
85.7,0,44,0,37.5,5,46,82.3,0,12,0,82.9,9,0,8,10,0,149,3,0,71,0,10,89,0.8,0,27.2,9,12,56.5,28,48,57.1,28,91.6,2,0,0,0,7.4,9.1,5.1,37.5,20.8,6,0,3,0,12,123,0,0,4,93.8,14.3,17,4,4,0,0,6.1,107.6,87.2,2021,16,13,0,35,0,43.8,61.7,91.2,0,0,63,123,0.32,7.3,9.9,149,50,0,87.5,0,0,JAX,12,8,7,83,0,63.4,27.3,23.5,0,-3.4,40.7,0,2.77,0,0,12.4,0,5,0,82.5,2,0,69.4,0,34,5.2,17,65.3,27.3,16.7,10.3,22,0,48,9,0,63,45,16,61.1,54,12.9,2.81,123.2,7,83,0,0,3,244,0,4.2,0,8.3,0,0,0,71,0,0,0,0,0,7,240,184,0,14,57.1,12.4,5,0,3.73,51,835,5.6,0,3.1,0,4.4,0,462,24,50,0,8,0,6,682,2,13.5,5.4,63,60.3,0,-2.7,0.28,0,85,0,75.9,27,81.5,0.4,251,0,0,4,6.3,-0.18,30,83.8,18,0.4,3,96,0,16,8,0,91.1,76.7,3.7,2021,1,71,258,0,109.9,0,85.4,0,31,0,0,14,0,0,0.06,0,71.4,6.8,9.6,81.3,327,43.4,-3.9,0,8.1,8,41,36.1,30.3,0,0,2,3,1,0.25,9.1,12,60.5,0,84.5,77,18,130,50,36.4,0,90,74.6,0,374,70.7,33,0,16,1,1,37,22.6,80,4.3,5.3,240,0,1,30,1,0,0,104.1,0,4.7,54,4,0,0,63,60,0,301,54,42,0,0,0,2,4.3,0,892,0,8.9,0.46,27.9,30,8.5,0,0,0,56.5,2,11.1,0,1,61.3,3,24,0,73,3.06,10,0.02,2.8,22,0,24,1,5,2,0.11,6.8,0,0,2.43,0,2.85,42.9,2.04,2,2.55,33,378,5,8.6,1.8,0,2.7,26.7,0,347,240,0,1.77,-3.5,0.34,6.8,12,11,0,0,0,15.4,0,1324,90.2,77,9,5,67.5,0,83,0,5.3,1,0,0,0,JAX,0,0,0,149,0,50,0.27,16.7,0,0,30.3,0.32,25.3,81.3,0,0,14,10.7,123,0,1,0.23,0,4.9,2,12.2,0,0,0,0,0,56.7,QB,64,28,71.2,79,30,46,65.8,3,2.32,162,0.26,9,0,0,49,0,36.4,3,33.3,55.7,0,0.18,22,10.7,44,3.02,0,0,17,101.7,1,8,0,30,7.8,1624,107.4,0,0,590,0,0,4,0,84.5,5.6,7,Trevor Lawrence,14.6,0,21,2.46,5.9,0.04,0,222,11.8,1,15,75.9,6.8,0,4.1,0,0,79,33,16,0,1.2,0,0,2,0,16,2,0,46,0,80.4,5,2.39,0,0,65,38,57.5,13,73,0,14.1,5,56,90,3.41,43.7,78,0,79.3,9.2,0,47,48,0,87.9,3.45,1,5,42.9,0,0,13,6.7,17,83,14.1,0,98.4,26,0,8,42,73,8,4,13.3,77632,8.2,36,0,0,724,0.57,2,1,57,57.6,36.1,90.1,0,0,4,101.5,15,0,3,103.9,1.3,72.3
