targets,interception_touchdowns,draft_season,forced_fumbles,missed_tackles,catch_rate,team_name,tackles,jersey_number,snap_counts_offball,snap_counts_box,sacks,snap_counts_pass_rush,player_game_count,eligible_season,snap_counts_dl,grades_tackle,yards,receptions,grades_coverage_defense,hurries,interceptions,snap_counts_coverage,snap_counts_dl_over_t,snap_counts_dl_a_gap,fumble_recoveries,grades_run_defense,snap_counts_corner,hits,penalties,batted_passes,team,stops,declined_penalties,total_pressures,position,fumble_recovery_touchdowns,longest,snap_counts_slot,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,safeties,player,franchise_id,snap_counts_defense,yards_after_catch,snap_counts_dl_b_gap,pass_break_ups,qb_rating_against,snap_counts_run_defense,tackles_for_loss,assists,grades_pass_rush_defense,player_id,snap_counts_fs,touchdowns,snap_counts_dl_outside_t
0,0,2022,0,0,,WAS,3,93,0,0,0,30,3,2022,61,73.5,0,0,,4,0,0,2,0,0,39.9,0,0,1,0,WAS,1,0,4,ED,0,,0,0,46,,8.5,0,Drake Jackson,32,61,0,2,0,0,31,0,0,67.7,70839,0,0,57
0,0,2025,0,0,,CLV,1,42,10,10,0,0,4,2025,2,73.3,0,0,,0,0,0,0,0,0,69.2,0,0,0,0,CLV,1,0,0,LB,0,,0,0,74.7,,68.3,0,Easton Mascarenas-Arnold,8,12,0,0,0,0,12,0,0,,71410,0,0,2
55,0,2022,1,4,67.3,KC,53,22,650,37,1,27,13,2022,38,83.1,342,37,74.7,3,1,404,0,0,0,78.5,479,0,5,0,KC,20,0,4,CB,0,46,134,5.9,75.6,9.2,87.8,0,Trent McDuffie,16,688,130,0,4,94.7,257,1,11,50.3,72191,0,3,38
39,0,2024,0,14,71.8,GB,71,33,950,303,0,11,17,2024,29,66.4,299,28,62.4,2,3,600,0,0,1,85.6,2,0,5,0,GB,24,1,2,S,0,43,135,12.2,70.2,10.7,67.7,0,Evan Williams,12,979,69,0,1,78.9,368,3,30,62.6,73864,510,2,29
0,0,2024,1,3,,NYJ,28,91,0,0,4,320,17,2024,588,56,0,0,64.2,28,0,0,124,19,0,55.4,0,6,2,0,NYJ,25,0,38,DI,0,,0,7.5,73.6,,61.9,0,Jowon Briggs,22,588,0,442,0,0,268,4,9,85.6,74867,0,0,3
2,0,2024,0,10,50,LV,30,96,0,0,3,397,17,2024,764,31.5,7,1,63.4,19,0,7,235,7,0,34.4,0,3,1,2,LV,22,0,25,DI,0,7,0,15.9,40.9,7,78.4,0,Jonah Laulu,23,764,4,456,1,58.3,360,4,23,52.7,75763,0,0,66
1,0,2022,0,0,100,NE,3,49,53,50,0,3,8,2022,8,79.5,11,1,60.7,0,0,26,0,0,0,70.3,0,0,0,0,NE,2,0,0,LB,0,11,3,0,67.5,11,75.9,0,Chad Muma,19,61,5,0,0,112.5,32,0,2,54.7,75818,0,0,8
10,0,2021,0,1,70,PIT,11,22,248,14,0,0,7,2021,1,73.2,80,7,68,0,1,160,0,0,0,74.1,232,0,0,0,PIT,2,0,0,CB,0,27,2,8.3,70.1,11.4,82.9,0,Asante Samuel Jr.,25,249,39,0,0,93.8,89,0,0,,76625,0,2,1
10,0,2023,0,4,80,TEN,16,41,138,37,0,8,3,2023,8,58.1,115,8,54.5,2,0,98,0,0,0,66.1,7,0,1,0,TEN,5,0,2,S,0,30,44,15.4,53.8,14.4,79.5,0,Erick Hallett,31,146,77,0,1,114.6,40,0,6,36.1,76631,50,0,8
3,0,2024,0,0,33.3,ARZ,2,28,37,11,0,0,1,2024,0,76.7,21,1,83,0,0,20,0,0,0,67,26,0,0,0,ARZ,0,0,0,CB,0,21,0,0,82.4,21,73.5,0,Elijah Jones,1,37,0,0,2,59,17,0,1,,76632,0,0,0
17,0,2021,0,9,82.4,NYJ,34,08,477,136,0,11,8,2021,22,43.6,189,14,54.5,0,0,265,0,0,1,75.6,9,0,0,0,NYJ,10,0,0,S,0,28,39,18.4,61.3,13.5,87.3,0,Andre Cisco,22,499,106,0,1,152.6,223,1,6,50,76641,293,3,22
3,0,2022,0,4,100,DAL,16,02,259,52,0,1,6,2022,5,56.5,27,3,56,0,0,156,0,0,0,69,2,0,0,0,DAL,2,0,0,S,0,16,18,17.4,60,9,83.4,0,Juanyeh Thomas,9,264,20,0,0,143.8,107,0,3,58.8,76655,187,1,5
68,0,2023,2,21,82.4,KC,76,27,974,405,2,46,17,2023,47,38.9,643,56,46.7,7,1,564,0,0,0,63.5,3,3,3,0,KC,26,1,12,S,0,51,391,16.9,53.2,11.5,86.9,0,Chamarri Conner,16,1021,343,0,2,114.6,411,2,27,66,76662,175,3,47
0,0,2023,0,0,,LA,0,34,4,0,0,0,2,2023,0,,0,0,60.7,0,0,1,0,0,0,60,0,0,0,0,LA,0,0,0,S,0,,1,,69.3,,99.9,0,Tanner Ingle,26,4,0,0,0,0,3,0,0,,76667,2,0,0
16,0,2023,0,1,62.5,CIN,9,38,111,12,0,1,12,2023,4,64,113,10,71.6,0,0,89,0,0,0,46.1,60,0,0,0,CIN,3,0,0,CB,0,20,28,9.1,69.3,11.3,80.7,0,DJ Ivey,7,115,55,0,3,83.6,25,0,1,58.4,76670,11,0,4
18,0,2023,0,5,94.4,DAL,22,00,210,185,0,8,6,2023,8,53.9,156,17,64.5,2,0,140,0,0,0,63.4,2,0,0,0,DAL,12,0,2,LB,0,29,22,14.7,67.4,9.2,78.5,0,DeMarvion Overshown,9,218,112,0,0,121.3,70,1,7,77.7,76729,1,1,8
12,0,2023,0,4,75,NYG,13,46,92,81,1,6,3,2023,1,31.1,68,9,49.6,1,0,48,0,0,0,49.4,1,0,0,0,NYG,11,0,2,LB,0,20,10,22.2,48.9,7.6,75.8,0,Zaire Barnes,21,93,66,0,0,116,39,1,1,72.5,76766,0,1,1
0,0,2024,0,0,,ARZ,0,54,0,0,0,2,3,2024,15,,0,0,,0,0,0,0,0,0,59.5,0,0,0,0,ARZ,0,0,0,ED,0,,0,,60,,73.2,0,Xavier Thomas,1,15,0,0,0,0,13,0,0,59.7,76807,0,0,15
0,0,2023,0,0,,DET,13,78,0,0,1,113,10,2023,237,78.8,0,0,,4,0,0,87,0,0,65.2,0,1,1,0,DET,10,0,6,ED,0,,0,0,58.5,,60.7,0,Tyler Lacy,11,237,0,11,0,0,124,0,7,51.3,76836,0,0,139
2,0,2023,0,10,100,NYJ,16,09,7,6,8,385,15,2023,641,27.9,20,2,50.7,22,0,18,4,3,0,41.6,1,12,1,0,NYJ,19,1,42,ED,0,12,0,29.4,59.2,10,82.5,0,Will McDonald IV,22,648,8,8,0,108.3,245,3,8,71,76842,0,0,626
0,0,2023,0,2,,LA,10,94,2,0,2,92,9,2023,152,50.1,0,0,78.7,13,0,2,2,0,0,68.3,0,5,1,0,LA,8,0,20,ED,0,,1,11.8,73.1,,43.2,0,Desjuan Johnson,26,154,0,1,0,0,60,0,5,68.3,76850,0,0,149
0,0,2023,1,8,,MIN,42,61,4,3,6,369,17,2023,789,44.6,0,0,61.4,26,0,7,257,23,2,72.7,0,3,1,5,MIN,39,0,35,DI,0,,0,13.1,72.7,,80.7,0,Jalen Redmond,18,793,0,285,0,0,417,6,11,62.5,76861,0,0,224
3,0,2021,1,4,66.7,BUF,33,50,2,1,9,428,18,2021,727,72.8,25,2,59.7,36,0,35,20,0,0,85,0,18,1,2,BUF,30,0,63,ED,0,14,0,8.7,86.3,12.5,82.6,0,Greg Rousseau,4,729,4,3,0,92.4,266,2,9,75.7,76889,0,0,704
0,0,2022,1,4,,BLT,27,98,1,1,6,478,16,2022,742,50.8,0,0,60.2,38,0,19,42,125,1,82.8,0,3,0,1,BLT,28,0,47,DI,0,,0,8.5,80.1,,88.5,0,Travis Jones,3,743,0,575,0,0,246,5,16,66,76914,0,0,0
0,0,2022,1,9,,TB,25,90,0,0,2,361,17,2022,611,34.6,0,0,63.2,26,0,5,268,5,0,66,0,4,4,1,TB,17,0,32,DI,0,,0,20,66.8,,40.6,0,Logan Hall,30,611,0,221,0,0,245,0,11,65.5,76919,0,0,117
0,0,2023,0,8,,PHI,24,97,5,4,6,477,18,2023,774,29.3,0,0,71.3,44,0,1,210,24,0,60.4,0,4,1,1,PHI,21,0,54,DI,0,,0,18.6,70.6,,78.6,0,Moro Ojomo,24,779,0,500,0,0,301,0,11,70.6,76927,0,0,40
0,0,2023,0,11,,ARZ,29,55,0,0,0,289,17,2023,548,27.5,0,0,60,11,0,0,218,9,0,45.3,0,2,3,1,ARZ,18,0,13,DI,0,,0,22.4,44.9,,47.1,0,Dante Stills,1,548,0,262,0,0,259,2,9,55.4,76937,0,0,59
1,0,2023,0,2,100,GB,20,94,5,5,1,420,16,2023,659,60.7,3,1,59.8,22,0,6,238,45,0,38.9,0,6,2,1,GB,11,0,29,DI,0,3,0,6.5,46.3,3,64.6,0,Karl Brooks,12,664,8,365,0,79.2,238,1,9,58.2,76941,0,0,11
0,0,2024,0,11,,LA,23,55,1,1,5,457,20,2024,672,27.5,0,0,69.8,37,0,3,249,3,0,44.3,0,8,3,0,LA,22,1,50,DI,0,,0,28.2,57.3,,54.9,0,Braden Fiske,26,673,0,358,0,0,213,2,5,64,76958,0,0,62
0,0,2021,0,4,,DET,9,54,1,1,0,318,10,2021,522,28.3,0,0,60.2,21,0,3,133,40,0,47.2,0,2,3,1,DET,8,1,23,DI,0,,0,22.2,52.1,,46.8,0,Alim McNeill,11,523,0,271,0,0,202,1,5,61.3,76996,0,0,78
0,0,2023,0,0,,JAX,0,56,0,0,0,0,1,2023,2,,0,0,,0,0,0,0,0,0,60,0,0,0,0,JAX,0,0,0,LB,0,,0,,60.1,,68.8,0,Yasir Abdullah,15,2,0,0,0,0,2,0,0,,77100,0,0,2
1,0,2023,0,0,0,CIN,2,50,29,28,0,4,4,2023,7,77,0,0,69.1,0,0,16,0,0,0,43.3,0,1,0,0,CIN,1,0,1,LB,0,,1,0,54.3,,76.4,0,Shaka Heyward,7,36,0,0,0,39.6,16,0,1,55.1,77120,0,0,7
53,0,2024,0,14,84.9,PIT,85,41,703,571,2,79,18,2024,59,61.5,410,45,48.4,12,1,456,0,0,1,57.7,19,3,2,1,PIT,32,0,17,LB,0,33,109,11.2,53,9.1,86,0,Payton Wilson,25,762,259,0,1,103.6,227,4,26,63.5,77127,3,2,59
0,0,2024,0,0,,ARZ,2,95,0,0,0,19,3,2024,36,70.7,0,0,60,0,0,0,26,0,0,47.2,0,1,0,0,ARZ,2,0,1,DI,0,,0,0,46.5,,75.8,0,Anthony Goodlow,1,36,0,6,0,0,17,1,1,54.5,77164,0,0,4
14,0,2021,0,7,71.4,ARZ,27,25,72,28,2,235,17,2021,471,38.8,82,10,59,22,0,111,0,0,2,71.8,0,7,1,0,ARZ,21,0,31,ED,1,41,44,18.9,71.4,8.2,72.9,0,Zaven Collins,1,543,67,1,0,86,197,6,3,69.7,77190,0,0,470
8,0,2022,3,12,75,DEN,30,15,8,5,18,460,19,2022,752,35.3,89,6,64.7,49,0,73,0,0,0,60.8,0,14,7,1,DEN,37,0,81,ED,0,46,2,27.3,78.9,14.8,27.1,0,Nik Bonitto,10,760,68,0,0,110.9,227,3,2,86,77196,0,0,752
7,0,2021,2,8,100,CIN,26,58,6,3,5,375,14,2021,610,47.1,63,7,57.4,29,0,34,87,0,0,70.7,0,9,5,0,CIN,21,2,43,ED,0,16,3,15.7,64,9,32,0,Joseph Ossai,7,616,35,21,0,143.8,207,4,17,62.4,77205,0,1,502
0,0,2024,0,0,,HST,0,44,1,0,0,1,1,2024,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,HST,0,0,0,FB,0,,0,,60,,60,0,British Brooks,13,1,0,0,0,0,0,0,0,60,77714,0,0,0
0,0,2023,0,0,,NYG,3,35,23,7,0,0,4,2023,0,76.5,0,0,66,0,0,5,0,0,0,68.4,16,0,0,0,NYG,1,0,0,CB,0,,0,0,69.9,,71.9,0,Jarrick Bernard-Converse,21,23,0,0,0,0,18,0,0,,77841,0,0,0
70,0,2021,0,19,78.6,CAR,80,07,964,481,3,58,17,2021,102,57.6,431,55,52.4,10,1,553,0,0,0,73.6,1,4,2,0,CAR,42,1,17,S,0,30,322,15.6,62.5,7.8,68.9,0,Tre'von Moehrig,5,1066,186,0,2,95.9,455,11,23,78.1,77847,160,2,102
6,0,2021,1,1,100,BLT,3,29,57,11,1,6,4,2021,4,52.4,104,6,45.1,0,0,46,0,0,0,73.6,1,2,0,0,BLT,3,0,3,S,0,31,39,16.7,58.7,17.3,76.6,0,Ar'Darius Washington,3,61,61,0,0,118.8,9,0,2,91.6,77848,6,0,4
14,0,2022,0,1,50,LA,7,21,130,23,0,6,7,2022,4,60,36,7,74.7,1,2,95,0,0,0,62.6,9,0,0,0,LA,2,0,1,CB,0,9,96,12.5,72.8,5.1,78.5,0,Derion Kendrick,26,134,36,0,3,16.7,33,1,0,51.9,78022,2,0,4
1,0,2022,0,0,0,IND,0,14,1,0,0,0,1,2022,0,,0,0,60,0,0,1,0,0,0,,0,0,4,0,IND,0,0,0,WR,0,,0,,60,,62.6,0,Alec Pierce,14,1,0,0,1,39.6,0,0,0,,78038,1,0,0
0,0,2023,0,0,,NYG,0,09,1,0,0,0,1,2023,0,,0,0,,0,0,0,0,0,0,60,0,0,1,0,NYG,0,0,0,WR,0,,0,,60.1,,,0,Ryan Miller,21,1,0,0,0,0,1,0,0,,78734,0,0,0
1,0,2024,0,1,100,GB,2,34,34,1,0,0,1,2024,0,29.2,8,1,61.1,0,0,20,0,0,0,51.6,33,0,0,0,GB,1,0,0,CB,0,8,0,33.3,58.7,8,76.4,0,Shemar Bartholomew,12,34,9,0,0,100,14,1,0,,78995,0,0,0
92,1,2022,0,6,55.4,LA,41,14,971,39,0,3,20,2022,14,57.7,643,51,65.1,1,6,616,0,0,1,62.2,896,0,4,0,LA,11,1,1,CB,0,52,36,10.5,65.6,12.6,88.9,0,Cobie Durant,26,985,208,0,6,79.2,366,1,10,53.5,79126,0,8,14
56,1,2022,0,4,60.7,BUF,40,47,909,46,2,14,16,2022,17,73.1,376,34,53.9,2,2,545,0,0,2,90.1,857,0,4,1,BUF,17,1,4,CB,1,40,4,7.8,66.8,11.1,67,0,Christian Benford,4,926,79,0,2,101.5,367,2,7,97.6,79181,1,6,17
4,0,2023,0,0,100,LA,4,06,8,1,0,54,13,2023,114,77.5,24,4,55.6,2,0,19,0,0,0,67.1,0,0,0,0,LA,1,0,2,ED,0,11,7,0,60.4,6,81.4,0,Nick Hampton,26,122,17,0,0,91.7,49,0,3,54.4,81162,0,0,114
0,0,2023,0,0,,NYJ,0,43,5,4,0,0,4,2023,0,,0,0,61,0,0,2,0,0,0,61.8,0,0,0,0,NYJ,0,0,0,LB,0,,0,,66.2,,67,0,Cam Jones,22,5,0,0,0,0,3,0,0,,81244,0,0,0
0,0,2022,0,0,,NYG,1,41,11,11,0,0,1,2022,0,75,0,0,65.6,0,0,6,0,0,0,58.2,0,1,0,0,NYG,0,0,1,LB,0,,0,0,64.1,,70.7,0,Micah McFadden,21,11,0,0,0,0,5,0,1,,81246,0,0,0
11,0,2022,0,3,72.7,HST,11,31,100,86,0,6,8,2022,7,49.1,60,8,28.2,0,0,54,0,0,0,60.6,2,0,0,0,HST,2,0,0,LB,0,16,10,15.8,30.7,7.5,75.7,0,Damone Clark,13,107,26,0,0,115.7,47,0,5,59.5,81282,1,1,7
1,0,2023,0,0,100,IND,1,74,0,0,0,21,3,2023,33,72.4,4,1,76.2,1,0,2,1,0,0,48.9,0,0,0,0,IND,1,0,1,ED,0,4,0,0,56,4,78.2,0,Durell Nchami,14,33,1,0,0,83.3,10,0,1,52.6,81292,0,0,32
4,0,2021,0,2,75,CLV,1,48,31,28,0,5,3,2021,11,27.1,30,3,27.5,0,0,27,0,0,0,66.8,1,0,0,0,CLV,1,0,0,LB,0,19,2,66.7,28.2,10,78,0,Cameron McGrone,8,42,37,0,0,135.4,10,0,0,52.2,81300,0,1,11
73,0,2021,1,21,82.2,KC,109,32,975,935,1,111,17,2021,36,60.4,543,60,67.7,18,1,492,0,0,0,85.2,1,6,2,1,KC,60,1,25,LB,0,33,36,12.2,78.9,9.1,87.4,0,Nick Bolton,16,1011,396,0,3,101.1,408,10,42,61.9,81322,3,2,36
0,0,2023,0,0,,HST,14,92,1,0,1,147,18,2023,275,71.1,0,0,60,13,0,0,2,0,0,61.4,0,2,1,0,HST,11,0,16,ED,0,,0,0,54.9,,69.3,0,Dylan Horton,13,276,0,0,0,0,129,0,5,49.8,81335,0,0,273
0,0,2021,2,2,,GB,19,01,42,42,14,436,14,2021,665,79.7,0,0,74.8,51,0,7,52,0,0,69.3,0,14,6,0,GB,28,0,79,ED,0,,0,6.1,91.9,,30,0,Micah Parsons,12,707,0,14,0,0,264,3,12,92.9,81360,0,0,599
78,1,2021,1,12,76.9,SEA,111,13,1040,964,1,68,18,2021,46,75.2,639,60,51.1,6,6,651,0,0,0,76.5,2,1,3,0,SEA,49,0,8,LB,0,54,65,7.6,61.5,10.7,88,0,Ernest Jones,29,1086,382,0,1,72.5,367,5,35,52.2,81399,9,1,46
0,0,2022,0,0,,BUF,0,70,1,0,0,1,1,2022,0,,0,0,,0,0,0,0,0,0,,0,0,2,0,BUF,0,0,0,G,0,,0,,60,,60,0,Alec Anderson,4,1,0,0,0,0,0,0,0,60,81882,0,0,0
0,0,2023,1,2,,GB,3,57,0,0,1,51,5,2023,83,53.2,0,0,60,2,0,1,4,0,0,44.9,0,3,1,0,GB,2,1,6,ED,0,,0,33.3,54.2,,21.8,0,Brenton Cox Jr.,12,83,0,2,0,0,31,0,1,67.5,81957,0,0,77
0,0,2021,0,1,,PHI,4,13,2,0,0,31,3,2021,65,60.4,0,0,65.1,2,0,8,0,0,0,69.3,0,1,0,0,PHI,2,0,3,ED,0,,2,11.1,62.5,,79.9,0,Azeez Ojulari,24,67,0,0,0,0,28,1,4,49.4,81959,0,0,65
9,0,2021,2,4,55.6,LAC,21,98,3,2,11,369,18,2021,535,54.1,45,5,35.1,31,0,28,8,0,0,64.1,1,9,1,0,LAC,29,0,51,ED,0,13,0,11.4,75.5,9,76.6,0,Odafe Oweh,27,538,23,1,0,69.2,141,2,10,81,82161,0,0,526
0,0,2022,1,3,,LV,23,99,0,0,0,288,17,2022,603,49.8,0,0,58.6,22,0,4,49,59,1,39.4,0,7,5,5,LV,13,1,29,DI,0,,0,6.5,45.5,,30.3,0,Thomas Booker IV,23,603,0,495,0,0,311,1,20,67.8,82168,0,0,0
0,0,2021,0,12,,NE,27,90,3,0,3,541,21,2021,841,30,0,0,61.5,45,0,5,230,21,0,33.6,0,10,0,0,NE,19,0,58,DI,0,,0,25,53.5,,90.1,0,Christian Barmore,19,844,0,485,0,0,298,3,9,67.3,82198,0,0,105
1,0,2020,1,3,100,LAC,29,90,1,1,1,277,18,2020,525,58,9,1,56.7,15,0,4,84,68,1,74.7,0,2,5,5,LAC,24,0,18,DI,0,9,0,7.7,71,9,22,0,Teair Tart,27,526,3,373,0,104.2,245,5,7,68.1,82261,0,0,0
0,0,2022,0,1,,GB,16,95,1,1,4,222,10,2022,378,76.8,0,0,61.9,16,0,2,72,32,0,38.7,0,2,2,2,GB,16,1,22,DI,0,,0,4,52.9,,49.3,0,Devonte Wyatt,12,379,0,270,0,0,155,2,8,71.4,82268,0,0,4
1,0,2022,4,9,100,DET,29,97,7,6,16,622,17,2022,998,47.3,12,1,72.9,64,1,9,6,0,1,70.6,0,20,6,1,DET,35,1,100,ED,0,12,0,19.6,91.8,12,59.8,0,Aidan Hutchinson,11,1005,2,1,0,77.1,374,1,8,92.1,82330,1,0,991
0,0,2024,0,0,,NYG,0,99,0,0,0,0,1,2024,2,,0,0,,0,0,0,0,1,0,60.8,0,0,0,0,NYG,0,0,0,DI,0,,0,,62.2,,67.9,0,Casey Rogers,21,2,0,1,0,0,2,0,0,,82347,0,0,0
0,0,2022,0,0,,CLV,10,99,0,0,4,155,17,2022,310,81,0,0,62.4,6,0,7,7,0,0,65.5,0,3,2,0,CLV,8,0,13,ED,0,,0,0,67.6,,51.3,0,Cameron Thomas,8,310,0,4,0,0,148,0,10,66.6,82387,0,0,299
5,0,2022,0,8,80,GB,35,55,5,5,3,273,17,2022,516,49.6,60,4,52.8,17,0,28,51,0,0,64.5,0,5,2,0,GB,23,0,25,ED,0,23,0,16,61.2,15,76.4,0,Kingsley Enagbare,12,521,57,21,0,116.7,220,6,7,58.5,82409,0,0,444
0,0,2021,0,4,,CAR,20,97,3,3,1,163,18,2021,367,55.7,0,0,66.9,4,0,1,33,121,0,61.1,0,0,2,1,CAR,13,0,5,DI,0,,0,12.1,56.7,,49.3,0,Bobby Brown III,5,370,0,195,0,0,206,1,9,50.4,82429,0,0,18
0,0,2023,1,10,,LV,25,09,1,1,4,304,17,2023,462,28.6,0,0,63.3,28,0,4,76,1,1,48.2,0,3,0,1,LV,21,0,35,ED,0,,0,24.4,57.6,,89.1,1,Tyree Wilson,23,463,0,27,0,0,155,4,6,60.4,82432,0,0,358
0,0,2022,0,1,,LAC,6,93,0,0,0,79,10,2022,159,40.6,0,0,,3,0,0,28,12,0,56.3,0,0,1,0,LAC,6,0,3,DI,0,,0,10,54.5,,43.6,0,Otito Ogbonnia,27,159,0,119,0,0,80,2,3,57.7,82450,0,0,0
0,0,2024,0,1,,MIN,0,94,0,0,0,12,2,2024,35,23,0,0,,0,0,0,0,11,0,28.7,0,0,1,0,MIN,0,0,0,DI,0,,0,100,27.4,,0,0,Taki Taimani,18,35,0,24,0,0,23,0,0,55.6,82468,0,0,0
0,0,2023,0,0,,LAC,0,44,0,0,0,3,3,2023,18,67.3,0,0,61.1,0,0,0,3,1,0,58.2,0,0,1,0,LAC,0,1,0,FB,0,,0,0,64.8,,74.1,0,Scott Matlock,27,18,0,14,0,0,15,0,1,57.4,82482,0,0,0
0,0,2021,1,4,,HST,57,72,1,1,2,285,17,2021,537,69,0,0,67.1,23,0,2,134,5,2,67.8,0,3,1,3,HST,40,0,28,DI,1,,0,5.3,76.4,,86.5,0,Tommy Togiai,13,538,0,392,0,0,251,7,14,71,82501,0,0,6
0,0,2023,0,2,,ARZ,20,79,0,0,0,119,15,2023,300,70.9,0,0,60,3,0,0,0,183,0,43,0,0,2,1,ARZ,7,0,3,DI,0,,0,5.9,41.3,,38.9,0,PJ Mustipher,1,300,0,117,0,0,181,1,12,54.9,82505,0,0,0
84,0,2022,0,9,79.8,GB,95,07,941,873,3,89,15,2022,37,84.9,653,67,40.9,5,0,507,0,0,0,54.4,0,5,1,0,GB,46,0,13,LB,0,41,62,6.7,46,9.7,66.5,0,Quay Walker,12,978,328,0,6,122.9,382,7,31,61,82547,6,6,37
0,0,2022,0,0,,ARZ,1,47,4,4,0,1,2,2022,0,73.2,0,0,60.5,0,0,2,0,0,0,65,0,0,0,0,ARZ,1,0,0,LB,0,,0,0,75.7,,68.9,0,Channing Tindall,1,4,0,0,0,0,1,0,0,59.4,82548,0,0,0
12,0,2022,0,7,91.7,DAL,22,57,229,220,0,2,5,2022,0,39.8,117,11,58.6,1,0,121,0,0,0,54.3,0,0,0,0,DAL,8,0,1,LB,0,25,9,18.9,56,10.6,79.7,0,Jack Sanborn,9,229,56,0,1,107.3,106,1,8,55,82566,0,0,0
66,0,2023,0,10,63.6,IND,59,29,777,79,1,1,17,2023,7,55.8,563,42,46.1,0,2,518,0,0,0,72.4,629,0,8,0,IND,18,2,1,CB,0,88,69,13.3,51.2,13.4,86.8,0,Mekhi Blackmon,14,784,226,0,2,93.2,265,2,6,61.7,83036,0,3,7
0,0,2023,0,0,,LAC,3,40,27,9,0,2,4,2023,0,79.7,0,0,62.8,1,0,12,0,0,0,77,0,0,0,0,LAC,1,0,1,S,0,,2,0,73.4,,71.1,0,Kendall Williamson,27,27,0,0,0,0,13,0,0,57.2,83090,16,0,0
8,0,2023,0,4,50,MIA,4,27,91,13,0,0,9,2023,0,28.2,82,4,50.7,0,1,54,0,0,0,51.5,77,0,0,0,MIA,1,0,0,CB,0,35,0,36.4,50.4,20.5,80.5,0,Ethan Bonner,17,91,14,0,1,86.5,37,1,3,,83091,0,1,0
67,0,2021,0,10,55.2,DEN,45,02,1000,82,0,2,16,2021,0,47.9,355,37,73.3,1,1,638,0,0,0,63.3,843,0,10,0,DEN,11,1,1,CB,0,37,74,16.9,73.3,9.6,88.2,0,Pat Surtain II,10,1000,108,0,10,73.9,360,1,4,71.4,83119,1,2,0
31,0,2022,0,6,77.4,TEN,27,18,505,41,0,1,11,2022,3,52.5,346,24,49.6,0,0,299,0,0,0,71.1,461,0,5,0,TEN,9,3,0,CB,0,43,3,15,54.2,14.4,85.6,0,Jalyn Armour-Davis,31,508,115,0,1,134.6,208,1,7,60,83120,0,2,3
96,0,2022,1,7,51,SEA,58,29,935,95,1,4,19,2022,1,66.4,540,49,53,0,1,658,0,0,0,77.2,821,1,10,0,SEA,17,2,2,CB,0,57,19,9.9,57.7,11,65.2,0,Josh Jobe,29,936,175,0,10,74.1,274,1,6,85.7,83122,0,3,1
64,0,2021,0,10,79.7,NYJ,110,44,1077,995,2,65,17,2021,33,82.9,578,51,46.1,8,0,547,0,0,0,81.1,8,3,2,2,NYJ,49,0,13,LB,0,42,74,6.3,65.7,11.3,87.5,0,Jamien Sherwood,22,1110,390,0,3,125.1,498,7,39,70.5,83175,0,4,33
34,0,2022,0,6,82.4,LA,34,25,409,64,1,16,14,2022,7,63,278,28,72,4,1,259,0,0,0,68.6,54,0,1,0,LA,13,0,5,CB,0,33,290,12.5,72.1,9.9,82.3,0,Roger McCreary,26,416,169,0,2,108.1,141,0,8,57.9,83176,0,2,7
88,1,2021,3,9,51.1,CLV,65,07,966,70,0,2,17,2021,0,67.1,627,45,66.5,1,1,599,0,0,0,77.5,856,1,2,0,CLV,20,0,2,CB,0,50,40,9.8,69.8,13.9,89,0,Tyson Campbell,8,966,147,0,8,92.4,365,2,18,59.9,83217,0,6,0
1,0,2023,0,0,100,NYJ,0,17,3,0,0,0,2,2023,0,77.3,10,1,62.4,0,0,2,0,0,0,60,0,0,0,0,NYJ,0,0,0,S,0,10,0,0,63.3,10,65.4,0,Chris Smith II,22,3,6,0,0,108.3,1,0,1,,83220,3,0,0
37,0,2023,1,15,73,WAS,65,20,919,245,0,6,17,2023,8,60.2,565,27,39,2,0,559,0,0,0,70.4,7,2,4,0,WAS,12,3,4,S,0,86,106,14.4,48.5,20.9,34.1,0,Quan Martin,32,927,270,0,3,154.6,362,0,24,88.2,83236,561,5,8
9,0,2022,0,6,55.6,DET,13,31,316,90,0,0,6,2022,0,31.7,62,5,57.7,0,3,211,0,0,0,66.9,0,0,1,0,DET,3,0,0,S,0,30,20,26.1,59.5,12.4,22.6,0,Kerby Joseph,11,316,26,0,1,74.5,105,0,4,60,83239,206,1,0
9,0,2023,0,3,66.7,PHI,17,21,248,71,0,2,13,2023,2,67.6,52,6,58.1,0,0,122,0,0,0,62.9,0,0,0,0,PHI,5,0,0,S,0,19,12,12.5,60,8.7,83.4,0,Sydney Brown,24,250,30,0,0,81.7,126,0,4,57.7,83241,165,0,2
7,0,2023,0,2,57.1,MIA,10,32,109,17,0,0,4,2023,1,52.2,29,4,78.6,0,0,66,0,0,1,55.6,87,0,0,0,MIA,2,0,0,CB,0,13,5,15.4,74.5,7.3,78.8,0,JuJu Brents,17,110,6,0,1,67,44,0,1,,83256,0,0,1
1,0,2023,0,0,100,HST,2,32,17,5,0,1,8,2023,10,83.9,23,1,46.4,0,0,9,0,0,0,56.7,2,0,0,0,HST,1,0,0,S,0,23,0,0,45.3,23,76.8,0,Kaevon Merriweather,13,27,11,0,0,118.8,17,1,0,59.2,83257,8,0,10
