teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
27,Pittsburgh,Steelers,1,BLT,AFC,AFC North,Closed,Closed,Cover 1,17,176,No,No,Yes,782,176,No,25,Yes,176,1,8,0.2251,157,13,2,0.892,2082,892,230,1435,20,6,9,23,0.1465,0.108,0.1477,0.3295,0.4148,132,0.75,2,0.0114,8.1534,153.8,2.6624,11.8295,4.1731,0.0511,13.2611,5.6815,1.465,99,30
24,New York,Giants,1,DAL,NFC,NFC East,Open,Closed,Cover 3,17,163,No,No,Yes,702,163,No,21,Yes,163,1,9,0.2322,138,9,1,0.8466,1791,755,226,1378,15,6,15,12,0.087,0.1656,0.1411,0.2945,0.3988,123,0.7546,7,0.0429,8.454,143.1,2.5513,10.9877,3.274,0.092,12.9783,5.471,1.6377,85,23
29,San Francisco,49ers,1,SEA,NFC,NFC West,Open,Open,Cover 2,17,160,No,Yes,No,724,160,No,21,Yes,160,1,11,0.221,147,17,3,0.9187,1986,818,236,1400,19,10,10,18,0.1224,0.2313,0.1625,0.325,0.2812,105,0.6562,3,0.0187,8.75,158,2.7431,12.4125,4.5418,0.0625,13.5102,5.5646,1.6054,89,26
10,Denver,Broncos,1,LAC,AFC,AFC West,Open,Open,Red Zone,17,149,No,No,No,652,149,No,27,Yes,149,1,7,0.2285,134,19,1,0.8993,1762,699,160,1284,10,6,6,17,0.1269,0.1275,0.1946,0.302,0.3758,117,0.7852,3,0.0201,8.6174,132.7,2.7025,11.8255,4.1687,0.0403,13.1493,5.2164,1.194,78,9
14,Indianapolis,Colts,,HST,AFC,AFC South,Open,Open,Prevent,17,177,No,No,No,792,177,No,24,Yes,177,1,7,0.2235,161,16,1,0.9096,2314,999,360,1545,11,5,7,21,0.1304,0.1582,0.1469,0.3164,0.3785,132,0.7458,4,0.0226,8.7288,139.5,2.9217,13.0734,5.4092,0.0395,14.3727,6.205,2.236,104,24
17,Los Angeles,Rams,1,ARZ,NFC,NFC West,Open,Open,Cover 4,17,121,No,No,No,551,122,No,27,Yes,122,1,7,0.2214,111,21,5,0.9098,1603,616,253,1139,14,7,4,17,0.1532,0.1066,0.1639,0.2705,0.4508,87,0.7131,1,0.0082,9.3361,157,2.9093,13.1393,5.3065,0.0328,14.4414,5.5495,2.2793,72,18
22,New England,Patriots,1,MIA,AFC,AFC East,Closed,Closed,Cover 3,17,131,No,No,Yes,565,132,No,23,Yes,132,1,12,0.2336,120,16,,0.9091,1361,611,180,927,15,9,6,13,0.1083,0.197,0.1288,0.3106,0.3561,91,0.6894,7,0.053,7.0227,147.5,2.4088,10.3106,2.8464,0.0455,11.3417,5.0917,1.5,69,22
30,Tampa Bay,Buccaneers,1,CAR,NFC,NFC South,Closed,Closed,Prevent,17,158,No,No,No,689,158,Yes,25,Yes,158,1,10,0.2293,145,18,3,0.9177,2152,961,210,1374,18,9,7,17,0.1172,0.1329,0.1646,0.3228,0.3797,111,0.7025,1,0.0063,8.6962,156.7,3.1234,13.6203,5.9165,0.0443,14.8414,6.6276,1.4483,95,16
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 2,17,146,No,Yes,No,644,146,No,31,Yes,146,1,10,0.2267,127,15,1,0.8699,1486,649,198,1055,10,5,5,19,0.1496,0.1781,0.1507,0.3562,0.3151,108,0.7397,3,0.0205,7.226,129.1,2.3075,10.1781,2.7893,0.0342,11.7008,5.1102,1.5591,74,24
31,Tennessee,Titans,,JAX,AFC,AFC South,Closed,Closed,Cover 3,17,171,No,No,No,750,171,No,18,Yes,171,1,15,0.228,158,11,2,0.924,2274,969,233,1600,21,13,2,15,0.0949,0.1345,0.193,0.2573,0.4152,131,0.7661,4,0.0234,9.3567,158.3,3.032,13.2982,5.5058,0.0117,14.3924,6.1329,1.4747,105,29
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,17,147,Yes,No,No,638,147,No,25,Yes,147,1,13,0.2304,127,13,3,0.8639,1687,766,242,1292,20,10,10,14,0.1102,0.1497,0.1701,0.3401,0.3401,120,0.8163,3,0.0204,8.7891,154.1,2.6442,11.4762,3.7895,0.068,13.2835,6.0315,1.9055,95,28
20,Miami,Dolphins,,NE,AFC,AFC East,Closed,Closed,Cover 3,17,132,No,No,Yes,579,132,No,19,Yes,132,1,12,0.228,121,11,5,0.9167,1525,706,148,1025,17,10,7,12,0.0992,0.1667,0.2197,0.3106,0.303,88,0.6667,1,0.0076,7.7652,154.4,2.6339,11.553,3.8844,0.053,12.6033,5.8347,1.2231,77,22
3,Baltimore,Ravens,,PIT,AFC,AFC North,Closed,Closed,Cover 1,17,158,No,No,Yes,676,158,No,28,Yes,158,1,14,0.2337,144,18,1,0.9114,2040,809,240,1459,14,9,5,14,0.0972,0.1266,0.1076,0.2848,0.4684,123,0.7785,4,0.0253,9.2342,148.3,3.0178,12.9114,4.929,0.0316,14.1667,5.6181,1.6667,89,27
12,Green Bay,Packers,,MIN,NFC,NFC North,Closed,Closed,Cover 1,17,90,Yes,No,Yes,408,90,No,28,Yes,90,1,7,0.2206,81,20,3,0.9,1066,364,142,846,13,7,2,11,0.1358,0.0889,0.1778,0.2222,0.5111,62,0.6889,,,9.4,155.6,2.6127,11.8444,3.7287,0.0222,13.1605,4.4938,1.7531,58,17
15,Jacksonville,Jaguars,1,TEN,AFC,AFC South,Closed,Closed,Cover 3,17,118,No,No,No,528,118,No,22,Yes,118,1,10,0.2235,104,14,2,0.8814,1299,536,166,979,15,7,6,10,0.0962,0.1525,0.2119,0.2712,0.3644,97,0.822,,,8.2966,152.1,2.4602,11.0085,3.4891,0.0508,12.4904,5.1538,1.5962,62,19
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Open,Open,Red Zone,17,102,No,No,No,452,102,No,17,Yes,102,1,6,0.2257,93,11,1,0.9118,1290,550,175,844,11,5,3,11,0.1183,0.0784,0.1471,0.3039,0.4706,83,0.8137,5,0.049,8.2745,146.5,2.854,12.6471,5.0247,0.0294,13.871,5.914,1.8817,58,13
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Cover 0,17,148,Yes,Yes,Yes,648,148,No,31,Yes,148,1,7,0.2284,132,18,3,0.8919,1829,659,238,1483,14,7,6,14,0.1061,0.1216,0.1216,0.3581,0.3986,113,0.7635,4,0.027,10.0203,144.1,2.8225,12.3581,4.3128,0.0405,13.8561,4.9924,1.803,86,18
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Open,Cover 4,17,120,No,Yes,No,519,120,No,20,Yes,120,1,7,0.2312,111,13,1,0.925,1600,568,180,1214,15,6,2,14,0.1261,0.1083,0.1833,0.2583,0.45,86,0.7167,1,0.0083,10.1167,154.9,3.0829,13.3333,5.1899,0.0167,14.4144,5.1171,1.6216,70,12
21,Minnesota,Vikings,1,GB,NFC,NFC North,Closed,Closed,Cover 1,17,94,Yes,No,Yes,404,94,No,8,Yes,94,1,4,0.2327,86,6,3,0.9149,1113,476,151,719,11,3,7,11,0.1279,0.1915,0.1277,0.3191,0.3617,63,0.6702,2,0.0213,7.6489,150.6,2.755,11.8404,4.2971,0.0745,12.9419,5.5349,1.7558,40,12
13,Houston,Texans,1,IND,AFC,AFC South,Open,Open,Prevent,17,154,No,No,No,684,154,No,30,Yes,154,1,9,0.2251,131,16,3,0.8506,1767,644,272,1502,12,7,8,21,0.1603,0.1623,0.1299,0.3701,0.3377,109,0.7078,3,0.0195,9.7532,140.4,2.5833,11.474,3.3722,0.0519,13.4885,4.916,2.0763,79,24
9,Dallas,Cowboys,,NYG,NFC,NFC East,Open,Closed,Cover 3,17,132,No,No,Yes,588,132,No,13,Yes,132,1,16,0.2245,126,11,1,0.9545,1947,813,238,1274,18,15,4,15,0.119,0.2121,0.1288,0.2803,0.3788,90,0.6818,2,0.0152,9.6515,155.2,3.3112,14.75,6.7809,0.0303,15.4524,6.4524,1.8889,83,23
19,Las Vegas,Raiders,1,KC,AFC,AFC West,Open,Closed,Cover 3,17,109,No,No,No,456,109,No,19,Yes,109,1,8,0.239,102,15,,0.9358,1327,525,171,932,12,8,3,12,0.1176,0.1193,0.1376,0.2569,0.4862,82,0.7523,5,0.0459,8.5505,154.1,2.9101,12.1743,4.532,0.0275,13.0098,5.1471,1.6765,66,22
