teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal
24,New York,Giants,1,DAL,NFC,NFC East,Closed,Closed,Cover 1,17,491,No,No,No,2093,442,No,66,Yes,368,0.8326,24,0.2112,317,38,8,0.7172,3401,1615,539,3436,20,9,33,34,0.1073,0.1742,0.0973,0.3077,0.4186,349,0.7896,50,0.1131,7.7738,101.5,1.6249,7.6946,0.1878,0.0747,10.7287,5.0946,1.7003,166,61
4,Buffalo,Bills,1,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,403,No,No,No,1703,360,No,57,Yes,287,0.7972,24,0.2114,246,31,5,0.6833,2466,1279,398,2751,15,11,18,36,0.1463,0.1694,0.0556,0.375,0.3972,275,0.7639,45,0.125,7.6417,89.9,1.448,6.85,-0.7147,0.05,10.0244,5.1992,1.6179,118,46
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Open,Red Zone,17,517,No,Yes,No,2245,461,No,79,No,390,0.846,27,0.2053,335,47,8,0.7267,3616,1669,589,3605,25,12,32,48,0.1433,0.1453,0.1193,0.3275,0.4078,345,0.7484,35,0.0759,7.82,109.8,1.6107,7.8438,0.2966,0.0694,10.794,4.9821,1.7582,190,78
13,Houston,Texans,1,IND,AFC,AFC South,Open,Open,Prevent,17,490,No,No,No,2105,419,No,71,Yes,338,0.8067,18,0.199,278,40,5,0.6635,3130,1507,519,3614,14,8,30,42,0.1511,0.1814,0.0859,0.3198,0.4081,317,0.7566,52,0.1241,8.6253,84.7,1.4869,7.4702,-0.3679,0.0716,11.259,5.4209,1.8669,142,37
21,Minnesota,Vikings,1,GB,NFC,NFC North,Closed,Closed,Cover 3,17,414,No,No,Yes,1649,347,No,37,Yes,284,0.8184,17,0.2104,246,19,3,0.7089,2683,1397,503,2394,13,5,25,39,0.1585,0.1441,0.1354,0.3285,0.3919,248,0.7147,40,0.1153,6.8991,99.9,1.627,7.732,0.4175,0.072,10.9065,5.6789,2.0447,116,39
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Cover 0,17,498,Yes,Yes,Yes,2133,444,No,92,Yes,366,0.8243,26,0.2082,301,44,9,0.6779,3485,1343,408,4344,23,13,25,32,0.1063,0.1216,0.0901,0.3333,0.455,351,0.7905,43,0.0968,9.7838,100.1,1.6338,7.8491,-0.2694,0.0563,11.5781,4.4618,1.3555,164,57
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Open,Cover 4,17,443,No,Yes,No,1862,382,No,47,Yes,309,0.8089,23,0.2052,274,26,2,0.7173,2876,1457,475,3079,20,12,17,40,0.146,0.144,0.1152,0.3115,0.4293,290,0.7592,49,0.1283,8.0602,100.9,1.5446,7.5288,-0.1706,0.0445,10.4964,5.3175,1.7336,137,43
9,Dallas,Cowboys,,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,491,No,No,No,2084,438,No,48,Yes,365,0.8333,38,0.2102,331,34,4,0.7557,3892,1832,603,3700,29,23,21,51,0.1541,0.1735,0.0982,0.3151,0.4132,315,0.7192,55,0.1256,8.4475,120.3,1.8676,8.8858,1.1394,0.0479,11.7583,5.5347,1.8218,174,64
19,Las Vegas,Raiders,1,KC,AFC,AFC West,Open,Open,Cover 0,17,463,No,No,No,1945,415,No,55,Yes,357,0.8602,21,0.2134,318,35,1,0.7663,3134,1538,440,3037,20,9,21,51,0.1604,0.1807,0.0892,0.306,0.4193,310,0.747,47,0.1133,7.3181,109.5,1.6113,7.5518,0.1408,0.0506,9.8553,4.8365,1.3836,151,58
12,Green Bay,Packers,,MIN,NFC,NFC North,Closed,Closed,Cover 3,17,489,No,No,Yes,2117,431,No,75,Yes,353,0.819,26,0.2036,314,50,8,0.7285,2999,1402,539,3022,21,12,17,43,0.1369,0.1879,0.1206,0.2575,0.4339,290,0.6729,47,0.109,7.0116,104.2,1.4166,6.9582,-0.3967,0.0394,9.551,4.465,1.7166,152,55
