teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing
6,Chicago,Bears,True,DET,NFC,NFC North,Open,Open,Cover 0,17,244,244,0.819672131147541,16,179,0.7336065573770492,0.7983539094650206,0.06225080194238686,110,0.06147540983606557,2160,8.852459016393443,0.4388888888888889,7.848360655737705,1924,17,13,1,Yes,Yes,49,0.20081967213114754,-0.1498235655737705,Yes,0.01639344262295082,0.16393442622950818,12,0.04918032786885246,0.06147540983606557,0.020491803278688523,0.7745901639344263,0.6516393442622951,2.6077868852459014,2.6,7.950819672131147,101.1,No,Yes,119
13,Houston,Texans,True,IND,AFC,AFC South,Open,Open,Prevent,17,217,217,0.8202764976958525,10,142,0.6543778801843319,0.7373271889400922,-0.009289856341013869,124,0.08294930875576037,1401,6.456221198156682,0.34403997144896503,5.3271889400921655,1633,8,9,3,No,No,64,0.29493087557603687,-0.04029884792626728,No,0.018433179723502304,0.17050691244239632,6,0.027649769585253458,0.05069124423963134,0.03686635944700461,0.7741935483870968,0.5990783410138248,2.5184331797235022,2.4515625,7.525345622119816,78.5,No,Yes,81
5,Carolina,Panthers,,TB,NFC,NFC South,Closed,Closed,Prevent,17,207,207,0.7874396135265701,13,142,0.6859903381642513,0.748792270531401,0.031177287603864734,107,0.06280193236714976,1620,7.826086956521739,0.38209876543209875,7.898550724637682,1835,12,5,3,No,No,48,0.2318840579710145,-0.13416594202898552,No,0.028985507246376812,0.19806763285024154,11,0.05314009661835749,0.028985507246376812,0.024154589371980676,0.748792270531401,0.5893719806763285,2.697101449275362,2.595833333333333,8.864734299516908,101.1,No,Yes,90
24,New York,Giants,True,DAL,NFC,NFC East,Open,Open,Cover 4,17,236,236,0.8389830508474576,11,164,0.6949152542372882,0.788135593220339,0.05381780453813556,169,0.09322033898305085,1845,7.817796610169491,0.3533875338753388,7.88135593220339,1922,12,5,5,No,No,62,0.2627118644067797,-0.08191016949152541,No,0.0423728813559322,0.1483050847457627,18,0.07627118644067797,0.025423728813559324,0.059322033898305086,0.8135593220338984,0.6313559322033898,2.5728813559322035,2.4661290322580647,8.14406779661017,100.7,No,No,103
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Cover 0,17,258,258,0.8217054263565892,20,172,0.6666666666666666,0.7286821705426356,0.010563070717054313,144,0.06201550387596899,1938,7.511627906976744,0.32714138286893707,7.2015503875969,2307,14,8,7,Yes,Yes,83,0.32170542635658916,-0.053135271317829455,Yes,0.015503875968992248,0.17829457364341086,21,0.08139534883720931,0.046511627906976744,0.023255813953488372,0.7790697674418605,0.5658914728682171,2.748062015503876,2.5265060240963853,8.94186046511628,94.1,No,Yes,109
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Open,Cover 4,17,211,211,0.7819905213270142,9,146,0.6919431279620853,0.7440758293838863,0.024472461834123216,104,0.052132701421800945,1554,7.3649289099526065,0.36293436293436293,6.725118483412322,1879,9,7,4,No,No,45,0.2132701421800948,-0.1651341232227488,No,0.014218009478672985,0.2037914691943128,18,0.08530805687203792,0.04739336492890995,0.03317535545023697,0.7725118483412322,0.5592417061611374,2.7687203791469197,2.493333333333333,8.90521327014218,90.8,No,Yes,87
21,Minnesota,Vikings,True,GB,NFC,NFC North,Open,Open,Red Zone,17,184,184,0.782608695652174,11,125,0.6793478260869565,0.75,0.00399613296739143,109,0.07065217391304347,1317,7.157608695652174,0.3659832953682612,7.076086956521739,1397,6,3,3,Yes,Yes,59,0.32065217391304346,-0.005210326086956524,Yes,0.02717391304347826,0.20652173913043478,9,0.04891304347826087,0.02717391304347826,0.021739130434782608,0.7608695652173914,0.5489130434782609,2.4641304347826085,2.276271186440678,7.592391304347826,92.6,No,No,63
9,Dallas,Cowboys,,NYG,NFC,NFC East,Open,Open,Cover 4,17,189,189,0.8306878306878307,15,139,0.7354497354497355,0.8138297872340425,0.07895787139893606,125,0.07407407407407407,1624,8.592592592592593,0.43657635467980294,9.174603174603174,1505,10,2,4,No,No,51,0.2698412698412698,-0.08904206349206352,No,0.037037037037037035,0.14814814814814814,10,0.05291005291005291,0.005291005291005291,0.010582010582010581,0.7671957671957672,0.671957671957672,2.6555555555555554,2.496078431372549,7.994708994708994,112.4,No,No,87
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Open,Open,Prevent,17,190,190,0.8526315789473684,12,139,0.7315789473684211,0.8105263157894737,0.06482201085789474,124,0.07894736842105263,1570,8.263157894736842,0.4299363057324841,9.289473684210526,1396,12,1,9,No,No,61,0.32105263157894737,-0.046314473684210544,No,0.02631578947368421,0.14736842105263157,7,0.03684210526315789,0.015789473684210527,0.010526315789473684,0.7421052631578947,0.6526315789473685,2.704736842105263,2.3704918032786884,7.347368421052631,116.3,No,No,89
20,Miami,Dolphins,,NE,AFC,AFC East,Closed,Closed,Cover 1,17,208,208,0.8413461538461539,13,155,0.7451923076923077,0.8252427184466019,0.07181846326699026,95,0.07211538461538461,1680,8.076923076923077,0.43392857142857144,8.557692307692308,1479,14,4,8,Yes,No,51,0.24519230769230768,-0.1124838942307692,Yes,0.014423076923076924,0.14903846153846154,9,0.04326923076923077,0.02403846153846154,0.02403846153846154,0.75,0.625,2.6485576923076923,2.5450980392156866,7.173076923076923,112.3,No,Yes,92
