teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing
12,Green Bay,Packers,,MIN,NFC,NFC North,Open,Open,Red Zone,17,202,202,0.8217821782178217,9,146,0.7227722772277227,0.7574257425742574,0.025933118995049464,62,0.034653465346534656,1563,7.737623762376238,0.31477927063339733,9.024752475247524,1663,13,,5,Yes,Yes,63,0.3118811881188119,-0.05407103960396037,Yes,0.024752475247524754,0.15346534653465346,8,0.039603960396039604,0.034653465346534656,0.04455445544554455,0.6683168316831684,0.5594059405940595,2.696534653465347,2.5587301587301585,8.232673267326733,116,No,No,93
3,Baltimore,Ravens,,PIT,AFC,AFC North,Closed,Closed,Cover 3,17,268,268,0.7611940298507462,12,179,0.667910447761194,0.7153558052434457,-0.012618812067415774,99,0.04477611940298507,1957,7.302238805970149,0.3270311701584057,7.2835820895522385,2247,11,5,11,No,Yes,73,0.27238805970149255,-0.09828134328358208,Yes,0.026119402985074626,0.23134328358208955,15,0.055970149253731345,0.041044776119402986,0.026119402985074626,0.7798507462686567,0.5783582089552238,2.7238805970149254,2.5589041095890415,8.440298507462687,94.1,Yes,Yes,107
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,17,240,240,0.8208333333333333,14,168,0.7,0.7583333333333333,0.019407544383333253,147,0.058333333333333334,1992,8.3,0.4497991967871486,9.966666666666667,1867,20,,3,Yes,No,54,0.225,-0.11193749999999998,No,0.020833333333333332,0.17083333333333334,9,0.0375,0.0125,0.0125,0.85,0.6,2.5283333333333333,2.437037037037037,7.779166666666667,122.8,No,Yes,127
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Open,Open,Red Zone,17,199,199,0.7738693467336684,9,134,0.6733668341708543,0.7373737373737373,0.0029619498333333105,100,0.06030150753768844,1542,7.748743718592965,0.41309987029831385,6.291457286432161,1573,8,10,1,No,No,48,0.24120603015075376,-0.09422462311557786,No,0.020100502512562814,0.21105527638190955,12,0.06030150753768844,0.04522613065326633,0.010050251256281407,0.7738693467336684,0.5879396984924623,2.5195979899497485,2.46875,7.9296482412060305,82.9,No,Yes,81
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Closed,Open,Cover 4,17,263,263,0.7604562737642585,16,165,0.6273764258555133,0.6920152091254753,-0.030776592220532195,129,0.06463878326996197,1806,6.866920152091255,0.37320044296788485,5.38403041825095,2229,12,14,9,No,Yes,76,0.2889733840304182,-0.049307604562737646,No,0.019011406844106463,0.21673003802281368,21,0.07984790874524715,0.07984790874524715,0.011406844106463879,0.7908745247148289,0.5285171102661597,2.536121673003802,2.486842105263158,8.475285171102662,76,No,No,105
10,Denver,Broncos,True,LAC,AFC,AFC West,Open,Open,Red Zone,17,284,284,0.8204225352112676,16,191,0.6725352112676056,0.7455830388692579,0.005638080296819781,119,0.07042253521126761,2038,7.176056338028169,0.3817468105986261,6.647887323943662,2142,6,6,9,No,No,87,0.30633802816901406,-0.03543028169014086,No,0.056338028169014086,0.17253521126760563,19,0.06690140845070422,0.02112676056338028,0.028169014084507043,0.7887323943661971,0.5633802816901409,2.556338028169014,2.349425287356322,7.584507042253521,86.3,No,Yes,104
14,Indianapolis,Colts,,HST,AFC,AFC South,Open,Open,Prevent,17,285,285,0.8385964912280702,24,206,0.7228070175438597,0.7789473684210526,0.05495086378245617,116,0.056140350877192984,2470,8.666666666666666,0.3821862348178138,8.473684210526315,2351,13,7,6,No,No,64,0.22456140350877193,-0.12316491228070177,No,0.021052631578947368,0.1543859649122807,18,0.06315789473684211,0.02456140350877193,0.017543859649122806,0.775438596491228,0.6105263157894737,2.590877192982456,2.478125,8.249122807017544,103.4,No,Yes,130
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,17,249,249,0.8072289156626506,19,159,0.6385542168674698,0.7379032258064516,0.005066473677419414,183,0.0963855421686747,1770,7.108433734939759,0.41694915254237286,6.526104417670683,1958,13,9,3,No,No,60,0.24096385542168675,-0.08020963855421687,No,0.024096385542168676,0.17670682730923695,19,0.07630522088353414,0.03614457831325301,0.0321285140562249,0.7429718875502008,0.5742971887550201,2.4369477911646586,2.3366666666666664,7.923694779116466,87.3,Yes,Yes,103
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Open,Open,Cover 4,17,243,243,0.8065843621399177,10,172,0.7078189300411523,0.743801652892562,-0.0009131681528925517,49,0.03292181069958848,1830,7.530864197530864,0.3628415300546448,7.613168724279835,1828,10,4,3,No,No,73,0.3004115226337449,-0.0280181069958848,No,0.00411522633744856,0.1646090534979424,14,0.05761316872427984,0.02880658436213992,0.037037037037037035,0.7078189300411523,0.6090534979423868,2.479012345679012,2.4054794520547946,7.534979423868313,99.3,No,Yes,91
22,New England,Patriots,True,MIA,AFC,AFC East,Closed,Closed,Cover 1,17,221,221,0.7647058823529411,12,150,0.6787330316742082,0.7181818181818181,-0.006375287004545482,58,0.03619909502262444,1718,7.773755656108597,0.39348079161816063,7.751131221719457,1774,11,5,1,Yes,No,64,0.2895927601809955,-0.07914276018099548,Yes,0.00904977375565611,0.2171945701357466,13,0.058823529411764705,0.05429864253393665,0.01809954751131222,0.7285067873303167,0.5565610859728507,2.7126696832579187,2.61875,8.063348416289593,98.2,No,Yes,93
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Closed,Closed,Prevent,17,246,246,0.8495934959349594,13,182,0.7398373983739838,0.8048780487804879,0.060275369158536596,128,0.06504065040650407,2246,9.130081300813009,0.42876224398931434,9.191056910569106,1836,12,5,6,No,No,73,0.2967479674796748,-0.04750325203252033,No,0.024390243902439025,0.13821138211382114,6,0.024390243902439025,0.024390243902439025,0.02032520325203252,0.7520325203252033,0.6300813008130082,2.5707317073170732,2.4027397260273973,7.463414634146342,109.6,No,Yes,118
31,Tennessee,Titans,,JAX,AFC,AFC South,Closed,Open,Cover 4,17,215,215,0.8186046511627907,12,156,0.7255813953488373,0.7476635514018691,0.012939091266355063,21,0.018604651162790697,1872,8.706976744186047,0.41185897435897434,8.683720930232559,1698,11,5,4,No,Yes,60,0.27906976744186046,-0.08547441860465115,No,0.009302325581395349,0.17209302325581396,14,0.06511627906976744,0.04186046511627907,0.013953488372093023,0.7395348837209302,0.6558139534883721,2.688372093023256,2.493333333333333,7.953488372093023,106.2,No,No,101
2,Atlanta,Falcons,True,NO,NFC,NFC South,Open,Open,Cover 4,17,259,259,0.8416988416988417,10,186,0.7181467181467182,0.7760617760617761,0.04087690494208496,59,0.05791505791505792,2041,7.88030888030888,0.3728564429201372,7.745173745173745,2046,14,7,5,No,No,71,0.27413127413127414,-0.06064942084942087,No,0.011583011583011582,0.14671814671814673,12,0.04633204633204633,0.05019305019305019,0.011583011583011582,0.752895752895753,0.6138996138996139,2.515830115830116,2.3295774647887324,7.899613899613899,101.5,No,Yes,105
32,Washington,Commanders,,PHI,NFC,NFC East,Open,Open,Cover 6,17,232,232,0.8146551724137931,14,166,0.7155172413793104,0.7792207792207793,0.03327547582683987,84,0.0603448275862069,2042,8.801724137931034,0.48971596474045054,9.857758620689655,1714,19,3,4,No,Yes,58,0.25,-0.07565560344827585,No,0.03879310344827586,0.16379310344827586,7,0.03017241379310345,0.034482758620689655,0.017241379310344827,0.7974137931034483,0.6120689655172413,2.4629310344827586,2.5258620689655173,7.396551724137931,120.3,No,Yes,119
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Closed,Closed,Cover 1,17,226,226,0.8141592920353983,18,158,0.6991150442477876,0.7644444444444445,0.043104775266666784,144,0.061946902654867256,2125,9.402654867256636,0.48,9.557522123893806,1944,13,5,6,No,No,61,0.26991150442477874,-0.12213185840707963,Yes,0.022123893805309734,0.17699115044247787,13,0.05752212389380531,0.03982300884955752,0.017699115044247787,0.7477876106194691,0.6017699115044248,2.847787610619469,2.69344262295082,8.641592920353983,109.5,Yes,Yes,108
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 6,17,254,254,0.8070866141732284,14,162,0.6377952755905512,0.7272727272727273,-0.013075769051383301,195,0.08661417322834646,1637,6.44488188976378,0.38485033598045204,6.031496062992126,1926,6,5,8,No,Yes,73,0.2874015748031496,-0.062034251968503915,No,0.027559055118110236,0.17716535433070865,12,0.047244094488188976,0.023622047244094488,0.007874015748031496,0.7283464566929134,0.531496062992126,2.600787401574803,2.4219178082191783,7.645669291338582,81.8,No,Yes,87
8,Cleveland,Browns,,CIN,AFC,AFC North,Closed,Closed,Cover 1,17,208,208,0.7740384615384616,12,137,0.6586538461538461,0.7307692307692307,-0.012789741663461585,138,0.07211538461538461,1370,6.586538461538462,0.4145985401459854,6.25,1556,10,6,7,No,No,67,0.32211538461538464,-0.018476682692307664,Yes,0.014423076923076924,0.21634615384615385,11,0.052884615384615384,0.04326923076923077,0.019230769230769232,0.8076923076923077,0.5480769230769231,2.5495192307692305,2.417910447761194,7.480769230769231,88.4,Yes,Yes,80
16,Kansas City,Chiefs,,LV,AFC,AFC West,Open,Open,Prevent,17,224,224,0.8660714285714286,12,166,0.7410714285714286,0.8035714285714286,0.04895992301785723,136,0.0625,1742,7.776785714285714,0.4242250287026406,7.955357142857143,1591,11,4,7,No,No,65,0.29017857142857145,-0.062971875,No,0.022321428571428572,0.125,10,0.044642857142857144,0.03125,0.03571428571428571,0.7678571428571429,0.625,2.6223214285714285,2.4846153846153847,7.102678571428571,105.2,No,No,85
27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,Closed,Closed,Cover 3,17,273,273,0.8205128205128205,19,186,0.6813186813186813,0.7545787545787546,0.011563205673992605,159,0.07326007326007326,2143,7.8498168498168495,0.4106392907139524,8.344322344322345,2069,18,5,,No,Yes,64,0.23443223443223443,-0.09237326007326008,Yes,0.02197802197802198,0.1684981684981685,9,0.03296703296703297,0.047619047619047616,0.007326007326007326,0.7875457875457875,0.6373626373626373,2.4695970695970697,2.3890625,7.5787545787545785,105.9,Yes,Yes,113
29,San Francisco,49ers,True,SEA,NFC,NFC West,Open,Open,Cover 4,17,250,250,0.784,15,166,0.664,0.732,0.0047543223799999534,144,0.068,1790,7.16,0.3547486033519553,7.9,2127,16,3,1,No,No,54,0.216,-0.124882,No,0.02,0.188,17,0.068,0.036,0.028,0.796,0.532,2.5511999999999997,2.5074074074074075,8.508,103.6,Yes,Yes,104
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,190,190,0.7894736842105263,12,125,0.6578947368421053,0.7473684210526316,0.01281240845263154,93,0.08947368421052632,1402,7.378947368421053,0.38587731811697573,7.510526315789473,1520,8,3,8,Yes,No,47,0.24736842105263157,-0.1149144736842105,No,0.005263157894736842,0.19473684210526315,14,0.07368421052631578,0.042105263157894736,0.02631578947368421,0.7473684210526316,0.5631578947368421,2.675263157894737,2.55531914893617,8,95.1,No,Yes,77
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Open,Cover 4,17,255,255,0.8509803921568627,21,193,0.7568627450980392,0.8346456692913385,0.09551628558267711,126,0.07450980392156863,2094,8.211764705882352,0.37679083094555876,9.329411764705883,1988,21,3,2,No,No,57,0.2235294117647059,-0.10967058823529409,No,0.00392156862745098,0.1411764705882353,16,0.06274509803921569,0.047058823529411764,0.03529411764705882,0.7843137254901961,0.6509803921568628,2.506666666666667,2.4210526315789473,7.815686274509804,121.9,No,Yes,120
